hanzi,tl
噯,Ài
韓,Hân
邏,Lô
托,Thok
万,Bān
丌,Ki
乃,Nái
乜,Mih
亓,Kî
亙,Kìng
亙,Khìng
亢,Khòng
亢,Khong
仉,Tsióng
仉,Tsiáng
仝,Tâng
伋,Kip
伭,Hiân
佀,Huì
佀,Sū
佘,Siâ
余,Û
余,Î
佟,Tông
你,Ní
俉,Gōo
俎,Tsóo
倞,Kīng
倞,Kiōng
倞,Kiāng
倪,Gê
倪,Guê
偰,Siat
偺,Tsa
僮,Tong
兀,Gu̍t
党,Tóng
冀,Kì
冉,Jiám
冨,Pù
况,Hòng
刈,Ngāi
刈,Gē
剡,Iám
剡,Siám
効,Hāu
勺,Tsiok
匝,Tsat
匡,Khong
卞,Piān
卡,Khah
卧,Ngōo
卧,Gōo
卲,Siāu
卲,Siō
厙,Sià
双,Siang
双,Sang
叟,Sóo
叟,Sió
叶,Ia̍p
呀,Gâ
呢,Lî
呢,Nî
呰,Tsú
呰,Tsí
咪,Bî
咸,Hâm
咼,Ko
咼,Koo
哇,Ua
哖,Nî
唄,Pài
唄,Puè
啜,Tuat
啜,Tshuat
喀,Khik
嘎,Kat
嘪,Mái
嘿,Bi̍k
坂,Pán
坂,Puánn
堀,Khut
堀,Ku̍t
塩,Iâm
壹,It
夘,Báu
奎,Ke
奚,Hê
姞,Khiat
姞,Kiat
姥,Bóo
姬,Ki
娌,Lí
婁,Lôo
婁,Liô
媺,Bí
嬴,Îng
孑,Khiat
它,Tô
宓,Ho̍k
寇,Khòo
寇,Khiò
寋,Kián
寗,Lîng
寗,Līng
寗,Līn
寗,Bīng
寰,Huân
尉,Ut
尢,Ong
尹,Ún
尹,Ín
岑,Gîm
岑,Khîm
岱,Tāi
峨,Ngôo
峨,Gô
峯,Hong
崎,Khi
崎,Kî
崎,Kiā
嵇,Ke
嵇,Khe
嵬,Guî
巖,Giâm
巫,Bû
庶,Sù
庶,Sì
庹,Tô
庾,Jú
庾,Lú
庾,Jí
廬,Lû
廬,Lî
弋,I̍k
弗,Hut
弭,Bí
强,Kiông
强,Kiâng
弼,Pi̍t
徽,Hui
忻,Him
恒,Hîng
您,Ní
您,Lín
惲,Ûn
惲,Hún
惲,Ún
愷,Khái
憨,Ham
戈,Ko
戎,Jiông
戎,Liông
戎,Giông
戢,Tship
扈,Hōo
扎,Tsat
拉,Lia̍p
拉,Liap
挪,Lô
挪,Ná
揣,Tshuí
攸,Iû
敖,Ngôo
旃,Tsian
旻,Bîn
旻,Bûn
昶,Tshióng
晁,Tiâu
晋,Tsìn
晤,Gōo
晤,Ngōo
暹,Siām
曙,Sū
曙,Sī
曜,Iāu
曩,Lóng
曬,Sài
曷,Hat
朮,Tsu̍t
朶,Tó
朶,Tóo
机,Ki
朿,Tshù
朿,Tshì
杬,Guân
杲,Hó
杲,Kó
杻,Liú
枇,Pî
柒,Tshit
柘,Tsià
桓,Huân
棘,Kik
椎,Tsui
椿,Thun
椿,Tshun
楮,Tsú
楮,Tsí
楮,Tóo
榎,Ká
樊,Huân
欒,Luân
殳,Sû
毆,Áu
毆,Ió
毆,Oó
毋,Bû
汝,Jú
汝,Lú
汝,Jí
汨,Bi̍k
汲,Khip
汴,Piān
汶,Bûn
汶,Būn
洑,Ho̍k
浣,Uán
浣,Uān
淦,Khàm
淦,Lam
淦,Kàm
淩,Lîng
淳,Sûn
渚,Tsú
渚,Tsí
渠,Kû
渠,Kî
渥,Ak
湄,Bî
湛,Tām
溥,Phóo
滕,Tîng
潼,Tông
澹,Tām
濮,Po̍k
濶,Khuat
濶,Khuah
