"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KipDictHanjiTaibunOthers","KipDictWordProperty","HoaBun","KaisoehHanLoPoj","KaisoehHanLoKip","KipDictDialects","Synonym","Opposite"
"13","chi̍t-sì-kè/chi̍t-sì-kòe","","chit8-si3-ke3/chit8-si3-koe3","","tsi̍t-sì-kè/tsi̍t-sì-kuè","","tsit8-si3-ke3/tsit8-si3-kue3","","一四界","","","到處、處處、遍地","【副】遍地、到處。例：物件毋通掖甲一四界。Mi̍h-kiāⁿ m̄-thang iā kah chi̍t-sì-kè. (東西不要撒得滿地都是。)　","【副】遍地、到處。例：物件毋通掖甲一四界。Mi̍h-kiānn m̄-thang iā kah tsi̍t-sì-kè. (東西不要撒得滿地都是。)　","","滿四界、滿滿是",""
"14","it-tàn","","it-tan3","","it-tàn","","it-tan3","","一旦","","","一旦","1.【副】假使有一天。例：一旦地動，彼間厝就會倒。It-tàn tē-tāng, hit keng chhù tō ē tó. (一旦地震，那間房子就會倒。)　2.【名】短暫的時間。例：毀於一旦　húi î it-tàn。","1.【副】假使有一天。例：一旦地動，彼間厝就會倒。It-tàn tē-tāng, hit king tshù tō ē tó. (一旦地震，那間房子就會倒。)　2.【名】短暫的時間。例：毀於一旦　huí î it-tàn。","","",""
"15","it-seng","","it-seng","","it-sing","","it-sing","","一生","","","一世、一生、一輩子、畢生、終身","1.【形】畢生的、一輩子的。例：做教授是我一生的願望。Chò kàu-siū sī góa it-seng ê goān-bōng. (當教授是我一生的願望。)　2.【名】畢生、一輩子。例：你毋通放蕩過一生。Lí m̄-thang hòng-tōng kòe it-seng. (你不要放蕩過一生。)　","1.【形】畢生的、一輩子的。例：做教授是我一生的願望。Tsò kàu-siū sī guá it-sing ê guān-bōng. (當教授是我一生的願望。)　2.【名】畢生、一輩子。例：你毋通放蕩過一生。Lí m̄-thang hòng-tōng kuè it-sing. (你不要放蕩過一生。)　","","一世人、規世人、透世人",""
"16","chi̍t-ba̍k-nih-á","","chit8-bak8-nih-a2","","tsi̍t-ba̍k-nih-á","","tsit8-bak8-nih-a2","","一目𥍉仔","","","一下子、一眨眼、一瞬間","【時】一瞬間、一眨眼。指很短暫的時間。例：對阮厝到公司，行路一目𥍉仔就到矣。Tùi goán chhù kàu kong-si, kiâⁿ-lō͘ chi̍t-ba̍k-nih-á tō kàu--ah. (從我家裡到公司，走路只要一眨眼的時間就可以到了。)　一目𥍉仔大學四年就過去矣。Chi̍t-ba̍k-nih--ah tāi-ha̍k sì-nî tō kòe-khì--ah. (一轉眼大學四年就過去了。)　","【時】一瞬間、一眨眼。指很短暫的時間。例：對阮厝到公司，行路一目𥍉仔就到矣。Tuì guán tshù kàu kong-si, kiânn-lōo tsi̍t-ba̍k-nih-á tō kàu--ah. (從我家裡到公司，走路只要一眨眼的時間就可以到了。)　一目𥍉仔大學四年就過去矣。Tsi̍t-ba̍k-nih--ah tāi-ha̍k sì-nî tō kuè-khì--ah. (一轉眼大學四年就過去了。)　","","一霎仔久",""
"17","chi̍t kah-chí","","chit8 kah-chi2","","tsi̍t kah-tsí","","tsit8 kah-tsi2","","一甲子","","","一甲子、六十年","【時】六十年。由十二天干數和十地支數配合而形成的傳統計算年歲的方法，以六十年為一個輪迴。","【時】六十年。由十二天干數和十地支數配合而形成的傳統計算年歲的方法，以六十年為一個輪迴。","","",""
"18","chi̍t-pah khòng-it","","chit8-pah khong3-it","","tsi̍t-pah khòng-it","","tsit8-pah khong3-it","","一百空一","","","一百零一","【數】一百零一。","【數】一百零一。","【台北】一百空一　tsi̍t-pah-khòng-it。【三峽】一百空一　tsi̍t-pah-khòng-it。【新竹】一百空一　tsi̍t-pah-khòng-it。【台中】一百空一　tsi̍t-pah-khòng-it。【鹿港】一百空一　tsi̍t-pah-khòng-tsi̍t。【台南】一百空一　tsi̍t-pah-khòng-tsi̍t。【高雄】一百空一　tsi̍t-pah-khòng-it。【宜蘭】一百空一　tsi̍t-pah-khòng-tsi̍t。【馬公】一百空一　tsi̍t-pah-khòng-it。","",""
"19","it--lâi","","it--lai5","","it--lâi","","it--lai5","","一來","","","一來","【副】首先。例：一來我無時間，二來我無興趣，所以我無欲參加。It--lâi góa bô sî-kan, jī--lâi góa bô hèng-chhù, só-í góa bô beh chham-ka. (一來我沒時間，二來我沒興趣，所以我沒有要參加。)　","【副】首先。例：一來我無時間，二來我無興趣，所以我無欲參加。It--lâi guá bô sî-kan, jī--lâi guá bô hìng-tshù, só-í guá bô beh tsham-ka. (一來我沒時間，二來我沒興趣，所以我沒有要參加。)　","","首先",""
"20","it-tēng","","it-teng7","","it-tīng","","it-ting7","","一定","","","一定、不一定、可能、必定、必然、保證、確定的","1.【副】必定、必然。例：你講過的話，一定愛會記得。Lí kóng--kòe ê ōe, it-tēng ài ē-kì--tit. (你說過的話一定要記得。)　[近]包穩、必然2.【形】固定的。例：伊食飯攏無一定的時間。I chiah-pn̄g lóng bô it-tēng ê sî-kan. (他吃飯時間不固定。)　","1.【副】必定、必然。例：你講過的話，一定愛會記得。Lí kóng--kuè ê uē, it-tīng ài ē-kì--tit. (你說過的話一定要記得。)　[近]包穩、必然2.【形】固定的。例：伊食飯攏無一定的時間。I tsiah-pn̄g lóng bô it-tīng ê sî-kan. (他吃飯時間不固定。)　","","",""
"21","it-ti̍t","","it-tit8","","it-ti̍t","","it-tit8","","一直","","","一直","1.【副】朝同一個方向直行而去。例：一直向前行，毋免轉斡。It-ti̍t hiòng chêng kiâⁿ, m̄-bián tńg-oat. (一直向前走過去，不用轉彎。)　2.【副】持續不間斷。例：阿美一直咧掃塗跤，攏無歇睏。A-bí it-ti̍t teh sàu thô͘-kha, lóng bô hioh-khùn. (阿美一直在掃地，都沒有休息。)　","1.【副】朝同一個方向直行而去。例：一直向前行，毋免轉斡。It-ti̍t hiòng tsîng kiânn, m̄-bián tńg-uat. (一直向前走過去，不用轉彎。)　2.【副】持續不間斷。例：阿美一直咧掃塗跤，攏無歇睏。A-bí it-ti̍t teh sàu thôo-kha, lóng bô hioh-khùn. (阿美一直在掃地，都沒有休息。)　","","",""
"22","it-lu̍t","","it-lut8","","it-lu̍t","","it-lut8","","一律","","","一律、一概、完全","【副】全部都一樣。例：伊對伊的學生一律攏真嚴格。I tùi i ê ha̍k-seng it-lu̍t lóng chin giâm-keh. (他對他的學生一律都很嚴格。)　","【副】全部都一樣。例：伊對伊的學生一律攏真嚴格。I tuì i ê ha̍k-sing it-lu̍t lóng tsin giâm-keh. (他對他的學生一律都很嚴格。)　","","一概",""
"23","it-tì","","it-ti3","","it-tì","","it-ti3","","一致","","","一律、一致、一概、完全","【形】趨向相同。例：伊佮我的看法並無一致。I kah góa ê khòaⁿ-hoat pēng bô it-tì. (他跟我的看法並不一致。)　","【形】趨向相同。例：伊佮我的看法並無一致。I kah guá ê khuànn-huat pīng bô it-tì. (他跟我的看法並不一致。)　","","一概",""
"24","chi̍t-bīn","","chit8-bin7","","tsi̍t-bīn","","tsit8-bin7","","一面","","","一面、一邊、片面、單方面","1.【副】描述兩種以上的事情同時進行著。例：伊一面做工，一面讀冊。I chi̍t-bīn chò-kang, chi̍t-bīn tha̍k-chheh. (他一邊工作，一邊讀書。)　2.【形】片面的，單方面的。例：一面抹壁雙面光。Chi̍t-bīn boah-piah siang-bīn kng. (用抹刀抹牆壁，不但牆壁光滑，連抹刀也光滑。形容人很會做人，雙方面都能討好。)　","1.【副】描述兩種以上的事情同時進行著。例：伊一面做工，一面讀冊。I tsi̍t-bīn tsò-kang, tsi̍t-bīn tha̍k-tsheh. (他一邊工作，一邊讀書。)　2.【形】片面的，單方面的。例：一面抹壁雙面光。Tsi̍t-bīn buah-piah siang-bīn kng. (用抹刀抹牆壁，不但牆壁光滑，連抹刀也光滑。形容人很會做人，雙方面都能討好。)　","","",""
"25","chi̍t-pû-sái","","chit8-pu5-sai2","","tsi̍t-pû-sái","","tsit8-pu5-sai2","","一垺屎","","","一坨屎、大便","【名】一坨屎、一坨大便。","【名】一坨屎、一坨大便。","【台北】一垺屎　tsi̍t-pû-sái。【三峽】一垺屎　tsi̍t-pû-sái。【新竹】一垺屎　tsi̍t-phû-sái; tsi̍t-pû-sái。【台中】一垺屎　tsi̍t-pû-sái。【鹿港】一垺屎　tsi̍t-phû-sái。【台南】一垺屎　tsi̍t-pû-sái。【高雄】一垺屎　tsi̍t-pû-sái。【宜蘭】一垺屎　tsi̍t-pû-sái。【馬公】一垺屎　tsi̍t-pû-sái。","一礐屎",""
"26","chi̍t-sut-á","","chit8-sut-a2","","tsi̍t-sut-á","","tsit8-sut-a2","","一屑仔","","","一些些、一點兒、一點點","【形】一點點。形容體積很小或數量很少。例：伊食一屑仔飯爾爾。I chia̍h chi̍t-sut-á pn̄g niā-niā. (他吃一點點飯而已。)　","【形】一點點。形容體積很小或數量很少。例：伊食一屑仔飯爾爾。I tsia̍h tsi̍t-sut-á pn̄g niā-niā. (他吃一點點飯而已。)　","","一寡仔、一點仔、一絲仔",""
"27","chi̍t-ke-hóe-á/chi̍t-ke-hé-á","","chit8-ke-hoe2-a2/chit8-ke-he2-a2","","tsi̍t-ke-hué-á/tsi̍t-ke-hé-á","","tsit8-ke-hue2-a2/tsit8-ke-he2-a2","","一家伙仔","","","一家子","【名】一家子。全家人、同一家人。例：一家伙仔對人攏真客氣。In chi̍t-ke-hóe-á tùi lâng lóng chin khè-khì. (他們一家子對人都很客氣。)　","【名】一家子。全家人、同一家人。例：一家伙仔對人攏真客氣。In tsi̍t-ke-hué-á tuì lâng lóng tsin khè-khì. (他們一家子對人都很客氣。)　","","",""
"28","it-poaⁿ","","it-poann","","it-puann","","it-puann","","一般","","","一般","【形】普遍性的、平常的。例：一般人攏真愛面子。It-poaⁿ lâng lóng chin ài bīn-chú. (一般人都很愛面子。)　","【形】普遍性的、平常的。例：一般人攏真愛面子。It-puann lâng lóng tsin ài bīn-tsú. (一般人都很愛面子。)　","","",""
"31","it-lia̍p-it","","it-liap8-it","","it-lia̍p-it","","it-liap8-it","","一粒一","","","一流","1.【形】最好的、第一流的。例：這擺欲替伊開刀的醫生攏是一粒一的。Chit pái beh thè i khui-to ê i-seng lóng sī it-lia̍p-it--ê. (這次為她開刀的醫生都是最好的。)　2.【形】最投契的。例：阿英佮我是一粒一的好朋友。A-eng kah góa sī it-lia̍p-it--ê hó-pêng-iú. (阿英和我是最要好的朋友。)　","1.【形】最好的、第一流的。例：這擺欲替伊開刀的醫生攏是一粒一的。Tsit pái beh thè i khui-to ê i-sing lóng sī it-lia̍p-it--ê. (這次為她開刀的醫生都是最好的。)　2.【形】最投契的。例：阿英佮我是一粒一的好朋友。A-ing kah guá sī it-lia̍p-it--ê hó-pîng-iú. (阿英和我是最要好的朋友。)　","","",""
"33","chi̍t-khùn-á","","chit8-khun3-a2","","tsi̍t-khùn-á","","tsit8-khun3-a2","","一睏仔","","","一下子、一口氣、一眨眼、一陣子、一會兒、一瞬間","1.【副】一陣子、一會兒。例：伊跤手真緊，穡頭一睏仔就做了矣。I kha-chhiú chin kín, sit-thâu chi̍t-khùn-á tō chò liáu--ah. (他的動作真快，工作一下子就做完了。)　[近]一目𥍉仔、一下仔、一時仔2.【副】一口氣。例：遮的物件伊做一睏仔共伊食了。Chia ê mi̍h-kiāⁿ i chò chi̍t-khùn-á kā i chia̍h-liáu. (這裡的東西他一口氣把它吃完。)　","1.【副】一陣子、一會兒。例：伊跤手真緊，穡頭一睏仔就做了矣。I kha-tshiú tsin kín, sit-thâu tsi̍t-khùn-á tō tsò liáu--ah. (他的動作真快，工作一下子就做完了。)　[近]一目𥍉仔、一下仔、一時仔2.【副】一口氣。例：遮的物件伊做一睏仔共伊食了。Tsia ê mi̍h-kiānn i tsò tsi̍t-khùn-á kā i tsia̍h-liáu. (這裡的東西他一口氣把它吃完。)　","","",""
"34","it-khài","it-kài(又唸作)","it-khai3","it-kai3(又唸作)","it-khài","it-kài(又唸作)","it-khai3","it-kai3(又唸作)","一概","","","一律、一致、一概、完全","【副】一律、完全。例：眾人的意見伊一概反對。Chèng-lâng ê ì-kiàn i it-khài hoán-tùi. (眾人的意見他一概反對。)　","【副】一律、完全。例：眾人的意見伊一概反對。Tsìng-lâng ê ì-kiàn i it-khài huán-tuì. (眾人的意見他一概反對。)　","","一律、一致、一切",""
"35","chi̍t-lō͘","","chit8-loo7","","tsi̍t-lōo","","tsit8-loo7","","一路","","","一路、沿途、路上","【名】沿途、路上。 例：祝恁一路平安。Chiok lín chi̍t-lō͘ pêng-an. (祝福你們一路平安。)　","【名】沿途、路上。 例：祝恁一路平安。Tsiok lín tsi̍t-lōo pîng-an. (祝福你們一路平安。)　","","",""
"36","--chi̍t-kóa","","--chit8-koa2","","--tsi̍t-kuá","","--tsit8-kua2","","一寡","","","一些、一點兒、一點點、少許","【副】一些、少許，也可以單說「寡」(--kóa)。例：加減食一寡。Ke-kiám chia̍h--chi̍t-kóa. (多少吃一點。)　","【副】一些、少許，也可以單說「寡」(--kuá)。例：加減食一寡。Ke-kiám tsia̍h--tsi̍t-kuá. (多少吃一點。)　","","一點仔、一絲仔","足濟"
"37","chi̍t-kóa-á","","chit8-koa2-a2","","tsi̍t-kuá-á","","tsit8-kua2-a2","","一寡仔","","","一些些、一點兒、一點點","【副】一點點、一些些。例：猶有一寡仔物件無整理。Iáu ū chi̍t-kóa-á mi̍h-kiāⁿ bô chéng-lí. (還有一些東西沒整理。)　","【副】一點點、一些些。例：猶有一寡仔物件無整理。Iáu ū tsi̍t-kuá-á mi̍h-kiānn bô tsíng-lí. (還有一些東西沒整理。)　","","一屑仔、一點仔、淡薄仔、一疕仔",""
"38","chi̍t tùi-sî","","chit8 tui3-si5","","tsi̍t tuì-sî","","tsit8 tui3-si5","","一對時","","","一晝夜、二十四小時","【時】一晝夜、二十四小時。例：藥仔食落去，到今一對時矣。Io̍h-á chia̍h--lo̍h, kàu-taⁿ chi̍t tùi-sî--ah. (藥吃下，到現在二十四小時了。)　","【時】一晝夜、二十四小時。例：藥仔食落去，到今一對時矣。Io̍h-á tsia̍h--lo̍h, kàu-tann tsi̍t tuì-sî--ah. (藥吃下，到現在二十四小時了。)　","","",""
"39","chi̍t-tiap-á-kú","","chit8-tiap-a2-ku2","","tsi̍t-tiap-á-kú","","tsit8-tiap-a2-ku2","","一霎仔久","","","一下子、一眨眼、一瞬間","【副】一瞬間、一下子。形容很短的時間。例：伊來一霎仔久就轉去矣。I lâi chi̍t-tiap-á-kú tō tńg--khì--ah. (他來一下子就回去了。)　","【副】一瞬間、一下子。形容很短的時間。例：伊來一霎仔久就轉去矣。I lâi tsi̍t-tiap-á-kú tō tńg--khì--ah. (他來一下子就回去了。)　","","一目𥍉仔、一下仔、一目𥍉",""
"41","chi̍t-tiám-á","","chit8-tiam2-a2","","tsi̍t-tiám-á","","tsit8-tiam2-a2","","一點仔","","","一些、一點兒、一點點、少許","【形】一點兒、一 點點。形容數量極少。例：你才食一點仔物件哪會飽？Lí chiah chia̍h chi̍t-tiám-á mi̍h-kiāⁿ ná ē pá? (你才吃一點點東西怎麼會飽？)　","【形】一點兒、一 點點。形容數量極少。例：你才食一點仔物件哪會飽？Lí tsiah tsia̍h tsi̍t-tiám-á mi̍h-kiānn ná ē pá? (你才吃一點點東西怎麼會飽？)　","","一屑仔、一寡、一疕仔、一絲仔",""
"42","chi̍t-ha̍k-sái","","chit8-hak8-sai2","","tsi̍t-ha̍k-sái","","tsit8-hak8-sai2","","一礐屎","","","一坨屎、一糞坑、大便、無用","1.【名】一糞坑的大便。2.【形】形容一群無用的人或東西。","1.【名】一糞坑的大便。2.【形】形容一群無用的人或東西。","","一垺屎",""
"43","chi̍t-tak-kú-á","chi̍t-táu-kú-á(又唸作)","chit8-tak-ku2-a2","chit8-tau2-ku2-a2(又唸作)","tsi̍t-tak-kú-á","tsi̍t-táu-kú-á(又唸作)","tsit8-tak-ku2-a2","tsit8-tau2-ku2-a2(又唸作)","一觸久仔","","","一下子、一會兒","【時】一會兒、一下子。","【時】一會兒、一下子。","","",""
"45","it","","it","","it","","it","","乙","","","乙","1.【名】天干的第二位。例：甲乙丙丁　kah it piáⁿ teng。2.【形】次序或等級屬於第二的。例：乙等　it téng。","1.【名】天干的第二位。例：甲乙丙丁　kah it piánn ting。2.【形】次序或等級屬於第二的。例：乙等　it tíng。","","",""
"46","teng","","teng","","ting","","ting","","丁","","","丁、男子","1.【名】天干的第四位，也指排序或等級為第四。例：甲乙丙丁　kah it piáⁿ teng。2.【名】男子。例：出丁　chhut-teng(生男孩子)。3.【名】姓氏。","1.【名】天干的第四位，也指排序或等級為第四。例：甲乙丙丁　kah it piánn ting。2.【名】男子。例：出丁　tshut-ting(生男孩子)。3.【名】姓氏。","","",""
"47","chhit","","chhit","","tshit","","tshit","","七","","","七","1.【數】數字。例：七个人　chhit ê lâng(七個人)。2.【形】常和八連用成為詞組，用來表示強調或重複的意思。例：七老八老　chhit-lāu-peh-lāu(強調很老)、七除八扣　chhit-tû-peh-khàu(計算時一再折扣，自總數中盡量減除。)。3.【名】傳統喪禮儀式中每七天為一旬。一、三、五、七旬為大旬，必須請道士做法會，稱作「做七」(chò-chhit)或是「做旬」(chò-sûn)，到七旬結束才算功德圓滿。","1.【數】數字。例：七个人　tshit ê lâng(七個人)。2.【形】常和八連用成為詞組，用來表示強調或重複的意思。例：七老八老　tshit-lāu-peh-lāu(強調很老)、七除八扣　tshit-tû-peh-khàu(計算時一再折扣，自總數中盡量減除。)。3.【名】傳統喪禮儀式中每七天為一旬。一、三、五、七旬為大旬，必須請道士做法會，稱作「做七」(tsò-tshit)或是「做旬」(tsò-sûn)，到七旬結束才算功德圓滿。","","",""
"48","káu(白)","kiú(文)","kau2(白)","kiu2(文)","káu(白)","kiú(文)","kau2(白)","kiu2(文)","九","","","九","1.【數】數字。2.【形】形容多數。例：十喙九尻川。Cha̍p chhùi káu kha-chhng. (形容人多嘴雜。)　","1.【數】數字。2.【形】形容多數。例：十喙九尻川。Tsa̍p tshuì káu kha-tshng. (形容人多嘴雜。)　","","",""
"49","kiú(文)","káu(白)","kiu2(文)","kau2(白)","kiú(文)","káu(白)","kiu2(文)","kau2(白)","九","","","九","釋義參見【九】káu 條。例：三教九流　sam-kàu kiú-liû。","釋義參見【九】káu 條。例：三教九流　sam-kàu kiú-liû。","","",""
"50","liáu","","liau2","","liáu","","liau2","","了","","","白費、光光、好、完、明白、畢、損失、窮盡、賠錢","1.【動】表示動作結束、完畢。或是表示動作的時間狀況。例：飯食了才食果子。Pn̄g chia̍h-liáu chiah chia̍h kóe-chí. (飯吃完再吃水果。)　[近]了了、好、完2.【動】明白。例：了解　liáu-kái。3.【動】白費。例：了力　liáu la̍t(白費力氣)、了工　liáu-kang(白費功夫)。4.【動】賠錢、損失。例：了錢生理無人做。Liáu-chîⁿ seng-lí bô lâng chò. (賠錢生意沒人做。)　5.【助】用於動詞及補語間，表示動作得到補語的結果。例：講了真清楚。Kóng liáu chin chheng-chhó. (說得很清楚。)；洗了無清氣。Sé liáu bô chheng-khì. (洗得不乾淨。)　","1.【動】表示動作結束、完畢。或是表示動作的時間狀況。例：飯食了才食果子。Pn̄g tsia̍h-liáu tsiah tsia̍h kué-tsí. (飯吃完再吃水果。)　[近]了了、好、完2.【動】明白。例：了解　liáu-kái。3.【動】白費。例：了力　liáu la̍t(白費力氣)、了工　liáu-kang(白費功夫)。4.【動】賠錢、損失。例：了錢生理無人做。Liáu-tsînn sing-lí bô lâng tsò. (賠錢生意沒人做。)　5.【助】用於動詞及補語間，表示動作得到補語的結果。例：講了真清楚。Kóng liáu tsin tshing-tshó. (說得很清楚。)；洗了無清氣。Sé liáu bô tshing-khì. (洗得不乾淨。)　","","",""
"51","jī/lī","","ji7/li7","","jī/lī","","ji7/li7","","二","","","二","【數】數字。 例：第二　tē-jī。","【數】數字。 例：第二　tē-jī。","【台北】二　lī, 兩　nn̄g。【三峽】二　jī, 兩　nn̄g。【新竹】二　lī。【台中】二　jī; gī。【鹿港】二　lī, 兩　nňg。【台南】二　jī, 兩　nn̄g。【高雄】二　jī, 兩　nn̄g。【宜蘭】二　jī, 兩　nn̄g。【馬公】二　jī。","",""
"52","jîn/lîn","lâng(替)","jin5/lin5","lang5(替)","jîn/lîn","lâng(替)","jin5/lin5","lang5(替)","人","","","人","1.【名】具有高度智慧和靈性，能使用語言進行思維溝通，且能製造並使用工具的高等動物。例：人類　jîn-lūi。2.【形】與人有關的。例：人情　jîn-chêng、人事　jîn-sū。3.【名】具有某種身份或特徵的人。例：聖人　sèng-jîn、軍人　kun-jîn。","1.【名】具有高度智慧和靈性，能使用語言進行思維溝通，且能製造並使用工具的高等動物。例：人類　jîn-luī。2.【形】與人有關的。例：人情　jîn-tsîng、人事　jîn-sū。3.【名】具有某種身份或特徵的人。例：聖人　sìng-jîn、軍人　kun-jîn。","","",""
"53","lâng(替)","jîn/lîn","lang5(替)","jin5/lin5","lâng(替)","jîn/lîn","lang5(替)","jin5/lin5","人","儂","","人","1.【名】具有高度智慧和靈性，能使用語言進行思維溝通，且能製造並使用工具的高等動物。例：做牛著拖，做人著磨。Chò gû tio̍h thoa, chò-lâng tio̍h bôa. (做牛得要拖犁耕田，做人得受生活的折磨。)　2.【名】人家、別人。例：莫共人講！Mài kā lâng kóng! (不要跟別人說！)；予人看無　hō͘ lâng khòaⁿ-bô(讓別人瞧不起)。3.【名】具有某種身份或特徵的人。例：好人　hó lâng、讀冊人　tha̍k-chheh-lâng(讀書人)、中人　tiong-lâng(仲介者)。4.【代】借稱自己。例：人毋管啦！Lâng m̄-koán--lah! (我不管啦！)　5.【名】與人有關的事，如人的品格、個性、身體狀況等。例：伊人真好。I lâng chin hó. (他待人很好。)；人無爽快　lâng bô sóng-khoài(身體不舒服)。","1.【名】具有高度智慧和靈性，能使用語言進行思維溝通，且能製造並使用工具的高等動物。例：做牛著拖，做人著磨。Tsò gû tio̍h thua, tsò-lâng tio̍h buâ. (做牛得要拖犁耕田，做人得受生活的折磨。)　2.【名】人家、別人。例：莫共人講！Mài kā lâng kóng! (不要跟別人說！)；予人看無　hōo lâng khuànn-bô(讓別人瞧不起)。3.【名】具有某種身份或特徵的人。例：好人　hó lâng、讀冊人　tha̍k-tsheh-lâng(讀書人)、中人　tiong-lâng(仲介者)。4.【代】借稱自己。例：人毋管啦！Lâng m̄-kuán--lah! (我不管啦！)　5.【名】與人有關的事，如人的品格、個性、身體狀況等。例：伊人真好。I lâng tsin hó. (他待人很好。)；人無爽快　lâng bô sóng-khuài(身體不舒服)。","","",""
"54","ji̍p/li̍p","","jip8/lip8","","ji̍p/li̍p","","jip8/lip8","","入","","","入、進","1.【動】進。從外面進到裡面。例：入去　ji̍p--khì(進去)、入來　ji̍p--lâi(進來)。[反]退2.【動】裝進。例：入被　ji̍p phōe(把被子裝進被套裡)。3.【動】收進帳款。例：收入　siu-ji̍p、入數　ji̍p siàu(入帳)。","1.【動】進。從外面進到裡面。例：入去　ji̍p--khì(進去)、入來　ji̍p--lâi(進來)。[反]退2.【動】裝進。例：入被　ji̍p phuē(把被子裝進被套裡)。3.【動】收進帳款。例：收入　siu-ji̍p、入數　ji̍p siàu(入帳)。","","","出"
"55","pat(文)","peh(白)/poeh(白)","pat(文)","peh(白)/poeh(白)","pat(文)","peh(白)/pueh(白)","pat(文)","peh(白)/pueh(白)","八","","","八","【數】數字。例：三八婦女節　sam pat hū-lí cheh(三八婦女節)。","【數】數字。例：三八婦女節　sam pat hū-lí tseh(三八婦女節)。","","",""
"56","peh(白)/poeh(白)","pat(文)","peh(白)/poeh(白)","pat(文)","peh(白)/pueh(白)","pat(文)","peh(白)/pueh(白)","pat(文)","八","","","八","【數】數字。例：八个人　peh ê lâng(八個人)。","【數】數字。例：八个人　peh ê lâng(八個人)。","【台北】pueh。【三峽】pueh。【新竹】pueh。【台中】peh。【鹿港】pueh。【台南】peh。【高雄】peh。【宜蘭】peh。【馬公】pueh。","",""
"57","to","","to","","to","","to","","刀","","","刀、小刀","1.【名】供切、削、剪、刻、割、斬等用途的工具。例：鉸刀　ka-to(剪刀)。[近]刀仔2.【量】計算切割次數的單位。例：伊昨暝去予人刣幾若刀。I cha-mê khì hō͘ lâng thâi kúi-nā to. (他昨晚被人砍了好幾刀。)　3.【量】計算紙張的單位；通常一百張為一刀。例：伊欲買一刀紙。I beh bé chi̍t to chóa. (他想買一刀紙。)　","1.【名】供切、削、剪、刻、割、斬等用途的工具。例：鉸刀　ka-to(剪刀)。[近]刀仔2.【量】計算切割次數的單位。例：伊昨暝去予人刣幾若刀。I tsa-mê khì hōo lâng thâi kuí-nā to. (他昨晚被人砍了好幾刀。)　3.【量】計算紙張的單位；通常一百張為一刀。例：伊欲買一刀紙。I beh bé tsi̍t to tsuá. (他想買一刀紙。)　","【台北】to。【三峽】to。【新竹】to。【台中】to。【鹿港】to。【台南】tor。【高雄】tor。【宜蘭】to。【馬公】to。","刀仔",""
"58","tiau","thiau(替)","tiau","thiau(替)","tiau","thiau(替)","tiau","thiau(替)","刁","","","刁難、故意、為難、愚弄","1.【動】刁難、為難。例：頭家真𠢕共人刁。In thâu-ke chin gâu kā lâng tiau. (他們的老闆很會為難人。)　[近]刁古董、刁難2.【動】故意。例：刁故意　tiau-kò͘-ì(故意)、刁工　tiau-kang(故意)。","1.【動】刁難、為難。例：頭家真𠢕共人刁。In thâu-ke tsin gâu kā lâng tiau. (他們的老闆很會為難人。)　[近]刁古董、刁難2.【動】故意。例：刁故意　tiau-kòo-ì(故意)、刁工　tiau-kang(故意)。","","",""
"59","la̍t(白)","le̍k(文)/lí(替)","lat8(白)","lek8(文)/li2(替)","la̍t(白)","li̍k(文)/lí(替)","lat8(白)","lik8(文)/li2(替)","力","","","力、力氣、力量","【名】力量、氣力。例：無力　bô la̍t(沒有力氣)、氣力　khùi-la̍t(力氣)。","【名】力量、氣力。例：無力　bô la̍t(沒有力氣)、氣力　khuì-la̍t(力氣)。","","氣力",""
"60","le̍k(文)","la̍t(白)/lí(替)","lek8(文)","lat8(白)/li2(替)","li̍k(文)","la̍t(白)/lí(替)","lik8(文)","lat8(白)/li2(替)","力","","","力、力量、作用","1.【名】力量、氣力。例：力量　le̍k-liōng。2.【名】泛指一切事物所具有的效能或作用。例：財力　châi-le̍k、兵力　peng-le̍k。","1.【名】力量、氣力。例：力量　li̍k-liōng。2.【名】泛指一切事物所具有的效能或作用。例：財力　tsâi-li̍k、兵力　ping-li̍k。","","",""
"61","cha̍p(白)","si̍p(文)","chap8(白)","sip8(文)","tsa̍p(白)","si̍p(文)","tsap8(白)","sip8(文)","十","","","十","1.【數】數目。例：十个人　cha̍p ê lâng(十個人)。2.【形】比喻很多、完全。例：十喙九尻川　cha̍p-chhùi káu kha-chhng(人多嘴雜)。","1.【數】數目。例：十个人　tsa̍p ê lâng(十個人)。2.【形】比喻很多、完全。例：十喙九尻川　tsa̍p-tshuì káu kha-tshng(人多嘴雜)。","","",""
