"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HoaBun","EngBun","PageNumber"
"22728","kam-á-chiap","kam-a2-chiap","kam-á-tsiap","kam-a2-tsiap","橘子汁","orange juice",""
"22729","kam-á-thn̂g","kam-a2-thng5","kam-á-thn̂g","kam-a2-thng5","糖果，柑糖","sweets, candy, orange candy (in the shape and color of orange segments)",""
"22730","kám-á tiàm (cha̍p-hòe-á-tiàm)","kam2-a2 tiam3 (chap8-hoe3-a2-tiam3)","kám-á tiàm (tsa̍p-huè-á-tiàm)","kam2-a2 tiam3 (tsap8-hue3-a2-tiam3)","雜貨店","general grocery store",""
"22731","kàm-ah","kam3-ah","kàm-ah","kam3-ah","監押","keep (a person) in custody",""
"22732","kam-bí","kam-bi2","kam-bí","kam-bi2","甘美","delicious, tasty, palatable",""
"22733","kam-bī","kam-bi7","kam-bī","kam-bi7","甘味","sweetness",""
"22734","kàm-bo̍k","kam3-bok8","kàm-bo̍k","kam3-bok8","監牧","Prefect Apostolic (Catholic)",""
"22735","kàm-cha","kam3-cha","kàm-tsa","kam3-tsa","監查","inspection, (to) audit",""
"22736","kàm-chè","kam3-che3","kàm-tsè","kam3-tse3","監製","direct or supervise the manufacture of",""
"22737","kám-chêng","kam2-cheng5","kám-tsîng","kam2-tsing5","感情","feelings, emotion, passion, sentiment, devotion (between friends, relatives)",""
"22738","phah-pháiⁿ lâng ê kám-chêng","phah-phainn2 lang5 e5 kam2-cheng5","phah-pháinn lâng ê kám-tsîng","phah-phainn2 lang5 e5 kam2-tsing5","破壞人的感情","hurt other's feelings, offend",""
"22739","chi̍t sî kám-chêng chhiong-tōng","chit8 si5 kam2-cheng5 chhiong-tong7","tsi̍t sî kám-tsîng tshiong-tōng","tsit8 si5 kam2-tsing5 tshiong-tong7","一時感情衝動","on the spur of the moment",""
"22740","kám-chêng chhiong-tu̍t","kam2-cheng5 chhiong-tut8","kám-tsîng tshiong-tu̍t","kam2-tsing5 tshiong-tut8","感情衝突","collision of feelings",""
"22741","kám-chêng iōng-sū","kam2-cheng5 iong7-su7","kám-tsîng iōng-sū","kam2-tsing5 iong7-su7","感情用事","appeal to emotion, give free rein to emotion",""
"22742","kám-chêng phò-lia̍t","kam2-cheng5 pho3-liat8","kám-tsîng phò-lia̍t","kam2-tsing5 pho3-liat8","感情破裂","fall out (said of friends, married couple)",""
"22743","kám-chhái (kiám-chhái)","kam2-chhai2 (kiam2-chhai2)","kám-tshái (kiám-tshái)","kam2-tshai2 (kiam2-tshai2)","可能","possibly",""
"22744","kàm-chhat","kam3-chhat","kàm-tshat","kam3-tshat","監察","an inspection, superintend, look over",""
"22745","kàm-chhat-chè","kam3-chhat-che3","kàm-tshat-tsè","kam3-tshat-tse3","監察制","supervisory system",""
"22746","Kàm-chhat-īⁿ","Kam3-chhat-inn7","Kàm-tshat-īnn","Kam3-tshat-inn7","監察院","Control Yuan (one of the Five Organs of Chinese Government)",""
"22747","kàm-chhat-jîn","kam3-chhat-jin5","kàm-tshat-jîn","kam3-tshat-jin5","監察人","auditor (in a corporation)",""
"22748","kàm-chhat-koân","kam3-chhat-koan5","kàm-tshat-kuân","kam3-tshat-kuan5","監察權","power of control (one of the five powers of the government specified in the constitution of the Republic of China)",""
"22749","kàm-chhat-oân","kam3-chhat-oan5","kàm-tshat-uân","kam3-tshat-uan5","監察員","inspector",""
"22750","kàm-chhat-sú","kam3-chhat-su2","kàm-tshat-sú","kam3-tshat-su2","監察使","controlling inspector (appointed to help execute the power of control in the early years of the Republic of China)",""
"22751","kàm-chhat úi-oân","kam3-chhat ui2-oan5","kàm-tshat uí-uân","kam3-tshat ui2-uan5","監察委員","member of the Control Yuan",""
"22752","kàm-chhì","kam3-chhi3","kàm-tshì","kam3-tshi3","監試","proctor an examination",""
"22753","kám-chhiok","kam2-chhiok","kám-tshiok","kam2-tshiok","感觸","effect on the mind, feeling, mental reaction",""
"22754","kam-chhó","kam-chho2","kam-tshó","kam-tsho2","甘草","licorice",""
"22755","kam-chià","kam-chia3","kam-tsià","kam-tsia3","甘蔗","sugarcane",""
"22756","kam-chià-chiap","kam-chia3-chiap","kam-tsià-tsiap","kam-tsia3-tsiap","甘蔗汁","sugarcane juice",""
"22757","kam-chià-hn̂g","kam-chia3-hng5","kam-tsià-hn̂g","kam-tsia3-hng5","甘蔗園","sugarcane field",""
"22758","kam-chià-pang","kam-chia3-pang","kam-tsià-pang","kam-tsia3-pang","甘蔗板","bagasse board, a board made from the refuse of crushed sugar cane fibers",""
"22759","kam-chià-phoh","kam-chia3-phoh","kam-tsià-phoh","kam-tsia3-phoh","甘蔗渣","remains of pressed sugarcane, pulp, fibers",""
"22760","Kam-chia̍h kam-pun, ū thang chia̍h ū thang chhun, thau-ni thau-liàm, chi̍t-sì lâng khoeh-khiàm.","Kam-chiah8 kam-pun, u7 thang chiah8 u7 thang chhun, thau-ni thau-liam3, chit8-si3 lang5 khoeh-khiam3.","Kam-tsia̍h kam-pun, ū thang tsia̍h ū thang tshun, thau-ni thau-liàm, tsi̍t-sì lâng khueh-khiàm.","Kam-tsiah8 kam-pun, u7 thang tsiah8 u7 thang tshun, thau-ni thau-liam3, tsit8-si3 lang5 khueh-khiam3.","捨得吃，捨得施，有得吃還有剩。小氣不大方，反而一生缺用。","If you are willing to share your food with others, you will have enough to eat and still have some left over, steal, and you will be in want your whole life.",""
"22761","kam-chôaⁿ","kam-choann5","kam-tsuânn","kam-tsuann5","甘泉","fresh spring",""
"22762","kám-chok kám-ûi","kam2-chok kam2-ui5","kám-tsok kám-uî","kam2-tsok kam2-ui5","敢作敢為","have the courage to do what one believes should be done",""
"22763","kâm-chúi","kam5-chui2","kâm-tsuí","kam5-tsui2","含水","hold water in the mouth, swollen with moisture (as wood), be moist (as a towel or un-dried grain)",""
"22764","kám-èng","kam2-eng3","kám-ìng","kam2-ing3","感應","feel and respond, induction (in physics)",""
"22765","kám-èng-khì","kam2-eng3-khi3","kám-ìng-khì","kam2-ing3-khi3","感應器","induction apparatus",""
"22766","kám-èng-khoân","kam2-eng3-khoan5","kám-ìng-khuân","kam2-ing3-khuan5","感應圈","induction coil",""
"22767","kám-èng-tiān","kam2-eng3-tian7","kám-ìng-tiān","kam2-ing3-tian7","感應電","induced electricity",""
"22768","kàm-ga̍k (kaⁿ-ga̍k)","kam3-gak8 (kann-gak8)","kàm-ga̍k (kann-ga̍k)","kam3-gak8 (kann-gak8)","監獄","prison, jail",""
"22769","kàm-ga̍k bo̍k-lêng","kam3-gak8 bok8-leng5","kàm-ga̍k bo̍k-lîng","kam3-gak8 bok8-ling5","監獄牧靈","prison pastoral work (Catholic)",""
"22770","kam-goān","kam-goan7","kam-guān","kam-guan7","甘願","willing(ly), contentedly",""
"22771","kam-goān siū-khó͘","kam-goan7 siu7-khoo2","kam-guān siū-khóo","kam-guan7 siu7-khoo2","甘願受苦","submit oneself to hardships",""
"22772","Kam-goān chò gû, m̄-kiaⁿ bô lê thang thoa.","Kam-goan7 cho3 gu5, m7-kiann bo5 le5 thang thoa.","Kam-guān tsò gû, m̄-kiann bô lê thang thua.","Kam-guan7 tso3 gu5, m7-kiann bo5 le5 thang thua.","寧願當牛，不怕無犛可拉，情願吃苦，不怕沒工作。","If you are willing to endure hardships, you can easily get a job. (Lit. If you are willing to become an ox, you don't have to worry that there will be no opportunity to plough the field.)",""
"22773","kàm-hō͘","kam3-hoo7","kàm-hōo","kam3-hoo7","監護","ward ship, act as a guardian",""
"22774","kàm-hō͘-jîn","kam3-hoo7-jin5","kàm-hōo-jîn","kam3-hoo7-jin5","監護人","tutor, guardian",""
"22775","kám-hòa","kam2-hoa3","kám-huà","kam2-hua3","感化","reform (a person), influence (a person) by personal examples of moral uprightness",""
"22776","kā lâng kám-hòa (kám-hòa lâng)","ka7 lang5 kam2-hoa3 (kam2-hoa3 lang5)","kā lâng kám-huà (kám-huà lâng)","ka7 lang5 kam2-hua3 (kam2-hua3 lang5)","感化人","have a good influence upon a person",""
"22777","iông-ī siū kám-hòa","iong5-i7 siu7 kam2-hoa3","iông-ī siū kám-huà","iong5-i7 siu7 kam2-hua3","容易受感化","easily influenced (by), suggestible, susceptible",""
"22778","kám-hòa chōe-jîn","kam2-hoa3 choe7-jin5","kám-huà tsuē-jîn","kam2-hua3 tsue7-jin5","感化罪人","convert sinners",""
"22779","kám-hòa-īⁿ","kam2-hoa3-inn7","kám-huà-īnn","kam2-hua3-inn7","感化院","reformatory",""
"22780","kám-hòa jîn-sim","kam2-hoa3 jin5-sim","kám-huà jîn-sim","kam2-hua3 jin5-sim","感化人心","move the hearts of men",""
"22781","kám-hòa kàu-io̍k","kam2-hoa3 kau3-iok8","kám-huà kàu-io̍k","kam2-hua3 kau3-iok8","感化教育","reformatory instruction or training",""
"22782","kám-hòa-le̍k","kam2-hoa3-lek8","kám-huà-li̍k","kam2-hua3-lik8","感化力","influence",""
"22783","kám-hòa sū-gia̍p","kam2-hoa3 su7-giap8","kám-huà sū-gia̍p","kam2-hua3 su7-giap8","感化事業","reformatory work",""
"22784","kâm-hoeh phu̍h-thiⁿ (kâm-hoeh bū-thiⁿ)","kam5-hoeh phuh8-thinn (kam5-hoeh bu7-thinn)","kâm-hueh phu̍h-thinn (kâm-hueh bū-thinn)","kam5-hueh phuh8-thinn (kam5-hueh bu7-thinn)","含血噴天，含血噴人","make false accusations against others (Lit. spit blood at Heaven)",""
"22785","kàm-hu̍t","kam3-hut8","kàm-hu̍t","kam3-hut8","鑑核","examine (a case) and make decision",""
"22786","kàm-ìn","kam3-in3","kàm-ìn","kam3-in3","監印","official in charge of the official seal",""
"22787","kám-in (kám-un)","kam2-in (kam2-un)","kám-in (kám-un)","kam2-in (kam2-un)","感恩","grateful for favor",""
"22788","Lí nā khéng án-ni, góa chiū kám-in put-chīn a.","Li2 na7 kheng2 an2-ni, goa2 chiu7 kam2-in put-chin7 a.","Lí nā khíng án-ni, guá tsiū kám-in put-tsīn a.","Li2 na7 khing2 an2-ni, gua2 tsiu7 kam2-in put-tsin7 a.","你要是肯這樣，我就感恩不盡了。","I shall be deeply grateful to you, if you are willing to do so.",""
"22789","Kám-in-chiat","Kam2-in-chiat","Kám-in-tsiat","Kam2-in-tsiat","感恩節","Thanksgiving Day",""
"22790","Kám-in-keng","Kam2-in-keng","Kám-in-king","Kam2-in-king","感恩經","Eucharistic Prayer of the Mass (Catholic)",""
"22791","kám-in tô͘-pò","kam2-in too5-po3","kám-in tôo-pò","kam2-in too5-po3","感恩圖報","grateful for kindness and seeking a way to recompense it",""
"22792","kam-iû","kam-iu5","kam-iû","kam-iu5","甘油","glycerin. The Taiwanese very often use the foreign word and pronounce it ""gulinselin""",""
"22793","kám-jiám","kam2-jiam2","kám-jiám","kam2-jiam2","感染","be infected with, to catch, contract (disease), infection",""
"22794","kàm-kài","kam3-kai3","kàm-kài","kam3-kai3","鑑定地界","appraise boundary of piece of land",""
"22795","kám-kak","kam2-kak","kám-kak","kam2-kak","感覺，感到，覺得","sense, sensibility, feeling, to feel",""
"22796","tò-chhiú bô kám-kak","to3-chhiu2 bo5 kam2-kak","tò-tshiú bô kám-kak","to3-tshiu2 bo5 kam2-kak","左手沒有感覺","left hand has no feeling",""
"22797","Góa ē-tàng lâi chham-ka chit ê hōe, kám-kak chin êng-hēng (kong-êng).","Goa2 e7-tang3 lai5 chham-ka chit e5 hoe7, kam2-kak chin eng5-heng7 (kong-eng5).","Guá ē-tàng lâi tsham-ka tsit ê huē, kám-kak tsin îng-hīng (kong-îng).","Gua2 e7-tang3 lai5 tsham-ka tsit e5 hue7, kam2-kak tsin ing5-hing7 (kong-ing5).","我能來參加這個會，感到很榮幸（光榮）。","I feel honored to attend this meeting.",""
"22798","Góa chái-khí kám-kak bô sím-mih sóng-khoài.","Goa2 chai2-khi2 kam2-kak bo5 sim2-mih song2-khoai3.","Guá tsái-khí kám-kak bô sím-mih sóng-khuài.","Gua2 tsai2-khi2 kam2-kak bo5 sim2-mih song2-khuai3.","早上 我覺得不太舒服。","I feel ill this morning.",""
"22799","Lí kám-kak àn-chóaⁿ?","Li2 kam2-kak an3-choann2?","Lí kám-kak àn-tsuánn?","Li2 kam2-kak an3-tsuann2?","你覺得怎樣？","How do you feel? What is your impression of it? (after showing something)",""
"22800","kám-kak khì-koan","kam2-kak khi3-koan","kám-kak khì-kuan","kam2-kak khi3-kuan","感覺器官","sense organs",""
"22801","kám-kak-lūn","kam2-kak-lun7","kám-kak-lūn","kam2-kak-lun7","感覺論","sensationalism (philosophy)",""
"22802","kám-kak sîn-keng","kam2-kak sin5-keng","kám-kak sîn-king","kam2-kak sin5-king","感覺神經","sensory nerves",""
"22803","kàm-kang","kam3-kang","kàm-kang","kam3-kang","監工","overseer, foreman, supervise construction work",""
"22804","kàm-kau","kam3-kau","kàm-kau","kam3-kau","監交","supervise or witness the handover (of duties or public properties between officials)",""
"22805","kám-kek","kam2-kek","kám-kik","kam2-kik","感激","feel grateful, be moved, touched, affected",""
"22806","Góa chin kám-kek.","Goa2 chin kam2-kek.","Guá tsin kám-kik.","Gua2 tsin kam2-kik.","我很感激。","I was deeply touched.",""
"22807","Hō͘ lâng kám-kek","Hoo7 lang5 kam2-kek","Hōo lâng kám-kik","Hoo7 lang5 kam2-kik","使人感激","give a deep impression to a person",""
"22808","kám-kek kah lâu ba̍k-sái","kam2-kek kah lau5 bak8-sai2","kám-kik kah lâu ba̍k-sái","kam2-kik kah lau5 bak8-sai2","感激得流淚","so moved that the tears fall",""
"22809","kám-khài","kam2-khai3","kám-khài","kam2-khai3","感慨","deep emotion, painful recollections, lament, emotional excitement",""
"22810","kám-khài bû-liōng","kam2-khai3 bu5-liong7","kám-khài bû-liōng","kam2-khai3 bu5-liong7","感慨無量","one's heart is filled with deep emotion",""
"22811","kàm-khó","kam3-kho2","kàm-khó","kam3-kho2","監考","proctor an examination",""
"22812","kàm-khó-oân","kam3-kho2-oan5","kàm-khó-uân","kam3-kho2-uan5","監考員","proctor (for an examination)",""
"22813","kam-khó͘ pī-siông","kam-khoo2 pi7-siong5","kam-khóo pī-siông","kam-khoo2 pi7-siong5","甘苦備嘗","have tasted both sweetness and bitterness ─ have known both happiness and suffering",""
"22814","kàm-kìm","kam3-kim3","kàm-kìm","kam3-kim3","監禁","confinement, imprisonment, imprison, confine, detain",""
"22815","kám-koan","kam2-koan","kám-kuan","kam2-kuan","感官","senses",""
"22816","kam-koe khó͘-tì","kam-koe khoo2-ti3","kam-kue khóo-tì","kam-kue khoo2-ti3","甘瓜苦蒂，良藥苦口","Nothing is perfect. Good advice is never pleasant it hear. (Lit. sweet melon with a bitter stem, good medicine is bitter ─ a flaw in a precious stone, a fly in the ointment.)",""
"22817","kám-kong","kam2-kong","kám-kong","kam2-kong","感光","affected by light (as photo-film), be exposed to light, sensitization",""
"22818","kám-kong-che","kam2-kong-che","kám-kong-tse","kam2-kong-tse","感光劑","sensitized",""
"22819","kám-kong-chóa","kam2-kong-choa2","kám-kong-tsuá","kam2-kong-tsua2","感光紙","sensitive paper",""
"22820","kām-kuh","kam7-kuh","kām-kuh","kam7-kuh","垂頭喪氣狀","crest fallen, dejected",""
"22821","kâm-lān","kam5-lan7","kâm-lān","kam5-lan7","比喻辦不到的事（粗話）","work that can't be done or impossible to finish (coarse expression)",""
"22822","kàm-lí","kam3-li2","kàm-lí","kam3-li2","監理","oversee, superintend",""
"22823","kàm-lí-oân","kam3-li2-oan5","kàm-lí-uân","kam3-li2-uan5","監理員","overseer, supervisor",""
"22824","kàm-lí-só͘","kam3-li2-soo2","kàm-lí-sóo","kam3-li2-soo2","監理所","inspecting and licensing section of the highway department",""
"22825","kam-lîm","kam-lim5","kam-lîm","kam-lim5","甘霖","timely rain after long drought",""
"22826","kam-lîm phó͘-kàng","kam-lim5 phoo2-kang3","kam-lîm phóo-kàng","kam-lim5 phoo2-kang3","甘霖普降","Seasonable rain has fallen everywhere.",""
"22827","kam-lō͘","kam-loo7","kam-lōo","kam-loo7","甘露","honeydew ─ a drink when one is terribly thirsty, a drink that hits the spot",""
"22828","kám-lō͘ put-kám giân","kam2-loo7 put-kam2 gian5","kám-lōo put-kám giân","kam2-loo7 put-kam2 gian5","敢怒不敢言","angry but not daring to speak out",""
"22829","kám m̄-sī","kam2 m7-si7","kám m̄-sī","kam2 m7-si7","難道不是","how can it be otherwise (surely it is)",""
"22830","kám-mō͘","kam2-moo7","kám-mōo","kam2-moo7","感冒","cold, catch cold",""
"22831","liû-hêng kám-mō͘","liu5-heng5 kam2-moo7","liû-hîng kám-mōo","liu5-hing5 kam2-moo7","流行感冒","influenza",""
"22832","ok-sèng ê kám-mō͘ (tāng kám-mō͘)","ok-seng3 e5 kam2-moo7 (tang7 kam2-moo7)","ok-sìng ê kám-mōo (tāng kám-mōo)","ok-sing3 e5 kam2-moo7 (tang7 kam2-moo7)","惡性感冒，重感冒","bad cold",""
"22833","kám-ô͘ (kám-bô͘)","kam2-oo5 (kam2-boo5)","kám-ôo (kám-bôo)","kam2-oo5 (kam2-boo5)","篚，大型竹製盛物用具","large, round, shallow basket for rice",""
"22834","kam pài hā-hong","kam pai3 ha7-hong","kam pài hā-hong","kam pai3 ha7-hong","甘拜下風","willing to take an inferior position, concede defeat willingly",""
"22835","kàm-pâng (kaⁿ-pâng)","kam3-pang5 (kann-pang5)","kàm-pâng (kann-pâng)","kam3-pang5 (kann-pang5)","監房","prison cell",""
"22836","kàm-phiò","kam3-phio3","kàm-phiò","kam3-phio3","監票","watch for irregularities in a voting (in election)",""
"22837","kàm-phiò-jîn","kam3-phio3-jin5","kàm-phiò-jîn","kam3-phio3-jin5","監票人","ballot supervisor, scrutator",""
"22838","kàm-pia̍t","kam3-piat8","kàm-pia̍t","kam3-piat8","鑑別","distinguish (the genuine from the imitation), judge or identify something by carefully examining it, discriminate, exercise discrimination",""
"22839","kàm-sek","kam3-sek","kàm-sik","kam3-sik","鑑識","judge, distinguish, discern",""
"22840","kàm-sī","kam3-si7","kàm-sī","kam3-si7","監視","keep a watchful eye on, to watch, keep under surveillance",""
"22841","kám-sí-tūi (káⁿ-sí-tūi)","kam2-si2-tui7 (kann2-si2-tui7)","kám-sí-tuī (kánn-sí-tuī)","kam2-si2-tui7 (kann2-si2-tui7)","敢死隊","suicide squad, dare-to-die corps",""
"22842","kám-siā","kam2-sia7","kám-siā","kam2-sia7","感謝","thank, express one's gratitude",""
"22843","kám-sim","kam2-sim","kám-sim","kam2-sim","了不起，令人讚賞","laudable, admirable, praiseworthy",""
"22844","Chit ê gín-á chin kám-sim.","Chit e5 gin2-a2 chin kam2-sim.","Tsit ê gín-á tsin kám-sim.","Tsit e5 gin2-a2 tsin kam2-sim.","這孩子真令人讚賞。","This kid is really laudable.",""
"22845","Iáu ē-kì-tit, chin kám-sim.","Iau2 e7-ki3-tit, chin kam2-sim.","Iáu ē-kì-tit, tsin kám-sim.","Iau2 e7-ki3-tit, tsin kam2-sim.","還記得，真了不起。","It's admirable that you remembered it.",""
"22846","Kám-sim, kám-sim.","Kam2-sim, kam2-sim.","Kám-sim, kám-sim.","Kam2-sim, kam2-sim.","了不起！ 了不起！","Well done! Excellent!",""
"22847","kam-sim","kam-sim","kam-sim","kam-sim","甘心","cf. ""kam-goan""",""
"22848","kam-sim bêng-bo̍k","kam-sim beng5-bok8","kam-sim bîng-bo̍k","kam-sim bing5-bok8","甘心瞑目","die without dissatisfaction, die happy",""
"22849","kam-sim chêng-goān","kam-sim cheng5-goan7","kam-sim tsîng-guān","kam-sim tsing5-guan7","甘心情願","heartily willing, thoroughly pleased (to do a work or give a gift)",""
"22850","kam-sim jím-siū","kam-sim jim2-siu7","kam-sim jím-siū","kam-sim jim2-siu7","甘心忍受","willing to endure",""
"22851","kam-sim lo̍k-ì","kam-sim lok8-i3","kam-sim lo̍k-ì","kam-sim lok8-i3","甘心樂意","freely, cordially",""
"22852","kám-sióng","kam2-siong2","kám-sióng","kam2-siong2","感想","mental reaction, what one thinks about a thing, the way one feels about a thing, impression, opinion",""
"22853","Lí tùi Tâi-oân ê kám-sióng siáⁿ-khoán?","Li2 tui3 Tai5-oan5 e5 kam2-siong2 siann2-khoan2?","Lí tuì Tâi-uân ê kám-sióng siánn-khuán?","Li2 tui3 Tai5-uan5 e5 kam2-siong2 siann2-khuan2?","你對台灣的感想如何？","What are your impressions of Taiwan?",""
"22854","Lí ū sím-mih kám-sióng?","Li2 u7 sim2-mih kam2-siong2?","Lí ū sím-mih kám-sióng?","Li2 u7 sim2-mih kam2-siong2?","你有何感想？","What did you think of it? What is your impression of it?",""
"22855","kàm-sióng","kam3-siong2","kàm-sióng","kam3-siong2","鑑賞","examine and appreciate",""
"22856","kàm-sióng-ka","kam3-siong2-ka","kàm-sióng-ka","kam3-siong2-ka","鑑賞家","connoisseur",""
"22857","kám-siū","kam2-siu7","kám-siū","kam2-siu7","感受","receive an impression, be impressed, to pick up (as radio), perceive, to feel",""
"22858","kàm-siú chū-tō","kam3-siu2 chu7-to7","kàm-siú tsū-tō","kam3-siu2 tsu7-to7","監守自盜","embezzlement, pilfer public properties one is entrusted to safeguard",""
"22859","kam siū khut-jio̍k","kam siu7 khut-jiok8","kam siū khut-jio̍k","kam siu7 khut-jiok8","甘受屈辱","willing to submit to humiliation",""
"22860","kàm-sū","kam3-su7","kàm-sū","kam3-su7","監事","auditor or inspector (of a company, cooperative or organization)",""
"22861","kàm-sū-hōe","kam3-su7-hoe7","kàm-sū-huē","kam3-su7-hue7","監事會","board of supervisors (of a corporation)",""
"22862","kàm-tēng","kam3-teng7","kàm-tīng","kam3-ting7","鑑定","examine and determine, to judge or give an (expert) opinion",""
"22863","kàm-tēng pit-chek","kam3-teng7 pit-chek","kàm-tīng pit-tsik","kam3-ting7 pit-tsik","鑑定筆跡","identify handwriting",""
"22864","chhiáⁿ choan-ka kàm-tēng","chhiann2 choan-ka kam3-teng7","tshiánn tsuan-ka kàm-tīng","tshiann2 tsuan-ka kam3-ting7","請專家鑑定","seek an expert opinion",""
"22865","kàm-tēng-jîn","kam3-teng7-jin5","kàm-tīng-jîn","kam3-ting7-jin5","鑑定人","appraiser, (in law) an expert examiner",""
"22866","kàm-tēng-su","kam3-teng7-su","kàm-tīng-su","kam3-ting7-su","鑑定書","expert opinion or appraisal in written form",""
"22867","kám-thàn","kam2-than3","kám-thàn","kam2-than3","感嘆","moved to sighing, admiration, marvel at",""
"22868","kám-thàn hû-hō","kam2-than3 hu5-ho7","kám-thàn hû-hō","kam2-than3 hu5-ho7","感嘆符號","exclamation mark",""
"22869","kám-thàn-sû","kam2-than3-su5","kám-thàn-sû","kam2-than3-su5","感嘆詞","interjection",""
"22870","kám-thâu-á","kam2-thau5-a2","kám-thâu-á","kam2-thau5-a2","首經，頭蓋（喪服）","woman's mourning head-dress",""
"22871","kam-tiⁿ","kam-tinn","kam-tinn","kam-tinn","甘甜","sweet",""
"22872","kám-tiàu","kam2-tiau3","kám-tiàu","kam2-tiau3","感召","inspiration (to do a noble or brave deed) given by religious teaching, great leaders",""
"22873","kám-tio̍h","kam2-tioh8","kám-tio̍h","kam2-tioh8","感冒，著涼","catch cold",""
"22874","kàm-tok (kam-tok)","kam3-tok (kam-tok)","kàm-tok (kam-tok)","kam3-tok (kam-tok)","監督","oversee, supervise, overseer, supervision",""
"22875","kám-tōng","kam2-tong7","kám-tōng","kam2-tong7","感動","to move, affect, or touch (mentally)",""
"22876","kám tông sin siū","kam2 tong5 sin siu7","kám tông sin siū","kam2 tong5 sin siu7","感同身受","feel deeply moved by a kindness (shown to somebody else) as if one were actually the object thereof (an expression used often in letters asking favors on behalf of someone else)",""
"22877","kâm-tûn","kam5-tun5","kâm-tûn","kam5-tun5","含唇","take the lips between the teeth",""
"22878","kam-ú","kam-u2","kam-ú","kam-u2","甘雨","seasonable rain",""
"22879","kan","kan","kan","kan","艱","difficult, hard, distressing",""
"22880","kan","kan","kan","kan","瓶","bottle, a jar (especially with narrow neck)",""
"22881","chiú-kan","chiu2-kan","tsiú-kan","tsiu2-kan","酒瓶","wine bottle",""
"22882","hoe-kan","hoe-kan","hue-kan","hue-kan","花瓶","flower vase",""
"22883","kan","kan","kan","kan","干","offend, oppose, invade, harass, to jam (radio broadcasts), interfere, involve, intervene, intervention, to concern, beseech, the bank (of a river), a shield, (how) many or much",""
"22884","Kap lí hô-kan?","Kap li2 ho5-kan?","Kap lí hô-kan?","Kap li2 ho5-kan?","與你何干？","What business is it of yours? What has it got to do with you?",""
"22885","siong-kan","siong-kan","siong-kan","siong-kan","相干","mutual relation",""
"22886","kan (khiân)","kan (khian5)","kan (khiân)","kan (khian5)","乾","dry, dried, exhausted, clean, diligent (When pronounced ""khia5n"" it means ""heaven, male or a father"".)",""
"22887","kan","kan","kan","kan","姦","fornication, adultery, unlawful sexual intercourse, cunning, to ravish (a woman)",""
"22888","kiông-kan","kiong5-kan","kiông-kan","kiong5-kan","強姦","rape",""
"22889","thong-kan","thong-kan","thong-kan","thong-kan","通姦","illicit intercourse, adultery",""
"22890","kan","kan","kan","kan","奸","crafty, villainous, wicked, disloyal, deceitful",""
"22891","kan (keng)","kan (keng)","kan (king)","kan (king)","間","between, among, while, put a space between, block up (""keng"" means a room)",""
"22892","iā-kan","ia7-kan","iā-kan","ia7-kan","夜間","during the night",""
"22893","lī-kan","li7-kan","lī-kan","li7-kan","離間","estrange",""
"22894","tiong-kan","tiong-kan","tiong-kan","tiong-kan","中間","middle, among, in the middle of...",""
"22895","kán","kan2","kán","kan2","婢，丫頭","female slave",""
"22896","cha-bó͘-kán","cha-boo2-kan2","tsa-bóo-kán","tsa-boo2-kan2","婢女","female slave",""
"22897","kán","kan2","kán","kan2","簡","brief, succinct, simple, (in ancient China) a slip of bamboo for writing, a letter, a note, treat coolly or impolitely, designate or appoint (an official), to select, choose",""
"22898","kán (kéng)","kan2 (keng2)","kán (kíng)","kan2 (king2)","揀","choose, select, pick out",""
"22899","kàn","kan3","kàn","kan3","幹","trunk of a tree or of the body, skillful, capable, do, attend to business, manage",""
"22900","lêng-kàn","leng5-kan3","lîng-kàn","ling5-kan3","能幹","capable, competent",""
"22901","kàn","kan3","kàn","kan3","姦","have sexual intercourse, fornicate",""
"22902","Kàn lín lāu-bú (niû-lé)","Kan3 lin2 lau7-bu2 (niu5-le2)","Kàn lín lāu-bú (niû-lé)","Kan3 lin2 lau7-bu2 (niu5-le2)","操你媽","vulgar and vile expression meaning ""I lay your mother"". Many men of the lower classes use this expression among friends without considering the meaning. ""Kan lin niu-le, boeh khi tah?"" is like saying ""Hi, where are you going?"" They even ""curse"" a",""
"22903","sio-kàn","sio-kan3","sio-kàn","sio-kan3","性交","have sexual intercourse ─ (a vulgar expression)",""
"22904","kàn","kan3","kàn","kan3","諫","reprove a superior",""
"22905","kan-á","kan-a2","kan-á","kan-a2","瓶子","bottle",""
"22906","ū kah kan-á","u7 kah kan-a2","ū kah kan-á","u7 kah kan-a2","連瓶子","bottle is given or sold with its contents",""
"22907","khang-kan-á","khang-kan-a2","khang-kan-á","khang-kan-a2","空瓶子","empty bottle",""
"22908","kan-á","kan-a2","kan-á","kan-a2","橄欖","Chinese olive",""
"22909","kan-á-sun","kan-a2-sun","kan-á-sun","kan-a2-sun","曾孫","great-grandson",""
"22910","kan-áu (ta-áu)","kan-au2 (ta-au2)","kan-áu (ta-áu)","kan-au2 (ta-au2)","想吐但吐不出來","vomit but nothing comes out",""
"22911","kán-bêng","kan2-beng5","kán-bîng","kan2-bing5","簡明","simple, yet terse, short and to the point",""
"22912","kan-bô͘","kan-boo5","kan-bôo","kan-boo5","奸謀","treacherous plot",""
"22913","kan-chà","kan-cha3","kan-tsà","kan-tsa3","奸詐","crafty, deceitful",""
