"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HoaBun","EngBun","PageNumber"
"7077","chhiú-su̍t (khui-to)","chhiu2-sut8 (khui-to)","tshiú-su̍t (khui-to)","tshiu2-sut8 (khui-to)","手術，開刀","surgical operation, to operate",""
"7078","Bô chhiú-su̍t (bô khui-to) bē hó.","Bo5 chhiu2-sut8 (bo5 khui-to) be7 ho2.","Bô tshiú-su̍t (bô khui-to) bē hó.","Bo5 tshiu2-sut8 (bo5 khui-to) be7 ho2.","不手術不會好。不開刀不會好。","cannot recover without an operation",""
"7079","sió chhiú-su̍t","sio2 chhiu2-sut8","sió tshiú-su̍t","sio2 tshiu2-sut8","小手術","minor surgery",""
"7080","tōa chhiú-su̍t","toa7 chhiu2-sut8","tuā tshiú-su̍t","tua7 tshiu2-sut8","大手術","major surgery",""
"7081","chhiú-su̍t chì-goān-su","chhiu2-sut8 chi3-goan7-su","tshiú-su̍t tsì-guān-su","tshiu2-sut8 tsi3-guan7-su","手術志願書","written consent given by the patient for surgery",""
"7082","chhiú-su̍t-sek (khui-to-pâng)","chhiu2-sut8-sek (khui-to-pang5)","tshiú-su̍t-sik (khui-to-pâng)","tshiu2-sut8-sik (khui-to-pang5)","手術室，開刀房","operating room",""
"7083","chhiú-su̍t-tâi","chhiu2-sut8-tai5","tshiú-su̍t-tâi","tshiu2-sut8-tai5","手術檯","operating table",""
"7084","chhiú-su̍t-to","chhiu2-sut8-to","tshiú-su̍t-to","tshiu2-sut8-to","手術刀","scalpel",""
"7085","chhiú-té","chhiu2-te2","tshiú-té","tshiu2-te2","手裡","in the hand",""
"7086","chhiú-tê-(á)","chhiu2-te5-(a2)","tshiú-tê-(á)","tshiu2-te5-(a2)","手掌","palm of the hand",""
"7087","chhiú-thâu","chhiu2-thau5","tshiú-thâu","tshiu2-thau5","手頭，手中","hold, seize, grasp property or authority, have something one's command",""
"7088","Châi-sán tī in lāu-pē ê chhiú-thâu.","Chai5-san2 ti7 in lau7-pe7 e5 chhiu2-thau5.","Tsâi-sán tī in lāu-pē ê tshiú-thâu.","Tsai5-san2 ti7 in lau7-pe7 e5 tshiu2-thau5.","財產在他父親的手中。","The property is under his father's control.",""
"7089","Boeh chún, m̄ chún, tī i ê chhiú-thâu.","Boeh chun2, m7 chun2, ti7 i e5 chhiu2-thau5.","Bueh tsún, m̄ tsún, tī i ê tshiú-thâu.","Bueh tsun2, m7 tsun2, ti7 i e5 tshiu2-thau5.","准或不准在他的手中。","He holds the authority to approve or to reject.",""
"7090","chhiú-thâu ân","chhiu2-thau5 an5","tshiú-thâu ân","tshiu2-thau5 an5","手頭緊","short of cash",""
"7091","chhiú-thâu tāng","chhiu2-thau5 tang7","tshiú-thâu tāng","tshiu2-thau5 tang7","手頭重","handle roughly, be extravagant in expenditure",""
"7092","chhiū-thâu","chhiu7-thau5","tshiū-thâu","tshiu7-thau5","樹頭","stump, trunk",""
"7093","Chia̍h kóe-chí tio̍h-ài pài chhiū-thâu.","Chiah8 koe2-chi2 tioh8-ai3 pai3 chhiu7-thau5.","Tsia̍h kué-tsí tio̍h-ài pài tshiū-thâu.","Tsiah8 kue2-tsi2 tioh8-ai3 pai3 tshiu7-thau5.","要吃果子就得拜樹頭，飲水思源。","When you eat the fruit you must worship the tree. When drinking water, give a thought to the fountain.",""
"7094","Chhiū-thâu khiā hō͘ chāi, m̄-kiaⁿ chhiū-bóe chò hong-thai.","Chhiu7-thau5 khia7 hoo7 chai7, m7-kiann chhiu7-boe2 cho3 hong-thai.","Tshiū-thâu khiā hōo tsāi, m̄-kiann tshiū-bué tsò hong-thai.","Tshiu7-thau5 khia7 hoo7 tsai7, m7-kiann tshiu7-bue2 tso3 hong-thai.","不做虧心事，不怕半夜鬼敲門。","If the tree trunk is firm, there is no need for the branches to fear a typhoon.",""
"7095","chhiú-thê","chhiu2-the5","tshiú-thê","tshiu2-the5","手提","portable, hand carried",""
"7096","chhiú-thê-khîm","chhiu2-the5-khim5","tshiú-thê-khîm","tshiu2-the5-khim5","手提琴","violin",""
"7097","chhiú-thê-pau","chhiu2-the5-pau","tshiú-thê-pau","tshiu2-the5-pau","手提包","handbag",""
"7098","chhiú-thê-siuⁿ","chhiu2-the5-siunn","tshiú-thê-siunn","tshiu2-the5-siunn","手提箱","portmanteau, suitcase",""
"7099","chhiú-thê-tē","chhiu2-the5-te7","tshiú-thê-tē","tshiu2-the5-te7","手提袋","woman's handbag",""
"7100","chhiú-thê tiān-sī-ki","chhiu2-the5 tian7-si7-ki","tshiú-thê tiān-sī-ki","tshiu2-the5 tian7-si7-ki","手提電視機","portable TV set",""
"7101","chhiu-thiⁿ","chhiu-thinn","tshiu-thinn","tshiu-thinn","秋天","autumn, autumn time or season",""
"7102","chhiú-thò","chhiu2-tho3","tshiú-thò","tshiu2-tho3","手套","gloves",""
"7103","chhiú-tiān (-á)","chhiu2-tian7 (-a2)","tshiú-tiān (-á)","tshiu2-tian7 (-a2)","手電筒","flashlight",""
"7104","chhiû-tn̂g chhùn-toān","chhiu5-tng5 chhun3-toan7","tshiû-tn̂g tshùn-tuān","tshiu5-tng5 tshun3-tuan7","愁腸寸斷","gut-wrenching sadness",""
"7105","chhiú-to","chhiu2-to","tshiú-to","tshiu2-to","手刀","outside edge of a hand held flat and straight",""
"7106","chhiú-tó͘","chhiu2-too2","tshiú-tóo","tshiu2-too2","肱肌","fleshy part of the lower arm",""
"7107","chhiú-tó͘-jîn","chhiu2-too2-jin5","tshiú-tóo-jîn","tshiu2-too2-jin5","上臂之二頭肌","biceps",""
"7108","chhiū tōa, iáⁿ iā tōa.","chhiu7 toa7, iann2 ia7 toa7.","tshiū tuā, iánn iā tuā.","tshiu7 tua7, iann2 ia7 tua7.","樹大，影就大。","If the tree is big, the shade is also big.",""
"7109","chhiú-tōaⁿ","chhiu2-toann7","tshiú-tuānn","tshiu2-tuann7","手段","means, way, measure, steps, expedient",""
"7110","kiông-pek ê chhiú-tōaⁿ","kiong5-pek e5 chhiu2-toann7","kiông-pik ê tshiú-tuānn","kiong5-pik e5 tshiu2-tuann7","強迫的手段","violent methods",""
"7111","ko-ap ê chhiú-tōaⁿ","ko-ap e5 chhiu2-toann7","ko-ap ê tshiú-tuānn","ko-ap e5 tshiu2-tuann7","高壓的手段","high handed methods",""
"7112","ui-hia̍p ê chhiú-tōaⁿ","ui-hiap8 e5 chhiu2-toann7","ui-hia̍p ê tshiú-tuānn","ui-hiap8 e5 tshiu2-tuann7","威脅的手段","threatening, over bearing methods",""
"7113","bo̍k-tek kah chhiú-tōaⁿ","bok8-tek kah chhiu2-toann7","bo̍k-tik kah tshiú-tuānn","bok8-tik kah tshiu2-tuann7","目的與手段","end and means",""
"7114","chhái-chhú... chhiú-tōaⁿ","chhai2-chhu2... chhiu2-toann7","tshái-tshú... tshiú-tuānn","tshai2-tshu2... tshiu2-tuann7","採取 ...手段","take means, steps or measures to...",""
"7115","chòe-āu ê chhiú-tōaⁿ","choe3-au7 e5 chhiu2-toann7","tsuè-āu ê tshiú-tuānn","tsue3-au7 e5 tshiu2-tuann7","最後的手段","last resort",""
"7116","hui-siông chhiú-tōaⁿ","hui-siong5 chhiu2-toann7","hui-siông tshiú-tuānn","hui-siong5 tshiu2-tuann7","非常的手段","emergency measures",""
"7117","chhiú-tòng","chhiu2-tong3","tshiú-tòng","tshiu2-tong3","手煞車","hand brake",""
"7118","chhiuⁿ","chhiunn","tshiunn","tshiunn","槍","rifle, gun, a spear, a lance",""
"7119","ēng chhiuⁿ tu̍h-sí","eng7 chhiunn tuh8-si2","īng tshiunn tu̍h-sí","ing7 tshiunn tuh8-si2","用槍刺死","stab to death",""
"7120","chhiúⁿ","chhiunn2","tshiúnn","tshiunn2","搶","take away by force, to snatch, rob",""
"7121","chhiùⁿ (chhiòng)","chhiunn3 (chhiong3)","tshiùnn (tshiòng)","tshiunn3 (tshiong3)","唱","sing",""
"7122","ha̍p-chhiùⁿ","hap8-chhiunn3","ha̍p-tshiùnn","hap8-tshiunn3","合唱","chorus, sing in chorus",""
"7123","to̍k-chhiùⁿ","tok8-chhiunn3","to̍k-tshiùnn","tok8-tshiunn3","獨唱","vocal solo, sing a solo",""
"7124","chhiûⁿ","chhiunn5","tshiûnn","tshiunn5","牆，墻","wall, fence",""
"7125","chhiûⁿ","chhiunn5","tshiûnn","tshiunn5","颺","winnow grain",""
"7126","chhiûⁿ be̍h-á","chhiunn5 beh8-a2","tshiûnn be̍h-á","tshiunn5 beh8-a2","颺麥，簸小麥","winnow wheat by pouring out in the wind",""
"7127","chhiûⁿ-chhek (chhiûⁿ-chhek-á)","chhiunn5-chhek (chhiunn5-chhek-a2)","tshiûnn-tshik (tshiûnn-tshik-á)","tshiunn5-tshik (tshiunn5-tshik-a2)","颺穀子","winnow rice",""
"7128","chhiūⁿ","chhiunn7","tshiūnn","tshiunn7","生，上","get a spot, stain or blot",""
"7129","chhiūⁿ","chhiunn7","tshiūnn","tshiunn7","汲","draw or raise water",""
"7130","chhiūⁿ","chhiunn7","tshiūnn","tshiunn7","象","elephant",""
"7131","chhiúⁿ-àn","chhiunn2-an3","tshiúnn-àn","tshiunn2-an3","搶案，劫案","robbery (law)",""
"7132","chhiúⁿ-cháu","chhiunn2-chau2","tshiúnn-tsáu","tshiunn2-tsau2","搶走","take away by force",""
"7133","chhiūⁿ chheⁿ-thî","chhiunn7 chhenn-thi5","tshiūnn tshenn-thî","tshiunn7 tshenn-thi5","生青苔","get covered with green moss",""
"7134","chhiūⁿ-chúi","chhiunn7-chui2","tshiūnn-tsuí","tshiunn7-tsui2","汲水","draw water",""
"7135","chhiūⁿ-gê","chhiunn7-ge5","tshiūnn-gê","tshiunn7-ge5","象牙","ivory, elephant tusk",""
"7136","chhiúⁿ-hoān","chhiunn2-hoan7","tshiúnn-huān","tshiunn2-huan7","搶犯","robber",""
"7137","chhiùⁿ hoán-tiāu","chhiunn3 hoan2-tiau7","tshiùnn huán-tiāu","tshiunn3 huan2-tiau7","唱反調","air an opposing view",""
"7138","chhiúⁿ-iâⁿ sī siàu","chhiunn2-iann5 si7 siau3","tshiúnn-iânn sī siàu","tshiunn2-iann5 si7 siau3","搶贏算數","To the victor belong the spoils, Possession is nine points of the law, Possession is proof of ownership",""
"7139","chhiūⁿ-ka","chhiunn7-ka","tshiūnn-ka","tshiunn7-ka","橡膠","rubber",""
"7140","chhiùⁿ-khek","chhiunn3-khek","tshiùnn-khik","tshiunn3-khik","唱歌","sing songs",""
"7141","chhiūⁿ-kî","chhiunn7-ki5","tshiūnn-kî","tshiunn7-ki5","象棋","Chinese chess",""
"7142","chhiúⁿ kiàⁿ-thâu","chhiunn2 kiann3-thau5","tshiúnn kiànn-thâu","tshiunn2 kiann3-thau5","搶鏡頭","fight for vantage point in taking news picture",""
"7143","chhiúⁿ-kiap","chhiunn2-kiap","tshiúnn-kiap","tshiunn2-kiap","搶劫","rob, robbery",""
"7144","chhiúⁿ-kiap-àn","chhiunn2-kiap-an3","tshiúnn-kiap-àn","tshiunn2-kiap-an3","搶劫案","robbery case",""
"7145","chhiúⁿ-kiù","chhiunn2-kiu3","tshiúnn-kiù","tshiunn2-kiu3","搶救","rush to save",""
"7146","chhiúⁿ-kò͘","chhiunn2-koo3","tshiúnn-kòo","tshiunn2-koo3","搶購","try to beat others in making purchases like in time of war, shopping rush",""
"7147","chhiùⁿ-koa","chhiunn3-koa","tshiùnn-kua","tshiunn3-kua","唱歌","sing songs",""
"7148","chhiùⁿ-koa lā-khek","chhiunn3-koa la7-khek","tshiùnn-kua lā-khik","tshiunn3-kua la7-khik","歡唱","sing songs and become happy",""
"7149","chhiúⁿ-kong","chhiunn2-kong","tshiúnn-kong","tshiunn2-kong","搶功","steal credit for",""
"7150","chhiùⁿ-lān-thân","chhiunn3-lan7-than5","tshiùnn-lān-thân","tshiunn3-lan7-than5","唱山歌","sing mountain song",""
"7151","chhiúⁿ-n̂g-teng","chhiunn2-ng5-teng","tshiúnn-n̂g-ting","tshiunn2-ng5-ting","闖黃燈","rush through the yellow light",""
"7152","chhiūⁿ-pan (chhiūⁿ-o͘-pan)","chhiunn7-pan (chhiunn7-oo-pan)","tshiūnn-pan (tshiūnn-oo-pan)","tshiunn7-pan (tshiunn7-oo-pan)","生斑點","get a spot on one's clothes, get moldy spots on cloth",""
"7153","chhiùⁿ-phìⁿ","chhiunn3-phinn3","tshiùnn-phìnn","tshiunn3-phinn3","唱片","phonograph record",""
"7154","chhiūⁿ-phīⁿ","chhiunn7-phinn7","tshiūnn-phīnn","tshiunn7-phinn7","象鼻","trunk of an elephant",""
"7155","chhiūⁿ-phīⁿ-thâng","chhiunn7-phinn7-thang5","tshiūnn-phīnn-thâng","tshiunn7-phinn7-thang5","象鼻蟲","curculio",""
"7156","chhiūⁿ-phôe-chóa","chhiunn7-phoe5-choa2","tshiūnn-phuê-tsuá","tshiunn7-phue5-tsua2","象皮紙","thick and strong paper for drawing",""
"7157","chhiūⁿ-phôe-pēⁿ","chhiunn7-phoe5-penn7","tshiūnn-phuê-pēnn","tshiunn7-phue5-penn7","象皮病","elephantiasis",""
"7158","chhiūⁿ-phôe-pò͘","chhiunn7-phoe5-poo3","tshiūnn-phuê-pòo","tshiunn7-phue5-poo3","象皮布","rubberized fabric",""
"7159","chhiūⁿ-phú","chhiunn7-phu2","tshiūnn-phú","tshiunn7-phu2","發霉","become slightly moldy",""
"7160","chhiúⁿ-sian","chhiunn2-sian","tshiúnn-sian","tshiunn2-sian","搶先","rush ahead, try to be the first, try to beat others in performance",""
"7161","chhiúⁿ-sin","chhiunn2-sin","tshiúnn-sin","tshiunn2-sin","搶新","steal something new",""
"7162","chhiúⁿ-siu","chhiunn2-siu","tshiúnn-siu","tshiunn2-siu","搶修","do rush repairs",""
"7163","chhiūⁿ tâng-sian","chhiunn7 tang5-sian","tshiūnn tâng-sian","tshiunn7 tang5-sian","生銅銹","verdigris forming on a thing, get covered with corrosion",""
"7164","chhiûⁿ-thâu-á","chhiunn5-thau5-a2","tshiûnn-thâu-á","tshiunn5-thau5-a2","圍牆","wall around the house",""
"7165","chhiúⁿ-thâu-hiuⁿ","chhiunn2-thau5-hiunn","tshiúnn-thâu-hiunn","tshiunn2-thau5-hiunn","爭取上第一柱香","compete for putting the first incense stick",""
"7166","chhiúⁿ-tiúⁿ","chhiunn2-tiunn2","tshiúnn-tiúnn","tshiunn2-tiunn2","廠長","head of a factory",""
"7167","chhiúⁿ-toa̍t","chhiunn2-toat8","tshiúnn-tua̍t","tshiunn2-tuat8","搶奪","rob, to loot, to plunder, robbery",""
"7168","chhiûⁿ-ûi (-á)","chhiunn5-ui5 (-a2)","tshiûnn-uî (-á)","tshiunn5-ui5 (-a2)","圍牆","wall around the house",""
"7169","chhng (chhong)","chhng (chhong)","tshng (tshong)","tshng (tshong)","倉","granary, a shed",""
"7170","chhng (chhoan)","chhng (chhoan)","tshng (tshuan)","tshng (tshuan)","穿","thread, pass a line through, to press through a hole",""
"7171","chhńg","chhng2","tshńg","tshng2","啃，嗑瓜子","suck on something inside the mouth like bones or kernels",""
"7172","chhńg bah-kut (chhńg-kut)","chhng2 bah-kut (chhng2-kut)","tshńg bah-kut (tshńg-kut)","tshng2 bah-kut (tshng2-kut)","啃骨頭","suck on bones",""
"7173","chhńg-hu̍t","chhng2-hut8","tshńg-hu̍t","tshng2-hut8","啃核","suck on kernels",""
"7174","chhńg koe-chí","chhng2 koe-chi2","tshńg kue-tsí","tshng2 kue-tsi2","嗑瓜子","suck melon seeds",""
"7175","chhn̂g","chhng5","tshn̂g","tshng5","床","bed, bedding",""
"7176","bîn-chhn̂g","bin5-chhng5","bîn-tshn̂g","bin5-tshng5","床","bed",""
"7177","siang-jîn-chhn̂g","siang-jin5-chhng5","siang-jîn-tshn̂g","siang-jin5-tshng5","雙人床","double bed",""
"7178","tan-jîn-chhn̂g","tan-jin5-chhng5","tan-jîn-tshn̂g","tan-jin5-tshng5","單人床","single bed",""
"7179","chhn̂g-bó","chhng5-bo2","tshn̂g-bó","tshng5-bo2","床婆","female spirits that takes cares for infants shortly before and after birth like nurses",""
"7180","chhn̂g-bó chò kì-hō","chhng5-bo2 cho3 ki3-ho7","tshn̂g-bó tsò kì-hō","tshng5-bo2 tso3 ki3-ho7","胎痣","birthmark",""
"7181","chhng-chiam","chhng-chiam","tshng-tsiam","tshng-tsiam","穿針","thread a needle",""
"7182","chhng-chiam ín-sòaⁿ","chhng-chiam in2-soann3","tshng-tsiam ín-suànn","tshng-tsiam in2-suann3","穿針引線","serve as a go between",""
"7183","chhng-khò͘","chhng-khoo3","tshng-khòo","tshng-khoo3","倉庫","shed, granary",""
"7184","chhn̂g-kin","chhng5-kin","tshn̂g-kin","tshng5-kin","床巾","bed linen, bed sheet, bedclothes",""
"7185","chhǹg-phīⁿ","chhng3-phinn7","tshǹg-phīnn","tshng3-phinn7","擤鼻","blow the nose",""
"7186","chhn̂g-pho͘","chhng5-phoo","tshn̂g-phoo","tshng5-phoo","床鋪","bed and bedding",""
"7187","chhng-sòaⁿ","chhng-soann3","tshng-suànn","tshng-suann3","穿線","thread a needle",""
"7188","chhn̂g-thâu phah, chhn̂g-bóe hô","chhng5-thau5 phah, chhng5-boe2 ho5","tshn̂g-thâu phah, tshn̂g-bué hô","tshng5-thau5 phah, tshng5-bue2 ho5","床頭吵，床尾和。","fight between husband and wife at one end of the bed, and after a little while be in harmony at the other end of the bed",""
"7189","chhn̂g-tiām","chhng5-tiam7","tshn̂g-tiām","tshng5-tiam7","床墊","mattress",""
"7190","chhn̂g-tō (bîn-chhn̂g-tō)","chhng5-to7 (bin5-chhng5-to7)","tshn̂g-tō (bîn-tshn̂g-tō)","tshng5-to7 (bin5-tshng5-to7)","床緣","broad board on the front of a bed, used for sitting",""
"7191","chhn̂g-toaⁿ","chhng5-toann","tshn̂g-tuann","tshng5-tuann","床單","bed sheets, bedclothes",""
"7192","chho","chho","tsho","tsho","葷","meat diet, stimulative food such as garlic, onion, leek which is forbidden to Buddhist monks and vegetarians",""
"7193","bô chia̍h chho","bo5 chiah8 chho","bô tsia̍h tsho","bo5 tsiah8 tsho","戒葷","abstain from above mentioned diet",""
"7194","chhàu-chho","chhau3-chho","tshàu-tsho","tshau3-tsho","腥味","fishy smell",""
"7195","khui-chho","khui-chho","khui-tsho","khui-tsho","開葷戒","break off vegetarianism",""
"7196","chhó","chho2","tshó","tsho2","草，潦草","draft, the running hand, rough copy or original draft, careless, carelessly",""
"7197","Hit ê lâng siá-jī chin chhó.","Hit e5 lang5 sia2-ji7 chin chho2.","Hit ê lâng siá-jī tsin tshó.","Hit e5 lang5 sia2-ji7 tsin tsho2.","那個人寫字很草。","His handwriting is very cursive.",""
"7198","Chhiáⁿ lí chhó chi̍t ê àn.","Chhiann2 li2 chho2 chit8 e5 an3.","Tshiánn lí tshó tsi̍t ê àn.","Tshiann2 li2 tsho2 tsit8 e5 an3.","請你草擬一個案子。","Please make a draft.",""
"7199","ló-chhó","lo2-chho2","ló-tshó","lo2-tsho2","潦草","do carelessly",""
"7200","chhó","chho2","tshó","tsho2","軟木","cork material",""
"7201","chhò","chho3","tshò","tsho3","錯","wrong, mistake, a fault, error, a blunder",""
"7202","Án-ni bô chhò.","An2-ni bo5 chho3.","Án-ni bô tshò.","An2-ni bo5 tsho3.","這樣沒錯！","It is certainly so! Yes indeed! That's correct! Right on!",""
"7203","chò chhò","cho3 chho3","tsò tshò","tso3 tsho3","做錯","do wrong",""
"7204","chhò","chho3","tshò","tsho3","砍","cut down something like a tree, cut down a growing tree or plant",""
"7205","Chit châng chhiū-á chhò-khí-lâi hiâⁿ-hóe.","Chit chang5 chhiu7-a2 chho3-khi2-lai5 hiann5-hoe2.","Tsit tsâng tshiū-á tshò-khí-lâi hiânn-hué.","Tsit tsang5 tshiu7-a2 tsho3-khi2-lai5 hiann5-hue2.","這棵樹砍來燒火。","Cut this tree down for firewood.",""
"7206","chhò","chho3","tshò","tsho3","糙","coarse or unpolished",""
"7207","Chiah ê bí chin chhò.","Chiah e5 bi2 chin chho3.","Tsiah ê bí tsin tshò.","Tsiah e5 bi2 tsin tsho3.","這些米很糙。","This rice is very coarse, not white enough.",""
"7208","chhò","chho3","tshò","tsho3","操","handle, manage, control",""
"7209","chhó-àn","chho2-an3","tshó-àn","tsho2-an3","草案","draft plan, proposed plan",""
"7210","chhò-bí","chho3-bi2","tshò-bí","tsho3-bi2","糙米","unpolished rice",""
"7211","chhó-bo̍k","chho2-bok8","tshó-bo̍k","tsho2-bok8","草木","trees and plants, flora",""
"7212","chhó-bo̍k kai-peng","chho2-bok8 kai-peng","tshó-bo̍k kai-ping","tsho2-bok8 kai-ping","草木皆兵","grass and trees were all troops  imaginary fears of a routed army",""
"7213","chhò-chhâ","chho3-chha5","tshò-tshâ","tsho3-tsha5","砍柴","fell trees for fire wood",""
"7214","chhò-chhiòng","chho3-chhiong3","tshò-tshiòng","tsho3-tshiong3","操縱","manage, control or manipulate activities or people",""
"7215","chhò-chhiú","chho3-chhiu2","tshò-tshiú","tsho3-tshiu2","錯手，失手","make a slip, injure a person accidentally",""
"7216","chhò-chhiú phah-sí lâng","chho3-chhiu2 phah-si2 lang5","tshò-tshiú phah-sí lâng","tsho3-tshiu2 phah-si2 lang5","失手打死人","kill a person unintentionally",""
"7217","chhò-chhiū-á","chho3-chhiu7-a2","tshò-tshiū-á","tsho3-tshiu7-a2","砍樹，伐木","cut or fell a tree",""
"7218","chhó-chhó liáu-sū","chho2-chho2 liau2-su7","tshó-tshó liáu-sū","tsho2-tsho2 liau2-su7","草草了事","dispose of a thing carelessly or hastily",""
"7219","chhò-chiat","chho3-chiat","tshò-tsiat","tsho3-tsiat","挫折","setback, defeat, failure",""
"7220","chhò-gō͘","chho3-goo7","tshò-gōo","tsho3-goo7","錯誤","wrong, a mistake, fault",""
"7221","Lí nā siūⁿ án-ni, oân-choân sī chhò-gō͘.","Li2 na7 siunn7 an2-ni, oan5-choan5 si7 chho3-goo7.","Lí nā siūnn án-ni, uân-tsuân sī tshò-gōo.","Li2 na7 siunn7 an2-ni, uan5-tsuan5 si7 tsho3-goo7.","你若這樣想，是完全錯誤。","If you think that way, you're all wrong.",""
"7222","Góa bô sím-mih chhò-gō͘, ná tio̍h kā i siā-chōe.","Goa2 bo5 sim2-mih chho3-goo7, na2 tioh8 ka7 i sia7-choe7.","Guá bô sím-mih tshò-gōo, ná tio̍h kā i siā-tsuē.","Gua2 bo5 sim2-mih tsho3-goo7, na2 tioh8 ka7 i sia7-tsue7.","我沒什麼錯誤，為何要向他謝罪。","I am not wrong, why should I apologize to him.",""
"7223","Chit tiuⁿ phoe nā ū chhò-gō͘, chhiáⁿ lí kā góa kóng.","Chit tiunn phoe na7 u7 chho3-goo7, chhiann2 li2 ka7 goa2 kong2.","Tsit tiunn phue nā ū tshò-gōo, tshiánn lí kā guá kóng.","Tsit tiunn phue na7 u7 tsho3-goo7, tshiann2 li2 ka7 gua2 kong2.","這封信如有錯誤，請你告訴我。","If there are any mistakes in this letter, please correct them for me.",""
"7224","chhò-gō͘ pek-chhut","chho3-goo7 pek-chhut","tshò-gōo pik-tshut","tsho3-goo7 pik-tshut","錯誤百出","full of mistakes",""
"7225","chhò-hēng (chhó-hēng)","chho3-heng7 (chho2-heng7)","tshò-hīng (tshó-hīng)","tsho3-hing7 (tsho2-hing7)","操行","conduct, behavior, deportment (as in school)",""
