tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
kheh,客,3978,kheh,kheh4,kheh4,kheh,kheh,,,True,False
liām,念,3977,liām,liam7,liam7,liam,liam,,,True,True
khuân,權,3973,khoân,khuan5,khoan5,khuan,khoan,,,True,False
sì,世,3962,sì,si3,si3,si,si,,,True,False
tī,治,3960,tī,ti7,ti7,ti,ti,,,True,False
sui,雖,3954,sui,sui1,sui1,sui,sui,,,True,False
má,馬,3953,má,ma2,ma2,ma,ma,,,True,False
siong,傷,3924,siong,siong1,siong1,siong,siong,,,True,False
kan,矸,3922,kan,kan1,kan1,kan,kan,,,True,False
kiû,求,3908,kiû,kiu5,kiu5,kiu,kiu,,,True,False
kóo,古,3902,kó͘,koo2,koo2,koo,koo,,,True,False
tso̍k,族,3899,cho̍k,tsok8,chok8,tsok,chok,,,True,False
kî,期,3897,kî,ki5,ki5,ki,ki,,,True,False
hô,和,3885,hô,ho5,ho5,ho,ho,,,True,False
kái,改,3877,kái,kai2,kai2,kai,kai,,,True,False
hâng,行,3876,hâng,hang5,hang5,hang,hang,,,True,False
thóng,統,3866,thóng,thong2,thong2,thong,thong,,,True,True
ia̍h,抑,3856,ia̍h,iah8,iah8,iah,iah,,,True,False
liû,流,3829,liû,liu5,liu5,liu,liu,,,True,False
káu,狗,3818,káu,kau2,kau2,kau,kau,,,True,False
uī,為,3816,ūi,ui7,ui7,ui,ui,,,True,False
hūn,份,3815,hūn,hun7,hun7,hun,hun,,,True,False
se,西,3804,se,se1,se1,se,se,,,True,False
kài,界,3799,kài,kai3,kai3,kai,kai,,,True,False
i̍k,亦,3792,e̍k,ik8,ek8,ik,ek,,,True,False
tang,東,3791,tang,tang1,tang1,tang,tang,,,True,False
iok,約,3742,iok,iok4,iok4,iok,iok,,,True,False
tsíng,種,3740,chéng,tsing2,cheng2,tsing,cheng,,,True,False
tò,倒,3732,tò,to3,to3,to,to,,,True,False
lī,離,3699,lī,li7,li7,li,li,,,True,False
kuan,觀,3698,koan,kuan1,koan1,kuan,koan,,,True,False
pn̄g,飯,3685,pn̄g,png7,png7,png,png,,,True,False
hāi,害,3678,hāi,hai7,hai7,hai,hai,,,True,False
tiàm,店,3670,tiàm,tiam3,tiam3,tiam,tiam,,,True,False
sik,式,3669,sek,sik4,sek4,sik,sek,,,True,False
si,詩,3665,si,si1,si1,si,si,,,True,False
poo,埔,3662,po͘,poo1,poo1,poo,poo,,,True,False
kut,骨,3660,kut,kut4,kut4,kut,kut,,,True,False
tsí,止,3659,chí,tsi2,chi2,tsi,chi,,,True,False
tsiok,足,3647,chiok,tsiok4,chiok4,tsiok,chiok,,,True,False
kî,其,3645,kî,ki5,ki5,ki,ki,,,True,False
tho̍k,讀,3626,tho̍k,thok8,thok8,thok,thok,,,True,False
e,挨,3611,e,e1,e1,e,e,,,True,False
hāu,校,3610,hāu,hau7,hau7,hau,hau,,,True,False
lí,里,3604,lí,li2,li2,li,li,,,True,False
i,醫,3593,i,i1,i1,i,i,,,True,False
uân,員,3580,oân,uan5,oan5,uan,oan,,,True,False
kak,角,3575,kak,kak4,kak4,kak,kak,,,True,False
kà,教,3568,kà,ka3,ka3,ka,ka,,,True,False
liân,年,3567,liân,lian5,lian5,lian,lian,,,True,False
kòo,顧,3561,kò͘,koo3,koo3,koo,koo,,,True,False
sī,示,3535,sī,si7,si7,si,si,,,True,False
kua,歌,3521,koa,kua1,koa1,kua,koa,,,True,False
sán,產,3513,sán,san2,san2,san,san,,,True,False
pia̍t,別,3511,pia̍t,piat8,piat8,piat,piat,,,True,False
sū,士,3492,sū,su7,su7,su,su,,,True,False
tsiànn,正,3491,chiàⁿ,tsiann3,chiann3,tsiann,chiann,,,True,False
tit,得,3486,tit,tit4,tit4,tit,tit,,,True,False
khùn,睏,3486,khùn,khun3,khun3,khun,khun,,,True,False
tang,冬,3477,tang,tang1,tang1,tang,tang,,,True,False
pān,辦,3468,pān,pan7,pan7,pan,pan,,,True,False
kuann,官,3458,koaⁿ,kuann1,koann1,kuann,koann,,,True,False
thài,太,3450,thài,thai3,thai3,thai,thai,,,True,False
tsiòng,將,3441,chiòng,tsiong3,chiong3,tsiong,chiong,,,True,False
tshim,深,3438,chhim,tshim1,chhim1,tshim,chhim,,,True,False
tsiah,才,3434,chiah,tsiah4,chiah4,tsiah,chiah,,,True,False
tê,茶,3426,tê,te5,te5,te,te,,,True,False
tann,今,3424,taⁿ,tann1,tann1,tann,tann,,,True,False
hîng,形,3419,hêng,hing5,heng5,hing,heng,,,True,False
àn,按,3419,àn,an3,an3,an,an,,,True,False
sai,師,3410,sai,sai1,sai1,sai,sai,,,True,True
hn̂g,園,3408,hn̂g,hng5,hng5,hng,hng,,,True,False
bo̍k,牧,3402,bo̍k,bok8,bok8,bok,bok,,,True,False
tsō,造,3400,chō,tso7,cho7,tso,cho,,,True,False
huán,反,3397,hoán,huan2,hoan2,huan,hoan,,,True,False
ti̍k,特,3397,te̍k,tik8,tek8,tik,tek,,,True,False
pēnn,病,3392,pēⁿ,penn7,penn7,penn,penn,,,True,False
pīnn,病,3392,pīⁿ,pinn7,pinn7,pinn,pinn,,,True,False
su,輸,3390,su,su1,su1,su,su,,,True,False
kong,光,3388,kong,kong1,kong1,kong,kong,,,True,False
kù,句,3378,kù,ku3,ku3,ku,ku,,,True,False
sann,衫,3376,saⁿ,sann1,sann1,sann,sann,,,True,False
tuann,單,3371,toaⁿ,tuann1,toann1,tuann,toann,,,True,False
sio,燒,3369,sio,sio1,sio1,sio,sio,,,True,False
pē,爸,3368,pē,pe7,pe7,pe,pe,,,True,False
niû,娘,3365,niû,niu5,niu5,niu,niu,,,True,False
kòo,故,3365,kò͘,koo3,koo3,koo,koo,,,True,False
tsuē,罪,3360,chōe,tsue7,choe7,tsue,choe,,,True,False
thôo,塗,3339,thô͘,thoo5,thoo5,thoo,thoo,,,True,False
khak,確,3339,khak,khak4,khak4,khak,khak,,,True,False
sîng,誠,3330,sêng,sing5,seng5,sing,seng,,,True,False
tok,督,3324,tok,tok4,tok4,tok,tok,,,True,False
kè,價,3323,kè,ke3,ke3,ke,ke,,,True,False
kiānn,件,3307,kiāⁿ,kiann7,kiann7,kiann,kiann,,,True,False
too,都,3302,to͘,too1,too1,too,too,,,True,False
tò,到,3301,tò,to3,to3,to,to,,,True,False
tsún,準,3291,chún,tsun2,chun2,tsun,chun,,,True,False
tiâu,條,3286,tiâu,tiau5,tiau5,tiau,tiau,,,True,False
phuà,破,3280,phòa,phua3,phoa3,phua,phoa,,,True,False
tsûn,船,3270,chûn,tsun5,chun5,tsun,chun,,,True,False
tshiánn,請,3261,chhiáⁿ,tshiann2,chhiann2,tshiann,chhiann,,,True,False
sìng,聖,3249,sèng,sing3,seng3,sing,seng,,,True,False
ti̍k,的,3240,te̍k,tik8,tek8,tik,tek,,,True,False
tāng,重,3234,tāng,tang7,tang7,tang,tang,,,True,False
huâ,華,3233,hôa,hua5,hoa5,hua,hoa,,,True,False
sàng,送,3230,sàng,sang3,sang3,sang,sang,,,True,False
tiunn,張,3222,tiuⁿ,tiunn1,tiunn1,tiunn,tiunn,,,True,False
bōng,望,3218,bōng,bong7,bong7,bong,bong,,,True,False
khan,牽,3217,khan,khan1,khan1,khan,khan,,,True,False
bī,味,3212,bī,bi7,bi7,bi,bi,,,True,False
ing,英,3210,eng,ing1,eng1,ing,eng,,,True,False
tíng,等,3203,téng,ting2,teng2,ting,teng,,,True,False
kiàn,建,3201,kiàn,kian3,kian3,kian,kian,,,True,False
kánn,敢,3179,káⁿ,kann2,kann2,kann,kann,,,True,False
tshenn,生,3163,chheⁿ,tshenn1,chhenn1,tshenn,chhenn,,,True,False
tshinn,生,3163,chhiⁿ,tshinn1,chhinn1,tshinn,chhinn,,,True,False
siàu,數,3156,siàu,siau3,siau3,siau,siau,,,True,False
khuì,氣,3144,khùi,khui3,khui3,khui,khui,,,True,False
tsuá,紙,3134,chóa,tsua2,choa2,tsua,choa,,,True,False
tsuan,專,3129,choan,tsuan1,choan1,tsuan,choan,,,True,False
ti,豬,3126,ti,ti1,ti1,ti,ti,,,True,False
tu,豬,3126,tu,tu1,tu1,tu,tu,,,True,False
kuá,寡,3125,kóa,kua2,koa2,kua,koa,,,True,False
su,思,3123,su,su1,su1,su,su,,,True,False
uán,遠,3116,oán,uan2,oan2,uan,oan,,,True,False
tiōng,重,3114,tiōng,tiong7,tiong7,tiong,tiong,,,True,False
tshàu,臭,3108,chhàu,tshau3,chhau3,tshau,chhau,,,True,False
tsing,精,3107,cheng,tsing1,cheng1,tsing,cheng,,,True,False
nih,𥍉,3101,nih,nih4,nih4,nih,nih,,,True,False
to̍k,獨,3095,to̍k,tok8,tok8,tok,tok,,,True,False
pái,擺,3083,pái,pai2,pai2,pai,pai,,,True,False
hiáu,曉,3083,hiáu,hiau2,hiau2,hiau,hiau,,,True,False
suî,隨,3082,sûi,sui5,sui5,sui,sui,,,True,False
kiông,強,3049,kiông,kiong5,kiong5,kiong,kiong,,,True,False
pa̍t,別,3043,pa̍t,pat8,pat8,pat,pat,,,True,False
siā,謝,3028,siā,sia7,sia7,sia,sia,,,True,False
īnn,院,3016,īⁿ,inn7,inn7,inn,inn,,,True,False
guān,願,3016,goān,guan7,goan7,guan,goan,,,True,False
siàu,少,3010,siàu,siau3,siau3,siau,siau,,,True,False
khó,考,3008,khó,kho2,kho2,kho,kho,,,True,False
huann,歡,3006,hoaⁿ,huann1,hoann1,huann,hoann,,,True,False
jīn,認,3005,jīn,jin7,jin7,jin,jin,,,True,False
līn,認,3005,līn,lin7,lin7,lin,lin,,,True,False
tāu,豆,3000,tāu,tau7,tau7,tau,tau,,,True,False
ná,那,2994,ná,na2,na2,na,na,,,True,False
tīn,陣,2992,tīn,tin7,tin7,tin,tin,,,True,False
tsiah,隻,2989,chiah,tsiah4,chiah4,tsiah,chiah,,,True,False
kai,該,2986,kai,kai1,kai1,kai,kai,,,True,False
pîng,朋,2984,pêng,ping5,peng5,ping,peng,,,True,False
su,書,2980,su,su1,su1,su,su,,,True,False
nā,吶,2973,nā,na7,na7,na,na,,,True,False
sái,使,2966,sái,sai2,sai2,sai,sai,,,True,False
sú,使,2966,sú,su2,su2,su,su,,,True,False
lâu,流,2954,lâu,lau5,lau5,lau,lau,,,True,False
tsí,只,2950,chí,tsi2,chi2,tsi,chi,,,True,False
pâi,排,2950,pâi,pai5,pai5,pai,pai,,,True,False
tìn,鎮,2950,tìn,tin3,tin3,tin,tin,,,True,False
nn̄g,兩,2949,nn̄g,nng7,nng7,nng,nng,,,True,False
kuí,鬼,2941,kúi,kui2,kui2,kui,kui,,,True,False
phín,品,2932,phín,phin2,phin2,phin,phin,,,True,False
pâng,房,2928,pâng,pang5,pang5,pang,pang,,,True,False
pòo,布,2924,pò͘,poo3,poo3,poo,poo,,,True,True
làu,落,2916,làu,lau3,lau3,lau,lau,,,True,False
hiông,雄,2901,hiông,hiong5,hiong5,hiong,hiong,,,True,False
neh,呢,2892,neh,neh4,neh4,neh,neh,,,True,False
khin,輕,2882,khin,khin1,khin1,khin,khin,,,True,False
kun,軍,2876,kun,kun1,kun1,kun,kun,,,True,False
nâ,林,2875,nâ,na5,na5,na,na,,,True,False
sû,詞,2871,sû,su5,su5,su,su,,,True,False
hì,戲,2869,hì,hi3,hi3,hi,hi,,,True,False
tsóo,祖,2864,chó͘,tsoo2,choo2,tsoo,choo,,,True,False
hú,府,2856,hú,hu2,hu2,hu,hu,,,True,False
kiám,檢,2838,kiám,kiam2,kiam2,kiam,kiam,,,True,False
tó,倒,2836,tó,to2,to2,to,to,,,True,False
uá,倚,2834,óa,ua2,oa2,ua,oa,,,True,False
pîng,爿,2834,pêng,ping5,peng5,ping,peng,,,True,False
gī,議,2834,gī,gi7,gi7,gi,gi,,,True,False
tshuā,𤆬,2833,chhōa,tshua7,chhoa7,tshua,chhoa,,,True,False
sòo,數,2832,sò͘,soo3,soo3,soo,soo,,,True,False
sí,始,2824,sí,si2,si2,si,si,,,True,False
tha̍k,讀,2820,tha̍k,thak8,thak8,thak,thak,,,True,False
siang,雙,2816,siang,siang1,siang1,siang,siang,,,True,False
sio̍k,俗,2810,sio̍k,siok8,siok8,siok,siok,,,True,False
siau,消,2810,siau,siau1,siau1,siau,siau,,,True,False
thó,討,2800,thó,tho2,tho2,tho,tho,,,True,False
tôo,徒,2797,tô͘,too5,too5,too,too,,,True,False
sian,仙,2792,sian,sian1,sian1,sian,sian,,,True,False
kiû,球,2784,kiû,kiu5,kiu5,kiu,kiu,,,True,False
tián,展,2778,tián,tian2,tian2,tian,tian,,,True,False
liāu,料,2775,liāu,liau7,liau7,liau,liau,,,True,False
suí,媠,2774,súi,sui2,sui2,sui,sui,,,True,False
liōng,量,2765,liōng,liong7,liong7,liong,liong,,,True,False
kng,光,2761,kng,kng1,kng1,kng,kng,,,True,False
kè,計,2759,kè,ke3,ke3,ke,ke,,,True,False
thàn,趁,2759,thàn,than3,than3,than,than,,,True,False
kuân,懸,2753,koân,kuan5,koan5,kuan,koan,,,True,False
kíng,景,2750,kéng,king2,keng2,king,keng,,,True,False
uānn,換,2747,ōaⁿ,uann7,oann7,uann,oann,,,True,False
tsha,差,2740,chha,tsha1,chha1,tsha,chha,,,True,False
piān,便,2736,piān,pian7,pian7,pian,pian,,,True,False
tuà,蹛,2725,tòa,tua3,toa3,tua,toa,,,True,False
tsè,制,2722,chè,tse3,che3,tse,che,,,True,False
hōo,互,2721,hō͘,hoo7,hoo7,hoo,hoo,,,True,True
tóng,黨,2708,tóng,tong2,tong2,tong,tong,,,True,False
li̍k,歷,2707,le̍k,lik8,lek8,lik,lek,,,True,False
tsu,資,2706,chu,tsu1,chu1,tsu,chu,,,True,False
íng,永,2703,éng,ing2,eng2,ing,eng,,,True,False
phiò,票,2693,phiò,phio3,phio3,phio,phio,,,True,False
kuat,決,2691,koat,kuat4,koat4,kuat,koat,,,True,False
kuài,怪,2686,koài,kuai3,koai3,kuai,koai,,,True,False
toh,桌,2677,toh,toh4,toh4,toh,toh,,,True,False
hia,遐,2677,hia,hia1,hia1,hia,hia,,,True,False
hiâ,遐,2677,hiâ,hia5,hia5,hia,hia,,,True,False
kap,佮,2668,kap,kap4,kap4,kap,kap,,,True,False
lióng,兩,2654,lióng,liong2,liong2,liong,liong,,,True,False
kuán,管,2652,koán,kuan2,koan2,kuan,koan,,,True,False
ián,演,2640,ián,ian2,ian2,ian,ian,,,True,False
pī,備,2639,pī,pi7,pi7,pi,pi,,,True,False
phik,拍,2637,phek,phik4,phek4,phik,phek,,,True,False
huì,費,2631,hùi,hui3,hui3,hui,hui,,,True,False
tsi̍p,集,2628,chi̍p,tsip8,chip8,tsip,chip,,,True,False
sūn,順,2626,sūn,sun7,sun7,sun,sun,,,True,True
ho̍k,服,2625,ho̍k,hok8,hok8,hok,hok,,,True,False
thih,鐵,2613,thih,thih4,thih4,thih,thih,,,True,False
guā,偌,2602,gōa,gua7,goa7,gua,goa,,,True,False
sú,史,2602,sú,su2,su2,su,su,,,True,False
tik,德,2594,tek,tik4,tek4,tik,tek,,,True,False
kīn,近,2586,kīn,kin7,kin7,kin,kin,,,True,False
kūn,近,2586,kūn,kun7,kun7,kun,kun,,,True,False
phuê,皮,2583,phôe,phue5,phoe5,phue,phoe,,,True,False
phê,皮,2583,phê,phe5,phe5,phe,phe,,,True,False
hōo,護,2583,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
lîm,林,2578,lîm,lim5,lim5,lim,lim,,,True,False
tán,等,2562,tán,tan2,tan2,tan,tan,,,True,False
tshíng,請,2562,chhéng,tshing2,chheng2,tshing,chheng,,,True,False
khiā,徛,2561,khiā,khia7,khia7,khia,khia,,,True,False
tshun,春,2561,chhun,tshun1,chhun1,tshun,chhun,,,True,False
uē,畫,2560,ōe,ue7,oe7,ue,oe,,,True,False
bū,務,2544,bū,bu7,bu7,bu,bu,,,True,False
thàu,透,2543,thàu,thau3,thau3,thau,thau,,,True,False
kiōng,共,2539,kiōng,kiong7,kiong7,kiong,kiong,,,True,False
ki̍p,及,2526,ki̍p,kip8,kip8,kip,kip,,,True,False
gōo,五,2521,gō͘,goo7,goo7,goo,goo,,,True,False
tiām,恬,2516,tiām,tiam7,tiam7,tiam,tiam,,,True,False
bān,慢,2514,bān,ban7,ban7,ban,ban,,,True,False
kong,功,2513,kong,kong1,kong1,kong,kong,,,True,False
huan,歡,2505,hoan,huan1,hoan1,huan,hoan,,,True,False
tsiah,遮,2503,chiah,tsiah4,chiah4,tsiah,chiah,,,True,False
tsiong,將,2502,chiong,tsiong1,chiong1,tsiong,chiong,,,True,False
siong,相,2500,siong,siong1,siong1,siong,siong,,,True,False
tâu,投,2494,tâu,tau5,tau5,tau,tau,,,True,False
tshòng,創,2493,chhòng,tshong3,chhong3,tshong,chhong,,,True,False
tshenn,青,2489,chheⁿ,tshenn1,chhenn1,tshenn,chhenn,,,True,True
tshinn,青,2489,chhiⁿ,tshinn1,chhinn1,tshinn,chhinn,,,True,True
kam,甘,2482,kam,kam1,kam1,kam,kam,,,True,False
mi̍h,物,2476,mi̍h,mih8,mih8,mih,mih,,,True,False
mn̍gh,物,2476,mn̍gh,mngh8,mngh8,mngh,mngh,,,True,False
siânn,城,2472,siâⁿ,siann5,siann5,siann,siann,,,True,False
giām,驗,2471,giām,giam7,giam7,giam,giam,,,True,False
póo,補,2470,pó͘,poo2,poo2,poo,poo,,,True,False
iông,容,2467,iông,iong5,iong5,iong,iong,,,True,False
ióng,養,2466,ióng,iong2,iong2,iong,iong,,,True,False
koo,姑,2461,ko͘,koo1,koo1,koo,koo,,,True,False
tsiòng,眾,2450,chiòng,tsiong3,chiong3,tsiong,chiong,,,True,False
hōo,雨,2449,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
tshit,七,2425,chhit,tshit4,chhit4,tshit,chhit,,,True,False
jîn,仁,2425,jîn,jin5,jin5,jin,jin,,,True,False
lîn,仁,2425,lîn,lin5,lin5,lin,lin,,,True,False
tì,致,2414,tì,ti3,ti3,ti,ti,,,True,False
tsīn,盡,2410,chīn,tsin7,chin7,tsin,chin,,,True,False
kìnn,見,2409,kìⁿ,kinn3,kinn3,kinn,kinn,,,True,False
tsng,庄,2400,chng,tsng1,chng1,tsng,chng,,,True,False
thāi,待,2397,thāi,thai7,thai7,thai,thai,,,True,False
kàu,夠,2390,kàu,kau3,kau3,kau,kau,,,True,False
thè,退,2387,thè,the3,the3,the,the,,,True,False
tiàm,踮,2386,tiàm,tiam3,tiam3,tiam,tiam,,,True,False
tuê,題,2380,tôe,tue5,toe5,tue,toe,,,True,False
tê,題,2380,tê,te5,te5,te,te,,,True,False
gâu,𠢕,2377,gâu,gau5,gau5,gau,gau,,,True,False
tsâi,財,2375,châi,tsai5,chai5,tsai,chai,,,True,False
piah,壁,2374,piah,piah4,piah4,piah,piah,,,True,False
hòng,放,2372,hòng,hong3,hong3,hong,hong,,,True,False
sī,視,2371,sī,si7,si7,si,si,,,True,False
tiānn,定,2370,tiāⁿ,tiann7,tiann7,tiann,tiann,,,True,False
tsit,質,2369,chit,tsit4,chit4,tsit,chit,,,True,False
mê,暝,2368,mê,me5,me5,me,me,,,True,False
mî,暝,2368,mî,mi5,mi5,mi,mi,,,True,False
tsiânn,成,2363,chiâⁿ,tsiann5,chiann5,tsiann,chiann,,,True,False
sué,洗,2363,sóe,sue2,soe2,sue,soe,,,True,False
sé,洗,2363,sé,se2,se2,se,se,,,True,False
tsài,再,2362,chài,tsai3,chai3,tsai,chai,,,True,False
tsióng,種,2362,chióng,tsiong2,chiong2,tsiong,chiong,,,True,False
tsiáu,鳥,2362,chiáu,tsiau2,chiau2,tsiau,chiau,,,True,False
phīnn,鼻,2360,phīⁿ,phinn7,phinn7,phinn,phinn,,,True,False
uì,對,2354,ùi,ui3,ui3,ui,ui,,,True,False
thiàu,跳,2351,thiàu,thiau3,thiau3,thiau,thiau,,,True,False
io̍k,育,2344,io̍k,iok8,iok8,iok,iok,,,True,False
la̍t,力,2342,la̍t,lat8,lat8,lat,lat,,,True,False
huê,回,2342,hôe,hue5,hoe5,hue,hoe,,,True,False
hê,回,2342,hê,he5,he5,he,he,,,True,False
si̍p,習,2332,si̍p,sip8,sip8,sip,sip,,,True,False
tiānn,碇,2331,tiāⁿ,tiann7,tiann7,tiann,tiann,,,True,False
tshiùnn,唱,2326,chhiùⁿ,tshiunn3,chhiunn3,tshiunn,chhiunn,,,True,False
lí,女,2326,lí,li2,li2,li,li,,,True,False
lú,女,2326,lú,lu2,lu2,lu,lu,,,True,False
piànn,拚,2326,piàⁿ,piann3,piann3,piann,piann,,,True,False
tsham,參,2323,chham,tsham1,chham1,tsham,chham,,,True,False
su̍t,術,2321,su̍t,sut8,sut8,sut,sut,,,True,False
sái,駛,2319,sái,sai2,sai2,sai,sai,,,True,False
kuann,肝,2310,koaⁿ,kuann1,koann1,kuann,koann,,,True,False
kho,科,2308,kho,kho1,kho1,kho,kho,,,True,False
kenn,經,2304,keⁿ,kenn1,kenn1,kenn,kenn,,,True,False
kinn,經,2304,kiⁿ,kinn1,kinn1,kinn,kinn,,,True,False
tshī,飼,2294,chhī,tshi7,chhi7,tshi,chhi,,,True,False
pan,班,2292,pan,pan1,pan1,pan,pan,,,True,False
uân,完,2285,oân,uan5,oan5,uan,oan,,,True,False
tān,但,2284,tān,tan7,tan7,tan,tan,,,True,False
tsi,支,2281,chi,tsi1,chi1,tsi,chi,,,True,False
ne,呢,2279,ne,ne1,ne1,ne,ne,,,True,False
lâu,樓,2278,lâu,lau5,lau5,lau,lau,,,True,False
kíng,警,2277,kéng,king2,keng2,king,keng,,,True,False
jia̍t,熱,2275,jia̍t,jiat8,jiat8,jiat,jiat,,,True,False
lia̍t,熱,2275,lia̍t,liat8,liat8,liat,liat,,,True,False
iá,野,2274,iá,ia2,ia2,ia,ia,,,True,False
kóo,鼓,2258,kó͘,koo2,koo2,koo,koo,,,True,False
sik,識,2256,sek,sik4,sek4,sik,sek,,,True,False
pênn,平,2251,pêⁿ,penn5,penn5,penn,penn,,,True,False
pînn,平,2251,pîⁿ,pinn5,pinn5,pinn,pinn,,,True,False
khuài,快,2251,khoài,khuai3,khoai3,khuai,khoai,,,True,False
kio̍k,局,2245,kio̍k,kiok8,kiok8,kiok,kiok,,,True,False
kok,各,2238,kok,kok4,kok4,kok,kok,,,True,False
tsí,姊,2236,chí,tsi2,chi2,tsi,chi,,,True,False
pô,婆,2236,pô,po5,po5,po,po,,,True,False
àn,案,2236,àn,an3,an3,an,an,,,True,False
líng,冷,2230,léng,ling2,leng2,ling,leng,,,True,False
lo̍k,樂,2229,lo̍k,lok8,lok8,lok,lok,,,True,False
luān,亂,2228,loān,luan7,loan7,luan,loan,,,True,False
hu,夫,2228,hu,hu1,hu1,hu,hu,,,True,False
jīm,任,2224,jīm,jim7,jim7,jim,jim,,,True,False
līm,任,2224,līm,lim7,lim7,lim,lim,,,True,False
lîng,靈,2220,lêng,ling5,leng5,ling,leng,,,True,False
kó,果,2217,kó,ko2,ko2,ko,ko,,,True,False
liân,聯,2216,liân,lian5,lian5,lian,lian,,,True,False
tshian,千,2213,chhian,tshian1,chhian1,tshian,chhian,,,True,False
he,彼,2206,he,he1,he1,he,he,,,True,False
huè,貨,2200,hòe,hue3,hoe3,hue,hoe,,,True,False
hè,貨,2200,hè,he3,he3,he,he,,,True,False
kî,奇,2197,kî,ki5,ki5,ki,ki,,,True,False
hueh,血,2188,hoeh,hueh4,hoeh4,hueh,hoeh,,,True,False
huih,血,2188,huih,huih4,huih4,huih,huih,,,True,False
siu,修,2187,siu,siu1,siu1,siu,siu,,,True,False
khò,課,2186,khò,kho3,kho3,kho,kho,,,True,False
tshiat,切,2183,chhiat,tshiat4,chhiat4,tshiat,chhiat,,,True,False
uî,圍,2174,ûi,ui5,ui5,ui,ui,,,True,False
tsuè,最,2169,chòe,tsue3,choe3,tsue,choe,,,True,False
lia̍p,粒,2160,lia̍p,liap8,liap8,liap,liap,,,True,False
tsìng,證,2160,chèng,tsing3,cheng3,tsing,cheng,,,True,False
gia̍h,額,2154,gia̍h,giah8,giah8,giah,giah,,,True,False
luē,內,2150,lōe,lue7,loe7,lue,loe,,,True,False
táu,斗,2150,táu,tau2,tau2,tau,tau,,,True,False
ìn,印,2149,ìn,in3,in3,in,in,,,True,False
ta,焦,2145,ta,ta1,ta1,ta,ta,,,True,False
ín,引,2143,ín,in2,in2,in,in,,,True,False
kan,艱,2140,kan,kan1,kan1,kan,kan,,,True,False
án,按,2137,án,an2,an2,an,an,,,True,False
iû,由,2135,iû,iu5,iu5,iu,iu,,,True,False
tshì,試,2135,chhì,tshi3,chhi3,tshi,chhi,,,True,False
khak,殼,2134,khak,khak4,khak4,khak,khak,,,True,False
tsūn,捘,2129,chūn,tsun7,chun7,tsun,chun,,,True,False
iah,搤,2129,iah,iah4,iah4,iah,iah,,,True,False
pit,筆,2127,pit,pit4,pit4,pit,pit,,,True,False
pak,腹,2127,pak,pak4,pak4,pak,pak,,,True,False
tsu,珠,2117,chu,tsu1,chu1,tsu,chu,,,True,False
kò,告,2113,kò,ko3,ko3,ko,ko,,,True,False
tsōo,助,2111,chō͘,tsoo7,choo7,tsoo,choo,,,True,False
thuân,團,2111,thoân,thuan5,thoan5,thuan,thoan,,,True,False
tshâ,柴,2111,chhâ,tsha5,chha5,tsha,chha,,,True,False
ôo,湖,2109,ô͘,oo5,oo5,oo,oo,,,True,False
ga̍k,樂,2106,ga̍k,gak8,gak8,gak,gak,,,True,False
guân,源,2104,goân,guan5,goan5,guan,goan,,,True,False
tsit,職,2101,chit,tsit4,chit4,tsit,chit,,,True,False
buē,賣,2101,bōe,bue7,boe7,bue,boe,,,True,False
bē,賣,2101,bē,be7,be7,be,be,,,True,False
pó,寶,2099,pó,po2,po2,po,po,,,True,False
hun,婚,2097,hun,hun1,hun1,hun,hun,,,True,False
si̍t,食,2097,si̍t,sit8,sit8,sit,sit,,,True,False
n̂g,黃,2091,n̂g,ng5,ng5,ng,ng,,,True,False
tsīng,靜,2086,chēng,tsing7,cheng7,tsing,cheng,,,True,False
a,亞,2083,a,a1,a1,a,a,,,True,False
bîng,名,2083,bêng,bing5,beng5,bing,beng,,,True,False
luī,類,2067,lūi,lui7,lui7,lui,lui,,,True,False
ngóo,五,2062,ngó͘,ngoo2,ngoo2,ngoo,ngoo,,,True,False
sing,先,2061,seng,sing1,seng1,sing,seng,,,True,False
kî,祈,2054,kî,ki5,ki5,ki,ki,,,True,False
tâi,臺,2050,tâi,tai5,tai5,tai,tai,,,True,False
ké,假,2047,ké,ke2,ke2,ke,ke,,,True,False
tîng,程,2043,têng,ting5,teng5,ting,teng,,,True,False
to,刀,2036,to,to1,to1,to,to,,,True,False
tn̂g,堂,2031,tn̂g,tng5,tng5,tng,tng,,,True,False
tôo,圖,2028,tô͘,too5,too5,too,too,,,True,False
keh,隔,2028,keh,keh4,keh4,keh,keh,,,True,False
kui,歸,2025,kui,kui1,kui1,kui,kui,,,True,True
bái,䆀,2022,bái,bai2,bai2,bai,bai,,,True,False
hui,非,2018,hui,hui1,hui1,hui,hui,,,True,False
huè,歲,2007,hòe,hue3,hoe3,hue,hoe,,,True,False
hè,歲,2007,hè,he3,he3,he,he,,,True,False
huan,番,2005,hoan,huan1,hoan1,huan,hoan,,,True,False
tsí,指,2001,chí,tsi2,chi2,tsi,chi,,,True,False
ku,龜,2000,ku,ku1,ku1,ku,ku,,,True,False
nńg,軟,1998,nńg,nng2,nng2,nng,nng,,,True,False
buán,滿,1996,boán,buan2,boan2,buan,boan,,,True,False
hū,婦,1992,hū,hu7,hu7,hu,hu,,,True,False
