tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
sinn-lia̍p-á,生粒仔,16,siⁿ-lia̍p-á,sinn1liap8a2,sinn1liap8a2,sinnliapa,sinnliapa,sla,sla,True,False
tshenn-kha-siàu,生跤數,16,chheⁿ-kha-siàu,tshenn1kha1siau3,chhenn1kha1siau3,tshennkhasiau,chhennkhasiau,tks,cks,True,False
tshinn-kha-siàu,生跤數,16,chhiⁿ-kha-siàu,tshinn1kha1siau3,chhinn1kha1siau3,tshinnkhasiau,chhinnkhasiau,tks,cks,True,False
senn-ue-á,生鍋仔,16,seⁿ-oe-á,senn1ue1a2,senn1oe1a2,sennuea,sennoea,sua,soa,True,False
sinn-e-á,生鍋仔,16,siⁿ-e-á,sinn1e1a2,sinn1e1a2,sinnea,sinnea,sea,sea,True,False
tshân-tiong-ng,田中央,16,chhân-tiong-ng,tshan5tiong1ng1,chhan5tiong1ng1,tshantiongng,chhantiongng,ttn,ctn,True,False
tiân-tiong-tìn,田中鎮,16,tiân-tiong-tìn,tian5tiong1tin3,tian5tiong1tin3,tiantiongtin,tiantiongtin,ttt,ttt,True,False
tshân-kiâu-á,田僑仔,16,chhân-kiâu-á,tshan5kiau5a2,chhan5kiau5a2,tshankiaua,chhankiaua,tka,cka,True,False
tshân-liâu-khu,田寮區,16,chhân-liâu-khu,tshan5liau5khu1,chhan5liau5khu1,tshanliaukhu,chhanliaukhu,tlk,clk,True,False
tshân-bué-hiong,田尾鄉,16,chhân-bóe-hiong,tshan5bue2hiong1,chhan5boe2hiong1,tshanbuehiong,chhanboehiong,tbh,cbh,True,False
tshân-huānn-lōo,田岸路,16,chhân-hōaⁿ-lō͘,tshan5huann7loo7,chhan5hoann7loo7,tshanhuannloo,chhanhoannloo,thl,chl,True,False
tshân-tsng-lâng,田庄人,16,chhân-chng-lâng,tshan5tsng1lang5,chhan5chng1lang5,tshantsnglang,chhanchnglang,ttl,ccl,True,False
tshân-kap-á,田蛤仔,16,chhân-kap-á,tshan5kap4a2,chhan5kap4a2,tshankapa,chhankapa,tka,cka,True,False
kah-sian-khu,甲仙區,16,kah-sian-khu,kah4sian1khu1,kah4sian1khu1,kahsiankhu,kahsiankhu,ksk,ksk,True,False
kah-ha̍h-le̍h,甲箬笠,16,kah-ha̍h-le̍h,kah4hah8leh8,kah4hah8leh8,kahhahleh,kahhahleh,khl,khl,True,False
lâm-tsú-hàn,男子漢,16,lâm-chú-hàn,lam5tsu2han3,lam5chu2han3,lamtsuhan,lamchuhan,lth,lch,True,False
kài-guā-kiû,界外球,16,kài-gōa-kiû,kai3gua7kiu5,kai3goa7kiu5,kaiguakiu,kaigoakiu,kgk,kgk,True,False
uì-ngiau-tsháu,畏擽草,16,ùi-ngiau-chháu,ui3ngiau1tshau2,ui3ngiau1chhau2,uingiautshau,uingiauchhau,unt,unc,True,False
uì-siáu-jîn,畏羞人,16,ùi-siáu-jîn,ui3siau2jin5,ui3siau2jin5,uisiaujin,uisiaujin,usj,usj,True,False
uì-siáu-lîn,畏羞人,16,ùi-siáu-lîn,ui3siau2lin5,ui3siau2lin5,uisiaulin,uisiaulin,usl,usl,True,False
uì-siáu-lé,畏羞禮,16,ùi-siáu-lé,ui3siau2le2,ui3siau2le2,uisiaule,uisiaule,usl,usl,True,False
pùn-ki-á,畚箕仔,16,pùn-ki-á,pun3ki1a2,pun3ki1a2,punkia,punkia,pka,pka,True,False
pùn-ki-káng,畚箕港,16,pùn-ki-káng,pun3ki1kang2,pun3ki1kang2,punkikang,punkikang,pkk,pkk,True,False
pit-gia̍p-sing,畢業生,16,pit-gia̍p-seng,pit4giap8sing1,pit4giap8seng1,pitgiapsing,pitgiapseng,pgs,pgs,True,False
lio̍h-lio̍h-á,略略仔,16,lio̍h-lio̍h-á,lioh8lioh8a2,lioh8lioh8a2,liohlioha,liohlioha,lla,lla,True,False
huan-á-mua,番仔幔,16,hoan-á-moa,huan1a2mua1,hoan1a2moa1,huanamua,hoanamoa,ham,ham,True,False
huan-á-uat,番仔挖,16,hoan-á-oat,huan1a2uat4,hoan1a2oat4,huanauat,hoanaoat,hau,hao,True,False
huan-á-lâu,番仔樓,16,hoan-á-lâu,huan1a2lau5,hoan1a2lau5,huanalau,hoanalau,hal,hal,True,False
huan-á-iû,番仔油,16,hoan-á-iû,huan1a2iu5,hoan1a2iu5,huanaiu,hoanaiu,hai,hai,True,False
huan-á-hué,番仔火,16,hoan-á-hóe,huan1a2hue2,hoan1a2hoe2,huanahue,hoanahoe,hah,hah,True,False
huan-á-hé,番仔火,16,hoan-á-hé,huan1a2he2,hoan1a2he2,huanahe,hoanahe,hah,hah,True,False
huan-á-hér,番仔火,16,hoan-á-hér,huan1a2her2,hoan1a2her2,huanaher,hoanaher,hah,hah,True,False
huan-á-tshân,番仔田,16,hoan-á-chhân,huan1a2tshan5,hoan1a2chhan5,huanatshan,hoanachhan,hat,hac,True,False
huan-á-tsng,番仔莊,16,hoan-á-chng,huan1a2tsng1,hoan1a2chng1,huanatsng,hoanachng,hat,hac,True,False
huan-á-kionn,番仔薑,16,hoan-á-kioⁿ,huan1a2kionn1,hoan1a2kionn1,huanakionn,hoanakionn,hak,hak,True,False
huan-á-kiunn,番仔薑,16,hoan-á-kiuⁿ,huan1a2kiunn1,hoan1a2kiunn1,huanakiunn,hoanakiunn,hak,hak,True,False
huan-á-lōo,番仔路,16,hoan-á-lō͘,huan1a2loo7,hoan1a2loo7,huanaloo,hoanaloo,hal,hal,True,False
huan-kiunn-á,番薑仔,16,hoan-kiuⁿ-á,huan1kiunn1a2,hoan1kiunn1a2,huankiunna,hoankiunna,hka,hka,True,False
huan-kiunn-tsiùnn,番薑醬,16,hoan-kiuⁿ-chiùⁿ,huan1kiunn1tsiunn3,hoan1kiunn1chiunn3,huankiunntsiunn,hoankiunnchiunn,hkt,hkc,True,False
han-tsî-lîng,番薯稜,16,han-chî-lêng,han1tsi5ling5,han1chi5leng5,hantsiling,hanchileng,htl,hcl,True,False
han-tsî-khoo,番薯箍,16,han-chî-kho͘,han1tsi5khoo1,han1chi5khoo1,hantsikhoo,hanchikhoo,htk,hck,True,False
han-tsû-khoo,番薯箍,16,han-chû-kho͘,han1tsu5khoo1,han1chu5khoo1,hantsukhoo,hanchukhoo,htk,hck,True,False
han-tsî-tshiam,番薯簽,16,han-chî-chhiam,han1tsi5tshiam1,han1chi5chhiam1,hantsitshiam,hanchichhiam,htt,hcc,True,False
han-tsû-tshiam,番薯簽,16,han-chû-chhiam,han1tsu5tshiam1,han1chu5chhiam1,hantsutshiam,hanchuchhiam,htt,hcc,True,False
han-tsî-hún,番薯粉,16,han-chî-hún,han1tsi5hun2,han1chi5hun2,hantsihun,hanchihun,hth,hch,True,False
han-tsû-hún,番薯粉,16,han-chû-hún,han1tsu5hun2,han1chu5hun2,hantsuhun,hanchuhun,hth,hch,True,False
huan-lōo-hiong,番路鄉,16,hoan-lō͘-hiong,huan1loo7hiong1,hoan1loo7hiong1,huanloohiong,hoanloohiong,hlh,hlh,True,False
huan-ah-bór,番鴨母,16,hoan-ah-bór,huan1ah4bor2,hoan1ah4bor2,huanahbor,hoanahbor,hab,hab,True,False
huan-ah-kak,番鴨鵤,16,hoan-ah-kak,huan1ah4kak4,hoan1ah4kak4,huanahkak,hoanahkak,hak,hak,True,False
huan-tiánn-á,番鼎仔,16,hoan-tiáⁿ-á,huan1tiann2a2,hoan1tiann2a2,huantianna,hoantianna,hta,hta,True,False
uē-ang-á,畫尪仔,16,ōe-ang-á,ue7ang1a2,oe7ang1a2,ueanga,oeanga,uaa,oaa,True,False
uē-hû-á,畫符仔,16,ōe-hû-á,ue7hu5a2,oe7hu5a2,uehua,oehua,uha,oha,True,False
uē-hóo-lān,畫虎𡳞,16,ōe-hó͘-lān,ue7hoo2lan7,oe7hoo2lan7,uehoolan,oehoolan,uhl,ohl,True,False
uě-hóo-lǎn,畫虎𡳞,16,ǒe-hó͘-lǎn,ue6hoo2lan6,oe6hoo2lan6,uehoolan,oehoolan,uhl,ohl,True,False
uī-hóo-lān,畫虎𡳞,16,ūi-hó͘-lān,ui7hoo2lan7,ui7hoo2lan7,uihoolan,uihoolan,uhl,uhl,True,False
tong-sū-jîn,當事人,16,tong-sū-jîn,tong1su7jin5,tong1su7jin5,tongsujin,tongsujin,tsj,tsj,True,False
tong-sū-lîn,當事人,16,tong-sū-lîn,tong1su7lin5,tong1su7lin5,tongsulin,tongsulin,tsl,tsl,True,False
tong-tshe-sî,當初時,16,tong-chhe-sî,tong1tshe1si5,tong1chhe1si5,tongtshesi,tongchhesi,tts,tcs,True,False
tong-tshoo-sî,當初時,16,tong-chho͘-sî,tong1tshoo1si5,tong1chhoo1si5,tongtshoosi,tongchhoosi,tts,tcs,True,False
tong-tshue-sî,當初時,16,tong-chhoe-sî,tong1tshue1si5,tong1chhoe1si5,tongtshuesi,tongchhoesi,tts,tcs,True,False
tong-tuē-lâng,當地人,16,tong-tōe-lâng,tong1tue7lang5,tong1toe7lang5,tongtuelang,tongtoelang,ttl,ttl,True,False
tong-tē-lâng,當地人,16,tong-tē-lâng,tong1te7lang5,tong1te7lang5,tongtelang,tongtelang,ttl,ttl,True,False
tng-tong-sî,當當時,16,tng-tong-sî,tng1tong1si5,tng1tong1si5,tngtongsi,tngtongsi,tts,tts,True,False
tshuah-sái-tshenn,疶屎星,16,chhoah-sái-chheⁿ,tshuah4sai2tshenn1,chhoah4sai2chhenn1,tshuahsaitshenn,chhoahsaichhenn,tst,csc,True,False
tshuah-sái-tshinn,疶屎星,16,chhoah-sái-chhiⁿ,tshuah4sai2tshinn1,chhoah4sai2chhinn1,tshuahsaitshinn,chhoahsaichhinn,tst,csc,True,False
thiànn-miā-miā,疼命命,16,thiàⁿ-miā-miā,thiann3mia7mia7,thiann3mia7mia7,thiannmiamia,thiannmiamia,tmm,tmm,True,False
thiànn-bóo-tshài,疼某菜,16,thiàⁿ-bó͘-chhài,thiann3boo2tshai3,thiann3boo2chhai3,thiannbootshai,thiannboochhai,tbt,tbc,True,False
pēnn-siunn-si,病相思,16,pēⁿ-siuⁿ-si,penn7siunn1si1,penn7siunn1si1,pennsiunnsi,pennsiunnsi,pss,pss,True,False
pīnn-siunn-si,病相思,16,pīⁿ-siuⁿ-si,pinn7siunn1si1,pinn7siunn1si1,pinnsiunnsi,pinnsiunnsi,pss,pss,True,False
pēnn-thâng-hāi,病蟲害,16,pēⁿ-thâng-hāi,penn7thang5hai7,penn7thang5hai7,pennthanghai,pennthanghai,pth,pth,True,False
pīnn-thâng-hāi,病蟲害,16,pīⁿ-thâng-hāi,pinn7thang5hai7,pinn7thang5hai7,pinnthanghai,pinnthanghai,pth,pth,True,False
he-ku-sàu,痚呴嗽,16,he-ku-sàu,he1ku1sau3,he1ku1sau3,hekusau,hekusau,hks,hks,True,False
siáu-káu-íng,痟狗湧,16,siáu-káu-éng,siau2kau2ing2,siau2kau2eng2,siaukauing,siaukaueng,ski,ske,True,False
siáu-káu-pēnn,痟狗病,16,siáu-káu-pēⁿ,siau2kau2penn7,siau2kau2penn7,siaukaupenn,siaukaupenn,skp,skp,True,False
siáu-káu-pīnn,痟狗病,16,siáu-káu-pīⁿ,siau2kau2pinn7,siau2kau2pinn7,siaukaupinn,siaukaupinn,skp,skp,True,False
siáu-káu-tsìng,痟狗症,16,siáu-káu-chèng,siau2kau2tsing3,siau2kau2cheng3,siaukautsing,siaukaucheng,skt,skc,True,False
siáu--ê,痟的,16,siáu--ê,siau2e5,siau2e5,siaue,siaue,se,se,True,False
sng-thiu-thiànn,痠抽疼,16,sng-thiu-thiàⁿ,sng1thiu1thiann3,sng1thiu1thiann3,sngthiuthiann,sngthiuthiann,stt,stt,True,False
puì-á-hún,痱仔粉,16,pùi-á-hún,pui3a2hun2,pui3a2hun2,puiahun,puiahun,pah,pah,True,False
mâ-hong-tsìng,痲瘋症,16,mâ-hong-chèng,ma5hong1tsing3,ma5hong1cheng3,mahongtsing,mahongcheng,mht,mhc,True,False
tshi-ko-sîn,痴哥神,16,chhi-ko-sîn,tshi1ko1sin5,chhi1ko1sin5,tshikosin,chhikosin,tks,cks,True,False
tshi-ko-tsháu,痴哥草,16,chhi-ko-chháu,tshi1ko1tshau2,chhi1ko1chhau2,tshikotshau,chhikochhau,tkt,ckc,True,False
sán-pi-pa,瘦卑巴,16,sán-pi-pa,san2pi1pa1,san2pi1pa1,sanpipa,sanpipa,spp,spp,True,False
sán-phí-phí,瘦疕疕,16,sán-phí-phí,san2phi2phi2,san2phi2phi2,sanphiphi,sanphiphi,spp,spp,True,False
thái-ko-pēnn,癩𰣻病,16,thái-ko-pēⁿ,thai2ko1penn7,thai2ko1penn7,thaikopenn,thaikopenn,tkp,tkp,True,False
thái-ko-pīnn,癩𰣻病,16,thái-ko-pīⁿ,thai2ko1pinn7,thai2ko1pinn7,thaikopinn,thaikopinn,tkp,tkp,True,False
thái-ko-kuí,癩𰣻鬼,16,thái-ko-kúi,thai2ko1kui2,thai2ko1kui2,thaikokui,thaikokui,tkk,tkk,True,False
giàn-sian-ko,癮仙哥,16,giàn-sian-ko,gian3sian1ko1,gian3sian1ko1,giansianko,giansianko,gsk,gsk,True,False
huat-tshuì-khí,發喙齒,16,hoat-chhùi-khí,huat4tshui3khi2,hoat4chhui3khi2,huattshuikhi,hoatchhuikhi,htk,hck,True,False
huat-sìng-tuē,發性地,16,hoat-sèng-tōe,huat4sing3tue7,hoat4seng3toe7,huatsingtue,hoatsengtoe,hst,hst,True,False
huat-sìng-tē,發性地,16,hoat-sèng-tē,huat4sing3te7,hoat4seng3te7,huatsingte,hoatsengte,hst,hst,True,False
huat-guân-tuē,發源地,16,hoat-goân-tōe,huat4guan5tue7,hoat4goan5toe7,huatguantue,hoatgoantoe,hgt,hgt,True,False
huat-guân-tē,發源地,16,hoat-goân-tē,huat4guan5te7,hoat4goan5te7,huatguante,hoatgoante,hgt,hgt,True,False
huat-piáu-huē,發表會,16,hoat-piáu-hōe,huat4piau2hue7,hoat4piau2hoe7,huatpiauhue,hoatpiauhoe,hph,hph,True,False
pe̍h-phau-phau,白phau-phau,16,pe̍h-phau-phau,peh8phau1phau1,peh8phau1phau1,pehphauphau,pehphauphau,ppp,ppp,True,False
pe̍h-lāi-tsiàng,白內障,16,pe̍h-lāi-chiàng,peh8lai7tsiang3,peh8lai7chiang3,pehlaitsiang,pehlaichiang,plt,plc,True,False
pe̍h-lāi-tsiòng,白內障,16,pe̍h-lāi-chiòng,peh8lai7tsiong3,peh8lai7chiong3,pehlaitsiong,pehlaichiong,plt,plc,True,False
pe̍h-thiap-á,白帖仔,16,pe̍h-thiap-á,peh8thiap4a2,peh8thiap4a2,pehthiapa,pehthiapa,pta,pta,True,False
pe̍h-tuà-hî,白帶魚,16,pe̍h-tòa-hî,peh8tua3hi5,peh8toa3hi5,pehtuahi,pehtoahi,pth,pth,True,False
pe̍h-tuà-hû,白帶魚,16,pe̍h-tòa-hû,peh8tua3hu5,peh8toa3hu5,pehtuahu,pehtoahu,pth,pth,True,False
pe̍h-bo̍k-jí,白木耳,16,pe̍h-bo̍k-jí,peh8bok8ji2,peh8bok8ji2,pehbokji,pehbokji,pbj,pbj,True,False
pe̍h-bo̍k-ní,白木耳,16,pe̍h-bo̍k-ní,peh8bok8ni2,peh8bok8ni2,pehbokni,pehbokni,pbn,pbn,True,False
pe̍h-sí-sí,白死死,16,pe̍h-sí-sí,peh8si2si2,peh8si2si2,pehsisi,pehsisi,pss,pss,True,False
pe̍h-sí-sat,白死殺,16,pe̍h-sí-sat,peh8si2sat4,peh8si2sat4,pehsisat,pehsisat,pss,pss,True,False
pe̍h-sua-tun,白沙屯,16,pe̍h-soa-tun,peh8sua1tun1,peh8soa1tun1,pehsuatun,pehsoatun,pst,pst,True,False
pe̍h-sua-hiong,白沙鄉,16,pe̍h-soa-hiong,peh8sua1hiong1,peh8soa1hiong1,pehsuahiong,pehsoahiong,psh,psh,True,False
pe̍h-hô-khu,白河區,16,pe̍h-hô-khu,peh8ho5khu1,peh8ho5khu1,pehhokhu,pehhokhu,phk,phk,True,False
pe̍h-kún-tsuí,白滾水,16,pe̍h-kún-chúi,peh8kun2tsui2,peh8kun2chui2,pehkuntsui,pehkunchui,pkt,pkc,True,False
pe̍h-thn̂g-tshang,白糖蔥,16,pe̍h-thn̂g-chhang,peh8thng5tshang1,peh8thng5chhang1,pehthngtshang,pehthngchhang,ptt,ptc,True,False
pe̍h-līng-si,白翎鷥,16,pe̍h-lēng-si,peh8ling7si1,peh8leng7si1,pehlingsi,pehlengsi,pls,pls,True,False
pue̍h-līng-si,白翎鷥,16,poe̍h-lēng-si,pueh8ling7si1,poeh8leng7si1,puehlingsi,poehlengsi,pls,pls,True,False
pe̍h-bah-tué,白肉底,16,pe̍h-bah-tóe,peh8bah4tue2,peh8bah4toe2,pehbahtue,pehbahtoe,pbt,pbt,True,False
pe̍h-bah-té,白肉底,16,pe̍h-bah-té,peh8bah4te2,peh8bah4te2,pehbahte,pehbahte,pbt,pbt,True,False
pe̍h-pak-á,白腹仔,16,pe̍h-pak-á,peh8pak4a2,peh8pak4a2,pehpaka,pehpaka,ppa,ppa,True,False
pe̍h-tshài-lóo,白菜滷,16,pe̍h-chhài-ló͘,peh8tshai3loo2,peh8chhai3loo2,pehtshailoo,pehchhailoo,ptl,pcl,True,False
pe̍h-tshang-tshang,白蔥蔥,16,pe̍h-chhang-chhang,peh8tshang1tshang1,peh8chhang1chhang1,pehtshangtshang,pehchhangchhang,ptt,pcc,True,False
pe̍h-hóo-thng,白虎湯,16,pe̍h-hó͘-thng,peh8hoo2thng1,peh8hoo2thng1,pehhoothng,pehhoothng,pht,pht,True,False
pe̍h-hueh-kiû,白血球,16,pe̍h-hoeh-kiû,peh8hueh4kiu5,peh8hoeh4kiu5,pehhuehkiu,pehhoehkiu,phk,phk,True,False
pe̍h-huih-kiû,白血球,16,pe̍h-huih-kiû,peh8huih4kiu5,peh8huih4kiu5,pehhuihkiu,pehhuihkiu,phk,phk,True,False
pe̍h-uē-jī,白話字,16,pe̍h-ōe-jī,peh8ue7ji7,peh8oe7ji7,pehueji,pehoeji,puj,poj,True,False
pe̍h-uē-lī,白話字,16,pe̍h-ōe-lī,peh8ue7li7,peh8oe7li7,pehueli,pehoeli,pul,pol,True,False
pe̍h-tsha̍t-uē,白賊話,16,pe̍h-chha̍t-ōe,peh8tshat8ue7,peh8chhat8oe7,pehtshatue,pehchhatoe,ptu,pco,True,False
pe̍h-kha-tê,白跤蹄,16,pe̍h-kha-tê,peh8kha1te5,peh8kha1te5,pehkhate,pehkhate,pkt,pkt,True,False
pe̍h-thih-á,白鐵仔,16,pe̍h-thih-á,peh8thih4a2,peh8thih4a2,pehthiha,pehthiha,pta,pta,True,False
pē-thih-á,白鐵仔,16,pē-thih-á,pe7thih4a2,pe7thih4a2,pethiha,pethiha,pta,pta,True,False
pe̍h-siak-siak,白鑠鑠,16,pe̍h-siak-siak,peh8siak4siak4,peh8siak4siak4,pehsiaksiak,pehsiaksiak,pss,pss,True,False
pe̍h-kú-tshài,白韭菜,16,pe̍h-kú-chhài,peh8ku2tshai3,peh8ku2chhai3,pehkutshai,pehkuchhai,pkt,pkc,True,False
pe̍h-thâu-khok,白頭鵠,16,pe̍h-thâu-khok,peh8thau5khok4,peh8thau5khok4,pehthaukhok,pehthaukhok,ptk,ptk,True,False
pē-thâu-khik,白頭鵠,16,pē-thâu-khek,pe7thau5khik4,pe7thau5khek4,pethaukhik,pethaukhek,ptk,ptk,True,False
pe̍h-thâng-si,白鶶鷥,16,pe̍h-thâng-si,peh8thang5si1,peh8thang5si1,pehthangsi,pehthangsi,pts,pts,True,False
pe̍h-lōo-si,白鷺鷥,16,pe̍h-lō͘-si,peh8loo7si1,peh8loo7si1,pehloosi,pehloosi,pls,pls,True,False
pe̍h-muâ-iû,白麻油,16,pe̍h-môa-iû,peh8mua5iu5,peh8moa5iu5,pehmuaiu,pehmoaiu,pmi,pmi,True,False
pē-phī-bâ,白鼻猫,16,pē-phī-bâ,pe7phi7ba5,pe7phi7ba5,pephiba,pephiba,ppb,ppb,True,False
pah-hun-pí,百分比,16,pah-hun-pí,pah4hun1pi2,pah4hun1pi2,pahhunpi,pahhunpi,php,php,True,False
pah-ji̍t-sàu,百日嗽,16,pah-ji̍t-sàu,pah4jit8sau3,pah4jit8sau3,pahjitsau,pahjitsau,pjs,pjs,True,False
pah-li̍t-sàu,百日嗽,16,pah-li̍t-sàu,pah4lit8sau3,pah4lit8sau3,pahlitsau,pahlitsau,pls,pls,True,False
pah-ji̍t-âng,百日紅,16,pah-ji̍t-âng,pah4jit8ang5,pah4jit8ang5,pahjitang,pahjitang,pja,pja,True,False
pah-li̍t-âng,百日紅,16,pah-li̍t-âng,pah4lit8ang5,pah4lit8ang5,pahlitang,pahlitang,pla,pla,True,False
pah-pōo-tsuâ,百步蛇,16,pah-pō͘-chôa,pah4poo7tsua5,pah4poo7choa5,pahpootsua,pahpoochoa,ppt,ppc,True,False
pah-pah-khuán,百百款,16,pah-pah-khoán,pah4pah4khuan2,pah4pah4khoan2,pahpahkhuan,pahpahkhoan,ppk,ppk,True,False
pah-pah-khang,百百空,16,pah-pah-khang,pah4pah4khang1,pah4pah4khang1,pahpahkhang,pahpahkhang,ppk,ppk,True,False
pah-kíng-kûn,百襇裙,16,pah-kéng-kûn,pah4king2kun5,pah4keng2kun5,pahkingkun,pahkengkun,pkk,pkk,True,False
hông-tè-tāu,皇帝豆,16,hông-tè-tāu,hong5te3tau7,hong5te3tau7,hongtetau,hongtetau,htt,htt,True,False
phuê-pau-á,皮包仔,16,phôe-pau-á,phue5pau1a2,phoe5pau1a2,phuepaua,phoepaua,ppa,ppa,True,False
phê-pau-á,皮包仔,16,phê-pau-á,phe5pau1a2,phe5pau1a2,phepaua,phepaua,ppa,ppa,True,False
phuê-kâu-hì,皮猴戲,16,phôe-kâu-hì,phue5kau5hi3,phoe5kau5hi3,phuekauhi,phoekauhi,pkh,pkh,True,False
phê-kâu-hì,皮猴戲,16,phê-kâu-hì,phe5kau5hi3,phe5kau5hi3,phekauhi,phekauhi,pkh,pkh,True,False
phuê-phuê-á,皮皮仔,16,phôe-phôe-á,phue5phue5a2,phoe5phoe5a2,phuephuea,phoephoea,ppa,ppa,True,False
phê-phê-á,皮皮仔,16,phê-phê-á,phe5phe5a2,phe5phe5a2,phephea,phephea,ppa,ppa,True,False
jiâu-phé-phé,皺襞襞,16,jiâu-phé-phé,jiau5phe2phe2,jiau5phe2phe2,jiauphephe,jiauphephe,jpp,jpp,True,False
liâu-phé-phé,皺襞襞,16,liâu-phé-phé,liau5phe2phe2,liau5phe2phe2,liauphephe,liauphephe,lpp,lpp,True,False
phûn-kha-kut,盆跤骨,16,phûn-kha-kut,phun5kha1kut4,phun5kha1kut4,phunkhakut,phunkhakut,pkk,pkk,True,False
a̍p-á-piánn,盒仔餅,16,a̍p-á-piáⁿ,ap8a2piann2,ap8a2piann2,apapiann,apapiann,aap,aap,True,False
puânn-tshuì-gím,盤喙錦,16,pôaⁿ-chhùi-gím,puann5tshui3gim2,poann5chhui3gim2,puanntshuigim,poannchhuigim,ptg,pcg,True,False
puânn-tshuì-kím,盤喙錦,16,pôaⁿ-chhùi-kím,puann5tshui3kim2,poann5chhui3kim2,puanntshuikim,poannchhuikim,ptk,pck,True,False
ba̍k-ka-liu,目加溜,16,ba̍k-ka-liu,bak8ka1liu1,bak8ka1liu1,bakkaliu,bakkaliu,bkl,bkl,True,False
ba̍k-sái-ko,目屎膏,16,ba̍k-sái-ko,bak8sai2ko1,bak8sai2ko1,baksaiko,baksaiko,bsk,bsk,True,False
ba̍k-sái-kor,目屎膏,16,ba̍k-sái-kor,bak8sai2kor1,bak8sai2kor1,baksaikor,baksaikor,bsk,bsk,True,False
ba̍k-sái-tsiam,目屎針,16,ba̍k-sái-chiam,bak8sai2tsiam1,bak8sai2chiam1,baksaitsiam,baksaichiam,bst,bsc,True,False
ba̍k-káu-tsiam,目狗針,16,ba̍k-káu-chiam,bak8kau2tsiam1,bak8kau2chiam1,bakkautsiam,bakkauchiam,bkt,bkc,True,False
ba̍k-tsiah-mn̂g,目睫毛,16,ba̍k-chiah-mn̂g,bak8tsiah4mng5,bak8chiah4mng5,baktsiahmng,bakchiahmng,btm,bcm,True,False
ba̍k-tsiap-mn̂g,目睫毛,16,ba̍k-chiap-mn̂g,bak8tsiap4mng5,bak8chiap4mng5,baktsiapmng,bakchiapmng,btm,bcm,True,False
ba̍k-tsiu-jîn,目睭仁,16,ba̍k-chiu-jîn,bak8tsiu1jin5,bak8chiu1jin5,baktsiujin,bakchiujin,btj,bcj,True,False
ba̍k-tsiu-lîn,目睭仁,16,ba̍k-chiu-lîn,bak8tsiu1lin5,bak8chiu1lin5,baktsiulin,bakchiulin,btl,bcl,True,False
ba̍k-tsiu-iám,目睭掩,16,ba̍k-chiu-iám,bak8tsiu1iam2,bak8chiu1iam2,baktsiuiam,bakchiuiam,bti,bci,True,False
ba̍k-tsiu-mn̂g,目睭毛,16,ba̍k-chiu-mn̂g,bak8tsiu1mng5,bak8chiu1mng5,baktsiumng,bakchiumng,btm,bcm,True,False
ba̍k-tsiu-lô,目睭濁,16,ba̍k-chiu-lô,bak8tsiu1lo5,bak8chiu1lo5,baktsiulo,bakchiulo,btl,bcl,True,False
ba̍k-tsiu-phuê,目睭皮,16,ba̍k-chiu-phôe,bak8tsiu1phue5,bak8chiu1phoe5,baktsiuphue,bakchiuphoe,btp,bcp,True,False
ba̍k-tsiu-phê,目睭皮,16,ba̍k-chiu-phê,bak8tsiu1phe5,bak8chiu1phe5,baktsiuphe,bakchiuphe,btp,bcp,True,False
ba̍k-tsiu-hue,目睭花,16,ba̍k-chiu-hoe,bak8tsiu1hue1,bak8chiu1hoe1,baktsiuhue,bakchiuhoe,bth,bch,True,False
ba̍k-tsiu-jia,目睭遮,16,ba̍k-chiu-jia,bak8tsiu1jia1,bak8chiu1jia1,baktsiujia,bakchiujia,btj,bcj,True,False
ba̍k-tsiu-lia,目睭遮,16,ba̍k-chiu-lia,bak8tsiu1lia1,bak8chiu1lia1,baktsiulia,bakchiulia,btl,bcl,True,False
ba̍k-khang-tshiah,目空赤,16,ba̍k-khang-chhiah,bak8khang1tshiah4,bak8khang1chhiah4,bakkhangtshiah,bakkhangchhiah,bkt,bkc,True,False
ba̍k-io̍h-tsuí,目藥水,16,ba̍k-io̍h-chúi,bak8ioh8tsui2,bak8ioh8chui2,bakiohtsui,bakiohchui,bit,bic,True,False
ba̍k-kiànn-jîn,目鏡仁,16,ba̍k-kiàⁿ-jîn,bak8kiann3jin5,bak8kiann3jin5,bakkiannjin,bakkiannjin,bkj,bkj,True,False
ba̍k-kiànn-lîn,目鏡仁,16,ba̍k-kiàⁿ-lîn,bak8kiann3lin5,bak8kiann3lin5,bakkiannlin,bakkiannlin,bkl,bkl,True,False
ba̍k-kiànn-tsuâ,目鏡蛇,16,ba̍k-kiàⁿ-chôa,bak8kiann3tsua5,bak8kiann3choa5,bakkianntsua,bakkiannchoa,bkt,bkc,True,False
ba̍k-nih-á,目𥍉仔,16,ba̍k-nih-á,bak8nih4a2,bak8nih4a2,bakniha,bakniha,bna,bna,True,False
môo-tn̂g-iām,盲腸炎,16,mô͘-tn̂g-iām,moo5tng5iam7,moo5tng5iam7,mootngiam,mootngiam,mti,mti,True,False
ti̍t-ka-lòng,直加弄,16,ti̍t-ka-lòng,tit8ka1long3,tit8ka1long3,titkalong,titkalong,tkl,tkl,True,False
