hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
公園,kong-hn̂g,25,kong-hn̂g,kong1hng5,kong1hng5,konghng,konghng,kh,kh
公寸,kong-tshùn,25,kong-chhùn,kong1tshun3,kong1chhun3,kongtshun,kongchhun,kt,kc
公尺,kong-tshioh,25,kong-chhioh,kong1tshioh4,kong1chhioh4,kongtshioh,kongchhioh,kt,kc
公差,kong-tsha,25,kong-chha,kong1tsha1,kong1chha1,kongtsha,kongchha,kt,kc
公廨,kong-kài,25,kong-kài,kong1kai3,kong1kai3,kongkai,kongkai,kk,kk
公廳,kong-thiann,25,kong-thiaⁿ,kong1thiann1,kong1thiann1,kongthiann,kongthiann,kt,kt
公式,kong-sik,25,kong-sek,kong1sik4,kong1sek4,kongsik,kongsek,ks,ks
公引,kong-ín,25,kong-ín,kong1in2,kong1in2,kongin,kongin,ki,ki
公撮,kong-tshok,25,kong-chhok,kong1tshok4,kong1chhok4,kongtshok,kongchhok,kt,kc
公擔,kong-tànn,25,kong-tàⁿ,kong1tann3,kong1tann3,kongtann,kongtann,kt,kt
公斗,kong-táu,25,kong-táu,kong1tau2,kong1tau2,kongtau,kongtau,kt,kt
公斤,kong-kin,25,kong-kin,kong1kin1,kong1kin1,kongkin,kongkin,kk,kk
公毫,kong-hô,25,kong-hô,kong1ho5,kong1ho5,kongho,kongho,kh,kh
公畝,kong-bóo,25,kong-bó͘,kong1boo2,kong1boo2,kongboo,kongboo,kb,kb
公益,kong-ik,25,kong-ek,kong1ik4,kong1ek4,kongik,kongek,ki,ke
公石,kong-tsio̍h,25,kong-chio̍h,kong1tsioh8,kong1chioh8,kongtsioh,kongchioh,kt,kc
公秉,kong-píng,25,kong-péng,kong1ping2,kong1peng2,kongping,kongpeng,kp,kp
公絲,kong-si,25,kong-si,kong1si1,kong1si1,kongsi,kongsi,ks,ks
公花,kang-hue,25,kang-hoe,kang1hue1,kang1hoe1,kanghue,kanghoe,kh,kh
公衡,kong-hîng,25,kong-hêng,kong1hing5,kong1heng5,konghing,kongheng,kh,kh
公路,kong-lōo,25,kong-lō͘,kong1loo7,kong1loo7,kongloo,kongloo,kl,kl
公里,kong-lí,25,kong-lí,kong1li2,kong1li2,kongli,kongli,kl,kl
公錢,kong-tsînn,25,kong-chîⁿ,kong1tsinn5,kong1chinn5,kongtsinn,kongchinn,kt,kc
公頃,kong-khíng,25,kong-khéng,kong1khing2,kong1kheng2,kongkhing,kongkheng,kk,kk
六書,lio̍k-su,25,lio̍k-su,liok8su1,liok8su1,lioksu,lioksu,ls,ls
典故,tián-kòo,25,tián-kò͘,tian2koo3,tian2koo3,tiankoo,tiankoo,tk,tk
冊名,tsheh-miâ,25,chheh-miâ,tsheh4mia5,chheh4mia5,tshehmia,chhehmia,tm,cm
冊櫥,tsheh-tû,25,chheh-tû,tsheh4tu5,chheh4tu5,tshehtu,chhehtu,tt,ct
冒號,mōo-hō,25,mō͘-hō,moo7ho7,moo7ho7,mooho,mooho,mh,mh
冬天,tang-thinn,25,tang-thiⁿ,tang1thinn1,tang1thinn1,tangthinn,tangthinn,tt,tt
冬季,tang-kuì,25,tang-kùi,tang1kui3,tang1kui3,tangkui,tangkui,tk,tk
冬節,tang-tseh,25,tang-cheh,tang1tseh4,tang1cheh4,tangtseh,tangcheh,tt,tc
冰晶,ping-tsing,25,peng-cheng,ping1tsing1,peng1cheng1,pingtsing,pengcheng,pt,pc
冰角,ping-kak,25,peng-kak,ping1kak4,peng1kak4,pingkak,pengkak,pk,pk
冰雕,ping-tiau,25,peng-tiau,ping1tiau1,peng1tiau1,pingtiau,pengtiau,pt,pt
冷凍,líng-tòng,25,léng-tòng,ling2tong3,leng2tong3,lingtong,lengtong,lt,lt
冷鋒,líng-hong,25,léng-hong,ling2hong1,leng2hong1,linghong,lenghong,lh,lh
凍塗,tòng-thôo,25,tòng-thô͘,tong3thoo5,tong3thoo5,tongthoo,tongthoo,tt,tt
出業,tshut-gia̍p,25,chhut-gia̍p,tshut4giap8,chhut4giap8,tshutgiap,chhutgiap,tg,cg
出版,tshut-pán,25,chhut-pán,tshut4pan2,chhut4pan2,tshutpan,chhutpan,tp,cp
出草,tshut-tsháu,25,chhut-chháu,tshut4tshau2,chhut4chhau2,tshuttshau,chhutchhau,tt,cc
刀板,to-pán,25,to-pán,to1pan2,to1pan2,topan,topan,tp,tp
刀痕,to-hûn,25,to-hûn,to1hun5,to1hun5,tohun,tohun,th,th
刀路,to-lōo,25,to-lō͘,to1loo7,to1loo7,toloo,toloo,tl,tl
刀鋩,to-mê,25,to-mê,to1me5,to1me5,tome,tome,tm,tm
分子,hun-tsú,25,hun-chú,hun1tsu2,hun1chu2,huntsu,hunchu,ht,hc
分擔,hun-tam,25,hun-tam,hun1tam1,hun1tam1,huntam,huntam,ht,ht
分數,hun-sòo,25,hun-sò͘,hun1soo3,hun1soo3,hunsoo,hunsoo,hs,hs
分析,hun-sik,25,hun-sek,hun1sik4,hun1sek4,hunsik,hunsek,hs,hs
分號,hun-hō,25,hun-hō,hun1ho7,hun1ho7,hunho,hunho,hh,hh
分解,hun-kái,25,hun-kái,hun1kai2,hun1kai2,hunkai,hunkai,hk,hk
分說,hun-suat,25,hun-soat,hun1suat4,hun1soat4,hunsuat,hunsoat,hs,hs
分貝,hun-puè,25,hun-pòe,hun1pue3,hun1poe3,hunpue,hunpoe,hp,hp
分速,hun-sok,25,hun-sok,hun1sok4,hun1sok4,hunsok,hunsok,hs,hs
分針,hun-tsiam,25,hun-chiam,hun1tsiam1,hun1chiam1,huntsiam,hunchiam,ht,hc
分鐘,hun-tsing,25,hun-cheng,hun1tsing1,hun1cheng1,huntsing,huncheng,ht,hc
列式,lia̍t-sik,25,lia̍t-sek,liat8sik4,liat8sek4,liatsik,liatsek,ls,ls
刻度,khik-tōo,25,khek-tō͘,khik4too7,khek4too7,khiktoo,khektoo,kt,kt
前後,tsîng-āu,25,chêng-āu,tsing5au7,cheng5au7,tsingau,chengau,ta,ca
前蛹,tsiân-ióng,25,chiân-ióng,tsian5iong2,chian5iong2,tsianiong,chianiong,ti,ci
前踢,tsîng-that,25,chêng-that,tsing5that4,cheng5that4,tsingthat,chengthat,tt,ct
前項,tsîng-hāng,25,chêng-hāng,tsing5hang7,cheng5hang7,tsinghang,chenghang,th,ch
剪紙,tsián-tsuá,25,chián-chóa,tsian2tsua2,chian2choa2,tsiantsua,chianchoa,tt,cc
剪裁,tsián-tshâi,25,chián-chhâi,tsian2tshai5,chian2chhai5,tsiantshai,chianchhai,tt,cc
剪輯,tsián-tsi̍p,25,chián-chi̍p,tsian2tsip8,chian2chip8,tsiantsip,chianchip,tt,cc
副詞,hù-sû,25,hù-sû,hu3su5,hu3su5,husu,husu,hs,hs
割讓,kuah-niū,25,koah-niū,kuah4niu7,koah4niu7,kuahniu,koahniu,kn,kn
創作,tshòng-tsok,25,chhòng-chok,tshong3tsok4,chhong3chok4,tshongtsok,chhongchok,tt,cc
創意,tshòng-ì,25,chhòng-ì,tshong3i3,chhong3i3,tshongi,chhongi,ti,ci
剾仔,khau-á,25,khau-á,khau1a2,khau1a2,khaua,khaua,ka,ka
剾刀,khau-to,25,khau-to,khau1to1,khau1to1,khauto,khauto,kt,kt
力量,li̍k-liōng,25,le̍k-liōng,lik8liong7,lek8liong7,likliong,lekliong,ll,ll
功夫,kang-hu,25,kang-hu,kang1hu1,kang1hu1,kanghu,kanghu,kh,kh
加侖,ka-lûn,25,ka-lûn,ka1lun5,ka1lun5,kalun,kalun,kl,kl
加成,ka-siânn,25,ka-siâⁿ,ka1siann5,ka1siann5,kasiann,kasiann,ks,ks
加數,ka-sòo,25,ka-sò͘,ka1soo3,ka1soo3,kasoo,kasoo,ks,ks
加法,ka-huat,25,ka-hoat,ka1huat4,ka1hoat4,kahuat,kahoat,kh,kh
加減,ka-kiám,25,ka-kiám,ka1kiam2,ka1kiam2,kakiam,kakiam,kk,kk
加號,ka-hō,25,ka-hō,ka1ho7,ka1ho7,kaho,kaho,kh,kh
加話,ke-uē,25,ke-ōe,ke1ue7,ke1oe7,keue,keoe,ku,ko
劣弧,lua̍t-hôo,25,loa̍t-hô͘,luat8hoo5,loat8hoo5,luathoo,loathoo,lh,lh
助燃,tsōo-jiân,25,chō͘-jiân,tsoo7jian5,choo7jian5,tsoojian,choojian,tj,cj
助詞,tsōo-sû,25,chō͘-sû,tsoo7su5,choo7su5,tsoosu,choosu,ts,cs
勇健,ióng-kiānn,25,ióng-kiāⁿ,iong2kiann7,iong2kiann7,iongkiann,iongkiann,ik,ik
勒索,li̍k-sik,25,le̍k-sek,lik8sik4,lek8sek4,liksik,leksek,ls,ls
動作,tōng-tsok,25,tōng-chok,tong7tsok4,tong7chok4,tongtsok,tongchok,tt,tc
動力,tōng-li̍k,25,tōng-le̍k,tong7lik8,tong7lek8,tonglik,tonglek,tl,tl
動態,tōng-thài,25,tōng-thài,tong7thai3,tong7thai3,tongthai,tongthai,tt,tt
動物,tōng-bu̍t,25,tōng-bu̍t,tong7but8,tong7but8,tongbut,tongbut,tb,tb
動畫,tōng-uē,25,tōng-ōe,tong7ue7,tong7oe7,tongue,tongoe,tu,to
動詞,tōng-sû,25,tōng-sû,tong7su5,tong7su5,tongsu,tongsu,ts,ts
勞力,lóo-la̍t,25,ló͘-la̍t,loo2lat8,loo2lat8,loolat,loolat,ll,ll
勞力,lô-li̍k,25,lô-le̍k,lo5lik8,lo5lek8,lolik,lolek,ll,ll
勞工,lô-kang,25,lô-kang,lo5kang1,lo5kang1,lokang,lokang,lk,lk
募款,bōo-khuán,25,bō͘-khoán,boo7khuan2,boo7khoan2,bookhuan,bookhoan,bk,bk
勾拳,kau-kûn,25,kau-kûn,kau1kun5,kau1kun5,kaukun,kaukun,kk,kk
包皮,pau-phuê,25,pau-phôe,pau1phue5,pau1phoe5,pauphue,pauphoe,pp,pp
化學,huà-ha̍k,25,hòa-ha̍k,hua3hak8,hoa3hak8,huahak,hoahak,hh,hh
化石,huà-tsio̍h,25,hòa-chio̍h,hua3tsioh8,hoa3chioh8,huatsioh,hoachioh,ht,hc
北帶,pak-tài,25,pak-tài,pak4tai3,pak4tai3,paktai,paktai,pt,pt
北管,pak-kuán,25,pak-koán,pak4kuan2,pak4koan2,pakkuan,pakkoan,pk,pk
匯款,huē-khuán,25,hōe-khoán,hue7khuan2,hoe7khoan2,huekhuan,hoekhoan,hk,hk
匯率,huē-lu̍t,25,hōe-lu̍t,hue7lut8,hoe7lut8,huelut,hoelut,hl,hl
區別,khu-pia̍t,25,khu-pia̍t,khu1piat8,khu1piat8,khupiat,khupiat,kp,kp
十位,tsa̍p-uī,25,cha̍p-ūi,tsap8ui7,chap8ui7,tsapui,chapui,tu,cu
千位,tshing-uī,25,chheng-ūi,tshing1ui7,chheng1ui7,tshingui,chhengui,tu,cu
升冪,sing-bi̍k,25,seng-be̍k,sing1bik8,seng1bek8,singbik,sengbek,sb,sb
半徑,puànn-kìng,25,pòaⁿ-kèng,puann3king3,poann3keng3,puannking,poannkeng,pk,pk
半音,puànn-im,25,pòaⁿ-im,puann3im1,poann3im1,puannim,poannim,pi,pi
協商,hia̍p-siong,25,hia̍p-siong,hiap8siong1,hiap8siong1,hiapsiong,hiapsiong,hs,hs
南拳,lâm-kûn,25,lâm-kûn,lam5kun5,lam5kun5,lamkun,lamkun,lk,lk
南海,lâm-hái,25,lâm-hái,lam5hai2,lam5hai2,lamhai,lamhai,lh,lh
南管,lâm-kuán,25,lâm-koán,lam5kuan2,lam5koan2,lamkuan,lamkoan,lk,lk
南胡,lâm-ôo,25,lâm-ô͘,lam5oo5,lam5oo5,lamoo,lamoo,lo,lo
南韓,lâm-hân,25,lâm-hân,lam5han5,lam5han5,lamhan,lamhan,lh,lh
卡片,khah-phìnn,25,khah-phìⁿ,khah4phinn3,khah4phinn3,khahphinn,khahphinn,kp,kp
印刷,ìn-suat,25,ìn-soat,in3suat4,in3soat4,insuat,insoat,is,is
卵仁,nn̄g-jîn,25,nn̄g-jîn,nng7jin5,nng7jin5,nngjin,nngjin,nj,nj
卵子,luán-tsú,25,loán-chú,luan2tsu2,loan2chu2,luantsu,loanchu,lt,lc
卵巢,nn̄g-tsâu,25,nn̄g-châu,nng7tsau5,nng7chau5,nngtsau,nngchau,nt,nc
卵清,nn̄g-tshing,25,nn̄g-chheng,nng7tshing1,nng7chheng1,nngtshing,nngchheng,nt,nc
卵生,luán-sing,25,loán-seng,luan2sing1,loan2seng1,luansing,loanseng,ls,ls
厘米,lî-bí,25,lî-bí,li5bi2,li5bi2,libi,libi,lb,lb
厚度,kāu-tōo,25,kāu-tō͘,kau7too7,kau7too7,kautoo,kautoo,kt,kt
厚薄,kāu-po̍h,25,kāu-po̍h,kau7poh8,kau7poh8,kaupoh,kaupoh,kp,kp
原價,guân-kè,25,goân-kè,guan5ke3,goan5ke3,guanke,goanke,gk,gk
原句,guân-kù,25,goân-kù,guan5ku3,goan5ku3,guanku,goanku,gk,gk
原因,guân-in,25,goân-in,guan5in1,goan5in1,guanin,goanin,gi,gi
原文,guân-bûn,25,goân-bûn,guan5bun5,goan5bun5,guanbun,goanbun,gb,gb
原著,guân-tù,25,goân-tù,guan5tu3,goan5tu3,guantu,goantu,gt,gt
原點,guân-tiám,25,goân-tiám,guan5tiam2,goan5tiam2,guantiam,goantiam,gt,gt
去聲,khì-siann,25,khì-siaⁿ,khi3siann1,khi3siann1,khisiann,khisiann,ks,ks
參考,tsham-khó,25,chham-khó,tsham1kho2,chham1kho2,tshamkho,chhamkho,tk,ck
參詳,tsham-siông,25,chham-siông,tsham1siong5,chham1siong5,tshamsiong,chhamsiong,ts,cs
反射,huán-siā,25,hoán-siā,huan2sia7,hoan2sia7,huansia,hoansia,hs,hs
反應,huán-ìng,25,hoán-èng,huan2ing3,hoan2eng3,huaning,hoaneng,hi,he
反比,huán-pí,25,hoán-pí,huan2pi2,hoan2pi2,huanpi,hoanpi,hp,hp
反白,huán-pe̍h,25,hoán-pe̍h,huan2peh8,hoan2peh8,huanpeh,hoanpeh,hp,hp
取景,tshú-kíng,25,chhú-kéng,tshu2king2,chhu2keng2,tshuking,chhukeng,tk,ck
受力,siū-li̍k,25,siū-le̍k,siu7lik8,siu7lek8,siulik,siulek,sl,sl
受熱,siū-jia̍t,25,siū-jia̍t,siu7jiat8,siu7jiat8,siujiat,siujiat,sj,sj
口琴,kháu-khîm,25,kháu-khîm,khau2khim5,khau2khim5,khaukhim,khaukhim,kk,kk
口白,kháu-pe̍h,25,kháu-pe̍h,khau2peh8,khau2peh8,khaupeh,khaupeh,kp,kp
口語,kháu-gí,25,kháu-gí,khau2gi2,khau2gi2,khaugi,khaugi,kg,kg
古文,kóo-bûn,25,kó͘-bûn,koo2bun5,koo2bun5,koobun,koobun,kb,kb
古箏,kóo-tsing,25,kó͘-cheng,koo2tsing1,koo2cheng1,kootsing,koocheng,kt,kc
古詩,kóo-si,25,kó͘-si,koo2si1,koo2si1,koosi,koosi,ks,ks
句型,kù-hîng,25,kù-hêng,ku3hing5,ku3heng5,kuhing,kuheng,kh,kh
句尾,kù-bué,25,kù-bóe,ku3bue2,ku3boe2,kubue,kuboe,kb,kb
句式,kù-sik,25,kù-sek,ku3sik4,ku3sek4,kusik,kusek,ks,ks
句點,kù-tiám,25,kù-tiám,ku3tiam2,ku3tiam2,kutiam,kutiam,kt,kt
叨撚,lo-lián,25,lo-lián,lo1lian2,lo1lian2,lolian,lolian,ll,ll
叨食,lo-tsia̍h,25,lo-chia̍h,lo1tsiah8,lo1chiah8,lotsiah,lochiah,lt,lc
叫聲,kiò-siann,25,kiò-siaⁿ,kio3siann1,kio3siann1,kiosiann,kiosiann,ks,ks
召鏡,tiàu-kiànn,25,tiàu-kiàⁿ,tiau3kiann3,tiau3kiann3,tiaukiann,tiaukiann,tk,tk
台詞,tâi-sû,25,tâi-sû,tai5su5,tai5su5,taisu,taisu,ts,ts
司儀,su-gî,25,su-gî,su1gi5,su1gi5,sugi,sugi,sg,sg
司法,su-huat,25,su-hoat,su1huat4,su1hoat4,suhuat,suhoat,sh,sh
合唱,ha̍p-tshiùnn,25,ha̍p-chhiùⁿ,hap8tshiunn3,hap8chhiunn3,haptshiunn,hapchhiunn,ht,hc
合奏,ha̍p-tsàu,25,ha̍p-chàu,hap8tsau3,hap8chau3,haptsau,hapchau,ht,hc
合成,ha̍p-sîng,25,ha̍p-sêng,hap8sing5,hap8seng5,hapsing,hapseng,hs,hs
合數,ha̍p-sòo,25,ha̍p-sò͘,hap8soo3,hap8soo3,hapsoo,hapsoo,hs,hs
合球,ha̍p-kiû,25,ha̍p-kiû,hap8kiu5,hap8kiu5,hapkiu,hapkiu,hk,hk
合金,ha̍p-kim,25,ha̍p-kim,hap8kim1,hap8kim1,hapkim,hapkim,hk,hk
吊杯,tiàu-pue,25,tiàu-poe,tiau3pue1,tiau3poe1,tiaupue,tiaupoe,tp,tp
吊槔,tiàu-oo,25,tiàu-o͘,tiau3oo1,tiau3oo1,tiauoo,tiauoo,to,to
吊車,tiàu-tshia,25,tiàu-chhia,tiau3tshia1,tiau3chhia1,tiautshia,tiauchhia,tt,tc
名姓,miâ-sènn,25,miâ-sèⁿ,mia5senn3,mia5senn3,miasenn,miasenn,ms,ms
名字,miâ-jī,25,miâ-jī,mia5ji7,mia5ji7,miaji,miaji,mj,mj
名產,bîng-sán,25,bêng-sán,bing5san2,beng5san2,bingsan,bengsan,bs,bs
名言,bîng-giân,25,bêng-giân,bing5gian5,beng5gian5,binggian,benggian,bg,bg
吳沙,ngôo-sua,25,ngô͘-soa,ngoo5sua1,ngoo5soa1,ngoosua,ngoosoa,ns,ns
吸力,khip-li̍k,25,khip-le̍k,khip4lik8,khip4lek8,khiplik,khiplek,kl,kl
吸引,khip-ín,25,khip-ín,khip4in2,khip4in2,khipin,khipin,ki,ki
吹奏,tshue-tsàu,25,chhoe-chàu,tshue1tsau3,chhoe1chau3,tshuetsau,chhoechau,tt,cc
周界,tsiu-kài,25,chiu-kài,tsiu1kai3,chiu1kai3,tsiukai,chiukai,tk,ck
周角,tsiu-kak,25,chiu-kak,tsiu1kak4,chiu1kak4,tsiukak,chiukak,tk,ck
周長,tsiu-tn̂g,25,chiu-tn̂g,tsiu1tng5,chiu1tng5,tsiutng,chiutng,tt,ct
味覺,bī-kak,25,bī-kak,bi7kak4,bi7kak4,bikak,bikak,bk,bk
命令,bīng-līng,25,bēng-lēng,bing7ling7,beng7leng7,bingling,bengleng,bl,bl
和弦,hô-hiân,25,hô-hiân,ho5hian5,ho5hian5,hohian,hohian,hh,hh
和齊,hô-tsê,25,hô-chê,ho5tse5,ho5che5,hotse,hoche,ht,hc
唐詩,tông-si,25,tông-si,tong5si1,tong5si1,tongsi,tongsi,ts,ts
售價,siū-kè,25,siū-kè,siu7ke3,siu7ke3,siuke,siuke,sk,sk
唱名,tshiùnn-miâ,25,chhiùⁿ-miâ,tshiunn3mia5,chhiunn3mia5,tshiunnmia,chhiunnmia,tm,cm
唱奏,tshiùnn-tsàu,25,chhiùⁿ-chàu,tshiunn3tsau3,chhiunn3chau3,tshiunntsau,chhiunnchau,tt,cc
唱片,tshiùnn-phìnn,25,chhiùⁿ-phìⁿ,tshiunn3phinn3,chhiunn3phinn3,tshiunnphinn,chhiunnphinn,tp,cp
唸唱,liām-tshiùnn,25,liām-chhiùⁿ,liam7tshiunn3,liam7chhiunn3,liamtshiunn,liamchhiunn,lt,lc
唸謠,liām-iâu,25,liām-iâu,liam7iau5,liam7iau5,liamiau,liamiau,li,li
商店,siong-tiàm,25,siong-tiàm,siong1tiam3,siong1tiam3,siongtiam,siongtiam,st,st
商業,siong-gia̍p,25,siong-gia̍p,siong1giap8,siong1giap8,sionggiap,sionggiap,sg,sg
商港,siong-káng,25,siong-káng,siong1kang2,siong1kang2,siongkang,siongkang,sk,sk
商量,siong-liông,25,siong-liông,siong1liong5,siong1liong5,siongliong,siongliong,sl,sl
問題,būn-tê,25,būn-tê,bun7te5,bun7te5,bunte,bunte,bt,bt
啟示,khé-sī,25,khé-sī,khe2si7,khe2si7,khesi,khesi,ks,ks
喇叭,lá-pah,25,lá-pah,la2pah4,la2pah4,lapah,lapah,lp,lp
喙空,tshuì-khang,25,chhùi-khang,tshui3khang1,chhui3khang1,tshuikhang,chhuikhang,tk,ck
喙罨,tshuì-am,25,chhùi-am,tshui3am1,chhui3am1,tshuiam,chhuiam,ta,ca
喪葬,song-tsòng,25,song-chòng,song1tsong3,song1chong3,songtsong,songchong,st,sc
單位,tan-uī,25,tan-ūi,tan1ui7,tan1ui7,tanui,tanui,tu,tu
單價,tan-kè,25,tan-kè,tan1ke3,tan1ke3,tanke,tanke,tk,tk
單數,tan-sòo,25,tan-sò͘,tan1soo3,tan1soo3,tansoo,tansoo,ts,ts
單槓,tan-kǹg,25,tan-kǹg,tan1kng3,tan1kng3,tankng,tankng,tk,tk
噪音,tshò-im,25,chhò-im,tsho3im1,chho3im1,tshoim,chhoim,ti,ci
四季,sù-kuì,25,sù-kùi,su3kui3,su3kui3,sukui,sukui,sk,sk
四拍,sù-phik,25,sù-phek,su3phik4,su3phek4,suphik,suphek,sp,sp
四書,sù-su,25,sù-su,su3su1,su3su1,susu,susu,ss,ss
四極,sù-ki̍k,25,sù-ke̍k,su3kik8,su3kek8,sukik,sukek,sk,sk
四肢,sù-ki,25,sù-ki,su3ki1,su3ki1,suki,suki,sk,sk
囝孫,kiánn-sun,25,kiáⁿ-sun,kiann2sun1,kiann2sun1,kiannsun,kiannsun,ks,ks
因數,in-sòo,25,in-sò͘,in1soo3,in1soo3,insoo,insoo,is,is
因端,in-tuann,25,in-toaⁿ,in1tuann1,in1toann1,intuann,intoann,it,it
固態,kòo-thài,25,kò͘-thài,koo3thai3,koo3thai3,koothai,koothai,kt,kt
固體,kòo-thé,25,kò͘-thé,koo3the2,koo3the2,koothe,koothe,kt,kt
國中,kok-tiong,25,kok-tiong,kok4tiong1,kok4tiong1,koktiong,koktiong,kt,kt
國文,kok-bûn,25,kok-bûn,kok4bun5,kok4bun5,kokbun,kokbun,kb,kb
國樂,kok-ga̍k,25,kok-ga̍k,kok4gak8,kok4gak8,kokgak,kokgak,kg,kg
國語,kok-gí,25,kok-gí,kok4gi2,kok4gi2,kokgi,kokgi,kg,kg
國道,kok-tō,25,kok-tō,kok4to7,kok4to7,kokto,kokto,kt,kt
國際,kok-tsè,25,kok-chè,kok4tse3,kok4che3,koktse,kokche,kt,kc
圍剿,uî-tsâu,25,ûi-châu,ui5tsau5,ui5chau5,uitsau,uichau,ut,uc
圓周,înn-tsiu,25,îⁿ-chiu,inn5tsiu1,inn5chiu1,inntsiu,innchiu,it,ic
圓尺,înn-tshioh,25,îⁿ-chhioh,inn5tshioh4,inn5chhioh4,inntshioh,innchhioh,it,ic
圓弧,înn-hôo,25,îⁿ-hô͘,inn5hoo5,inn5hoo5,innhoo,innhoo,ih,ih
圓形,înn-hîng,25,îⁿ-hêng,inn5hing5,inn5heng5,innhing,innheng,ih,ih
圓柱,înn-thiāu,25,îⁿ-thiāu,inn5thiau7,inn5thiau7,innthiau,innthiau,it,it
圓規,înn-kui,25,îⁿ-kui,inn5kui1,inn5kui1,innkui,innkui,ik,ik
圓錐,înn-tsui,25,îⁿ-chui,inn5tsui1,inn5chui1,inntsui,innchui,it,ic
圖例,tôo-lē,25,tô͘-lē,too5le7,too5le7,toole,toole,tl,tl
圖形,tôo-hîng,25,tô͘-hêng,too5hing5,too5heng5,toohing,tooheng,th,th
圖示,tôo-sī,25,tô͘-sī,too5si7,too5si7,toosi,toosi,ts,ts
圖表,tôo-pió,25,tô͘-pió,too5pio2,too5pio2,toopio,toopio,tp,tp
圖鑑,tôo-kàm,25,tô͘-kàm,too5kam3,too5kam3,tookam,tookam,tk,tk
團體,thuân-thé,25,thoân-thé,thuan5the2,thoan5the2,thuanthe,thoanthe,tt,tt
土名,thóo-miâ,25,thó͘-miâ,thoo2mia5,thoo2mia5,thoomia,thoomia,tm,tm
土星,thóo-tshenn,25,thó͘-chheⁿ,thoo2tshenn1,thoo2chhenn1,thootshenn,thoochhenn,tt,tc
土產,thóo-sán,25,thó͘-sán,thoo2san2,thoo2san2,thoosan,thoosan,ts,ts
圭表,kui-pió,25,kui-pió,kui1pio2,kui1pio2,kuipio,kuipio,kp,kp
地勢,tē-sè,25,tē-sè,te7se3,te7se3,tese,tese,ts,ts
地址,tē-tsí,25,tē-chí,te7tsi2,te7chi2,tetsi,techi,tt,tc
地形,tē-hîng,25,tē-hêng,te7hing5,te7heng5,tehing,teheng,th,th
地球,tē-kiû,25,tē-kiû,te7kiu5,te7kiu5,tekiu,tekiu,tk,tk
地磁,tē-tsû,25,tē-chû,te7tsu5,te7chu5,tetsu,techu,tt,tc
地表,tē-piáu,25,tē-piáu,te7piau2,te7piau2,tepiau,tepiau,tp,tp
地質,tē-tsit,25,tē-chit,te7tsit4,te7chit4,tetsit,techit,tt,tc
地點,tē-tiám,25,tē-tiám,te7tiam2,te7tiam2,tetiam,tetiam,tt,tt
均衡,kin-hîng,25,kin-hêng,kin1hing5,kin1heng5,kinhing,kinheng,kh,kh
坑谷,khenn-kok,25,kheⁿ-kok,khenn1kok4,khenn1kok4,khennkok,khennkok,kk,kk
坡度,pho-tōo,25,pho-tō͘,pho1too7,pho1too7,photoo,photoo,pt,pt
城市,siânn-tshī,25,siâⁿ-chhī,siann5tshi7,siann5chhi7,sianntshi,siannchhi,st,sc
埤仔,pi-á,25,pi-á,pi1a2,pi1a2,pia,pia,pa,pa
執行,tsip-hîng,25,chip-hêng,tsip4hing5,chip4heng5,tsiphing,chipheng,th,ch
培墓,puē-bōng,25,pōe-bōng,pue7bong7,poe7bong7,puebong,poebong,pb,pb
基隆,ke-lâng,25,ke-lâng,ke1lang5,ke1lang5,kelang,kelang,kl,kl
堅冰,kian-ping,25,kian-peng,kian1ping1,kian1peng1,kianping,kianpeng,kp,kp
堅凍,kian-tàng,25,kian-tàng,kian1tang3,kian1tang3,kiantang,kiantang,kt,kt
堆肥,tui-puî,25,tui-pûi,tui1pui5,tui1pui5,tuipui,tuipui,tp,tp
報告,pò-kò,25,pò-kò,po3ko3,po3ko3,poko,poko,pk,pk
報酬,pò-siû,25,pò-siû,po3siu5,po3siu5,posiu,posiu,ps,ps
場地,tiûnn-tē,25,tiûⁿ-tē,tiunn5te7,tiunn5te7,tiunnte,tiunnte,tt,tt
塊根,khuài-kin,25,khoài-kin,khuai3kin1,khoai3kin1,khuaikin,khoaikin,kk,kk
塗壤,thôo-jióng,25,thô͘-jióng,thoo5jiong2,thoo5jiong2,thoojiong,thoojiong,tj,tj
塗條,thôo-tiâu,25,thô͘-tiâu,thoo5tiau5,thoo5tiau5,thootiau,thootiau,tt,tt
塗炭,thôo-thuànn,25,thô͘-thòaⁿ,thoo5thuann3,thoo5thoann3,thoothuann,thoothoann,tt,tt
塗球,thôo-kiû,25,thô͘-kiû,thoo5kiu5,thoo5kiu5,thookiu,thookiu,tk,tk
塗肉,thôo-bah,25,thô͘-bah,thoo5bah4,thoo5bah4,thoobah,thoobah,tb,tb
塭仔,ùn-á,25,ùn-á,un3a2,un3a2,una,una,ua,ua
墨盤,ba̍k-puânn,25,ba̍k-pôaⁿ,bak8puann5,bak8poann5,bakpuann,bakpoann,bp,bp
墨硯,ba̍k-hīnn,25,ba̍k-hīⁿ,bak8hinn7,bak8hinn7,bakhinn,bakhinn,bh,bh
墨色,ba̍k-sik,25,ba̍k-sek,bak8sik4,bak8sek4,baksik,baksek,bs,bs
夏季,hā-kuì,25,hā-kùi,ha7kui3,ha7kui3,hakui,hakui,hk,hk
