hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kungge,is_variant
看紙紋,khuànn-tsuá-bûn,16,khòaⁿ-chóa-bûn,khuann3tsua2bun5,khoann3choa2bun5,khuanntsuabun,khoannchoabun,ktb,kcb,True,False
石榴皮,tsio̍h-liû-phuê,16,chio̍h-liû-phôe,tsioh8liu5phue5,chioh8liu5phoe5,tsiohliuphue,chiohliuphoe,tlp,clp,True,False
石灰粉,tsio̍h-hue-hún,16,chio̍h-hoe-hún,tsioh8hue1hun2,chioh8hoe1hun2,tsiohhuehun,chiohhoehun,thh,chh,True,False
石磨仔,tsio̍h-bō-á,16,chio̍h-bō-á,tsioh8bo7a2,chioh8bo7a2,tsiohboa,chiohboa,tba,cba,True,False
石膏模,tsio̍h-ko-bôo,16,chio̍h-ko-bô͘,tsioh8ko1boo5,chioh8ko1boo5,tsiohkoboo,chiohkoboo,tkb,ckb,True,False
石膏碗,tsio̍h-ko-uánn,16,chio̍h-ko-óaⁿ,tsioh8ko1uann2,chioh8ko1oann2,tsiohkouann,chiohkooann,tku,cko,True,False
石舂臼,tsio̍h-tsing-khū,16,chio̍h-cheng-khū,tsioh8tsing1khu7,chioh8cheng1khu7,tsiohtsingkhu,chiohchengkhu,ttk,cck,True,False
砂輪機,sua-lûn-ki,16,soa-lûn-ki,sua1lun5ki1,soa1lun5ki1,sualunki,soalunki,slk,slk,True,True
破竹仔,phuà-tik-á,16,phòa-tek-á,phua3tik4a2,phoa3tek4a2,phuatika,phoateka,pta,pta,True,False
破篾仔,phuà-bi̍h-á,16,phòa-bi̍h-á,phua3bih8a2,phoa3bih8a2,phuabiha,phoabiha,pba,pba,True,False
磅璇石,pōng-suān-tsio̍h,16,pōng-soān-chio̍h,pong7suan7tsioh8,pong7soan7chioh8,pongsuantsioh,pongsoanchioh,pst,psc,True,False
穀亭畚,kok-tīng-pùn,16,kok-tēng-pùn,kok4ting7pun3,kok4teng7pun3,koktingpun,koktengpun,ktp,ktp,True,False
空殼管,khang-khak-kóng,16,khang-khak-kóng,khang1khak4kong2,khang1khak4kong2,khangkhakkong,khangkhakkong,kkk,kkk,True,False
立德粉,li̍p-tik-hún,16,li̍p-tek-hún,lip8tik4hun2,lip8tek4hun2,liptikhun,liptekhun,lth,lth,True,False
竹仔箸,tik-á-tī,16,tek-á-tī,tik4a2ti7,tek4a2ti7,tikati,tekati,tat,tat,True,False
竹夫人,tik-hu-jîn,16,tek-hu-jîn,tik4hu1jin5,tek4hu1jin5,tikhujin,tekhujin,thj,thj,True,False
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tik4bih8a2,tek4bih8a2,tikbiha,tekbiha,tba,tba,True,False
竹鋏仔,tik-giap-á,16,tek-giap-á,tik4giap4a2,tek4giap4a2,tikgiapa,tekgiapa,tga,tga,True,False
竹𥴊仔,tik-kám-á,16,tek-kám-á,tik4kam2a2,tek4kam2a2,tikkama,tekkama,tka,tka,True,False
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2,sunpina,sunpina,spa,spa,True,False
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phoo1a2,lang2phoo1a2,langphooa,langphooa,lpa,lpa,True,False
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh4,bi2li5chhioh4,bilitshioh,bilichhioh,blt,blc,True,False
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2,hunsuannkong,hunsoannkong,hsk,hsk,True,False
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheh4a2,thng5kheh4a2,thngkheha,thngkheha,tka,tka,True,False
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8,angpotsioh,angpochioh,apt,apc,True,False
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2ka1tua3,choa2ka1toa3,tsuakatua,choakatoa,tkt,ckt,True,False
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting1,choa2lian2teng1,tsualianting,choalianteng,tlt,clt,True,False
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3,tsualianting,choalianteng,tlt,clt,True,False
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2,phangpoolun,phangpoolun,ppl,ppl,True,False
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kim1tai5,phang2kim1tai5,phangkimtai,phangkimtai,pkt,pkt,True,False
索仔捲,soh-á-kńg,16,soh-á-kńg,soh4a2kng2,soh4a2kng2,sohakng,sohakng,sak,sak,True,False
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sik4e5,chi2sek4e5,tsisike,chiseke,tse,cse,True,False
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiat4ling5kha1,kiat4leng5kha1,kiatlingkha,kiatlengkha,klk,klk,True,False
絲仔線,si-á-suànn,16,si-á-sòaⁿ,si1a2suann3,si1a2soann3,siasuann,siasoann,sas,sas,True,False
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah4,bang7a2kah4,bangakah,bangakah,bak,bak,True,False
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki1,lian7thoo5ki1,lianthooki,lianthooki,ltk,ltk,True,False
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3,paktshukua,pakchhukoa,ptk,pck,True,False
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting1,pak8choa2teng1,paktsuating,pakchoateng,ptt,pct,True,False
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3,liautangsuann,liautangsoann,lts,lts,True,False
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3hue1tshia1,siu3hoe1chhia1,siuhuetshia,siuhoechhia,sht,shc,True,False
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3,siupootiam,siupootiam,spt,spt,True,False
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5,iunnathau,iunnathau,iat,iat,True,False
美工刀,bí-kang-to,16,bí-kang-to,bi2kang1to1,bi2kang1to1,bikangto,bikangto,bkt,bkt,True,False
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng1,nai7hoe2chng1,naihuetsng,naihoechng,nht,nhc,True,False
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,ian1tsi1thang5,ian1chi1thang5,iantsithang,ianchithang,itt,ict,True,False
腰帶花,io-tuà-hue,16,io-tòa-hoe,io1tua3hue1,io1toa3hoe1,iotuahue,iotoahoe,ith,ith,True,False
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah4,kian3chi2bah4,kiantsibah,kianchibah,ktb,kcb,True,False
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5,ngootshambi,ngoochhambi,ntb,ncb,True,False
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau1,chu7tong7khau1,tsutongkhau,chutongkhau,ttk,ctk,True,False
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam1,tai5oan5sam1,taiuansam,taioansam,tus,tos,True,False
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsing1ku1a2,cheng1ku1a2,tsingkua,chengkua,tka,cka,True,False
花匙仔,hue-sî-á,16,hoe-sî-á,hue1si5a2,hoe1si5a2,huesia,hoesia,hsa,hsa,True,False
花枱仔,hue-tâi-á,16,hoe-tâi-á,hue1tai5a2,hoe1tai5a2,huetaia,hoetaia,hta,hta,True,False
花盆仔,hue-phûn-á,16,hoe-phûn-á,hue1phun5a2,hoe1phun5a2,huephuna,hoephuna,hpa,hpa,True,False
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,hue1lui2bun5,hoe1lui2bun5,hueluibun,hoeluibun,hlb,hlb,True,False
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,hue1tsiau2too2,hoe1chiau2too2,huetsiautoo,hoechiautoo,htt,hct,True,False
茶杯仔,tê-pue-á,16,tê-poe-á,te5pue1a2,te5poe1a2,tepuea,tepoea,tpa,tpa,True,False
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2,tethiapa,tethiapa,tta,tta,True,False
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2,telanga,telanga,tla,tla,True,False
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3,tebiang,tebiang,tba,tba,True,False
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2,tekuana,tekoana,tka,tka,True,False
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8,tshoahah,chhoahah,tah,cah,True,False
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue1,chho2a2hoe1,tshoahue,chhoahoe,tah,cah,True,False
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2,tshaitua,chhaitua,tta,cta,True,False
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsio1phun5,lian5chio1phun5,liantsiophun,lianchiophun,ltp,lcp,True,False
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshang1kong2phinn7,chhang1kong2phinn7,tshangkongphinn,chhangkongphinn,tkp,ckp,True,False
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7,pohahia,pohahia,pah,pah,True,False
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thai1e5,poh8thai1e5,pohthaie,pohthaie,pte,pte,True,False
薰竹仔,hun-tik-á,16,hun-tek-á,hun1tik4a2,hun1tek4a2,huntika,hunteka,hta,hta,True,False
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8,napotsioh,napochioh,npt,npc,True,False
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann1,hoo2ia5sann1,hooiasann,hooiasann,his,his,True,False
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khak4ue7,nng7khak4oe7,nngkhakue,nngkhakoe,nku,nko,True,False
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,ti1tu1bun5,ti1tu1bun5,titubun,titubun,ttb,ttb,True,False
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5,heapuann,heapoann,hap,hap,True,False
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshi1hoo2thang1,chhi1hoo2thang1,tshihoothang,chhihoothang,tht,cht,True,False
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshu1hoo2tuan7,chhu1hoo2toan7,tshuhootuan,chhuhootoan,tht,cht,True,False
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshu1hoo2tsho2,chhu1hoo2chho2,tshuhootsho,chhuhoochho,tht,chc,True,False
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshi1liong5thau5,chhi1liong5thau5,tshiliongthau,chhiliongthau,tlt,clt,True,False
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3,leaphinn,leaphinn,lap,lap,True,False
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sann1tsih4loo7,sann1chih4loo7,sanntsihloo,sannchihloo,stl,scl,True,False
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3,phuahsiusuann,phoahsiusoann,pss,pss,True,False
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsng1tshui3tshiu1,chng1chhui3chhiu1,tsngtshuitshiu,chngchhuichhiu,ttt,ccc,True,False
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siat4ke3too5,siat4ke3too5,siatketoo,siatketoo,skt,skt,True,True
設計稿,siat-kè-kó,16,siat-kè-kó,siat4ke3ko2,siat4ke3ko2,siatkeko,siatkeko,skk,skk,True,False
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kim1tsioh8,chhi3kim1chioh8,tshikimtsioh,chhikimchioh,tkt,ckc,True,False
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng1,tau7iu5kng1,tauiukng,tauiukng,tik,tik,True,False
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,ti1kha1lam5,ti1kha1lam5,tikhalam,tikhalam,tkl,tkl,True,False
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tah4lai7li2,tah4lai7li2,tahlaili,tahlaili,tll,tll,True,False
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau1,chhat8a2khau1,tshatakhau,chhatakhau,tak,cak,True,False
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tik4pue3,khi2tek4poe3,khitikpue,khitekpoe,ktp,ktp,True,False
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,kha1tah8a2,kha1tah8a2,khataha,khataha,kta,kta,True,False
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,kha1tah8hong1,kha1tah8hong1,khatahhong,khatahhong,kth,kth,True,False
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshia1a2suann3,chhia1a2soann3,tshiaasuann,chhiaasoann,tas,cas,True,False
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshia1khang1khue3,chhia1khang1khoe3,tshiakhangkhue,chhiakhangkhoe,tkk,ckk,True,False
車輪仔,tshia-lián-á,16,chhia-lián-á,tshia1lian2a2,chhia1lian2a2,tshialiana,chhialiana,tla,cla,True,False
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu1,lian3leng5chhiu1,lianlingtshiu,lianlengchhiu,llt,llc,True,False
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5,thuehueloo,thoehoeloo,thl,thl,True,False
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat4,thau3beng5chhat4,thaubingtshat,thaubengchhat,tbt,tbc,True,False
釐仔甲,li-á-khah,16,li-á-khah,li1a2khah4,li1a2khah4,liakhah,liakhah,lak,lak,True,False
金剛砂,kim-kong-sua,16,kim-kong-soa,kim1kong1sua1,kim1kong1soa1,kimkongsua,kimkongsoa,kks,kks,True,True
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kim1kong3thui5,kim1kong3thui5,kimkongthui,kimkongthui,kkt,kkt,True,False
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kim1pai5boo5,kim1pai5boo5,kimpaiboo,kimpaiboo,kpb,kpb,True,False
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kim1poh8a2,kim1poh8a2,kimpoha,kimpoha,kpa,kpa,True,False
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kim1tsinn5hun5,kim1chinn5hun5,kimtsinnhun,kimchinnhun,kth,kch,True,False
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5,tingathui,tengathui,tat,tat,True,False
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam1,liu2a2tiam1,liuatiam,liuatiam,lat,lat,True,False
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3,ianjike,ianjike,ijk,ijk,True,False
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5pang1a2,ian5pang1a2,ianpanga,ianpanga,ipa,ipa,True,False
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pit4a2,ian5pit4a2,ianpita,ianpita,ipa,ipa,True,False
鉸刀花,ka-to-hue,16,ka-to-hoe,ka1to1hue1,ka1to1hoe1,katohue,katohoe,kth,kth,True,False
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2,ginpoha,ginpoha,gpa,gpa,True,False
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2,tangbina,tangbina,tba,tba,True,False
鋏玻璃,giap-po-lê,16,giap-po-lê,giap4po1le5,giap4po1le5,giappole,giappole,gpl,gpl,True,False
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2,tsinntea,chinntea,tta,cta,True,False
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3,liantuaki,liantoaki,ltk,ltk,True,False
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunn1a2,kiann3siunn1a2,kiannsiunna,kiannsiunna,ksa,ksa,True,False
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2,liamlika,liamleka,lla,lla,True,False
鐵仔支,thih-á-ki,16,thih-á-ki,thih4a2ki1,thih4a2ki1,thihaki,thihaki,tak,tak,True,False
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thih4a2pang7,thih4a2pang7,thihapang,thihapang,tap,tap,True,False
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thih4tang1tshenn1,thih4tang1chhenn1,thihtangtshenn,thihtangchhenn,ttt,ttc,True,True
鐵剪仔,thih-tsián-á,16,thih-chián-á,thih4tsian2a2,thih4chian2a2,thihtsiana,thihchiana,tta,tca,True,False
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thih4thui5a2,thih4thui5a2,thihthuia,thihthuia,tta,tta,True,True
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang1,le7kio5pang1,lekiopang,lekiopang,lkp,lkp,True,False
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5,tshakatai,chhakatai,tat,cat,True,False
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiau1khik4to1,tiau1khek4to1,tiaukhikto,tiaukhekto,tkt,tkt,True,False
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiau1khik4ki1,tiau1khek4ki1,tiaukhikki,tiaukhekki,tkk,tkk,True,False
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,ke1nng7bin7,ke1nng7bin7,kenngbin,kenngbin,knb,knb,True,False
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,ke1sai2hun5,ke1sai2hun5,kesaihun,kesaihun,ksh,ksh,True,False
離心機,li-sim-ki,16,li-sim-ki,li1sim1ki1,li1sim1ki1,lisimki,lisimki,lsk,lsk,True,False
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting1,tian7thoo5teng1,tianthooting,tianthooteng,ttt,ttt,True,False
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5,tianjiatloo,tianjiatloo,tjl,tjl,True,False
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hong1ku1,tian7hong1ku1,tianhongku,tianhongku,thk,thk,True,False
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenn1tau2tsioh8,chhenn1tau2chioh8,tshenntautsioh,chhenntauchioh,ttt,ctc,True,False
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2,epueha,epoeha,epa,epa,True,False
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2,suntshiuthe,sunchhiuthe,stt,sct,True,False
風車花,hong-tshia-hue,16,hong-chhia-hoe,hong1tshia1hue1,hong1chhia1hoe1,hongtshiahue,hongchhiahoe,hth,hch,True,False
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenn1tshat4,chiah8chhenn1chhat4,tsiahtshenntshat,chiahchhennchhat,ttt,ccc,True,False
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2,pngtshiama,pngchhiama,pta,pca,True,False
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5,hiapuann,hiapoann,hap,hap,True,False
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2,hilanga,hilanga,hla,hla,True,False
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah4,hi5lan5kah4,hilankah,hilankah,hlk,hlk,True,False
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5,hilanbun,hilanbun,hlb,hlb,True,False
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5,taihitshui,taihichhui,tht,thc,True,False
鯊魚刀,sua-hî-to,16,soa-hî-to,sua1hi5to1,soa1hi5to1,suahito,soahito,sht,sht,True,False
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2,iamtanga,iamtanga,ita,ita,True,True
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2,ngthoote,ngthoote,ntt,ntt,True,False
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2,ngthoohun,ngthoohun,nth,nth,True,False
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2,ngtauhun,ngtauhun,nth,nth,True,False
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim1,liam5bi2kim1,liambikim,liambikim,lbk,lbk,True,False
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oo1bak8ue7,oo1bak8oe7,oobakue,oobakoe,obu,obo,True,False
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting1,koo2a2teng1,kooating,kooateng,kat,kat,True,False
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2,liongitshiu,liongichhiu,lit,lic,True,False
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8,lingginghioh,lenggenghioh,lgh,lgh,True,False
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,ku1kah4bun5,ku1kah4bun5,kukahbun,kukahbun,kkb,kkb,True,False
布袋,pòo-tē,15,pò͘-tē,poo3te7,poo3te7,poote,poote,pt,pt,True,False
hì-tah開關,hì-tah khai-kuan,12,hì-tah khai-koan,hi3tah4khai1kuan1,hi3tah4khai1koan1,hitahkhaikuan,hitahkhaikoan,htkk,htkk,True,False
khe金倒槽,khe-kim-tò-tsô,12,khe-kim-tò-chô,khe1kim1to3tso5,khe1kim1to3cho5,khekimtotso,khekimtocho,kktt,kktc,True,False
phue體kue枋,phue-thé kue-pang,12,phoe-thé koe-pang,phue1the2kue1pang1,phoe1the2koe1pang1,phuethekuepang,phoethekoepang,ptkp,ptkp,True,False
一分丁線,tsi̍t-hun-ting-suànn,12,chi̍t-hun-teng-sòaⁿ,tsit8hun1ting1suann3,chit8hun1teng1soann3,tsithuntingsuann,chithuntengsoann,thts,chts,True,False
七分鑿仔,tshit-hun-tsha̍k-á,12,chhit-hun-chha̍k-á,tshit4hun1tshak8a2,chhit4hun1chhak8a2,tshithuntshaka,chhithunchhaka,thta,chca,True,False
三分鑿仔,sann-hun-tsha̍k-á,12,saⁿ-hun-chha̍k-á,sann1hun1tshak8a2,sann1hun1chhak8a2,sannhuntshaka,sannhunchhaka,shta,shca,True,False
三角刀仔,sann-kak-to-á,12,saⁿ-kak-to-á,sann1kak4to1a2,sann1kak4to1a2,sannkaktoa,sannkaktoa,skta,skta,True,False
乾漆茶盤,kan-tshat tê-puânn,12,kan-chhat tê-pôaⁿ,kan1tshat4te5puann5,kan1chhat4te5poann5,kantshattepuann,kanchhattepoann,kttp,kctp,True,True
五分鑿仔,gōo-hun-tsha̍k-á,12,gō͘-hun-chha̍k-á,goo7hun1tshak8a2,goo7hun1chhak8a2,goohuntshaka,goohunchhaka,ghta,ghca,True,False
便當篋仔,piān-tong-kheh-á,12,piān-tong-kheh-á,pian7tong1kheh4a2,pian7tong1kheh4a2,piantongkheha,piantongkheha,ptka,ptka,True,False
修光鑿仔,siu-kng-tsha̍k-á,12,siu-kng-chha̍k-á,siu1kng1tshak8a2,siu1kng1chhak8a2,siukngtshaka,siukngchhaka,skta,skca,True,False
做四條線,tsò-sì-tiâu-suànn,12,chò-sì-tiâu-sòaⁿ,tso3si3tiau5suann3,cho3si3tiau5soann3,tsositiausuann,chositiausoann,tsts,csts,True,False
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5,tsobate,chobate,tbe,cbe,True,False
兩分丁線,nn̄g-hun-ting-suànn,12,nn̄g-hun-teng-sòaⁿ,nng7hun1ting1suann3,nng7hun1teng1soann3,nnghuntingsuann,nnghuntengsoann,nhts,nhts,True,False
兩分鑿仔,nn̄g-hun-tsha̍k-á,12,nn̄g-hun-chha̍k-á,nng7hun1tshak8a2,nng7hun1chhak8a2,nnghuntshaka,nnghunchhaka,nhta,nhca,True,False
冰種的,ping-tsíng--ê,12,peng-chéng--ê,ping1tsing2e5,peng1cheng2e5,pingtsinge,pengchenge,pte,pce,True,False
分半鑿仔,hun-puànn-tsha̍k-á,12,hun-pòaⁿ-chha̍k-á,hun1puann3tshak8a2,hun1poann3chhak8a2,hunpuanntshaka,hunpoannchhaka,hpta,hpca,True,False
切線模仔,tshiat-suànn-bôo-á,12,chhiat-sòaⁿ-bô͘-á,tshiat4suann3boo5a2,chhiat4soann3boo5a2,tshiatsuannbooa,chhiatsoannbooa,tsba,csba,True,False
南京剾仔,lâm-kiann-khau-á,12,lâm-kiaⁿ-khau-á,lam5kiann1khau1a2,lam5kiann1khau1a2,lamkiannkhaua,lamkiannkhaua,lkka,lkka,True,False
印仔手指,ìn-á-tshiú-tsí,12,ìn-á-chhiú-chí,in3a2tshiu2tsi2,in3a2chhiu2chi2,inatshiutsi,inachhiuchi,iatt,iacc,True,True
厚葉柃木,kāu-hio̍h-lîng-bo̍k,12,kāu-hio̍h-lêng-bo̍k,kau7hioh8ling5bok8,kau7hioh8leng5bok8,kauhiohlingbok,kauhiohlengbok,khlb,khlb,True,False
原料槽仔,guân-liāu-tsô-á,12,goân-liāu-chô-á,guan5liau7tso5a2,goan5liau7cho5a2,guanliautsoa,goanliauchoa,glta,glca,True,False
吊鏡片仔,tiò-kiànn-phìnn-á,12,tiò-kiàⁿ-phìⁿ-á,tio3kiann3phinn3a2,tio3kiann3phinn3a2,tiokiannphinna,tiokiannphinna,tkpa,tkpa,True,False
四叉鋏仔,sì-tshe-giap-á,12,sì-chhe-giap-á,si3tshe1giap4a2,si3chhe1giap4a2,sitshegiapa,sichhegiapa,stga,scga,True,False
四耳提壺,sì-hīnn thê-ôo,12,sì-hīⁿ thê-ô͘,si3hinn7the5oo5,si3hinn7the5oo5,sihinntheoo,sihinntheoo,shto,shto,True,False
塑膠桮刀,sok-ka-pue-to,12,sok-ka-poe-to,sok4ka1pue1to1,sok4ka1poe1to1,sokkapueto,sokkapoeto,skpt,skpt,True,False
