hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taigitv,is_variant
安全人員,an-tsuân jîn-uân,12,an-choân jîn-oân,an1tsuan5jin5uan5,an1choan5jin5oan5,ㄢㄗㄨㄢˊㆢㄧㄣˊㄨㄢˊ,,antsuanjinuan,anchoanjinoan,ㄢㄗㄨㄢㆢㄧㄣㄨㄢ,,atju,acjo,ㄢㄗㆢㄨ,,True,False
安非他命,an-hui-tha-bīng,12,an-hui-tha-bēng,an1hui1tha1bing7,an1hui1tha1beng7,ㄢㄏㄨㄧㄊㄚㆠㄧㄥ˫,,anhuithabing,anhuithabeng,ㄢㄏㄨㄧㄊㄚㆠㄧㄥ,,ahtb,ahtb,ㄢㄏㄊㆠ,,True,False
完全停止,uân-tsuân thîng-tsí,12,oân-choân thêng-chí,uan5tsuan5thing5tsi2,oan5choan5theng5chi2,ㄨㄢˊㄗㄨㄢˊㄊㄧㄥˊㄐㄧˋ,,uantsuanthingtsi,oanchoanthengchi,ㄨㄢㄗㄨㄢㄊㄧㄥㄐㄧ,,uttt,octc,ㄨㄗㄊㄐ,,True,False
完全打擊,uân-tsuân tánn-kik,12,oân-choân táⁿ-kek,uan5tsuan5tann2kik4,oan5choan5tann2kek4,ㄨㄢˊㄗㄨㄢˊㄉㆩˋㄍㄧㆻ,,uantsuantannkik,oanchoantannkek,ㄨㄢㄗㄨㄢㄉㆩㄍㄧㆻ,,uttk,octk,ㄨㄗㄉㄍ,,True,False
完全比賽,uân-tsuân pí-sài,12,oân-choân pí-sài,uan5tsuan5pi2sai3,oan5choan5pi2sai3,ㄨㄢˊㄗㄨㄢˊㄅㄧˋㄙㄞ˪,,uantsuanpisai,oanchoanpisai,ㄨㄢㄗㄨㄢㄅㄧㄙㄞ,,utps,ocps,ㄨㄗㄅㄙ,,True,False
定向越野,tīng-hiòng ua̍t-iá,12,tēng-hiòng oa̍t-iá,ting7hiong3uat8ia2,teng7hiong3oat8ia2,ㄉㄧㄥ˫ㄏㄧㆲ˪ㄨㄚㆵ̇ㄧㄚˋ,,tinghionguatia,tenghiongoatia,ㄉㄧㄥㄏㄧㆲㄨㄚㆵㄧㄚ,,thui,thoi,ㄉㄏㄨㄧ,,True,False
定向運動,tīng-hiòng ūn-tōng,12,tēng-hiòng ūn-tōng,ting7hiong3un7tong7,teng7hiong3un7tong7,ㄉㄧㄥ˫ㄏㄧㆲ˪ㄨㄣ˫ㄉㆲ˫,,tinghionguntong,tenghionguntong,ㄉㄧㄥㄏㄧㆲㄨㄣㄉㆲ,,thut,thut,ㄉㄏㄨㄉ,,True,False
定妝噴霧,tīng-tsong phùn-bū,12,tēng-chong phùn-bū,ting7tsong1phun3bu7,teng7chong1phun3bu7,ㄉㄧㄥ˫ㄗㆲㄆㄨㄣ˪ㆠㄨ˫,,tingtsongphunbu,tengchongphunbu,ㄉㄧㄥㄗㆲㄆㄨㄣㆠㄨ,,ttpb,tcpb,ㄉㄗㄆㆠ,,True,False
寄養家庭,kià-ióng ka-tîng,12,kià-ióng ka-têng,kia3iong2ka1ting5,kia3iong2ka1teng5,ㄍㄧㄚ˪ㄧㆲˋㄍㄚㄉㄧㄥˊ,,kiaiongkating,kiaiongkateng,ㄍㄧㄚㄧㆲㄍㄚㄉㄧㄥ,,kikt,kikt,ㄍㄧㄍㄉ,,True,False
對拍一支,tuì-phah tsi̍t-ki,12,tùi-phah chi̍t-ki,tui3phah4tsit8ki1,tui3phah4chit8ki1,ㄉㄨㄧ˪ㄆㄚㆷㄐㄧㆵ̇ㄍㄧ,,tuiphahtsitki,tuiphahchitki,ㄉㄨㄧㄆㄚㆷㄐㄧㆵㄍㄧ,,tptk,tpck,ㄉㄆㄐㄍ,,True,False
小抹香鯨,sió-buah-hiang-king,12,sió-boah-hiang-keng,sio2buah4hiang1king1,sio2boah4hiang1keng1,ㄒㄧㄛˋㆠㄨㄚㆷㄏㄧㄤㄍㄧㄥ,,siobuahhiangking,sioboahhiangkeng,ㄒㄧㄛㆠㄨㄚㆷㄏㄧㄤㄍㄧㄥ,,sbhk,sbhk,ㄒㆠㄏㄍ,,True,False
尪仔粉條,ang-á-hún-tiâu,12,ang-á-hún-tiâu,ang1a2hun2tiau5,ang1a2hun2tiau5,ㄤㄚˋㄏㄨㄣˋㄉㄧㄠˊ,,angahuntiau,angahuntiau,ㄤㄚㄏㄨㄣㄉㄧㄠ,,aaht,aaht,ㄤㄚㄏㄉ,,True,False
尪仔粉盤,ang-á-hún-puânn,12,ang-á-hún-pôaⁿ,ang1a2hun2puann5,ang1a2hun2poann5,ㄤㄚˋㄏㄨㄣˋㄅㄨㆩˊ,,angahunpuann,angahunpoann,ㄤㄚㄏㄨㄣㄅㄨㆩ,,aahp,aahp,ㄤㄚㄏㄅ,,True,False
尪仔粉筅,ang-á-hún-tshíng,12,ang-á-hún-chhéng,ang1a2hun2tshing2,ang1a2hun2chheng2,ㄤㄚˋㄏㄨㄣˋㄑㄧㄥˋ,,angahuntshing,angahunchheng,ㄤㄚㄏㄨㄣㄑㄧㄥ,,aaht,aahc,ㄤㄚㄏㄑ,,True,False
尪仔粉膏,ang-á-hún-ko,12,ang-á-hún-ko,ang1a2hun2ko1,ang1a2hun2ko1,ㄤㄚˋㄏㄨㄣˋㄍㄛ,,angahunko,angahunko,ㄤㄚㄏㄨㄣㄍㄛ,,aahk,aahk,ㄤㄚㄏㄍ,,True,False
山頂山跤,suann-tíng suann-kha,12,soaⁿ-téng soaⁿ-kha,suann1ting2suann1kha1,soann1teng2soann1kha1,ㄙㄨㆩㄉㄧㄥˋㄙㄨㆩㄎㄚ,,suanntingsuannkha,soanntengsoannkha,ㄙㄨㆩㄉㄧㄥㄙㄨㆩㄎㄚ,,stsk,stsk,ㄙㄉㄙㄎ,,True,False
巡弋飛彈,sûn-ik hui-tuânn,12,sûn-ek hui-tôaⁿ,sun5ik4hui1tuann5,sun5ek4hui1toann5,ㄙㄨㄣˊㄧㆻㄏㄨㄧㄉㄨㆩˊ,,sunikhuituann,sunekhuitoann,ㄙㄨㄣㄧㆻㄏㄨㄧㄉㄨㆩ,,siht,seht,ㄙㄧㄏㄉ,,True,False
帕金森症,phà-kim-sim-tsìng,12,phà-kim-sim-chèng,pha3kim1sim1tsing3,pha3kim1sim1cheng3,ㄆㄚ˪ㄍㄧㆬㄒㄧㆬㄐㄧㄥ˪,,phakimsimtsing,phakimsimcheng,ㄆㄚㄍㄧㆬㄒㄧㆬㄐㄧㄥ,,pkst,pksc,ㄆㄍㄒㄐ,,True,False
平板電腦,pênn-pán-tiān-náu,12,pêⁿ-pán-tiān-náu,penn5pan2tian7nau2,penn5pan2tian7nau2,ㄅㆥˊㄅㄢˋㄉㄧㄢ˫ㄋㄠˋ,,pennpantiannau,pennpantiannau,ㄅㆥㄅㄢㄉㄧㄢㄋㄠ,,pptn,pptn,ㄅㄅㄉㄋ,,True,False
平板電腦,pînn-pán-tiān-náu,12,pîⁿ-pán-tiān-náu,pinn5pan2tian7nau2,pinn5pan2tian7nau2,ㄅㆪˊㄅㄢˋㄉㄧㄢ˫ㄋㄠˋ,,pinnpantiannau,pinnpantiannau,ㄅㆪㄅㄢㄉㄧㄢㄋㄠ,,pptn,pptn,ㄅㄅㄉㄋ,,True,False
延延投球,iân-tshiân tâu-kiû,12,iân-chhiân tâu-kiû,ian5tshian5tau5kiu5,ian5chhian5tau5kiu5,ㄧㄢˊㄑㄧㄢˊㄉㄠˊㄍㄧㄨˊ,,iantshiantaukiu,ianchhiantaukiu,ㄧㄢㄑㄧㄢㄉㄠㄍㄧㄨ,,ittk,ictk,ㄧㄑㄉㄍ,,True,False
引體搝起,ín-thé-giú-khí,12,ín-thé-giú-khí,in2the2giu2khi2,in2the2giu2khi2,ㄧㄣˋㄊㆤˋㆣㄧㄨˋㄎㄧˋ,,inthegiukhi,inthegiukhi,ㄧㄣㄊㆤㆣㄧㄨㄎㄧ,,itgk,itgk,ㄧㄊㆣㄎ,,True,False
引體搝起,ín-thé-khiú-khí,12,ín-thé-khiú-khí,in2the2khiu2khi2,in2the2khiu2khi2,ㄧㄣˋㄊㆤˋㄎㄧㄨˋㄎㄧˋ,,inthekhiukhi,inthekhiukhi,ㄧㄣㄊㆤㄎㄧㄨㄎㄧ,,itkk,itkk,ㄧㄊㄎㄎ,,True,False
強欲絕種,kiông-beh tse̍h-tsíng,12,kiông-beh che̍h-chéng,kiong5beh4tseh8tsing2,kiong5beh4cheh8cheng2,ㄍㄧㆲˊㆠㆤㆷㄗㆤㆷ̇ㄐㄧㄥˋ,,kiongbehtsehtsing,kiongbehchehcheng,ㄍㄧㆲㆠㆤㆷㄗㆤㆷㄐㄧㄥ,,kbtt,kbcc,ㄍㆠㄗㄐ,,True,False
強欲絕種,kiông-beh tsua̍t-tsíng,12,kiông-beh choa̍t-chéng,kiong5beh4tsuat8tsing2,kiong5beh4choat8cheng2,ㄍㄧㆲˊㆠㆤㆷㄗㄨㄚㆵ̇ㄐㄧㄥˋ,,kiongbehtsuattsing,kiongbehchoatcheng,ㄍㄧㆲㆠㆤㆷㄗㄨㄚㆵㄐㄧㄥ,,kbtt,kbcc,ㄍㆠㄗㄐ,,True,False
強迫取分,kiông-pik tshú-hun,12,kiông-pek chhú-hun,kiong5pik4tshu2hun1,kiong5pek4chhu2hun1,ㄍㄧㆲˊㄅㄧㆻㄘㄨˋㄏㄨㄣ,,kiongpiktshuhun,kiongpekchhuhun,ㄍㄧㆲㄅㄧㆻㄘㄨㄏㄨㄣ,,kpth,kpch,ㄍㄅㄘㄏ,,True,False
強迫進壘,kiông-pik tsìn-luí,12,kiông-pek chìn-lúi,kiong5pik4tsin3lui2,kiong5pek4chin3lui2,ㄍㄧㆲˊㄅㄧㆻㄐㄧㄣ˪ㄌㄨㄧˋ,,kiongpiktsinlui,kiongpekchinlui,ㄍㄧㆲㄅㄧㆻㄐㄧㄣㄌㄨㄧ,,kptl,kpcl,ㄍㄅㄐㄌ,,True,False
後備選手,āu-pī suán-tshiú,12,āu-pī soán-chhiú,au7pi7suan2tshiu2,au7pi7soan2chhiu2,ㄠ˫ㄅㄧ˫ㄙㄨㄢˋㄑㄧㄨˋ,,aupisuantshiu,aupisoanchhiu,ㄠㄅㄧㄙㄨㄢㄑㄧㄨ,,apst,apsc,ㄠㄅㄙㄑ,,True,False
後援出賽,āu-uān tshut-sài,12,āu-oān chhut-sài,au7uan7tshut4sai3,au7oan7chhut4sai3,ㄠ˫ㄨㄢ˫ㄘㄨㆵㄙㄞ˪,,auuantshutsai,auoanchhutsai,ㄠㄨㄢㄘㄨㆵㄙㄞ,,auts,aocs,ㄠㄨㄘㄙ,,True,False
後援投手,āu-uān tâu-tshiú,12,āu-oān tâu-chhiú,au7uan7tau5tshiu2,au7oan7tau5chhiu2,ㄠ˫ㄨㄢ˫ㄉㄠˊㄑㄧㄨˋ,,auuantautshiu,auoantauchhiu,ㄠㄨㄢㄉㄠㄑㄧㄨ,,autt,aotc,ㄠㄨㄉㄑ,,True,False
後設資料,āu-siat tsu-liāu,12,āu-siat chu-liāu,au7siat4tsu1liau7,au7siat4chu1liau7,ㄠ˫ㄒㄧㄚㆵㄗㄨㄌㄧㄠ˫,,ausiattsuliau,ausiatchuliau,ㄠㄒㄧㄚㆵㄗㄨㄌㄧㄠ,,astl,ascl,ㄠㄒㄗㄌ,,True,False
得分位置,tit-hun uī-tì,12,tit-hun ūi-tì,tit4hun1ui7ti3,tit4hun1ui7ti3,ㄉㄧㆵㄏㄨㄣㄨㄧ˫ㄉㄧ˪,,tithunuiti,tithunuiti,ㄉㄧㆵㄏㄨㄣㄨㄧㄉㄧ,,thut,thut,ㄉㄏㄨㄉ,,True,False
復健教練,ho̍k-kiān kàu-liān,12,ho̍k-kiān kàu-liān,hok8kian7kau3lian7,hok8kian7kau3lian7,ㄏㆦㆻ̇ㄍㄧㄢ˫ㄍㄠ˪ㄌㄧㄢ˫,,hokkiankaulian,hokkiankaulian,ㄏㆦㆻㄍㄧㄢㄍㄠㄌㄧㄢ,,hkkl,hkkl,ㄏㄍㄍㄌ,,True,False
德國煙腸,tik-kok ian-tshiâng,12,tek-kok ian-chhiâng,tik4kok4ian1tshiang5,tek4kok4ian1chhiang5,ㄉㄧㆻㄍㆦㆻㄧㄢㄑㄧㄤˊ,,tikkokiantshiang,tekkokianchhiang,ㄉㄧㆻㄍㆦㆻㄧㄢㄑㄧㄤ,,tkit,tkic,ㄉㄍㄧㄑ,,True,False
心肌梗塞,sim-ki kīng-sik,12,sim-ki kēng-sek,sim1ki1king7sik4,sim1ki1keng7sek4,ㄒㄧㆬㄍㄧㄍㄧㄥ˫ㄒㄧㆻ,,simkikingsik,simkikengsek,ㄒㄧㆬㄍㄧㄍㄧㄥㄒㄧㆻ,,skks,skks,ㄒㄍㄍㄒ,,True,False
心肌梗窒,sim-ki kénn-that,12,sim-ki kéⁿ-that,sim1ki1kenn2that4,sim1ki1kenn2that4,ㄒㄧㆬㄍㄧㄍㆥˋㄊㄚㆵ,,simkikennthat,simkikennthat,ㄒㄧㆬㄍㄧㄍㆥㄊㄚㆵ,,skkt,skkt,ㄒㄍㄍㄊ,,True,False
心肌梗窒,sim-ki kínn-that,12,sim-ki kíⁿ-that,sim1ki1kinn2that4,sim1ki1kinn2that4,ㄒㄧㆬㄍㄧㄍㆪˋㄊㄚㆵ,,simkikinnthat,simkikinnthat,ㄒㄧㆬㄍㄧㄍㆪㄊㄚㆵ,,skkt,skkt,ㄒㄍㄍㄊ,,True,False
心血管病,sim-hueh-kńg-pēnn,12,sim-hoeh-kńg-pēⁿ,sim1hueh4kng2penn7,sim1hoeh4kng2penn7,ㄒㄧㆬㄏㄨㆤㆷㄍㆭˋㄅㆥ˫,,simhuehkngpenn,simhoehkngpenn,ㄒㄧㆬㄏㄨㆤㆷㄍㆭㄅㆥ,,shkp,shkp,ㄒㄏㄍㄅ,,True,False
心血管病,sim-huih-kńg-pīnn,12,sim-huih-kńg-pīⁿ,sim1huih4kng2pinn7,sim1huih4kng2pinn7,ㄒㄧㆬㄏㄨㄧㆷㄍㆭˋㄅㆪ˫,,simhuihkngpinn,simhuihkngpinn,ㄒㄧㆬㄏㄨㄧㆷㄍㆭㄅㆪ,,shkp,shkp,ㄒㄏㄍㄅ,,True,False
快樂棒球,khuài-lo̍k pāng-kiû,12,khoài-lo̍k pāng-kiû,khuai3lok8pang7kiu5,khoai3lok8pang7kiu5,ㄎㄨㄞ˪ㄌㆦㆻ̇ㄅㄤ˫ㄍㄧㄨˊ,,khuailokpangkiu,khoailokpangkiu,ㄎㄨㄞㄌㆦㆻㄅㄤㄍㄧㄨ,,klpk,klpk,ㄎㄌㄅㄍ,,True,False
快樂野球,khuài-lo̍k iá-kiû,12,khoài-lo̍k iá-kiû,khuai3lok8ia2kiu5,khoai3lok8ia2kiu5,ㄎㄨㄞ˪ㄌㆦㆻ̇ㄧㄚˋㄍㄧㄨˊ,,khuailokiakiu,khoailokiakiu,ㄎㄨㄞㄌㆦㆻㄧㄚㄍㄧㄨ,,klik,klik,ㄎㄌㄧㄍ,,True,False
情緒叨撚,tsîng-sū lo-lián,12,chêng-sū lo-lián,tsing5su7lo1lian2,cheng5su7lo1lian2,ㄐㄧㄥˊㄙㄨ˫ㄌㄛㄌㄧㄢˋ,,tsingsulolian,chengsulolian,ㄐㄧㄥㄙㄨㄌㄛㄌㄧㄢ,,tsll,csll,ㄐㄙㄌㄌ,,True,False
惡性腫瘤,ok-sìng tsíng-liû,12,ok-sèng chéng-liû,ok4sing3tsing2liu5,ok4seng3cheng2liu5,ㆦㆻㄒㄧㄥ˪ㄐㄧㄥˋㄌㄧㄨˊ,,oksingtsingliu,oksengchengliu,ㆦㆻㄒㄧㄥㄐㄧㄥㄌㄧㄨ,,ostl,oscl,ㆦㄒㄐㄌ,,True,False
應用程式,ìng-iōng thîng-sik,12,èng-iōng thêng-sek,ing3iong7thing5sik4,eng3iong7theng5sek4,ㄧㄥ˪ㄧㆲ˫ㄊㄧㄥˊㄒㄧㆻ,,ingiongthingsik,engiongthengsek,ㄧㄥㄧㆲㄊㄧㄥㄒㄧㆻ,,iits,eits,ㄧㄧㄊㄒ,,True,False
應用程式,ìng-iōng tîng-sik,12,èng-iōng têng-sek,ing3iong7ting5sik4,eng3iong7teng5sek4,ㄧㄥ˪ㄧㆲ˫ㄉㄧㄥˊㄒㄧㆻ,,ingiongtingsik,engiongtengsek,ㄧㄥㄧㆲㄉㄧㄥㄒㄧㆻ,,iits,eits,ㄧㄧㄉㄒ,,True,False
打擊教練,tánn-kik kàu-liān,12,táⁿ-kek kàu-liān,tann2kik4kau3lian7,tann2kek4kau3lian7,ㄉㆩˋㄍㄧㆻㄍㄠ˪ㄌㄧㄢ˫,,tannkikkaulian,tannkekkaulian,ㄉㆩㄍㄧㆻㄍㄠㄌㄧㄢ,,tkkl,tkkl,ㄉㄍㄍㄌ,,True,False
打擊順序,tánn-kik sūn-sī,12,táⁿ-kek sūn-sī,tann2kik4sun7si7,tann2kek4sun7si7,ㄉㆩˋㄍㄧㆻㄙㄨㄣ˫ㄒㄧ˫,,tannkiksunsi,tannkeksunsi,ㄉㆩㄍㄧㆻㄙㄨㄣㄒㄧ,,tkss,tkss,ㄉㄍㄙㄒ,,True,False
打擊順序,tánn-kik sūn-sū,12,táⁿ-kek sūn-sū,tann2kik4sun7su7,tann2kek4sun7su7,ㄉㆩˋㄍㄧㆻㄙㄨㄣ˫ㄙㄨ˫,,tannkiksunsu,tannkeksunsu,ㄉㆩㄍㄧㆻㄙㄨㄣㄙㄨ,,tkss,tkss,ㄉㄍㄙㄙ,,True,False
打跑戰術,tánn-pháu tsiàn-su̍t,12,táⁿ-pháu chiàn-su̍t,tann2phau2tsian3sut8,tann2phau2chian3sut8,ㄉㆩˋㄆㄠˋㄐㄧㄢ˪ㄙㄨㆵ̇,,tannphautsiansut,tannphauchiansut,ㄉㆩㄆㄠㄐㄧㄢㄙㄨㆵ,,tpts,tpcs,ㄉㄆㄐㄙ,,True,False
技術委員,ki-su̍t uí-uân,12,ki-su̍t úi-oân,ki1sut8ui2uan5,ki1sut8ui2oan5,ㄍㄧㄙㄨㆵ̇ㄨㄧˋㄨㄢˊ,,kisutuiuan,kisutuioan,ㄍㄧㄙㄨㆵㄨㄧㄨㄢ,,ksuu,ksuo,ㄍㄙㄨㄨ,,True,False
投手教練,tâu-tshiú kàu-liān,12,tâu-chhiú kàu-liān,tau5tshiu2kau3lian7,tau5chhiu2kau3lian7,ㄉㄠˊㄑㄧㄨˋㄍㄠ˪ㄌㄧㄢ˫,,tautshiukaulian,tauchhiukaulian,ㄉㄠㄑㄧㄨㄍㄠㄌㄧㄢ,,ttkl,tckl,ㄉㄑㄍㄌ,,True,False
投手犯規,tâu-tshiú huān-kui,12,tâu-chhiú hoān-kui,tau5tshiu2huan7kui1,tau5chhiu2hoan7kui1,ㄉㄠˊㄑㄧㄨˋㄏㄨㄢ˫ㄍㄨㄧ,,tautshiuhuankui,tauchhiuhoankui,ㄉㄠㄑㄧㄨㄏㄨㄢㄍㄨㄧ,,tthk,tchk,ㄉㄑㄏㄍ,,True,False
投捕教練,tâu-póo kàu-liān,12,tâu-pó͘ kàu-liān,tau5poo2kau3lian7,tau5poo2kau3lian7,ㄉㄠˊㄅㆦˋㄍㄠ˪ㄌㄧㄢ˫,,taupookaulian,taupookaulian,ㄉㄠㄅㆦㄍㄠㄌㄧㄢ,,tpkl,tpkl,ㄉㄅㄍㄌ,,True,False
投球局數,tâu-kiû kio̍k-sòo,12,tâu-kiû kio̍k-sò͘,tau5kiu5kiok8soo3,tau5kiu5kiok8soo3,ㄉㄠˊㄍㄧㄨˊㄍㄧㆦㆻ̇ㄙㆦ˪,,taukiukioksoo,taukiukioksoo,ㄉㄠㄍㄧㄨㄍㄧㆦㆻㄙㆦ,,tkks,tkks,ㄉㄍㄍㄙ,,True,False
投補配搭,tâu-póo phuè-tah,12,tâu-pó͘ phòe-tah,tau5poo2phue3tah4,tau5poo2phoe3tah4,ㄉㄠˊㄅㆦˋㄆㄨㆤ˪ㄉㄚㆷ,,taupoophuetah,taupoophoetah,ㄉㄠㄅㆦㄆㄨㆤㄉㄚㆷ,,tppt,tppt,ㄉㄅㄆㄉ,,True,False
抗力作用,khòng-li̍k tsok-iōng,12,khòng-le̍k chok-iōng,khong3lik8tsok4iong7,khong3lek8chok4iong7,ㄎㆲ˪ㄌㄧㆻ̇ㄗㆦㆻㄧㆲ˫,,khongliktsokiong,khonglekchokiong,ㄎㆲㄌㄧㆻㄗㆦㆻㄧㆲ,,klti,klci,ㄎㄌㄗㄧ,,True,False
拉不拉多,la-put-la-to,12,la-put-la-to,la1put4la1to1,la1put4la1to1,ㄌㄚㄅㄨㆵㄌㄚㄉㄛ,,laputlato,laputlato,ㄌㄚㄅㄨㆵㄌㄚㄉㄛ,,lplt,lplt,ㄌㄅㄌㄉ,,True,False
拍光粉餅,phah-kng hún-piánn,12,phah-kng hún-piáⁿ,phah4kng1hun2piann2,phah4kng1hun2piann2,ㄆㄚㆷㄍㆭㄏㄨㄣˋㄅㄧㆩˋ,,phahknghunpiann,phahknghunpiann,ㄆㄚㆷㄍㆭㄏㄨㄣㄅㄧㆩ,,pkhp,pkhp,ㄆㄍㄏㄅ,,True,False
拗式手機,áu-sik tshiú-ki,12,áu-sek chhiú-ki,au2sik4tshiu2ki1,au2sek4chhiu2ki1,ㄠˋㄒㄧㆻㄑㄧㄨˋㄍㄧ,,ausiktshiuki,ausekchhiuki,ㄠㄒㄧㆻㄑㄧㄨㄍㄧ,,astk,asck,ㄠㄒㄑㄍ,,True,False
拿鐵咖啡,la-thé ka-pi,12,la-thé ka-pi,la1the2ka1pi1,la1the2ka1pi1,ㄌㄚㄊㆤˋㄍㄚㄅㄧ,,lathekapi,lathekapi,ㄌㄚㄊㆤㄍㄚㄅㄧ,,ltkp,ltkp,ㄌㄊㄍㄅ,,True,False
指定打擊,tsí-tīng-tánn-kik,12,chí-tēng-táⁿ-kek,tsi2ting7tann2kik4,chi2teng7tann2kek4,ㄐㄧˋㄉㄧㄥ˫ㄉㆩˋㄍㄧㆻ,,tsitingtannkik,chitengtannkek,ㄐㄧㄉㄧㄥㄉㆩㄍㄧㆻ,,tttk,cttk,ㄐㄉㄉㄍ,,True,False
指定讓渡,tsí-tīng jiōng-tōo,12,chí-tēng jiōng-tō͘,tsi2ting7jiong7too7,chi2teng7jiong7too7,ㄐㄧˋㄉㄧㄥ˫ㆢㄧㆲ˫ㄉㆦ˫,,tsitingjiongtoo,chitengjiongtoo,ㄐㄧㄉㄧㄥㆢㄧㆲㄉㆦ,,ttjt,ctjt,ㄐㄉㆢㄉ,,True,False
指定讓渡,tsí-tīng liōng-tōo,12,chí-tēng liōng-tō͘,tsi2ting7liong7too7,chi2teng7liong7too7,ㄐㄧˋㄉㄧㄥ˫ㄌㄧㆲ˫ㄉㆦ˫,,tsitingliongtoo,chitengliongtoo,ㄐㄧㄉㄧㄥㄌㄧㆲㄉㆦ,,ttlt,ctlt,ㄐㄉㄌㄉ,,True,False
指紋解鎖,tsí-bûn kái-só,12,chí-bûn kái-só,tsi2bun5kai2so2,chi2bun5kai2so2,ㄐㄧˋㆠㄨㄣˊㄍㄞˋㄙㄛˋ,,tsibunkaiso,chibunkaiso,ㄐㄧㆠㄨㄣㄍㄞㄙㄛ,,tbks,cbks,ㄐㆠㄍㄙ,,True,False
捕手妨礙,póo-tshiú hông-gāi,12,pó͘-chhiú hông-gāi,poo2tshiu2hong5gai7,poo2chhiu2hong5gai7,ㄅㆦˋㄑㄧㄨˋㄏㆲˊㆣㄞ˫,,pootshiuhonggai,poochhiuhonggai,ㄅㆦㄑㄧㄨㄏㆲㆣㄞ,,pthg,pchg,ㄅㄑㄏㆣ,,True,False
捕手教練,póo-tshiú kàu-liān,12,pó͘-chhiú kàu-liān,poo2tshiu2kau3lian7,poo2chhiu2kau3lian7,ㄅㆦˋㄑㄧㄨˋㄍㄠ˪ㄌㄧㄢ˫,,pootshiukaulian,poochhiukaulian,ㄅㆦㄑㄧㄨㄍㄠㄌㄧㄢ,,ptkl,pckl,ㄅㄑㄍㄌ,,True,False
授權鎖匙,siū-khuân só-sî,12,siū-khoân só-sî,siu7khuan5so2si5,siu7khoan5so2si5,ㄒㄧㄨ˫ㄎㄨㄢˊㄙㄛˋㄒㄧˊ,,siukhuansosi,siukhoansosi,ㄒㄧㄨㄎㄨㄢㄙㄛㄒㄧ,,skss,skss,ㄒㄎㄙㄒ,,True,False
掛耳咖啡,kuà-hī ka-pi,12,kòa-hī ka-pi,kua3hi7ka1pi1,koa3hi7ka1pi1,ㄍㄨㄚ˪ㄏㄧ˫ㄍㄚㄅㄧ,,kuahikapi,koahikapi,ㄍㄨㄚㄏㄧㄍㄚㄅㄧ,,khkp,khkp,ㄍㄏㄍㄅ,,True,False
掛耳咖啡,kuà-hīnn ka-pi,12,kòa-hīⁿ ka-pi,kua3hinn7ka1pi1,koa3hinn7ka1pi1,ㄍㄨㄚ˪ㄏㆪ˫ㄍㄚㄅㄧ,,kuahinnkapi,koahinnkapi,ㄍㄨㄚㄏㆪㄍㄚㄅㄧ,,khkp,khkp,ㄍㄏㄍㄅ,,True,False
接力走標,tsiap-li̍k tsáu-pio,12,chiap-le̍k cháu-pio,tsiap4lik8tsau2pio1,chiap4lek8chau2pio1,ㄐㄧㄚㆴㄌㄧㆻ̇ㄗㄠˋㄅㄧㄛ,,tsiapliktsaupio,chiaplekchaupio,ㄐㄧㄚㆴㄌㄧㆻㄗㄠㄅㄧㄛ,,tltp,clcp,ㄐㄌㄗㄅ,,True,False
接目睫毛,tsiap ba̍k-tsiah-mn̂g,12,chiap ba̍k-chiah-mn̂g,tsiap4bak8tsiah4mng5,chiap4bak8chiah4mng5,ㄐㄧㄚㆴㆠㄚㆻ̇ㄐㄧㄚㆷㄇㆭˊ,,tsiapbaktsiahmng,chiapbakchiahmng,ㄐㄧㄚㆴㆠㄚㆻㄐㄧㄚㆷㄇㆭ,,tbtm,cbcm,ㄐㆠㄐㄇ,,True,False
接目睫毛,tsiap ba̍k-tsiap-mn̂g,12,chiap ba̍k-chiap-mn̂g,tsiap4bak8tsiap4mng5,chiap4bak8chiap4mng5,ㄐㄧㄚㆴㆠㄚㆻ̇ㄐㄧㄚㆴㄇㆭˊ,,tsiapbaktsiapmng,chiapbakchiapmng,ㄐㄧㄚㆴㆠㄚㆻㄐㄧㄚㆴㄇㆭ,,tbtm,cbcm,ㄐㆠㄐㄇ,,True,False
掩身戰機,iám-sin tsiàn-ki,12,iám-sin chiàn-ki,iam2sin1tsian3ki1,iam2sin1chian3ki1,ㄧㆰˋㄒㄧㄣㄐㄧㄢ˪ㄍㄧ,,iamsintsianki,iamsinchianki,ㄧㆰㄒㄧㄣㄐㄧㄢㄍㄧ,,istk,isck,ㄧㄒㄐㄍ,,True,False
提拉米蘇,thī-lā-mī-sú,12,thī-lā-mī-sú,thi7la7mi7su2,thi7la7mi7su2,ㄊㄧ˫ㄌㄚ˫ㄇㄧ˫ㄙㄨˋ,,thilamisu,thilamisu,ㄊㄧㄌㄚㄇㄧㄙㄨ,,tlms,tlms,ㄊㄌㄇㄙ,,True,False
摩卡咖啡,môo-khah ka-pi,12,mô͘-khah ka-pi,moo5khah4ka1pi1,moo5khah4ka1pi1,ㄇㆦˊㄎㄚㆷㄍㄚㄅㄧ,,mookhahkapi,mookhahkapi,ㄇㆦㄎㄚㆷㄍㄚㄅㄧ,,mkkp,mkkp,ㄇㄎㄍㄅ,,True,False
