tl,hanzi,drop_reason
hê-im,回音,duplicate
hê-kâu,蝦猴,duplicate
hê-koo,蝦蛄,duplicate
hê-koo,蝦蛄,duplicate
hê-koo-phia̍t,蝦蛄蟞,duplicate
hê-koo-thâu,蝦蛄頭,duplicate
hê-uē,回話,duplicate
hê-pi,蝦卑,duplicate
hē,下,duplicate
hē,下,duplicate
hē-āu-tshiú,下後手,duplicate
hē-tshiú,下手,duplicate
hē-giô,下橈,duplicate
hē-guān,下願,duplicate
hē-guān,下願,duplicate
hē-hāng,系項,duplicate
hē-hāng,系項,duplicate
hē-hāng,係項,duplicate
hē-hāng,係項,duplicate
hē-hāng,係項,duplicate
hē-hāng,係項,duplicate
hē-la̍t,下力,duplicate
hē-la̍t,下力,duplicate
hē-la̍t,下力,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-lo̍h,下落,duplicate
hē-miā,下命,duplicate
hē-pit,下筆,duplicate
hē-sim-sîn,下心神,duplicate
hē-sim-sîn,下心神,duplicate
hē-sim-sîn,下心神,duplicate
heh-kiann,嚇驚,duplicate
heh-kiann,嚇驚,duplicate
heh-kiann,嚇驚,duplicate
heh-kiann,嚇驚,duplicate
hennh,,duplicate
hennh,,duplicate
he-ku,,duplicate
he-ku,,duplicate
he-ku,痚痀,duplicate
he-ku,痚痀,duplicate
he-ku,痚痀,duplicate
he-ku-tū,痚痀注,duplicate
he-ku-tū,痚痀注,duplicate
he-m̄,,duplicate
hing,興,duplicate
hing,興,duplicate
hing,興,duplicate
hing,興,duplicate
hìng,興,duplicate
hìng,興,duplicate
hìng,興,duplicate
hìng,興,duplicate
hìng,興,duplicate
hìng-hún-bī,興粉味,duplicate
hìng-kóng-uē,興講話,duplicate
hìng-sńg,興耍,duplicate
hìng-sńg,興耍,duplicate
hìng-tsâ-bóo,興查某,duplicate
hìng-tshih-tshih,,duplicate
hìng-tshih-tshih,,duplicate
hìng-tshih-tshih,,duplicate
hìng-tshih-tshih,,duplicate
hìng-tshù,興趣,duplicate
hìng-phu̍t-phu̍t,,duplicate
hìng-phu̍t-phu̍t,,duplicate
hìng-pu̍t-pu̍t,,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hìng-thâu,興頭,duplicate
hîng,刑,duplicate
hîng,刑,duplicate
hîng,雄,duplicate
hîng-tshing,還清,duplicate
hîng-gi̍k,橫逆,duplicate
hîng-gi̍k,橫逆,duplicate
hîng-gi̍k,橫逆,duplicate
hîng-gî,行宜,duplicate
hîng-gî,行儀,duplicate
hîng-gî,行儀,duplicate
hîng-gî,行儀,duplicate
hîng-hâi,形骸,duplicate
hîng-iánn,形影,duplicate
hîng-lí-siunn,行李箱,duplicate
hîng-siàu,還數,duplicate
hîng-siàu,還數,duplicate
hîng-siōng,形像,duplicate
hîng-siōng,形像,duplicate
hîng-sū,刑事,duplicate
hîng-thé,形體,duplicate
hîng-thé,形體,duplicate
hîng-tôo,形圖,duplicate
hîng-ui,形威,duplicate
hīng,,duplicate
hīng,,duplicate
hīng-lé,衒禮,duplicate
hing-tsô,胸槽,duplicate
hing-tsô,胸槽,duplicate
hing-ho̍k,興復,duplicate
hing-khám,胸坎,duplicate
hing-khám,胸坎,duplicate
hing-khám-bah,胸坎肉,duplicate
hing-khám-keh,胸坎膈,duplicate
hing-khám-kut,胸坎骨,duplicate
hing-khám-kut,胸坎骨,duplicate
hing-khí,興起,duplicate
hing-kuà-kut,胸掛骨,duplicate
hing-ōng,興旺,duplicate
hing-ōng,興旺,duplicate
hing-pāi,興敗,duplicate
hing-pāi,興敗,duplicate
hing-pak,胸腹,duplicate
hing-ping,興兵,duplicate
hi,稀,duplicate
hí-khó,許可,duplicate
hì-bûn,戲文,duplicate
hì-bûn,戲文,duplicate
hì-tshut,戲齣,duplicate
hì-tshut,戲齣,duplicate
hì-tshut,戲齣,duplicate
hì-tshut,戲齣,duplicate
hì-hn̂g,戲園,duplicate
hì-hn̂g,戲園,duplicate
hì-ho̍k,戲服,duplicate
hì-īnn,戲院,duplicate
hì-kńg,肺管,duplicate
hì-lāng,戲弄,duplicate
hì-lô,肺癆,duplicate
hì-pênn,戲棚,duplicate
hì-pênn,戲棚,duplicate
hì-tâi,戲台,duplicate
hì-tâi,戲台,duplicate
hì-ti,戲豬,duplicate
hì-tuànn,戲旦,duplicate
hì-tuànn,戲旦,duplicate
hî-bué-tshe,魚尾叉,duplicate
hî-tshì,魚刺,duplicate
hî-tshì,魚翅,duplicate
hî-tshì,魚翅,duplicate
hî-tsho,魚臊,duplicate
hî-tsí,魚子,duplicate
hî-tsí,魚子,duplicate
hî-ing,魚鷹,duplicate
hî-ia̍t,魚拽,duplicate
hî-khah,魚籗,duplicate
hî-kî,魚鰭,duplicate
hî-lân-tshé,魚鱗扯,duplicate
hî-nâ-á,魚籃仔,duplicate
hî-niā,魚岭,duplicate
hî-niā,魚岭,duplicate
hî-piō-ka,魚鰾膠,duplicate
hî-póo,魚脯,duplicate
hî-se,魚蔬,duplicate
hî-si̍t,魚翼,duplicate
hî-tiò-á,魚釣仔,duplicate
hî-ùn,魚塭,duplicate
hī,耳,duplicate
hī,耳,duplicate
hī-kau,耳鉤,duplicate
hia,,duplicate
hia,遐,duplicate
hia,遐,duplicate
hia,遐,duplicate
hia,靴,duplicate
hiâ,遐,duplicate
hiâ,遐,duplicate
hiā-iô,瓦窯,duplicate
hiā-phiánn,瓦鉼,duplicate
hiā-sian,,duplicate
hiā-sian,,duplicate
hiā-sian,,duplicate
hia̍h-tsîng,額前,duplicate
hia̍h-tsiánn,,duplicate
hia̍h-hûn,額痕,duplicate
hia̍h-kha,額腳,duplicate
hia̍h-thâu,額頭,duplicate
hiah-ê,,duplicate
hiannh,,duplicate
hia-kóng,靴管,duplicate
hia-kóng,靴管,duplicate
hiam,薟,duplicate
hiám,險,duplicate
hiám-hiám,險險,duplicate
hiàm,喊,duplicate
hiàm,喊,duplicate
hiàm-uan,喊冤,duplicate
hiâm,嫌,duplicate
hiam-tsio-á,,duplicate
hiann,兄,duplicate
hian,掀,duplicate
hiánn,顯,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hiánn-ba̍k,顯目,duplicate
hián-kuì,顯貴,duplicate
hiánn-lâng-ba̍k,顯人目,duplicate
hián-sìng,顯聖,duplicate
hiánn-thâu,顯頭,duplicate
hiánn-thâu,顯頭,duplicate
hiánn-thâu,顯頭,duplicate
hiánn-thâu,顯頭,duplicate
hiánn-thâu,顯頭,duplicate
hiànn,,duplicate
hiànn,,duplicate
hiàn,獻,duplicate
hiàn-tshiú,現手,duplicate
hiàn-tshiú,現手,duplicate
hiàn-tshiú,現手,duplicate
hiàn-tshiú,獻手,duplicate
hiàn-tshiú,獻手,duplicate
hiàn-hue,獻花,duplicate
hiàn-hue,獻花,duplicate
hiànn-io,向腰,duplicate
hiàn-khui,獻開,duplicate
hiàn-khui,獻開,duplicate
hiàn-khui,獻開,duplicate
hiàn-khui-khui,獻開開,duplicate
hiàn-khui-khui,獻開開,duplicate
hiàn-khui--khui,獻開開,duplicate
hiàn-khui--khui,獻開開,duplicate
hiàn-sì,獻世,duplicate
hiànn-sî,向時,duplicate
hiànn-sî,向時,duplicate
hiànn-sî,向時,duplicate
hiànn-sî,向時,duplicate
hiànn-sin,向身,duplicate
hiân,絃,duplicate
hiânn,燃,duplicate
hiân-á,弦仔,duplicate
hiân-á,絃仔,duplicate
hiânn-hué,,duplicate
hiānn,艾,duplicate
hiānn,艾,duplicate
hiān-tshú-sî,現此時,duplicate
hiān-tsú-sî,現子時,duplicate
hiān-tsú-sî,現子時,duplicate
hiān-tsú-sî,現子時,duplicate
hiān-tsú-sî,現子時,duplicate
hiān-tsú-sî,現子時,duplicate
hiān-tsú-sî,現此時,duplicate
hiān-hiān,現現,duplicate
hiān-hiān,現現,duplicate
hiān-hiān,現現,duplicate
hiān-hóng,現況,duplicate
hiān-kim,現今,duplicate
hiān-kim,現今,duplicate
hiān-kim,現今,duplicate
hiān-kim,現今,duplicate
hiānn-mî,艾綿,duplicate
hiān-sì,現示,duplicate
hiān-sì,現示,duplicate
hiān-sì,現示,duplicate
hiān-sî,現時,duplicate
hiān-sî,現時,duplicate
hiān-sî,現時,duplicate
hiáng,響,duplicate
hiáng,響,duplicate
hiáng-bé-pô,響馬婆,duplicate
hiáng-bé-pô,響馬婆,duplicate
hiáng-ìng,響應,duplicate
hiáng-liāng,響亮,duplicate
hiáng-liāng,響亮,duplicate
hiàng-lâi,向來,duplicate
hiang-iû,香油,duplicate
hian-khui,掀開,duplicate
hiann-ko,兄哥,duplicate
hiann-ko,兄哥,duplicate
hiann-ko,兄哥,duplicate
hiann-só,兄嫂,duplicate
hiann-só,兄嫂,duplicate
hiann-tī-á,兄弟仔,duplicate
hia̍p-tsōo,協助,duplicate
hia̍p-hiâm,挾嫌,duplicate
hia̍p-sim,協心,duplicate
hiat,,duplicate
hiat,,duplicate
hiat,,duplicate
hiat-hàn,血漢,duplicate
hiat-ka̍k,,duplicate
hiat-liû,血瘤,duplicate
hiat-phing,血崩,duplicate
hiat-sak,,duplicate
hiat-sak,,duplicate
hiat-sak,,duplicate
hiat-tiāu,,duplicate
hiau,,duplicate
hiau,,duplicate
hiau,僥,duplicate
hiau,僥,duplicate
hiau,僥,duplicate
hiáu-gōo,曉悟,duplicate
hiáu-ngōo,曉悟,duplicate
hiâu,,duplicate
hiâu,嬈,duplicate
hiâu,嬈,duplicate
hiâu,嬈,duplicate
hiâu,嬈,duplicate
hiâu-tsâ-bóo,嬈查某,duplicate
hiâu-tsâ-bóo,嬈查某,duplicate
hiâu-tsa-bóo,嬈查某,duplicate
hiâu-kì-kì,嬈記記,duplicate
hiâu-kì-kì,嬈記記,duplicate
hiâu-kì-kì,嬈記記,duplicate
hiâu-teh-teh,嬈嗲嗲,duplicate
hiau-hīng,僥倖,duplicate
hiau-hīng,僥倖,duplicate
hiau-hīng,僥倖,duplicate
hiau-hīng-tsînn,僥倖錢,duplicate
hiau-hīng-tsînn,僥倖錢,duplicate
hiauh-khak,,duplicate
hiauh-khak,,duplicate
hiau-huán,僥反,duplicate
hiau-pai,,duplicate
hiau-pai,囂掰,duplicate
hiau-pai,囂掰,duplicate
hiau-sim,僥心,duplicate
hiau-sim,僥心,duplicate
hiau-than,僥蟶,duplicate
hiau-than,僥蟶,duplicate
hiau-than,僥蟶,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-bî,稀微,duplicate
hi-hán,稀罕,duplicate
hi-hán,稀罕,duplicate
hi-hi-huā-huā,嬉嬉嘩嘩,duplicate
hi-hua,虛華,duplicate
hi-lám,虛荏,duplicate
hi-lia̍p,希臘,duplicate
him-suān,欣羨,duplicate
hìnn,,duplicate
hìnn,,duplicate
hìnn,,duplicate
hìnn,,duplicate
hìnn,,duplicate
hìnn-sak,,duplicate
hìnn-sak,,duplicate
hìnn-sak,幌,duplicate
hìnn-sak,幌,duplicate
hîn,眩,duplicate
hîn-gōng,眩戇,duplicate
hîn-hông,雄黃,duplicate
hîn-tó,眩倒,duplicate
hīnn,耳,duplicate
hīnn,硯,duplicate
hīnn-á-tûn,耳仔唇,duplicate
hīnn-tsu,耳珠,duplicate
hīnn-tsu,耳珠,duplicate
hīnn-hio̍h,耳葉,duplicate
hīnn-hong,耳風,duplicate
hīnn-hong,耳風,duplicate
hīnn-kau,耳鉤,duplicate
hīnn-khang,耳孔,duplicate
hīnn-khang-hong,耳孔風,duplicate
hīnn-khang-hong,耳孔風,duplicate
hīnn-khang-khin,耳孔輕,duplicate
hīnn-khang-khin,耳孔輕,duplicate
hīnn-khang-khin,耳孔輕,duplicate
hīnn-khang-khin,耳孔輕,duplicate
hīnn-khang-kuí,耳孔鬼,duplicate
hīnn-khang-kuí,耳孔鬼,duplicate
hīnn-khang-lāi,耳孔利,duplicate
hīnn-khang-sái,耳孔屎,duplicate
hīnn-khang-tāng,耳孔重,duplicate
hīn-khì,恨氣,duplicate
hīnn-kiànn,耳鏡,duplicate
hīnn-kóo,耳鼓,duplicate
hīnn-sái,耳屎,duplicate
hīnn-tuī,耳墜,duplicate
hiō-hué,後悔,duplicate
hiō-hué,後悔,duplicate
hiō-tiōng,厚重,duplicate
hioh,歇,duplicate
hioh,歇,duplicate
hioh,歇,duplicate
hio̍h-á,葉仔,duplicate
hio̍h-hā-tsu,葉下珠,duplicate
hio̍h-hā-tsu,葉下珠,duplicate
hio̍h-hā-kiû,葉下球,duplicate
hio̍h-hā-pe̍h,葉下白,duplicate
hio̍h-hā-pe̍h,葉下白,duplicate
hioh-àm,歇暗,duplicate
hioh-àm,歇暗,duplicate
hioh-àm,歇暗,duplicate
hioh-tshuán,歇喘,duplicate
hioh-tshuán,歇喘,duplicate
hioh-tshuán,歇喘,duplicate
hioh-tshuán,歇喘,duplicate
hioh-tshuán,歇喘,duplicate
hioh-iánn,歇影,duplicate
hioh-jua̍h,歇熱,duplicate
hioh-kang,歇工,duplicate
hioh-kha,歇腳,duplicate
hioh-kha,歇腳,duplicate
hioh-khùn,歇睏,duplicate
hioh-khùn,歇睏,duplicate
hioh-khùn,歇睏,duplicate
hioh-kuânn,歇寒,duplicate
hioh-liâng,歇涼,duplicate
hioh-mê,歇暝,duplicate
hioh-mê,歇暝,duplicate
hioh-mê,歇暝,duplicate
hioh-mê,歇暝,duplicate
hioh-ńg,歇蔭,duplicate
hioh-tànn,歇擔,duplicate
hioh-tàu,歇晝,duplicate
hiong,兇,duplicate
hiòng-thian-tsuánn,向天盞,duplicate
hiòng-thinn,向天,duplicate
hiông,雄,duplicate
hiông,雄,duplicate
hiông,雄,duplicate
hiông,雄,duplicate
hiông,雄,duplicate
hiông-hiông,雄雄,duplicate
hiông-hiông,雄雄,duplicate
hiông-hiông,雄雄,duplicate
hiông-hué,雄火,duplicate
hiông-hōo,雄雨,duplicate
hiông-hōo,雄雨,duplicate
hiông-kài-kài,雄介介,duplicate
hiông-kài-kài,雄介介,duplicate
hiông-kài-kài,雄介介,duplicate
hiông-kài-kài,雄戒戒,duplicate
hiông-kông,雄狂,duplicate
hiông-lâu,雄流,duplicate
hiông-lâu,雄流,duplicate
hiông-sí,雄死,duplicate
hiông-sim,雄心,duplicate
hiong-tshin,鄉親,duplicate
hiong-hiám,凶險,duplicate
hiong-hù,香附,duplicate
hiong-káng-kha,香港腳,duplicate
hiong-kông,,duplicate
hiong-kông,慌狂,duplicate
hiong-kông,慌狂,duplicate
hiong-nî-pháinn-tang,兇年歹冬,duplicate
hiong-sí,兇死,duplicate
hiong-sí,兇死,duplicate
hiong-sì,凶勢,duplicate
hiòo,,duplicate
hip,翕,duplicate
hip,翕,duplicate
hip,翕,duplicate
hip,翕,duplicate
hip,翕,duplicate
hip-hong,翕風,duplicate
hip-jua̍h,翕熱,duplicate
hip-jua̍h,翕熱,duplicate
hi-pó,稀寶,duplicate
hip-siàng,翕相,duplicate
hip-siòng,翕相,duplicate
hip-siòng-ki,翕相機,duplicate
hit,彼,duplicate
hit-tsām-á,彼站仔,duplicate
hit-tsūn-á,彼陣仔,duplicate
hit-sî,彼時,duplicate
hit-tah,彼搭,duplicate
hit-tong-sî,彼當時,duplicate
hit-tong-sî,彼當時,duplicate
hit-uī,彼位,duplicate
hiù,,duplicate
hiù,,duplicate
hiù,,duplicate
hiû,裘,duplicate
hiû,裘,duplicate
hiû,裘,duplicate
hiu-liû,鵂鶹,duplicate
hiunn-àn-toh,香案桌,duplicate
hiunn-tsu,香珠,duplicate
hiunn-tsu,香珠,duplicate
hiunn-hiunn,香香,duplicate
hiunn-hiunn-á,香香仔,duplicate
hiunn-hiunn-á,香香仔,duplicate
hiunn-hué,香火,duplicate
hiunn-ian,香煙,duplicate
hiunn-înn,香櫞,duplicate
hiunn-lê,香螺,duplicate
hiunn-lê,香螺,duplicate
hiunn-lí,鄉里,duplicate
hiunn-lí,鄉里,duplicate
hiunn-lí,鄉里,duplicate
hiunn-lí-lāu-tuā,鄉里老大,duplicate
hiunn-lôo-hīnn,香爐耳,duplicate
hiunn-lôo-hīnn,香爐耳,duplicate
hiunn-phang,香芳,duplicate
hiunn-siā,鄉社,duplicate
hiunn-siā,鄉社,duplicate
hiunn-tiān,香奠,duplicate
hm̂-á-tsháu,茅仔草,duplicate
hm̂-á-tsháu,茅仔草,duplicate
hm̂-kin-tsháu,茅根草,duplicate
hm̍h-hm̍h,默默,duplicate
hm̍h-hm̍h,默默,duplicate
hm̍h-hm̍h,默默,duplicate
hm̍h-hm̍h,默默,duplicate
hng,,duplicate
hn̂g,園,duplicate
hn̂g-tē,園地,duplicate
hn̂g-tiū,園稻,duplicate
hng-huì,荒廢,duplicate
hng-poo,荒埔,duplicate
hng-poo,荒埔,duplicate
hng-thâu,方頭,duplicate
hng-thâu,方頭,duplicate
hng-thâu,方頭,duplicate
hng-thâu,方頭,duplicate
hó-ba̍k-sik,好目識,duplicate
hó-bé,好馬,duplicate
hó-bî-sī,好唯是,duplicate
hó-bî-sī,好唯是,duplicate
hó-bî-sī,好唯是,duplicate
hó-bué,好尾,duplicate
hó-bòo,好否,duplicate
hó-tshái-thâu,好彩頭,duplicate
hó-tshái-thâu,好彩頭,duplicate
hó-tshin-tshiūnn,好親像,duplicate
hó-tshin-tshiūnn,好親像,duplicate
hó-tshiú-sì,好手勢,duplicate
hó-tshiú-sì,好手勢,duplicate
hó-tshuì,好嘴,duplicate
hó-tshuì,好嘴,duplicate
hó-tshuì,好嘴,duplicate
hó-tshuì,好嘴,duplicate
hó-tshuì-táu,好嘴斗,duplicate
hó-tsia̍h,好食,duplicate
hó-tsia̍h-khùn,好食睏,duplicate
hó-ē,好下,duplicate
hó-gia̍h,好額,duplicate
hó-gia̍h,好額,duplicate
hó-gia̍h,好額,duplicate
hó-gia̍h-lâng,好額人,duplicate
hó-hàn,好漢,duplicate
hó-hiann-tī,好兄弟,duplicate
hó-hó,好好,duplicate
hó-ì,好意,duplicate
hó-ì,好意,duplicate
hó-iūnn,好樣,duplicate
hó-jī-ūn,好字運,duplicate
hó-ji̍t,好日,duplicate
hó-ka-tsài,好佳哉,duplicate
hó-ka-tsài,好佳哉,duplicate
hó-kíng,好景,duplicate
hó-khang,好孔,duplicate
hó-khang,好空,duplicate
hó-khang,好空,duplicate
hó-khang,好空,duplicate
hó-khang,好空,duplicate
hó-khang,好空,duplicate
hó-kha-siàu,好腳數,duplicate
hó-khuànn-thâu,好看頭,duplicate
hó-khuànn-thâu,好看頭,duplicate
hó-khueh,好缺,duplicate
hó-khuì,好氣,duplicate
hó-kiánn,好囝,duplicate
hó-kiat-tiāu,好吉兆,duplicate
hó-kioh,好腳,duplicate
hó-lâng,好人,duplicate
hó-lâu-pái,好流擺,duplicate
hó-lâu-pái,好流擺,duplicate
hó-lé,好禮,duplicate
hó-lé,好禮,duplicate
hó-lé,好禮,duplicate
hó-lé,好禮,duplicate
hó-lé-á,好禮仔,duplicate
hó-lí-tik,好女德,duplicate
hó-liāng,好量,duplicate
hó-liāu,好料,duplicate
hó-liāu,好料,duplicate
hó-liāu,好料,duplicate
hó-liāu,好料,duplicate
hó-miā,好命,duplicate
hó-miā,好命,duplicate
hó-miā,好命,duplicate
hó-nî-tang,好年冬,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pháinn,好歹,duplicate
hó-pōo-sòo,好步數,duplicate
hó-sìng-tē,好性地,duplicate
hó-sì,好勢,duplicate
hó-sì,好勢,duplicate
hó-sì,好勢,duplicate
hó-sì,好勢,duplicate
hó-sim,好心,duplicate
hó-sim,好心,duplicate
hó-sim-hīng,好心行,duplicate
hó-sū,好事,duplicate
hó-sū,好事,duplicate
hó-sū,好事,duplicate
hó-tāi,好代,duplicate
hó-tāi,好代,duplicate
hó-tāi-tit,好代得,duplicate
hó-tāi-tit,好代得,duplicate
hó-tánn,好膽,duplicate
hó-tánn,好膽,duplicate
hó-tánn,好膽,duplicate
hó-tánn,好膽,duplicate
hó-tánn-thâu,好膽頭,duplicate
hó-thâu-tshuì,好頭嘴,duplicate
hó-thiann,好聽,duplicate
hó-thiann-uē,好聽話,duplicate
hó-thinn,好天,duplicate
hó-tiāu,好兆,duplicate
hó-tit,好得,duplicate
hó-tit,好得,duplicate
hó-tit,好得,duplicate
hó-tit,好得,duplicate
hó-ūn,好運,duplicate
hó-ūn,好運,duplicate
hó-ūn,好運,duplicate
hó-ūn,好運,duplicate
hô,和,duplicate
hô,和,duplicate
hô,和,duplicate
hô-tsê,和齊,duplicate
hô-hia̍p,和協,duplicate
hô-hia̍p,和協,duplicate
hô-hó,和好,duplicate
hô-io̍h,和藥,duplicate
hô-la̍t,和力,duplicate
hô-la̍t,和力,duplicate
hô-pit-khóo,何必苦,duplicate
hô-sūn,和順,duplicate
hō,號,duplicate
hō,號,duplicate
hō,號,duplicate
hō-tsiann,賀正,duplicate
hō-tsò,號做,duplicate
hō-kiò,號叫,duplicate
hō-lé,賀禮,duplicate
hō-miâ,號名,duplicate
hō-miâ,號名,duplicate
hō-miâ,號名,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-thâu,號頭,duplicate
hō-tuan,禍端,duplicate
hua,,duplicate
hua,,duplicate
huà-ha̍k,化礐,duplicate
huà-huà,化化,duplicate
huà-iân,化緣,duplicate
huâ-phùn,華噴,duplicate
huâ-phùn,華噴,duplicate
huâ-sǹg,划算,duplicate
huâ-sǹg,划算,duplicate
huā,嘩,duplicate
huā,嘩,duplicate
huā-huā-kún,嘩嘩滾,duplicate
huā-huā-kún,嘩嘩滾,duplicate
huā-sǹg,畫算,duplicate
hua-gím-tē,花錦地,duplicate
huah,喝,duplicate
huah-kiù-lâng,喝救人,duplicate
huah-uan-óng,喝冤枉,duplicate
hua̍h,,duplicate
hua̍h,伐,duplicate
hua̍h-kuè,伐過,duplicate
huah-bē,喝賣,duplicate
huah-tsha̍t,喝賊,duplicate
huah-hiàm,喝喊,duplicate
huah-hiàm,喝喊,duplicate
huah-hiàm,喝喊,duplicate
huah-hiu,喝咻,duplicate
huah-hiu,喝咻,duplicate
huah-hiu,喝咻,duplicate
huah-hiu,喝咻,duplicate
huah-hó,喝好,duplicate
huah-hó,喝好,duplicate
huah-i-o,,duplicate
huah-i-o,,duplicate
huah-i-o,,duplicate
huah-i-o,,duplicate
huah-iú-hō,,duplicate
huah-kè,喝價,duplicate
huah-kûn,喝拳,duplicate
huah-kûn,喝拳,duplicate
huah-kûn,喝拳,duplicate
huah-lîng-long,喝玲瓏,duplicate
huah-lîng-long,喝玲瓏,duplicate
huâi-san,淮山,duplicate
huâinn,橫,duplicate
huâinn-bah-bīn,橫肉面,duplicate
huâinn-bah-bīn,橫肉面,duplicate
huâinn-bah-bīn,橫肉面,duplicate
huâinn-bah-senn,橫肉生,duplicate
huâinn-bah-senn,橫肉生,duplicate
huâinn-bân,橫蠻,duplicate
huâinn-tsâi,橫財,duplicate
huâinn-tsâi,橫財,duplicate
huâinn-hiân,橫玄,duplicate
huâinn-hiân,橫玄,duplicate
huâinn-iûnn,橫洋,duplicate
huâinn-iûnn,橫洋,duplicate
huâinn-ok,橫惡,duplicate
huâinn-pà-pà,橫霸霸,duplicate
huâinn-peh-peh,橫扒扒,duplicate
huâinn-phi,橫披,duplicate
huâinn-pìnn-pìnn,橫變變,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huâinn-ti̍t,橫直,duplicate
huan,番,duplicate
huan,番,duplicate
huan,番,duplicate
huann,鼾,duplicate
huann,鼾,duplicate
huann,鼾,duplicate
huan,翻,duplicate
huan,翻,duplicate
huánn,,duplicate
huánn-âng,幻紅,duplicate
huán-bīn,反面,duplicate
huán-tsíng,反種,duplicate
huán-tsìng,反症,duplicate
huán-tsìng,反症,duplicate
huán-tshénn,反醒,duplicate
huán-tshuì,反嘴,duplicate
huán-tshuì,反嘴,duplicate
huán-hîng,反形,duplicate
huán-hîng,反形,duplicate
huán-hîng,反形,duplicate
huán-hîng,反形,duplicate
huán-hîng,反形,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huán-hiau,反僥,duplicate
huánn-huánn,幻幻,duplicate
huánn-huánn,幻幻,duplicate
huánn-huánn,幻幻,duplicate
huánn-huánn,罕罕,duplicate
huánn-huánn,罕罕,duplicate
huánn-huánn,罕罕,duplicate
huán-hué,反悔,duplicate
huán-iânn,反營,duplicate
huán-iânn,反營,duplicate
huán-iânn,反營,duplicate
huán-iânn,反營,duplicate
huán-kuà,反卦,duplicate
huán-luān,反亂,duplicate
huán-luān,反亂,duplicate
huán-luān,反亂,duplicate
huán-luān,反亂,duplicate
huán-luān,反亂,duplicate
huán-pak,反腹,duplicate
huán-puān,反叛,duplicate
huán-puē,反背,duplicate
huán-pok,反駁,duplicate
huán-sí,反死,duplicate
huán-sí,反死,duplicate
huán-siàng,反相,duplicate
huán-sia̍t,反舌,duplicate
huán-sim,反心,duplicate
huán-thinn,反天,duplicate
huán-tiāu,反調,duplicate
huán-tńg,反轉,duplicate
huán-tńg,反轉,duplicate
huán-tńg,反轉,duplicate
huán-tńg,反轉,duplicate
huán-tńg,反轉,duplicate
huán-tò-tńg,反倒轉,duplicate
huàn-á,販仔,duplicate
huàn-á,販仔,duplicate
huàn-á,販仔,duplicate
huàn-sau,販獀,duplicate
huânn,鼾,duplicate
huânn,鼾,duplicate
huânn-huânn-háu,鼾鼾吼,duplicate
huân-hûn-tsháu,還魂草,duplicate
