tl,hanzi,drop_reason
tâu-uē,投話,duplicate
tâu-uē,投話,duplicate
tāu,豆,duplicate
tāu-á,豆仔,duplicate
tāu-á,豆仔,duplicate
tāu-á,豆仔,duplicate
tāu-á-tsiáu,豆仔鳥,duplicate
tāu-tshài,豆菜,duplicate
tāu-tshài,豆菜,duplicate
tāu-tshng,痘瘡,duplicate
tāu-tsiùnn,豆醬,duplicate
tāu-hue,豆花,duplicate
tāu-hue,豆花,duplicate
tāu-hue,豆花,duplicate
tāu-hū-sua,豆腐鯊,duplicate
tāu-hū-sua,豆腐鯊,duplicate
tāu-jîn-li̍k,豆仁綠,duplicate
tāu-jîn-li̍k,豆仁綠,duplicate
tāu-jú,豆乳,duplicate
tāu-khak,豆殼,duplicate
tāu-kiâm,豆鹹,duplicate
tāu-kuann-tsìnn,豆干糋,duplicate
tāu-lîn-li̍k,豆仁綠,duplicate
tāu-lîn-li̍k,豆仁綠,duplicate
tāu-lú,豆乳,duplicate
tāu-lú,豆乳,duplicate
tāu-lú,豆乳,duplicate
tāu-ni,豆奶,duplicate
tāu-ni,豆奶,duplicate
tāu-phuê,豆皮,duplicate
tāu-phoh,豆粕,duplicate
tāu-pôo,豆苞,duplicate
tāu-tānn,豆鹹,duplicate
tāu-tānn,豆鹹,duplicate
tāu-thâu,豆頭,duplicate
ta̍uh,沓,duplicate
ta̍uh-ta̍uh,沓沓,duplicate
ta̍uh-ta̍uh,沓沓,duplicate
ta̍uh-ta̍uh-á,沓沓仔,duplicate
ta̍uh-ta̍uh-á,沓沓仔,duplicate
tauh-á,,duplicate
tau-liû,兜留,duplicate
tau-liû,兜留,duplicate
tau-liû,兜留,duplicate
té,底,duplicate
té,底,duplicate
té,短,duplicate
té-tshìng,短銃,duplicate
té-tsiam,短針,duplicate
té-tsi̍h-kin,短舌根,duplicate
té-tsuí,貯水,duplicate
té-tsuí,貯水,duplicate
té-huè-siū,短歲壽,duplicate
té-huè-siū,短歲壽,duplicate
té-kang,短工,duplicate
té-kang,短工,duplicate
té-kioh,短腳,duplicate
té-lōo,短路,duplicate
té-lōo,短路,duplicate
té-miā,短命,duplicate
té-miā,短命,duplicate
té-muâi,貯糜,duplicate
té-phìnn,底片,duplicate
té-pn̄g,貯飯,duplicate
té-sann,短衫,duplicate
té-tì,,duplicate
té-tì,底柢,duplicate
té-tì,底柢,duplicate
té-tì,底柢,duplicate
té-tì,底柢,duplicate
té-tì,底蒂,duplicate
té-tì,底蒂,duplicate
té-tì,底蒂,duplicate
té-tì,底蒂,duplicate
té-tì,底蒂,duplicate
té-tì,底蒂,duplicate
té-tioh,底挓,duplicate
té-tioh,底挓,duplicate
tè,,duplicate
tè,,duplicate
tè,,duplicate
tè-tshia,,duplicate
tè-tshuì-bué,,duplicate
tê,題,duplicate
tê-tsâng,茶叢,duplicate
tê-tship,茶咠,duplicate
tê-tsînn,題錢,duplicate
tê-tsûn,茶船,duplicate
tê-gîn,題銀,duplicate
tê-hio̍h-tshiū,茶葉樹,duplicate
tê-iân,題捐,duplicate
tê-iân,題捐,duplicate
tê-iân,題捐,duplicate
tê-khoo-hún,茶箍粉,duplicate
tê-kuàn,茶罐,duplicate
tê-kuan-gîn,題捐銀,duplicate
tê-phuè,茶配,duplicate
tê-phuè,茶配,duplicate
tê-phuè,茶配,duplicate
tê-sî-hông,,duplicate
tê-sî-hông,,duplicate
tê-sî-hông,,duplicate
tê-sî-hông,,duplicate
tê-sim,茶心,duplicate
tê-sim-phoh,茶心粕,duplicate
tê-sim-phoh,茶心粕,duplicate
tê-siū,,duplicate
tê-tái,茶滓,duplicate
tê-tiàm-á,茶店仔,duplicate
tê-toh-á,茶桌仔,duplicate
tē-á,袋仔,duplicate
tē-bûn-tong,地門冬,duplicate
tē-tshí,地鼠,duplicate
tē-tsian,地氈,duplicate
tē-hām,地陷,duplicate
tē-hām,地陷,duplicate
tē-hū-á,弟婦仔,duplicate
tē-it,第一,duplicate
tē-it-hó,第一好,duplicate
tē-kài,地界,duplicate
tē-khì,地氣,duplicate
tē-khì,地氣,duplicate
tē-ki,地基,duplicate
tē-ki,地基,duplicate
tē-ki,地基,duplicate
tē-kut,地骨,duplicate
tē-phuê,地皮,duplicate
tē-pió,袋錶,duplicate
tē-pōo,地步,duplicate
tē-pōo,地步,duplicate
tē-ting,地丁,duplicate
tē-thâu,地頭,duplicate
tē-thâu,地頭,duplicate
tē-thóo,地土,duplicate
tē-thóo,地土,duplicate
tē-tiûnn,地場,duplicate
tē-tō,地道,duplicate
teh,,duplicate
teh,,duplicate
teh-beh,,duplicate
teh-bōng-tsuá,,duplicate
teh-bōng-tsuá,,duplicate
teh-ki,矺枝,duplicate
teh-koo-oo,矺孤烏,duplicate
teh-koo-tù,矺孤注,duplicate
teh-lián-pó,矺撚寶,duplicate
teh-tāng,,duplicate
teh-tē-kim,,duplicate
teh-tiānn,,duplicate
teh-tiānn,,duplicate
teh-tiānn,,duplicate
teh-tù,矺注,duplicate
ti̍k,軸,duplicate
ti̍k-á,軸仔,duplicate
ti̍k-lân,澤蘭,duplicate
ti̍k-pia̍t,特別,duplicate
tik-á-ki,竹仔枝,duplicate
tik-ba̍k,竹目,duplicate
tik-bé,竹馬,duplicate
tik-bé,竹馬,duplicate
tik-bé,竹馬,duplicate
tik-bé,竹馬,duplicate
tik-tshíng,竹筅,duplicate
tik-tshio̍h,竹蓆,duplicate
tik-tsuē,得罪,duplicate
tik-hio̍h-lâm,竹葉楠,duplicate
tik-hio̍h-lâm,竹葉楠,duplicate
tik-hio̍h-lâm,竹葉楠,duplicate
tik-hio̍h-liân,竹葉鰱,duplicate
tik-hio̍h-un,,duplicate
tik-hio̍h-un,,duplicate
tik-hio̍h-un,,duplicate
tik-ke,竹雞,duplicate
tik-ke,竹雞,duplicate
tik-ke-á,竹雞仔,duplicate
tik-ke-á,竹雞仔,duplicate
tik-ke-á,竹雞仔,duplicate
tik-ke-á,竹雞仔,duplicate
tik-khak,的確,duplicate
tik-khak,的確,duplicate
tik-khak,的確,duplicate
tik-kiō,竹轎,duplicate
tik-ko,竹篙,duplicate
tik-ko,竹篙,duplicate
tik-kuat,得訣,duplicate
tik-ko-hî,竹篙魚,duplicate
tik-ko-phiò,竹篙票,duplicate
tik-ko-siû,竹篙泅,duplicate
tik-ko-thâu,竹篙頭,duplicate
tik-ko-thâu,竹篙頭,duplicate
tik-nâ,竹籃,duplicate
tik-pâi,竹排,duplicate
tik-pán,竹板,duplicate
tik-sàu,竹掃,duplicate
tik-se,竹梳,duplicate
tik-sim,得心,duplicate
tik-sit,得失,duplicate
tik-sit,得失,duplicate
tik-sit,得失,duplicate
tik-tann,竹擔,duplicate
tik-tiānn,得定,duplicate
tik-tiānn,得定,duplicate
tik-tiānn,得定,duplicate
tik-tiānn,得定,duplicate
tik-tiānn,得定,duplicate
tènn-tshìn-tshiò,棖凊笑,duplicate
tènn-tiām-tiām,棖恬恬,duplicate
tēnn-tuà,鄭帶,duplicate
ting,燈,duplicate
tíng,頂,duplicate
tíng-á,戥仔,duplicate
tíng-bīn,頂面,duplicate
tíng-bīn,頂面,duplicate
tíng-tshiú,頂手,duplicate
tíng-tshiú,頂手,duplicate
tíng-tsin,頂真,duplicate
tíng-tsin,頂真,duplicate
tíng-tsin,頂真,duplicate
tíng-tsin,頂真,duplicate
tíng-ē-ûn,頂下勻,duplicate
tíng-gue̍h,頂月,duplicate
tíng-hō,等號,duplicate
tíng-huê,頂回,duplicate
tíng-ji̍t,頂日,duplicate
tíng-ji̍t,頂日,duplicate
tíng-ji̍t,頂日,duplicate
tíng-kha,頂腳,duplicate
tíng-līm,頂任,duplicate
tíng-li̍t,頂日,duplicate
tíng-li̍t,頂日,duplicate
tíng-nî,頂年,duplicate
tíng-nî,頂年,duplicate
tíng-nî,頂年,duplicate
tíng-pái,頂擺,duplicate
tíng-pái,頂擺,duplicate
tíng-pái,頂擺,duplicate
tíng-pái,頂擺,duplicate
tíng-pang,頂幫,duplicate
tíng-pang,頂幫,duplicate
tíng-puànn-ji̍t,頂半日,duplicate
tíng-puànn-li̍t,頂半日,duplicate
tíng-puànn-mê,頂半暝,duplicate
tíng-puànn-poo,頂半晡,duplicate
tíng-puànn-sin,頂半身,duplicate
tíng-puânn,頂盤,duplicate
tíng-puè,頂輩,duplicate
tíng-puè,頂輩,duplicate
tíng-puè,頂輩,duplicate
tíng-puè,頂輩,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-poo,頂晡,duplicate
tíng-si,頂司,duplicate
tíng-sì-hong,頂勢風,duplicate
tíng-sì-hong,頂勢風,duplicate
tíng-sì-hong,頂勢風,duplicate
tíng-sì-lâng,頂世人,duplicate
tíng-sì-lâng,頂世人,duplicate
tíng-sin,頂身,duplicate
tíng-sin,頂身,duplicate
tíng-táu,頂斗,duplicate
tíng-tàu,頂晝,duplicate
tíng-tē,等第,duplicate
tíng-tē,等第,duplicate
tíng-thâu,頂頭,duplicate
tíng-thâu,頂頭,duplicate
tíng-thâu,頂頭,duplicate
tíng-thâu,頂頭,duplicate
tíng-ûn,頂勻,duplicate
tíng-ûn,頂勻,duplicate
tíng-ûn,頂勻,duplicate
tíng-ûn,頂勻,duplicate
tíng-ûn,頂勻,duplicate
tíng-ûn,頂勻,duplicate
tìng,中,duplicate
tìng-tshìn-á,釘秤仔,duplicate
tìng-hīng,釘行,duplicate
tìng-hīng,釘行,duplicate
tìng-hīng,釘行,duplicate
tìng-ì,中意,duplicate
tìng-ì,中意,duplicate
tìng-ì,中意,duplicate
tìng-ì,中意,duplicate
tìng-ì,中意,duplicate
tìng-kin,釘根,duplicate
tìng-koo-ki,釘孤枝,duplicate
tìng-tâng-sai,釘銅師,duplicate
tìng-thiann,中聽,duplicate
tìng-tiám,釘點,duplicate
tìng-to̍k,釘毒,duplicate
tìng-to̍k,釘毒,duplicate
tîng,重,duplicate
tîng-á-kha,亭仔腳,duplicate
tîng-á-kha,亭仔腳,duplicate
tîng-tsài,重再,duplicate
tîng-tshut-sì,重出世,duplicate
tîng-tshut-sì,重出世,duplicate
tîng-khai-sí,重開始,duplicate
tîng-khí,重起,duplicate
tîng-khí,重起,duplicate
tîng-koh,重閣,duplicate
tîng-pē,重倍,duplicate
tîng-puē,重倍,duplicate
tîng-puē,重倍,duplicate
tîng-tânn,重誕,duplicate
tîng-tânn,重誕,duplicate
tîng-tânn,重誕,duplicate
tîng-thâu,重頭,duplicate
tīng,,duplicate
tīng-bué,碇尾,duplicate
tīng-tsinn,碇氈,duplicate
tīng-tsinn,碇氈,duplicate
tīng-tsún,定準,duplicate
tīng-king-tsháu,定經草,duplicate
tīng-kui,定規,duplicate
tīng-kui,定規,duplicate
tīng-kui,定規,duplicate
tīng-tah,碇篤,duplicate
tīng-tah,碇篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,定篤,duplicate
tīng-tauh,碇篤,duplicate
tīng-tòng,定當,duplicate
ting-á-thuî,釘仔錘,duplicate
ting-tshai,燈猜,duplicate
ting-ê,釘鞋,duplicate
ting-hiunn,丁香,duplicate
ting-hiunn-hî,丁香魚,duplicate
ting-hué-uánn,燈火碗,duplicate
ting-khiā-u,燈徛杇,duplicate
thà,,duplicate
thà,,duplicate
thà-khui,挓開,duplicate
thà-kin-té,挓根底,duplicate
thà-kin-té,挓根底,duplicate
tha̍h,疊,duplicate
tha̍h,疊,duplicate
tha̍h-kè,疊價,duplicate
thái-ko,癩,duplicate
thái-ko-káu,,duplicate
thái-ko-niau,,duplicate
thái-ko-pēnn,,duplicate
thái-ko-pēnn,,duplicate
thái-ko-thâu,,duplicate
thài,,duplicate
thài,汰,duplicate
thài-tsóo,太祖,duplicate
thài-tsóo-kong,太祖公,duplicate
thài-tsóo-pâi,太祖牌,duplicate
thài-kong,太公,duplicate
thài-má,太媽,duplicate
thài-má,太媽,duplicate
thài-san,泰山,duplicate
thài-thài,太太,duplicate
thài-thó,汰討,duplicate
thâi,,duplicate
thâi-kuah,,duplicate
thâi-sí,,duplicate
thâi-thâu,,duplicate
thâi-thâu,,duplicate
thai-puânn,胎盤,duplicate
thai-puânn,胎盤,duplicate
tha̍k-tsheh,讀冊,duplicate
tha̍k-tsheh,讀冊,duplicate
tha̍k-tsheh,讀冊,duplicate
tha̍k-tsheh-lâng,讀冊人,duplicate
tha̍k-tsu,讀書,duplicate
thak-sǹg,,duplicate
thak-thik,,duplicate
thak-thik,,duplicate
thak-thik,剔斥,duplicate
tham,探,duplicate
thàm-á,探仔,duplicate
thàm-tsú,探子,duplicate
thàm-tsú,探子,duplicate
thàm-tsú-má,探子馬,duplicate
thàm-má,探馬,duplicate
thàm-thiann,探聽,duplicate
thâm-á,潭仔,duplicate
thâm-kuàn,痰罐,duplicate
thâm-lô,痰癆,duplicate
thâm-luān,痰亂,duplicate
thâm-luān,痰亂,duplicate
thām-thuī,窞倕,duplicate
thām-thuī,窞倕,duplicate
tham-tsia̍h,貪食,duplicate
tham-tsia̍h,貪食,duplicate
tham-lāu,貪老,duplicate
tham-lāu,貪老,duplicate
tham-luân,貪戀,duplicate
tham-luân,貪戀,duplicate
tham-luân,貪戀,duplicate
tham-sik,貪色,duplicate
tham-thâu,探頭,duplicate
thán-tshiâ-sin,坦斜身,duplicate
thán-tshin,袒親,duplicate
thán-tshin,袒親,duplicate
thán-tshiò,坦笑,duplicate
thán-tshiò,坦笑,duplicate
thán-tshiò,坦笑,duplicate
thán-tshiò,坦笑,duplicate
thán-tshiò-thian,坦笑天,duplicate
thán-huâinn,坦橫,duplicate
thán-huâinn,坦橫,duplicate
thán-huâinn-kiânn,坦橫行,duplicate
thán-huâinn-senn,坦橫生,duplicate
thán-khi,,duplicate
thán-khi,坦敧,duplicate
thán-khi,坦敧,duplicate
thán-khi,坦敧,duplicate
thán-khiā,,duplicate
thán-khiā,坦徛,duplicate
thán-khiā,坦徛,duplicate
thán-phak,坦覆,duplicate
thán-phak,坦覆,duplicate
thán-ti̍t,,duplicate
thán-tó,坦倒,duplicate
thàn,趁,duplicate
thàn-tsá,趁早,duplicate
thàn-tsá,趁早,duplicate
thàn-tshiú,趁手,duplicate
thàn-tsia̍h,趁食,duplicate
thàn-tsia̍h,趁食,duplicate
thàn-tsia̍h,趁食,duplicate
thàn-iūnn,趁樣,duplicate
thàn-iūnn,趁樣,duplicate
thàn-iūnn,趁樣,duplicate
thàn-iūnn,趁樣,duplicate
thàn-iūnn,趁樣,duplicate
thàn-kha-kiânn,趁腳行,duplicate
thàn-khang-phāng,趁空縫,duplicate
thàn-ki-huē,趁機會,duplicate
thàn-kín,趁緊,duplicate
thàn-lâu-tsuí,趁流水,duplicate
thàn-sî-kiânn,趁時行,duplicate
thàn-thiòng,趁暢,duplicate
thàn-tio̍h,趁著,duplicate
thàn-tuā-tsînn,趁大錢,duplicate
thang,通,duplicate
thang,通,duplicate
tháng,統,duplicate
tháng,統,duplicate
tháng-kam,桶柑,duplicate
tháng-kau-tîn,桶鉤藤,duplicate
thàng,痛,duplicate
thàng-kuè,,duplicate
thàng-sim,迵心,duplicate
thâng,蟲,duplicate
thâng-iû-hue,桐油灰,duplicate
thâng-si,蟲絲,duplicate
thang-á,窗仔,duplicate
thang-á,窗仔,duplicate
thang-á,窗仔,duplicate
thang-á-tsí,窗仔子,duplicate
thang-á-tsí,窗仔只,duplicate
thang-á-mn̂g,窗仔門,duplicate
thang-hó,通好,duplicate
thang-hong,通風,duplicate
thang-kng,通光,duplicate
thang-kng,通光,duplicate
thang-kng,通光,duplicate
thang-kng,通光,duplicate
thang-kng,通光,duplicate
thang-kóng,通講,duplicate
thap,,duplicate
thap-gia̍h,塌額,duplicate
thap-kha,塌腳,duplicate
thap-kha,塌腳,duplicate
thap-khang,塌空,duplicate
thap-khang,塌空,duplicate
thap-lo̍h-khì,塌落去,duplicate
thap-thâu,塌頭,duplicate
thap-thâu,塌頭,duplicate
thap-thâu-tshia,蹋頭硨,duplicate
that,,duplicate
that,,duplicate
that,,duplicate
that-tshia,塞車,duplicate
that-tshuì-khang,,duplicate
that-tshuì-khang,塞嘴空,duplicate
that-tshuì-khang,塞嘴空,duplicate
that-that-tīnn,塞塞淀,duplicate
that-that-tīnn,塞塞淀,duplicate
that-tīnn,,duplicate
that-tīnn,,duplicate
that-tio̍h,塞著,duplicate
that-tó-ke,,duplicate
that-tó-ke,塞倒街,duplicate
that-tó-ke,塞倒街,duplicate
that-tó-ke,塞倒街,duplicate
that-tó-ke,塞倒街,duplicate
that-tó-ke,塞倒街,duplicate
that-tó-ke,塞倒街,duplicate
tháu,,duplicate
tháu,,duplicate
tháu-khì,,duplicate
tháu-khui,,duplicate
tháu-khuì,,duplicate
tháu-khuì,敁氣,duplicate
tháu-khuì,敁氣,duplicate
tháu-pa̍k,敁縛,duplicate
tháu-pàng,,duplicate
tháu-pàng,敁放,duplicate
tháu-thè,,duplicate
tháu-thuah,,duplicate
tháu-thuah,敁脫,duplicate
tháu-thuah,敁脫,duplicate
tháu-thuah,敁脫,duplicate
tháu-thuah,敁脫,duplicate
thàu,透,duplicate
thàu,透,duplicate
thàu,透,duplicate
thàu,透,duplicate
thàu,透,duplicate
thàu-á,透仔,duplicate
thàu-á,透仔,duplicate
thàu-àm,透暗,duplicate
thàu-àm,透暗,duplicate
thàu-àm,透暗,duplicate
thàu-àm,透暗,duplicate
thàu-tsá,透早,duplicate
thàu-tsá,透早,duplicate
thàu-tsá,透早,duplicate
thàu-tsá,透早,duplicate
thàu-tsá,透早,duplicate
thàu-tsá-thàu-àm,透早透暗,duplicate
thàu-hong,透風,duplicate
thàu-ji̍t,透日,duplicate
thàu-ji̍t,透日,duplicate
thàu-kang,透工,duplicate
thàu-khì,透氣,duplicate
thàu-kiânn,透行,duplicate
thàu-lām,透濫,duplicate
thàu-lâu,透流,duplicate
thàu-li̍t,透日,duplicate
thàu-mê,透暝,duplicate
thàu-mê,透暝,duplicate
thàu-mê,透暝,duplicate
thàu-mê,透暝,duplicate
thàu-mê,透暝,duplicate
thàu-nî,透年,duplicate
thàu-pìn-hôo,透鬢鬍,duplicate
thàu-sì-lâng,透世人,duplicate
thàu-sì-lâng,透世人,duplicate
thàu-sì-lâng,透世人,duplicate
thàu-sim-liâng,透心涼,duplicate
thàu-sim-liâng,透心涼,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-té,透底,duplicate
thàu-tiong-tàu,透中晝,duplicate
thàu-tiong-tàu,透中晝,duplicate
thâu-á,頭仔,duplicate
thâu-ba̍k-tsai-tāng,頭目知動,duplicate
thâu-ba̍k-tsai-tāng,頭目知動,duplicate
thâu-ba̍k-tsiáu,頭目鳥,duplicate
thâu-ba̍k-tsiáu,頭目鳥,duplicate
thâu-ba̍k-tsiáu,頭目鳥,duplicate
thâu-bīn,頭面,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-bué,頭尾,duplicate
thâu-tsang,頭鬃,duplicate
thâu-tsáng,頭總,duplicate
thâu-tsáng,頭總,duplicate
thâu-tsáng,頭總,duplicate
thâu-tsáng,頭總,duplicate
thâu-tsàng,頭總,duplicate
thâu-tsàng,頭總,duplicate
thâu-tsang-bué,頭鬃尾,duplicate
thâu-tsîng,頭前,duplicate
thâu-tsîng,頭前,duplicate
thâu-tsîng,頭前,duplicate
thâu-tsîng,頭前,duplicate
thâu-tsîng-bīn,頭前面,duplicate
thâu-tshah,頭插,duplicate
thâu-tshah,頭插,duplicate
thâu-tshái,頭彩,duplicate
thâu-tshái,頭彩,duplicate
thâu-tshái,頭彩,duplicate
thâu-tshiú,頭手,duplicate
thâu-tshiú,頭手,duplicate
thâu-tshiú,頭手,duplicate
thâu-tshiú,頭手,duplicate
thâu-tshiú,頭手,duplicate
thâu-tshué,頭髓,duplicate
thâu-tshuì,頭嘴,duplicate
thâu-tshuì,頭嘴,duplicate
thâu-tshuì,頭嘴,duplicate
thâu-tshuì,頭嘴,duplicate
thâu-tshuì,頭嘴,duplicate
thâu-tshuì-tsē,頭嘴儕,duplicate
thâu-tshuì-tsē,頭嘴儕,duplicate
thâu-tshuì-tsió,頭嘴少,duplicate
thâu-tshùn,頭寸,duplicate
thâu-hia̍h,頭額,duplicate
thâu-hia̍h,頭額,duplicate
thâu-hia̍h-hûn,頭額痕,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hiann,頭兄,duplicate
thâu-hîn,頭眩,duplicate
thâu-hun,頭昏,duplicate
thâu-kàu,頭到,duplicate
thâu-kàu-bué,頭到尾,duplicate
thâu-kàu-bué,頭到尾,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke,頭家,duplicate
thâu-ke-niû,頭家娘,duplicate
thâu-khak,頭殼,duplicate
thâu-khak,頭殼,duplicate
thâu-khak,頭殼,duplicate
thâu-khak,頭殼,duplicate
thâu-khak,頭殼,duplicate
thâu-khak-āu,頭殼後,duplicate
thâu-khak-tsím,頭殼枕,duplicate
thâu-khak-tsn̄g,頭殼旋,duplicate
thâu-khak-kut,頭殼骨,duplicate
thâu-khak-kut,頭殼骨,duplicate
thâu-khak-uánn,頭殼碗,duplicate
thâu-khak-uánn,頭殼碗,duplicate
thâu-khak-uánn,頭殼碗,duplicate
thâu-khak-tíng,頭殼頂,duplicate
thâu-khak-tīng,頭殼碇,duplicate
thâu-khí-sing,頭起先,duplicate
thâu-khí-sing,頭起先,duplicate
thâu-khí-sing,頭起先,duplicate
thâu-khí-sing,頭起先,duplicate
thâu-khí-sing,頭起先,duplicate
thâu-khí-sing,頭起先,duplicate
thâu--ko,頭哥,duplicate
thâu-ko-á,頭哥仔,duplicate
thâu-kuè,頭過,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lâng,頭人,duplicate
thâu-lōo,頭路,duplicate
thâu-lōo,頭路,duplicate
thâu-lōo,頭路,duplicate
thâu-lōo,頭路,duplicate
thâu-lōo-ti̍t,頭路直,duplicate
thâu-lōo-ti̍t,頭路直,duplicate
thâu-mn̂g,頭毛,duplicate
thâu-mn̂g-bāng,頭毛網,duplicate
thâu-mn̂g-iû,頭毛油,duplicate
thâu-mn̂g-la̍h,頭毛蠟,duplicate
thâu-mn̂g-sián,頭毛癬,duplicate
thâu-náu,頭腦,duplicate
thâu-pái,頭擺,duplicate
thâu-pe̍h,頭帛,duplicate
thâu-pe̍h-pòo,頭白布,duplicate
thâu-phoo,頭麩,duplicate
thâu-senn,頭牲,duplicate
thâu-senn,頭牲,duplicate
thâu-senn,頭牲,duplicate
thâu-senn,頭牲,duplicate
thâu-senn-á,頭牲仔,duplicate
thâu-senn-á,頭牲仔,duplicate
thâu-sing,頭先,duplicate
thâu-sing,頭先,duplicate
thâu-sing,頭先,duplicate
thâu-sing,頭先,duplicate
thâu-sing,頭先,duplicate
thâu-tīn,頭陣,duplicate
thâu-tńg-kheh,頭轉客,duplicate
thâu-tú-á,,duplicate
thâu-tú-á,,duplicate
thâu-tú-á,,duplicate
thâu-tú-á,,duplicate
thâu-tuì,頭對,duplicate
thâu-tuì,頭對,duplicate
thau-bih,,duplicate
thau-tsáu,偷走,duplicate
thau-tsáu,偷走,duplicate
thau-tsáu,偷走,duplicate
thau-tsáu,偷走,duplicate
thau-tsáu,偷走,duplicate
thau-tsáu-tshù,偷走厝,duplicate
thau-tsáu-o̍h,偷走學,duplicate
thau-tsáu-o̍h,偷走學,duplicate
thau-tsáu-o̍h,偷走學,duplicate
thau-tshàng,偷藏,duplicate
thau-tshuā-jiō,,duplicate
thau-tsia̍h-pōo,偷食步,duplicate
thau-tsia̍h-pōo,偷食步,duplicate
thau-tsia̍h-pōo,偷食步,duplicate
thau-tsia̍h-pōo,偷食步,duplicate
thau-kā-ke,偷咬雞,duplicate
thau-khǹg,,duplicate
thau-khuànn,偷看,duplicate
thau-khuànn,偷看,duplicate
thau-khuànn,偷看,duplicate
thau-lió,偷瞭,duplicate
thau-ni,偷拈,duplicate
thau-ni,偷拈,duplicate
thau-siam,偷瞻,duplicate
thau-siam,偷瞻,duplicate
thau-siam,偷瞻,duplicate
thau-siam,偷瞻,duplicate
thau-the̍h,,duplicate
thau-the̍h,,duplicate
thau-the̍h,,duplicate
thau-the̍h,偷提,duplicate
thau-the̍h,偷提,duplicate
thau-the̍h,偷提,duplicate
the,胎,duplicate
the,撐,duplicate
thé-biān,體面,duplicate
thé-biān,體面,duplicate
thé-hîng,體形,duplicate
thé-hō,體號,duplicate
thé-hō,體號,duplicate
thé-hō,體號,duplicate
thé-thài,體態,duplicate
thé-thài,體態,duplicate
thé-thài,體態,duplicate
thé-thài,體態,duplicate
thé-thak,體剔,duplicate
thé-thak,體剔,duplicate
thé-thak,體剔,duplicate
thé-thak,體剔,duplicate
thé-thak,體剔,duplicate
thé-thak,體剔,duplicate
thé-thóng,體統,duplicate
thè-āu,退後,duplicate
thè-tshin,退親,duplicate
thè-tshin-tsiânn,退親情,duplicate
thè-tshiú,替手,duplicate
thè-tshiunn,替槍,duplicate
thè-tsiú,退酒,duplicate
thè-tsiú,退酒,duplicate
thè-hué,退火,duplicate
thè-hué,退火,duplicate
thè-hué,退火,duplicate
thè-hué,退火,duplicate
thè-hué,退火,duplicate
thè-hông,,duplicate
thè-hông,,duplicate
thè-hun,退婚,duplicate
thè-jia̍t,退熱,duplicate
thè-ke-kah,退家甲,duplicate
thè-kha-pōo,退腳步,duplicate
thè-kha-pōo,退腳步,duplicate
thè-lâng-sí,替人死,duplicate
thè-lâng-sí,替人死,duplicate
thè-lâng-sí,替人死,duplicate
thè-lâu,退流,duplicate
thè-liâng,退涼,duplicate
thè-liû-hîng,退流行,duplicate
thè-ngóo,退伍,duplicate
thè-uānn,替換,duplicate
thè-phù,,duplicate
thè-sik,退色,duplicate
thè-sik,退色,duplicate
thè-sik,退色,duplicate
thè-sik,退色,duplicate
thè-sik,退色,duplicate
thè-sí-kuí,替死鬼,duplicate
thè-sî,退時,duplicate
thè-sî,退時,duplicate
thè-sî,退時,duplicate
thè-sî,退時,duplicate
thè-sî,退時,duplicate
thè-sî,退時,duplicate
thè-sin,替身,duplicate
thè-sin-á,替身仔,duplicate
thè-sio,退燒,duplicate
thè-tiānn,退定,duplicate
thê,堤,duplicate
thê-hông,提防,duplicate
thê-pua̍t,提拔,duplicate
thê-pua̍t,提拔,duplicate
