hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
山崙,suann-lūn,10,soaⁿ-lūn,suann1lun7,soann1lun7,ㄙㄨㆩㄌㄨㄣ˫,suannlun,soannlun,ㄙㄨㆩㄌㄨㄣ,sl,sl,ㄙㄌ,True,False
山嶺,suann-niá,10,soaⁿ-niá,suann1nia2,soann1nia2,ㄙㄨㆩㄋㄧㄚˋ,suannnia,soannnia,ㄙㄨㆩㄋㄧㄚ,sn,sn,ㄙㄋ,True,False
崩山,pang-suann,10,pang-soaⁿ,pang1suann1,pang1soann1,ㄅㄤㄙㄨㆩ,pangsuann,pangsoann,ㄅㄤㄙㄨㆩ,ps,ps,ㄅㄙ,True,False
工廠,kang-tshiúnn,10,kang-chhiúⁿ,kang1tshiunn2,kang1chhiunn2,ㄍㄤㄑㄧㆫˋ,kangtshiunn,kangchhiunn,ㄍㄤㄑㄧㆫ,kt,kc,ㄍㄑ,True,False
工業,kang-gia̍p,10,kang-gia̍p,kang1giap8,kang1giap8,ㄍㄤㆣㄧㄚㆴ̇,kanggiap,kanggiap,ㄍㄤㆣㄧㄚㆴ,kg,kg,ㄍㆣ,True,False
工程,kang-thîng,10,kang-thêng,kang1thing5,kang1theng5,ㄍㄤㄊㄧㄥˊ,kangthing,kangtheng,ㄍㄤㄊㄧㄥ,kt,kt,ㄍㄊ,True,False
工程師,kang-thîng-su,10,kang-thêng-su,kang1thing5su1,kang1theng5su1,ㄍㄤㄊㄧㄥˊㄙㄨ,kangthingsu,kangthengsu,ㄍㄤㄊㄧㄥㄙㄨ,kts,kts,ㄍㄊㄙ,True,False
工藝,kang-gē,10,kang-gē,kang1ge7,kang1ge7,ㄍㄤㆣㆤ˫,kangge,kangge,ㄍㄤㆣㆤ,kg,kg,ㄍㆣ,True,False
市長,tshī-tiúnn,10,chhī-tiúⁿ,tshi7tiunn2,chhi7tiunn2,ㄑㄧ˫ㄉㄧㆫˋ,tshitiunn,chhitiunn,ㄑㄧㄉㄧㆫ,tt,ct,ㄑㄉ,True,False
平埔族,pênn-poo-tso̍k,10,pêⁿ-po͘-cho̍k,penn5poo1tsok8,penn5poo1chok8,ㄅㆥˊㄅㆦㄗㆦㆻ̇,pennpootsok,pennpoochok,ㄅㆥㄅㆦㄗㆦㆻ,ppt,ppc,ㄅㄅㄗ,True,False
度晬,tōo-tsè,10,tō͘-chè,too7tse3,too7che3,ㄉㆦ˫ㄗㆤ˪,tootse,tooche,ㄉㆦㄗㆤ,tt,tc,ㄉㄗ,True,False
形容詞,hîng-iông-sû,10,hêng-iông-sû,hing5iong5su5,heng5iong5su5,ㄏㄧㄥˊㄧㆲˊㄙㄨˊ,hingiongsu,hengiongsu,ㄏㄧㄥㄧㆲㄙㄨ,his,his,ㄏㄧㄙ,True,False
形態,hîng-thài,10,hêng-thài,hing5thai3,heng5thai3,ㄏㄧㄥˊㄊㄞ˪,hingthai,hengthai,ㄏㄧㄥㄊㄞ,ht,ht,ㄏㄊ,True,False
形體,hîng-thé,10,hêng-thé,hing5the2,heng5the2,ㄏㄧㄥˊㄊㆤˋ,hingthe,hengthe,ㄏㄧㄥㄊㆤ,ht,ht,ㄏㄊ,True,False
心理,sim-lí,10,sim-lí,sim1li2,sim1li2,ㄒㄧㆬㄌㄧˋ,simli,simli,ㄒㄧㆬㄌㄧ,sl,sl,ㄒㄌ,True,False
心跳,sim-thiàu,10,sim-thiàu,sim1thiau3,sim1thiau3,ㄒㄧㆬㄊㄧㄠ˪,simthiau,simthiau,ㄒㄧㆬㄊㄧㄠ,st,st,ㄒㄊ,True,False
感冒,kám-mōo,10,kám-mō͘,kam2moo7,kam2moo7,ㄍㆰˋㄇㆦ˫,kammoo,kammoo,ㄍㆰㄇㆦ,km,km,ㄍㄇ,True,False
態度,thài-tōo,10,thài-tō͘,thai3too7,thai3too7,ㄊㄞ˪ㄉㆦ˫,thaitoo,thaitoo,ㄊㄞㄉㆦ,tt,tt,ㄊㄉ,True,False
憲法,hiàn-huat,10,hiàn-hoat,hian3huat4,hian3hoat4,ㄏㄧㄢ˪ㄏㄨㄚㆵ,hianhuat,hianhoat,ㄏㄧㄢㄏㄨㄚㆵ,hh,hh,ㄏㄏ,True,False
成本,sîng-pún,10,sêng-pún,sing5pun2,seng5pun2,ㄒㄧㄥˊㄅㄨㄣˋ,singpun,sengpun,ㄒㄧㄥㄅㄨㄣ,sp,sp,ㄒㄅ,True,False
所費,sóo-huì,10,só͘-hùi,soo2hui3,soo2hui3,ㄙㆦˋㄏㄨㄧ˪,soohui,soohui,ㄙㆦㄏㄨㄧ,sh,sh,ㄙㄏ,True,False
手巾仔,tshiú-kin-á,10,chhiú-kin-á,tshiu2kin1a2,chhiu2kin1a2,ㄑㄧㄨˋㄍㄧㄣㄚˋ,tshiukina,chhiukina,ㄑㄧㄨㄍㄧㄣㄚ,tka,cka,ㄑㄍㄚ,True,False
手蹄仔,tshiú-tê-á,10,chhiú-tê-á,tshiu2te5a2,chhiu2te5a2,ㄑㄧㄨˋㄉㆤˊㄚˋ,tshiutea,chhiutea,ㄑㄧㄨㄉㆤㄚ,tta,cta,ㄑㄉㄚ,True,False
手電,tshiú-tiān,10,chhiú-tiān,tshiu2tian7,chhiu2tian7,ㄑㄧㄨˋㄉㄧㄢ˫,tshiutian,chhiutian,ㄑㄧㄨㄉㄧㄢ,tt,ct,ㄑㄉ,True,False
抗生素,khòng-sing-sòo,10,khòng-seng-sò͘,khong3sing1soo3,khong3seng1soo3,ㄎㆲ˪ㄒㄧㄥㄙㆦ˪,khongsingsoo,khongsengsoo,ㄎㆲㄒㄧㄥㄙㆦ,kss,kss,ㄎㄒㄙ,True,False
抽象,thiu-siōng,10,thiu-siōng,thiu1siong7,thiu1siong7,ㄊㄧㄨㄒㄧㆲ˫,thiusiong,thiusiong,ㄊㄧㄨㄒㄧㆲ,ts,ts,ㄊㄒ,True,False
拍拍,phah-phik,10,phah-phek,phah4phik4,phah4phek4,ㄆㄚㆷㄆㄧㆻ,phahphik,phahphek,ㄆㄚㆷㄆㄧㆻ,pp,pp,ㄆㄆ,True,False
拜拜,pài-pài,10,pài-pài,pai3pai3,pai3pai3,ㄅㄞ˪ㄅㄞ˪,paipai,paipai,ㄅㄞㄅㄞ,pp,pp,ㄅㄅ,True,False
指指,kí-tsáinn,10,kí-cháiⁿ,ki2tsainn2,ki2chainn2,ㄍㄧˋㄗㆮˋ,kitsainn,kichainn,ㄍㄧㄗㆮ,kt,kc,ㄍㄗ,True,False
指示符號,tsí-sī--hû-hō,10,chí-sī--hû-hō,tsi2si7hu5ho7,chi2si7hu5ho7,ㄐㄧˋㄒㄧ˫ㄏㄨˊㄏㄛ˫,tsisihuho,chisihuho,ㄐㄧㄒㄧㄏㄨㄏㄛ,tshh,cshh,ㄐㄒㄏㄏ,True,False
捷運,tsia̍t-ūn,10,chia̍t-ūn,tsiat8un7,chiat8un7,ㄐㄧㄚㆵ̇ㄨㄣ˫,tsiatun,chiatun,ㄐㄧㄚㆵㄨㄣ,tu,cu,ㄐㄨ,True,False
排球,pâi-kiû,10,pâi-kiû,pai5kiu5,pai5kiu5,ㄅㄞˊㄍㄧㄨˊ,paikiu,paikiu,ㄅㄞㄍㄧㄨ,pk,pk,ㄅㄍ,True,False
搬戲,puann-hì,10,poaⁿ-hì,puann1hi3,poann1hi3,ㄅㄨㆩㄏㄧ˪,puannhi,poannhi,ㄅㄨㆩㄏㄧ,ph,ph,ㄅㄏ,True,False
摘要,tiah-iàu,10,tiah-iàu,tiah4iau3,tiah4iau3,ㄉㄧㄚㆷㄧㄠ˪,tiahiau,tiahiau,ㄉㄧㄚㆷㄧㄠ,ti,ti,ㄉㄧ,True,False
教堂,kàu-tn̂g,10,kàu-tn̂g,kau3tng5,kau3tng5,ㄍㄠ˪ㄉㆭˊ,kautng,kautng,ㄍㄠㄉㆭ,kt,kt,ㄍㄉ,True,False
數字,sòo-jī,10,sò͘-jī,soo3ji7,soo3ji7,ㄙㆦ˪ㆢㄧ˫,sooji,sooji,ㄙㆦㆢㄧ,sj,sj,ㄙㆢ,True,False
文字,bûn-jī,10,bûn-jī,bun5ji7,bun5ji7,ㆠㄨㄣˊㆢㄧ˫,bunji,bunji,ㆠㄨㄣㆢㄧ,bj,bj,ㆠㆢ,True,False
文學,bûn-ha̍k,10,bûn-ha̍k,bun5hak8,bun5hak8,ㆠㄨㄣˊㄏㄚㆻ̇,bunhak,bunhak,ㆠㄨㄣㄏㄚㆻ,bh,bh,ㆠㄏ,True,False
文章,bûn-tsiunn,10,bûn-chiuⁿ,bun5tsiunn1,bun5chiunn1,ㆠㄨㄣˊㄐㄧㆫ,buntsiunn,bunchiunn,ㆠㄨㄣㄐㄧㆫ,bt,bc,ㆠㄐ,True,False
方向,hong-hiòng,10,hong-hiòng,hong1hiong3,hong1hiong3,ㄏㆲㄏㄧㆲ˪,honghiong,honghiong,ㄏㆲㄏㄧㆲ,hh,hh,ㄏㄏ,True,False
星座,sing-tsō,10,seng-chō,sing1tso7,seng1cho7,ㄒㄧㄥㄗㄛ˫,singtso,sengcho,ㄒㄧㄥㄗㄛ,st,sc,ㄒㄗ,True,False
時行,sî-kiânn,10,sî-kiâⁿ,si5kiann5,si5kiann5,ㄒㄧˊㄍㄧㆩˊ,sikiann,sikiann,ㄒㄧㄍㄧㆩ,sk,sk,ㄒㄍ,True,False
普及,phóo-ki̍p,10,phó͘-ki̍p,phoo2kip8,phoo2kip8,ㄆㆦˋㄍㄧㆴ̇,phookip,phookip,ㄆㆦㄍㄧㆴ,pk,pk,ㄆㄍ,True,False
暑假,sú-ká,10,sú-ká,su2ka2,su2ka2,ㄙㄨˋㄍㄚˋ,suka,suka,ㄙㄨㄍㄚ,sk,sk,ㄙㄍ,True,False
暗光鳥,àm-kong-tsiáu,10,àm-kong-chiáu,am3kong1tsiau2,am3kong1chiau2,ㆰ˪ㄍㆲㄐㄧㄠˋ,amkongtsiau,amkongchiau,ㆰㄍㆲㄐㄧㄠ,akt,akc,ㆰㄍㄐ,True,False
本領,pún-líng,10,pún-léng,pun2ling2,pun2leng2,ㄅㄨㄣˋㄌㄧㄥˋ,punling,punleng,ㄅㄨㄣㄌㄧㄥ,pl,pl,ㄅㄌ,True,False
材料,tsâi-liāu,10,châi-liāu,tsai5liau7,chai5liau7,ㄗㄞˊㄌㄧㄠ˫,tsailiau,chailiau,ㄗㄞㄌㄧㄠ,tl,cl,ㄗㄌ,True,False
柑仔蜜,kam-á-bi̍t,10,kam-á-bi̍t,kam1a2bit8,kam1a2bit8,ㄍㆰㄚˋㆠㄧㆵ̇,kamabit,kamabit,ㄍㆰㄚㆠㄧㆵ,kab,kab,ㄍㄚㆠ,True,False
格式,keh-sik,10,keh-sek,keh4sik4,keh4sek4,ㄍㆤㆷㄒㄧㆻ,kehsik,kehsek,ㄍㆤㆷㄒㄧㆻ,ks,ks,ㄍㄒ,True,False
棺柴,kuann-tshâ,10,koaⁿ-chhâ,kuann1tsha5,koann1chha5,ㄍㄨㆩㄘㄚˊ,kuanntsha,koannchha,ㄍㄨㆩㄘㄚ,kt,kc,ㄍㄘ,True,False
植物,si̍t-bu̍t,10,si̍t-bu̍t,sit8but8,sit8but8,ㄒㄧㆵ̇ㆠㄨㆵ̇,sitbut,sitbut,ㄒㄧㆵㆠㄨㆵ,sb,sb,ㄒㆠ,True,False
標題,phiau-tê,10,phiau-tê,phiau1te5,phiau1te5,ㄆㄧㄠㄉㆤˊ,phiaute,phiaute,ㄆㄧㄠㄉㆤ,pt,pt,ㄆㄉ,True,False
檨仔,suāinn-á,10,soāiⁿ-á,suainn7a2,soainn7a2,ㄙㄨㆮ˫ㄚˋ,suainna,soainna,ㄙㄨㆮㄚ,sa,sa,ㄙㄚ,True,False
權利,khuân-lī,10,khoân-lī,khuan5li7,khoan5li7,ㄎㄨㄢˊㄌㄧ˫,khuanli,khoanli,ㄎㄨㄢㄌㄧ,kl,kl,ㄎㄌ,True,False
歌仔,kua-á,10,koa-á,kua1a2,koa1a2,ㄍㄨㄚㄚˋ,kuaa,koaa,ㄍㄨㄚㄚ,ka,ka,ㄍㄚ,True,False
歌仔戲,kua-á-hì,10,koa-á-hì,kua1a2hi3,koa1a2hi3,ㄍㄨㄚㄚˋㄏㄧ˪,kuaahi,koaahi,ㄍㄨㄚㄚㄏㄧ,kah,kah,ㄍㄚㄏ,True,False
歌曲,kua-khik,10,koa-khek,kua1khik4,koa1khek4,ㄍㄨㄚㄎㄧㆻ,kuakhik,koakhek,ㄍㄨㄚㄎㄧㆻ,kk,kk,ㄍㄎ,True,False
歌聲,kua-siann,10,koa-siaⁿ,kua1siann1,koa1siann1,ㄍㄨㄚㄒㄧㆩ,kuasiann,koasiann,ㄍㄨㄚㄒㄧㆩ,ks,ks,ㄍㄒ,True,False
歌詞,kua-sû,10,koa-sû,kua1su5,koa1su5,ㄍㄨㄚㄙㄨˊ,kuasu,koasu,ㄍㄨㄚㄙㄨ,ks,ks,ㄍㄙ,True,False
歐洲,au-tsiu,10,au-chiu,au1tsiu1,au1chiu1,ㄠㄐㄧㄨ,autsiu,auchiu,ㄠㄐㄧㄨ,at,ac,ㄠㄐ,True,False
歡迎,huan-gîng,10,hoan-gêng,huan1ging5,hoan1geng5,ㄏㄨㄢㆣㄧㄥˊ,huanging,hoangeng,ㄏㄨㄢㆣㄧㄥ,hg,hg,ㄏㆣ,True,False
死亡,sí-bông,10,sí-bông,si2bong5,si2bong5,ㄒㄧˋㆠㆲˊ,sibong,sibong,ㄒㄧㆠㆲ,sb,sb,ㄒㆠ,True,False
殖民,si̍t-bîn,10,si̍t-bîn,sit8bin5,sit8bin5,ㄒㄧㆵ̇ㆠㄧㄣˊ,sitbin,sitbin,ㄒㄧㆵㆠㄧㄣ,sb,sb,ㄒㆠ,True,False
比例,pí-lē,10,pí-lē,pi2le7,pi2le7,ㄅㄧˋㄌㆤ˫,pile,pile,ㄅㄧㄌㆤ,pl,pl,ㄅㄌ,True,False
比較,pí-kàu,10,pí-kàu,pi2kau3,pi2kau3,ㄅㄧˋㄍㄠ˪,pikau,pikau,ㄅㄧㄍㄠ,pk,pk,ㄅㄍ,True,False
民俗,bîn-sio̍k,10,bîn-sio̍k,bin5siok8,bin5siok8,ㆠㄧㄣˊㄒㄧㆦㆻ̇,binsiok,binsiok,ㆠㄧㄣㄒㄧㆦㆻ,bs,bs,ㆠㄒ,True,False
氣口,khuì-kháu,10,khùi-kháu,khui3khau2,khui3khau2,ㄎㄨㄧ˪ㄎㄠˋ,khuikhau,khuikhau,ㄎㄨㄧㄎㄠ,kk,kk,ㄎㄎ,True,False
氣味,khì-bī,10,khì-bī,khi3bi7,khi3bi7,ㄎㄧ˪ㆠㄧ˫,khibi,khibi,ㄎㄧㆠㄧ,kb,kb,ㄎㆠ,True,False
氣象,khì-siōng,10,khì-siōng,khi3siong7,khi3siong7,ㄎㄧ˪ㄒㄧㆲ˫,khisiong,khisiong,ㄎㄧㄒㄧㆲ,ks,ks,ㄎㄒ,True,False
水道水,tsuí-tō-tsuí,10,chúi-tō-chúi,tsui2to7tsui2,chui2to7chui2,ㄗㄨㄧˋㄉㄛ˫ㄗㄨㄧˋ,tsuitotsui,chuitochui,ㄗㄨㄧㄉㄛㄗㄨㄧ,ttt,ctc,ㄗㄉㄗ,True,False
泅水,siû-tsuí,10,siû-chúi,siu5tsui2,siu5chui2,ㄒㄧㄨˊㄗㄨㄧˋ,siutsui,siuchui,ㄒㄧㄨㄗㄨㄧ,st,sc,ㄒㄗ,True,False
流行,liû-hîng,10,liû-hêng,liu5hing5,liu5heng5,ㄌㄧㄨˊㄏㄧㄥˊ,liuhing,liuheng,ㄌㄧㄨㄏㄧㄥ,lh,lh,ㄌㄏ,True,False
海沙埔,hái-sua-poo,10,hái-soa-po͘,hai2sua1poo1,hai2soa1poo1,ㄏㄞˋㄙㄨㄚㄅㆦ,haisuapoo,haisoapoo,ㄏㄞㄙㄨㄚㄅㆦ,hsp,hsp,ㄏㄙㄅ,True,False
消化,siau-huà,10,siau-hòa,siau1hua3,siau1hoa3,ㄒㄧㄠㄏㄨㄚ˪,siauhua,siauhoa,ㄒㄧㄠㄏㄨㄚ,sh,sh,ㄒㄏ,True,False
淡水,tām-tsuí,10,tām-chúi,tam7tsui2,tam7chui2,ㄉㆰ˫ㄗㄨㄧˋ,tamtsui,tamchui,ㄉㆰㄗㄨㄧ,tt,tc,ㄉㄗ,True,False
清明,tshing-bîng,10,chheng-bêng,tshing1bing5,chheng1beng5,ㄑㄧㄥㆠㄧㄥˊ,tshingbing,chhengbeng,ㄑㄧㄥㆠㄧㄥ,tb,cb,ㄑㆠ,True,False
港口,káng-kháu,10,káng-kháu,kang2khau2,kang2khau2,ㄍㄤˋㄎㄠˋ,kangkhau,kangkhau,ㄍㄤㄎㄠ,kk,kk,ㄍㄎ,True,False
漁港,hî-káng,10,hî-káng,hi5kang2,hi5kang2,ㄏㄧˊㄍㄤˋ,hikang,hikang,ㄏㄧㄍㄤ,hk,hk,ㄏㄍ,True,False
演員,ián-uân,10,ián-oân,ian2uan5,ian2oan5,ㄧㄢˋㄨㄢˊ,ianuan,ianoan,ㄧㄢㄨㄢ,iu,io,ㄧㄨ,True,False
演奏,ián-tsàu,10,ián-chàu,ian2tsau3,ian2chau3,ㄧㄢˋㄗㄠ˪,iantsau,ianchau,ㄧㄢㄗㄠ,it,ic,ㄧㄗ,True,False
演講,ián-káng,10,ián-káng,ian2kang2,ian2kang2,ㄧㄢˋㄍㄤˋ,iankang,iankang,ㄧㄢㄍㄤ,ik,ik,ㄧㄍ,True,False
漢藥,hàn-io̍h,10,hàn-io̍h,han3ioh8,han3ioh8,ㄏㄢ˪ㄧㄛㆷ̇,hanioh,hanioh,ㄏㄢㄧㄛㆷ,hi,hi,ㄏㄧ,True,False
濁水溪,lô-tsuí-khe,10,lô-chúi-khe,lo5tsui2khe1,lo5chui2khe1,ㄌㄛˊㄗㄨㄧˋㄎㆤ,lotsuikhe,lochuikhe,ㄌㄛㄗㄨㄧㄎㆤ,ltk,lck,ㄌㄗㄎ,True,False
火燒島,hué-sio-tó,10,hóe-sio-tó,hue2sio1to2,hoe2sio1to2,ㄏㄨㆤˋㄒㄧㄛㄉㄛˋ,huesioto,hoesioto,ㄏㄨㆤㄒㄧㄛㄉㄛ,hst,hst,ㄏㄒㄉ,True,False
煮食,tsú-tsia̍h,10,chú-chia̍h,tsu2tsiah8,chu2chiah8,ㄗㄨˋㄐㄧㄚㆷ̇,tsutsiah,chuchiah,ㄗㄨㄐㄧㄚㆷ,tt,cc,ㄗㄐ,True,False
熱天,jua̍h-thinn,10,joa̍h-thiⁿ,juah8thinn1,joah8thinn1,ㆡㄨㄚㆷ̇ㄊㆪ,juahthinn,joahthinn,ㆡㄨㄚㆷㄊㆪ,jt,jt,ㆡㄊ,True,False
玉山,gio̍k-san,10,gio̍k-san,giok8san1,giok8san1,ㆣㄧㆦㆻ̇ㄙㄢ,gioksan,gioksan,ㆣㄧㆦㆻㄙㄢ,gs,gs,ㆣㄙ,True,False
球箠,kiû-tshuê,10,kiû-chhôe,kiu5tshue5,kiu5chhoe5,ㄍㄧㄨˊㄘㄨㆤˊ,kiutshue,kiuchhoe,ㄍㄧㄨㄘㄨㆤ,kt,kc,ㄍㄘ,True,False
瑞士,suī-sū,10,sūi-sū,sui7su7,sui7su7,ㄙㄨㄧ˫ㄙㄨ˫,suisu,suisu,ㄙㄨㄧㄙㄨ,ss,ss,ㄙㄙ,True,False
畢氏定理,pit--sī-tīng-lí,10,pit--sī-tēng-lí,pit4si7ting7li2,pit4si7teng7li2,ㄅㄧㆵㄒㄧ˫ㄉㄧㄥ˫ㄌㄧˋ,pitsitingli,pitsitengli,ㄅㄧㆵㄒㄧㄉㄧㄥㄌㄧ,pstl,pstl,ㄅㄒㄉㄌ,True,False
番麥,huan-be̍h,10,hoan-be̍h,huan1beh8,hoan1beh8,ㄏㄨㄢㆠㆤㆷ̇,huanbeh,hoanbeh,ㄏㄨㄢㆠㆤㆷ,hb,hb,ㄏㆠ,True,False
發炎,huat-iām,10,hoat-iām,huat4iam7,hoat4iam7,ㄏㄨㄚㆵㄧㆰ˫,huatiam,hoatiam,ㄏㄨㄚㆵㄧㆰ,hi,hi,ㄏㄧ,True,False
白頭鵠仔,pe̍h-thâu-khok-á,10,pe̍h-thâu-khok-á,peh8thau5khok4a2,peh8thau5khok4a2,ㄅㆤㆷ̇ㄊㄠˊㄎㆦㆻㄚˋ,pehthaukhoka,pehthaukhoka,ㄅㆤㆷㄊㄠㄎㆦㆻㄚ,ptka,ptka,ㄅㄊㄎㄚ,True,False
百合花,pik-ha̍p-hue,10,pek-ha̍p-hoe,pik4hap8hue1,pek4hap8hoe1,ㄅㄧㆻㄏㄚㆴ̇ㄏㄨㆤ,pikhaphue,pekhaphoe,ㄅㄧㆻㄏㄚㆴㄏㄨㆤ,phh,phh,ㄅㄏㄏ,True,False
相片,siòng-phìnn,10,siòng-phìⁿ,siong3phinn3,siong3phinn3,ㄒㄧㆲ˪ㄆㆪ˪,siongphinn,siongphinn,ㄒㄧㆲㄆㆪ,sp,sp,ㄒㄆ,True,False
眷村,kuàn-tshuan,10,koàn-chhoan,kuan3tshuan1,koan3chhoan1,ㄍㄨㄢ˪ㄘㄨㄢ,kuantshuan,koanchhoan,ㄍㄨㄢㄘㄨㄢ,kt,kc,ㄍㄘ,True,False
碼頭,bé-thâu,10,bé-thâu,be2thau5,be2thau5,ㆠㆤˋㄊㄠˊ,bethau,bethau,ㆠㆤㄊㄠ,bt,bt,ㆠㄊ,True,False
神經,sîn-king,10,sîn-keng,sin5king1,sin5keng1,ㄒㄧㄣˊㄍㄧㄥ,sinking,sinkeng,ㄒㄧㄣㄍㄧㄥ,sk,sk,ㄒㄍ,True,False
科學,kho-ha̍k,10,kho-ha̍k,kho1hak8,kho1hak8,ㄎㄛㄏㄚㆻ̇,khohak,khohak,ㄎㄛㄏㄚㆻ,kh,kh,ㄎㄏ,True,False
空氣,khong-khì,10,khong-khì,khong1khi3,khong1khi3,ㄎㆲㄎㄧ˪,khongkhi,khongkhi,ㄎㆲㄎㄧ,kk,kk,ㄎㄎ,True,False
籃球,nâ-kiû,10,nâ-kiû,na5kiu5,na5kiu5,ㄋㄚˊㄍㄧㄨˊ,nakiu,nakiu,ㄋㄚㄍㄧㄨ,nk,nk,ㄋㄍ,True,False
粉紅仔色,hún-âng-á-sik,10,hún-âng-á-sek,hun2ang5a2sik4,hun2ang5a2sek4,ㄏㄨㄣˋㄤˊㄚˋㄒㄧㆻ,hunangasik,hunangasek,ㄏㄨㄣㄤㄚㄒㄧㆻ,haas,haas,ㄏㄤㄚㄒ,True,False
粒積,lia̍p-tsik,10,lia̍p-chek,liap8tsik4,liap8chek4,ㄌㄧㄚㆴ̇ㄐㄧㆻ,liaptsik,liapchek,ㄌㄧㄚㆴㄐㄧㆻ,lt,lc,ㄌㄐ,True,False
紅毛港,âng-mn̂g-káng,10,âng-mn̂g-káng,ang5mng5kang2,ang5mng5kang2,ㄤˊㄇㆭˊㄍㄤˋ,angmngkang,angmngkang,ㄤㄇㆭㄍㄤ,amk,amk,ㄤㄇㄍ,True,False
紅頭嶼,âng-thâu-sū,10,âng-thâu-sū,ang5thau5su7,ang5thau5su7,ㄤˊㄊㄠˊㄙㄨ˫,angthausu,angthausu,ㄤㄊㄠㄙㄨ,ats,ats,ㄤㄊㄙ,True,False
素食,sòo-si̍t,10,sò͘-si̍t,soo3sit8,soo3sit8,ㄙㆦ˪ㄒㄧㆵ̇,soosit,soosit,ㄙㆦㄒㄧㆵ,ss,ss,ㄙㄒ,True,False
紡織,pháng-tsit,10,pháng-chit,phang2tsit4,phang2chit4,ㄆㄤˋㄐㄧㆵ,phangtsit,phangchit,ㄆㄤㄐㄧㆵ,pt,pc,ㄆㄐ,True,False
細聲,sè-siann,10,sè-siaⁿ,se3siann1,se3siann1,ㄙㆤ˪ㄒㄧㆩ,sesiann,sesiann,ㄙㆤㄒㄧㆩ,ss,ss,ㄙㄒ,True,False
細菌,sè-khún,10,sè-khún,se3khun2,se3khun2,ㄙㆤ˪ㄎㄨㄣˋ,sekhun,sekhun,ㄙㆤㄎㄨㄣ,sk,sk,ㄙㄎ,True,False
結論,kiat-lūn,10,kiat-lūn,kiat4lun7,kiat4lun7,ㄍㄧㄚㆵㄌㄨㄣ˫,kiatlun,kiatlun,ㄍㄧㄚㆵㄌㄨㄣ,kl,kl,ㄍㄌ,True,False
羅馬字,lô-má-jī,10,lô-má-jī,lo5ma2ji7,lo5ma2ji7,ㄌㄛˊㄇㄚˋㆢㄧ˫,lomaji,lomaji,ㄌㄛㄇㄚㆢㄧ,lmj,lmj,ㄌㄇㆢ,True,False
義務,gī-bū,10,gī-bū,gi7bu7,gi7bu7,ㆣㄧ˫ㆠㄨ˫,gibu,gibu,ㆣㄧㆠㄨ,gb,gb,ㆣㆠ,True,False
習慣,si̍p-kuàn,10,si̍p-koàn,sip8kuan3,sip8koan3,ㄒㄧㆴ̇ㄍㄨㄢ˪,sipkuan,sipkoan,ㄒㄧㆴㄍㄨㄢ,sk,sk,ㄒㄍ,True,False
翻譯,huan-i̍k,10,hoan-e̍k,huan1ik8,hoan1ek8,ㄏㄨㄢㄧㆻ̇,huanik,hoanek,ㄏㄨㄢㄧㆻ,hi,he,ㄏㄧ,True,False
考試,khó-tshì,10,khó-chhì,kho2tshi3,kho2chhi3,ㄎㄛˋㄑㄧ˪,khotshi,khochhi,ㄎㄛㄑㄧ,kt,kc,ㄎㄑ,True,False
聖經,sìng-king,10,sèng-keng,sing3king1,seng3keng1,ㄒㄧㄥ˪ㄍㄧㄥ,singking,sengkeng,ㄒㄧㄥㄍㄧㄥ,sk,sk,ㄒㄍ,True,False
聖誕節,sìng-tàn-tseh,10,sèng-tàn-cheh,sing3tan3tseh4,seng3tan3cheh4,ㄒㄧㄥ˪ㄉㄢ˪ㄗㆤㆷ,singtantseh,sengtancheh,ㄒㄧㄥㄉㄢㄗㆤㆷ,stt,stc,ㄒㄉㄗ,True,False
聲調,siann-tiāu,10,siaⁿ-tiāu,siann1tiau7,siann1tiau7,ㄒㄧㆩㄉㄧㄠ˫,sianntiau,sianntiau,ㄒㄧㆩㄉㄧㄠ,st,st,ㄒㄉ,True,False
肚臍,tōo-tsâi,10,tō͘-châi,too7tsai5,too7chai5,ㄉㆦ˫ㄗㄞˊ,tootsai,toochai,ㄉㆦㄗㄞ,tt,tc,ㄉㄗ,True,False
肺炎,hì-iām,10,hì-iām,hi3iam7,hi3iam7,ㄏㄧ˪ㄧㆰ˫,hiiam,hiiam,ㄏㄧㄧㆰ,hi,hi,ㄏㄧ,True,False
腰尺,io-tshioh,10,io-chhioh,io1tshioh4,io1chhioh4,ㄧㄛㄑㄧㄛㆷ,iotshioh,iochhioh,ㄧㄛㄑㄧㄛㆷ,it,ic,ㄧㄑ,True,False
舞台,bú-tâi,10,bú-tâi,bu2tai5,bu2tai5,ㆠㄨˋㄉㄞˊ,butai,butai,ㆠㄨㄉㄞ,bt,bt,ㆠㄉ,True,False
航空,hâng-khong,10,hâng-khong,hang5khong1,hang5khong1,ㄏㄤˊㄎㆲ,hangkhong,hangkhong,ㄏㄤㄎㆲ,hk,hk,ㄏㄎ,True,False
艋舺,báng-kah,10,báng-kah,bang2kah4,bang2kah4,ㆠㄤˋㄍㄚㆷ,bangkah,bangkah,ㆠㄤㄍㄚㆷ,bk,bk,ㆠㄍ,True,False
