hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
草蓆,tsháu-tshio̍h,10,chháu-chhio̍h,tshau2tshioh8,chhau2chhioh8,ㄘㄠˋㄑㄧㄛㆷ̇,tshautshioh,chhauchhioh,ㄘㄠㄑㄧㄛㆷ,tt,cc,ㄘㄑ,True,False
莫氏𠕇度,bo̍h--sī-tīng-tōo,10,bo̍h--sī-tēng-tō͘,boh8si7ting7too7,boh8si7teng7too7,ㆠㄛㆷ̇ㄒㄧ˫ㄉㄧㄥ˫ㄉㆦ˫,bohsitingtoo,bohsitengtoo,ㆠㄛㆷㄒㄧㄉㄧㄥㄉㆦ,bstt,bstt,ㆠㄒㄉㄉ,True,False
華語,huâ-gí,10,hôa-gí,hua5gi2,hoa5gi2,ㄏㄨㄚˊㆣㄧˋ,huagi,hoagi,ㄏㄨㄚㆣㄧ,hg,hg,ㄏㆣ,True,False
藝術,gē-su̍t,10,gē-su̍t,ge7sut8,ge7sut8,ㆣㆤ˫ㄙㄨㆵ̇,gesut,gesut,ㆣㆤㄙㄨㆵ,gs,gs,ㆣㄙ,True,False
行政,hîng-tsìng,10,hêng-chèng,hing5tsing3,heng5cheng3,ㄏㄧㄥˊㄐㄧㄥ˪,hingtsing,hengcheng,ㄏㄧㄥㄐㄧㄥ,ht,hc,ㄏㄐ,True,False
街仔路,ke-á-lōo,10,ke-á-lō͘,ke1a2loo7,ke1a2loo7,ㄍㆤㄚˋㄌㆦ˫,kealoo,kealoo,ㄍㆤㄚㄌㆦ,kal,kal,ㄍㄚㄌ,True,False
衛生,uē-sing,10,ōe-seng,ue7sing1,oe7seng1,ㄨㆤ˫ㄒㄧㄥ,uesing,oeseng,ㄨㆤㄒㄧㄥ,us,os,ㄨㄒ,True,False
表演,piáu-ián,10,piáu-ián,piau2ian2,piau2ian2,ㄅㄧㄠˋㄧㄢˋ,piauian,piauian,ㄅㄧㄠㄧㄢ,pi,pi,ㄅㄧ,True,False
表現,piáu-hiān,10,piáu-hiān,piau2hian7,piau2hian7,ㄅㄧㄠˋㄏㄧㄢ˫,piauhian,piauhian,ㄅㄧㄠㄏㄧㄢ,ph,ph,ㄅㄏ,True,False
表達,piáu-ta̍t,10,piáu-ta̍t,piau2tat8,piau2tat8,ㄅㄧㄠˋㄉㄚㆵ̇,piautat,piautat,ㄅㄧㄠㄉㄚㆵ,pt,pt,ㄅㄉ,True,False
表面,piáu-bīn,10,piáu-bīn,piau2bin7,piau2bin7,ㄅㄧㄠˋㆠㄧㄣ˫,piaubin,piaubin,ㄅㄧㄠㆠㄧㄣ,pb,pb,ㄅㆠ,True,False
衫弓仔,sann-king-á,10,saⁿ-keng-á,sann1king1a2,sann1keng1a2,ㄙㆩㄍㄧㄥㄚˋ,sannkinga,sannkenga,ㄙㆩㄍㄧㄥㄚ,ska,ska,ㄙㄍㄚ,True,False
觀察,kuan-tshat,10,koan-chhat,kuan1tshat4,koan1chhat4,ㄍㄨㄢㄘㄚㆵ,kuantshat,koanchhat,ㄍㄨㄢㄘㄚㆵ,kt,kc,ㄍㄘ,True,False
角度,kak-tōo,10,kak-tō͘,kak4too7,kak4too7,ㄍㄚㆻㄉㆦ˫,kaktoo,kaktoo,ㄍㄚㆻㄉㆦ,kt,kt,ㄍㄉ,True,False
角色,kak-sik,10,kak-sek,kak4sik4,kak4sek4,ㄍㄚㆻㄒㄧㆻ,kaksik,kaksek,ㄍㄚㆻㄒㄧㆻ,ks,ks,ㄍㄒ,True,False
解說,kái-sueh,10,kái-soeh,kai2sueh4,kai2soeh4,ㄍㄞˋㄙㄨㆤㆷ,kaisueh,kaisoeh,ㄍㄞㄙㄨㆤㆷ,ks,ks,ㄍㄙ,True,False
討食,thó-tsia̍h,10,thó-chia̍h,tho2tsiah8,tho2chiah8,ㄊㄛˋㄐㄧㄚㆷ̇,thotsiah,thochiah,ㄊㄛㄐㄧㄚㆷ,tt,tc,ㄊㄐ,True,False
訓練,hùn-liān,10,hùn-liān,hun3lian7,hun3lian7,ㄏㄨㄣ˪ㄌㄧㄢ˫,hunlian,hunlian,ㄏㄨㄣㄌㄧㄢ,hl,hl,ㄏㄌ,True,False
記者,kì-tsiá,10,kì-chiá,ki3tsia2,ki3chia2,ㄍㄧ˪ㄐㄧㄚˋ,kitsia,kichia,ㄍㄧㄐㄧㄚ,kt,kc,ㄍㄐ,True,False
記載,kì-tsài,10,kì-chài,ki3tsai3,ki3chai3,ㄍㄧ˪ㄗㄞ˪,kitsai,kichai,ㄍㄧㄗㄞ,kt,kc,ㄍㄗ,True,False
設定,siat-tīng,10,siat-tēng,siat4ting7,siat4teng7,ㄒㄧㄚㆵㄉㄧㄥ˫,siatting,siatteng,ㄒㄧㄚㆵㄉㄧㄥ,st,st,ㄒㄉ,True,False
診所,tsín-sóo,10,chín-só͘,tsin2soo2,chin2soo2,ㄐㄧㄣˋㄙㆦˋ,tsinsoo,chinsoo,ㄐㄧㄣㄙㆦ,ts,cs,ㄐㄙ,True,False
話屎,uē-sái,10,ōe-sái,ue7sai2,oe7sai2,ㄨㆤ˫ㄙㄞˋ,uesai,oesai,ㄨㆤㄙㄞ,us,os,ㄨㄙ,True,False
語文,gí-bûn,10,gí-bûn,gi2bun5,gi2bun5,ㆣㄧˋㆠㄨㄣˊ,gibun,gibun,ㆣㄧㆠㄨㄣ,gb,gb,ㆣㆠ,True,False
語音,gí-im,10,gí-im,gi2im1,gi2im1,ㆣㄧˋㄧㆬ,giim,giim,ㆣㄧㄧㆬ,gi,gi,ㆣㄧ,True,False
說明,suat-bîng,10,soat-bêng,suat4bing5,soat4beng5,ㄙㄨㄚㆵㆠㄧㄥˊ,suatbing,soatbeng,ㄙㄨㄚㆵㆠㄧㄥ,sb,sb,ㄙㆠ,True,False
譬喻,phì-jū,10,phì-jū,phi3ju7,phi3ju7,ㄆㄧ˪ㆡㄨ˫,phiju,phiju,ㄆㄧㆡㄨ,pj,pj,ㄆㆡ,True,False
議員,gī-uân,10,gī-oân,gi7uan5,gi7oan5,ㆣㄧ˫ㄨㄢˊ,giuan,gioan,ㆣㄧㄨㄢ,gu,go,ㆣㄨ,True,False
議論,gī-lūn,10,gī-lūn,gi7lun7,gi7lun7,ㆣㄧ˫ㄌㄨㄣ˫,gilun,gilun,ㆣㄧㄌㄨㄣ,gl,gl,ㆣㄌ,True,False
責任,tsik-jīm,10,chek-jīm,tsik4jim7,chek4jim7,ㄐㄧㆻㆢㄧㆬ˫,tsikjim,chekjim,ㄐㄧㆻㆢㄧㆬ,tj,cj,ㄐㆢ,True,False
資源,tsu-guân,10,chu-goân,tsu1guan5,chu1goan5,ㄗㄨㆣㄨㄢˊ,tsuguan,chugoan,ㄗㄨㆣㄨㄢ,tg,cg,ㄗㆣ,True,False
軟體,nńg-thé,10,nńg-thé,nng2the2,nng2the2,ㄋㆭˋㄊㆤˋ,nngthe,nngthe,ㄋㆭㄊㆤ,nt,nt,ㄋㄊ,True,False
辭典,sû-tián,10,sû-tián,su5tian2,su5tian2,ㄙㄨˊㄉㄧㄢˋ,sutian,sutian,ㄙㄨㄉㄧㄢ,st,st,ㄙㄉ,True,False
農藥,lông-io̍h,10,lông-io̍h,long5ioh8,long5ioh8,ㄌㆲˊㄧㄛㆷ̇,longioh,longioh,ㄌㆲㄧㄛㆷ,li,li,ㄌㄧ,True,False
通知,thong-ti,10,thong-ti,thong1ti1,thong1ti1,ㄊㆲㄉㄧ,thongti,thongti,ㄊㆲㄉㄧ,tt,tt,ㄊㄉ,True,False
進口,tsìn-kháu,10,chìn-kháu,tsin3khau2,chin3khau2,ㄐㄧㄣ˪ㄎㄠˋ,tsinkhau,chinkhau,ㄐㄧㄣㄎㄠ,tk,ck,ㄐㄎ,True,False
郵局,iû-kio̍k,10,iû-kio̍k,iu5kiok8,iu5kiok8,ㄧㄨˊㄍㄧㆦㆻ̇,iukiok,iukiok,ㄧㄨㄍㄧㆦㆻ,ik,ik,ㄧㄍ,True,False
都市,too-tshī,10,to͘-chhī,too1tshi7,too1chhi7,ㄉㆦㄑㄧ˫,tootshi,toochhi,ㄉㆦㄑㄧ,tt,tc,ㄉㄑ,True,False
都會,too-huē,10,to͘-hōe,too1hue7,too1hoe7,ㄉㆦㄏㄨㆤ˫,toohue,toohoe,ㄉㆦㄏㄨㆤ,th,th,ㄉㄏ,True,False
鄭氏時代,tēnn--sī-sî-tāi,10,tēⁿ--sī-sî-tāi,tenn7si7si5tai7,tenn7si7si5tai7,ㄉㆥ˫ㄒㄧ˫ㄒㄧˊㄉㄞ˫,tennsisitai,tennsisitai,ㄉㆥㄒㄧㄒㄧㄉㄞ,tsst,tsst,ㄉㄒㄒㄉ,True,False
鄭氏王朝,tēnn--sī-ông-tiâu,10,tēⁿ--sī-ông-tiâu,tenn7si7ong5tiau5,tenn7si7ong5tiau5,ㄉㆥ˫ㄒㄧ˫ㆲˊㄉㄧㄠˊ,tennsiongtiau,tennsiongtiau,ㄉㆥㄒㄧㆲㄉㄧㄠ,tsot,tsot,ㄉㄒㆲㄉ,True,False
金門,kim-mn̂g,10,kim-mn̂g,kim1mng5,kim1mng5,ㄍㄧㆬㄇㆭˊ,kimmng,kimmng,ㄍㄧㆬㄇㆭ,km,km,ㄍㄇ,True,False
銀角仔,gîn-kak-á,10,gîn-kak-á,gin5kak4a2,gin5kak4a2,ㆣㄧㄣˊㄍㄚㆻㄚˋ,ginkaka,ginkaka,ㆣㄧㄣㄍㄚㆻㄚ,gka,gka,ㆣㄍㄚ,True,False
鐵枝路,thih-ki-lōo,10,thih-ki-lō͘,thih4ki1loo7,thih4ki1loo7,ㄊㄧㆷㄍㄧㄌㆦ˫,thihkiloo,thihkiloo,ㄊㄧㆷㄍㄧㄌㆦ,tkl,tkl,ㄊㄍㄌ,True,False
鐵馬,thih-bé,10,thih-bé,thih4be2,thih4be2,ㄊㄧㆷㆠㆤˋ,thihbe,thihbe,ㄊㄧㆷㆠㆤ,tb,tb,ㄊㆠ,True,False
階級,kai-kip,10,kai-kip,kai1kip4,kai1kip4,ㄍㄞㄍㄧㆴ,kaikip,kaikip,ㄍㄞㄍㄧㆴ,kk,kk,ㄍㄍ,True,False
雞卵糕,ke-nn̄g-ko,10,ke-nn̄g-ko,ke1nng7ko1,ke1nng7ko1,ㄍㆤㄋㆭ˫ㄍㄛ,kenngko,kenngko,ㄍㆤㄋㆭㄍㄛ,knk,knk,ㄍㄋㄍ,True,False
雞籠,ke-lâng,10,ke-lâng,ke1lang5,ke1lang5,ㄍㆤㄌㄤˊ,kelang,kelang,ㄍㆤㄌㄤ,kl,kl,ㄍㄌ,True,False
雨水,hōo-tsuí,10,hō͘-chúi,hoo7tsui2,hoo7chui2,ㄏㆦ˫ㄗㄨㄧˋ,hootsui,hoochui,ㄏㆦㄗㄨㄧ,ht,hc,ㄏㄗ,True,False
電池,tiān-tî,10,tiān-tî,tian7ti5,tian7ti5,ㄉㄧㄢ˫ㄉㄧˊ,tianti,tianti,ㄉㄧㄢㄉㄧ,tt,tt,ㄉㄉ,True,False
電腦,tiān-náu,10,tiān-náu,tian7nau2,tian7nau2,ㄉㄧㄢ˫ㄋㄠˋ,tiannau,tiannau,ㄉㄧㄢㄋㄠ,tn,tn,ㄉㄋ,True,False
電風,tiān-hong,10,tiān-hong,tian7hong1,tian7hong1,ㄉㄧㄢ˫ㄏㆲ,tianhong,tianhong,ㄉㄧㄢㄏㆲ,th,th,ㄉㄏ,True,False
露水,lōo-tsuí,10,lō͘-chúi,loo7tsui2,loo7chui2,ㄌㆦ˫ㄗㄨㄧˋ,lootsui,loochui,ㄌㆦㄗㄨㄧ,lt,lc,ㄌㄗ,True,False
青苔,tshenn-thî,10,chheⁿ-thî,tshenn1thi5,chhenn1thi5,ㄘㆥㄊㄧˊ,tshennthi,chhennthi,ㄘㆥㄊㄧ,tt,ct,ㄘㄊ,True,True
青菜,tshenn-tshài,10,chheⁿ-chhài,tshenn1tshai3,chhenn1chhai3,ㄘㆥㄘㄞ˪,tshenntshai,chhennchhai,ㄘㆥㄘㄞ,tt,cc,ㄘㄘ,True,True
非洲,hui-tsiu,10,hui-chiu,hui1tsiu1,hui1chiu1,ㄏㄨㄧㄐㄧㄨ,huitsiu,huichiu,ㄏㄨㄧㄐㄧㄨ,ht,hc,ㄏㄐ,True,False
面巾,bīn-kin,10,bīn-kin,bin7kin1,bin7kin1,ㆠㄧㄣ˫ㄍㄧㄣ,binkin,binkin,ㆠㄧㄣㄍㄧㄣ,bk,bk,ㆠㄍ,True,False
順序,sūn-sū,10,sūn-sū,sun7su7,sun7su7,ㄙㄨㄣ˫ㄙㄨ˫,sunsu,sunsu,ㄙㄨㄣㄙㄨ,ss,ss,ㄙㄙ,True,True
題目,tê-ba̍k,10,tê-ba̍k,te5bak8,te5bak8,ㄉㆤˊㆠㄚㆻ̇,tebak,tebak,ㄉㆤㆠㄚㆻ,tb,tb,ㄉㆠ,True,False
題目,tê-bo̍k,10,tê-bo̍k,te5bok8,te5bok8,ㄉㆤˊㆠㆦㆻ̇,tebok,tebok,ㄉㆤㆠㆦㆻ,tb,tb,ㄉㆠ,True,False
風吹,hong-tshue,10,hong-chhoe,hong1tshue1,hong1chhoe1,ㄏㆲㄘㄨㆤ,hongtshue,hongchhoe,ㄏㆲㄘㄨㆤ,ht,hc,ㄏㄘ,True,False
飛行機,hui-lîng-ki,10,hui-lêng-ki,hui1ling5ki1,hui1leng5ki1,ㄏㄨㄧㄌㄧㄥˊㄍㄧ,huilingki,huilengki,ㄏㄨㄧㄌㄧㄥㄍㄧ,hlk,hlk,ㄏㄌㄍ,True,False
食物,si̍t-bu̍t,10,si̍t-bu̍t,sit8but8,sit8but8,ㄒㄧㆵ̇ㆠㄨㆵ̇,sitbut,sitbut,ㄒㄧㆵㆠㄨㆵ,sb,sb,ㄒㆠ,True,False
食頭路,tsia̍h-thâu-lōo,10,chia̍h-thâu-lō͘,tsiah8thau5loo7,chiah8thau5loo7,ㄐㄧㄚㆷ̇ㄊㄠˊㄌㆦ˫,tsiahthauloo,chiahthauloo,ㄐㄧㄚㆷㄊㄠㄌㆦ,ttl,ctl,ㄐㄊㄌ,True,False
飯匙銃,pn̄g-sî-tshìng,10,pn̄g-sî-chhèng,png7si5tshing3,png7si5chheng3,ㄅㆭ˫ㄒㄧˊㄑㄧㄥ˪,pngsitshing,pngsichheng,ㄅㆭㄒㄧㄑㄧㄥ,pst,psc,ㄅㄒㄑ,True,False
體格,thé-keh,10,thé-keh,the2keh4,the2keh4,ㄊㆤˋㄍㆤㆷ,thekeh,thekeh,ㄊㆤㄍㆤㆷ,tk,tk,ㄊㄍ,True,False
麻糍,muâ-tsî,10,môa-chî,mua5tsi5,moa5chi5,ㄇㄨㄚˊㄐㄧˊ,muatsi,moachi,ㄇㄨㄚㄐㄧ,mt,mc,ㄇㄐ,True,False
羽毛球,ú-môo-kiû,9,ú-mô͘-kiû,u2moo5kiu5,u2moo5kiu5,ㄨˋㄇㆦˊㄍㄧㄨˊ,umookiu,umookiu,ㄨㄇㆦㄍㄧㄨ,umk,umk,ㄨㄇㄍ,True,False
評論,phîng-lūn,9,phêng-lūn,phing5lun7,pheng5lun7,ㄆㄧㄥˊㄌㄨㄣ˫,phinglun,phenglun,ㄆㄧㄥㄌㄨㄣ,pl,pl,ㄆㄌ,True,False
坪,phênn,6,phêⁿ,phenn5,phenn5,ㄆㆥˊ,phenn,phenn,ㄆㆥ,,,,True,False
佛教,hu̍t-kàu,5,hu̍t-kàu,hut8kau3,hut8kau3,ㄏㄨㆵ̇ㄍㄠ˪,hutkau,hutkau,ㄏㄨㆵㄍㄠ,hk,hk,ㄏㄍ,True,False
字母,jī-bó,5,jī-bó,ji7bo2,ji7bo2,ㆢㄧ˫ㆠㄛˋ,jibo,jibo,ㆢㄧㆠㄛ,jb,jb,ㆢㆠ,True,False
態度,thāi-tōo,5,thāi-tō͘,thai7too7,thai7too7,ㄊㄞ˫ㄉㆦ˫,thaitoo,thaitoo,ㄊㄞㄉㆦ,tt,tt,ㄊㄉ,True,False
權利,kuân-lī,5,koân-lī,kuan5li7,koan5li7,ㄍㄨㄢˊㄌㄧ˫,kuanli,koanli,ㄍㄨㄢㄌㄧ,kl,kl,ㄍㄌ,True,False
清明,tshinn-miâ,5,chhiⁿ-miâ,tshinn1mia5,chhinn1mia5,ㄑㆪㄇㄧㄚˊ,tshinnmia,chhinnmia,ㄑㆪㄇㄧㄚ,tm,cm,ㄑㄇ,True,False
畢業,pit-gia̍p,5,pit-gia̍p,pit4giap8,pit4giap8,ㄅㄧㆵㆣㄧㄚㆴ̇,pitgiap,pitgiap,ㄅㄧㆵㆣㄧㄚㆴ,pg,pg,ㄅㆣ,True,False
錄音,lo̍k-im,5,lo̍k-im,lok8im1,lok8im1,ㄌㆦㆻ̇ㄧㆬ,lokim,lokim,ㄌㆦㆻㄧㆬ,li,li,ㄌㄧ,True,False
順序,sūn-sī,5,sūn-sī,sun7si7,sun7si7,ㄙㄨㄣ˫ㄒㄧ˫,sunsi,sunsi,ㄙㄨㄣㄒㄧ,ss,ss,ㄙㄒ,True,True
中元,tiong-guân,3,tiong-goân,tiong1guan5,tiong1goan5,ㄉㄧㆲㆣㄨㄢˊ,tiongguan,tionggoan,ㄉㄧㆲㆣㄨㄢ,tg,tg,ㄉㆣ,True,False
主席,tsú-si̍k,2,chú-se̍k,tsu2sik8,chu2sek8,ㄗㄨˋㄒㄧㆻ̇,tsusik,chusek,ㄗㄨㄒㄧㆻ,ts,cs,ㄗㄒ,True,False
勒索,li̍k-sik,2,le̍k-sek,lik8sik4,lek8sek4,ㄌㄧㆻ̇ㄒㄧㆻ,liksik,leksek,ㄌㄧㆻㄒㄧㆻ,ls,ls,ㄌㄒ,True,False
國語,kok-gí,2,kok-gí,kok4gi2,kok4gi2,ㄍㆦㆻㆣㄧˋ,kokgi,kokgi,ㄍㆦㆻㆣㄧ,kg,kg,ㄍㆣ,True,False
平埔,pênn-poo,2,pêⁿ-po͘,penn5poo1,penn5poo1,ㄅㆥˊㄅㆦ,pennpoo,pennpoo,ㄅㆥㄅㆦ,pp,pp,ㄅㄅ,True,False
注音,tsù-im,2,chù-im,tsu3im1,chu3im1,ㄗㄨ˪ㄧㆬ,tsuim,chuim,ㄗㄨㄧㆬ,ti,ci,ㄗㄧ,True,False
湳仔,làm-á,2,làm-á,lam3a2,lam3a2,ㄌㆰ˪ㄚˋ,lama,lama,ㄌㆰㄚ,la,la,ㄌㄚ,True,False
䘥仔,kah-á,1,kah-á,kah4a2,kah4a2,ㄍㄚㆷㄚˋ,kaha,kaha,ㄍㄚㆷㄚ,ka,ka,ㄍㄚ,True,False
三貂角,sam-tiau-kak,1,sam-tiau-kak,sam1tiau1kak4,sam1tiau1kak4,ㄙㆰㄉㄧㄠㄍㄚㆻ,samtiaukak,samtiaukak,ㄙㆰㄉㄧㄠㄍㄚㆻ,stk,stk,ㄙㄉㄍ,True,False
上元,siōng-guân,1,siōng-goân,siong7guan5,siong7goan5,ㄒㄧㆲ˫ㆣㄨㄢˊ,siongguan,sionggoan,ㄒㄧㆲㆣㄨㄢ,sg,sg,ㄒㆣ,True,False
下課,hā-khò,1,hā-khò,ha7kho3,ha7kho3,ㄏㄚ˫ㄎㄛ˪,hakho,hakho,ㄏㄚㄎㄛ,hk,hk,ㄏㄎ,True,False
世紀,sè-kí,1,sè-kí,se3ki2,se3ki2,ㄙㆤ˪ㄍㄧˋ,seki,seki,ㄙㆤㄍㄧ,sk,sk,ㄙㄍ,True,False
中性,tiong-sìng,1,tiong-sèng,tiong1sing3,tiong1seng3,ㄉㄧㆲㄒㄧㄥ˪,tiongsing,tiongseng,ㄉㄧㆲㄒㄧㄥ,ts,ts,ㄉㄒ,True,False
九份仔,káu-hūn-á,1,káu-hūn-á,kau2hun7a2,kau2hun7a2,ㄍㄠˋㄏㄨㄣ˫ㄚˋ,kauhuna,kauhuna,ㄍㄠㄏㄨㄣㄚ,kha,kha,ㄍㄏㄚ,True,False
五日節,gōo-ji̍t-tseh,1,gō͘-ji̍t-cheh,goo7jit8tseh4,goo7jit8cheh4,ㆣㆦ˫ㆢㄧㆵ̇ㄗㆤㆷ,goojittseh,goojitcheh,ㆣㆦㆢㄧㆵㄗㆤㆷ,gjt,gjc,ㆣㆢㄗ,True,False
五月節,gōo-gue̍h-tseh,1,gō͘-goe̍h-cheh,goo7gueh8tseh4,goo7goeh8cheh4,ㆣㆦ˫ㆣㄨㆤㆷ̇ㄗㆤㆷ,googuehtseh,googoehcheh,ㆣㆦㆣㄨㆤㆷㄗㆤㆷ,ggt,ggc,ㆣㆣㄗ,True,False
亡魂,bông-hûn,1,bông-hûn,bong5hun5,bong5hun5,ㆠㆲˊㄏㄨㄣˊ,bonghun,bonghun,ㆠㆲㄏㄨㄣ,bh,bh,ㆠㄏ,True,False
人文,jîn-bûn,1,jîn-bûn,jin5bun5,jin5bun5,ㆢㄧㄣˊㆠㄨㄣˊ,jinbun,jinbun,ㆢㄧㄣㆠㄨㄣ,jb,jb,ㆢㆠ,True,False
代名詞,tāi-bîng-sû,1,tāi-bêng-sû,tai7bing5su5,tai7beng5su5,ㄉㄞ˫ㆠㄧㄥˊㄙㄨˊ,taibingsu,taibengsu,ㄉㄞㆠㄧㄥㄙㄨ,tbs,tbs,ㄉㆠㄙ,True,False
低音,kē-im,1,kē-im,ke7im1,ke7im1,ㄍㆤ˫ㄧㆬ,keim,keim,ㄍㆤㄧㆬ,ki,ki,ㄍㄧ,True,False
作文,tsok-bûn,1,chok-bûn,tsok4bun5,chok4bun5,ㄗㆦㆻㆠㄨㄣˊ,tsokbun,chokbun,ㄗㆦㆻㆠㄨㄣ,tb,cb,ㄗㆠ,True,False
例句,lē-kù,1,lē-kù,le7ku3,le7ku3,ㄌㆤ˫ㄍㄨ˪,leku,leku,ㄌㆤㄍㄨ,lk,lk,ㄌㄍ,True,False
俗諺,sio̍k-gān,1,sio̍k-gān,siok8gan7,siok8gan7,ㄒㄧㆦㆻ̇ㆣㄢ˫,siokgan,siokgan,ㄒㄧㆦㆻㆣㄢ,sg,sg,ㄒㆣ,True,False
倫理,lûn-lí,1,lûn-lí,lun5li2,lun5li2,ㄌㄨㄣˊㄌㄧˋ,lunli,lunli,ㄌㄨㄣㄌㄧ,ll,ll,ㄌㄌ,True,False
假借,ká-tsià,1,ká-chià,ka2tsia3,ka2chia3,ㄍㄚˋㄐㄧㄚ˪,katsia,kachia,ㄍㄚㄐㄧㄚ,kt,kc,ㄍㄐ,True,False
做戲,tsò-hì,1,chò-hì,tso3hi3,cho3hi3,ㄗㄛ˪ㄏㄧ˪,tsohi,chohi,ㄗㄛㄏㄧ,th,ch,ㄗㄏ,True,False
儒家,jû-ka,1,jû-ka,ju5ka1,ju5ka1,ㆡㄨˊㄍㄚ,juka,juka,ㆡㄨㄍㄚ,jk,jk,ㆡㄍ,True,False
元宵,guân-siau,1,goân-siau,guan5siau1,goan5siau1,ㆣㄨㄢˊㄒㄧㄠ,guansiau,goansiau,ㆣㄨㄢㄒㄧㄠ,gs,gs,ㆣㄒ,True,False
公克,kong-khik,1,kong-khek,kong1khik4,kong1khek4,ㄍㆲㄎㄧㆻ,kongkhik,kongkhek,ㄍㆲㄎㄧㆻ,kk,kk,ㄍㄎ,True,False
公升,kong-tsin,1,kong-chin,kong1tsin1,kong1chin1,ㄍㆲㄐㄧㄣ,kongtsin,kongchin,ㄍㆲㄐㄧㄣ,kt,kc,ㄍㄐ,True,False
公厘,kong-lî,1,kong-lî,kong1li5,kong1li5,ㄍㆲㄌㄧˊ,kongli,kongli,ㄍㆲㄌㄧ,kl,kl,ㄍㄌ,True,False
公廨,kong-kài,1,kong-kài,kong1kai3,kong1kai3,ㄍㆲㄍㄞ˪,kongkai,kongkai,ㄍㆲㄍㄞ,kk,kk,ㄍㄍ,True,False
公益,kong-ik,1,kong-ek,kong1ik4,kong1ek4,ㄍㆲㄧㆻ,kongik,kongek,ㄍㆲㄧㆻ,ki,ke,ㄍㄧ,True,False
冷凍,líng-tòng,1,léng-tòng,ling2tong3,leng2tong3,ㄌㄧㄥˋㄉㆲ˪,lingtong,lengtong,ㄌㄧㄥㄉㆲ,lt,lt,ㄌㄉ,True,False
分析,hun-sik,1,hun-sek,hun1sik4,hun1sek4,ㄏㄨㄣㄒㄧㆻ,hunsik,hunsek,ㄏㄨㄣㄒㄧㆻ,hs,hs,ㄏㄒ,True,False
分鐘,hun-tsing,1,hun-cheng,hun1tsing1,hun1cheng1,ㄏㄨㄣㄐㄧㄥ,huntsing,huncheng,ㄏㄨㄣㄐㄧㄥ,ht,hc,ㄏㄐ,True,False
副詞,hù-sû,1,hù-sû,hu3su5,hu3su5,ㄏㄨ˪ㄙㄨˊ,husu,husu,ㄏㄨㄙㄨ,hs,hs,ㄏㄙ,True,False
加話,ke-uē,1,ke-ōe,ke1ue7,ke1oe7,ㄍㆤㄨㆤ˫,keue,keoe,ㄍㆤㄨㆤ,ku,ko,ㄍㄨ,True,False
動作,tōng-tsok,1,tōng-chok,tong7tsok4,tong7chok4,ㄉㆲ˫ㄗㆦㆻ,tongtsok,tongchok,ㄉㆲㄗㆦㆻ,tt,tc,ㄉㄗ,True,False
動力,tōng-li̍k,1,tōng-le̍k,tong7lik8,tong7lek8,ㄉㆲ˫ㄌㄧㆻ̇,tonglik,tonglek,ㄉㆲㄌㄧㆻ,tl,tl,ㄉㄌ,True,False
化石,huà-tsio̍h,1,hòa-chio̍h,hua3tsioh8,hoa3chioh8,ㄏㄨㄚ˪ㄐㄧㄛㆷ̇,huatsioh,hoachioh,ㄏㄨㄚㄐㄧㄛㆷ,ht,hc,ㄏㄐ,True,False
區別,khu-pia̍t,1,khu-pia̍t,khu1piat8,khu1piat8,ㄎㄨㄅㄧㄚㆵ̇,khupiat,khupiat,ㄎㄨㄅㄧㄚㆵ,kp,kp,ㄎㄅ,True,False
卑南溪,pi-lâm-khe,1,pi-lâm-khe,pi1lam5khe1,pi1lam5khe1,ㄅㄧㄌㆰˊㄎㆤ,pilamkhe,pilamkhe,ㄅㄧㄌㆰㄎㆤ,plk,plk,ㄅㄌㄎ,True,False
南管,lâm-kuán,1,lâm-koán,lam5kuan2,lam5koan2,ㄌㆰˊㄍㄨㄢˋ,lamkuan,lamkoan,ㄌㆰㄍㄨㄢ,lk,lk,ㄌㄍ,True,False
博覽會,phok-lám-huē,1,phok-lám-hōe,phok4lam2hue7,phok4lam2hoe7,ㄆㆦㆻㄌㆰˋㄏㄨㆤ˫,phoklamhue,phoklamhoe,ㄆㆦㆻㄌㆰㄏㄨㆤ,plh,plh,ㄆㄌㄏ,True,False
卡片,khah-phìnn,1,khah-phìⁿ,khah4phinn3,khah4phinn3,ㄎㄚㆷㄆㆪ˪,khahphinn,khahphinn,ㄎㄚㆷㄆㆪ,kp,kp,ㄎㄆ,True,True
印刷,ìn-suat,1,ìn-soat,in3suat4,in3soat4,ㄧㄣ˪ㄙㄨㄚㆵ,insuat,insoat,ㄧㄣㄙㄨㄚㆵ,is,is,ㄧㄙ,True,False
印度洋,ìn-tōo-iûnn,1,ìn-tō͘-iûⁿ,in3too7iunn5,in3too7iunn5,ㄧㄣ˪ㄉㆦ˫ㄧㆫˊ,intooiunn,intooiunn,ㄧㄣㄉㆦㄧㆫ,iti,iti,ㄧㄉㄧ,True,False
原文,guân-bûn,1,goân-bûn,guan5bun5,goan5bun5,ㆣㄨㄢˊㆠㄨㄣˊ,guanbun,goanbun,ㆣㄨㄢㆠㄨㄣ,gb,gb,ㆣㆠ,True,False
