hanzi,tl
鯶,hǔn
鯶,hūn
賁,hǔn
賁,hūn
憤,hǔn
憤,hūn
獖,hǔn
獖,hūn
鱝,hǔn
鱝,hūn
膹,hǔn
膹,hūn
昏,hǔn
混,hǔn
焜,hǔn
倱,hǔn
婫,hǔn
婫,hūn
掍,hǔn
坋,hǔn
坋,hūn
扮,hǔn
扮,hūn
弅,hǔn
弅,hūn
觨,hǔn
觨,hūn
矣,ǐ
矣,ī
低,kě
徛,khǎ
徛,khā
徛,kǐ
徛,kī
芡,khiǎm
芡,khiām
技,kǐ
伎,kǐ
妓,kǐ
邔,kǐ
跽,kǐ
錡,kǐ
錡,kī
件,kiǎnn
件,kiān
唫,kǐm
唫,kīm
強,kiǒng
勥,kiǒng
勥,kiōng
謽,kiǒng
蔃,kiǒng
蔃,kiōng
彊,kiǒng
弜,kiǒng
弜,kiōng
滰,kiǒng
滰,kiōng
柩,kiǔ
柩,kǔ
柩,kū
咎,kiǔ
倃,kiǔ
鯦,kiǔ
鯦,kiū
麔,kiǔ
臼,kiǔ
舅,kiǔ
齨,kiǔ
齨,kiū
桕,kiǔ
桕,kiū
貗,kǔ
貗,kū
窶,kǔ
窶,kū
奆,kuǎn
奆,kuān
揆,kuǐ
揆,kuī
湀,kuǐ
湀,kuī
湀,kuí
窘,kǔn
窘,kūn
莙,kǔn
莙,kūn
莙,kûn
蜠,kǔn
蜠,kūn
抐,lǎ
籠,lǎng
努,lǒo
努,lōo
弩,lǒo
擼,lǒo
擼,lōo
偌,luǎ
嘛,mǎ
爾,nǎ
爾,nā
爾,niǎ
罷,pǎ
跁,pǎ
棒,pǎng
蜯,pǎng
蜯,pāng
棓,pǎng
棓,pāng
蚌,pǎng
玤,pǎng
䂜,pǎng
䂜,pāng
硥,pǎng
硥,pāng
陛,pě
梐,pě
狴,pě
蜌,pě
被,phǐ
被,phī
被,pǐ
袌,phǒ
袌,phō
怉,phǒ
怉,phō
部,phǒ
部,pǒo
篰,phǒo
篰,phōo
伴,phuǎn
鉡,phuǎn
鉡,phuān
婢,pǐ
埤,pǐ
埤,pī
艑,piǎn
艑,piān
辨,piǎn
辮,piǎn
辮,pǐnn
辡,piǎn
辡,piān
莩,piǎn
莩,piān
殍,piǎn
殍,piān
鴘,piǎn
鴘,piān
摽,piǎu
摽,piāu
牝,pǐn
並,pǐng
鰾,piǒ
蔀,piǒ
蔀,piō
培,piǒ
培,piō
婄,piǒ
婄,piō
犃,piǒ
犃,piō
勏,piǒ
勏,piō
瓿,piǒ
瓿,piō
瓿,phió
抱,pǒ
鎊,pǒng
脯,pǒo
脯,pōo
絆,puǎnn
絆,puānn
絆,puān
倍,puě
蓓,puě
琲,puě
笨,pǔn
桳,pǔn
桳,pūn
撪,pǔn
撪,pūn
獖,pǔn
獖,pūn
