tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian
bī,謎,50,bī,bi7,bi7,bi,bi,,,True
bi̍k,謐,50,be̍k,bik8,bek8,bik,bek,,,True
tshong,謒,50,chhong,tshong,chhong,tshong,chhong,,,True
giok,謔,50,giok,giok,giok,giok,giok,,,True
gio̍h,謔,50,gio̍h,gioh8,gioh8,gioh,gioh,,,True
hiok,謔,50,hiok,hiok,hiok,hiok,hiok,,,True
siok,謖,50,siok,siok,siok,siok,siok,,,True
pòng,謗,50,pòng,pong3,pong3,pong,pong,,,True
ik,謚,50,ek,ik,ek,ik,ek,,,True
tsiā,謝,50,chiā,tsia7,chia7,tsia,chia,,,True
hau,謞,50,hau,hau,hau,hau,hau,,,True
tho,謟,50,tho,tho,tho,tho,tho,,,True
khìng,謦,50,khèng,khing3,kheng3,khing,kheng,,,True
lî,謧,50,lî,li5,li5,li,li,,,True
bôo,謨,50,bô͘,boo5,boo5,boo,boo,,,True
siong,謪,50,siong,siong,siong,siong,siong,,,True
tik,謫,50,tek,tik,tek,tik,tek,,,True
biū,謬,50,biū,biu7,biu7,biu,biu,,,True
tsián,謭,50,chián,tsian2,chian2,tsian,chian,,,True
tsa,謯,50,cha,tsa,cha,tsa,cha,,,True
lôo,謱,50,lô͘,loo5,loo5,loo,loo,,,True
tsham,謲,50,chham,tsham,chham,tsham,chham,,,True
io,謳,50,io,io,io,io,io,,,True
oo,謳,50,o͘,oo,oo,oo,oo,,,True
kùn,謴,50,kùn,kun3,kun3,kun,kun,,,True
gô,謷,50,gô,go5,go5,go,go,,,True
gō,謷,50,gō,go7,go7,go,go,,,True
ngôo,謷,50,ngô͘,ngoo5,ngoo5,ngoo,ngoo,,,True
ngōo,謷,50,ngō͘,ngoo7,ngoo7,ngoo,ngoo,,,True
tsip,謺,50,chip,tsip,chip,tsip,chip,,,True
hoo,謼,50,ho͘,hoo,hoo,hoo,hoo,,,True
hooh,謼,50,ho͘h,hooh,hooh,hooh,hooh,,,True
kiōng,謽,50,kiōng,kiong7,kiong7,kiong,kiong,,,True
bān,謾,50,bān,ban7,ban7,ban,ban,,,True
hua,譁,50,hoa,hua,hoa,hua,hoa,,,True
huā,譁,50,hōa,hua7,hoa7,hua,hoa,,,True
tshián,譂,50,chhián,tshian2,chhian2,tshian,chhian,,,True
hiok,譃,50,hiok,hiok,hiok,hiok,hiok,,,True
hu,譃,50,hu,hu,hu,hu,hu,,,True
hi,譆,50,hi,hi,hi,hi,hi,,,True
tshia,譇,50,chhia,tshia,chhia,tshia,chhia,,,True
tuī,譈,50,tūi,tui7,tui7,tui,tui,,,True
tsìn,證,50,chìn,tsin3,chin3,tsin,chin,,,True
lau,譊,50,lau,lau,lau,lau,lau,,,True
gô,譌,50,gô,go5,go5,go,go,,,True
ìng,譍,50,èng,ing3,eng3,ing,eng,,,True
khiat,譎,50,khiat,khiat,khiat,khiat,khiat,,,True
ki,譏,50,ki,ki,ki,ki,ki,,,True
tsún,譐,50,chún,tsun2,chun2,tsun,chun,,,True
kiáu,譑,50,kiáu,kiau2,kiau2,kiau,kiau,,,True
pò,譒,50,pò,po3,po3,po,po,,,True
pòo,譒,50,pò͘,poo3,poo3,poo,poo,,,True
huī,譓,50,hūi,hui7,hui7,hui,hui,,,True
tsuān,譔,50,choān,tsuan7,choan7,tsuan,choan,,,True
bôo,譕,50,bô͘,boo5,boo5,boo,boo,,,True
bû,譕,50,bû,bu5,bu5,bu,bu,,,True
tshìm,譖,50,chhìm,tshim3,chhim3,tshim,chhim,,,True
tsiàm,譖,50,chiàm,tsiam3,chiam3,tsiam,chiam,,,True
tsìm,譖,50,chìm,tsim3,chim3,tsim,chim,,,True
sit,識,50,sit,sit,sit,sit,sit,,,True
tsiâu,譙,50,chiâu,tsiau5,chiau5,tsiau,chiau,,,True
thâm,譚,50,thâm,tham5,tham5,tham,tham,,,True
tâm,譚,50,tâm,tam5,tam5,tam,tam,,,True
sò,譟,50,sò,so3,so3,so,so,,,True
tshò,譟,50,chhò,tsho3,chho3,tsho,chho,,,True
kìng,警,50,kèng,king3,keng3,king,keng,,,True
tsiam,譫,50,chiam,tsiam,chiam,tsiam,chiam,,,True
huí,譭,50,húi,hui2,hui2,hui,hui,,,True
huē,譮,50,hōe,hue7,hoe7,hue,hoe,,,True
hāi,譮,50,hāi,hai7,hai7,hai,hai,,,True
tsing,譮,50,cheng,tsing,cheng,tsing,cheng,,,True
khián,譴,50,khián,khian2,khian2,khian,khian,,,True
tiû,譸,50,tiû,tiu5,tiu5,tiu,tiu,,,True
tsiu,譸,50,chiu,tsiu,chiu,tsiu,chiu,,,True
hô,譹,50,hô,ho5,ho5,ho,ho,,,True
gí,譺,50,gí,gi2,gi2,gi,gi,,,True
ī,譽,50,ī,i7,i7,i,i,,,True
tsián,譾,50,chián,tsian2,chian2,tsian,chian,,,True
huī,譿,50,hūi,hui7,hui7,hui,hui,,,True
tōo,讀,50,tō͘,too7,too7,too,too,,,True
luí,讄,50,lúi,lui2,lui2,lui,lui,,,True
iàn,讌,50,iàn,ian3,ian3,ian,ian,,,True
go̍k,讍,50,go̍k,gok8,gok8,gok,gok,,,True
siû,讎,50,siû,siu5,siu5,siu,siu,,,True
tshâm,讒,50,chhâm,tsham5,chham5,tsham,chham,,,True
giōng,讓,50,giōng,giong7,giong7,giong,giong,,,True
jiōng,讓,50,jiōng,jiong7,jiong7,jiong,jiong,,,True
liōng,讓,50,liōng,liong7,liong7,liong,liong,,,True
niōo,讓,50,niō͘,nioo7,nioo7,nioo,nioo,,,True
lân,讕,50,lân,lan5,lan5,lan,lan,,,True
hi̍k,讗,50,he̍k,hik8,hek8,hik,hek,,,True
liap,讘,50,liap,liap,liap,liap,liap,,,True
huan,讙,50,hoan,huan,hoan,huan,hoan,,,True
tsán,讚,50,chán,tsan2,chan2,tsan,chan,,,True
gē,讛,50,gē,ge7,ge7,ge,ge,,,True
tóng,讜,50,tóng,tong2,tong2,tong,tong,,,True
gia̍t,讞,50,gia̍t,giat8,giat8,giat,giat,,,True
hiàn,讞,50,hiàn,hian3,hian3,hian,hian,,,True
to̍k,讟,50,to̍k,tok8,tok8,tok,tok,,,True
tshian,谸,50,chhian,tshian,chhian,tshian,chhian,,,True
hâ,谺,50,hâ,ha5,ha5,ha,ha,,,True
hâm,谽,50,hâm,ham5,ham5,ham,ham,,,True
hê,谿,50,hê,he5,he5,he,he,,,True
khe,谿,50,khe,khe,khe,khe,khe,,,True
hê,豀,50,hê,he5,he5,he,he,,,True
khe,豀,50,khe,khe,khe,khe,khe,,,True
hat,豁,50,hat,hat,hat,hat,hat,,,True
tiō,豆,50,tiō,tio7,tio7,tio,tio,,,True
tōo,豆,50,tō͘,too7,too7,too,too,,,True
kong,豇,50,kong,kong,kong,kong,kong,,,True
khí,豈,50,khí,khi2,khi2,khi,khi,,,True
sī,豉,50,sī,si7,si7,si,si,,,True
sǐnn,豉,50,sǐⁿ,sinn6,sinn6,sinn,sinn,,,True
lé,豊,50,lé,le2,le2,le,le,,,True
ting,豋,50,teng,ting,teng,ting,teng,,,True
uan,豌,50,oan,uan,oan,uan,oan,,,True
pi,豍,50,pi,pi,pi,pi,pi,,,True
sū,豎,50,sū,su7,su7,su,su,,,True
phang,豐,50,phang,phang,phang,phang,phang,,,True
phong,豐,50,phong,phong,phong,phong,phong,,,True
ti̍t,豑,50,ti̍t,tit8,tit8,tit,tit,,,True
iām,豓,50,iām,iam7,iam7,iam,iam,,,True
iām,豔,50,iām,iam7,iam7,iam,iam,,,True
sí,豕,50,sí,si2,si2,si,si,,,True
thiok,豖,50,thiok,thiok,thiok,thiok,thiok,,,True
tiok,豖,50,tiok,tiok,tiok,tiok,tiok,,,True
hue,豗,50,hoe,hue,hoe,hue,hoe,,,True
thûn,豚,50,thûn,thun5,thun5,thun,thun,,,True
tûn,豚,50,tûn,tun5,tun5,tun,tun,,,True
i̍k,豛,50,e̍k,ik8,ek8,ik,ek,,,True
gian,豜,50,gian,gian,gian,gian,gian,,,True
kian,豜,50,kian,kian,kian,kian,kian,,,True
pa,豝,50,pa,pa,pa,pa,pa,,,True
ik,豟,50,ek,ik,ek,ik,ek,,,True
siòng,象,50,siòng,siong3,siong3,siong,siong,,,True
sióng,象,50,sióng,siong2,siong2,siong,siong,,,True
siāng,象,50,siāng,siang7,siang7,siang,siang,,,True
tshiōnn,象,50,chhiōⁿ,tshionn7,chhionn7,tshionn,chhionn,,,True
tshiǔnn,象,50,chhiǔⁿ,tshiunn6,chhiunn6,tshiunn,chhiunn,,,True
huān,豢,50,hoān,huan7,hoan7,huan,hoan,,,True
khún,豤,50,khún,khun2,khun2,khun,khun,,,True
kù,豦,50,kù,ku3,ku3,ku,ku,,,True
kū,豦,50,kū,ku7,ku7,ku,ku,,,True
hi,豨,50,hi,hi,hi,hi,hi,,,True
hí,豨,50,hí,hi2,hi2,hi,hi,,,True
hô,豪,50,hô,ho5,ho5,ho,ho,,,True
hôo,豪,50,hô͘,hoo5,hoo5,hoo,hoo,,,True
ī,豫,50,ī,i7,i7,i,i,,,True
ū,豫,50,ū,u7,u7,u,u,,,True
tir,豬,50,tir,tir,tir,tir,tir,,,True
tsi,豬,50,chi,tsi,chi,tsi,chi,,,True
tsu,豬,50,chu,tsu,chu,tsu,chu,,,True
ka,豭,50,ka,ka,ka,ka,ka,,,True
un,豱,50,un,un,un,un,un,,,True
pin,豳,50,pin,pin,pin,pin,pin,,,True
tsong,豵,50,chong,tsong,chong,tsong,chong,,,True
hûn,豶,50,hûn,hun5,hun5,hun,hun,,,True
hì,豷,50,hì,hi3,hi3,hi,hi,,,True
thuā,豸,50,thōa,thua7,thoa7,thua,thoa,,,True
tsāi,豸,50,chāi,tsai7,chai7,tsai,chai,,,True
tí,豸,50,tí,ti2,ti2,ti,ti,,,True
tshâi,豺,50,chhâi,tshai5,chhai5,tshai,chhai,,,True
kan,豻,50,kan,kan,kan,kan,kan,,,True
lu̍t,豽,50,lu̍t,lut8,lut8,lut,lut,,,True
lu̍t,貀,50,lu̍t,lut8,lut8,lut,lut,,,True
iú,貁,50,iú,iu2,iu2,iu,iu,,,True
hiu,貅,50,hiu,hiu,hiu,hiu,hiu,,,True
huân,貆,50,hoân,huan5,hoan5,huan,hoan,,,True
hok,貈,50,hok,hok,hok,hok,hok,,,True
bi̍k,貉,50,be̍k,bik8,bek8,bik,bek,,,True
ho̍k,貉,50,ho̍k,hok8,hok8,hok,hok,,,True
hô,貉,50,hô,ho5,ho5,ho,ho,,,True
bi̍k,貊,50,be̍k,bik8,bek8,bik,bek,,,True
bāu,貌,50,bāu,bau7,bau7,bau,bau,,,True
lî,貍,50,lî,li5,li5,li,li,,,True
pí,貏,50,pí,pi2,pi2,pi,pi,,,True
thuan,貒,50,thoan,thuan,thoan,thuan,thoan,,,True
thuàn,貒,50,thoàn,thuan3,thoan3,thuan,thoan,,,True
biâu,貓,50,biâu,biau5,biau5,biau,biau,,,True
pî,貔,50,pî,pi5,pi5,pi,pi,,,True
bi̍k,貘,50,be̍k,bik8,bek8,bik,bek,,,True
khu,貙,50,khu,khu,khu,khu,khu,,,True
tsing,貞,50,cheng,tsing,cheng,tsing,cheng,,,True
ūn,貟,50,ūn,un7,un7,un,un,,,True
thik,貣,50,thek,thik,thek,thik,thek,,,True
hèr,貨,50,hèr,her3,her3,her,her,,,True
hò,貨,50,hò,ho3,ho3,ho,ho,,,True
hònn,貨,50,hòⁿ,honn3,honn3,honn,honn,,,True
kuìnn,貫,50,kùiⁿ,kuinn3,kuinn3,kuinn,kuinn,,,True
tsit,貭,50,chit,tsit,chit,tsit,chit,,,True
thí,貯,50,thí,thi2,thi2,thi,thi,,,True
thú,貯,50,thú,thu2,thu2,thu,thu,,,True
sè,貰,50,sè,se3,se3,se,se,,,True
pì,貱,50,pì,pi3,pi3,pi,pi,,,True
tsu,貲,50,chu,tsu,chu,tsu,chu,,,True
gī,貳,50,gī,gi7,gi7,gi,gi,,,True
jī,貳,50,jī,ji7,ji7,ji,ji,,,True
lī,貳,50,lī,li7,li7,li,li,,,True
phián,貵,50,phián,phian2,phian2,phian,phian,,,True
pián,貶,50,pián,pian2,pian2,pian,pian,,,True
tāi,貸,50,tāi,tai7,tai7,tai,tai,,,True
sìng,貹,50,sèng,sing3,seng3,sing,seng,,,True
hòng,貺,50,hòng,hong3,hong3,hong,hong,,,True
hóng,貺,50,hóng,hong2,hong2,hong,hong,,,True
hān,貺,50,hān,han7,han7,han,han,,,True
hīng,貺,50,hēng,hing7,heng7,hing,heng,,,True
hǐng,貺,50,hěng,hing6,heng6,hing,heng,,,True
pì,費,50,pì,pi3,pi3,pi,pi,,,True
î,貽,50,î,i5,i5,i,i,,,True
ba̍uh,貿,50,bau̍h,bauh8,bauh8,bauh,bauh,,,True
biō,貿,50,biō,bio7,bio7,bio,bio,,,True
hōo,賀,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
huì,賁,50,hùi,hui3,hui3,hui,hui,,,True
huî,賁,50,hûi,hui5,hui5,hui,hui,,,True
hûn,賁,50,hûn,hun5,hun5,hun,hun,,,True
phun,賁,50,phun,phun,phun,phun,phun,,,True
pì,賁,50,pì,pi3,pi3,pi,pi,,,True
lōo,賂,50,lō͘,loo7,loo7,loo,loo,,,True
gīm,賃,50,gīm,gim7,gim7,gim,gim,,,True
jīm,賃,50,jīm,jim7,jim7,jim,jim,,,True
lîm,賃,50,lîm,lim5,lim5,lim,lim,,,True
hué,賄,50,hóe,hue2,hoe2,hue,hoe,,,True
kai,賅,50,kai,kai,kai,kai,kai,,,True
ká,賈,50,ká,ka2,ka2,ka,ka,,,True
kóo,賈,50,kó͘,koo2,koo2,koo,koo,,,True
tsi̍k,賊,50,che̍k,tsik8,chek8,tsik,chek,,,True
ing,賏,50,eng,ing,eng,ing,eng,,,True
tsín,賑,50,chín,tsin2,chin2,tsin,chin,,,True
pin,賔,50,pin,pin,pin,pin,pin,,,True
kiû,賕,50,kiû,kiu5,kiu5,kiu,kiu,,,True
tsiu,賙,50,chiu,tsiu,chiu,tsiu,chiu,,,True
nāi,賚,50,nāi,nai7,nai7,nai,nai,,,True
thim,賝,50,thim,thim,thim,thim,thim,,,True
siáng,賞,50,siáng,siang2,siang2,siang,siang,,,True
siónn,賞,50,sióⁿ,sionn2,sionn2,sionn,sionn,,,True
pêr,賠,50,pêr,per5,per5,per,per,,,True
king,賡,50,keng,king,keng,king,keng,,,True
tām,賧,50,tām,tam7,tam7,tam,tam,,,True
tiòng,賬,50,tiòng,tiong3,tiong3,tiong,tiong,,,True
khîng,賯,50,khêng,khing5,kheng5,khing,kheng,,,True
tshún,賰,50,chhún,tshun2,chhun2,tshun,chhun,,,True
ún,賱,50,ún,un2,un2,un,un,,,True
lāi,賴,50,lāi,lai7,lai7,lai,lai,,,True
hōng,賵,50,hōng,hong7,hong7,hong,hong,,,True
tshòng,賶,50,chhòng,tshong3,chhong3,tshong,chhong,,,True
tse,賷,50,che,tse,che,tse,che,,,True
sīng,賸,50,sēng,sing7,seng7,sing,seng,,,True
īn,賸,50,īn,in7,in7,in,in,,,True
tsiām,賺,50,chiām,tsiam7,chiam7,tsiam,chiam,,,True
tsuán,賺,50,choán,tsuan2,choan2,tsuan,choan,,,True
tām,賺,50,tām,tam7,tam7,tam,tam,,,True
hù,賻,50,hù,hu3,hu3,hu,hu,,,True
hū,賻,50,hū,hu7,hu7,hu,hu,,,True
kiò,購,50,kiò,kio3,kio3,kio,kio,,,True
káng,購,50,káng,kang2,kang2,kang,kang,,,True
sè,賽,50,sè,se3,se3,se,se,,,True
tsik,賾,50,chek,tsik,chek,tsik,chek,,,True
uí,贀,50,úi,ui2,ui2,ui,ui,,,True
tshím,贂,50,chhím,tshim2,chhim2,tshim,chhim,,,True
tsì,贄,50,chì,tsi3,chi3,tsi,chi,,,True
tsuè,贅,50,chòe,tsue3,choe3,tsue,choe,,,True
gān,贋,50,gān,gan7,gan7,gan,gan,,,True
siām,贍,50,siām,siam7,siam7,siam,siam,,,True
îng,贏,50,êng,ing5,eng5,ing,eng,,,True
sīn,贐,50,sīn,sin7,sin7,sin,sin,,,True
tsīn,贐,50,chīn,tsin7,chin7,tsin,chin,,,True
hiân,贒,50,hiân,hian5,hian5,hian,hian,,,True
tsng,贓,50,chng,tsng,chng,tsng,chng,,,True
tsong,贓,50,chong,tsong,chong,tsong,chong,,,True
pī,贔,50,pī,pi7,pi7,pi,pi,,,True
to̍k,贕,50,to̍k,tok8,tok8,tok,tok,,,True
gān,贗,50,gān,gan7,gan7,gan,gan,,,True
kòng,贛,50,kòng,kong3,kong3,kong,kong,,,True
tshik,赤,50,chhek,tshik,chhek,tshik,chhek,,,True
hik,赥,50,hek,hik,hek,hik,hek,,,True
lán,赧,50,lán,lan2,lan2,lan,lan,,,True
tông,赨,50,tông,tong5,tong5,tong,tong,,,True
hik,赫,50,hek,hik,hek,hik,hek,,,True
tshing,赬,50,chheng,tshing,chheng,tshing,chheng,,,True
tsing,赬,50,cheng,tsing,cheng,tsing,cheng,,,True
tsiá,赭,50,chiá,tsia2,chia2,tsia,chia,,,True
hâ,赮,50,hâ,ha5,ha5,ha,ha,,,True
tsió,走,50,chió,tsio2,chio2,tsio,chio,,,True
tsóo,走,50,chó͘,tsoo2,choo2,tsoo,choo,,,True
kiú,赳,50,kiú,kiu2,kiu2,kiu,kiu,,,True
kiū,赳,50,kiū,kiu7,kiu7,kiu,kiu,,,True
kán,赶,50,kán,kan2,kan2,kan,kan,,,True
su,赼,50,su,su,su,su,su,,,True
kuat,赽,50,koat,kuat,koat,kuat,koat,,,True
thìn,趁,50,thìn,thin3,thin3,thin,thin,,,True
tsín,趁,50,chín,tsin2,chin2,tsin,chin,,,True
thìn,趂,50,thìn,thin3,thin3,thin,thin,,,True
tsín,趂,50,chín,tsin2,chin2,tsin,chin,,,True
tshu,趄,50,chhu,tshu,chhu,tshu,chhu,,,True
tsoo,趄,50,cho͘,tsoo,choo,tsoo,choo,,,True
thiau,超,50,thiau,thiau,thiau,thiau,thiau,,,True
jip,趇,50,jip,jip,jip,jip,jip,,,True
tshu,趋,50,chhu,tshu,chhu,tshu,chhu,,,True
tî,趍,50,tî,ti5,ti5,ti,ti,,,True
kuat,趏,50,koat,kuat,koat,kuat,koat,,,True
i̍k,趐,50,e̍k,ik8,ek8,ik,ek,,,True
tsu,趑,50,chu,tsu,chu,tsu,chu,,,True
tiâu,趒,50,tiâu,tiau5,tiau5,tiau,tiau,,,True
lia̍t,趔,50,lia̍t,liat8,liat8,liat,liat,,,True
so,趖,50,so,so,so,so,so,,,True
sôr,趖,50,sôr,sor5,sor5,sor,sor,,,True
hi̍k,趘,50,he̍k,hik8,hek8,hik,hek,,,True
tiō,趙,50,tiō,tio7,tio7,tio,tio,,,True
gím,趛,50,gím,gim2,gim2,gim,gim,,,True
kìm,趛,50,kìm,kim3,kim3,kim,kim,,,True
kiām,趝,50,kiām,kiam7,kiam7,kiam,kiam,,,True
liām,趝,50,liām,liam7,liam7,liam,liam,,,True
tshiōng,趟,50,chhiōng,tshiong7,chhiong7,tshiong,chhiong,,,True
tshîng,趟,50,chhêng,tshing5,chheng5,tshing,chheng,,,True
tok,趠,50,tok,tok,tok,tok,tok,,,True
uí,趡,50,úi,ui2,ui2,ui,ui,,,True
tshì,趣,50,chhì,tshi3,chhi3,tshi,chhi,,,True
tshi,趨,50,chhi,tshi,chhi,tshi,chhi,,,True
hông,趪,50,hông,hong5,hong5,hong,hong,,,True
kong,趪,50,kong,kong,kong,kong,kong,,,True
kiâu,趫,50,kiâu,kiau5,kiau5,kiau,kiau,,,True
iāu,趭,50,iāu,iau7,iau7,iau,iau,,,True
sò,趮,50,sò,so3,so3,so,so,,,True
io̍k,趯,50,io̍k,iok8,iok8,iok,iok,,,True
thik,趯,50,thek,thik,thek,thik,thek,,,True
tsàn,趲,50,chàn,tsan3,chan3,tsan,chan,,,True
tsán,趲,50,chán,tsan2,chan2,tsan,chan,,,True
tsok,足,50,chok,tsok,chok,tsok,chok,,,True
pâ,趴,50,pâ,pa5,pa5,pa,pa,,,True
tsiok,趵,50,chiok,tsiok,chiok,tsiok,chiok,,,True
khòo,趶,50,khò͘,khoo3,khoo3,khoo,khoo,,,True
gut,趷,50,gut,gut,gut,gut,gut,,,True
kuat,趹,50,koat,kuat,koat,kuat,koat,,,True
hu,趺,50,hu,hu,hu,hu,hu,,,True
u,趺,50,u,u,u,u,u,,,True
khian,趼,50,khian,khian,khian,khian,khian,,,True
kián,趼,50,kián,kian2,kian2,kian,kian,,,True
tsí,趾,50,chí,tsi2,chi2,tsi,chi,,,True
khip,趿,50,khip,khip,khip,khip,khip,,,True
gua̍t,跀,50,goa̍t,guat8,goat8,guat,goat,,,True
pâ,跁,50,pâ,pa5,pa5,pa,pa,,,True
pā,跁,50,pā,pa7,pa7,pa,pa,,,True
khì,跂,50,khì,khi3,khi3,khi,khi,,,True
kér,跂,50,kér,ker2,ker2,ker,ker,,,True
kî,跂,50,kî,ki5,ki5,ki,ki,,,True
thok,跅,50,thok,thok,thok,thok,thok,,,True
lián,跈,50,lián,lian2,lian2,lian,lian,,,True
thián,跈,50,thián,thian2,thian2,thian,thian,,,True
pua̍t,跋,50,poa̍t,puat8,poat8,puat,poat,,,True
tia̍t,跌,50,tia̍t,tiat8,tiat8,tiat,tiat,,,True
khû,跍,50,khû,khu5,khu5,khu,khu,,,True
koo,跍,50,ko͘,koo,koo,koo,koo,,,True
tô,跎,50,tô,to5,to5,to,to,,,True
ka,跏,50,ka,ka,ka,ka,ka,,,True
tshú,跐,50,chhú,tshu2,chhu2,tshu,chhu,,,True
phâu,跑,50,phâu,phau5,phau5,phau,phau,,,True
kà,跒,50,kà,ka3,ka3,ka,ka,,,True
tsū,跓,50,chū,tsu7,chu7,tsu,chu,,,True
ku,跔,50,ku,ku,ku,ku,ku,,,True
liam,跕,50,liam,liam,liam,liam,liam,,,True
thiap,跕,50,thiap,thiap,thiap,thiap,thiap,,,True
tiap,跕,50,tiap,tiap,tiap,tiap,tiap,,,True
tsik,跖,50,chek,tsik,chek,tsik,chek,,,True
hu,跗,50,hu,hu,hu,hu,hu,,,True
hū,跗,50,hū,hu7,hu7,hu,hu,,,True
tshǔ,跙,50,chhǔ,tshu6,chhu6,tshu,chhu,,,True
tsóo,跙,50,chó͘,tsoo2,choo2,tsoo,choo,,,True
san,跚,50,san,san,san,san,san,,,True
phó,跛,50,phó,pho2,pho2,pho,pho,,,True
kī,距,50,kī,ki7,ki7,ki,ki,,,True
kū,距,50,kū,ku7,ku7,ku,ku,,,True
tsiah,跡,50,chiah,tsiah,chiah,tsiah,chiah,,,True
tsik,跡,50,chek,tsik,chek,tsik,chek,,,True
to,跢,50,to,to,to,to,to,,,True
tài,跢,50,tài,tai3,tai3,tai,tai,,,True
sián,跣,50,sián,sian2,sian2,sian,sian,,,True
khau,跤,50,khau,khau,khau,khau,khau,,,True
tu,跦,50,tu,tu,tu,tu,tu,,,True
tû,跦,50,tû,tu5,tu5,tu,tu,,,True
tshuan,跧,50,chhoan,tshuan,chhoan,tshuan,chhoan,,,True
khua,跨,50,khoa,khua,khoa,khua,khoa,,,True
khuà,跨,50,khòa,khua3,khoa3,khua,khoa,,,True
khòo,跨,50,khò͘,khoo3,khoo3,khoo,khoo,,,True
tsuāinn,跩,50,choāiⁿ,tsuainn7,choainn7,tsuainn,choainn,,,True
kuǐ,跪,50,kǔi,kui6,kui6,kui,kui,,,True
kiông,跫,50,kiông,kiong5,kiong5,kiong,kiong,,,True
khuí,跬,50,khúi,khui2,khui2,khui,khui,,,True
siat,跬,50,siat,siat,siat,siat,siat,,,True
tú,跬,50,tú,tu2,tu2,tu,tu,,,True
tia̍t,跮,50,tia̍t,tiat8,tiat8,tiat,tiat,,,True
kiap,跲,50,kiap,kiap,kiap,kiap,kiap,,,True
kip,跲,50,kip,kip,kip,kip,kip,,,True
tshái,跴,50,chhái,tshai2,chhai2,tshai,chhai,,,True
tó,跺,50,tó,to2,to2,to,to,,,True
kio̍k,跼,50,kio̍k,kiok8,kiok8,kiok,kiok,,,True
kī,跽,50,kī,ki7,ki7,ki,ki,,,True
tôo,跿,50,tô͘,too5,too5,too,too,,,True
tshiok,踀,50,chhiok,tshiok,chhiok,tshiok,chhiok,,,True
siau,踃,50,siau,siau,siau,siau,siau,,,True
po̍k,踄,50,po̍k,pok8,pok8,pok,pok,,,True
pōo,踄,50,pō͘,poo7,poo7,poo,poo,,,True
se̍rh,踅,50,se̍rh,serh8,serh8,serh,serh,,,True
sua̍t,踅,50,soa̍t,suat8,soat8,suat,soat,,,True
thè,踅,50,thè,the3,the3,the,the,,,True
tsun,踆,50,chun,tsun,chun,tsun,chun,,,True
tsùn,踆,50,chùn,tsun3,chun3,tsun,chun,,,True
liông,踉,50,liông,liong5,liong5,liong,liong,,,True
lông,踉,50,lông,long5,long5,long,long,,,True
ióng,踊,50,ióng,iong2,iong2,iong,iong,,,True
tā,踏,50,tā,ta7,ta7,ta,ta,,,True
tsiān,踐,50,chiān,tsian7,chian7,tsian,chian,,,True
ki,踑,50,ki,ki,ki,ki,ki,,,True
kî,踑,50,kî,ki5,ki5,ki,ki,,,True
ui,踒,50,ui,ui,ui,ui,ui,,,True
tshi̍k,踔,50,chhe̍k,tshik8,chhek8,tshik,chhek,,,True
tsik,踖,50,chek,tsik,chek,tsik,chek,,,True
kiok,踘,50,kiok,kiok,kiok,kiok,kiok,,,True
lìng,踜,50,lèng,ling3,leng3,ling,leng,,,True
huá,踝,50,hóa,hua2,hoa2,hua,hoa,,,True
khuà,踝,50,khòa,khua3,khoa3,khua,khoa,,,True
ku,踞,50,ku,ku,ku,ku,ku,,,True
kù,踞,50,kù,ku3,ku3,ku,ku,,,True
tî,踟,50,tî,ti5,ti5,ti,ti,,,True
kuân,踡,50,koân,kuan5,koan5,kuan,koan,,,True
thik,踢,50,thek,thik,thek,thik,thek,,,True
po̍k,踣,50,po̍k,pok8,pok8,pok,pok,,,True
puê,踣,50,pôe,pue5,poe5,pue,poe,,,True
tsut,踤,50,chut,tsut,chut,tsut,chut,,,True
tshiap,踥,50,chhiap,tshiap,chhiap,tshiap,chhiap,,,True
khi,踦,50,khi,khi,khi,khi,khi,,,True
kî,踦,50,kî,ki5,ki5,ki,ki,,,True
siok,踧,50,siok,siok,siok,siok,siok,,,True
ti̍k,踧,50,te̍k,tik8,tek8,tik,tek,,,True
tshái,踩,50,chhái,tshai2,chhai2,tshai,chhai,,,True
tàm,踮,50,tàm,tam3,tam3,tam,tam,,,True
jû,踰,50,jû,ju5,ju5,ju,ju,,,True
to̍k,踱,50,to̍k,tok8,tok8,tok,tok,,,True
tshún,踳,50,chhún,tshun2,chhun2,tshun,chhun,,,True
ióng,踴,50,ióng,iong2,iong2,iong,iong,,,True
tsióng,踵,50,chióng,tsiong2,chiong2,tsiong,chiong,,,True
tê,踶,50,tê,te5,te5,te,te,,,True
tē,踶,50,tē,te7,te7,te,te,,,True
tóo,踷,50,tó͘,too2,too2,too,too,,,True
tshím,踸,50,chhím,tshim2,chhim2,tshim,chhim,,,True
thuàn,踹,50,thoàn,thuan3,thoan3,thuan,thoan,,,True
kiān,踺,50,kiān,kian7,kian7,kian,kian,,,True
thóng,踼,50,thóng,thong2,thong2,thong,thong,,,True
hú,踽,50,hú,hu2,hu2,hu,hu,,,True
kú,踽,50,kú,ku2,ku2,ku,ku,,,True
pik,踾,50,pek,pik,pek,pik,pek,,,True
pi̍k,踾,50,pe̍k,pik8,pek8,pik,pek,,,True
tsiok,踿,50,chiok,tsiok,chiok,tsiok,chiok,,,True
tia̍p,蹀,50,tia̍p,tiap8,tiap8,tiap,tiap,,,True
