hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo,is_variant
睅,hǎn,50,hǎn,han6,han6,han,han,,,True,False
睆,huān,50,hoān,huan7,hoan7,huan,hoan,,,True,False
睆,huǎn,50,hoǎn,huan6,hoan6,huan,hoan,,,True,False
睇,thirínn,50,thíriⁿ,thirinn2,thirinn2,thirinn,thirinn,,,True,False
睇,thuínn,50,thúiⁿ,thuinn2,thuinn2,thuinn,thuinn,,,True,False
睍,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
睡,tsēr,50,chēr,tser7,cher7,tser,cher,,,True,False
睢,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
睺,hiô,50,hiô,hio5,hio5,hio,hio,,,True,False
瞊,tōng,50,tōng,tong7,tong7,tong,tong,,,True,False
瞊,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
瞋,tshin,50,chhin,tshin1,chhin1,tshin,chhin,,,True,False
矣,ī,50,ī,i7,i7,i,i,,,True,False
矣,ǐ,50,ǐ,i6,i6,i,i,,,True,False
矷,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
矷,tsú,50,chú,tsu2,chu2,tsu,chu,,,True,False
矽,si̍k,50,se̍k,sik8,sek8,sik,sek,,,True,False
砄,khih,50,khih,khih4,khih4,khih,khih,,,True,False
砈,eeh,50,eeh,eeh4,eeh4,eeh,eeh,,,True,False
砈,eh,50,eh,eh4,eh4,eh,eh,,,True,False
砈,ik,50,ek,ik4,ek4,ik,ek,,,True,False
砑,gē,50,gē,ge7,ge7,ge,ge,,,True,False
砑,gēe,50,gēe,gee7,gee7,gee,gee,,,True,False
研,ngirí,50,ngíri,ngiri2,ngiri2,ngiri,ngiri,,,True,False
砠,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
砠,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
砷,sin,50,sin,sin1,sin1,sin,sin,,,True,False
硍,hǎn,50,hǎn,han6,han6,han,han,,,True,False
硏,gián,50,gián,gian2,gian2,gian,gian,,,True,False
硏,ngirí,50,ngíri,ngiri2,ngiri2,ngiri,ngiri,,,True,False
硏,nguí,50,ngúi,ngui2,ngui2,ngui,ngui,,,True,False
硐,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
硒,se,50,se,se1,se1,se,se,,,True,False
硘,huî,50,hûi,hui5,hui5,hui,hui,,,True,False
硢,îr,50,îr,ir5,ir5,ir,ir,,,True,False
硢,û,50,û,u5,u5,u,u,,,True,False
硥,pāng,50,pāng,pang7,pang7,pang,pang,,,True,False
硥,pǎng,50,pǎng,pang6,pang6,pang,pang,,,True,False
硩,teeh,50,teeh,teeh4,teeh4,teeh,teeh,,,True,False
硬,gǐng,50,gěng,ging6,geng6,ging,geng,,,True,False
硬,ngiā,50,ngiā,ngia7,ngia7,ngia,ngia,,,True,False
硬,ngiǎ,50,ngiǎ,ngia6,ngia6,ngia,ngia,,,True,False
碋,hō,50,hō,ho7,ho7,ho,ho,,,True,False
碋,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
碘,tián,50,tián,tian2,tian2,tian,tian,,,True,False
碲,tè,50,tè,te3,te3,te,te,,,True,False
碼,bée,50,bée,bee2,bee2,bee,bee,,,True,False
碾,nirí,50,níri,niri2,niri2,niri,niri,,,True,False
碾,nuí,50,núi,nui2,nui2,nui,nui,,,True,False
磁,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
磰,siān,50,siān,sian7,sian7,sian,sian,,,True,False
磰,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
磲,kîr,50,kîr,kir5,kir5,kir,kir,,,True,False
礜,īr,50,īr,ir7,ir7,ir,ir,,,True,False
礜,ū,50,ū,u7,u7,u,u,,,True,False
礻,sī,50,sī,si7,si7,si,si,,,True,False
祀,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
祀,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
祖,tsió,50,chió,tsio2,chio2,tsio,chio,,,True,False
祘,suàn,50,soàn,suan3,soan3,suan,soan,,,True,False
祛,khir,50,khir,khir1,khir1,khir,khir,,,True,False
祛,khu,50,khu,khu1,khu1,khu,khu,,,True,False
祜,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
祠,sîr,50,sîr,sir5,sir5,sir,sir,,,True,False
祢,ní,50,ní,ni2,ni2,ni,ni,,,True,False
祣,lír,50,lír,lir2,lir2,lir,lir,,,True,False
祳,sǐn,50,sǐn,sin6,sin6,sin,sin,,,True,False
禌,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
禌,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
禍,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
禍,ēr,50,ēr,er7,er7,er,er,,,True,False
禍,ěr,50,ěr,er6,er6,er,er,,,True,False
禗,sir,50,sir,sir1,sir1,sir,sir,,,True,False
禗,su,50,su,su1,su1,su,su,,,True,False
禠,sir,50,sir,sir1,sir1,sir,sir,,,True,False
禦,gīr,50,gīr,gir7,gir7,gir,gir,,,True,False
禩,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
禩,sū,50,sū,su7,su7,su,su,,,True,False
禩,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
禫,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
私,sir,50,sir,sir1,sir1,sir,sir,,,True,False
科,kher,50,kher,kher1,kher1,kher,kher,,,True,False
秗,ìr,50,ìr,ir3,ir3,ir,ir,,,True,False
秗,ù,50,ù,u3,u3,u,u,,,True,False
秬,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
秬,kū,50,kū,ku7,ku7,ku,ku,,,True,False
秬,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
秲,sī,50,sī,si7,si7,si,si,,,True,False
秲,tī,50,tī,ti7,ti7,ti,ti,,,True,False
秲,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
秶,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
秶,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
稆,līr,50,līr,lir7,lir7,lir,lir,,,True,False
稆,lū,50,lū,lu7,lu7,lu,lu,,,True,False
稆,lǐr,50,lǐr,lir6,lir6,lir,lir,,,True,False
稈,kirínn,50,kíriⁿ,kirinn2,kirinn2,kirinn,kirinn,,,True,False
稚,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
稞,khe,50,khe,khe1,khe1,khe,khe,,,True,False
稞,kher,50,kher,kher1,kher1,kher,kher,,,True,False
稰,sir,50,sir,sir1,sir1,sir,sir,,,True,False
稰,su,50,su,su1,su1,su,su,,,True,False
稰,sír,50,sír,sir2,sir2,sir,sir,,,True,False
稰,sú,50,sú,su2,su2,su,su,,,True,False
稵,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
稵,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
稺,tī,50,tī,ti7,ti7,ti,ti,,,True,False
稺,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True,False
稻,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
穢,hè,50,hè,he3,he3,he,he,,,True,False
穢,hèr,50,hèr,her3,her3,her,her,,,True,False
穥,īr,50,īr,ir7,ir7,ir,ir,,,True,False
穥,ū,50,ū,u7,u7,u,u,,,True,False
穭,līr,50,līr,lir7,lir7,lir,lir,,,True,False
穭,lǐr,50,lǐr,lir6,lir6,lir,lir,,,True,False
穼,serm,50,serm,serm1,serm1,serm,serm,,,True,False
穼,sim,50,sim,sim1,sim1,sim,sim,,,True,False
窘,kūn,50,kūn,kun7,kun7,kun,kun,,,True,False
窘,kǔn,50,kǔn,kun6,kun6,kun,kun,,,True,False
窞,tām,50,tām,tam7,tam7,tam,tam,,,True,False
窞,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True,False
窠,khe,50,khe,khe1,khe1,khe,khe,,,True,False
窠,kher,50,kher,kher1,kher1,kher,kher,,,True,False
窩,e,50,e,e1,e1,e,e,,,True,False
窩,er,50,er,er1,er1,er,er,,,True,False
窶,kū,50,kū,ku7,ku7,ku,ku,,,True,False
窶,kǔ,50,kǔ,ku6,ku6,ku,ku,,,True,False
竌,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir,,,True,False
竌,tshù,50,chhù,tshu3,chhu3,tshu,chhu,,,True,False
站,tsǎm,50,chǎm,tsam6,cham6,tsam,cham,,,True,False
竚,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
竚,tū,50,tū,tu7,tu7,tu,tu,,,True,False
竚,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
竫,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True,False
笥,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
笨,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True,False
第,terē,50,tēre,tere7,tere7,tere,tere,,,True,False
笵,huān,50,hoān,huan7,hoan7,huan,hoan,,,True,False
笵,huǎn,50,hoǎn,huan6,hoan6,huan,hoan,,,True,False
筅,tshirínn,50,chhíriⁿ,tshirinn2,chhirinn2,tshirinn,chhirinn,,,True,False
筅,tshuínn,50,chhúiⁿ,tshuinn2,chhuinn2,tshuinn,chhuinn,,,True,False
筎,jîr,50,jîr,jir5,jir5,jir,jir,,,True,False
筎,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
筎,lû,50,lû,lu5,lu5,lu,lu,,,True,False
筥,kír,50,kír,kir2,kir2,kir,kir,,,True,False
箊,ir,50,ir,ir1,ir1,ir,ir,,,True,False
箊,u,50,u,u1,u1,u,u,,,True,False
箴,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True,False
篆,tsuān,50,choān,tsuan7,choan7,tsuan,choan,,,True,False
篆,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
篋,khereh,50,khereh,khereh4,khereh4,khereh,khereh,,,True,False
篨,tîr,50,tîr,tir5,tir5,tir,tir,,,True,False
篰,phōo,50,phō͘,phoo7,phoo7,phoo,phoo,,,True,False
篰,phǒo,50,phǒ͘,phoo6,phoo6,phoo,phoo,,,True,False
篱,lerē,50,lēre,lere7,lere7,lere,lere,,,True,False
篱,lerě,50,lěre,lere6,lere6,lere,lere,,,True,False
篸,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True,False
篸,tsherm,50,chherm,tsherm1,chherm1,tsherm,chherm,,,True,False
篸,tshim,50,chhim,tshim1,chhim1,tshim,chhim,,,True,False
篸,tsim,50,chim,tsim1,chim1,tsim,chim,,,True,False
篹,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
篽,gír,50,gír,gir2,gir2,gir,gir,,,True,False
篽,gú,50,gú,gu2,gu2,gu,gu,,,True,False
簄,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
簄,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
簛,sir,50,sir,sir1,sir1,sir,sir,,,True,False
簛,su,50,su,su1,su1,su,su,,,True,False
簜,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True,False
簟,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True,False
簪,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True,False
簴,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
簴,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
籀,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
籅,îr,50,îr,ir5,ir5,ir,ir,,,True,False
籍,tsi̍p,50,chi̍p,tsip8,chip8,tsip,chip,,,True,False
籍,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
籍,tsù,50,chù,tsu3,chu3,tsu,chu,,,True,False
籑,tsuān,50,choān,tsuan7,choan7,tsuan,choan,,,True,False
籑,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
籒,tiū,50,tiū,tiu7,tiu7,tiu,tiu,,,True,False
籒,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
籞,gír,50,gír,gir2,gir2,gir,gir,,,True,False
籞,gú,50,gú,gu2,gu2,gu,gu,,,True,False
籠,lǎng,50,lǎng,lang6,lang6,lang,lang,,,True,False
籧,kîr,50,kîr,kir5,kir5,kir,kir,,,True,False
籪,tuǎn,50,toǎn,tuan6,toan6,tuan,toan,,,True,False
籹,jír,50,jír,jir2,jir2,jir,jir,,,True,False
籹,lír,50,lír,lir2,lir2,lir,lir,,,True,False
籽,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
粔,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
粔,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
粙,tiū,50,tiū,tiu7,tiu7,tiu,tiu,,,True,True
粙,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,True
粞,tsherè,50,chhère,tshere3,chhere3,tshere,chhere,,,True,False
粢,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
糈,sír,50,sír,sir2,sir2,sir,sir,,,True,False
糈,sú,50,sú,su2,su2,su,su,,,True,False
糍,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
糹,bi̍k,50,be̍k,bik8,bek8,bik,bek,,,True,False
紂,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
紎,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
紎,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
紓,sir,50,sir,sir1,sir1,sir,sir,,,True,False
紖,tīn,50,tīn,tin7,tin7,tin,tin,,,True,False
紖,tǐn,50,tǐn,tin6,tin6,tin,tin,,,True,False
紗,see,50,see,see1,see1,see,see,,,True,False
紪,tshér,50,chhér,tsher2,chher2,tsher,chher,,,True,False
紫,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
細,sèr,50,sèr,ser3,ser3,ser,ser,,,True,False
紵,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
紵,tū,50,tū,tu7,tu7,tu,tu,,,True,False
紵,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
紿,tǎi,50,tǎi,tai6,tai6,tai,tai,,,True,False
絆,puān,50,poān,puan7,poan7,puan,poan,,,True,False
絆,puānn,50,pōaⁿ,puann7,poann7,puann,poann,,,True,False
絆,puǎnn,50,pǒaⁿ,puann6,poann6,puann,poann,,,True,False
絘,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir,,,True,False
絘,tshù,50,chhù,tshu3,chhu3,tshu,chhu,,,True,False
絩,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True,False
絩,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
絮,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
絯,hāi,50,hāi,hai7,hai7,hai,hai,,,True,False
絯,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True,False
絯,kai,50,kai,kai1,kai1,kai,kai,,,True,False
絽,līr,50,līr,lir7,lir7,lir,lir,,,True,False
絽,lū,50,lū,lu7,lu7,lu,lu,,,True,False
絽,lǐr,50,lǐr,lir6,lir6,lir,lir,,,True,False
綄,huân,50,hoân,huan5,hoan5,huan,hoan,,,True,False
綄,uǎn,50,oǎn,uan6,oan6,uan,oan,,,True,False
綝,serm,50,serm,serm1,serm1,serm,serm,,,True,False
綝,sim,50,sim,sim1,sim1,sim,sim,,,True,False
綬,siǔ,50,siǔ,siu6,siu6,siu,siu,,,True,False
網,bǎng,50,bǎng,bang6,bang6,bang,bang,,,True,False
緇,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
緈,hīng,50,hēng,hing7,heng7,hing,heng,,,True,False
緈,hǐng,50,hěng,hing6,heng6,hing,heng,,,True,False
緒,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
緒,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
緦,sir,50,sir,sir1,sir1,sir,sir,,,True,False
緩,uǎn,50,oǎn,uan6,oan6,uan,oan,,,True,False
縒,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
縒,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True,False
縣,kirīnn,50,kīriⁿ,kirinn7,kirinn7,kirinn,kirinn,,,True,False
繇,tiū,50,tiū,tiu7,tiu7,tiu,tiu,,,True,False
繇,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
繪,kuè,50,kòe,kue3,koe3,kue,koe,,,True,False
繭,kirínn,50,kíriⁿ,kirinn2,kirinn2,kirinn,kirinn,,,True,False
繭,kuínn,50,kúiⁿ,kuinn2,kuinn2,kuinn,kuinn,,,True,False
繵,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True,False
缿,hǎng,50,hǎng,hang6,hang6,hang,hang,,,True,False
网,bāng,50,bāng,bang7,bang7,bang,bang,,,True,False
网,bǎng,50,bǎng,bang6,bang6,bang,bang,,,True,False
罒,bóng,50,bóng,bong2,bong2,bong,bong,,,True,False
罒,bāng,50,bāng,bang7,bang7,bang,bang,,,True,False
罒,bǎng,50,bǎng,bang6,bang6,bang,bang,,,True,False
罧,serm,50,serm,serm1,serm1,serm,serm,,,True,False
罪,tsuě,50,chǒe,tsue6,choe6,tsue,choe,,,True,False
罪,tsēr,50,chēr,tser7,cher7,tser,cher,,,True,False
罪,tsěr,50,chěr,tser6,cher6,tser,cher,,,True,False
署,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
罳,sir,50,sir,sir1,sir1,sir,sir,,,True,False
罷,pǎ,50,pǎ,pa6,pa6,pa,pa,,,True,False
美,bér,50,bér,ber2,ber2,ber,ber,,,True,False
羜,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
羜,tū,50,tū,tu7,tu7,tu,tu,,,True,False
羜,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
羥,king,50,keng,king1,keng1,king,keng,,,True,False
羦,huân,50,hoân,huan5,hoan5,huan,hoan,,,True,False
羨,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
羴,sian,50,sian,sian1,sian1,sian,sian,,,True,False
翥,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
耔,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
耙,pêe,50,pêe,pee5,pee5,pee,pee,,,True,False
耜,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
耜,sū,50,sū,su7,su7,su,su,,,True,False
耜,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
耝,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir,,,True,False
耝,tshù,50,chhù,tshu3,chhu3,tshu,chhu,,,True,False
耞,kee,50,kee,kee1,kee1,kee,kee,,,True,False
耟,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
耟,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
耡,thî,50,thî,thi5,thi5,thi,thi,,,True,False
耡,thîr,50,thîr,thir5,thir5,thir,thir,,,True,False
耡,tîr,50,tîr,tir5,tir5,tir,tir,,,True,False
耡,tû,50,tû,tu5,tu5,tu,tu,,,True,False
耨,liō,50,liō,lio7,lio7,lio,lio,,,True,False
聕,hō,50,hō,ho7,ho7,ho,ho,,,True,False
聕,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
聚,tsǔ,50,chǔ,tsu6,chu6,tsu,chu,,,True,False
聻,tsiām,50,chiām,tsiam7,chiam7,tsiam,chiam,,,True,False
聻,tsiǎm,50,chiǎm,tsiam6,chiam6,tsiam,chiam,,,True,False
肁,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True,False
肁,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
肂,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
肆,sìr,50,sìr,sir3,sir3,sir,sir,,,True,False
肇,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
肈,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True,False
肈,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True,False
肗,lír,50,lír,lir2,lir2,lir,lir,,,True,False
肗,lú,50,lú,lu2,lu2,lu,lu,,,True,False
肚,tió,50,tió,tio2,tio2,tio,tio,,,True,False
肩,kirinn,50,kiriⁿ,kirinn1,kirinn1,kirinn,kirinn,,,True,False
肩,kuainn,50,koaiⁿ,kuainn1,koainn1,kuainn,koainn,,,True,False
肭,teh,50,teh,teh4,teh4,teh,teh,,,True,False
肽,thài,50,thài,thai3,thai3,thai,thai,,,True,False
胄,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True,False
背,pèr,50,pèr,per3,per3,per,per,,,True,False
背,pēr,50,pēr,per7,per7,per,per,,,True,False
胎,ther,50,ther,ther1,ther1,ther,ther,,,True,False
胏,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
胏,tsú,50,chú,tsu2,chu2,tsu,chu,,,True,False
胔,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
胠,khir,50,khir,khir1,khir1,khir,khir,,,True,False
胥,sir,50,sir,sir1,sir1,sir,sir,,,True,False
胺,an,50,an,an1,an1,an,an,,,True,False
胾,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True,False
脤,sǐn,50,sǐn,sin6,sin6,sin,sin,,,True,False
脯,pōo,50,pō͘,poo7,poo7,poo,poo,,,True,False
脯,pǒo,50,pǒ͘,poo6,poo6,poo,poo,,,True,False
腎,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
腎,sǐn,50,sǐn,sin6,sin6,sin,sin,,,True,False
腒,kir,50,kir,kir1,kir1,kir,kir,,,True,False
腞,tsuān,50,choān,tsuan7,choan7,tsuan,choan,,,True,False
腞,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True,False
腡,lêr,50,lêr,ler5,ler5,ler,ler,,,True,False
膂,lír,50,lír,lir2,lir2,lir,lir,,,True,False
膐,lír,50,lír,lir2,lir2,lir,lir,,,True,False
膳,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True,False
膹,hūn,50,hūn,hun7,hun7,hun,hun,,,True,False
膹,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True,False
膻,tān,50,tān,tan7,tan7,tan,tan,,,True,False
膻,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True,False
臔,hiān,50,hiān,hian7,hian7,hian,hian,,,True,False
臔,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True,False
臼,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True,False
舁,îr,50,îr,ir5,ir5,ir,ir,,,True,False
舁,û,50,û,u5,u5,u,u,,,True,False
舅,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True,False
與,ír,50,ír,ir2,ir2,ir,ir,,,True,False
與,îr,50,îr,ir5,ir5,ir,ir,,,True,False
與,û,50,û,u5,u5,u,u,,,True,False
與,īr,50,īr,ir7,ir7,ir,ir,,,True,False
舐,tsǐ,50,chǐ,tsi6,chi6,tsi,chi,,,True,False
舒,sir,50,sir,sir1,sir1,sir,sir,,,True,False
舓,tsǐ,50,chǐ,tsi6,chi6,tsi,chi,,,True,False
舙,tship,50,chhip,tship4,chhip4,tship,chhip,,,True,False
舵,tuǎ,50,tǒa,tua6,toa6,tua,toa,,,True,False
舵,tǒ,50,tǒ,to6,to6,to,to,,,True,False
艅,îr,50,îr,ir5,ir5,ir,ir,,,True,False
艅,û,50,û,u5,u5,u,u,,,True,False
艑,piān,50,piān,pian7,pian7,pian,pian,,,True,False
艑,piǎn,50,piǎn,pian6,pian6,pian,pian,,,True,False
艮,kìrn,50,kìrn,kirn3,kirn3,kirn,kirn,,,True,False
艹,tsháu,50,chháu,tshau2,chhau2,tshau,chhau,,,True,False
艹,tshó,50,chhó,tsho2,chho2,tsho,chho,,,True,False
艹,tshóo,50,chhó͘,tshoo2,chhoo2,tshoo,chhoo,,,True,False
芐,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
芓,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
芓,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True,False
芓,tsū,50,chū,tsu7,chu7,tsu,chu,,,True,False
芝,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
芝,tsu,50,chu,tsu1,chu1,tsu,chu,,,True,False
芟,sainn,50,saiⁿ,sainn1,sainn1,sainn,sainn,,,True,False
芟,sang,50,sang,sang1,sang1,sang,sang,,,True,False
芟,sirinn,50,siriⁿ,sirinn1,sirinn1,sirinn,sirinn,,,True,False
芟,suinn,50,suiⁿ,suinn1,suinn1,suinn,suinn,,,True,False
芡,khiām,50,khiām,khiam7,khiam7,khiam,khiam,,,True,False
芡,khiǎm,50,khiǎm,khiam6,khiam6,khiam,khiam,,,True,False
芥,kèe,50,kèe,kee3,kee3,kee,kee,,,True,False
芦,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True,False
芦,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True,False
芧,sīr,50,sīr,sir7,sir7,sir,sir,,,True,False
芧,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True,False
芧,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
芧,tū,50,tū,tu7,tu7,tu,tu,,,True,False
芧,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
苣,kīr,50,kīr,kir7,kir7,kir,kir,,,True,False
苣,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True,False
苧,terě,50,těre,tere6,tere6,tere,tere,,,True,False
苧,tuě,50,tǒe,tue6,toe6,tue,toe,,,True,False
苧,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
苧,tū,50,tū,tu7,tu7,tu,tu,,,True,False
苧,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True,False
苴,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True,False
苴,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
范,huǎn,50,hoǎn,huan6,hoan6,huan,hoan,,,True,False
茈,tsír,50,chír,tsir2,chir2,tsir,chir,,,True,False
茈,tsú,50,chú,tsu2,chu2,tsu,chu,,,True,False
茛,kìrn,50,kìrn,kirn3,kirn3,kirn,kirn,,,True,False
茨,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
茨,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
茲,tsir,50,chir,tsir1,chir1,tsir,chir,,,True,False
茲,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True,False
茲,tsû,50,chû,tsu5,chu5,tsu,chu,,,True,False
茶,têe,50,têe,tee5,tee5,tee,tee,,,True,False
茹,jîr,50,jîr,jir5,jir5,jir,jir,,,True,False
茹,lîr,50,lîr,lir5,lir5,lir,lir,,,True,False
荇,hǐng,50,hěng,hing6,heng6,hing,heng,,,True,False
荑,terê,50,têre,tere5,tere5,tere,tere,,,True,False
荑,tuê,50,tôe,tue5,toe5,tue,toe,,,True,False
荑,î,50,î,i5,i5,i,i,,,True,False
荔,liān,50,liān,lian7,lian7,lian,lian,,,True,False
荔,nirī,50,nīri,niri7,niri7,niri,niri,,,True,False
荔,nuī,50,nūi,nui7,nui7,nui,nui,,,True,False
荕,kirn,50,kirn,kirn1,kirn1,kirn,kirn,,,True,False
荕,kun,50,kun,kun1,kun1,kun,kun,,,True,False
荰,tǒo,50,tǒ͘,too6,too6,too,too,,,True,False
荷,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True,False
莇,tīr,50,tīr,tir7,tir7,tir,tir,,,True,False
