hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,khpoo,is_variant
潒,tǒng,50,tǒng,tong6,tong6,ㄉㆲˇ,,tong,tong,ㄉㆲ,,,,,,True,False
潡,tūn,50,tūn,tun7,tun7,ㄉㄨㄣ˫,,tun,tun,ㄉㄨㄣ,,,,,,True,False
潡,tǔn,50,tǔn,tun6,tun6,ㄉㄨㄣˇ,,tun,tun,ㄉㄨㄣ,,,,,,True,False
潬,siān,50,siān,sian7,sian7,ㄒㄧㄢ˫,,sian,sian,ㄒㄧㄢ,,,,,,True,False
潬,siǎn,50,siǎn,sian6,sian6,ㄒㄧㄢˇ,,sian,sian,ㄒㄧㄢ,,,,,,True,False
潬,tān,50,tān,tan7,tan7,ㄉㄢ˫,,tan,tan,ㄉㄢ,,,,,,True,False
潬,tǎn,50,tǎn,tan6,tan6,ㄉㄢˇ,,tan,tan,ㄉㄢ,,,,,,True,False
澋,hīng,50,hēng,hing7,heng7,ㄏㄧㄥ˫,,hing,heng,ㄏㄧㄥ,,,,,,True,False
澋,hǐng,50,hěng,hing6,heng6,ㄏㄧㄥˇ,,hing,heng,ㄏㄧㄥ,,,,,,True,False
澌,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
澔,hǒ,50,hǒ,ho6,ho6,ㄏㄛˇ,,ho,ho,ㄏㄛ,,,,,,True,False
澥,hǎi,50,hǎi,hai6,hai6,ㄏㄞˇ,,hai,hai,ㄏㄞ,,,,,,True,False
澦,īr,50,īr,ir7,ir7,ㆨ˫,,ir,ir,ㆨ,,,,,,True,False
澦,ū,50,ū,u7,u7,ㄨ˫,,u,u,ㄨ,,,,,,True,False
澬,tsir,50,chir,tsir1,chir1,ㄗㆨ,,tsir,chir,ㄗㆨ,,,,,,True,False
澬,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
澬,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
澸,tām,50,tām,tam7,tam7,ㄉㆰ˫,,tam,tam,ㄉㆰ,,,,,,True,False
澸,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
澹,tǎm,50,tǎm,tam6,tam6,ㄉㆰˇ,,tam,tam,ㄉㆰ,,,,,,True,False
澽,kìr,50,kìr,kir3,kir3,ㄍㆨ˪,,kir,kir,ㄍㆨ,,,,,,True,False
澽,kù,50,kù,ku3,ku3,ㄍㄨ˪,,ku,ku,ㄍㄨ,,,,,,True,False
澽,kīr,50,kīr,kir7,kir7,ㄍㆨ˫,,kir,kir,ㄍㆨ,,,,,,True,False
澽,kū,50,kū,ku7,ku7,ㄍㄨ˫,,ku,ku,ㄍㄨ,,,,,,True,False
濜,tsǐn,50,chǐn,tsin6,chin6,ㄐㄧㄣˇ,,tsin,chin,ㄐㄧㄣ,,,,,,True,False
濨,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
濨,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
濾,līr,50,līr,lir7,lir7,ㄌㆨ˫,,lir,lir,ㄌㆨ,,,,,,True,False
瀃,sìr,50,sìr,sir3,sir3,ㄙㆨ˪,,sir,sir,ㄙㆨ,,,,,,True,False
瀃,sù,50,sù,su3,su3,ㄙㄨ˪,,su,su,ㄙㄨ,,,,,,True,False
瀦,tir,50,tir,tir1,tir1,ㄉㆨ,,tir,tir,ㄉㆨ,,,,,,True,False
瀦,tu,50,tu,tu1,tu1,ㄉㄨ,,tu,tu,ㄉㄨ,,,,,,True,False
灝,hǒ,50,hǒ,ho6,ho6,ㄏㄛˇ,,ho,ho,ㄏㄛ,,,,,,True,False
灬,hué,50,hóe,hue2,hoe2,ㄏㄨㆤˋ,,hue,hoe,ㄏㄨㆤ,,,,,,True,False
灬,hé,50,hé,he2,he2,ㄏㆤˋ,,he,he,ㄏㆤ,,,,,,True,False
灬,hér,50,hér,her2,her2,ㄏㄜˋ,ㄏㄛˋ,her,her,ㄏㄜ,ㄏㄛ,,,,,True,False
灬,hónn,50,hóⁿ,honn2,honn2,ㄏㆧˋ,,honn,honn,ㄏㆧ,,,,,,True,False
灮,kng,50,kng,kng1,kng1,ㄍㆭ,,kng,kng,ㄍㆭ,,,,,,True,False
灮,kong,50,kong,kong1,kong1,ㄍㆲ,,kong,kong,ㄍㆲ,,,,,,True,False
灮,kuinn,50,kuiⁿ,kuinn1,kuinn1,ㄍㄨㆪ,,kuinn,kuinn,ㄍㄨㆪ,,,,,,True,False
灾,tsai,50,chai,tsai1,chai1,ㄗㄞ,,tsai,chai,ㄗㄞ,,,,,,True,False
灾,tse,50,che,tse1,che1,ㄗㆤ,,tse,che,ㄗㆤ,,,,,,True,False
灾,tser,50,cher,tser1,cher1,ㄗㄜ,ㄗㄛ,tser,cher,ㄗㄜ,ㄗㄛ,,,,,True,False
炘,herm,50,herm,herm1,herm1,ㄏㄜㆬ,ㄏㄛㆬ,herm,herm,ㄏㄜㆬ,ㄏㄛㆬ,,,,,True,False
炬,kīr,50,kīr,kir7,kir7,ㄍㆨ˫,,kir,kir,ㄍㆨ,,,,,,True,False
炬,kǐr,50,kǐr,kir6,kir6,ㄍㆨˇ,,kir,kir,ㄍㆨ,,,,,,True,False
烏,io,50,io,io1,io1,ㄧㄛ,,io,io,ㄧㄛ,,,,,,True,False
烘,hǒng,50,hǒng,hong6,hong6,ㄏㆲˇ,,hong,hong,ㄏㆲ,,,,,,True,False
烯,hi,50,hi,hi1,hi1,ㄏㄧ,,hi,hi,ㄏㄧ,,,,,,True,False
烴,kíng,50,kéng,king2,keng2,ㄍㄧㄥˋ,,king,keng,ㄍㄧㄥ,,,,,,True,False
焜,hǔn,50,hǔn,hun6,hun6,ㄏㄨㄣˇ,,hun,hun,ㄏㄨㄣ,,,,,,True,False
無,môo,50,mô͘,moo5,moo5,ㄇㆦˊ,,moo,moo,ㄇㆦ,,,,,,True,False
焣,tsū,50,chū,tsu7,chu7,ㄗㄨ˫,,tsu,chu,ㄗㄨ,,,,,,True,False
焣,tsǔ,50,chǔ,tsu6,chu6,ㄗㄨˇ,,tsu,chu,ㄗㄨ,,,,,,True,False
焮,herm,50,herm,herm1,herm1,ㄏㄜㆬ,ㄏㄛㆬ,herm,herm,ㄏㄜㆬ,ㄏㄛㆬ,,,,,True,False
煑,tsír,50,chír,tsir2,chir2,ㄗㆨˋ,,tsir,chir,ㄗㆨ,,,,,,True,False
煑,tsú,50,chú,tsu2,chu2,ㄗㄨˋ,,tsu,chu,ㄗㄨ,,,,,,True,False
煾,irn,50,irn,irn1,irn1,ㆨㄣ,,irn,irn,ㆨㄣ,,,,,,True,False
熩,hōo,50,hō͘,hoo7,hoo7,ㄏㆦ˫,,hoo,hoo,ㄏㆦ,,,,,,True,False
熩,hǒo,50,hǒ͘,hoo6,hoo6,ㄏㆦˇ,,hoo,hoo,ㄏㆦ,,,,,,True,False
燍,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
燍,su,50,su,su1,su1,ㄙㄨ,,su,su,ㄙㄨ,,,,,,True,False
燼,tsǐn,50,chǐn,tsin6,chin6,ㄐㄧㄣˇ,,tsin,chin,ㄐㄧㄣ,,,,,,True,False
爈,lîr,50,lîr,lir5,lir5,ㄌㆨˊ,,lir,lir,ㄌㆨ,,,,,,True,False
爈,lû,50,lû,lu5,lu5,ㄌㄨˊ,,lu,lu,ㄌㄨ,,,,,,True,False
爈,līr,50,līr,lir7,lir7,ㄌㆨ˫,,lir,lir,ㄌㆨ,,,,,,True,False
爈,lū,50,lū,lu7,lu7,ㄌㄨ˫,,lu,lu,ㄌㄨ,,,,,,True,False
爫,jiáu,50,jiáu,jiau2,jiau2,ㆢㄧㄠˋ,,jiau,jiau,ㆢㄧㄠ,,,,,,True,False
爫,liáu,50,liáu,liau2,liau2,ㄌㄧㄠˋ,,liau,liau,ㄌㄧㄠ,,,,,,True,False
爬,pêe,50,pêe,pee5,pee5,ㄅㄝˊ,,pee,pee,ㄅㄝ,,,,,,True,False
父,hǔ,50,hǔ,hu6,hu6,ㄏㄨˇ,,hu,hu,ㄏㄨ,,,,,,True,False
爸,pēe,50,pēe,pee7,pee7,ㄅㄝ˫,,pee,pee,ㄅㄝ,,,,,,True,False
爾,niǎ,50,niǎ,nia6,nia6,ㄋㄧㄚˇ,,nia,nia,ㄋㄧㄚ,,,,,,True,False
爾,nā,50,nā,na7,na7,ㄋㄚ˫,,na,na,ㄋㄚ,,,,,,True,False
爾,nǎ,50,nǎ,na6,na6,ㄋㄚˇ,,na,na,ㄋㄚ,,,,,,True,False
爿,pirînn,50,pirîⁿ,pirinn5,pirinn5,ㄅㆨㆪˊ,,pirinn,pirinn,ㄅㆨㆪ,,,,,,True,False
爿,puînn,50,pûiⁿ,puinn5,puinn5,ㄅㄨㆪˊ,,puinn,puinn,ㄅㄨㆪ,,,,,,True,False
爿,pâinn,50,pâiⁿ,painn5,painn5,ㄅㆮˊ,,painn,painn,ㄅㆮ,,,,,,True,False
爿,pân,50,pân,pan5,pan5,ㄅㄢˊ,,pan,pan,ㄅㄢ,,,,,,True,False
牙,gêe,50,gêe,gee5,gee5,ㆣㄝˊ,,gee,gee,ㆣㄝ,,,,,,True,False
牝,pǐn,50,pǐn,pin6,pin6,ㄅㄧㄣˇ,,pin,pin,ㄅㄧㄣ,,,,,,True,False
牟,biô,50,biô,bio5,bio5,ㆠㄧㄛˊ,,bio,bio,ㆠㄧㄛ,,,,,,True,False
牭,sìr,50,sìr,sir3,sir3,ㄙㆨ˪,,sir,sir,ㄙㆨ,,,,,,True,False
牭,sù,50,sù,su3,su3,ㄙㄨ˪,,su,su,ㄙㄨ,,,,,,True,False
牸,lū,50,lū,lu7,lu7,ㄌㄨ˫,,lu,lu,ㄌㄨ,,,,,,True,False
牸,tsīr,50,chīr,tsir7,chir7,ㄗㆨ˫,,tsir,chir,ㄗㆨ,,,,,,True,False
牸,tsū,50,chū,tsu7,chu7,ㄗㄨ˫,,tsu,chu,ㄗㄨ,,,,,,True,False
犃,piō,50,piō,pio7,pio7,ㄅㄧㄛ˫,,pio,pio,ㄅㄧㄛ,,,,,,True,False
犃,piǒ,50,piǒ,pio6,pio6,ㄅㄧㄛˇ,,pio,pio,ㄅㄧㄛ,,,,,,True,False
犛,bâu,50,bâu,bau5,bau5,ㆠㄠˊ,,bau,bau,ㆠㄠ,,,,,,True,False
犛,môo,50,mô͘,moo5,moo5,ㄇㆦˊ,,moo,moo,ㄇㆦ,,,,,,True,False
犭,khián,50,khián,khian2,khian2,ㄎㄧㄢˋ,,khian,khian,ㄎㄧㄢ,,,,,,True,False
犾,gîrn,50,gîrn,girn5,girn5,ㆣㆨㄣˊ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
犾,gûn,50,gûn,gun5,gun5,ㆣㄨㄣˊ,,gun,gun,ㆣㄨㄣ,,,,,,True,False
狙,tshir,50,chhir,tshir1,chhir1,ㄘㆨ,,tshir,chhir,ㄘㆨ,,,,,,True,False
狙,tshu,50,chhu,tshu1,chhu1,ㄘㄨ,,tshu,chhu,ㄘㄨ,,,,,,True,False
狠,hírn,50,hírn,hirn2,hirn2,ㄏㆨㄣˋ,,hirn,hirn,ㄏㆨㄣ,,,,,,True,False
狣,tiāu,50,tiāu,tiau7,tiau7,ㄉㄧㄠ˫,,tiau,tiau,ㄉㄧㄠ,,,,,,True,False
狣,tiǎu,50,tiǎu,tiau6,tiau6,ㄉㄧㄠˇ,,tiau,tiau,ㄉㄧㄠ,,,,,,True,False
狳,îr,50,îr,ir5,ir5,ㆨˊ,,ir,ir,ㆨ,,,,,,True,False
狳,û,50,û,u5,u5,ㄨˊ,,u,u,ㄨ,,,,,,True,False
狴,pě,50,pě,pe6,pe6,ㄅㆤˇ,,pe,pe,ㄅㆤ,,,,,,True,False
狺,gîrn,50,gîrn,girn5,girn5,ㆣㆨㄣˊ,,girn,girn,ㆣㆨㄣ,,,,,,True,False
猌,gīrn,50,gīrn,girn7,girn7,ㆣㆨㄣ˫,,girn,girn,ㆣㆨㄣ,,,,,,True,False
猌,gūn,50,gūn,gun7,gun7,ㆣㄨㄣ˫,,gun,gun,ㆣㄨㄣ,,,,,,True,False
猛,mí,50,mí,mi2,mi2,ㄇㄧˋ,,mi,mi,ㄇㄧ,,,,,,True,False
猥,ué,50,óe,ue2,oe2,ㄨㆤˋ,,ue,oe,ㄨㆤ,,,,,,True,False
獅,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
獖,hūn,50,hūn,hun7,hun7,ㄏㄨㄣ˫,,hun,hun,ㄏㄨㄣ,,,,,,True,False
獖,hǔn,50,hǔn,hun6,hun6,ㄏㄨㄣˇ,,hun,hun,ㄏㄨㄣ,,,,,,True,False
獖,pūn,50,pūn,pun7,pun7,ㄅㄨㄣ˫,,pun,pun,ㄅㄨㄣ,,,,,,True,False
獖,pǔn,50,pǔn,pun6,pun6,ㄅㄨㄣˇ,,pun,pun,ㄅㄨㄣ,,,,,,True,False
獬,hǎi,50,hǎi,hai6,hai6,ㄏㄞˇ,,hai,hai,ㄏㄞ,,,,,,True,False
玆,tsir,50,chir,tsir1,chir1,ㄗㆨ,,tsir,chir,ㄗㆨ,,,,,,True,False
玆,tsu,50,chu,tsu1,chu1,ㄗㄨ,,tsu,chu,ㄗㄨ,,,,,,True,False
玆,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
玆,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
玤,pǎng,50,pǎng,pang6,pang6,ㄅㄤˇ,,pang,pang,ㄅㄤ,,,,,,True,False
玼,tshir,50,chhir,tshir1,chhir1,ㄘㆨ,,tshir,chhir,ㄘㆨ,,,,,,True,False
玼,tshu,50,chhu,tshu1,chhu1,ㄘㄨ,,tshu,chhu,ㄘㄨ,,,,,,True,False
玼,tshír,50,chhír,tshir2,chhir2,ㄘㆨˋ,,tshir,chhir,ㄘㆨ,,,,,,True,False
玼,tshú,50,chhú,tshu2,chhu2,ㄘㄨˋ,,tshu,chhu,ㄘㄨ,,,,,,True,False
珁,tsîr,50,chîr,tsir5,chir5,ㄗㆨˊ,,tsir,chir,ㄗㆨ,,,,,,True,False
珁,tsû,50,chû,tsu5,chu5,ㄗㄨˊ,,tsu,chu,ㄗㄨ,,,,,,True,False
珢,gûn,50,gûn,gun5,gun5,ㆣㄨㄣˊ,,gun,gun,ㆣㄨㄣ,,,,,,True,False
珢,kirn,50,kirn,kirn1,kirn1,ㄍㆨㄣ,,kirn,kirn,ㄍㆨㄣ,,,,,,True,False
珢,kun,50,kun,kun1,kun1,ㄍㄨㄣ,,kun,kun,ㄍㄨㄣ,,,,,,True,False
珢,kìrn,50,kìrn,kirn3,kirn3,ㄍㆨㄣ˪,,kirn,kirn,ㄍㆨㄣ,,,,,,True,False
珢,kùn,50,kùn,kun3,kun3,ㄍㄨㄣ˪,,kun,kun,ㄍㄨㄣ,,,,,,True,False
琄,hiān,50,hiān,hian7,hian7,ㄏㄧㄢ˫,,hian,hian,ㄏㄧㄢ,,,,,,True,False
琄,hiǎn,50,hiǎn,hian6,hian6,ㄏㄧㄢˇ,,hian,hian,ㄏㄧㄢ,,,,,,True,False
琲,puě,50,pǒe,pue6,poe6,ㄅㄨㆤˇ,,pue,poe,ㄅㄨㆤ,,,,,,True,False
瑊,tserm,50,cherm,tserm1,cherm1,ㄗㄜㆬ,ㄗㄛㆬ,tserm,cherm,ㄗㄜㆬ,ㄗㄛㆬ,,,,,True,False
瑡,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
瑡,su,50,su,su1,su1,ㄙㄨ,,su,su,ㄙㄨ,,,,,,True,False
瑹,sir,50,sir,sir1,sir1,ㄙㆨ,,sir,sir,ㄙㆨ,,,,,,True,False
璖,kîr,50,kîr,kir5,kir5,ㄍㆨˊ,,kir,kir,ㄍㆨ,,,,,,True,False
璖,kû,50,kû,ku5,ku5,ㄍㄨˊ,,ku,ku,ㄍㄨ,,,,,,True,False
璗,tǒng,50,tǒng,tong6,tong6,ㄉㆲˇ,,tong,tong,ㄉㆲ,,,,,,True,False
璩,kîr,50,kîr,kir5,kir5,ㄍㆨˊ,,kir,kir,ㄍㆨ,,,,,,True,False
