hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,khpoo,is_variant
お姉さん,oo-nè-sàng,16,o͘-nè-sàng,oo1ne3sang3,oo1ne3sang3,ㆦㄋㆤ˪ㄙㄤ˪,,oonesang,oonesang,ㆦㄋㆤㄙㄤ,,ons,ons,ㆦㄋㄙ,,True,False
きもち,khi-móo-tsih,16,khi-mó͘-chih,khi1moo2tsih4,khi1moo2chih4,ㄎㄧㄇㆦˋㄐㄧㆷ,,khimootsih,khimoochih,ㄎㄧㄇㆦㄐㄧㆷ,,kmt,kmc,ㄎㄇㄐ,,True,False
さくら,sa-khú-lah,16,sa-khú-lah,sa1khu2lah4,sa1khu2lah4,ㄙㄚㄎㄨˋㄌㄚㆷ,,sakhulah,sakhulah,ㄙㄚㄎㄨㄌㄚㆷ,,skl,skl,ㄙㄎㄌ,,True,False
さしみ,sa-sí-mih,16,sa-sí-mih,sa1si2mih4,sa1si2mih4,ㄙㄚㄒㄧˋㄇㄧㆷ,,sasimih,sasimih,ㄙㄚㄒㄧㄇㄧㆷ,,ssm,ssm,ㄙㄒㄇ,,True,False
しあげ,si-á-geh,16,si-á-geh,si1a2geh4,si1a2geh4,ㄒㄧㄚˋㆣㆤㆷ,,siageh,siageh,ㄒㄧㄚㆣㆤㆷ,,sag,sag,ㄒㄚㆣ,,True,False
せびろ,se-bí-looh,16,se-bí-lo͘h,se1bi2looh4,se1bi2looh4,ㄙㆤㆠㄧˋㄌㆦㆷ,,sebilooh,sebilooh,ㄙㆤㆠㄧㄌㆦㆷ,,sbl,sbl,ㄙㆠㄌ,,True,False
ぞうり,lóo-lí-á,16,ló͘-lí-á,loo2li2a2,loo2li2a2,ㄌㆦˋㄌㄧˋㄚˋ,,loolia,loolia,ㄌㆦㄌㄧㄚ,,lla,lla,ㄌㄌㄚ,,True,False
たくあん,tha-khú-áng,16,tha-khú-áng,tha1khu2ang2,tha1khu2ang2,ㄊㄚㄎㄨˋㄤˋ,,thakhuang,thakhuang,ㄊㄚㄎㄨㄤ,,tka,tka,ㄊㄎㄤ,,True,False
たたみ,tha-thá-mih,16,tha-thá-mih,tha1tha2mih4,tha1tha2mih4,ㄊㄚㄊㄚˋㄇㄧㆷ,,thathamih,thathamih,ㄊㄚㄊㄚㄇㄧㆷ,,ttm,ttm,ㄊㄊㄇ,,True,False
だいじょうぶ,la̋i-jiòo-bù,16,lăi-jiò͘-bù,lai9jioo3bu3,lai9jioo3bu3,ㄌㄞˆㆢㄧㆦ˪ㆠㄨ˪,,laijioobu,laijioobu,ㄌㄞㆢㄧㆦㆠㄨ,,ljb,ljb,ㄌㆢㆠ,,True,False
ちゃんばら,tshia̋n-pá-lah,16,chhiăn-pá-lah,tshian9pa2lah4,chhian9pa2lah4,ㄑㄧㄢˆㄅㄚˋㄌㄚㆷ,,tshianpalah,chhianpalah,ㄑㄧㄢㄅㄚㄌㄚㆷ,,tpl,cpl,ㄑㄅㄌ,,True,False
ひのき,hi-nóo-khih,16,hi-nó͘-khih,hi1noo2khih4,hi1noo2khih4,ㄏㄧㄋㆦˋㄎㄧㆷ,,hinookhih,hinookhih,ㄏㄧㄋㆦㄎㄧㆷ,,hnk,hnk,ㄏㄋㄎ,,True,False
ようちえん,iu-tsí-ián,16,iu-chí-ián,iu1tsi2ian2,iu1chi2ian2,ㄧㄨㄐㄧˋㄧㄢˋ,,iutsiian,iuchiian,ㄧㄨㄐㄧㄧㄢ,,iti,ici,ㄧㄐㄧ,,True,False
わさび,ua-sá-bih,16,oa-sá-bih,ua1sa2bih4,oa1sa2bih4,ㄨㄚㄙㄚˋㆠㄧㆷ,,uasabih,oasabih,ㄨㄚㄙㄚㆠㄧㆷ,,usb,osb,ㄨㄙㆠ,,True,False
アルミ,a-lú-mih,16,a-lú-mih,a1lu2mih4,a1lu2mih4,ㄚㄌㄨˋㄇㄧㆷ,,alumih,alumih,ㄚㄌㄨㄇㄧㆷ,,alm,alm,ㄚㄌㄇ,,True,False
エプロン,e-pú-lóng,16,e-pú-lóng,e1pu2long2,e1pu2long2,ㆤㄅㄨˋㄌㆲˋ,,epulong,epulong,ㆤㄅㄨㄌㆲ,,epl,epl,ㆤㄅㄌ,,True,False
オートバイ,oo-tóo-bái,16,o͘-tó͘-bái,oo1too2bai2,oo1too2bai2,ㆦㄉㆦˋㆠㄞˋ,,ootoobai,ootoobai,ㆦㄉㆦㆠㄞ,,otb,otb,ㆦㄉㆠ,,True,False
カメラ,kha-mé-lah,16,kha-mé-lah,kha1me2lah4,kha1me2lah4,ㄎㄚㄇㆤˋㄌㄚㆷ,,khamelah,khamelah,ㄎㄚㄇㆤㄌㄚㆷ,,kml,kml,ㄎㄇㄌ,,True,False
ガソリン,ga-sóo-lín,16,ga-só͘-lín,ga1soo2lin2,ga1soo2lin2,ㆣㄚㄙㆦˋㄌㄧㄣˋ,,gasoolin,gasoolin,ㆣㄚㄙㆦㄌㄧㄣ,,gsl,gsl,ㆣㄙㄌ,,True,False
クラッチ,khu-lá-tsih,16,khu-lá-chih,khu1la2tsih4,khu1la2chih4,ㄎㄨㄌㄚˋㄐㄧㆷ,,khulatsih,khulachih,ㄎㄨㄌㄚㄐㄧㆷ,,klt,klc,ㄎㄌㄐ,,True,False
クリーム,khu-lì-mù,16,khu-lì-mù,khu1li3mu3,khu1li3mu3,ㄎㄨㄌㄧ˪ㄇㄨ˪,,khulimu,khulimu,ㄎㄨㄌㄧㄇㄨ,,klm,klm,ㄎㄌㄇ,,True,False
ケチャップ,khe-tsiap-puh,16,khe-chiap-puh,khe1tsiap4puh4,khe1chiap4puh4,ㄎㆤㄐㄧㄚㆴㄅㄨㆷ,,khetsiappuh,khechiappuh,ㄎㆤㄐㄧㄚㆴㄅㄨㆷ,,ktp,kcp,ㄎㄐㄅ,,True,False
コミッション,khoo-mí-sióng,16,kho͘-mí-sióng,khoo1mi2siong2,khoo1mi2siong2,ㄎㆦㄇㄧˋㄒㄧㆲˋ,,khoomisiong,khoomisiong,ㄎㆦㄇㄧㄒㄧㆲ,,kms,kms,ㄎㄇㄒ,,True,False
コレラ,khoo-lé-lah,16,kho͘-lé-lah,khoo1le2lah4,khoo1le2lah4,ㄎㆦㄌㆤˋㄌㄚㆷ,,khoolelah,khoolelah,ㄎㆦㄌㆤㄌㄚㆷ,,kll,kll,ㄎㄌㄌ,,True,False
コンクリート,khōng-ku-lí,16,khōng-ku-lí,khong7ku1li2,khong7ku1li2,ㄎㆲ˫ㄍㄨㄌㄧˋ,,khongkuli,khongkuli,ㄎㆲㄍㄨㄌㄧ,,kkl,kkl,ㄎㄍㄌ,,True,False
ゴルフ,goo-lú-huh,16,go͘-lú-huh,goo1lu2huh4,goo1lu2huh4,ㆣㆦㄌㄨˋㄏㄨㆷ,,gooluhuh,gooluhuh,ㆣㆦㄌㄨㄏㄨㆷ,,glh,glh,ㆣㄌㄏ,,True,False
サンプル,sa̋m-phú-luh,16,săm-phú-luh,sam9phu2luh4,sam9phu2luh4,ㄙㆰˆㄆㄨˋㄌㄨㆷ,,samphuluh,samphuluh,ㄙㆰㄆㄨㄌㄨㆷ,,spl,spl,ㄙㄆㄌ,,True,False
サービス,sa̋-bì-sù,16,să-bì-sù,sa9bi3su3,sa9bi3su3,ㄙㄚˆㆠㄧ˪ㄙㄨ˪,,sabisu,sabisu,ㄙㄚㆠㄧㄙㄨ,,sbs,sbs,ㄙㆠㄙ,,True,False
ジルバ,ji-lú-bah,16,ji-lú-bah,ji1lu2bah4,ji1lu2bah4,ㆢㄧㄌㄨˋㆠㄚㆷ,,jilubah,jilubah,ㆢㄧㄌㄨㆠㄚㆷ,,jlb,jlb,ㆢㄌㆠ,,True,False
スクーター,su-khù-tà,16,su-khù-tà,su1khu3ta3,su1khu3ta3,ㄙㄨㄎㄨ˪ㄉㄚ˪,,sukhuta,sukhuta,ㄙㄨㄎㄨㄉㄚ,,skt,skt,ㄙㄎㄉ,,True,False
スパナ,si̍p-pán-ná,16,si̍p-pán-ná,sip8pan2na2,sip8pan2na2,ㄒㄧㆴ̇ㄅㄢˋㄋㄚˋ,,sippanna,sippanna,ㄒㄧㆴㄅㄢㄋㄚ,,spn,spn,ㄒㄅㄋ,,True,False
スリッパ,su-lit-pah,16,su-lit-pah,su1lit4pah4,su1lit4pah4,ㄙㄨㄌㄧㆵㄅㄚㆷ,,sulitpah,sulitpah,ㄙㄨㄌㄧㆵㄅㄚㆷ,,slp,slp,ㄙㄌㄅ,,True,False
タクシー,tha-khú-sih,16,tha-khú-sih,tha1khu2sih4,tha1khu2sih4,ㄊㄚㄎㄨˋㄒㄧㆷ,,thakhusih,thakhusih,ㄊㄚㄎㄨㄒㄧㆷ,,tks,tks,ㄊㄎㄒ,,True,False
テニス,the-ní-suh,16,the-ní-suh,the1ni2suh4,the1ni2suh4,ㄊㆤㄋㄧˋㄙㄨㆷ,,thenisuh,thenisuh,ㄊㆤㄋㄧㄙㄨㆷ,,tns,tns,ㄊㄋㄙ,,True,False
テンプラ,thia̋n-pú-lah,16,thiăn-pú-lah,thian9pu2lah4,thian9pu2lah4,ㄊㄧㄢˆㄅㄨˋㄌㄚㆷ,,thianpulah,thianpulah,ㄊㄧㄢㄅㄨㄌㄚㆷ,,tpl,tpl,ㄊㄅㄌ,,True,False
トマト,thoo-má-tooh,16,tho͘-má-to͘h,thoo1ma2tooh4,thoo1ma2tooh4,ㄊㆦㄇㄚˋㄉㆦㆷ,,thoomatooh,thoomatooh,ㄊㆦㄇㄚㄉㆦㆷ,,tmt,tmt,ㄊㄇㄉ,,True,False
トラック,thoo-lá-khuh,16,tho͘-lá-khuh,thoo1la2khuh4,thoo1la2khuh4,ㄊㆦㄌㄚˋㄎㄨㆷ,,thoolakhuh,thoolakhuh,ㄊㆦㄌㄚㄎㄨㆷ,,tlk,tlk,ㄊㄌㄎ,,True,False
ドライバー,loo-lài-bà,16,lo͘-lài-bà,loo1lai3ba3,loo1lai3ba3,ㄌㆦㄌㄞ˪ㆠㄚ˪,,loolaiba,loolaiba,ㄌㆦㄌㄞㆠㄚ,,llb,llb,ㄌㄌㆠ,,True,False
ネクタイ,ne-kut-tái,16,ne-kut-tái,ne1kut4tai2,ne1kut4tai2,ㄋㆤㄍㄨㆵㄉㄞˋ,,nekuttai,nekuttai,ㄋㆤㄍㄨㆵㄉㄞ,,nkt,nkt,ㄋㄍㄉ,,True,False
ハイカラ,hái-kat-lá,16,hái-kat-lá,hai2kat4la2,hai2kat4la2,ㄏㄞˋㄍㄚㆵㄌㄚˋ,,haikatla,haikatla,ㄏㄞㄍㄚㆵㄌㄚ,,hkl,hkl,ㄏㄍㄌ,,True,False
ハイーカラ,hái-kat-lá,16,hái-kat-lá,hai2kat4la2,hai2kat4la2,ㄏㄞˋㄍㄚㆵㄌㄚˋ,,haikatla,haikatla,ㄏㄞㄍㄚㆵㄌㄚ,,hkl,hkl,ㄏㄍㄌ,,True,False
ハンドル,ha̋n-tóo-luh,16,hăn-tó͘-luh,han9too2luh4,han9too2luh4,ㄏㄢˆㄉㆦˋㄌㄨㆷ,,hantooluh,hantooluh,ㄏㄢㄉㆦㄌㄨㆷ,,htl,htl,ㄏㄉㄌ,,True,False
バイオリン,bai-óo-lín,16,bai-ó͘-lín,bai1oo2lin2,bai1oo2lin2,ㆠㄞㆦˋㄌㄧㄣˋ,,baioolin,baioolin,ㆠㄞㆦㄌㄧㄣ,,bol,bol,ㆠㆦㄌ,,True,False
バッテリー,ba̍t-té-lih,16,ba̍t-té-lih,bat8te2lih4,bat8te2lih4,ㆠㄚㆵ̇ㄉㆤˋㄌㄧㆷ,,battelih,battelih,ㆠㄚㆵㄉㆤㄌㄧㆷ,,btl,btl,ㆠㄉㄌ,,True,False
パチンコ,pha-tsìn-kòo,16,pha-chìn-kò͘,pha1tsin3koo3,pha1chin3koo3,ㄆㄚㄐㄧㄣ˪ㄍㆦ˪,,phatsinkoo,phachinkoo,ㄆㄚㄐㄧㄣㄍㆦ,,ptk,pck,ㄆㄐㄍ,,True,False
パーセント,pha̋-siàn-tòo,16,phă-siàn-tò͘,pha9sian3too3,pha9sian3too3,ㄆㄚˆㄒㄧㄢ˪ㄉㆦ˪,,phasiantoo,phasiantoo,ㄆㄚㄒㄧㄢㄉㆦ,,pst,pst,ㄆㄒㄉ,,True,False
ビタミン,bi-tá-bín,16,bi-tá-bín,bi1ta2bin2,bi1ta2bin2,ㆠㄧㄉㄚˋㆠㄧㄣˋ,,bitabin,bitabin,ㆠㄧㄉㄚㆠㄧㄣ,,btb,btb,ㆠㄉㆠ,,True,False
ピアノ,phi-á-nooh,16,phi-á-no͘h,phi1a2nooh4,phi1a2nooh4,ㄆㄧㄚˋㄋㆦㆷ,,phianooh,phianooh,ㄆㄧㄚㄋㆦㆷ,,pan,pan,ㄆㄚㄋ,,True,False
ブラジャー,bu-là-jià,16,bu-là-jià,bu1la3jia3,bu1la3jia3,ㆠㄨㄌㄚ˪ㆢㄧㄚ˪,,bulajia,bulajia,ㆠㄨㄌㄚㆢㄧㄚ,,blj,blj,ㆠㄌㆢ,,True,False
ブルース,pu-lù-sù,16,pu-lù-sù,pu1lu3su3,pu1lu3su3,ㄅㄨㄌㄨ˪ㄙㄨ˪,,pulusu,pulusu,ㄅㄨㄌㄨㄙㄨ,,pls,pls,ㄅㄌㄙ,,True,False
ベニヤ,me-lí-á,16,me-lí-á,me1li2a2,me1li2a2,ㄇㆤㄌㄧˋㄚˋ,,melia,melia,ㄇㆤㄌㄧㄚ,,mla,mla,ㄇㄌㄚ,,True,False
ホテル,hoo-té-luh,16,ho͘-té-luh,hoo1te2luh4,hoo1te2luh4,ㄏㆦㄉㆤˋㄌㄨㆷ,,hooteluh,hooteluh,ㄏㆦㄉㆤㄌㄨㆷ,,htl,htl,ㄏㄉㄌ,,True,False
ホルモン,hoo-lú-bóng,16,ho͘-lú-bóng,hoo1lu2bong2,hoo1lu2bong2,ㄏㆦㄌㄨˋㆠㆲˋ,,hoolubong,hoolubong,ㄏㆦㄌㄨㆠㆲ,,hlb,hlb,ㄏㄌㆠ,,True,False
ボクシング,bo̍k-sìn-gù,16,bo̍k-sìn-gù,bok8sin3gu3,bok8sin3gu3,ㆠㆦㆻ̇ㄒㄧㄣ˪ㆣㄨ˪,,boksingu,boksingu,ㆠㆦㆻㄒㄧㄣㆣㄨ,,bsg,bsg,ㆠㄒㆣ,,True,False
マッサージ,ma-sà-tsì,16,ma-sà-chì,ma1sa3tsi3,ma1sa3chi3,ㄇㄚㄙㄚ˪ㄐㄧ˪,,masatsi,masachi,ㄇㄚㄙㄚㄐㄧ,,mst,msc,ㄇㄙㄐ,,True,False
マラソン,ma-lá-sóng,16,ma-lá-sóng,ma1la2song2,ma1la2song2,ㄇㄚㄌㄚˋㄙㆲˋ,,malasong,malasong,ㄇㄚㄌㄚㄙㆲ,,mls,mls,ㄇㄌㄙ,,True,False
ラケット,la-kiat-tooh,16,la-kiat-to͘h,la1kiat4tooh4,la1kiat4tooh4,ㄌㄚㄍㄧㄚㆵㄉㆦㆷ,,lakiattooh,lakiattooh,ㄌㄚㄍㄧㄚㆵㄉㆦㆷ,,lkt,lkt,ㄌㄍㄉ,,True,False
ラジオ,la-jí-ooh,16,la-jí-o͘h,la1ji2ooh4,la1ji2ooh4,ㄌㄚㆢㄧˋㆦㆷ,,lajiooh,lajiooh,ㄌㄚㆢㄧㆦㆷ,,ljo,ljo,ㄌㆢㆦ,,True,False
ラムネ,la-mú-neh,16,la-mú-neh,la1mu2neh4,la1mu2neh4,ㄌㄚㄇㄨˋㄋㆤㆷ,,lamuneh,lamuneh,ㄌㄚㄇㄨㄋㆤㆷ,,lmn,lmn,ㄌㄇㄋ,,True,False
ランニング,la̋i-lìn-gù,16,lăi-lìn-gù,lai9lin3gu3,lai9lin3gu3,ㄌㄞˆㄌㄧㄣ˪ㆣㄨ˪,,lailingu,lailingu,ㄌㄞㄌㄧㄣㆣㄨ,,llg,llg,ㄌㄌㆣ,,True,False
リヤカー,li-á-khah,16,li-á-khah,li1a2khah4,li1a2khah4,ㄌㄧㄚˋㄎㄚㆷ,,liakhah,liakhah,ㄌㄧㄚㄎㄚㆷ,,lak,lak,ㄌㄚㄎ,,True,False
ワイシャツ,ua̋i-siat-tsuh,16,oăi-siat-chuh,uai9siat4tsuh4,oai9siat4chuh4,ㄨㄞˆㄒㄧㄚㆵㄗㄨㆷ,,uaisiattsuh,oaisiatchuh,ㄨㄞㄒㄧㄚㆵㄗㄨㆷ,,ust,osc,ㄨㄒㄗ,,True,False
ワルツ,ua-lù-tsuh,16,oa-lù-chuh,ua1lu3tsuh4,oa1lu3chuh4,ㄨㄚㄌㄨ˪ㄗㄨㆷ,,ualutsuh,oaluchuh,ㄨㄚㄌㄨㄗㄨㆷ,,ult,olc,ㄨㄌㄗ,,True,False
不二價,put-jī-kà,16,put-jī-kà,put4ji7ka3,put4ji7ka3,ㄅㄨㆵㆢㄧ˫ㄍㄚ˪,,putjika,putjika,ㄅㄨㆵㆢㄧㄍㄚ,,pjk,pjk,ㄅㆢㄍ,,True,False
不二價,put-lī-kà,16,put-lī-kà,put4li7ka3,put4li7ka3,ㄅㄨㆵㄌㄧ˫ㄍㄚ˪,,putlika,putlika,ㄅㄨㆵㄌㄧㄍㄚ,,plk,plk,ㄅㄌㄍ,,True,False
不二價,put-lī-kè,16,put-lī-kè,put4li7ke3,put4li7ke3,ㄅㄨㆵㄌㄧ˫ㄍㆤ˪,,putlike,putlike,ㄅㄨㆵㄌㄧㄍㆤ,,plk,plk,ㄅㄌㄍ,,True,False
仕上げ,si-á-geh,16,si-á-geh,si1a2geh4,si1a2geh4,ㄒㄧㄚˋㆣㆤㆷ,,siageh,siageh,ㄒㄧㄚㆣㆤㆷ,,sag,sag,ㄒㄚㆣ,,True,False
傀儡戲,ka-lér-hì,16,ka-lér-hì,ka1ler2hi3,ka1ler2hi3,ㄍㄚㄌㄜˋㄏㄧ˪,ㄍㄚㄌㄛˋㄏㄧ˪,kalerhi,kalerhi,ㄍㄚㄌㄜㄏㄧ,ㄍㄚㄌㄛㄏㄧ,klh,klh,ㄍㄌㄏ,,True,False
兄貴,a-ní-khih,16,a-ní-khih,a1ni2khih4,a1ni2khih4,ㄚㄋㄧˋㄎㄧㆷ,,anikhih,anikhih,ㄚㄋㄧㄎㄧㆷ,,ank,ank,ㄚㄋㄎ,,True,False
刺身,sa-sí-mih,16,sa-sí-mih,sa1si2mih4,sa1si2mih4,ㄙㄚㄒㄧˋㄇㄧㆷ,,sasimih,sasimih,ㄙㄚㄒㄧㄇㄧㆷ,,ssm,ssm,ㄙㄒㄇ,,True,False
口頭話,kháu-thâu-uē,16,kháu-thâu-ōe,khau2thau5ue7,khau2thau5oe7,ㄎㄠˋㄊㄠˊㄨㆤ˫,,khauthauue,khauthauoe,ㄎㄠㄊㄠㄨㆤ,,ktu,kto,ㄎㄊㄨ,,True,False
口頭語,kháu-thâu-gí,16,kháu-thâu-gí,khau2thau5gi2,khau2thau5gi2,ㄎㄠˋㄊㄠˊㆣㄧˋ,,khauthaugi,khauthaugi,ㄎㄠㄊㄠㆣㄧ,,ktg,ktg,ㄎㄊㆣ,,True,False
口頭語,kháu-thâu-gír,16,kháu-thâu-gír,khau2thau5gir2,khau2thau5gir2,ㄎㄠˋㄊㄠˊㆣㆨˋ,,khauthaugir,khauthaugir,ㄎㄠㄊㄠㆣㆨ,,ktg,ktg,ㄎㄊㆣ,,True,False
口頭語,kháu-thâu-gú,16,kháu-thâu-gú,khau2thau5gu2,khau2thau5gu2,ㄎㄠˋㄊㄠˊㆣㄨˋ,,khauthaugu,khauthaugu,ㄎㄠㄊㄠㆣㄨ,,ktg,ktg,ㄎㄊㆣ,,True,False
嘆語詞,thàn-gí-sû,16,thàn-gí-sû,than3gi2su5,than3gi2su5,ㄊㄢ˪ㆣㄧˋㄙㄨˊ,,thangisu,thangisu,ㄊㄢㆣㄧㄙㄨ,,tgs,tgs,ㄊㆣㄙ,,True,False
嘆語詞,thàn-gír-sîr,16,thàn-gír-sîr,than3gir2sir5,than3gir2sir5,ㄊㄢ˪ㆣㆨˋㄙㆨˊ,,thangirsir,thangirsir,ㄊㄢㆣㆨㄙㆨ,,tgs,tgs,ㄊㆣㄙ,,True,False
嘆語詞,thàn-gú-sû,16,thàn-gú-sû,than3gu2su5,than3gu2su5,ㄊㄢ˪ㆣㄨˋㄙㄨˊ,,thangusu,thangusu,ㄊㄢㆣㄨㄙㄨ,,tgs,tgs,ㄊㆣㄙ,,True,False
圕,tôo-sir-kuán,16,tô͘-sir-koán,too5sir1kuan2,too5sir1koan2,ㄉㆦˊㄙㆨㄍㄨㄢˋ,,toosirkuan,toosirkoan,ㄉㆦㄙㆨㄍㄨㄢ,,tsk,tsk,ㄉㄙㄍ,,True,False
圕,tôo-su-kuán,16,tô͘-su-koán,too5su1kuan2,too5su1koan2,ㄉㆦˊㄙㄨㄍㄨㄢˋ,,toosukuan,toosukoan,ㄉㆦㄙㄨㄍㄨㄢ,,tsk,tsk,ㄉㄙㄍ,,True,False
圖書館,tôo-sir-kuán,16,tô͘-sir-koán,too5sir1kuan2,too5sir1koan2,ㄉㆦˊㄙㆨㄍㄨㄢˋ,,toosirkuan,toosirkoan,ㄉㆦㄙㆨㄍㄨㄢ,,tsk,tsk,ㄉㄙㄍ,,True,False
大丈夫,la̋i-jiòo-bù,16,lăi-jiò͘-bù,lai9jioo3bu3,lai9jioo3bu3,ㄌㄞˆㆢㄧㆦ˪ㆠㄨ˪,,laijioobu,laijioobu,ㄌㄞㆢㄧㆦㆠㄨ,,ljb,ljb,ㄌㆢㆠ,,True,False
大本字,tuā-pún-lī,16,tōa-pún-lī,tua7pun2li7,toa7pun2li7,ㄉㄨㄚ˫ㄅㄨㄣˋㄌㄧ˫,,tuapunli,toapunli,ㄉㄨㄚㄅㄨㄣㄌㄧ,,tpl,tpl,ㄉㄅㄌ,,True,False
天麩羅,thia̋n-pú-lah,16,thiăn-pú-lah,thian9pu2lah4,thian9pu2lah4,ㄊㄧㄢˆㄅㄨˋㄌㄚㆷ,,thianpulah,thianpulah,ㄊㄧㄢㄅㄨㄌㄚㆷ,,tpl,tpl,ㄊㄅㄌ,,True,False
如來佛,jîr-lâi-hu̍t,16,jîr-lâi-hu̍t,jir5lai5hut8,jir5lai5hut8,ㆡㆨˊㄌㄞˊㄏㄨㆵ̇,,jirlaihut,jirlaihut,ㆡㆨㄌㄞㄏㄨㆵ,,jlh,jlh,ㆡㄌㄏ,,True,False
如來佛,jû-lâi-hu̍t,16,jû-lâi-hu̍t,ju5lai5hut8,ju5lai5hut8,ㆡㄨˊㄌㄞˊㄏㄨㆵ̇,,julaihut,julaihut,ㆡㄨㄌㄞㄏㄨㆵ,,jlh,jlh,ㆡㄌㄏ,,True,False
如來佛,lîr-lâi-hu̍t,16,lîr-lâi-hu̍t,lir5lai5hut8,lir5lai5hut8,ㄌㆨˊㄌㄞˊㄏㄨㆵ̇,,lirlaihut,lirlaihut,ㄌㆨㄌㄞㄏㄨㆵ,,llh,llh,ㄌㄌㄏ,,True,False
如來佛,lû-lâi-hu̍t,16,lû-lâi-hu̍t,lu5lai5hut8,lu5lai5hut8,ㄌㄨˊㄌㄞˊㄏㄨㆵ̇,,lulaihut,lulaihut,ㄌㄨㄌㄞㄏㄨㆵ,,llh,llh,ㄌㄌㄏ,,True,False
如夫人,jîr-hu-jîn,16,jîr-hu-jîn,jir5hu1jin5,jir5hu1jin5,ㆡㆨˊㄏㄨㆢㄧㄣˊ,,jirhujin,jirhujin,ㆡㆨㄏㄨㆢㄧㄣ,,jhj,jhj,ㆡㄏㆢ,,True,False
如夫人,lîr-hu-lîn,16,lîr-hu-lîn,lir5hu1lin5,lir5hu1lin5,ㄌㆨˊㄏㄨㄌㄧㄣˊ,,lirhulin,lirhulin,ㄌㆨㄏㄨㄌㄧㄣ,,lhl,lhl,ㄌㄏㄌ,,True,False
小乘教,sió-sīng-kàu,16,sió-sēng-kàu,sio2sing7kau3,sio2seng7kau3,ㄒㄧㄛˋㄒㄧㄥ˫ㄍㄠ˪,,siosingkau,siosengkau,ㄒㄧㄛㄒㄧㄥㄍㄠ,,ssk,ssk,ㄒㄒㄍ,,True,False
小兒科,siáu-jî-khe,16,siáu-jî-khe,siau2ji5khe1,siau2ji5khe1,ㄒㄧㄠˋㆢㄧˊㄎㆤ,,siaujikhe,siaujikhe,ㄒㄧㄠㆢㄧㄎㆤ,,sjk,sjk,ㄒㆢㄎ,,True,False
小兒科,siáu-jî-kher,16,siáu-jî-kher,siau2ji5kher1,siau2ji5kher1,ㄒㄧㄠˋㆢㄧˊㄎㄜ,ㄒㄧㄠˋㆢㄧˊㄎㄛ,siaujikher,siaujikher,ㄒㄧㄠㆢㄧㄎㄜ,ㄒㄧㄠㆢㄧㄎㄛ,sjk,sjk,ㄒㆢㄎ,,True,False
小兒科,siáu-lî-khe,16,siáu-lî-khe,siau2li5khe1,siau2li5khe1,ㄒㄧㄠˋㄌㄧˊㄎㆤ,,siaulikhe,siaulikhe,ㄒㄧㄠㄌㄧㄎㆤ,,slk,slk,ㄒㄌㄎ,,True,False
小兒科,siáu-lî-kher,16,siáu-lî-kher,siau2li5kher1,siau2li5kher1,ㄒㄧㄠˋㄌㄧˊㄎㄜ,ㄒㄧㄠˋㄌㄧˊㄎㄛ,siaulikher,siaulikher,ㄒㄧㄠㄌㄧㄎㄜ,ㄒㄧㄠㄌㄧㄎㄛ,slk,slk,ㄒㄌㄎ,,True,False
小本字,sió-pún-lī,16,sió-pún-lī,sio2pun2li7,sio2pun2li7,ㄒㄧㄛˋㄅㄨㄣˋㄌㄧ˫,,siopunli,siopunli,ㄒㄧㄛㄅㄨㄣㄌㄧ,,spl,spl,ㄒㄅㄌ,,True,False
小父さん,oo-jí-sáng,16,o͘-jí-sáng,oo1ji2sang2,oo1ji2sang2,ㆦㆢㄧˋㄙㄤˋ,,oojisang,oojisang,ㆦㆢㄧㄙㄤ,,ojs,ojs,ㆦㆢㄙ,,True,False
尾仔,bué--á,16,bóe--á,bue2a2,boe2a2,ㆠㄨㆤˋㄚˋ,,buea,boea,ㆠㄨㆤㄚ,,ba,ba,ㆠㄚ,,True,False
尾仔,bé--á,16,bé--á,be2a2,be2a2,ㆠㆤˋㄚˋ,,bea,bea,ㆠㆤㄚ,,ba,ba,ㆠㄚ,,True,False
尾仔,bér--á,16,bér--á,ber2a2,ber2a2,ㆠㄜˋㄚˋ,ㆠㄛˋㄚˋ,bera,bera,ㆠㄜㄚ,ㆠㄛㄚ,ba,ba,ㆠㄚ,,True,False
山葵,ua-sá-bih,16,oa-sá-bih,ua1sa2bih4,oa1sa2bih4,ㄨㄚㄙㄚˋㆠㄧㆷ,,uasabih,oasabih,ㄨㄚㄙㄚㆠㄧㆷ,,usb,osb,ㄨㄙㆠ,,True,False
布袋戲,pòo-tēr-hì,16,pò͘-tēr-hì,poo3ter7hi3,poo3ter7hi3,ㄅㆦ˪ㄉㄜ˫ㄏㄧ˪,ㄅㆦ˪ㄉㄛ˫ㄏㄧ˪,pooterhi,pooterhi,ㄅㆦㄉㄜㄏㄧ,ㄅㆦㄉㄛㄏㄧ,pth,pth,ㄅㄉㄏ,,True,True
廢去,huè--khì,16,hòe--khì,hue3khi3,hoe3khi3,ㄏㄨㆤ˪ㄎㄧ˪,,huekhi,hoekhi,ㄏㄨㆤㄎㄧ,,hk,hk,ㄏㄎ,,True,False
