hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,kungge,is_variant
錦甲,gím-kah,25,gím-kah,gim2kah4,gim2kah4,ㆣㄧㆬˋㄍㄚㆷ,gimkah,gimkah,ㆣㄧㆬㄍㄚㆷ,gk,gk,ㆣㄍ,True,True
錦花,gím-hue,25,gím-hoe,gim2hue1,gim2hoe1,ㆣㄧㆬˋㄏㄨㆤ,gimhue,gimhoe,ㆣㄧㆬㄏㄨㆤ,gh,gh,ㆣㄏ,True,False
鎖頭,só-thâu,25,só-thâu,so2thau5,so2thau5,ㄙㄛˋㄊㄠˊ,sothau,sothau,ㄙㄛㄊㄠ,st,st,ㄙㄊ,True,False
鎮針,tìn-tsiam,25,tìn-chiam,tin3tsiam1,tin3chiam1,ㄉㄧㄣ˪ㄐㄧㆰ,tintsiam,tinchiam,ㄉㄧㄣㄐㄧㆰ,tt,tc,ㄉㄐ,True,False
鏡仔,kiànn-á,25,kiàⁿ-á,kiann3a2,kiann3a2,ㄍㄧㆩ˪ㄚˋ,kianna,kianna,ㄍㄧㆩㄚ,ka,ka,ㄍㄚ,True,False
鏡套,kiànn-thò,25,kiàⁿ-thò,kiann3tho3,kiann3tho3,ㄍㄧㆩ˪ㄊㄛ˪,kianntho,kianntho,ㄍㄧㆩㄊㄛ,kt,kt,ㄍㄊ,True,False
鏨仔,tsām-á,25,chām-á,tsam7a2,cham7a2,ㄗㆰ˫ㄚˋ,tsama,chama,ㄗㆰㄚ,ta,ca,ㄗㄚ,True,False
鐵槽,thih-tsô,25,thih-chô,thih4tso5,thih4cho5,ㄊㄧㆷㄗㄛˊ,thihtso,thihcho,ㄊㄧㆷㄗㄛ,tt,tc,ㄊㄗ,True,False
鐵砧,thih-tiam,25,thih-tiam,thih4tiam1,thih4tiam1,ㄊㄧㆷㄉㄧㆰ,thihtiam,thihtiam,ㄊㄧㆷㄉㄧㆰ,tt,tt,ㄊㄉ,True,False
鐵筆,thih-pit,25,thih-pit,thih4pit4,thih4pit4,ㄊㄧㆷㄅㄧㆵ,thihpit,thihpit,ㄊㄧㆷㄅㄧㆵ,tp,tp,ㄊㄅ,True,False
鑢仔,lē-á,25,lē-á,le7a2,le7a2,ㄌㆤ˫ㄚˋ,lea,lea,ㄌㆤㄚ,la,la,ㄌㄚ,True,False
鑽仔,tsǹg-á,25,chǹg-á,tsng3a2,chng3a2,ㄗㆭ˪ㄚˋ,tsnga,chnga,ㄗㆭㄚ,ta,ca,ㄗㄚ,True,False
鑽尾,tsńg-bué,25,chńg-bóe,tsng2bue2,chng2boe2,ㄗㆭˋㆠㄨㆤˋ,tsngbue,chngboe,ㄗㆭㆠㄨㆤ,tb,cb,ㄗㆠ,True,False
鑿仔,tsha̍k-á,25,chha̍k-á,tshak8a2,chhak8a2,ㄘㄚㆻ̇ㄚˋ,tshaka,chhaka,ㄘㄚㆻㄚ,ta,ca,ㄘㄚ,True,False
鑿空,tsha̍k-khang,25,chha̍k-khang,tshak8khang1,chhak8khang1,ㄘㄚㆻ̇ㄎㄤ,tshakkhang,chhakkhang,ㄘㄚㆻㄎㄤ,tk,ck,ㄘㄎ,True,False
門眉,mn̂g-bâi,25,mn̂g-bâi,mng5bai5,mng5bai5,ㄇㆭˊㆠㄞˊ,mngbai,mngbai,ㄇㆭㆠㄞ,mb,mb,ㄇㆠ,True,False
門簾,mn̂g-liâm,25,mn̂g-liâm,mng5liam5,mng5liam5,ㄇㆭˊㄌㄧㆰˊ,mngliam,mngliam,ㄇㆭㄌㄧㆰ,ml,ml,ㄇㄌ,True,False
開板,khui-pán,25,khui-pán,khui1pan2,khui1pan2,ㄎㄨㄧㄅㄢˋ,khuipan,khuipan,ㄎㄨㄧㄅㄢ,kp,kp,ㄎㄅ,True,False
開繩,khui-tsìn,25,khui-chìn,khui1tsin3,khui1chin3,ㄎㄨㄧㄐㄧㄣ˪,khuitsin,khuichin,ㄎㄨㄧㄐㄧㄣ,kt,kc,ㄎㄐ,True,False
開面,khui-bīn,25,khui-bīn,khui1bin7,khui1bin7,ㄎㄨㄧㆠㄧㄣ˫,khuibin,khuibin,ㄎㄨㄧㆠㄧㄣ,kb,kb,ㄎㆠ,True,False
隔金,keh-kim,25,keh-kim,keh4kim1,keh4kim1,ㄍㆤㆷㄍㄧㆬ,kehkim,kehkim,ㄍㆤㆷㄍㄧㆬ,kk,kk,ㄍㄍ,True,False
隔間,keh-king,25,keh-keng,keh4king1,keh4keng1,ㄍㆤㆷㄍㄧㄥ,kehking,kehkeng,ㄍㆤㆷㄍㄧㄥ,kk,kk,ㄍㄍ,True,False
雲彩,hûn-tshái,25,hûn-chhái,hun5tshai2,hun5chhai2,ㄏㄨㄣˊㄘㄞˋ,huntshai,hunchhai,ㄏㄨㄣㄘㄞ,ht,hc,ㄏㄘ,True,False
雲染,hûn-ní,25,hûn-ní,hun5ni2,hun5ni2,ㄏㄨㄣˊㄋㄧˋ,hunni,hunni,ㄏㄨㄣㄋㄧ,hn,hn,ㄏㄋ,True,False
電窯,tiān-iô,25,tiān-iô,tian7io5,tian7io5,ㄉㄧㄢ˫ㄧㄛˊ,tianio,tianio,ㄉㄧㄢㄧㄛ,ti,ti,ㄉㄧ,True,False
電鑽,tiān-tsńg,25,tiān-chńg,tian7tsng2,tian7chng2,ㄉㄧㄢ˫ㄗㆭˋ,tiantsng,tianchng,ㄉㄧㄢㄗㆭ,tt,tc,ㄉㄗ,True,False
電鑽,tiān-tsǹg,25,tiān-chǹg,tian7tsng3,tian7chng3,ㄉㄧㄢ˫ㄗㆭ˪,tiantsng,tianchng,ㄉㄧㄢㄗㆭ,tt,tc,ㄉㄗ,True,False
面金,bīn-kim,25,bīn-kim,bin7kim1,bin7kim1,ㆠㄧㄣ˫ㄍㄧㆬ,binkim,binkim,ㆠㄧㄣㄍㄧㆬ,bk,bk,ㆠㄍ,True,False
靴管,hia-kóng,25,hia-kóng,hia1kong2,hia1kong2,ㄏㄧㄚㄍㆲˋ,hiakong,hiakong,ㄏㄧㄚㄍㆲ,hk,hk,ㄏㄍ,True,False
頭手,thâu-tshiú,25,thâu-chhiú,thau5tshiu2,thau5chhiu2,ㄊㄠˊㄑㄧㄨˋ,thautshiu,thauchhiu,ㄊㄠㄑㄧㄨ,tt,tc,ㄊㄑ,True,False
風琴,hong-khîm,25,hong-khîm,hong1khim5,hong1khim5,ㄏㆲㄎㄧㆬˊ,hongkhim,hongkhim,ㄏㆲㄎㄧㆬ,hk,hk,ㄏㄎ,True,False
風車,hong-tshia,25,hong-chhia,hong1tshia1,hong1chhia1,ㄏㆲㄑㄧㄚ,hongtshia,hongchhia,ㄏㆲㄑㄧㄚ,ht,hc,ㄏㄑ,True,False
風鼓,hong-kóo,25,hong-kó͘,hong1koo2,hong1koo2,ㄏㆲㄍㆦˋ,hongkoo,hongkoo,ㄏㆲㄍㆦ,hk,hk,ㄏㄍ,True,False
食漿,tsia̍h-tsiunn,25,chia̍h-chiuⁿ,tsiah8tsiunn1,chiah8chiunn1,ㄐㄧㄚㆷ̇ㄐㄧㆫ,tsiahtsiunn,chiahchiunn,ㄐㄧㄚㆷㄐㄧㆫ,tt,cc,ㄐㄐ,True,False
食色,tsia̍h-sik,25,chia̍h-sek,tsiah8sik4,chiah8sek4,ㄐㄧㄚㆷ̇ㄒㄧㆻ,tsiahsik,chiahsek,ㄐㄧㄚㆷㄒㄧㆻ,ts,cs,ㄐㄒ,True,False
飯坩,pn̄g-khann,25,pn̄g-khaⁿ,png7khann1,png7khann1,ㄅㆭ˫ㄎㆩ,pngkhann,pngkhann,ㄅㆭㄎㆩ,pk,pk,ㄅㄎ,True,False
飯擔,pn̄g-tann,25,pn̄g-taⁿ,png7tann1,png7tann1,ㄅㆭ˫ㄉㆩ,pngtann,pngtann,ㄅㆭㄉㆩ,pt,pt,ㄅㄉ,True,False
餅模,piánn-bôo,25,piáⁿ-bô͘,piann2boo5,piann2boo5,ㄅㄧㆩˋㆠㆦˊ,piannboo,piannboo,ㄅㄧㆩㆠㆦ,pb,pb,ㄅㆠ,True,False
香爐,hiunn-lôo,25,hiuⁿ-lô͘,hiunn1loo5,hiunn1loo5,ㄏㄧㆫㄌㆦˊ,hiunnloo,hiunnloo,ㄏㄧㆫㄌㆦ,hl,hl,ㄏㄌ,True,False
香筒,hiunn-tâng,25,hiuⁿ-tâng,hiunn1tang5,hiunn1tang5,ㄏㄧㆫㄉㄤˊ,hiunntang,hiunntang,ㄏㄧㆫㄉㄤ,ht,ht,ㄏㄉ,True,False
馬椅,bé-í,25,bé-í,be2i2,be2i2,ㆠㆤˋㄧˋ,bei,bei,ㆠㆤㄧ,bi,bi,ㆠㄧ,True,False
鬚仔,tshiu-á,25,chhiu-á,tshiu1a2,chhiu1a2,ㄑㄧㄨㄚˋ,tshiua,chhiua,ㄑㄧㄨㄚ,ta,ca,ㄑㄚ,True,False
鳳眼,hōng-gán,25,hōng-gán,hong7gan2,hong7gan2,ㄏㆲ˫ㆣㄢˋ,honggan,honggan,ㄏㆲㆣㄢ,hg,hg,ㄏㆣ,True,False
黜底,thuh-té,25,thuh-té,thuh4te2,thuh4te2,ㄊㄨㆷㄉㆤˋ,thuhte,thuhte,ㄊㄨㆷㄉㆤ,tt,tt,ㄊㄉ,True,False
鼓椅,kóo-í,25,kó͘-í,koo2i2,koo2i2,ㄍㆦˋㄧˋ,kooi,kooi,ㄍㆦㄧ,ki,ki,ㄍㄧ,True,False
鼓槌,kóo-thuî,25,kó͘-thûi,koo2thui5,koo2thui5,ㄍㆦˋㄊㄨㄧˊ,koothui,koothui,ㄍㆦㄊㄨㄧ,kt,kt,ㄍㄊ,True,False
鼓燈,kóo-ting,25,kó͘-teng,koo2ting1,koo2teng1,ㄍㆦˋㄉㄧㄥ,kooting,kooteng,ㄍㆦㄉㄧㄥ,kt,kt,ㄍㄉ,True,False
齒戳,khí-thok,25,khí-thok,khi2thok4,khi2thok4,ㄎㄧˋㄊㆦㆻ,khithok,khithok,ㄎㄧㄊㆦㆻ,kt,kt,ㄎㄊ,True,False
龍旗,lîng-kî,25,lêng-kî,ling5ki5,leng5ki5,ㄌㄧㄥˊㄍㄧˊ,lingki,lengki,ㄌㄧㄥㄍㄧ,lk,lk,ㄌㄍ,True,False
龍柱,lîng-thiāu,25,lêng-thiāu,ling5thiau7,leng5thiau7,ㄌㄧㄥˊㄊㄧㄠ˫,lingthiau,lengthiau,ㄌㄧㄥㄊㄧㄠ,lt,lt,ㄌㄊ,True,False
龍珠,liông-tsu,25,liông-chu,liong5tsu1,liong5chu1,ㄌㄧㆲˊㄗㄨ,liongtsu,liongchu,ㄌㄧㆲㄗㄨ,lt,lc,ㄌㄗ,True,False
龍罐,liông-kuàn,25,liông-koàn,liong5kuan3,liong5koan3,ㄌㄧㆲˊㄍㄨㄢ˪,liongkuan,liongkoan,ㄌㄧㆲㄍㄨㄢ,lk,lk,ㄌㄍ,True,False
龍罐,lîng-kuàn,25,lêng-koàn,ling5kuan3,leng5koan3,ㄌㄧㄥˊㄍㄨㄢ˪,lingkuan,lengkoan,ㄌㄧㄥㄍㄨㄢ,lk,lk,ㄌㄍ,True,False
龍袍,liông-phâu,25,liông-phâu,liong5phau5,liong5phau5,ㄌㄧㆲˊㄆㄠˊ,liongphau,liongphau,ㄌㄧㆲㄆㄠ,lp,lp,ㄌㄆ,True,False
龍鱗,lîng-lân,25,lêng-lân,ling5lan5,leng5lan5,ㄌㄧㄥˊㄌㄢˊ,linglan,lenglan,ㄌㄧㄥㄌㄢ,ll,ll,ㄌㄌ,True,False
龜骿,ku-phiann,25,ku-phiaⁿ,ku1phiann1,ku1phiann1,ㄍㄨㄆㄧㆩ,kuphiann,kuphiann,ㄍㄨㄆㄧㆩ,kp,kp,ㄍㄆ,True,False
𣛮籃,siā-nâ,25,siā-nâ,sia7na5,sia7na5,ㄒㄧㄚ˫ㄋㄚˊ,siana,siana,ㄒㄧㄚㄋㄚ,sn,sn,ㄒㄋ,True,False
𥰔仔,phín-á,25,phín-á,phin2a2,phin2a2,ㄆㄧㄣˋㄚˋ,phina,phina,ㄆㄧㄣㄚ,pa,pa,ㄆㄚ,True,False
七里香,tshit-lí-hiong,16,chhit-lí-hiong,tshit4li2hiong1,chhit4li2hiong1,ㄑㄧㆵㄌㄧˋㄏㄧㆲ,tshitlihiong,chhitlihiong,ㄑㄧㆵㄌㄧㄏㄧㆲ,tlh,clh,ㄑㄌㄏ,True,False
三分目,sann-hun-ba̍k,16,saⁿ-hun-ba̍k,sann1hun1bak8,sann1hun1bak8,ㄙㆩㄏㄨㄣㆠㄚㆻ̇,sannhunbak,sannhunbak,ㄙㆩㄏㄨㄣㆠㄚㆻ,shb,shb,ㄙㄏㆠ,True,False
三分眼,sann-hun-gán,16,saⁿ-hun-gán,sann1hun1gan2,sann1hun1gan2,ㄙㆩㄏㄨㄣㆣㄢˋ,sannhungan,sannhungan,ㄙㆩㄏㄨㄣㆣㄢ,shg,shg,ㄙㄏㆣ,True,False
三角鱗,sann-kak-lân,16,saⁿ-kak-lân,sann1kak4lan5,sann1kak4lan5,ㄙㆩㄍㄚㆻㄌㄢˊ,sannkaklan,sannkaklan,ㄙㆩㄍㄚㆻㄌㄢ,skl,skl,ㄙㄍㄌ,True,False
三輪車,sann-lián-tshia,16,saⁿ-lián-chhia,sann1lian2tshia1,sann1lian2chhia1,ㄙㆩㄌㄧㄢˋㄑㄧㄚ,sannliantshia,sannlianchhia,ㄙㆩㄌㄧㄢㄑㄧㄚ,slt,slc,ㄙㄌㄑ,True,False
三轉型,sam-tsuān-hîng,16,sam-choān-hêng,sam1tsuan7hing5,sam1choan7heng5,ㄙㆰㄗㄨㄢ˫ㄏㄧㄥˊ,samtsuanhing,samchoanheng,ㄙㆰㄗㄨㄢㄏㄧㄥ,sth,sch,ㄙㄗㄏ,True,False
丹迪紙,tan-tik-tsuá,16,tan-tek-chóa,tan1tik4tsua2,tan1tek4choa2,ㄉㄢㄉㄧㆻㄗㄨㄚˋ,tantiktsua,tantekchoa,ㄉㄢㄉㄧㆻㄗㄨㄚ,ttt,ttc,ㄉㄉㄗ,True,False
九芎仔,kiú-kiong-á,16,kiú-kiong-á,kiu2kiong1a2,kiu2kiong1a2,ㄍㄧㄨˋㄍㄧㆲㄚˋ,kiukionga,kiukionga,ㄍㄧㄨㄍㄧㆲㄚ,kka,kka,ㄍㄍㄚ,True,False
乾漆粉,kan-tshat-hún,16,kan-chhat-hún,kan1tshat4hun2,kan1chhat4hun2,ㄍㄢㄘㄚㆵㄏㄨㄣˋ,kantshathun,kanchhathun,ㄍㄢㄘㄚㆵㄏㄨㄣ,kth,kch,ㄍㄘㄏ,True,False
二層座,jī-tsàn-tsō,16,jī-chàn-chō,ji7tsan3tso7,ji7chan3cho7,ㆢㄧ˫ㄗㄢ˪ㄗㄛ˫,jitsantso,jichancho,ㆢㄧㄗㄢㄗㄛ,jtt,jcc,ㆢㄗㄗ,True,False
二次胚,jī-tshù-phue,16,jī-chhù-phoe,ji7tshu3phue1,ji7chhu3phoe1,ㆢㄧ˫ㄘㄨ˪ㄆㄨㆤ,jitshuphue,jichhuphoe,ㆢㄧㄘㄨㄆㄨㆤ,jtp,jcp,ㆢㄘㄆ,True,True
五倍子,ngóo-puē-tsí,16,ngó͘-pōe-chí,ngoo2pue7tsi2,ngoo2poe7chi2,ㄫㆦˋㄅㄨㆤ˫ㄐㄧˋ,ngoopuetsi,ngoopoechi,ㄫㆦㄅㄨㆤㄐㄧ,npt,npc,ㄫㄅㄐ,True,False
五福花,ngóo-hok-hue,16,ngó͘-hok-hoe,ngoo2hok4hue1,ngoo2hok4hoe1,ㄫㆦˋㄏㆦㆻㄏㄨㆤ,ngoohokhue,ngoohokhoe,ㄫㆦㄏㆦㆻㄏㄨㆤ,nhh,nhh,ㄫㄏㄏ,True,False
交趾釉,kau-tsí-iu,16,kau-chí-iu,kau1tsi2iu1,kau1chi2iu1,ㄍㄠㄐㄧˋㄧㄨ,kautsiiu,kauchiiu,ㄍㄠㄐㄧㄧㄨ,kti,kci,ㄍㄐㄧ,True,False
亭仔景,tîng-á-kíng,16,têng-á-kéng,ting5a2king2,teng5a2keng2,ㄉㄧㄥˊㄚˋㄍㄧㄥˋ,tingaking,tengakeng,ㄉㄧㄥㄚㄍㄧㄥ,tak,tak,ㄉㄚㄍ,True,False
人物堵,jîn-bu̍t-tóo,16,jîn-bu̍t-tó͘,jin5but8too2,jin5but8too2,ㆢㄧㄣˊㆠㄨㆵ̇ㄉㆦˋ,jinbuttoo,jinbuttoo,ㆢㄧㄣㆠㄨㆵㄉㆦ,jbt,jbt,ㆢㆠㄉ,True,False
人物旗,jîn-bu̍t-kî,16,jîn-bu̍t-kî,jin5but8ki5,jin5but8ki5,ㆢㄧㄣˊㆠㄨㆵ̇ㄍㄧˊ,jinbutki,jinbutki,ㆢㄧㄣㆠㄨㆵㄍㄧ,jbk,jbk,ㆢㆠㄍ,True,False
人面竹,lâng-bīn-tik,16,lâng-bīn-tek,lang5bin7tik4,lang5bin7tek4,ㄌㄤˊㆠㄧㄣ˫ㄉㄧㆻ,langbintik,langbintek,ㄌㄤㆠㄧㄣㄉㄧㆻ,lbt,lbt,ㄌㆠㄉ,True,False
保溫棉,pó-un-mî,16,pó-un-mî,po2un1mi5,po2un1mi5,ㄅㄛˋㄨㄣㄇㄧˊ,pounmi,pounmi,ㄅㄛㄨㄣㄇㄧ,pum,pum,ㄅㄨㄇ,True,False
保溫磚,pó-un-tsng,16,pó-un-chng,po2un1tsng1,po2un1chng1,ㄅㄛˋㄨㄣㄗㆭ,pountsng,pounchng,ㄅㄛㄨㄣㄗㆭ,put,puc,ㄅㄨㄗ,True,False
倒吊獅,tò-tiàu-sai,16,tò-tiàu-sai,to3tiau3sai1,to3tiau3sai1,ㄉㄛ˪ㄉㄧㄠ˪ㄙㄞ,totiausai,totiausai,ㄉㄛㄉㄧㄠㄙㄞ,tts,tts,ㄉㄉㄙ,True,False
倒角仔,tò-kak-á,16,tò-kak-á,to3kak4a2,to3kak4a2,ㄉㄛ˪ㄍㄚㆻㄚˋ,tokaka,tokaka,ㄉㄛㄍㄚㆻㄚ,tka,tka,ㄉㄍㄚ,True,False
備零件,pī-lîng-kiānn,16,pī-lêng-kiāⁿ,pi7ling5kiann7,pi7leng5kiann7,ㄅㄧ˫ㄌㄧㄥˊㄍㄧㆩ˫,pilingkiann,pilengkiann,ㄅㄧㄌㄧㄥㄍㄧㆩ,plk,plk,ㄅㄌㄍ,True,False
八仙綵,pat-sian-tshái,16,pat-sian-chhái,pat4sian1tshai2,pat4sian1chhai2,ㄅㄚㆵㄒㄧㄢㄘㄞˋ,patsiantshai,patsianchhai,ㄅㄚㆵㄒㄧㄢㄘㄞ,pst,psc,ㄅㄒㄘ,True,False
八卦窗,pat-kuà-thang,16,pat-kòa-thang,pat4kua3thang1,pat4koa3thang1,ㄅㄚㆵㄍㄨㄚ˪ㄊㄤ,patkuathang,patkoathang,ㄅㄚㆵㄍㄨㄚㄊㄤ,pkt,pkt,ㄅㄍㄊ,True,False
八字彈,peh-jī-tân,16,peh-jī-tân,peh4ji7tan5,peh4ji7tan5,ㄅㆤㆷㆢㄧ˫ㄉㄢˊ,pehjitan,pehjitan,ㄅㆤㆷㆢㄧㄉㄢ,pjt,pjt,ㄅㆢㄉ,True,False
八獅座,pat-sai-tsō,16,pat-sai-chō,pat4sai1tso7,pat4sai1cho7,ㄅㄚㆵㄙㄞㄗㄛ˫,patsaitso,patsaicho,ㄅㄚㆵㄙㄞㄗㄛ,pst,psc,ㄅㄙㄗ,True,False
公婆椅,kong-pô-í,16,kong-pô-í,kong1po5i2,kong1po5i2,ㄍㆲㄅㄛˊㄧˋ,kongpoi,kongpoi,ㄍㆲㄅㄛㄧ,kpi,kpi,ㄍㄅㄧ,True,False
公母榫,kang-bú-sún,16,kang-bú-sún,kang1bu2sun2,kang1bu2sun2,ㄍㄤㆠㄨˋㄙㄨㄣˋ,kangbusun,kangbusun,ㄍㄤㆠㄨㄙㄨㄣ,kbs,kbs,ㄍㆠㄙ,True,True
切割墊,tshiat-kuah-tiām,16,chhiat-koah-tiām,tshiat4kuah4tiam7,chhiat4koah4tiam7,ㄑㄧㄚㆵㄍㄨㄚㆷㄉㄧㆰ˫,tshiatkuahtiam,chhiatkoahtiam,ㄑㄧㄚㆵㄍㄨㄚㆷㄉㄧㆰ,tkt,ckt,ㄑㄍㄉ,True,False
切管頭,tshiat-kóng-thâu,16,chhiat-kóng-thâu,tshiat4kong2thau5,chhiat4kong2thau5,ㄑㄧㄚㆵㄍㆲˋㄊㄠˊ,tshiatkongthau,chhiatkongthau,ㄑㄧㄚㆵㄍㆲㄊㄠ,tkt,ckt,ㄑㄍㄊ,True,False
切紙枋,tshiat-tsuá-pang,16,chhiat-chóa-pang,tshiat4tsua2pang1,chhiat4choa2pang1,ㄑㄧㄚㆵㄗㄨㄚˋㄅㄤ,tshiattsuapang,chhiatchoapang,ㄑㄧㄚㆵㄗㄨㄚㄅㄤ,ttp,ccp,ㄑㄗㄅ,True,False
利利安,li-li-an,16,li-li-an,li1li1an1,li1li1an1,ㄌㄧㄌㄧㄢ,lilian,lilian,ㄌㄧㄌㄧㄢ,lla,lla,ㄌㄌㄢ,True,False
割紙刀,kuah-tsuá-to,16,koah-chóa-to,kuah4tsua2to1,koah4choa2to1,ㄍㄨㄚㆷㄗㄨㄚˋㄉㄛ,kuahtsuato,koahchoato,ㄍㄨㄚㆷㄗㄨㄚㄉㄛ,ktt,kct,ㄍㄗㄉ,True,False
包喙口,pau-tshuì-kháu,16,pau-chhùi-kháu,pau1tshui3khau2,pau1chhui3khau2,ㄅㄠㄘㄨㄧ˪ㄎㄠˋ,pautshuikhau,pauchhuikhau,ㄅㄠㄘㄨㄧㄎㄠ,ptk,pck,ㄅㄘㄎ,True,False
包蒼布,pau-tshong-pòo,16,pau-chhong-pò͘,pau1tshong1poo3,pau1chhong1poo3,ㄅㄠㄘㆲㄅㆦ˪,pautshongpoo,pauchhongpoo,ㄅㄠㄘㆲㄅㆦ,ptp,pcp,ㄅㄘㄅ,True,True
包頭巾,pau-thâu-kin,16,pau-thâu-kin,pau1thau5kin1,pau1thau5kin1,ㄅㄠㄊㄠˊㄍㄧㄣ,pauthaukin,pauthaukin,ㄅㄠㄊㄠㄍㄧㄣ,ptk,ptk,ㄅㄊㄍ,True,False
半堆剪,puànn-tui-tsián,16,pòaⁿ-tui-chián,puann3tui1tsian2,poann3tui1chian2,ㄅㄨㆩ˪ㄉㄨㄧㄐㄧㄢˋ,puanntuitsian,poanntuichian,ㄅㄨㆩㄉㄨㄧㄐㄧㄢ,ptt,ptc,ㄅㄉㄐ,True,False
半浮堵,puànn-phû-tóo,16,pòaⁿ-phû-tó͘,puann3phu5too2,poann3phu5too2,ㄅㄨㆩ˪ㄆㄨˊㄉㆦˋ,puannphutoo,poannphutoo,ㄅㄨㆩㄆㄨㄉㆦ,ppt,ppt,ㄅㄆㄉ,True,False
半金彩,puànn-kim-tshái,16,pòaⁿ-kim-chhái,puann3kim1tshai2,poann3kim1chhai2,ㄅㄨㆩ˪ㄍㄧㆬㄘㄞˋ,puannkimtshai,poannkimchhai,ㄅㄨㆩㄍㄧㆬㄘㄞ,pkt,pkc,ㄅㄍㄘ,True,False
厚殼仔,kāu-khak-á,16,kāu-khak-á,kau7khak4a2,kau7khak4a2,ㄍㄠ˫ㄎㄚㆻㄚˋ,kaukhaka,kaukhaka,ㄍㄠㄎㄚㆻㄚ,kka,kka,ㄍㄎㄚ,True,False
反手體,huán-tshiú-thé,16,hoán-chhiú-thé,huan2tshiu2the2,hoan2chhiu2the2,ㄏㄨㄢˋㄑㄧㄨˋㄊㆤˋ,huantshiuthe,hoanchhiuthe,ㄏㄨㄢㄑㄧㄨㄊㆤ,htt,hct,ㄏㄑㄊ,True,False
古錢甲,kóo-tsînn-kah,16,kó͘-chîⁿ-kah,koo2tsinn5kah4,koo2chinn5kah4,ㄍㆦˋㄐㆪˊㄍㄚㆷ,kootsinnkah,koochinnkah,ㄍㆦㄐㆪㄍㄚㆷ,ktk,kck,ㄍㄐㄍ,True,True
古體鱗,kóo-thé-lân,16,kó͘-thé-lân,koo2the2lan5,koo2the2lan5,ㄍㆦˋㄊㆤˋㄌㄢˊ,koothelan,koothelan,ㄍㆦㄊㆤㄌㄢ,ktl,ktl,ㄍㄊㄌ,True,False
和尚頭,huê-siūnn-thâu,16,hôe-siūⁿ-thâu,hue5siunn7thau5,hoe5siunn7thau5,ㄏㄨㆤˊㄒㄧㆫ˫ㄊㄠˊ,huesiunnthau,hoesiunnthau,ㄏㄨㆤㄒㄧㆫㄊㄠ,hst,hst,ㄏㄒㄊ,True,False
咸豐草,hâm-hong-tsháu,16,hâm-hong-chháu,ham5hong1tshau2,ham5hong1chhau2,ㄏㆰˊㄏㆲㄘㄠˋ,hamhongtshau,hamhongchhau,ㄏㆰㄏㆲㄘㄠ,hht,hhc,ㄏㄏㄘ,True,False
四方竹,sù-hong-tik,16,sù-hong-tek,su3hong1tik4,su3hong1tek4,ㄙㄨ˪ㄏㆲㄉㄧㆻ,suhongtik,suhongtek,ㄙㄨㄏㆲㄉㄧㆻ,sht,sht,ㄙㄏㄉ,True,False
四點金,sì-tiám-kim,16,sì-tiám-kim,si3tiam2kim1,si3tiam2kim1,ㄒㄧ˪ㄉㄧㆰˋㄍㄧㆬ,sitiamkim,sitiamkim,ㄒㄧㄉㄧㆰㄍㄧㆬ,stk,stk,ㄒㄉㄍ,True,False
圓仔花,înn-á-hue,16,îⁿ-á-hoe,inn5a2hue1,inn5a2hoe1,ㆪˊㄚˋㄏㄨㆤ,innahue,innahoe,ㆪㄚㄏㄨㆤ,iah,iah,ㆪㄚㄏ,True,False
圓鑿仔,înn-tsha̍k-á,16,îⁿ-chha̍k-á,inn5tshak8a2,inn5chhak8a2,ㆪˊㄘㄚㆻ̇ㄚˋ,inntshaka,innchhaka,ㆪㄘㄚㆻㄚ,ita,ica,ㆪㄘㄚ,True,False
圓黜仔,înn-thuh-á,16,îⁿ-thuh-á,inn5thuh4a2,inn5thuh4a2,ㆪˊㄊㄨㆷㄚˋ,innthuha,innthuha,ㆪㄊㄨㆷㄚ,ita,ita,ㆪㄊㄚ,True,False
坐禪椅,tsē-siâm-í,16,chē-siâm-í,tse7siam5i2,che7siam5i2,ㄗㆤ˫ㄒㄧㆰˊㄧˋ,tsesiami,chesiami,ㄗㆤㄒㄧㆰㄧ,tsi,csi,ㄗㄒㄧ,True,False
塑膠枋,sok-ka-pang,16,sok-ka-pang,sok4ka1pang1,sok4ka1pang1,ㄙㆦㆻㄍㄚㄅㄤ,sokkapang,sokkapang,ㄙㆦㆻㄍㄚㄅㄤ,skp,skp,ㄙㄍㄅ,True,False
塑膠𧉟,sok-ka-tâi,16,sok-ka-tâi,sok4ka1tai5,sok4ka1tai5,ㄙㆦㆻㄍㄚㄉㄞˊ,sokkatai,sokkatai,ㄙㆦㆻㄍㄚㄉㄞ,skt,skt,ㄙㄍㄉ,True,False
塔簽仔,thah-tshiam-á,16,thah-chhiam-á,thah4tshiam1a2,thah4chhiam1a2,ㄊㄚㆷㄑㄧㆰㄚˋ,thahtshiama,thahchhiama,ㄊㄚㆷㄑㄧㆰㄚ,tta,tca,ㄊㄑㄚ,True,False
塗剾仔,thôo-khau-á,16,thô͘-khau-á,thoo5khau1a2,thoo5khau1a2,ㄊㆦˊㄎㄠㄚˋ,thookhaua,thookhaua,ㄊㆦㄎㄠㄚ,tka,tka,ㄊㄎㄚ,True,False
