tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
siū-kà,siū-kà,受教,siu-ka,siu-ka,2,kautian,False
sin-ki̍k,sin-ke̍k,新劇,sin-kik,sin-kek,2,kautian,False
hu̍t-tsóo-senn,hu̍t-chó͘-seⁿ,佛祖生,hut-tsoo-senn,hut-cho͘-seⁿ,3,kautian,False
hu̍t-tsóo-sinn,hu̍t-chó͘-siⁿ,佛祖生,hut-tsoo-sinn,hut-cho͘-siⁿ,3,kautian,False
tshenn-thî-á,chheⁿ-thî-á,青苔仔,tshenn-thi-a,chheⁿ-thi-a,3,kautian,False
tshinn-thî-á,chhiⁿ-thî-á,青苔仔,tshinn-thi-a,chhiⁿ-thi-a,3,kautian,False
sio-thia̍p,sio-thia̍p,相疊,sio-thiap,sio-thiap,2,kautian,False
tsiàm-kuân,chiàm-koân,僭權,tsiam-kuan,chiam-koan,2,kautian,False
tshiàm-khuân,chhiàm-khoân,僭權,tshiam-khuan,chhiam-khoan,2,kautian,False
tshiàm-kuân,chhiàm-koân,僭權,tshiam-kuan,chhiam-koan,2,kautian,False
tshenn-ling-ling,chheⁿ-leng-leng,青蘢蘢,tshenn-ling-ling,chheⁿ-leng-leng,3,kautian,False
tshinn-ling-ling,chhiⁿ-leng-leng,青蘢蘢,tshinn-ling-ling,chhiⁿ-leng-leng,3,kautian,False
tshenn-lang-lang,chheⁿ-lang-lang,青蘢蘢,tshenn-lang-lang,chheⁿ-lang-lang,3,kautian,False
tshinn-lang-lang,chhiⁿ-lang-lang,青蘢蘢,tshinn-lang-lang,chhiⁿ-lang-lang,3,kautian,False
môo-sui,mô͘-sui,毛繐,moo-sui,mo͘-sui,2,kautian,False
pua̍h-phái-kiáu,poa̍h-phái-kiáu,跋歹筊,puah-phai-kiau,poah-phai-kiau,3,kautian,False
kat-ín,kat-ín,割引,kat-in,kat-in,2,kautian,False
tsò-nāu-jia̍t,chò-nāu-jia̍t,做鬧熱,tso-nau-jiat,cho-nau-jiat,3,kautian,False
tsuè-nāu-lia̍t,chòe-nāu-lia̍t,做鬧熱,tsue-nau-liat,choe-nau-liat,3,kautian,False
jî-thâu,jî-thâu,挐頭,ji-thau,ji-thau,2,kautian,False
tsiám-jiân,chiám-jiân,嶄然,tsiam-jian,chiam-jian,2,kautian,False
tsiám-liân,chiám-liân,嶄然,tsiam-lian,chiam-lian,2,kautian,False
kuân-tah,koân-tah,懸踏,kuan-tah,koan-tah,2,kautian,False
phái-tshenn,phái-chheⁿ,歹星,phai-tshenn,phai-chheⁿ,2,kautian,False
phái-tshinn,phái-chhiⁿ,歹星,phai-tshinn,phai-chhiⁿ,2,kautian,False
kuân-kē-gám,koân-kē-gám,懸低坎,kuan-ke-gam,koan-ke-gam,3,kautian,False
tshut-tsiòng,chhut-chiòng,出眾,tshut-tsiong,chhut-chiong,2,kautian,False
put-sám-sî,put-sám-sî,不三時,put-sam-si,put-sam-si,3,kautian,False
thái-thó,thái-thó,呔討,thai-tho,thai-tho,2,kautian,False
tho-tsînn,tho-chîⁿ,叨錢,tho-tsinn,tho-chiⁿ,2,kautian,False
sann-hiòng,saⁿ-hiòng,相向,sann-hiong,saⁿ-hiong,2,kautian,False
uànn-toh,òaⁿ-toh,案桌,uann-toh,oaⁿ-toh,2,kautian,False
koo-tâ,ko͘-tâ,枯焦,koo-ta,ko͘-ta,2,kautian,False
sng-lam,sng-lam,酸甘,sng-lam,sng-lam,2,kautian,False
siáu-kio̍k,siáu-kio̍k,小局,siau-kiok,siau-kiok,2,kautian,False
khí-jî,khí-jî,起挐,khi-ji,khi-ji,2,kautian,False
tsò-bī-sī,chò-bī-sī,做唯是,tso-bi-si,cho-bi-si,3,kautian,False
tsuè-bī-sī,chòe-bī-sī,做唯是,tsue-bi-si,choe-bi-si,3,kautian,False
hun-hun--á,hun-hun--á,分分仔,hun-hun--a,hun-hun--a,3,kautian,False
tshui-pâi,chhui-pâi,推排,tshui-pai,chhui-pai,2,kautian,False
sann-ue-the,saⁿ-oe-the,相挨推,sann-ue-the,saⁿ-oe-the,3,kautian,False
pang-phoh,pang-phoh,崩駁,pang-phoh,pang-phoh,2,kautian,False
bí-kóng,bí-kóng,米管,bi-kong,bi-kong,2,kautian,False
káng-sian-kóo,káng-sian-kó͘,講仙古,kang-sian-koo,kang-sian-ko͘,3,kautian,False
tuā-bó-thâu,tōa-bó-thâu,大拇頭,tua-bo-thau,toa-bo-thau,3,kautian,False
tuā-bó-kong,tōa-bó-kong,大拇公,tua-bo-kong,toa-bo-kong,3,kautian,False
ē-hng-tǹg,ē-hng-tǹg,下昏頓,e-hng-tng,e-hng-tng,3,kautian,False
enn-hng-tǹg,eⁿ-hng-tǹg,下昏頓,enn-hng-tng,eⁿ-hng-tng,3,kautian,False
siāng-bān,siāng-bān,上慢,siang-ban,siang-ban,2,kautian,False
phái-tāi-tsì,phái-tāi-chì,歹代誌,phai-tai-tsi,phai-tai-chi,3,kautian,False
phái--khì,phái--khì,歹去,phai--khi,phai--khi,2,kautian,False
tsái-khí-sî,chái-khí-sî,早起時,tsai-khi-si,chai-khi-si,3,kautian,False
na-khá-sih,na-khá-sih,那卡西,na-kha-sih,na-kha-sih,3,kautian,False
hiunn-uànn-toh,hiuⁿ-òaⁿ-toh,香案桌,hiunn-uann-toh,hiuⁿ-oaⁿ-toh,3,kautian,False
bô-án-nuá,bô-án-nóa,無按怎,bo-an-nua,bo-an-noa,3,kautian,False
bô-án-ná,bô-án-ná,無按怎,bo-an-na,bo-an-na,3,kautian,False
phái-siau-sit,phái-siau-sit,歹消息,phai-siau-sit,phai-siau-sit,3,kautian,False
phái-tshái-thâu,phái-chhái-thâu,歹彩頭,phai-tshai-thau,phai-chhai-thau,3,kautian,False
phái-thâu-tshái,phái-thâu-chhái,歹頭彩,phai-thau-tshai,phai-thau-chhai,3,kautian,False
phái-sū,phái-sū,歹事,phai-su,phai-su,2,kautian,False
siûnn-le̍h-le̍h,siûⁿ-le̍h-le̍h,𣻸肭肭,siunn-leh-leh,siuⁿ-leh-leh,3,kautian,False
bú-tâi-ki̍k,bú-tâi-ke̍k,舞台劇,bu-tai-kik,bu-tai-kek,3,kautian,False
phái-liāu,phái-liāu,歹料,phai-liau,phai-liau,2,kautian,False
phái-káu,phái-káu,歹狗,phai-kau,phai-kau,2,kautian,False
tāi-tsong,tāi-chong,大宗,tai-tsong,tai-chong,2,kautian,False
ti-bó-lin,ti-bó-lin,豬母奶,ti-bo-lin,ti-bo-lin,3,kautian,False
ji̍p-tiûnn-kǹg,ji̍p-tiûⁿ-kǹg,入場券,jip-tiunn-kng,jip-tiuⁿ-kng,3,kautian,False
li̍p-tiûnn-kǹg,li̍p-tiûⁿ-kǹg,入場券,lip-tiunn-kng,lip-tiuⁿ-kng,3,kautian,False
hā-to̍k,hā-to̍k,下毒,ha-tok,ha-tok,2,kautian,False
hān-kan,hān-kan,凡間,han-kan,han-kan,2,kautian,False
kong-bū-guân,kong-bū-goân,公務員,kong-bu-guan,kong-bu-goan,3,kautian,False
tshiú-tsiáng,chhiú-chiáng,手掌,tshiu-tsiang,chhiu-chiang,2,kautian,False
tshui-tuàn,chhui-toàn,推斷,tshui-tuan,chhui-toan,2,kautian,False
jiá-ē,jiá-ē,惹禍,jia-e,jia-e,2,kautian,False
liá-ē,liá-ē,惹禍,lia-e,lia-e,2,kautian,False
tshui-tshut,chhui-chhut,推出,tshui-tshut,chhui-chhut,2,kautian,False
kuè-thîng,kòe-thêng,過程,kue-thing,koe-theng,2,kautian,False
kè-thîng,kè-thêng,過程,ke-thing,ke-theng,2,kautian,False
kìng-hong,kèng-hong,警方,king-hong,keng-hong,2,kautian,False
thîng-sik,thêng-sek,程式,thing-sik,theng-sek,2,kautian,False
guân-kang,goân-kang,員工,guan-kang,goan-kang,2,kautian,False
kiû-guân,kiû-goân,球員,kiu-guan,kiu-goan,2,kautian,False
tshing-tshóo,chheng-chhó͘,清楚,tshing-tshoo,chheng-chho͘,2,kautian,False
hū-kīn,hū-kīn,附近,hu-kin,hu-kin,2,kautian,False
hū-kūn,hū-kūn,附近,hu-kun,hu-kun,2,kautian,False
biān-tuì,biān-tùi,面對,bian-tui,bian-tui,2,kautian,False
tsham-ū,chham-ū,參與,tsham-u,chham-u,2,kautian,False
tshui-tōng,chhui-tōng,推動,tshui-tong,chhui-tong,2,kautian,False
kang-khū,kang-khū,工具,kang-khu,kang-khu,2,kautian,False
tài-lâi,tài-lâi,帶來,tai-lai,tai-lai,2,kautian,False
iú-hāu,iú-hāu,有效,iu-hau,iu-hau,2,kautian,False
sîng-guân,sêng-goân,成員,sing-guan,seng-goan,2,kautian,False
kì-lio̍k,kì-lio̍k,紀錄,ki-liok,ki-liok,2,kautian,False
tāi-kài,tāi-kài,大概,tai-kai,tai-kai,2,kautian,False
pó-tsiòng,pó-chiòng,保障,po-tsiong,po-chiong,2,kautian,False
huē-guân,hōe-goân,會員,hue-guan,hoe-goan,2,kautian,False
kìng-suán,kèng-soán,競選,king-suan,keng-soan,2,kautian,False
tshui-tsiàn,chhui-chiàn,推薦,tshui-tsian,chhui-chian,2,kautian,False
sîng-sio̍k,sêng-sio̍k,成熟,sing-siok,seng-siok,2,kautian,False
tsí-phiau,chí-phiau,指標,tsi-phiau,chi-phiau,2,kautian,False
sòo-biâu,sò͘-biâu,素描,soo-biau,so͘-biau,2,kautian,False
líng-i̍k,léng-e̍k,領域,ling-ik,leng-ek,2,kautian,False
tái-tôo,tái-tô͘,歹徒,tai-too,tai-to͘,2,kautian,False
hîng-thîng,hêng-thêng,行程,hing-thing,heng-theng,2,kautian,False
khài-liām,khài-liām,概念,khai-liam,khai-liam,2,kautian,False
kì-lio̍k,kì-lio̍k,記錄,ki-liok,ki-liok,2,kautian,False
huân-pó,hoân-pó,環保,huan-po,hoan-po,2,kautian,False
im-hiáng,im-hiáng,音響,im-hiang,im-hiang,2,kautian,False
hun-hiáng,hun-hiáng,分享,hun-hiang,hun-hiang,2,kautian,False
pò-tshut,pò-chhut,播出,po-tshut,po-chhut,2,kautian,False
hu̍t-sim,hu̍t-sim,核心,hut-sim,hut-sim,2,kautian,False
tshú-tik,chhú-tek,取得,tshu-tik,chhu-tek,2,kautian,False
lo̍h-si̍t,lo̍h-si̍t,落實,loh-sit,loh-sit,2,kautian,False
kua-ki̍k,koa-ke̍k,歌劇,kua-kik,koa-kek,2,kautian,False
kìng-tsing-li̍k,kèng-cheng-le̍k,競爭力,king-tsing-lik,keng-cheng-lek,3,kautian,False
îng-î,êng-î,盈餘,ing-i,eng-i,2,kautian,False
tong-tiong,tong-tiong,當中,tong-tiong,tong-tiong,2,kautian,False
phiau-sī,phiau-sī,標示,phiau-si,phiau-si,2,kautian,False
lio̍k-tshú,lio̍k-chhú,錄取,liok-tshu,liok-chhu,2,kautian,False
kìng-sài,kèng-sài,競賽,king-sai,keng-sai,2,kautian,False
kuàn-tshuan,koàn-chhoan,眷村,kuan-tshuan,koan-chhoan,2,kautian,False
î-hōo,î-hō͘,維護,i-hoo,i-ho͘,2,kautian,False
tsīng-í,chēng-í,贈與,tsing-i,cheng-i,2,kautian,False
ngôo-lo̍k,ngô͘-lo̍k,娛樂,ngoo-lok,ngo͘-lok,2,kautian,False
gû-lo̍k,gû-lo̍k,娛樂,gu-lok,gu-lok,2,kautian,False
tsiân-uī,chiân-ūi,前衛,tsian-ui,chian-ui,2,kautian,False
ka-khū,ka-khū,家具,ka-khu,ka-khu,2,kautian,False
pò-hòng,pò-hòng,播放,po-hong,po-hong,2,kautian,False
hóo-jīn,hó͘-jīn,否認,hoo-jin,ho͘-jin,2,kautian,False
hóo-līn,hó͘-līn,否認,hoo-lin,ho͘-lin,2,kautian,False
hū-siat,hū-siat,附設,hu-siat,hu-siat,2,kautian,False
uân-khu,oân-khu,園區,uan-khu,oan-khu,2,kautian,False
thuân-guân,thoân-goân,團員,thuan-guan,thoan-goan,2,kautian,False
īng-lâi,ēng-lâi,用來,ing-lai,eng-lai,2,kautian,False
tsìn-tsū,chìn-chū,進駐,tsin-tsu,chin-chu,2,kautian,False
ha̍k-guân,ha̍k-goân,學員,hak-guan,hak-goan,2,kautian,False
kuân-ik,koân-ek,權益,kuan-ik,koan-ek,2,kautian,False
kóo-nóo,kó͘-nó͘,古老,koo-noo,ko͘-no͘,2,kautian,False
guân-kíng,goân-kéng,員警,guan-king,goan-keng,2,kautian,False
hu̍t-bú,hu̍t-bú,核武,hut-bu,hut-bu,2,kautian,False
ting-lio̍k,teng-lio̍k,登錄,ting-liok,teng-liok,2,kautian,False
uán-lî,oán-lî,遠離,uan-li,oan-li,2,kautian,False
po̍k-li̍k,po̍k-le̍k,暴力,pok-lik,pok-lek,2,kautian,False
kóo-kuân,kó͘-koân,股權,koo-kuan,ko͘-koan,2,kautian,False
kóng-pò,kóng-pò,廣播,kong-po,kong-po,2,kautian,False
bîn-tiàu,bîn-tiàu,民調,bin-tiau,bin-tiau,2,kautian,False
siong-iông,siong-iông,相容,siong-iong,siong-iong,2,kautian,False
hòng-bo̍k,hòng-bo̍k,放牧,hong-bok,hong-bok,2,kautian,False
pa-lé,pa-lé,芭蕾,pa-le,pa-le,2,kautian,False
siū-kuân,siū-koân,授權,siu-kuan,siu-koan,2,kautian,False
tsiàu-bîng,chiàu-bêng,照明,tsiau-bing,chiau-beng,2,kautian,False
ki̍k-tsîng,ke̍k-chêng,劇情,kik-tsing,kek-cheng,2,kautian,False
pòo-buán,pò͘-boán,佈滿,poo-buan,po͘-boan,2,kautian,False
liû-sing,liû-seng,流星,liu-sing,liu-seng,2,kautian,False
hua̍t-li̍k,hoa̍t-le̍k,活力,huat-lik,hoat-lek,2,kautian,False
bí-biāu,bí-biāu,美妙,bi-biau,bi-biau,2,kautian,False
î-siu,î-siu,維修,i-siu,i-siu,2,kautian,False
lân-bông,lân-bông,難忘,lan-bong,lan-bong,2,kautian,False
hun-lî,hun-lî,分離,hun-li,hun-li,2,kautian,False
thiat-ha̍k,thiat-ha̍k,哲學,thiat-hak,thiat-hak,2,kautian,False
gia̍p-î,gia̍p-î,業餘,giap-i,giap-i,2,kautian,False
khài-hóng,khài-hóng,概況,khai-hong,khai-hong,2,kautian,False
siu-lio̍k,siu-lio̍k,收錄,siu-liok,siu-liok,2,kautian,False
liû-thîng,liû-thêng,流程,liu-thing,liu-theng,2,kautian,False
mn̄g-kǹg,mn̄g-kǹg,問卷,mng-kng,mng-kng,2,kautian,False
tit-phiò-lu̍t,tit-phiò-lu̍t,得票率,tit-phio-lut,tit-phio-lut,3,kautian,False
thuân-pò,thoân-pò,傳播,thuan-po,thoan-po,2,kautian,False
liâu-thîng,liâu-thêng,療程,liau-thing,liau-theng,2,kautian,False
phan-gâm,phan-gâm,攀岩,phan-gam,phan-gam,2,kautian,False
ji̍t-ki̍k,ji̍t-ke̍k,日劇,jit-kik,jit-kek,2,kautian,False
li̍t-ki̍k,li̍t-ke̍k,日劇,lit-kik,lit-kek,2,kautian,False
pîng-tâi,pêng-tâi,平台,ping-tai,peng-tai,2,kautian,False
bîng-sû,bêng-sû,名詞,bing-su,beng-su,2,kautian,False
uī-i̍k,ūi-e̍k,衛浴,ui-ik,ui-ek,2,kautian,False
tāi-to-sòo,tāi-to-sò͘,大多數,tai-to-soo,tai-to-so͘,3,kautian,False
jio̍k-thé,jio̍k-thé,肉體,jiok-the,jiok-the,2,kautian,False
lio̍k-thé,lio̍k-thé,肉體,liok-the,liok-the,2,kautian,False
tshuan-bîn,chhoan-bîn,村民,tshuan-bin,chhoan-bin,2,kautian,False
khik-kuan,khek-koan,客觀,khik-kuan,khek-koan,2,kautian,False
tsuan-lâng,choan-lâng,專人,tsuan-lang,choan-lang,2,kautian,False
po̍k-tōng,po̍k-tōng,暴動,pok-tong,pok-tong,2,kautian,False
lio̍k-tsè,lio̍k-chè,錄製,liok-tse,liok-che,2,kautian,False
tsuán-pò,choán-pò,轉播,tsuan-po,choan-po,2,kautian,False
kìng-guân,kèng-goân,警員,king-guan,keng-goan,2,kautian,False
lāi-tsāi,lāi-chāi,內在,lai-tsai,lai-chai,2,kautian,False
phênn-sòo,phêⁿ-sò͘,坪數,phenn-soo,pheⁿ-so͘,2,kautian,False
phînn-sòo,phîⁿ-sò͘,坪數,phinn-soo,phiⁿ-so͘,2,kautian,False
kim-khiok,kim-khiok,金曲,kim-khiok,kim-khiok,2,kautian,False
hîng-lio̍k,hêng-lio̍k,型錄,hing-liok,heng-liok,2,kautian,False
tî-kuân,tî-koân,除權,ti-kuan,ti-koan,2,kautian,False
tsuan-lân,choan-lân,專欄,tsuan-lan,choan-lan,2,kautian,False
kiông-kuân,kiông-koân,強權,kiong-kuan,kiong-koan,2,kautian,False
tshui-tián,chhui-tián,推展,tshui-tian,chhui-tian,2,kautian,False
huè-khì-bu̍t,hòe-khì-bu̍t,廢棄物,hue-khi-but,hoe-khi-but,3,kautian,False
pu̍t-tsu,pu̍t-chu,佛珠,put-tsu,put-chu,2,kautian,False
hióng-iú,hióng-iú,享有,hiong-iu,hiong-iu,2,kautian,False
tsóo-la̍t,chó͘-la̍t,阻力,tsoo-lat,cho͘-lat,2,kautian,False
sìn-lāi,sìn-lāi,信賴,sin-lai,sin-lai,2,kautian,False
ti̍k-phài-guân,te̍k-phài-goân,特派員,tik-phai-guan,tek-phai-goan,3,kautian,False
ko-tòng,ko-tòng,高檔,ko-tong,ko-tong,2,kautian,False
tòng-kî,tòng-kî,檔期,tong-ki,tong-ki,2,kautian,False
siâm-su,siâm-su,禪師,siam-su,siam-su,2,kautian,False
kau-hiáng-khik,kau-hiáng-khek,交響曲,kau-hiang-khik,kau-hiang-khek,3,kautian,False
hîng-kìng,hêng-kèng,刑警,hing-king,heng-keng,2,kautian,False
pu̍t-tián,pu̍t-tián,佛典,put-tian,put-tian,2,kautian,False
hòng-ká,hòng-ká,放假,hong-ka,hong-ka,2,kautian,False
pàng-kà,pàng-kà,放假,pang-ka,pang-ka,2,kautian,False
hòng-kà,hòng-kà,放假,hong-ka,hong-ka,2,kautian,False
huat-bûn,hoat-bûn,法門,huat-bun,hoat-bun,2,kautian,False
tsa-sûn,cha-sûn,查詢,tsa-sun,cha-sun,2,kautian,False
tiông-pòo,tiông-pò͘,重播,tiong-poo,tiong-po͘,2,kautian,False
tîng-pò,têng-pò,重播,ting-po,teng-po,2,kautian,False
tiông-pò,tiông-pò,重播,tiong-po,tiong-po,2,kautian,False
hái-i̍k,hái-e̍k,海域,hai-ik,hai-ek,2,kautian,False
ká-kî,ká-kî,假期,ka-ki,ka-ki,2,kautian,False
khai-pò,khai-pò,開播,khai-po,khai-po,2,kautian,False
í-huē,í-hōe,與會,i-hue,i-hoe,2,kautian,False
niá-tuī,niá-tūi,領隊,nia-tui,nia-tui,2,kautian,False
suán-īng,soán-ēng,選用,suan-ing,soan-eng,2,kautian,False
sing-uān,seng-oān,聲援,sing-uan,seng-oan,2,kautian,False
jîn-bīng,jîn-bēng,人命,jin-bing,jin-beng,2,kautian,False
kái-īng,kái-ēng,改用,kai-ing,kai-eng,2,kautian,False
i-hū,i-hū,依附,i-hu,i-hu,2,kautian,False
pun-pho,pun-pho,奔波,pun-pho,pun-pho,2,kautian,False
siong-pí,siong-pí,相比,siong-pi,siong-pi,2,kautian,False
sann-pí,saⁿ-pí,相比,sann-pi,saⁿ-pi,2,kautian,False
siok-sià,siok-sià,宿舍,siok-sia,siok-sia,2,kautian,False
lōo-phiau,lō͘-phiau,路標,loo-phiau,lo͘-phiau,2,kautian,False
thiàu-uán,thiàu-oán,跳遠,thiau-uan,thiau-oan,2,kautian,False
ki̍k-thuân,ke̍k-thoân,劇團,kik-thuan,kek-thoan,2,kautian,False
gī-thîng,gī-thêng,議程,gi-thing,gi-theng,2,kautian,False
tiong-kàu,tiong-kàu,中校,tiong-kau,tiong-kau,2,kautian,False
ji̍t-thîng,ji̍t-thêng,日程,jit-thing,jit-theng,2,kautian,False
li̍t-thîng,li̍t-thêng,日程,lit-thing,lit-theng,2,kautian,False
iû-tông-hue,iû-tông-hoe,油桐花,iu-tong-hue,iu-tong-hoe,3,kautian,False
hū-ka,hū-ka,附加,hu-ka,hu-ka,2,kautian,False
tshui-kí,chhui-kí,推舉,tshui-ki,chhui-ki,2,kautian,False
tshui-kú,chhui-kú,推舉,tshui-ku,chhui-ku,2,kautian,False
phiò-kuàn,phiò-koàn,票券,phio-kuan,phio-koan,2,kautian,False
phiau-kì,phiau-kì,標記,phiau-ki,phiau-ki,2,kautian,False
tiong-su,tiong-su,中樞,tiong-su,tiong-su,2,kautian,False
lāi-bōo,lāi-bō͘,內幕,lai-boo,lai-bo͘,2,kautian,False
siáu-tsiòng,siáu-chiòng,少將,siau-tsiong,siau-chiong,2,kautian,False
bûn-khū,bûn-khū,文具,bun-khu,bun-khu,2,kautian,False
tsú-tsái,chú-chái,主宰,tsu-tsai,chu-chai,2,kautian,False
puàn-sòo,poàn-sò͘,半數,puan-soo,poan-so͘,2,kautian,False
tâng-phuānn,tâng-phōaⁿ,同伴,tang-phuann,tang-phoaⁿ,2,kautian,False
huê-hiáng,hôe-hiáng,回響,hue-hiang,hoe-hiang,2,kautian,False
sìng-bîng,sèng-bêng,姓名,sing-bing,seng-beng,2,kautian,False
huat-kìng,hoat-kèng,法警,huat-king,hoat-keng,2,kautian,False
hū-tài,hū-tài,附帶,hu-tai,hu-tai,2,kautian,False
phín-tsióng,phín-chióng,品種,phin-tsiong,phin-chiong,2,kautian,False
tsa-tshut,cha-chhut,查出,tsa-tshut,cha-chhut,2,kautian,False
phài-tsū,phài-chū,派駐,phai-tsu,phai-chu,2,kautian,False
tsiap-tsiáng,chiap-chiáng,接掌,tsiap-tsiang,chiap-chiang,2,kautian,False
phiau-tsì,phiau-chì,標誌,phiau-tsi,phiau-chi,2,kautian,False
phiau-tê,phiau-tê,標題,phiau-te,phiau-te,2,kautian,False
phiau-tuê,phiau-tôe,標題,phiau-tue,phiau-toe,2,kautian,False
siōng-kàu,siōng-kàu,上校,siong-kau,siong-kau,2,kautian,False
tuā-sū,tōa-sū,大事,tua-su,toa-su,2,kautian,False
kong-tsiànn,kong-chiàⁿ,公正,kong-tsiann,kong-chiaⁿ,2,kautian,False
tsuí-tshiú,chúi-chhiú,水手,tsui-tshiu,chui-chhiu,2,kautian,False
pênn-thán,pêⁿ-thán,平坦,penn-than,peⁿ-than,2,kautian,False
pînn-thán,pîⁿ-thán,平坦,pinn-than,piⁿ-than,2,kautian,False
hiong-tshiú,hiong-chhiú,兇手,hiong-tshiu,hiong-chhiu,2,kautian,False
pu̍t-king,pu̍t-keng,佛經,put-king,put-keng,2,kautian,False
hóo-tīng,hó͘-tēng,否定,hoo-ting,ho͘-teng,2,kautian,False
hông-uī,hông-ūi,防衛,hong-ui,hong-ui,2,kautian,False
sóo-iú-kuân,só͘-iú-koân,所有權,soo-iu-kuan,so͘-iu-koan,3,kautian,False
hū-sio̍k,hū-sio̍k,附屬,hu-siok,hu-siok,2,kautian,False
āu-uē,āu-ōe,後衛,au-ue,au-oe,2,kautian,False
tsa-khàu,cha-khàu,查扣,tsa-khau,cha-khau,2,kautian,False
tsa-hong,cha-hong,查封,tsa-hong,cha-hong,2,kautian,False
bīn-tâm,bīn-tâm,面談,bin-tam,bin-tam,2,kautian,False
thiat-lí,thiat-lí,哲理,thiat-li,thiat-li,2,kautian,False
hu̍t-tsú,hu̍t-chú,核子,hut-tsu,hut-chu,2,kautian,False
kàu-huat,kàu-hoat,教法,kau-huat,kau-hoat,2,kautian,False
pò-kìng,pò-kèng,報警,po-king,po-keng,2,kautian,False
pit-lio̍k,pit-lio̍k,筆錄,pit-liok,pit-liok,2,kautian,False
bî-biāu,bî-biāu,微妙,bi-biau,bi-biau,2,kautian,False
hî-tshuan,hî-chhoan,漁村,hi-tshuan,hi-chhoan,2,kautian,False
hû-tshuan,hû-chhoan,漁村,hu-tshuan,hu-chhoan,2,kautian,False
bāng-i̍k,bāng-e̍k,網域,bang-ik,bang-ek,2,kautian,False
koh-guân,koh-goân,閣員,koh-guan,koh-goan,2,kautian,False
huè-tsuí,hòe-chúi,廢水,hue-tsui,hoe-chui,2,kautian,False
huè-tû,hòe-tû,廢除,hue-tu,hoe-tu,2,kautian,False
huè-tî,hòe-tî,廢除,hue-ti,hoe-ti,2,kautian,False
ìng-tong,èng-tong,應當,ing-tong,eng-tong,2,kautian,False
tòng-miâ,tòng-miâ,檔名,tong-mia,tong-mia,2,kautian,False
sài-thîng,sài-thêng,賽程,sai-thing,sai-theng,2,kautian,False
tóng-guân,tóng-goân,黨員,tong-guan,tong-goan,2,kautian,False
siáu-kàu,siáu-kàu,少校,siau-kau,siau-kau,2,kautian,False
miâ-i,miâ-i,名醫,mia-i,mia-i,2,kautian,False
huê-thîng,hôe-thêng,回程,hue-thing,hoe-theng,2,kautian,False
hê-thîng,hê-thêng,回程,he-thing,he-theng,2,kautian,False
tsûn-tòng,chûn-tòng,存檔,tsun-tong,chun-tong,2,kautian,False
ū-hîng,ū-hêng,有形,u-hing,u-heng,2,kautian,False
iú-iân,iú-iân,有緣,iu-ian,iu-ian,2,kautian,False
pu̍t-huat,pu̍t-hoat,佛法,put-huat,put-hoat,2,kautian,False
pán-kuân,pán-koân,版權,pan-kuan,pan-koan,2,kautian,False
siā-guân,siā-goân,社員,sia-guan,sia-goan,2,kautian,False
tshái-kǹg,chhái-kǹg,彩券,tshai-kng,chhai-kng,2,kautian,False
sàu-tî,sàu-tî,掃除,sau-ti,sau-ti,2,kautian,False
tshui-sǹg,chhui-sǹg,推算,tshui-sng,chhui-sng,2,kautian,False
kàu-khū,kàu-khū,教具,kau-khu,kau-khu,2,kautian,False
kiat-tsing,kiat-cheng,結晶,kiat-tsing,kiat-cheng,2,kautian,False
uī-kàu,ūi-kàu,衛教,ui-kau,ui-kau,2,kautian,False
ki̍k-tōng,ke̍k-tōng,激動,kik-tong,kek-tong,2,kautian,False
kiám-kìng,kiám-kèng,檢警,kiam-king,kiam-keng,2,kautian,False
thuàn-liān,thoàn-liān,鍛鍊,thuan-lian,thoan-lian,2,kautian,False
tiám-pò,tiám-pò,點播,tiam-po,tiam-po,2,kautian,False
siang-tsàn,siang-chàn,雙層,siang-tsan,siang-chan,2,kautian,False
kìng-pio,kèng-pio,競標,king-pio,keng-pio,2,kautian,False
gōo-sing-kip,gō͘-seng-kip,五星級,goo-sing-kip,go͘-seng-kip,3,kautian,False
tsuí-i̍k,chúi-e̍k,水域,tsui-ik,chui-ek,2,kautian,False
bó-gí,bó-gí,母語,bo-gi,bo-gi,2,kautian,False
bó-gú,bó-gú,母語,bo-gu,bo-gu,2,kautian,False
kau-hiáng-ga̍k,kau-hiáng-ga̍k,交響樂,kau-hiang-gak,kau-hiang-gak,3,kautian,False
tsuân-thîng,choân-thêng,全程,tsuan-thing,choan-theng,2,kautian,False
hó-iōng,hó-iōng,好用,ho-iong,ho-iong,2,kautian,False
siú-uī,siú-ūi,守衛,siu-ui,siu-ui,2,kautian,False
hóo-kuat,hó͘-koat,否決,hoo-kuat,ho͘-koat,2,kautian,False
biāu-hng,biāu-hng,妙方,biau-hng,biau-hng,2,kautian,False
pun-tsáu,pun-cháu,奔走,pun-tsau,pun-chau,2,kautian,False
giâm-tsio̍h,giâm-chio̍h,岩石,giam-tsioh,giam-chioh,2,kautian,False
ui-kuân,ui-koân,威權,ui-kuan,ui-koan,2,kautian,False
kàu-tsit-guân,kàu-chit-goân,教職員,kau-tsit-guan,kau-chit-goan,3,kautian,False
tsiáng-kuán,chiáng-koán,掌管,tsiang-kuan,chiang-koan,2,kautian,False
ò-biāu,ò-biāu,奧妙,o-biau,o-biau,2,kautian,False
