tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
pōo,pō͘,步,poo,po͘,1,kautian,False
muí,múi,每,mui,mui,1,kautian,False
kiû,kiû,求,kiu,kiu,1,kautian,False
tsiánn,chiáⁿ,汫,tsiann,chiaⁿ,1,kautian,False
thài,thài,汰,thai,thai,1,kautian,False
thuā,thōa,汰,thua,thoa,1,kautian,False
ak,ak,沃,ak,ak,1,kautian,False
tîm,tîm,沉,tim,tim,1,kautian,False
bak,bak,沐,bak,bak,1,kautian,False
bi̍t,bi̍t,沕,bit,bit,1,kautian,False
tshiâng,chhiâng,沖,tshiang,chhiang,1,kautian,False
tshiong,chhiong,沖,tshiong,chhiong,1,kautian,False
sua,soa,沙,sua,soa,1,kautian,False
tsàu,chàu,灶,tsau,chau,1,kautian,False
tsai,chai,災,tsai,chai,1,kautian,False
tse,che,災,tse,che,1,kautian,False
tiâu,tiâu,牢,tiau,tiau,1,kautian,False
kông,kông,狂,kong,kong,1,kautian,False
lâm,lâm,男,lam,lam,1,kautian,False
ting,teng,疔,ting,teng,1,kautian,False
phí,phí,疕,phi,phi,1,kautian,False
tsō,chō,皂,tso,cho,1,kautian,False
ah,ah,矣,ah,ah,1,kautian,False
su,su,私,su,su,1,kautian,False
hē,hē,系,he,he,1,kautian,False
hán,hán,罕,han,han,1,kautian,False
tóo,tó͘,肚,too,to͘,1,kautian,False
tōo,tō͘,肚,too,to͘,1,kautian,False
kan,kan,肝,kan,kan,1,kautian,False
kuann,koaⁿ,肝,kuann,koaⁿ,1,kautian,False
io,io,育,io,io,1,kautian,False
ōo,ō͘,芋,oo,o͘,1,kautian,False
kiàn,kiàn,見,kian,kian,1,kautian,False
kìnn,kìⁿ,見,kinn,kiⁿ,1,kautian,False
kak,kak,角,kak,kak,1,kautian,False
giân,giân,言,gian,gian,1,kautian,False
tāu,tāu,豆,tau,tau,1,kautian,False
tshiah,chhiah,赤,tshiah,chhiah,1,kautian,False
tsáu,cháu,走,tsau,chau,1,kautian,False
tsiok,chiok,足,tsiok,chiok,1,kautian,False
sian,sian,身,sian,sian,1,kautian,False
sin,sin,身,sin,sin,1,kautian,False
tshia,chhia,車,tshia,chhia,1,kautian,False
sin,sin,辛,sin,sin,1,kautian,False
sîn,sîn,辰,sin,sin,1,kautian,False
ná,ná,那,na,na,1,kautian,False
siâ,siâ,邪,sia,sia,1,kautian,False
iú,iú,酉,iu,iu,1,kautian,False
lí,lí,里,li,li,1,kautian,False
guán,goán,阮,guan,goan,1,kautian,False
hông,hông,防,hong,hong,1,kautian,False
pīng,pēng,並,ping,peng,1,kautian,False
phīng,phēng,並,phing,pheng,1,kautian,False
kuai,koai,乖,kuai,koai,1,kautian,False
sū,sū,事,su,su,1,kautian,False
láu,láu,佬,lau,lau,1,kautian,False
kah,kah,佮,kah,kah,1,kautian,False
kap,kap,佮,kap,kap,1,kautian,False
tènn,tèⁿ,佯,tenn,teⁿ,1,kautian,False
tìnn,tìⁿ,佯,tinn,tiⁿ,1,kautian,False
sái,sái,使,sai,sai,1,kautian,False
sú,sú,使,su,su,1,kautian,False
lâi,lâi,來,lai,lai,1,kautian,False
lē,lē,例,le,le,1,kautian,False
king,keng,供,king,keng,1,kautian,False
kìng,kèng,供,king,keng,1,kautian,False
thòo,thò͘,兔,thoo,tho͘,1,kautian,False
lióng,lióng,兩,liong,liong,1,kautian,False
niú,niú,兩,niu,niu,1,kautian,False
nn̄g,nn̄g,兩,nng,nng,1,kautian,False
kî,kî,其,ki,ki,1,kautian,False
khū,khū,具,khu,khu,1,kautian,False
tián,tián,典,tian,tian,1,kautian,False
tshe,chhe,初,tshe,chhe,1,kautian,False
tshue,chhoe,初,tshue,chhoe,1,kautian,False
tshoo,chho͘,初,tshoo,chho͘,1,kautian,False
kueh,koeh,刮,kueh,koeh,1,kautian,False
kuih,kuih,刮,kuih,kuih,1,kautian,False
khe,khe,刮,khe,khe,1,kautian,False
kàu,kàu,到,kau,kau,1,kautian,False
tsè,chè,制,tse,che,1,kautian,False
kǹg,kǹg,券,kng,kng,1,kautian,False
kuàn,koàn,券,kuan,koan,1,kautian,False
tshì,chhì,刺,tshi,chhi,1,kautian,False
tshiah,chhiah,刺,tshiah,chhiah,1,kautian,False
khik,khek,刻,khik,khek,1,kautian,False
tok,tok,剁,tok,tok,1,kautian,False
khap,khap,匼,khap,khap,1,kautian,False
tsut,chut,卒,tsut,chut,1,kautian,False
kuà,kòa,卦,kua,koa,1,kautian,False
kńg,kńg,卷,kng,kng,1,kautian,False
kuàn,koàn,卷,kuan,koan,1,kautian,False
sià,sià,卸,sia,sia,1,kautian,False
tsik,chek,叔,tsik,chek,1,kautian,False
tshú,chhú,取,tshu,chhu,1,kautian,False
siū,siū,受,siu,siu,1,kautian,False
nih,nih,呢,nih,nih,1,kautian,False
neh,neh,呢,neh,neh,1,kautian,False
bī,bī,味,bi,bi,1,kautian,False
phuì,phùi,呸,phui,phui,1,kautian,False
tshan,chhan,呻,tshan,chhan,1,kautian,False
hoo,ho͘,呼,hoo,ho͘,1,kautian,False
khoo,kho͘,呼,khoo,kho͘,1,kautian,False
bīng,bēng,命,bing,beng,1,kautian,False
miā,miā,命,mia,mia,1,kautian,False
tànn,tàⁿ,呾,tann,taⁿ,1,kautian,False
tsa̍p,cha̍p,咂,tsap,chap,1,kautian,False
hām,hām,和,ham,ham,1,kautian,False
hô,hô,和,ho,ho,1,kautian,False
tsiù,chiù,咒,tsiu,chiu,1,kautian,False
khûn,khûn,囷,khun,khun,1,kautian,False
khann,khaⁿ,坩,khann,khaⁿ,1,kautian,False
pênn,pêⁿ,坪,penn,peⁿ,1,kautian,False
pînn,pîⁿ,坪,pinn,piⁿ,1,kautian,False
phue,phoe,坯,phue,phoe,1,kautian,False
phe,phe,坯,phe,phe,1,kautian,False
ing,eng,坱,ing,eng,1,kautian,False
khu,khu,坵,khu,khu,1,kautian,False
iā,iā,夜,ia,ia,1,kautian,False
phānn,phāⁿ,奅,phann,phaⁿ,1,kautian,False
kî,kî,奇,ki,ki,1,kautian,False
khia,khia,奇,khia,khia,1,kautian,False
muē,mōe,妹,mue,moe,1,kautian,False
bē,bē,妹,be,be,1,kautian,False
tshe,chhe,妻,tshe,chhe,1,kautian,False
tshiap,chhiap,妾,tshiap,chhiap,1,kautian,False
ḿ,ḿ,姆,m,m,1,kautian,False
tsé,ché,姊,tse,che,1,kautian,False
tsí,chí,姊,tsi,chi,1,kautian,False
koo,ko͘,姑,koo,ko͘,1,kautian,False
sènn,sèⁿ,姓,senn,seⁿ,1,kautian,False
sìnn,sìⁿ,姓,sinn,siⁿ,1,kautian,False
sìng,sèng,姓,sing,seng,1,kautian,False
kuì,kùi,季,kui,kui,1,kautian,False
koo,ko͘,孤,koo,ko͘,1,kautian,False
kuan,koan,官,kuan,koan,1,kautian,False
kuann,koaⁿ,官,kuann,koaⁿ,1,kautian,False
tiānn,tiāⁿ,定,tiann,tiaⁿ,1,kautian,False
tīng,tēng,定,ting,teng,1,kautian,False
kài,kài,屆,kai,kai,1,kautian,False
khut,khut,屈,khut,khut,1,kautian,False
siū,siū,岫,siu,siu,1,kautian,False
huānn,hōaⁿ,岸,huann,hoaⁿ,1,kautian,False
phè,phè,帕,phe,phe,1,kautian,False
thiap,thiap,帖,thiap,thiap,1,kautian,False
hīng,hēng,幸,hing,heng,1,kautian,False
té,té,底,te,te,1,kautian,False
tué,tóe,底,tue,toe,1,kautian,False
tī,tī,底,ti,ti,1,kautian,False
tiàm,tiàm,店,tiam,tiam,1,kautian,False
kenn,keⁿ,庚,kenn,keⁿ,1,kautian,False
kinn,kiⁿ,庚,kinn,kiⁿ,1,kautian,False
king,keng,庚,king,keng,1,kautian,False
hú,hú,府,hu,hu,1,kautian,False
tshiân,chhiân,延,tshian,chhian,1,kautian,False
he,he,彼,he,he,1,kautian,False
hit,hit,彼,hit,hit,1,kautian,False
íng,éng,往,ing,eng,1,kautian,False
óng,óng,往,ong,ong,1,kautian,False
thiám,thiám,忝,thiam,thiam,1,kautian,False
tiong,tiong,忠,tiong,tiong,1,kautian,False
liām,liām,念,liam,liam,1,kautian,False
kōo,kō͘,怙,koo,ko͘,1,kautian,False
sìng,sèng,性,sing,seng,1,kautian,False
kuài,koài,怪,kuai,koai,1,kautian,False
kuè,kòe,怪,kue,koe,1,kautian,False
hòo,hò͘,戽,hoo,ho͘,1,kautian,False
pâng,pâng,房,pang,pang,1,kautian,False
pông,pông,房,pong,pong,1,kautian,False
sóo,só͘,所,soo,so͘,1,kautian,False
sîn,sîn,承,sin,sin,1,kautian,False
sîng,sêng,承,sing,seng,1,kautian,False
phiann,phiaⁿ,抨,phiann,phiaⁿ,1,kautian,False
phi,phi,披,phi,phi,1,kautian,False
phō,phō,抱,pho,pho,1,kautian,False
buah,boah,抹,buah,boah,1,kautian,False
ah,ah,押,ah,ah,1,kautian,False
thiu,thiu,抽,thiu,thiu,1,kautian,False
khioh,khioh,抾,khioh,khioh,1,kautian,False
bín,bín,抿,bin,bin,1,kautian,False
hut,hut,拂,hut,hut,1,kautian,False
tú,tú,拄,tu,tu,1,kautian,False
thiah,thiah,拆,thiah,thiah,1,kautian,False
liam,liam,拈,liam,liam,1,kautian,False
ni,ni,拈,ni,ni,1,kautian,False
hú,hú,拊,hu,hu,1,kautian,False
pha,pha,拋,pha,pha,1,kautian,False
phau,phau,拋,phau,phau,1,kautian,False
puānn,pōaⁿ,拌,puann,poaⁿ,1,kautian,False
phah,phah,拍,phah,phah,1,kautian,False
phik,phek,拍,phik,phek,1,kautian,False
lîng,lêng,拎,ling,leng,1,kautian,False
kuái,koái,拐,kuai,koai,1,kautian,False
kuāinn,koāiⁿ,拐,kuainn,koaiⁿ,1,kautian,False
khînn,khîⁿ,拑,khinn,khiⁿ,1,kautian,False
pua̍h,poa̍h,拔,puah,poah,1,kautian,False
pue̍h,poe̍h,拔,pueh,poeh,1,kautian,False
thua,thoa,拖,thua,thoa,1,kautian,False
áu,áu,拗,au,au,1,kautian,False
piànn,piàⁿ,拚,piann,piaⁿ,1,kautian,False
tsiau,chiau,招,tsiau,chiau,1,kautian,False
tsio,chio,招,tsio,chio,1,kautian,False
hòng,hòng,放,hong,hong,1,kautian,False
pàng,pàng,放,pang,pang,1,kautian,False
ōng,ōng,旺,ong,ong,1,kautian,False
hūn,hūn,昏,hun,hun,1,kautian,False
ho̍k,ho̍k,服,hok,hok,1,kautian,False
phuè,phòe,杮,phue,phoe,1,kautian,False
phè,phè,杮,phe,phe,1,kautian,False
pue,poe,杯,pue,poe,1,kautian,False
tang,tang,東,tang,tang,1,kautian,False
tong,tong,東,tong,tong,1,kautian,False
pán,pán,板,pan,pan,1,kautian,False
pî,pî,枇,pi,pi,1,kautian,False
pang,pang,枋,pang,pang,1,kautian,False
lîm,lîm,林,lim,lim,1,kautian,False
nâ,nâ,林,na,na,1,kautian,False
kó,kó,果,ko,ko,1,kautian,False
ki,ki,枝,ki,ki,1,kautian,False
bú,bú,武,bu,bu,1,kautian,False
ta̍uh,tau̍h,沓,tauh,tauh,1,kautian,False
phue̍h,phoe̍h,沫,phueh,phoeh,1,kautian,False
phe̍h,phe̍h,沫,pheh,pheh,1,kautian,False
bī,bī,沬,bi,bi,1,kautian,False
hô,hô,河,ho,ho,1,kautian,False
iû,iû,油,iu,iu,1,kautian,False
tī,tī,治,ti,ti,1,kautian,False
tsam,cham,沾,tsam,cham,1,kautian,False
iân,iân,沿,ian,ian,1,kautian,False
siû,siû,泅,siu,siu,1,kautian,False
tsuh,chuh,泏,tsuh,chuh,1,kautian,False
tsuah,choah,泏,tsuah,choah,1,kautian,False
tsuat,choat,泏,tsuat,choat,1,kautian,False
ám,ám,泔,am,am,1,kautian,False
huat,hoat,法,huat,hoat,1,kautian,False
phā,phā,疱,pha,pha,1,kautian,False
phàu,phàu,泡,phau,phau,1,kautian,False
pho,pho,泡,pho,pho,1,kautian,False
phò,phò,泡,pho,pho,1,kautian,False
pho,pho,波,pho,pho,1,kautian,False
tsù,chù,注,tsu,chu,1,kautian,False
tù,tù,注,tu,tu,1,kautian,False
tshue,chhoe,炊,tshue,chhoe,1,kautian,False
tshe,chhe,炊,tshe,chhe,1,kautian,False
iām,iām,炎,iam,iam,1,kautian,False
tshá,chhá,炒,tsha,chha,1,kautian,False
khòng,khòng,炕,khong,khong,1,kautian,False
pê,pê,爬,pe,pe,1,kautian,False
tsenn,cheⁿ,爭,tsenn,cheⁿ,1,kautian,False
tsinn,chiⁿ,爭,tsinn,chiⁿ,1,kautian,False
pâ,pâ,爸,pa,pa,1,kautian,False
pē,pē,爸,pe,pe,1,kautian,False
pán,pán,版,pan,pan,1,kautian,False
bu̍t,bu̍t,物,but,but,1,kautian,False
mi̍h,mi̍h,物,mih,mih,1,kautian,False
mn̍gh,mn̍gh,物,mngh,mngh,1,kautian,False
tsn̄g,chn̄g,狀,tsng,chng,1,kautian,False
káu,káu,狗,kau,kau,1,kautian,False
ê,ê,的,e,e,1,kautian,False
bông,bông,盲,bong,bong,1,kautian,False
ti̍t,ti̍t,直,tit,tit,1,kautian,False
tsai,chai,知,tsai,chai,1,kautian,False
ti,ti,知,ti,ti,1,kautian,False
kan,kan,矸,kan,kan,1,kautian,False
siā,siā,社,sia,sia,1,kautian,False
tshāi,chhāi,祀,tshai,chhai,1,kautian,False
khang,khang,空,khang,khang,1,kautian,False
khòng,khòng,空,khong,khong,1,kautian,False
kiù,kiù,糾,kiu,kiu,1,kautian,False
bóng,bóng,罔,bong,bong,1,kautian,False
kiunn,kiuⁿ,羌,kiunn,kiuⁿ,1,kautian,False
tsiá,chiá,者,tsia,chia,1,kautian,False
kóo,kó͘,股,koo,ko͘,1,kautian,False
ki,ki,肢,ki,ki,1,kautian,False
puî,pûi,肥,pui,pui,1,kautian,False
khíng,khéng,肯,khing,kheng,1,kautian,False
hì,hì,肺,hi,hi,1,kautian,False
sing,seng,芟,sing,seng,1,kautian,False
khiàn,khiàn,芡,khian,khian,1,kautian,False
hua,hoa,花,hua,hoa,1,kautian,False
hue,hoe,花,hue,hoe,1,kautian,False
phang,phang,芳,phang,phang,1,kautian,False
gê,gê,芽,ge,ge,1,kautian,False
hóo,hó͘,虎,hoo,ho͘,1,kautian,False
khiû,khiû,虯,khiu,khiu,1,kautian,False
piáu,piáu,表,piau,piau,1,kautian,False
pió,pió,表,pio,pio,1,kautian,False
kauh,kauh,軋,kauh,kauh,1,kautian,False
ngiâ,ngiâ,迎,ngia,ngia,1,kautian,False
kīn,kīn,近,kin,kin,1,kautian,False
kūn,kūn,近,kun,kun,1,kautian,False
hānn,hāⁿ,迒,hann,haⁿ,1,kautian,False
kim,kim,金,kim,kim,1,kautian,False
tióng,tióng,長,tiong,tiong,1,kautian,False
tiúnn,tiúⁿ,長,tiunn,tiuⁿ,1,kautian,False
tn̂g,tn̂g,長,tng,tng,1,kautian,False
bûn,bûn,門,bun,bun,1,kautian,False
mn̂g,mn̂g,門,mng,mng,1,kautian,False
a,a,阿,a,a,1,kautian,False
hōo,hō͘,雨,hoo,ho͘,1,kautian,False
ú,ú,雨,u,u,1,kautian,False
tshenn,chheⁿ,青,tshenn,chheⁿ,1,kautian,False
tshinn,chhiⁿ,青,tshinn,chhiⁿ,1,kautian,False
tshing,chheng,青,tshing,chheng,1,kautian,False
hui,hui,非,hui,hui,1,kautian,False
tîng,têng,亭,ting,teng,1,kautian,False
tshim,chhim,侵,tshim,chhim,1,kautian,False
thiānn,thiāⁿ,侹,thiann,thiaⁿ,1,kautian,False
piān,piān,便,pian,pian,1,kautian,False
tshik,chhek,促,tshik,chhek,1,kautian,False
tshio,chhio,俏,tshio,chhio,1,kautian,False
sio̍k,sio̍k,俗,siok,siok,1,kautian,False
pó,pó,保,po,po,1,kautian,False
sìn,sìn,信,sin,sin,1,kautian,False
kuan,koan,冠,kuan,koan,1,kautian,False
thì,thì,剃,thi,thi,1,kautian,False
tshò,chhò,剉,tsho,chho,1,kautian,False
siah,siah,削,siah,siah,1,kautian,False
khik,khek,剋,khik,khek,1,kautian,False
tsiân,chiân,前,tsian,chian,1,kautian,False
tsîng,chêng,前,tsing,cheng,1,kautian,False
ióng,ióng,勇,iong,iong,1,kautian,False
lâm,lâm,南,lam,lam,1,kautian,False
khiok,khiok,卻,khiok,khiok,1,kautian,False
lî,lî,厘,li,li,1,kautian,False
kāu,kāu,厚,kau,kau,1,kautian,False
leh,leh,咧,leh,leh,1,kautian,False
teh,teh,咧,teh,teh,1,kautian,False
meh,meh,咩,meh,meh,1,kautian,False
kā,kā,咬,ka,ka,1,kautian,False
ko̍k,ko̍k,咯,kok,kok,1,kautian,False
kha̍k,kha̍k,咯,khak,khak,1,kautian,False
lán,lán,咱,lan,lan,1,kautian,False
hiu,hiu,咻,hiu,hiu,1,kautian,False
ai,ai,哀,ai,ai,1,kautian,False
phín,phín,品,phin,phin,1,kautian,False
ha,ha,哈,ha,ha,1,kautian,False
aih,aih,哎,aih,aih,1,kautian,False
suî,sûi,垂,sui,sui,1,kautian,False
siânn,siâⁿ,城,siann,siaⁿ,1,kautian,False
sîng,sêng,城,sing,seng,1,kautian,False
tsàu,chàu,奏,tsau,chau,1,kautian,False
khè,khè,契,khe,khe,1,kautian,False
khuè,khòe,契,khue,khoe,1,kautian,False
hai,hai,奒,hai,hai,1,kautian,False
ī,ī,奕,i,i,1,kautian,False
kàn,kàn,姦,kan,kan,1,kautian,False
î,î,姨,i,i,1,kautian,False
hâi,hâi,孩,hai,hai,1,kautian,False
kheh,kheh,客,kheh,kheh,1,kautian,False
sik,sek,室,sik,sek,1,kautian,False
hong,hong,封,hong,hong,1,kautian,False
pang,pang,封,pang,pang,1,kautian,False
si,si,屍,si,si,1,kautian,False
sái,sái,屎,sai,sai,1,kautian,False
bā,bā,峇,ba,ba,1,kautian,False
hāng,hāng,巷,hang,hang,1,kautian,False
tè,tè,帝,te,te,1,kautian,False
tōo,tō͘,度,too,to͘,1,kautian,False
thāi,thāi,待,thai,thai,1,kautian,False
lu̍t,lu̍t,律,lut,lut,1,kautian,False
āu,āu,後,au,au,1,kautian,False
su,su,思,su,su,1,kautian,False
kip,kip,急,kip,kip,1,kautian,False
uàn,oàn,怨,uan,oan,1,kautian,False
hūn,hūn,恨,hun,hun,1,kautian,False
tiām,tiām,恬,tiam,tiam,1,kautian,False
pínn,píⁿ,扁,pinn,piⁿ,1,kautian,False
pài,pài,拜,pai,pai,1,kautian,False
kuah,koah,括,kuah,koah,1,kautian,False
tshit,chhit,拭,tshit,chhit,1,kautian,False
hia̍p,hia̍p,拹,hiap,hiap,1,kautian,False
kuì,kùi,挂,kui,kui,1,kautian,False
ti̍h,ti̍h,挃,tih,tih,1,kautian,False
tsáinn,cháiⁿ,指,tsainn,chaiⁿ,1,kautian,False
tsí,chí,指,tsi,chi,1,kautian,False
kí,kí,指,ki,ki,1,kautian,False
àn,àn,按,an,an,1,kautian,False
keh,keh,挌,keh,keh,1,kautian,False
thio,thio,挑,thio,thio,1,kautian,False
thà,thà,挓,tha,tha,1,kautian,False
hiannh,hiaⁿh,挔,hiannh,hiaⁿh,1,kautian,False
hìnn,hìⁿ,挕,hinn,hiⁿ,1,kautian,False
óo,ó͘,挖,oo,o͘,1,kautian,False
ué,óe,挖,ue,oe,1,kautian,False
tsìng,chèng,政,tsing,cheng,1,kautian,False
kòo,kò͘,故,koo,ko͘,1,kautian,False
si,si,施,si,si,1,kautian,False
tshenn,chheⁿ,星,tshenn,chheⁿ,1,kautian,False
tshinn,chhiⁿ,星,tshinn,chhiⁿ,1,kautian,False
sing,seng,星,sing,seng,1,kautian,False
tshun,chhun,春,tshun,chhun,1,kautian,False
sī,sī,是,si,si,1,kautian,False
a̍h,a̍h,曷,ah,ah,1,kautian,False
kuái,koái,枴,kuai,koai,1,kautian,False
iau,iau,枵,iau,iau,1,kautian,False
kè,kè,架,ke,ke,1,kautian,False
khuè,khòe,架,khue,khoe,1,kautian,False
khè,khè,架,khe,khe,1,kautian,False
kê,kê,枷,ke,ke,1,kautian,False
pènn,pèⁿ,柄,penn,peⁿ,1,kautian,False
pìnn,pìⁿ,柄,pinn,piⁿ,1,kautian,False
bóo,bó͘,某,boo,bo͘,1,kautian,False
kam,kam,柑,kam,kam,1,kautian,False
jiám,jiám,染,jiam,jiam,1,kautian,False
liám,liám,染,liam,liam,1,kautian,False
ní,ní,染,ni,ni,1,kautian,False
kah,kah,柙,kah,kah,1,kautian,False
iū,iū,柚,iu,iu,1,kautian,False
tshâ,chhâ,查,tsha,chha,1,kautian,False
kua,koa,柯,kua,koa,1,kautian,False
thiāu,thiāu,柱,thiau,thiau,1,kautian,False
khī,khī,柿,khi,khi,1,kautian,False
uai,oai,歪,uai,oai,1,kautian,False
tuānn,tōaⁿ,段,tuann,toaⁿ,1,kautian,False
to̍k,to̍k,毒,tok,tok,1,kautian,False
thāu,thāu,毒,thau,thau,1,kautian,False
tsuân,choân,泉,tsuan,choan,1,kautian,False
tsuânn,chôaⁿ,泉,tsuann,choaⁿ,1,kautian,False
iûnn,iûⁿ,洋,iunn,iuⁿ,1,kautian,False
sè,sè,洒,se,se,1,kautian,False
sé,sé,洗,se,se,1,kautian,False
sué,sóe,洗,sue,soe,1,kautian,False
khó,khó,洘,kho,kho,1,kautian,False
tōng,tōng,洞,tong,tong,1,kautian,False
tin,tin,津,tin,tin,1,kautian,False
sia̍p,sia̍p,洩,siap,siap,1,kautian,False
tsiu,chiu,洲,tsiu,chiu,1,kautian,False
ua̍h,oa̍h,活,uah,oah,1,kautian,False
phài,phài,派,phai,phai,1,kautian,False
lâu,lâu,流,lau,lau,1,kautian,False
liû,liû,流,liu,liu,1,kautian,False
tshiō,chhiō,炤,tshio,chhio,1,kautian,False
thuànn,thòaⁿ,炭,thuann,thoaⁿ,1,kautian,False
phàu,phàu,炮,phau,phau,1,kautian,False
pû,pû,炰,pu,pu,1,kautian,False
te,te,炱,te,te,1,kautian,False
tsà,chà,炸,tsa,cha,1,kautian,False
tsuànn,chòaⁿ,炸,tsuann,choaⁿ,1,kautian,False
uî,ûi,為,ui,ui,1,kautian,False
uī,ūi,為,ui,ui,1,kautian,False
uì,ùi,畏,ui,ui,1,kautian,False
pa,pa,疤,pa,pa,1,kautian,False
kè,kè,疥,ke,ke,1,kautian,False
kuè,kòe,疥,kue,koe,1,kautian,False
khî,khî,疧,khi,khi,1,kautian,False
kuí,kúi,癸,kui,kui,1,kautian,False
kai,kai,皆,kai,kai,1,kautian,False
phûn,phûn,盆,phun,phun,1,kautian,False
sann,saⁿ,相,sann,saⁿ,1,kautian,False
sio,sio,相,sio,sio,1,kautian,False
siong,siong,相,siong,siong,1,kautian,False
siòng,siòng,相,siong,siong,1,kautian,False
siùnn,siùⁿ,相,siunn,siuⁿ,1,kautian,False
tuh,tuh,盹,tuh,tuh,1,kautian,False
síng,séng,省,sing,seng,1,kautian,False
bâi,bâi,眉,bai,bai,1,kautian,False
bî,bî,眉,bi,bi,1,kautian,False
khàn,khàn,看,khan,khan,1,kautian,False
khuànn,khòaⁿ,看,khuann,khoaⁿ,1,kautian,False
sua,soa,砂,sua,soa,1,kautian,False
huah,hoah,砉,huah,hoah,1,kautian,False
gíng,géng,研,ging,geng,1,kautian,False
tshiu,chhiu,秋,tshiu,chhiu,1,kautian,False
kho,kho,科,kho,kho,1,kautian,False
bió,bió,秒,bio,bio,1,kautian,False
tshīng,chhēng,穿,tshing,chheng,1,kautian,False
tshng,chhng,穿,tshng,chhng,1,kautian,False
iok,iok,約,iok,iok,1,kautian,False
âng,âng,紅,ang,ang,1,kautian,False
hông,hông,紅,hong,hong,1,kautian,False
kng,kng,缸,kng,kng,1,kautian,False
bí,bí,美,bi,bi,1,kautian,False
sńg,sńg,耍,sng,sng,1,kautian,False
luán,loán,耎,luan,loan,1,kautian,False
nāi,nāi,耐,nai,nai,1,kautian,False
uī,ūi,胃,ui,ui,1,kautian,False
puē,pōe,背,pue,poe,1,kautian,False
thai,thai,胎,thai,thai,1,kautian,False
the,the,胎,the,the,1,kautian,False
kiān,kiān,胘,kian,kian,1,kautian,False
phue,phoe,胚,phue,phoe,1,kautian,False
phe,phe,胚,phe,phe,1,kautian,False
tì,tì,致,ti,ti,1,kautian,False
khô,khô,苛,kho,kho,1,kautian,False
ná,ná,若,na,na,1,kautian,False
nā,nā,若,na,na,1,kautian,False
khóo,khó͘,苦,khoo,kho͘,1,kautian,False
tsū,chū,苴,tsu,chu,1,kautian,False
ōm,ōm,茂,om,om,1,kautian,False
kiô,kiô,茄,kio,kio,1,kautian,False
khīng,khēng,虹,khing,kheng,1,kautian,False
sann,saⁿ,衫,sann,saⁿ,1,kautian,False
tīng,tēng,訂,ting,teng,1,kautian,False
kè,kè,計,ke,ke,1,kautian,False
hū,hū,負,hu,hu,1,kautian,False
hù,hù,赴,hu,hu,1,kautian,False
kun,kun,軍,kun,kun,1,kautian,False
pik,pek,迫,pik,pek,1,kautian,False
lông,lông,郎,long,long,1,kautian,False
tāng,tāng,重,tang,tang,1,kautian,False
tîng,têng,重,ting,teng,1,kautian,False
tiông,tiông,重,tiong,tiong,1,kautian,False
tiōng,tiōng,重,tiong,tiong,1,kautian,False
tshuànn,chhòaⁿ,閂,tshuann,chhoaⁿ,1,kautian,False
hâng,hâng,降,hang,hang,1,kautian,False
kàng,kàng,降,kang,kang,1,kautian,False
ān,ān,限,an,an,1,kautian,False
hān,hān,限,han,han,1,kautian,False
biān,biān,面,bian,bian,1,kautian,False
bīn,bīn,面,bin,bin,1,kautian,False
kik,kek,革,kik,kek,1,kautian,False
im,im,音,im,im,1,kautian,False
ia̍h,ia̍h,頁,iah,iah,1,kautian,False
hong,hong,風,hong,hong,1,kautian,False
hui,hui,飛,hui,hui,1,kautian,False
pue,poe,飛,pue,poe,1,kautian,False
pe,pe,飛,pe,pe,1,kautian,False
tsia̍h,chia̍h,食,tsiah,chiah,1,kautian,False
si̍t,si̍t,食,sit,sit,1,kautian,False
hiunn,hiuⁿ,香,hiunn,hiuⁿ,1,kautian,False
siu,siu,修,siu,siu,1,kautian,False
án,án,俺,an,an,1,kautian,False
tshng,chhng,倉,tshng,chhng,1,kautian,False
kò,kò,個,ko,ko,1,kautian,False
kuann,koaⁿ,倌,kuann,koaⁿ,1,kautian,False
puē,pōe,倍,pue,poe,1,kautian,False
tó,tó,倒,to,to,1,kautian,False
tò,tò,倒,to,to,1,kautian,False
sīng,sēng,倖,sing,seng,1,kautian,False
uá,óa,倚,ua,oa,1,kautian,False
tsioh,chioh,借,tsioh,chioh,1,kautian,False
tshiànn,chhiàⁿ,倩,tshiann,chhiaⁿ,1,kautian,False
sông,sông,倯,song,song,1,kautian,False
ta̍t,ta̍t,值,tat,tat,1,kautian,False
ti̍t,ti̍t,值,tit,tit,1,kautian,False
kiam,kiam,兼,kiam,kiam,1,kautian,False
uan,oan,冤,uan,oan,1,kautian,False
tsún,chún,准,tsun,chun,1,kautian,False
tshìn,chhìn,凊,tshin,chhin,1,kautian,False
tàng,tàng,凍,tang,tang,1,kautian,False
tòng,tòng,凍,tong,tong,1,kautian,False
thak,thak,剔,thak,thak,1,kautian,False
pak,pak,剝,pak,pak,1,kautian,False
khiang,khiang,勍,khiang,khiang,1,kautian,False
huí,húi,匪,hui,hui,1,kautian,False
tshù,chhù,厝,tshu,chhu,1,kautian,False
uân,oân,員,uan,oan,1,kautian,False
ko,ko,哥,ko,ko,1,kautian,False
lih,lih,哩,lih,lih,1,kautian,False
mai,mai,哩,mai,mai,1,kautian,False
ná,ná,哪,na,na,1,kautian,False
khàu,khàu,哭,khau,khau,1,kautian,False
