hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taigitv
燕麥奶,iàn-be̍h-ling,16,iàn-be̍h-leng,ian3beh8ling,ian3beh8leng,ianbehling,ianbehleng,ibl,ibl,True
燕麥奶,iàn-be̍h-ni,16,iàn-be̍h-ni,ian3beh8ni,ian3beh8ni,ianbehni,ianbehni,ibn,ibn,True
爆發力,po̍k-huat-li̍k,16,po̍k-hoat-le̍k,pok8huatlik8,pok8hoatlek8,pokhuatlik,pokhoatlek,phl,phl,True
爵士樂,tsiok-sū-ga̍k,16,chiok-sū-ga̍k,tsioksu7gak8,chioksu7gak8,tsioksugak,chioksugak,tsg,csg,True
牚篙跳,thènn-ko-thiàu,16,thèⁿ-ko-thiàu,thenn3kothiau3,thenn3kothiau3,thennkothiau,thennkothiau,tkt,tkt,True
牚篙跳,thìnn-ko-thiàu,16,thìⁿ-ko-thiàu,thinn3kothiau3,thinn3kothiau3,thinnkothiau,thinnkothiau,tkt,tkt,True
牛奶凍,gû-ling-tàng,16,gû-leng-tàng,gu5lingtang3,gu5lengtang3,gulingtang,gulengtang,glt,glt,True
牛奶凍,gû-ni-tàng,16,gû-ni-tàng,gu5nitang3,gu5nitang3,gunitang,gunitang,gnt,gnt,True
牛奶泡,gû-ling-phàu,16,gû-leng-phàu,gu5lingphau3,gu5lengphau3,gulingphau,gulengphau,glp,glp,True
牛奶泡,gû-ni-phàu,16,gû-ni-phàu,gu5niphau3,gu5niphau3,guniphau,guniphau,gnp,gnp,True
牛奶膏,gû-ling-ko,16,gû-leng-ko,gu5lingko,gu5lengko,gulingko,gulengko,glk,glk,True
牛奶膏,gû-ni-ko,16,gû-ni-ko,gu5niko,gu5niko,guniko,guniko,gnk,gnk,True
牛奶酥,gû-ling-soo,16,gû-leng-so͘,gu5lingsoo,gu5lengsoo,gulingsoo,gulengsoo,gls,gls,True
牛奶酥,gû-ni-soo,16,gû-ni-so͘,gu5nisoo,gu5nisoo,gunisoo,gunisoo,gns,gns,True
牛奶霜,gû-ling-song,16,gû-leng-song,gu5lingsong,gu5lengsong,gulingsong,gulengsong,gls,gls,True
牛奶霜,gû-ni-song,16,gû-ni-song,gu5nisong,gu5nisong,gunisong,gunisong,gns,gns,True
牛腱子,gû-kiàn-tsí,16,gû-kiàn-chí,gu5kian3tsi2,gu5kian3chi2,gukiantsi,gukianchi,gkt,gkc,True
牛角麭,gû-kak-pháng,16,gû-kak-pháng,gu5kakphang2,gu5kakphang2,gukakphang,gukakphang,gkp,gkp,True
牛頭狗,gû-thâu-káu,16,gû-thâu-káu,gu5thau5kau2,gu5thau5kau2,guthaukau,guthaukau,gtk,gtk,True
物聯網,bu̍t-liân-bāng,16,bu̍t-liân-bāng,but8lian5bang7,but8lian5bang7,butlianbang,butlianbang,blb,blb,True
猴頭果,kâu-thâu-kó,16,kâu-thâu-kó,kau5thau5ko2,kau5thau5ko2,kauthauko,kauthauko,ktk,ktk,True
獅仔狗,sai-á-káu,16,sai-á-káu,saia2kau2,saia2kau2,saiakau,saiakau,sak,sak,True
瑞士捲,suī-sū-kńg,16,sūi-sū-kńg,sui7su7kng2,sui7su7kng2,suisukng,suisukng,ssk,ssk,True
瑞樂沙,suī-lo̍k-sua,16,sūi-lo̍k-soa,sui7lok8sua,sui7lok8soa,suiloksua,suiloksoa,sls,sls,True
瑪德蓮,má-tik-liân,16,má-tek-liân,ma2tiklian5,ma2teklian5,matiklian,mateklian,mtl,mtl,True
甕底油,àng-té-iû,16,àng-té-iû,ang3te2iu5,ang3te2iu5,angteiu,angteiu,ati,ati,True
甜箍仔,tinn-khoo-á,16,tiⁿ-kho͘-á,tinnkhooa2,tinnkhooa2,tinnkhooa,tinnkhooa,tka,tka,True
甜薟醬,tinn-hiam-tsiùnn,16,tiⁿ-hiam-chiùⁿ,tinnhiamtsiunn3,tinnhiamchiunn3,tinnhiamtsiunn,tinnhiamchiunn,tht,thc,True
生成式,sing-sîng-sik,16,seng-sêng-sek,singsing5sik,sengseng5sek,singsingsik,sengsengsek,sss,sss,True
生湠地,senn-thuànn-tē,16,seⁿ-thòaⁿ-tē,sennthuann3te7,sennthoann3te7,sennthuannte,sennthoannte,stt,stt,True
生湠地,sinn-thuànn-tuē,16,siⁿ-thòaⁿ-tōe,sinnthuann3tue7,sinnthoann3toe7,sinnthuanntue,sinnthoanntoe,stt,stt,True
界內球,kài-lāi-kiû,16,kài-lāi-kiû,kai3lai7kiu5,kai3lai7kiu5,kailaikiu,kailaikiu,klk,klk,True
界外球,kài-guā-kiû,16,kài-gōa-kiû,kai3gua7kiu5,kai3goa7kiu5,kaiguakiu,kaigoakiu,kgk,kgk,True
番薯球,han-tsî-kiû,16,han-chî-kiû,hantsi5kiu5,hanchi5kiu5,hantsikiu,hanchikiu,htk,hck,True
番薯球,han-tsû-kiû,16,han-chû-kiû,hantsu5kiu5,hanchu5kiu5,hantsukiu,hanchukiu,htk,hck,True
番麥枝,huan-be̍h-ki,16,hoan-be̍h-ki,huanbeh8ki,hoanbeh8ki,huanbehki,hoanbehki,hbk,hbk,True
畫圖板,uē-tôo-pán,16,ōe-tô͘-pán,ue7too5pan2,oe7too5pan2,uetoopan,oetoopan,utp,otp,True
畫圖板,uī-tôo-pán,16,ūi-tô͘-pán,ui7too5pan2,ui7too5pan2,uitoopan,uitoopan,utp,utp,True
畫鼻影,uē-phīnn-iánn,16,ōe-phīⁿ-iáⁿ,ue7phinn7iann2,oe7phinn7iann2,uephinniann,oephinniann,upi,opi,True
痟牛症,siáu-gû-tsìng,16,siáu-gû-chèng,siau2gu5tsing3,siau2gu5cheng3,siaugutsing,siaugucheng,sgt,sgc,True
痟狗病,siáu-káu-pēnn,16,siáu-káu-pēⁿ,siau2kau2penn7,siau2kau2penn7,siaukaupenn,siaukaupenn,skp,skp,True
痟狗病,siáu-káu-pīnn,16,siáu-káu-pīⁿ,siau2kau2pinn7,siau2kau2pinn7,siaukaupinn,siaukaupinn,skp,skp,True
痟鹿症,siáu-lo̍k-tsìng,16,siáu-lo̍k-chèng,siau2lok8tsing3,siau2lok8cheng3,siauloktsing,siaulokcheng,slt,slc,True
發球權,huat-kiû-khuân,16,hoat-kiû-khoân,huatkiu5khuan5,hoatkiu5khoan5,huatkiukhuan,hoatkiukhoan,hkk,hkk,True
發球權,huat-kiû-kuân,16,hoat-kiû-koân,huatkiu5kuan5,hoatkiu5koan5,huatkiukuan,hoatkiukoan,hkk,hkk,True
益生菌,ik-sing-khún,16,ek-seng-khún,iksingkhun2,eksengkhun2,iksingkhun,eksengkhun,isk,esk,True
監視器,kàm-sī-khì,16,kàm-sī-khì,kam3si7khi3,kam3si7khi3,kamsikhi,kamsikhi,ksk,ksk,True
目墘線,ba̍k-kînn-suànn,16,ba̍k-kîⁿ-sòaⁿ,bak8kinn5suann3,bak8kinn5soann3,bakkinnsuann,bakkinnsoann,bks,bks,True
目尾痕,ba̍k-bué-hûn,16,ba̍k-bóe-hûn,bak8bue2hun5,bak8boe2hun5,bakbuehun,bakboehun,bbh,bbh,True
目尾痕,ba̍k-bé-hûn,16,ba̍k-bé-hûn,bak8be2hun5,bak8be2hun5,bakbehun,bakbehun,bbh,bbh,True
目屎溝,ba̍k-sái-kau,16,ba̍k-sái-kau,bak8sai2kau,bak8sai2kau,baksaikau,baksaikau,bsk,bsk,True
目彩盤,ba̍k-tshái-puânn,16,ba̍k-chhái-pôaⁿ,bak8tshai2puann5,bak8chhai2poann5,baktshaipuann,bakchhaipoann,btp,bcp,True
目彩筅,ba̍k-tshái-tshíng,16,ba̍k-chhái-chhéng,bak8tshai2tshing2,bak8chhai2chheng2,baktshaitshing,bakchhaichheng,btt,bcc,True
目眉筅,ba̍k-bâi-tshíng,16,ba̍k-bâi-chhéng,bak8bai5tshing2,bak8bai5chheng2,bakbaitshing,bakbaichheng,bbt,bbc,True
目眉筆,ba̍k-bâi-pit,16,ba̍k-bâi-pit,bak8bai5pit,bak8bai5pit,bakbaipit,bakbaipit,bbp,bbp,True
目眉粉,ba̍k-bâi-hún,16,ba̍k-bâi-hún,bak8bai5hun2,bak8bai5hun2,bakbaihun,bakbaihun,bbh,bbh,True
目眉膠,ba̍k-bâi-ka,16,ba̍k-bâi-ka,bak8bai5ka,bak8bai5ka,bakbaika,bakbaika,bbk,bbk,True
目睭頭,ba̍k-tsiu-thâu,16,ba̍k-chiu-thâu,bak8tsiuthau5,bak8chiuthau5,baktsiuthau,bakchiuthau,btt,bct,True
直排輪,ti̍t-pâi-lián,16,ti̍t-pâi-lián,tit8pai5lian2,tit8pai5lian2,titpailian,titpailian,tpl,tpl,True
真假值,tsin-ké-ta̍t,16,chin-ké-ta̍t,tsinke2tat8,chinke2tat8,tsinketat,chinketat,tkt,ckt,True
眼影盤,gán-iánn-puânn,16,gán-iáⁿ-pôaⁿ,gan2iann2puann5,gan2iann2poann5,ganiannpuann,ganiannpoann,gip,gip,True
眼影筅,gán-iánn-tshíng,16,gán-iáⁿ-chhéng,gan2iann2tshing2,gan2iann2chheng2,ganianntshing,ganiannchheng,git,gic,True
碳跤跡,thuànn-kha-jiah,16,thòaⁿ-kha-jiah,thuann3khajiah,thoann3khajiah,thuannkhajiah,thoannkhajiah,tkj,tkj,True
碳跤跡,thuànn-kha-liah,16,thòaⁿ-kha-liah,thuann3khaliah,thoann3khaliah,thuannkhaliah,thoannkhaliah,tkl,tkl,True
確認框,khak-jīn-khing,16,khak-jīn-kheng,khakjin7khing,khakjin7kheng,khakjinkhing,khakjinkheng,kjk,kjk,True
確認框,khak-līn-khing,16,khak-līn-kheng,khaklin7khing,khaklin7kheng,khaklinkhing,khaklinkheng,klk,klk,True
神波刀,sîn-pho-to,16,sîn-pho-to,sin5photo,sin5photo,sinphoto,sinphoto,spt,spt,True
禽流感,khîm-liû-kám,16,khîm-liû-kám,khim5liu5kam2,khim5liu5kam2,khimliukam,khimliukam,klk,klk,True
禽鳥類,khîm-tsiáu-luī,16,khîm-chiáu-lūi,khim5tsiau2lui7,khim5chiau2lui7,khimtsiaului,khimchiaului,ktl,kcl,True
秋田狗,tshiu-tiân-káu,16,chhiu-tiân-káu,tshiutian5kau2,chhiutian5kau2,tshiutiankau,chhiutiankau,ttk,ctk,True
穆斯林,bo̍k-su-lîm,16,bo̍k-su-lîm,bok8sulim5,bok8sulim5,boksulim,boksulim,bsl,bsl,True
積分賽,tsik-hun-sài,16,chek-hun-sài,tsikhunsai3,chekhunsai3,tsikhunsai,chekhunsai,ths,chs,True
空心球,khang-sim-kiû,16,khang-sim-kiû,khangsimkiu5,khangsimkiu5,khangsimkiu,khangsimkiu,ksk,ksk,True
空心磚,khang-sim-tsng,16,khang-sim-chng,khangsimtsng,khangsimchng,khangsimtsng,khangsimchng,kst,ksc,True
空手道,khang-tshiú-tō,16,khang-chhiú-tō,khangtshiu2to7,khangchhiu2to7,khangtshiuto,khangchhiuto,ktt,kct,True
窯烘麭,iô-hang-pháng,16,iô-hang-pháng,io5hangphang2,io5hangphang2,iohangphang,iohangphang,ihp,ihp,True
米割包,bí-kuah-pau,16,bí-koah-pau,bi2kuahpau,bi2koahpau,bikuahpau,bikoahpau,bkp,bkp,True
米格魯,bí-gū-luh,16,bí-gū-luh,bi2gu7luh,bi2gu7luh,biguluh,biguluh,bgl,bgl,True
粉刺鋏,hún-tshì-giap,16,hún-chhì-giap,hun2tshi3giap,hun2chhi3giap,huntshigiap,hunchhigiap,htg,hcg,True
粉尾筅,hún-bué-tshíng,16,hún-bóe-chhéng,hun2bue2tshing2,hun2boe2chheng2,hunbuetshing,hunboechheng,hbt,hbc,True
粉尾筅,hún-bé-tshíng,16,hún-bé-chhéng,hun2be2tshing2,hun2be2chheng2,hunbetshing,hunbechheng,hbt,hbc,True
粉底液,hún-té-i̍k,16,hún-té-e̍k,hun2te2ik8,hun2te2ek8,hunteik,hunteek,hti,hte,True
粉底筅,hún-tué-tshíng,16,hún-tóe-chhéng,hun2tue2tshing2,hun2toe2chheng2,huntuetshing,huntoechheng,htt,htc,True
粉底筅,hún-té-tshíng,16,hún-té-chhéng,hun2te2tshing2,hun2te2chheng2,huntetshing,huntechheng,htt,htc,True
粉拭仔,hún-tshit-á,16,hún-chhit-á,hun2tshita2,hun2chhita2,huntshita,hunchhita,hta,hca,True
粉撲仔,hún-phok-á,16,hún-phok-á,hun2phoka2,hun2phoka2,hunphoka,hunphoka,hpa,hpa,True
粉紅醬,hún-âng-tsiùnn,16,hún-âng-chiùⁿ,hun2ang5tsiunn3,hun2ang5chiunn3,hunangtsiunn,hunangchiunn,hat,hac,True
粑粑絲,pa-pa-si,16,pa-pa-si,papasi,papasi,papasi,papasi,pps,pps,True
精華帶,tsing-huâ-tuà,16,cheng-hôa-tòa,tsinghua5tua3,chenghoa5toa3,tsinghuatua,chenghoatoa,tht,cht,True
精華液,tsing-huâ-i̍k,16,cheng-hôa-e̍k,tsinghua5ik8,chenghoa5ek8,tsinghuaik,chenghoaek,thi,che,True
糖餡餅,thn̂g-ānn-piánn,16,thn̂g-āⁿ-piáⁿ,thng5ann7piann2,thng5ann7piann2,thngannpiann,thngannpiann,tap,tap,True
紅貴賓,âng-kuì-pin,16,âng-kùi-pin,ang5kui3pin,ang5kui3pin,angkuipin,angkuipin,akp,akp,True
紐結糖,niú-kat-thn̂g,16,niú-kat-thn̂g,niu2katthng5,niu2katthng5,niukatthng,niukatthng,nkt,nkt,True
素顏霜,sòo-gân-song,16,sò͘-gân-song,soo3gan5song,soo3gan5song,soogansong,soogansong,sgs,sgs,True
終端機,tsiong-tuan-ki,16,chiong-toan-ki,tsiongtuanki,chiongtoanki,tsiongtuanki,chiongtoanki,ttk,ctk,True
組合齒,tsoo-ha̍p-khí,16,cho͘-ha̍p-khí,tsoohap8khi2,choohap8khi2,tsoohapkhi,choohapkhi,thk,chk,True
綠奶茶,li̍k-ling-tê,16,le̍k-leng-tê,lik8lingte5,lek8lengte5,liklingte,leklengte,llt,llt,True
綠奶茶,li̍k-ni-tê,16,le̍k-ni-tê,lik8nite5,lek8nite5,liknite,leknite,lnt,lnt,True
網仔瓜,bāng-á-kue,16,bāng-á-koe,bang7a2kue,bang7a2koe,bangakue,bangakoe,bak,bak,True
網仔篩,bāng-á-thai,16,bāng-á-thai,bang7a2thai,bang7a2thai,bangathai,bangathai,bat,bat,True
羅宋湯,lô-sòng-thng,16,lô-sòng-thng,lo5song3thng,lo5song3thng,losongthng,losongthng,lst,lst,True
羅素狗,lô-sòo-káu,16,lô-sò͘-káu,lo5soo3kau2,lo5soo3kau2,losookau,losookau,lsk,lsk,True
羊駱駝,iûnn-lo̍k-tô,16,iûⁿ-lo̍k-tô,iunn5lok8to5,iunn5lok8to5,iunnlokto,iunnlokto,ilt,ilt,True
羌仔虎,kiunn-á-hóo,16,kiuⁿ-á-hó͘,kiunna2hoo2,kiunna2hoo2,kiunnahoo,kiunnahoo,kah,kah,True
美妝卵,bí-tsong-nn̄g,16,bí-chong-nn̄g,bi2tsongnng7,bi2chongnng7,bitsongnng,bichongnng,btn,bcn,True
羽毛球,ú-môo-kiû,16,ú-mô͘-kiû,u2moo5kiu5,u2moo5kiu5,umookiu,umookiu,umk,umk,True
羽絨衫,ú-jiông-sann,16,ú-jiông-saⁿ,u2jiong5sann,u2jiong5sann,ujiongsann,ujiongsann,ujs,ujs,True
羽絨衫,ú-liông-sann,16,ú-liông-saⁿ,u2liong5sann,u2liong5sann,uliongsann,uliongsann,uls,uls,True
翕貼機,hip-tah-ki,16,hip-tah-ki,hiptahki,hiptahki,hiptahki,hiptahki,htk,htk,True
翕隨有,hip-suî-ū,16,hip-sûi-ū,hipsui5u7,hipsui5u7,hipsuiu,hipsuiu,hsu,hsu,True
考古題,khó-kóo-tê,16,khó-kó͘-tê,kho2koo2te5,kho2koo2te5,khokoote,khokoote,kkt,kkt,True
耐力賽,nāi-li̍k-sài,16,nāi-le̍k-sài,nai7lik8sai3,nai7lek8sai3,nailiksai,naileksai,nls,nls,True
耳機空,hī-ki-khang,16,hī-ki-khang,hi7kikhang,hi7kikhang,hikikhang,hikikhang,hkk,hkk,True
耳機空,hīnn-ki-khang,16,hīⁿ-ki-khang,hinn7kikhang,hinn7kikhang,hinnkikhang,hinnkikhang,hkk,hkk,True
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok,lian5hap8kok,lian5hap8kok,lianhapkok,lianhapkok,lhk,lhk,True
肉桂捲,jio̍k-kuì-kńg,16,jio̍k-kùi-kńg,jiok8kui3kng2,jiok8kui3kng2,jiokkuikng,jiokkuikng,jkk,jkk,True
肉桂捲,lio̍k-kuì-kńg,16,lio̍k-kùi-kńg,liok8kui3kng2,liok8kui3kng2,liokkuikng,liokkuikng,lkk,lkk,True
肌少症,ki-tsió-tsìng,16,ki-chió-chèng,kitsio2tsing3,kichio2cheng3,kitsiotsing,kichiocheng,ktt,kcc,True
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k,kinai7lik8,kinai7lek8,kinailik,kinailek,knl,knl,True
肚臍丁,tōo-tsâi-ting,16,tō͘-châi-teng,too7tsai5ting,too7chai5teng,tootsaiting,toochaiteng,ttt,tct,True
肥身症,puî-sin-tsìng,16,pûi-sin-chèng,pui5sintsing3,pui5sincheng3,puisintsing,puisincheng,pst,psc,True
胭脂筆,ian-tsi-pit,16,ian-chi-pit,iantsipit,ianchipit,iantsipit,ianchipit,itp,icp,True
胸坎捒,hing-khám-sak,16,heng-khám-sak,hingkham2sak,hengkham2sak,hingkhamsak,hengkhamsak,hks,hks,True
能耗比,lîng-hònn-pí,16,lêng-hòⁿ-pí,ling5honn3pi2,leng5honn3pi2,linghonnpi,lenghonnpi,lhp,lhp,True
脈衝光,me̍h-tshiong-kng,16,me̍h-chhiong-kng,meh8tshiongkng,meh8chhiongkng,mehtshiongkng,mehchhiongkng,mtk,mck,True
脣線筆,tûn-suànn-pit,16,tûn-sòaⁿ-pit,tun5suann3pit,tun5soann3pit,tunsuannpit,tunsoannpit,tsp,tsp,True
膨獅狗,phòng-sai-káu,16,phòng-sai-káu,phong3saikau2,phong3saikau2,phongsaikau,phongsaikau,psk,psk,True
膨粉筅,phòng-hún-tshíng,16,phòng-hún-chhéng,phong3hun2tshing2,phong3hun2chheng2,phonghuntshing,phonghunchheng,pht,phc,True
膨粉餅,phòng-hún-piánn,16,phòng-hún-piáⁿ,phong3hun2piann2,phong3hun2piann2,phonghunpiann,phonghunpiann,php,php,True
膽固醇,tánn-kòo-sûn,16,táⁿ-kò͘-sûn,tann2koo3sun5,tann2koo3sun5,tannkoosun,tannkoosun,tks,tks,True
自由車,tsū-iû-tshia,16,chū-iû-chhia,tsu7iu5tshia,chu7iu5chhia,tsuiutshia,chuiuchhia,tit,cic,True
自閉症,tsū-pì-tsìng,16,chū-pì-chèng,tsu7pi3tsing3,chu7pi3cheng3,tsupitsing,chupicheng,tpt,cpc,True
臭殕茶,tshàu-phú-tê,16,chhàu-phú-tê,tshau3phu2te5,chhau3phu2te5,tshauphute,chhauphute,tpt,cpt,True
舍利子,sià-lī-tsú,16,sià-lī-chú,sia3li7tsu2,sia3li7chu2,sialitsu,sialichu,slt,slc,True
舒芙蕾,su-hu-lé,16,su-hu-lé,suhule2,suhule2,suhule,suhule,shl,shl,True
芥藍仔,kè-nâ-á,16,kè-nâ-á,ke3na5a2,ke3na5a2,kenaa,kenaa,kna,kna,True
芥藍仔,kè-nê-á,16,kè-nê-á,ke3ne5a2,ke3ne5a2,kenea,kenea,kna,kna,True
芬多精,hun-to-tsing,16,hun-to-cheng,huntotsing,huntocheng,huntotsing,huntocheng,htt,htc,True
茯苓糕,ho̍k-lîng-ko,16,ho̍k-lêng-ko,hok8ling5ko,hok8leng5ko,hoklingko,hoklengko,hlk,hlk,True
茶米卵,tê-bí-nn̄g,16,tê-bí-nn̄g,te5bi2nng7,te5bi2nng7,tebinng,tebinng,tbn,tbn,True
草橄仔,tshó-kan-á,16,chhó-kan-á,tsho2kana2,chho2kana2,tshokana,chhokana,tka,cka,True
草莓醬,tsháu-m̂-tsiùnn,16,chháu-m̂-chiùⁿ,tshau2m5tsiunn3,chhau2m5chiunn3,tshaumtsiunn,chhaumchiunn,tmt,cmc,True
莫德納,moo-té-nah,16,mo͘-té-nah,moote2nah,moote2nah,mootenah,mootenah,mtn,mtn,True
莫斯科,bo̍k-su-kho,16,bo̍k-su-kho,bok8sukho,bok8sukho,boksukho,boksukho,bsk,bsk,True
菇類湯,koo-luī-thng,16,ko͘-lūi-thng,koolui7thng,koolui7thng,kooluithng,kooluithng,klt,klt,True
菇類醬,koo-luī-tsiùnn,16,ko͘-lūi-chiùⁿ,koolui7tsiunn3,koolui7chiunn3,kooluitsiunn,kooluichiunn,klt,klc,True
菇類麵,koo-luī-mī,16,ko͘-lūi-mī,koolui7mi7,koolui7mi7,kooluimi,kooluimi,klm,klm,True
落崎賽,lo̍h-kiā-sài,16,lo̍h-kiā-sài,loh8kia7sai3,loh8kia7sai3,lohkiasai,lohkiasai,lks,lks,True
葉黃素,ia̍p-hông-sòo,16,ia̍p-hông-sò͘,iap8hong5soo3,iap8hong5soo3,iaphongsoo,iaphongsoo,ihs,ihs,True
葡萄牙,phû-tô-gâ,16,phû-tô-gâ,phu5to5ga5,phu5to5ga5,phutoga,phutoga,ptg,ptg,True
蒙古巡,bông-kóo-sûn,16,bông-kó͘-sûn,bong5koo2sun5,bong5koo2sun5,bongkoosun,bongkoosun,bks,bks,True
蓄水池,thiok-tsuí-tî,16,thiok-chúi-tî,thioktsui2ti5,thiokchui2ti5,thioktsuiti,thiokchuiti,ttt,tct,True
蓄水率,thiok-tsuí-lu̍t,16,thiok-chúi-lu̍t,thioktsui2lut8,thiokchui2lut8,thioktsuilut,thiokchuilut,ttl,tcl,True
蓄水量,thiok-tsuí-liōng,16,thiok-chúi-liōng,thioktsui2liong7,thiokchui2liong7,thioktsuiliong,thiokchuiliong,ttl,tcl,True
蓮苞頭,liân-pau-thâu,16,liân-pau-thâu,lian5pauthau5,lian5pauthau5,lianpauthau,lianpauthau,lpt,lpt,True
薄 tshì-sìr,po̍h-tshì-sìr,16,po̍h-chhì-sìr,poh8tshi3sir3,poh8chhi3sir3,pohtshisir,pohchhisir,pts,pcs,True
薄 tshì-sù,po̍h-tshì-sù,16,po̍h-chhì-sù,poh8tshi3su3,poh8chhi3su3,pohtshisu,pohchhisu,pts,pcs,True
薄喙脣,po̍h-tshuì-tûn,16,po̍h-chhùi-tûn,poh8tshui3tun5,poh8chhui3tun5,pohtshuitun,pohchhuitun,ptt,pct,True
薰衫草,hun-sann-tsháu,16,hun-saⁿ-chháu,hunsanntshau2,hunsannchhau2,hunsanntshau,hunsannchhau,hst,hsc,True
蘋果光,phōng-kó-kng,16,phōng-kó-kng,phong7ko2kng,phong7ko2kng,phongkokng,phongkokng,pkk,pkk,True
蘋果派,phōng-kó-phài,16,phōng-kó-phài,phong7ko2phai3,phong7ko2phai3,phongkophai,phongkophai,pkp,pkp,True
蘋果肌,phōng-kó-ki,16,phōng-kó-ki,phong7ko2ki,phong7ko2ki,phongkoki,phongkoki,pkk,pkk,True
處理器,tshú-lí-khì,16,chhú-lí-khì,tshu2li2khi3,chhu2li2khi3,tshulikhi,chhulikhi,tlk,clk,True
蝶仔䘼,ia̍h-á-ńg,16,ia̍h-á-ńg,iah8a2ng2,iah8a2ng2,iahang,iahang,ian,ian,True
蝶仔泅,ia̍h-á-siû,16,ia̍h-á-siû,iah8a2siu5,iah8a2siu5,iahasiu,iahasiu,ias,ias,True
螺螄粉,lê-sai-hún,16,lê-sai-hún,le5saihun2,le5saihun2,lesaihun,lesaihun,lsh,lsh,True
蠓仔電,báng-á-tiān,16,báng-á-tiān,bang2a2tian7,bang2a2tian7,bangatian,bangatian,bat,bat,True
衝鋒銃,tshiong-hong-tshìng,16,chhiong-hong-chhèng,tshionghongtshing3,chhionghongchheng3,tshionghongtshing,chhionghongchheng,tht,chc,True
複合弓,ho̍k-ha̍p-king,16,ho̍k-ha̍p-keng,hok8hap8king,hok8hap8keng,hokhapking,hokhapkeng,hhk,hhk,True
西施狗,se-si-káu,16,se-si-káu,sesikau2,sesikau2,sesikau,sesikau,ssk,ssk,True
西洋棋,se-iûnn-kî,16,se-iûⁿ-kî,seiunn5ki5,seiunn5ki5,seiunnki,seiunnki,sik,sik,True
視神經,sī-sîn-king,16,sī-sîn-keng,si7sin5king,si7sin5keng,sisinking,sisinkeng,ssk,ssk,True
視網膜,sī-bāng-mo̍oh,16,sī-bāng-mo̍͘h,si7bang7mooh8,si7bang7mooh8,sibangmooh,sibangmooh,sbm,sbm,True
解析度,kái-sik-tōo,16,kái-sek-tō͘,kai2siktoo7,kai2sektoo7,kaisiktoo,kaisektoo,kst,kst,True
觸控板,tshiok-khòng-pán,16,chhiok-khòng-pán,tshiokkhong3pan2,chhiokkhong3pan2,tshiokkhongpan,chhiokkhongpan,tkp,ckp,True
觸身球,tshiok-sin-kiû,16,chhiok-sin-kiû,tshioksinkiu5,chhioksinkiu5,tshioksinkiu,chhioksinkiu,tsk,csk,True
訂閱制,tīng-ua̍t-tsè,16,tēng-oa̍t-chè,ting7uat8tse3,teng7oat8che3,tinguattse,tengoatche,tut,toc,True
討論區,thó-lūn-khu,16,thó-lūn-khu,tho2lun7khu,tho2lun7khu,tholunkhu,tholunkhu,tlk,tlk,True
記憶體,kì-ik-thé,16,kì-ek-thé,ki3ikthe2,ki3ekthe2,kiikthe,kiekthe,kit,ket,True
記錄檔,kì-lio̍k-tòng,16,kì-lio̍k-tòng,ki3liok8tong3,ki3liok8tong3,kilioktong,kilioktong,klt,klt,True
記錄檔,kì-lo̍k-tóng,16,kì-lo̍k-tóng,ki3lok8tong2,ki3lok8tong2,kiloktong,kiloktong,klt,klt,True
調味料,tiâu-bī-liāu,16,tiâu-bī-liāu,tiau5bi7liau7,tiau5bi7liau7,tiaubiliau,tiaubiliau,tbl,tbl,True
調理棒,tiâu-lí-pāng,16,tiâu-lí-pāng,tiau5li2pang7,tiau5li2pang7,tiaulipang,tiaulipang,tlp,tlp,True
護手霜,hōo-tshiú-song,16,hō͘-chhiú-song,hoo7tshiu2song,hoo7chhiu2song,hootshiusong,hoochhiusong,hts,hcs,True
護脣膏,hōo-tûn-ko,16,hō͘-tûn-ko,hoo7tun5ko,hoo7tun5ko,hootunko,hootunko,htk,htk,True
讀卡機,tha̍k-khah-ki,16,tha̍k-khah-ki,thak8khahki,thak8khahki,thakkhahki,thakkhahki,tkk,tkk,True
變異株,piàn-ī-tsu,16,piàn-ī-chu,pian3i7tsu,pian3i7chu,pianitsu,pianichu,pit,pic,True
豆腐麵,tāu-hū-mī,16,tāu-hū-mī,tau7hu7mi7,tau7hu7mi7,tauhumi,tauhumi,thm,thm,True
豬流感,ti-liû-kám,16,ti-liû-kám,tiliu5kam2,tiliu5kam2,tiliukam,tiliukam,tlk,tlk,True
豬流感,tu-liû-kám,16,tu-liû-kám,tuliu5kam2,tuliu5kam2,tuliukam,tuliukam,tlk,tlk,True
貴賓狗,kuì-pin-káu,16,kùi-pin-káu,kui3pinkau2,kui3pinkau2,kuipinkau,kuipinkau,kpk,kpk,True
費南雪,huì-lâm-seh,16,hùi-lâm-seh,hui3lam5seh,hui3lam5seh,huilamseh,huilamseh,hls,hls,True
資料庫,tsu-liāu-khòo,16,chu-liāu-khò͘,tsuliau7khoo3,chuliau7khoo3,tsuliaukhoo,chuliaukhoo,tlk,clk,True
賽末點,sài-bua̍t-tiám,16,sài-boa̍t-tiám,sai3buat8tiam2,sai3boat8tiam2,saibuattiam,saiboattiam,sbt,sbt,True
