tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taijit,is_variant
uai-uai-tshua̍h-tshua̍h,歪歪斜斜,12,oai-oai-chhoa̍h-chhoa̍h,uai1uai1tshuah8tshuah8,oai1oai1chhoah8chhoah8,ㄨㄞㄨㄞㄘㄨㄚㆷ̇ㄘㄨㄚㆷ̇,,uaiuaitshuahtshuah,oaioaichhoahchhoah,ㄨㄞㄨㄞㄘㄨㄚㆷㄘㄨㄚㆷ,,uutt,oocc,ㄨㄨㄘㄘ,,True,False
uai-uai-kô-kô,歪歪翱翱,12,oai-oai-kô-kô,uai1uai1ko5ko5,oai1oai1ko5ko5,ㄨㄞㄨㄞㄍㄛˊㄍㄛˊ,,uaiuaikoko,oaioaikoko,ㄨㄞㄨㄞㄍㄛㄍㄛ,,uukk,ookk,ㄨㄨㄍㄍ,,True,False
kui-tshing-kui-bān,歸千歸萬,12,kui-chheng-kui-bān,kui1tshing1kui1ban7,kui1chheng1kui1ban7,ㄍㄨㄧㄑㄧㄥㄍㄨㄧㆠㄢ˫,,kuitshingkuiban,kuichhengkuiban,ㄍㄨㄧㄑㄧㄥㄍㄨㄧㆠㄢ,,ktkb,kckb,ㄍㄑㄍㆠ,,True,True
kui-thua-kui-kô,歸拖歸翱,12,kui-thoa-kui-kô,kui1thua1kui1ko5,kui1thoa1kui1ko5,ㄍㄨㄧㄊㄨㄚㄍㄨㄧㄍㄛˊ,,kuithuakuiko,kuithoakuiko,ㄍㄨㄧㄊㄨㄚㄍㄨㄧㄍㄛ,,ktkk,ktkk,ㄍㄊㄍㄍ,,True,True
kui-kiong-tsiok-tē,歸芎芍地,12,kui-kiong-chiok-tē,kui1kiong1tsiok4te7,kui1kiong1chiok4te7,ㄍㄨㄧㄍㄧㆲㄐㄧㆦㆻㄉㆤ˫,,kuikiongtsiokte,kuikiongchiokte,ㄍㄨㄧㄍㄧㆲㄐㄧㆦㆻㄉㆤ,,kktt,kkct,ㄍㄍㄐㄉ,,True,True
kui-tû-sîng-huat,歸除乘法,12,kui-tû-sêng-hoat,kui1tu5sing5huat4,kui1tu5seng5hoat4,ㄍㄨㄧㄉㄨˊㄒㄧㄥˊㄏㄨㄚㆵ,,kuitusinghuat,kuitusenghoat,ㄍㄨㄧㄉㄨㄒㄧㄥㄏㄨㄚㆵ,,ktsh,ktsh,ㄍㄉㄒㄏ,,True,True
pháinn-kàu-tshut-tshé,歹到出髓,12,pháiⁿ-kàu-chhut-chhé,phainn2kau3tshut4tshe2,phainn2kau3chhut4chhe2,ㄆㆮˋㄍㄠ˪ㄘㄨㆵㄘㆤˋ,,phainnkautshuttshe,phainnkauchhutchhe,ㄆㆮㄍㄠㄘㄨㆵㄘㆤ,,pktt,pkcc,ㄆㄍㄘㄘ,,True,False
pháinn-tshuì-pháinn-phīnn,歹嘴歹鼻,12,pháiⁿ-chhùi-pháiⁿ-phīⁿ,phainn2tshui3phainn2phinn7,phainn2chhui3phainn2phinn7,ㄆㆮˋㄘㄨㄧ˪ㄆㆮˋㄆㆪ˫,,phainntshuiphainnphinn,phainnchhuiphainnphinn,ㄆㆮㄘㄨㄧㄆㆮㄆㆪ,,ptpp,pcpp,ㄆㄘㄆㄆ,,True,True
pháinn-sim-to̍k-hīng,歹心毒行,12,pháiⁿ-sim-to̍k-hēng,phainn2sim1tok8hing7,phainn2sim1tok8heng7,ㄆㆮˋㄒㄧㆬㄉㆦㆻ̇ㄏㄧㄥ˫,,phainnsimtokhing,phainnsimtokheng,ㄆㆮㄒㄧㆬㄉㆦㆻㄏㄧㄥ,,psth,psth,ㄆㄒㄉㄏ,,True,False
pháinn-iû-kāu-tái,歹油厚滓,12,pháiⁿ-iû-kāu-tái,phainn2iu5kau7tai2,phainn2iu5kau7tai2,ㄆㆮˋㄧㄨˊㄍㄠ˫ㄉㄞˋ,,phainniukautai,phainniukautai,ㄆㆮㄧㄨㄍㄠㄉㄞ,,pikt,pikt,ㄆㄧㄍㄉ,,True,False
pháinn-kue-kāu-tsí,歹瓜厚子,12,pháiⁿ-koe-kāu-chí,phainn2kue1kau7tsi2,phainn2koe1kau7chi2,ㄆㆮˋㄍㄨㆤㄍㄠ˫ㄐㄧˋ,,phainnkuekautsi,phainnkoekauchi,ㄆㆮㄍㄨㆤㄍㄠㄐㄧ,,pkkt,pkkc,ㄆㄍㄍㄐ,,True,False
pháinn-sing-lí-bīn,歹生理面,12,pháiⁿ-seng-lí-bīn,phainn2sing1li2bin7,phainn2seng1li2bin7,ㄆㆮˋㄒㄧㄥㄌㄧˋㆠㄧㄣ˫,,phainnsinglibin,phainnsenglibin,ㄆㆮㄒㄧㄥㄌㄧㆠㄧㄣ,,pslb,pslb,ㄆㄒㄌㆠ,,True,False
pháinn-phiah-pháinn-phìnn,歹癖歹片,12,pháiⁿ-phiah-pháiⁿ-phìⁿ,phainn2phiah4phainn2phinn3,phainn2phiah4phainn2phinn3,ㄆㆮˋㄆㄧㄚㆷㄆㆮˋㄆㆪ˪,,phainnphiahphainnphinn,phainnphiahphainnphinn,ㄆㆮㄆㄧㄚㆷㄆㆮㄆㆪ,,pppp,pppp,ㄆㄆㄆㄆ,,True,False
pháinn-hue-kāu-tsí,歹花厚子,12,pháiⁿ-hoe-kāu-chí,phainn2hue1kau7tsi2,phainn2hoe1kau7chi2,ㄆㆮˋㄏㄨㆤㄍㄠ˫ㄐㄧˋ,,phainnhuekautsi,phainnhoekauchi,ㄆㆮㄏㄨㆤㄍㄠㄐㄧ,,phkt,phkc,ㄆㄏㄍㄐ,,True,False
sí-gōo-tse̍h-la̍k,死五絕六,12,sí-gō͘-che̍h-la̍k,si2goo7tseh8lak8,si2goo7cheh8lak8,ㄒㄧˋㆣㆦ˫ㄗㆤㆷ̇ㄌㄚㆻ̇,,sigootsehlak,sigoochehlak,ㄒㄧㆣㆦㄗㆤㆷㄌㄚㆻ,,sgtl,sgcl,ㄒㆣㄗㄌ,,True,False
sí-pak-á-khuì,死北仔氣,12,sí-pak-á-khùi,si2pak4a2khui3,si2pak4a2khui3,ㄒㄧˋㄅㄚㆻㄚˋㄎㄨㄧ˪,,sipakakhui,sipakakhui,ㄒㄧㄅㄚㆻㄚㄎㄨㄧ,,spak,spak,ㄒㄅㄚㄎ,,True,False
sí-gín-á-pa,死囝仔葩,12,sí-gín-á-pa,si2gin2a2pa1,si2gin2a2pa1,ㄒㄧˋㆣㄧㄣˋㄚˋㄅㄚ,,siginapa,siginapa,ㄒㄧㆣㄧㄣㄚㄅㄚ,,sgap,sgap,ㄒㆣㄚㄅ,,True,True
sí-tsē-ua̍h-tsia̍h,死坐活食,12,sí-chē-oa̍h-chia̍h,si2tse7uah8tsiah8,si2che7oah8chiah8,ㄒㄧˋㄗㆤ˫ㄨㄚㆷ̇ㄐㄧㄚㆷ̇,,sitseuahtsiah,sicheoahchiah,ㄒㄧㄗㆤㄨㄚㆷㄐㄧㄚㆷ,,stut,scoc,ㄒㄗㄨㄐ,,True,False
sí-kiánn-tse̍h-sun,死子絕孫,12,sí-kiáⁿ-che̍h-sun,si2kiann2tseh8sun1,si2kiann2cheh8sun1,ㄒㄧˋㄍㄧㆩˋㄗㆤㆷ̇ㄙㄨㄣ,,sikianntsehsun,sikiannchehsun,ㄒㄧㄍㄧㆩㄗㆤㆷㄙㄨㄣ,,skts,skcs,ㄒㄍㄗㄙ,,True,True
sú-iú-û-koo,死有餘辜,12,sú-iú-û-ko͘,su2iu2u5koo1,su2iu2u5koo1,ㄙㄨˋㄧㄨˋㄨˊㄍㆦ,,suiuukoo,suiuukoo,ㄙㄨㄧㄨㄨㄍㆦ,,siuk,siuk,ㄙㄧㄨㄍ,,True,False
sí-he-ho̍k-jiân,死灰復燃,12,sí-he-ho̍k-jiân,si2he1hok8jian5,si2he1hok8jian5,ㄒㄧˋㄏㆤㄏㆦㆻ̇ㆢㄧㄢˊ,,sihehokjian,sihehokjian,ㄒㄧㄏㆤㄏㆦㆻㆢㄧㄢ,,shhj,shhj,ㄒㄏㄏㆢ,,True,False
sí-khah-bîng-khì,死較明氣,12,sí-khah-bêng-khì,si2khah4bing5khi3,si2khah4beng5khi3,ㄒㄧˋㄎㄚㆷㆠㄧㄥˊㄎㄧ˪,,sikhahbingkhi,sikhahbengkhi,ㄒㄧㄎㄚㆷㆠㄧㄥㄎㄧ,,skbk,skbk,ㄒㄎㆠㄎ,,True,False
un,殷,12,un,un1,un1,ㄨㄣ,,un,un,ㄨㄣ,,,,,,True,False
un-un-khûn-khûn,殷殷勤勤,12,un-un-khûn-khûn,un1un1khun5khun5,un1un1khun5khun5,ㄨㄣㄨㄣㄎㄨㄣˊㄎㄨㄣˊ,,ununkhunkhun,ununkhunkhun,ㄨㄣㄨㄣㄎㄨㄣㄎㄨㄣ,,uukk,uukk,ㄨㄨㄎㄎ,,True,False
sat-put-sú-kuí,殺不死鬼,12,sat-put-sú-kúi,sat4put4su2kui2,sat4put4su2kui2,ㄙㄚㆵㄅㄨㆵㄙㄨˋㄍㄨㄧˋ,,satputsukui,satputsukui,ㄙㄚㆵㄅㄨㆵㄙㄨㄍㄨㄧ,,spsk,spsk,ㄙㄅㄙㄍ,,True,False
sat-sin-tshú-gī,殺身取義,12,sat-sin-chhú-gī,sat4sin1tshu2gi7,sat4sin1chhu2gi7,ㄙㄚㆵㄒㄧㄣㄘㄨˋㆣㄧ˫,,satsintshugi,satsinchhugi,ㄙㄚㆵㄒㄧㄣㄘㄨㆣㄧ,,sstg,sscg,ㄙㄒㄘㆣ,,True,False
pí-siōng-put-tsiok,比上不足,12,pí-siōng-put-chiok,pi2siong7put4tsiok4,pi2siong7put4chiok4,ㄅㄧˋㄒㄧㆲ˫ㄅㄨㆵㄐㄧㆦㆻ,,pisiongputtsiok,pisiongputchiok,ㄅㄧㄒㄧㆲㄅㄨㆵㄐㄧㆦㆻ,,pspt,pspc,ㄅㄒㄅㄐ,,True,False
pí-kha-tāng-tshiú,比腳動手,12,pí-kha-tāng-chhiú,pi2kha1tang7tshiu2,pi2kha1tang7chhiu2,ㄅㄧˋㄎㄚㄉㄤ˫ㄑㄧㄨˋ,,pikhatangtshiu,pikhatangchhiu,ㄅㄧㄎㄚㄉㄤㄑㄧㄨ,,pktt,pktc,ㄅㄎㄉㄑ,,True,True
pí-kha-pí-tshiú,比腳比手,12,pí-kha-pí-chhiú,pi2kha1pi2tshiu2,pi2kha1pi2chhiu2,ㄅㄧˋㄎㄚㄅㄧˋㄑㄧㄨˋ,,pikhapitshiu,pikhapichhiu,ㄅㄧㄎㄚㄅㄧㄑㄧㄨ,,pkpt,pkpc,ㄅㄎㄅㄑ,,True,True
pí-tn̂g-lūn-té,比長論短,12,pí-tn̂g-lūn-té,pi2tng5lun7te2,pi2tng5lun7te2,ㄅㄧˋㄉㆭˊㄌㄨㄣ˫ㄉㆤˋ,,pitnglunte,pitnglunte,ㄅㄧㄉㆭㄌㄨㄣㄉㆤ,,ptlt,ptlt,ㄅㄉㄌㄉ,,True,False
môo-koo-ah-tsióng,毛菇鴨掌,12,mô͘-ko͘-ah-chióng,moo5koo1ah4tsiong2,moo5koo1ah4chiong2,ㄇㆦˊㄍㆦㄚㆷㄐㄧㆲˋ,,mookooahtsiong,mookooahchiong,ㄇㆦㄍㆦㄚㆷㄐㄧㆲ,,mkat,mkac,ㄇㄍㄚㄐ,,True,False
bîn-tsìng-tiúnn-kuann,民政長官,12,bîn-chèng-tiúⁿ-koaⁿ,bin5tsing3tiunn2kuann1,bin5cheng3tiunn2koann1,ㆠㄧㄣˊㄐㄧㄥ˪ㄉㄧㆫˋㄍㄨㆩ,,bintsingtiunnkuann,binchengtiunnkoann,ㆠㄧㄣㄐㄧㄥㄉㄧㆫㄍㄨㆩ,,bttk,bctk,ㆠㄐㄉㄍ,,True,False
khì--tsi̍t-ē,氣--一下,12,khì--chi̍t-ē,khi3tsit8e7,khi3chit8e7,ㄎㄧ˪ㄐㄧㆵ̇ㆤ˫,,khitsite,khichite,ㄎㄧㄐㄧㆵㆤ,,kte,kce,ㄎㄐㆤ,,True,False
khì-kńg-sin-iām,氣管新炎,12,khì-kńg-sin-iām,khi3kng2sin1iam7,khi3kng2sin1iam7,ㄎㄧ˪ㄍㆭˋㄒㄧㄣㄧㆰ˫,,khikngsiniam,khikngsiniam,ㄎㄧㄍㆭㄒㄧㄣㄧㆰ,,kksi,kksi,ㄎㄍㄒㄧ,,True,False
khì-tn̂g-khì-tōo,氣腸氣肚,12,khì-tn̂g-khì-tō͘,khi3tng5khi3too7,khi3tng5khi3too7,ㄎㄧ˪ㄉㆭˊㄎㄧ˪ㄉㆦ˫,,khitngkhitoo,khitngkhitoo,ㄎㄧㄉㆭㄎㄧㄉㆦ,,ktkt,ktkt,ㄎㄉㄎㄉ,,True,False
tsuí-siōng-kíng-tshat,水上警察,12,chúi-siōng-kéng-chhat,tsui2siong7king2tshat4,chui2siong7keng2chhat4,ㄗㄨㄧˋㄒㄧㆲ˫ㄍㄧㄥˋㄘㄚㆵ,,tsuisiongkingtshat,chuisiongkengchhat,ㄗㄨㄧㄒㄧㆲㄍㄧㄥㄘㄚㆵ,,tskt,cskc,ㄗㄒㄍㄘ,,True,False
tsuí-sian-tsun-ông,水仙尊王,12,chúi-sian-chun-ông,tsui2sian1tsun1ong5,chui2sian1chun1ong5,ㄗㄨㄧˋㄒㄧㄢㄗㄨㄣㆲˊ,,tsuisiantsunong,chuisianchunong,ㄗㄨㄧㄒㄧㄢㄗㄨㄣㆲ,,tsto,csco,ㄗㄒㄗㆲ,,True,False
tsuí-sian-hue-tsháu,水仙花草,12,chúi-sian-hoe-chháu,tsui2sian1hue1tshau2,chui2sian1hoe1chhau2,ㄗㄨㄧˋㄒㄧㄢㄏㄨㆤㄘㄠˋ,,tsuisianhuetshau,chuisianhoechhau,ㄗㄨㄧㄒㄧㄢㄏㄨㆤㄘㄠ,,tsht,cshc,ㄗㄒㄏㄘ,,True,False
tsuí-su-thê-tok,水師提督,12,chúi-su-thê-tok,tsui2su1the5tok4,chui2su1the5tok4,ㄗㄨㄧˋㄙㄨㄊㆤˊㄉㆦㆻ,,tsuisuthetok,chuisuthetok,ㄗㄨㄧㄙㄨㄊㆤㄉㆦㆻ,,tstt,cstt,ㄗㄙㄊㄉ,,True,False
tsuí-su-thóng-líng,水師統領,12,chúi-su-thóng-léng,tsui2su1thong2ling2,chui2su1thong2leng2,ㄗㄨㄧˋㄙㄨㄊㆲˋㄌㄧㄥˋ,,tsuisuthongling,chuisuthongleng,ㄗㄨㄧㄙㄨㄊㆲㄌㄧㄥ,,tstl,cstl,ㄗㄙㄊㄌ,,True,True
tsuí-su-tsóng-thóng,水師總統,12,chúi-su-chóng-thóng,tsui2su1tsong2thong2,chui2su1chong2thong2,ㄗㄨㄧˋㄙㄨㄗㆲˋㄊㆲˋ,,tsuisutsongthong,chuisuchongthong,ㄗㄨㄧㄙㄨㄗㆲㄊㆲ,,tstt,csct,ㄗㄙㄗㄊ,,True,True
tsuí-tsinn-ba̍k-kiànn,水晶目鏡,12,chúi-chiⁿ-ba̍k-kiàⁿ,tsui2tsinn1bak8kiann3,chui2chinn1bak8kiann3,ㄗㄨㄧˋㄐㆪㆠㄚㆻ̇ㄍㄧㆩ˪,,tsuitsinnbakkiann,chuichinnbakkiann,ㄗㄨㄧㄐㆪㆠㄚㆻㄍㄧㆩ,,ttbk,ccbk,ㄗㄐㆠㄍ,,True,False
tsuí-tsinn-âng-bō,水晶紅帽,12,chúi-chiⁿ-âng-bō,tsui2tsinn1ang5bo7,chui2chinn1ang5bo7,ㄗㄨㄧˋㄐㆪㄤˊㆠㄛ˫,,tsuitsinnangbo,chuichinnangbo,ㄗㄨㄧㄐㆪㄤㆠㄛ,,ttab,ccab,ㄗㄐㄤㆠ,,True,False
tsuí-lâu-phuà-pòo,水流破布,12,chúi-lâu-phòa-pò͘,tsui2lau5phua3poo3,chui2lau5phoa3poo3,ㄗㄨㄧˋㄌㄠˊㄆㄨㄚ˪ㄅㆦ˪,,tsuilauphuapoo,chuilauphoapoo,ㄗㄨㄧㄌㄠㄆㄨㄚㄅㆦ,,tlpp,clpp,ㄗㄌㄆㄅ,,True,True
tsuí-tsin-hî-hiān,水清魚現,12,chúi-chin-hî-hiān,tsui2tsin1hi5hian7,chui2chin1hi5hian7,ㄗㄨㄧˋㄐㄧㄣㄏㄧˊㄏㄧㄢ˫,,tsuitsinhihian,chuichinhihian,ㄗㄨㄧㄐㄧㄣㄏㄧㄏㄧㄢ,,tthh,cchh,ㄗㄐㄏㄏ,,True,False
tsuí-ting-sim-tsháu,水燈心草,12,chúi-teng-sim-chháu,tsui2ting1sim1tshau2,chui2teng1sim1chhau2,ㄗㄨㄧˋㄉㄧㄥㄒㄧㆬㄘㄠˋ,,tsuitingsimtshau,chuitengsimchhau,ㄗㄨㄧㄉㄧㄥㄒㄧㆬㄘㄠ,,ttst,ctsc,ㄗㄉㄒㄘ,,True,False
tsuí-luê-piah-tsháu,水犁壁草,12,chúi-lôe-piah-chháu,tsui2lue5piah4tshau2,chui2loe5piah4chhau2,ㄗㄨㄧˋㄌㄨㆤˊㄅㄧㄚㆷㄘㄠˋ,,tsuiluepiahtshau,chuiloepiahchhau,ㄗㄨㄧㄌㄨㆤㄅㄧㄚㆷㄘㄠ,,tlpt,clpc,ㄗㄌㄅㄘ,,True,False
tsuí-âng-kim-tsînn,水紅金錢,12,chúi-âng-kim-chîⁿ,tsui2ang5kim1tsinn5,chui2ang5kim1chinn5,ㄗㄨㄧˋㄤˊㄍㄧㆬㄐㆪˊ,,tsuiangkimtsinn,chuiangkimchinn,ㄗㄨㄧㄤㄍㄧㆬㄐㆪ,,takt,cakc,ㄗㄤㄍㄐ,,True,False
tsuí-âng-kut-tsuâ,水紅骨蛇,12,chúi-âng-kut-chôa,tsui2ang5kut4tsua5,chui2ang5kut4choa5,ㄗㄨㄧˋㄤˊㄍㄨㆵㄗㄨㄚˊ,,tsuiangkuttsua,chuiangkutchoa,ㄗㄨㄧㄤㄍㄨㆵㄗㄨㄚ,,takt,cakc,ㄗㄤㄍㄗ,,True,False
tsuí-lo̍k-tsio̍h-tshut,水落石出,12,chúi-lo̍k-chio̍h-chhut,tsui2lok8tsioh8tshut4,chui2lok8chioh8chhut4,ㄗㄨㄧˋㄌㆦㆻ̇ㄐㄧㄛㆷ̇ㄘㄨㆵ,,tsuiloktsiohtshut,chuilokchiohchhut,ㄗㄨㄧㄌㆦㆻㄐㄧㄛㆷㄘㄨㆵ,,tltt,clcc,ㄗㄌㄐㄘ,,True,False
suí-kue-á-siû,水蛙仔泅,12,súi-koe-á-siû,sui2kue1a2siu5,sui2koe1a2siu5,ㄙㄨㄧˋㄍㄨㆤㄚˋㄒㄧㄨˊ,,suikueasiu,suikoeasiu,ㄙㄨㄧㄍㄨㆤㄚㄒㄧㄨ,,skas,skas,ㄙㄍㄚㄒ,,True,False
tsuí-ti-bú-lin,水豬母奶,12,chúi-ti-bú-lin,tsui2ti1bu2lin1,chui2ti1bu2lin1,ㄗㄨㄧˋㄉㄧㆠㄨˋㄌㄧㄣ,,tsuitibulin,chuitibulin,ㄗㄨㄧㄉㄧㆠㄨㄌㄧㄣ,,ttbl,ctbl,ㄗㄉㆠㄌ,,True,True
tsuí-piàn-tuē-gím,水遍地錦,12,chúi-piàn-tōe-gím,tsui2pian3tue7gim2,chui2pian3toe7gim2,ㄗㄨㄧˋㄅㄧㄢ˪ㄉㄨㆤ˫ㆣㄧㆬˋ,,tsuipiantuegim,chuipiantoegim,ㄗㄨㄧㄅㄧㄢㄉㄨㆤㆣㄧㆬ,,tptg,cptg,ㄗㄅㄉㆣ,,True,False
tsuí-bīn-pó-hiám,水面保險,12,chúi-bīn-pó-hiám,tsui2bin7po2hiam2,chui2bin7po2hiam2,ㄗㄨㄧˋㆠㄧㄣ˫ㄅㄛˋㄏㄧㆰˋ,,tsuibinpohiam,chuibinpohiam,ㄗㄨㄧㆠㄧㄣㄅㄛㄏㄧㆰ,,tbph,cbph,ㄗㆠㄅㄏ,,True,False
íng-thuè-king-jī,永退耕字,12,éng-thòe-keng-jī,ing2thue3king1ji7,eng2thoe3keng1ji7,ㄧㄥˋㄊㄨㆤ˪ㄍㄧㄥㆢㄧ˫,,ingthuekingji,engthoekengji,ㄧㄥㄊㄨㆤㄍㄧㄥㆢㄧ,,itkj,etkj,ㄧㄊㄍㆢ,,True,False
kiû-thinn-pài-tē,求天拜地,12,kiû-thiⁿ-pài-tē,kiu5thinn1pai3te7,kiu5thinn1pai3te7,ㄍㄧㄨˊㄊㆪㄅㄞ˪ㄉㆤ˫,,kiuthinnpaite,kiuthinnpaite,ㄍㄧㄨㄊㆪㄅㄞㄉㆤ,,ktpt,ktpt,ㄍㄊㄅㄉ,,True,False
kiû-kiû-kha̍p-kha̍p,求求磕磕,12,kiû-kiû-kha̍p-kha̍p,kiu5kiu5khap8khap8,kiu5kiu5khap8khap8,ㄍㄧㄨˊㄍㄧㄨˊㄎㄚㆴ̇ㄎㄚㆴ̇,,kiukiukhapkhap,kiukiukhapkhap,ㄍㄧㄨㄍㄧㄨㄎㄚㆴㄎㄚㆴ,,kkkk,kkkk,ㄍㄍㄎㄎ,,True,False
thuah-ko-á-hún,汏糕仔粉,12,thoah-ko-á-hún,thuah4ko1a2hun2,thoah4ko1a2hun2,ㄊㄨㄚㆷㄍㄛㄚˋㄏㄨㄣˋ,,thuahkoahun,thoahkoahun,ㄊㄨㄚㆷㄍㄛㄚㄏㄨㄣ,,tkah,tkah,ㄊㄍㄚㄏ,,True,False
kuānn-lâu-tsiap-tih,汗流汁滴,12,kōaⁿ-lâu-chiap-tih,kuann7lau5tsiap4tih4,koann7lau5chiap4tih4,ㄍㄨㆩ˫ㄌㄠˊㄐㄧㄚㆴㄉㄧㆷ,,kuannlautsiaptih,koannlauchiaptih,ㄍㄨㆩㄌㄠㄐㄧㄚㆴㄉㄧㆷ,,kltt,klct,ㄍㄌㄐㄉ,,True,False
hān-giû-tshiong-tòng,汗牛充棟,12,hān-giû-chhiong-tòng,han7giu5tshiong1tong3,han7giu5chhiong1tong3,ㄏㄢ˫ㆣㄧㄨˊㄑㄧㆲㄉㆲ˪,,hangiutshiongtong,hangiuchhiongtong,ㄏㄢㆣㄧㄨㄑㄧㆲㄉㆲ,,hgtt,hgct,ㄏㆣㄑㄉ,,True,False
kang-lâm-kim-hōng,江南金鳳,12,kang-lâm-kim-hōng,kang1lam5kim1hong7,kang1lam5kim1hong7,ㄍㄤㄌㆰˊㄍㄧㆬㄏㆲ˫,,kanglamkimhong,kanglamkimhong,ㄍㄤㄌㆰㄍㄧㆬㄏㆲ,,klkh,klkh,ㄍㄌㄍㄏ,,True,False
tî-tshian-suè-iâ,池千歲爺,12,tî-chhian-sòe-iâ,ti5tshian1sue3ia5,ti5chhian1soe3ia5,ㄉㄧˊㄑㄧㄢㄙㄨㆤ˪ㄧㄚˊ,,titshiansueia,tichhiansoeia,ㄉㄧㄑㄧㄢㄙㄨㆤㄧㄚ,,ttsi,tcsi,ㄉㄑㄙㄧ,,True,False
tî-thâu-hu-jîn,池頭夫人,12,tî-thâu-hu-jîn,ti5thau5hu1jin5,ti5thau5hu1jin5,ㄉㄧˊㄊㄠˊㄏㄨㆢㄧㄣˊ,,tithauhujin,tithauhujin,ㄉㄧㄊㄠㄏㄨㆢㄧㄣ,,tthj,tthj,ㄉㄊㄏㆢ,,True,False
tiâm--lo̍h-khì,沈落去,12,tiâm--lo̍h-khì,tiam5loh8khi3,tiam5loh8khi3,ㄉㄧㆰˊㄌㄛㆷ̇ㄎㄧ˪,,tiamlohkhi,tiamlohkhi,ㄉㄧㆰㄌㄛㆷㄎㄧ,,tlk,tlk,ㄉㄌㄎ,,True,False
tîm--lo̍h-khì,沈落去,12,tîm--lo̍h-khì,tim5loh8khi3,tim5loh8khi3,ㄉㄧㆬˊㄌㄛㆷ̇ㄎㄧ˪,,timlohkhi,timlohkhi,ㄉㄧㆬㄌㄛㆷㄎㄧ,,tlk,tlk,ㄉㄌㄎ,,True,False
buē-liáu-buē-tsīn,沒了沒盡,12,bōe-liáu-bōe-chīn,bue7liau2bue7tsin7,boe7liau2boe7chin7,ㆠㄨㆤ˫ㄌㄧㄠˋㆠㄨㆤ˫ㄐㄧㄣ˫,,bueliaubuetsin,boeliauboechin,ㆠㄨㆤㄌㄧㄠㆠㄨㆤㄐㄧㄣ,,blbt,blbc,ㆠㄌㆠㄐ,,True,False
buē-sái--tit,沒使得,12,bōe-sái--tit,bue7sai2tit4,boe7sai2tit4,ㆠㄨㆤ˫ㄙㄞˋㄉㄧㆵ,,buesaitit,boesaitit,ㆠㄨㆤㄙㄞㄉㄧㆵ,,bst,bst,ㆠㄙㄉ,,True,False
buē-sìn--tit,沒信得,12,bōe-sìn--tit,bue7sin3tit4,boe7sin3tit4,ㆠㄨㆤ˫ㄒㄧㄣ˪ㄉㄧㆵ,,buesintit,boesintit,ㆠㄨㆤㄒㄧㄣㄉㄧㆵ,,bst,bst,ㆠㄒㄉ,,True,False
buē-tsuè--tit,沒做得,12,bōe-chòe--tit,bue7tsue3tit4,boe7choe3tit4,ㆠㄨㆤ˫ㄗㄨㆤ˪ㄉㄧㆵ,,buetsuetit,boechoetit,ㆠㄨㆤㄗㄨㆤㄉㄧㆵ,,btt,bct,ㆠㄗㄉ,,True,False
buē-khat--tit,沒克得,12,bōe-khat--tit,bue7khat4tit4,boe7khat4tit4,ㆠㄨㆤ˫ㄎㄚㆵㄉㄧㆵ,,buekhattit,boekhattit,ㆠㄨㆤㄎㄚㆵㄉㄧㆵ,,bkt,bkt,ㆠㄎㄉ,,True,False
buē-kham--tit,沒堪得,12,bōe-kham--tit,bue7kham1tit4,boe7kham1tit4,ㆠㄨㆤ˫ㄎㆰㄉㄧㆵ,,buekhamtit,boekhamtit,ㆠㄨㆤㄎㆰㄉㄧㆵ,,bkt,bkt,ㆠㄎㄉ,,True,False
buē-kuài--tit,沒怪得,12,bōe-koài--tit,bue7kuai3tit4,boe7koai3tit4,ㆠㄨㆤ˫ㄍㄨㄞ˪ㄉㄧㆵ,,buekuaitit,boekoaitit,ㆠㄨㆤㄍㄨㄞㄉㄧㆵ,,bkt,bkt,ㆠㄍㄉ,,True,False
buē-hiáu-thang-sue,沒曉可衰,12,bōe-hiáu-thang-soe,bue7hiau2thang1sue1,boe7hiau2thang1soe1,ㆠㄨㆤ˫ㄏㄧㄠˋㄊㄤㄙㄨㆤ,,buehiauthangsue,boehiauthangsoe,ㆠㄨㆤㄏㄧㄠㄊㄤㄙㄨㆤ,,bhts,bhts,ㆠㄏㄊㄙ,,True,False
buē-tio̍h--teh,沒著得,12,bōe-tio̍h--teh,bue7tioh8teh4,boe7tioh8teh4,ㆠㄨㆤ˫ㄉㄧㄛㆷ̇ㄉㆤㆷ,,buetiohteh,boetiohteh,ㆠㄨㆤㄉㄧㄛㆷㄉㆤㆷ,,btt,btt,ㆠㄉㄉ,,True,False
buē-kiânn--tit,沒行得,12,bōe-kiâⁿ--tit,bue7kiann5tit4,boe7kiann5tit4,ㆠㄨㆤ˫ㄍㄧㆩˊㄉㄧㆵ,,buekianntit,boekianntit,ㆠㄨㆤㄍㄧㆩㄉㄧㆵ,,bkt,bkt,ㆠㄍㄉ,,True,False
buē-jīn--tit,沒認得,12,bōe-jīn--tit,bue7jin7tit4,boe7jin7tit4,ㆠㄨㆤ˫ㆢㄧㄣ˫ㄉㄧㆵ,,buejintit,boejintit,ㆠㄨㆤㆢㄧㄣㄉㄧㆵ,,bjt,bjt,ㆠㆢㄉ,,True,False
