"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"65666","tûi-píⁿ","","tui5-pinn2","","搥扁","phah hō͘伊扁去。","","tuî-pínn","","tui5-pinn2","","搥扁","phah hōo伊扁去。","","B0379",""
"65667","tûi-pò͘","","tui5-poo3","","搥布","用搗衣板phah布。","","tuî-pòo","","tui5-poo3","","搥布","用搗衣板phah布。","","B0380",""
"65668","tûi-saⁿ","","tui5-sann","","搥衫","洗衫ê時用槌衫。","","tuî-sann","","tui5-sann","","搥衫","洗衫ê時用槌衫。","","B0375",""
"65669","tûi-sí","","tui5-si2","","搥死","phah死。","","tuî-sí","","tui5-si2","","搥死","phah死。","","B0376",""
"65670","tūi","","tui7","","墜","(1)垂落。
(2)hō͘重量平均。
(3)沈重。","(1)~落來；~繩。
(2)~hō͘伊平重；船tio̍h載砂~肚重才會用得。
(3)~仔；鉛~；網~。","tuī","","tui7","","墜","(1)垂落。
(2)hōo重量平均。
(3)沈重。","(1)~落來；~繩。
(2)~hōo伊平重；船tio̍h載砂~肚重才會用得。
(3)~仔；鉛~；網~。","B0373",""
"65671","tūi","","tui7","","兌","兌換。","~換；金~銀＝將金換銀；~金＝換金。","tuī","","tui7","","兌","兌換。","~換；金~銀＝將金換銀；~金＝換金。","B0373",""
"65672","tūi","","tui7","","隊","成群。","~伍；排~伍；一 ~兵。","tuī","","tui7","","隊","成群。","~伍；排~伍；一 ~兵。","B0373",""
"65673","tūi-cheng","","tui7-cheng","","墜精","(病)淋病。","","tuī-tsing","","tui7-tsing","","墜精","(病)淋病。","","B0377",""
"65674","tūi-chî","thūi-chî","tui7-chi5","thui7-chi5","墜chî","面ê下頦(ē-hoâi)胖大。","","tuī-tsî","thuī-tsî","tui7-tsi5","thui7-tsi5","墜tsî","面ê下頦(ē-huâi)胖大。","","B0377/B0377",""
"65675","tūi-chîn","","tui7-chin5","","墜繩","木匠用來量垂直ê繩。","","tuī-tsîn","","tui7-tsin5","","墜繩","木匠用來量垂直ê繩。","","B0377",""
"65676","tūi-gûn","tūi-gîn(漳)","tui7-gun5","tui7-gin5(漳)","兌銀","換錢。","","tuī-gûn","tuī-gîn(漳)","tui7-gun5","tui7-gin5(漳)","兌銀","換錢。","","B0375/B0375",""
"65677","tūi-khì","","tui7-khi3","","墜氣","腳等有病腫起來。","","tuī-khì","","tui7-khi3","","墜氣","腳等有病腫起來。","","B0375",""
"65678","tūi-kim-tiâu","","tui7-kim-tiau5","","兌金條","用金條換錢。","","tuī-kim-tiâu","","tui7-kim-tiau5","","兌金條","用金條換錢。","","B0375",""
"65679","tūi-koaⁿ","","tui7-koann","","隊官","隊長，分隊長。","","tuī-kuann","","tui7-kuann","","隊官","隊長，分隊長。","","B0375",""
"65680","tūi-lo̍h","","tui7-loh8","","倕落","墜落來。","~--~--來。","tuī-lo̍h","","tui7-loh8","","倕落","墜落來。","~--~--來。","B0380",""
"65681","tūi-ngó͘","","tui7-ngoo2","","隊伍","行列。","~~整齊。","tuī-ngóo","","tui7-ngoo2","","隊伍","行列。","~~整齊。","B0375",""
"65682","tūi-ōaⁿ","","tui7-oann7","","兌換","換錢。","","tuī-uānn","","tui7-uann7","","兌換","換錢。","","B0374",""
"65683","tūi-pîⁿ","tūi-pêⁿ(漳)","tui7-pinn5","tui7-penn5(漳)","墜平","平均秤頭；chhòng hō͘伊平重。","","tuī-pînn","tuī-pênn(漳)","tui7-pinn5","tui7-penn5(漳)","墜平","平均秤頭；tshòng hōo伊平重。","","B0379/B0379",""
"65684","tūi-tāng","","tui7-tang7","","墜重","(1)平均重量。
(2)墜落來ê重量。","(1)縛石頭來~~。
(2)銅錢真~~。","tuī-tāng","","tui7-tang7","","墜重","(1)平均重量。
(2)墜落來ê重量。","(1)縛石頭來~~。
(2)銅錢真~~。","B0376",""
"65685","tūi-thai","","tui7-thai","","倕胎","(1)流產。
(2)除掉胎兒。","(2)~~ê藥。","tuī-thai","","tui7-thai","","倕胎","(1)流產。
(2)除掉胎兒。","(2)~~ê藥。","B0376",""
"65686","tūi-tiúⁿ","","tui7-tiunn2","","隊長","隊ê長官。","","tuī-tiúnn","","tui7-tiunn2","","隊長","隊ê長官。","","B0377",""
"65687","tūi-tiông","","tui7-tiong5","","倕腸","(病)[疝氣(華語)]。","","tuī-tiông","","tui7-tiong5","","倕腸","(病)[疝氣(華語)]。","","B0378",""
"65688","tūi-tō","","tui7-to7","","隧道","pōng孔。","","tuī-tō","","tui7-to7","","隧道","pōng孔。","","B0378",""
"65689","tui-bō͘","","tui-boo7","","追慕","(文)","","tui-bōo","","tui-boo7","","追慕","(文)","","B0379",""
"65690","tui-chek","","tui-chek","","堆積","(文)積聚。","~~如山。","tui-tsik","","tui-tsik","","堆積","(文)積聚。","~~如山。","B0377",""
"65691","tui-chha̍t","","tui-chhat8","","追賊","追jiok盜賊。","","tui-tsha̍t","","tui-tshat8","","追賊","追jiok盜賊。","","B0376",""
"65692","tui-chháu","","tui-chhau2","","堆草","kā草堆積起來。","","tui-tsháu","","tui-tshau2","","堆草","kā草堆積起來。","","B0375",""
"65693","tui-cho͘","","tui-choo","","追租","催繳租穀。","","tui-tsoo","","tui-tsoo","","追租","催繳租穀。","","B0376",""
"65694","tui-ek","","tui-ek","","追憶","(文)追思懷念。","","tui-ik","","tui-ik","","追憶","(文)追思懷念。","","B0374",""
"65695","tui-hè","tui-hòe(漳)/tui-hò̤(泉)","tui-he3","tui-hoe3(漳)/tui-hor3(泉)","追貨","催貨；jiok貨。","","tui-hè","tui-huè(漳)/tui-hèr(泉)","tui-he3","tui-hue3(漳)/tui-her3(泉)","追貨","催貨；jiok貨。","","B0379/B0379/B0379",""
"65696","tui-hêng","","tui-heng5","","追還","kā賊物追tńg來還失主。","~~原主。","tui-hîng","","tui-hing5","","追還","kā賊物追tńg來還失主。","~~原主。","B0379",""
"65697","tui-hoâi","","tui-hoai5","","追懷","(文)追思懷念。","","tui-huâi","","tui-huai5","","追懷","(文)追思懷念。","","B0379",""
"65698","tui-hong","","tui-hong","","追封","追贈。","","tui-hong","","tui-hong","","追封","追贈。","","B0379",""
"65699","tui-jip","tui-jek(漳)","tui-jip","tui-jek(漳)","追jip","追蹤。","","tui-jip","tui-jik(漳)","tui-jip","tui-jik(漳)","追jip","追蹤。","","B0376/B0376",""
"65700","tui-ka","","tui-ka","","追加","(日)","","tui-ka","","tui-ka","","追加","(日)","","B0374",""
"65701","tui-kàu","","tui-kau3","","追到","jiok-tio̍h，追及。","","tui-kàu","","tui-kau3","","追到","jiok-tio̍h，追及。","","B0374",""
"65702","tui-kek","","tui-kek","","追擊","(日)","","tui-kik","","tui-kik","","追擊","(日)","","B0375",""
"65703","tui-khé","","tui-khe2","","追啟","(文)追加文ê啟。","","tui-khé","","tui-khe2","","追啟","(文)追加文ê啟。","","B0375",""
"65704","tui-kim chek-gio̍k","","tui-kim chek-giok8","","堆金積玉","(文)堆積金錢珠玉。","","tui-kim tsik-gio̍k","","tui-kim tsik-giok8","","堆金積玉","(文)堆積金錢珠玉。","","B0375",""
"65705","tui-kiù","","tui-kiu3","","追究","(文)","","tui-kiù","","tui-kiu3","","追究","(文)","","B0375",""
"65706","tui-kóaⁿ","","tui-koann2","","追趕","催逼。","若無隨時~~就掠bē-tio̍h。","tui-kuánn","","tui-kuann2","","追趕","催逼。","若無隨時~~就掠bē-tio̍h。","B0375",""
"65707","tui-kun","","tui-kun","","追軍","追兵。","","tui-kun","","tui-kun","","追軍","追兵。","","B0375",""
"65708","tui-lâng","","tui-lang5","","追人","jiok人。","","tui-lâng","","tui-lang5","","追人","jiok人。","","B0380",""
"65709","tui-lia̍h","","tui-liah8","","追掠","追捕(pō͘)。","","tui-lia̍h","","tui-liah8","","追掠","追捕(pōo)。","","B0380",""
"65710","tui-liām","","tui-liam7","","追念","(文)追思。","","tui-liām","","tui-liam7","","追念","(文)追思。","","B0380",""
"65711","tui-peng","","tui-peng","","追兵","追jiok ê兵。","","tui-ping","","tui-ping","","追兵","追jiok ê兵。","","B0379",""
"65712","tui-sek","","tui-sek","","追惜","(文)","","tui-sik","","tui-sik","","追惜","(文)","","B0376",""
"65713","tui-sióng","","tui-siong2","","追想","(文)","","tui-sióng","","tui-siong2","","追想","(文)","","B0376",""
"65714","tui-siu","","tui-siu","","追收","催逼徵收。","","tui-siu","","tui-siu","","追收","催逼徵收。","","B0376",""
"65715","tui-siúⁿ","","tui-siunn2","","追賞","追補獎賞。","","tui-siúnn","","tui-siunn2","","追賞","追補獎賞。","","B0376",""
"65716","tui-soaⁿ tui-hái","","tui-soann tui-hai2","","堆山堆海","堆積kah-ná山hiah koân kah-ná海hiah深。","","tui-suann tui-hái","","tui-suann tui-hai2","","堆山堆海","堆積kah-ná山hiah kuân kah-ná海hiah深。","","B0376",""
"65717","tui-su","","tui-su","","追思","(文)","","tui-su","","tui-su","","追思","(文)","","B0376",""
"65718","tui-sù","","tui-su3","","追賜","追贈。","","tui-sù","","tui-su3","","追賜","追贈。","","B0376",""
"65719","tui-thâu","","tui-thau5","","堆頭","堆積ê物件。","","tui-thâu","","tui-thau5","","堆頭","堆積ê物件。","","B0376",""
"65720","tui-thó","","tui-tho2","","追討","嚴重請求，嚴重催促。","","tui-thó","","tui-tho2","","追討","嚴重請求，嚴重催促。","","B0378",""
"65721","tui-tio̍h","","tui-tioh8","","追著","jiok-tio̍h。","hō͘伊~~。","tui-tio̍h","","tui-tioh8","","追著","jiok-tio̍h。","hōo伊~~。","B0378",""
"65722","tui-tio̍k","","tui-tiok8","","追逐","(文)追放，驅逐。","","tui-tio̍k","","tui-tiok8","","追逐","(文)追放，驅逐。","","B0377",""
"65723","tui-tō","tui-tō͘(泉)","tui-to7","tui-too7(泉)","追悼","(日)","","tui-tō","tui-tōo(泉)","tui-to7","tui-too7(泉)","追悼","(日)","","B0378/B0378",""
"65724","tui-tō-hōe","tui-tō͘-hōe(泉)","tui-to7-hoe7","tui-too7-hoe7(泉)","追悼會","(日)","","tui-tō-huē","tui-tōo-huē(泉)","tui-to7-hue7","tui-too7-hue7(泉)","追悼會","(日)","","B0378/B0378",""
"65725","tu-kǹg","","tu-kng3","","株券","(日)股票。","","tu-kǹg","","tu-kng3","","株券","(日)股票。","","B0382",""
"65726","tu-lâu","","tu-lau5","","抵流","逆流。","","tu-lâu","","tu-lau5","","抵流","逆流。","","B0386",""
"65727","tun","","tun","","不","修剪樹枝。","~樹le。","tun","","tun","","不","修剪樹枝。","~樹le。","B0387",""
"65728","tun","","tun","","墩","(1)土等koân起來ê所在。
(2)kā菅草等疊koân。","(1)~仔；煙~；一~土；~仔。
(2)~草；草~。","tun","","tun","","墩","(1)土等kuân起來ê所在。
(2)kā菅草等疊kuân。","(1)~仔；煙~；一~土；~仔。
(2)~草；草~。","B0387",""
"65729","tun","","tun","","鈍","無利(lāi)。","刀~；目睭~；嘴~。","tun","","tun","","鈍","無利(lāi)。","刀~；目睭~；嘴~。","B0387",""
"65730","tún","","tun2","","盾","荷蘭ê貨幣。","一~；金~；銀~。","tún","","tun2","","盾","荷蘭ê貨幣。","一~；金~；銀~。","B0387",""
"65731","tún","","tun2","","tún","(1) Kah-ná舂臼ê石；縛tòa犯人鏈條ê圓形平石。
(2) Kā盜賊等縛tòa舂臼形ê石。","(1) ~犯；石~；一~石磨；一~土礱；一~土壟。
(2) ~賊。","tún","","tun2","","tún","(1) Kah-ná舂臼ê石；縛tuà犯人鏈條ê圓形平石。
(2) Kā盜賊等縛tuà舂臼形ê石。","(1) ~犯；石~；一~石磨；一~土礱；一~土壟。
(2) ~賊。","B0387",""
"65732","tún","","tun2","","躉","(1)躉積貨起來khǹg等起價。
(2)多數ê人tòa作伙。
(3)多數ê人集合作伙。","(1)~貨。
(2)~賊；牛灶間~cha-bó͘；~人客。
(3)kui陣人~tī街路。","tún","","tun2","","躉","(1)躉積貨起來khǹg等起價。
(2)多數ê人tuà作伙。
(3)多數ê人集合作伙。","(1)~貨。
(2)~賊；牛灶間~cha-bóo；~人客。
(3)kui陣人~tī街路。","B0387",""
"65733","tún-chek","","tun2-chek","","躉積","積聚，買起來khǹg。","","tún-tsik","","tun2-tsik","","躉積","積聚，買起來khǹg。","","B0389",""
"65734","tún-chhâ-chháu","","tun2-chha5-chhau2","","躉柴草","貯存柴kap稻草。","","tún-tshâ-tsháu","","tun2-tsha5-tshau2","","躉柴草","貯存柴kap稻草。","","B0388",""
"65735","tún-chha̍t","","tun2-chhat8","","tún賊","kā盜賊等掠來縛tòa舂臼形ê石","","tún-tsha̍t","","tun2-tshat8","","tún賊","kā盜賊等掠來縛tuà舂臼形ê石","","B0388",""
"65736","tún-chha̍t","","tun2-chhat8","","躉賊","hō͘賊仔tòa。","","tún-tsha̍t","","tun2-tshat8","","躉賊","hōo賊仔tuà。","","B0388",""
"65737","tún-hè","tún-hòe(漳)/tún-hò̤(泉)","tun2-he3","tun2-hoe3(漳)/tun2-hor3(泉)","躉貨","買貨起來躉積。","","tún-hè","tún-huè(漳)/tún-hèr(泉)","tun2-he3","tun2-hue3(漳)/tun2-her3(泉)","躉貨","買貨起來躉積。","","B0390/B0390/B0390",""
"65738","tún-hoān","","tun2-hoan7","","tún犯","掠犯人來縛tòa石臼。","","tún-huān","","tun2-huan7","","tún犯","掠犯人來縛tuà石臼。","","B0390",""
"65739","tún-khǹg","","tun2-khng3","","躉藏","貯存五穀、貨物等。","","tún-khǹg","","tun2-khng3","","躉藏","貯存五穀、貨物等。","","B0388",""
"65741","tún-thia̍p","tún-tha̍p","tun2-thiap8","tun2-thap8","躉疊","Kā貨物等疊起來躉積。","","tún-thia̍p","tún-tha̍p","tun2-thiap8","tun2-thap8","躉疊","Kā貨物等疊起來躉積。","","B0389/B0389",""
"65742","tún-tia̍h","","tun2-tiah8","","躉糴","買穀物起來khǹg等好價ê時賣。","","tún-tia̍h","","tun2-tiah8","","躉糴","買穀物起來khǹg等好價ê時賣。","","B0389",""
"65743","tùn","","tun3","","扽","突然giú拔。","~頭毛；出力~一下；tùi手袂(ńg)kā我~ 一下；~手=握手；~走。","tùn","","tun3","","扽","突然giú拔。","~頭毛；出力~一下；tuì手袂(ńg)kā我~ 一下；~手=握手；~走。","B0387",""
"65744","tùn","tan","tun3","tan","噸","＝[噸(tan)]。","","tùn","tan","tun3","tan","噸","＝[噸(tan)]。","","B0387/B0043",""
"65745","tùn-cháu","","tun3-chau2","","扽走","棄sat逃走。","","tùn-tsáu","","tun3-tsau2","","扽走","棄sat逃走。","","B0388",""
"65746","tùn-cheh tùn-cheh","","tun3-cheh tun3-cheh","","扽cheh扽cheh","出力強giú一下giú一下。","魚食餌~~~~。","tùn-tseh tùn-tseh","","tun3-tseh tun3-tseh","","扽cheh扽cheh","出力強giú一下giú一下。","魚食餌~~~~。","B0388",""
"65747","tùn-chhiú","","tun3-chhiu2","","扽手","握手。","西洋人~~行禮。","tùn-tshiú","","tun3-tshiu2","","扽手","握手。","西洋人~~行禮。","B0389",""
"65748","tùn-chhò","","tun3-chho3","","頓挫","(文)","","tùn-tshò","","tun3-tsho3","","頓挫","(文)","","B0388",""
"65749","tùn-gō͘","","tun3-goo7","","頓悟","(文)開悟。","","tùn-gōo","","tun3-goo7","","頓悟","(文)開悟。","","B0388",""
"65750","tùn-se","","tun3-se","","扽紗","kā紗扽hō͘伊整齊。","","tùn-se","","tun3-se","","扽紗","kā紗扽hōo伊整齊。","","B0388",""
"65751","tùn-siú","","tun3-siu2","","頓首","(文)àⁿ頭行禮。","~~再拜；~~拜。","tùn-siú","","tun3-siu2","","頓首","(文)ànn頭行禮。","~~再拜；~~拜。","B0388",""
"65752","tùn-sò͘","","tun3-soo3","","噸數","(日)噸做單位ê重量。","","tùn-sòo","","tun3-soo3","","噸數","(日)噸做單位ê重量。","","B0388",""
"65753","tùn-tiⁿ","","tun3-tinn","","扽靪","囡仔sai-nai m̄聽話。","~~m̄行。","tùn-tinn","","tun3-tinn","","扽靪","囡仔sai-nai m̄聽話。","~~m̄行。","B0389",""
"65754","tùn-tiuⁿ","","tun3-tiunn","","扽張","心內無爽快故意m̄做。","~~m̄來。","tùn-tiunn","","tun3-tiunn","","扽張","心內無爽快故意m̄做。","~~m̄來。","B0389",""
"65755","tûn","","tun5","","唇","(1)嘴唇。
(2)邊緣。","(1)頂~；下~；~亡齒(chhí)寒。
(2)耳仔~；鞋出~；帽仔~。","tûn","","tun5","","唇","(1)嘴唇。
(2)邊緣。","(1)頂~；下~；~亡齒(tshí)寒。
(2)耳仔~；鞋出~；帽仔~。","B0387",""
"65756","tûn-bông chhí-hân","","tun5-bong5 chhi2-han5","","唇亡齒寒","(文)","","tûn-bông tshí-hân","","tun5-bong5 tshi2-han5","","唇亡齒寒","(文)","","B0390",""
"65757","tûn-im","","tun5-im","","唇音","嘴唇ê音。","","tûn-im","","tun5-im","","唇音","嘴唇ê音。","","B0388",""
"65758","tûn-tiân","","tun5-tian5","","屯田","(文)","","tûn-tiân","","tun5-tian5","","屯田","(文)","","B0389",""
"65759","tūn","","tun7","","遁","使用忍術來隱身。","~走；人sòa~--去；(忍術ê)金~木~水~火~土~五行~法。","tūn","","tun7","","遁","使用忍術來隱身。","~走；人suà~--去；(忍術ê)金~木~水~火~土~五行~法。","B0387",""
"65760","tūn","","tun7","","燉","用慢火勻勻仔久長煮。","~肉。","tūn","","tun7","","燉","用慢火勻勻仔久長煮。","~肉。","B0387/B0388",""
"65761","tūn","","tun7","","屯","(1)(姓)。
(2)駐屯。
(3)蓄積兵糧。","(2)~兵；~番＝派熟番去駐屯番界。
(3)~糧；~積。","tūn","","tun7","","屯","(1)(姓)。
(2)駐屯。
(3)蓄積兵糧。","(2)~兵；~番＝派熟番去駐屯番界。
(3)~糧；~積。","B0387",""
"65762","tūn","","tun7","","鈍","人ê性質等ê遲鈍。","~才；腳手~；慢~食無分(**份)。","tūn","","tun7","","鈍","人ê性質等ê遲鈍。","~才；腳手~；慢~食無分(**份)。","B0388",""
"65763","tūn-bah","","tun7-bah","","燉肉","kā肉用勻勻仔火慢慢仔煮。","","tūn-bah","","tun7-bah","","燉肉","kā肉用勻勻仔火慢慢仔煮。","","B0389",""
"65764","tūn-châi","","tun7-chai5","","鈍才","遲鈍ê人。","","tūn-tsâi","","tun7-tsai5","","鈍才","遲鈍ê人。","","B0388",""
"65765","tūn-chat","","tun7-chat","","屯紮","駐屯。","","tūn-tsat","","tun7-tsat","","屯紮","駐屯。","","B0388",""
"65766","tūn-cháu","","tun7-chau2","","遁走","用忍術逃走。","","tūn-tsáu","","tun7-tsau2","","遁走","用忍術逃走。","","B0388",""
"65767","tūn-chek","","tun7-chek","","屯積","積聚兵糧。","","tūn-tsik","","tun7-tsik","","屯積","積聚兵糧。","","B0389",""
"65768","tūn-chhī","","tun7-chhi7","","鈍市","市場不景氣。","~~貨。","tūn-tshī","","tun7-tshi7","","鈍市","市場不景氣。","~~貨。","B0389",""
"65769","tūn-cho͘","","tun7-choo","","屯租","屯田兵所收ê佃租穀。","~~田。","tūn-tsoo","","tun7-tsoo","","屯租","屯田兵所收ê佃租穀。","~~田。","B0388",""
"65770","tūn chúi-chiⁿ-koe","","tun7 chui2-chinn-koe","","燉水晶雞","用雞等做材料ê料理。","","tūn tsuí-tsinn-kue","","tun7 tsui2-tsinn-kue","","燉水晶雞","用雞等做材料ê料理。","","B0389",""
"65771","tūn-hoan","","tun7-hoan","","屯番","phài熟番去番地駐屯。","","tūn-huan","","tun7-huan","","屯番","phài熟番去番地駐屯。","","B0390",""
"65772","tūn-hoat","","tun7-hoat","","遁法","忍術，隱身術。","","tūn-huat","","tun7-huat","","遁法","忍術，隱身術。","","B0390",""
