"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"65536","tui","","tui","","堆","(1)積堆。
(2)堆積。
(3)群，團。","(1)一 ~仔土；大~土。
(2)~草。
(3)一 ~人；田嬰結 ~tio̍h穿棕簑＝田嬰結堆是落雨ê前兆；大家做~。","tui","","tui","","堆","(1)積堆。
(2)堆積。
(3)群，團。","(1)一 ~仔土；大~土。
(2)~草。
(3)一 ~人；田嬰結 ~tio̍h穿棕簑＝田嬰結堆是落雨ê前兆；大家做~。","B0373",""
"65537","tùi","","tui3","","碓","舂臼。","腳~；水~；教狗也會踏~。","tuì","","tui3","","碓","舂臼。","腳~；水~；教狗也會踏~。","B0373",""
"65538","tùi","","tui3","","對","(1)配雙做對。
(2)對向。
(3)ùi xx起。
(4)針對。
(5)適合，合宜。
(6)正確，tú-tú好。","(1)一~燭台；一 ~聯。
(2)~相(siòng)；相(saⁿ/sio)~；~指；~反。
(3)~chia去；~後面。
(4)~伊講；~伊m̄過。
(5)有~；~烏；~賬；~時鐘。
(6)~中午；~半。","tuì","","tui3","","對","(1)配雙做對。
(2)對向。
(3)uì xx起。
(4)針對。
(5)適合，合宜。
(6)正確，tú-tú好。","(1)一~燭台；一 ~聯。
(2)~相(siòng)；相(sann/sio)~；~指；~反。
(3)~chia去；~後面。
(4)~伊講；~伊m̄過。
(5)有~；~烏；~賬；~時鐘。
(6)~中午；~半。","B0373",""
"65539","tùi-á","","tui3-a2","","對仔","對聯，對句。","","tuì-á","","tui3-a2","","對仔","對聯，對句。","","B0374",""
"65540","tùi-áu","","tui3-au2","","對拗","折半。","分(pun)~~。","tuì-áu","","tui3-au2","","對拗","折半。","分(pun)~~。","B0374",""
"65541","tùi-bōe-kè","","tui3-boe7-ke3","","對沒過","＝[對不過]。","","tuì-buē-kè","","tui3-bue7-ke3","","對沒過","＝[對不過]。","","B0379",""
"65542","tùi-bīn","","tui3-bin7","","對面","(1)面向面。
(2)##相對hit-pêng面。","(1)相~~；~~講。","tuì-bīn","","tui3-bin7","","對面","(1)面向面。
(2)##相對hit-pîng面。","(1)相~~；~~講。","B0379",""
"65543","tùi-bīn-chhiah","","tui3-bin7-chhiah","","對面刺","面前子出人ê缺點。","","tuì-bīn-tshiah","","tui3-bin7-tshiah","","對面刺","面前子出人ê缺點。","","B0379",""
"65544","tùi-bīn-hong","","tui3-bin7-hong","","對面風","向風，逆風。","","tuì-bīn-hong","","tui3-bin7-hong","","對面風","向風，逆風。","","B0379",""
"65545","tùi-bīn-o͘","","tui3-bin7-oo","","對面烏","＝[山埔姜]。c","","tuì-bīn-oo","","tui3-bin7-oo","","對面烏","＝[山埔姜]。c","","B0379",""
"65546","tùi-bīn-to","","tui3-bin7-to","","對面芀","(植)茜(chhiàn)草科，葉摻砂糖搗碎來糊腫物，果皮用來做洗滌(te̍k)。","","tuì-bīn-to","","tui3-bin7-to","","對面芀","(植)茜(tshiàn)草科，葉摻砂糖搗碎來糊腫物，果皮用來做洗滌(ti̍k)。","","B0379",""
"65547","tùi-chē","","tui3-che7","","對坐","坐相對。","相~~。","tuì-tsē","","tui3-tse7","","對坐","坐相對。","相~~。","B0376",""
"65548","tùi-chek","","tui3-chek","","對窄","對決；對質。","","tuì-tsik","","tui3-tsik","","對窄","對決；對質。","","B0377",""
"65549","tùi-chèng","","tui3-cheng3","","對證","調查雙方ê證據，對照證據。","","tuì-tsìng","","tui3-tsing3","","對證","調查雙方ê證據，對照證據。","","B0377",""
"65550","tùi-chhek","","tui3-chhek","","對促","折衷和解。","","tuì-tshik","","tui3-tshik","","對促","折衷和解。","","B0377",""
"65551","tùi-chhek","","tui3-chhek","","對扯","用索仔等對中央綑縛起來。","索仔若siuⁿ長tioh~~。","tuì-tshik","","tui3-tshik","","對扯","用索仔等對中央綑縛起來。","索仔若siunn長tioh~~。","B0377",""
"65552","tùi-chhek","","tui3-chhek","","對策","(1)對貢舉ê人士提出時務ê問題hō͘ in應答。
(2)(日)應付ê策略。","","tuì-tshik","","tui3-tshik","","對策","(1)對貢舉ê人士提出時務ê問題hōo in應答。
(2)(日)應付ê策略。","","B0377",""
"65553","tùi-chhe̍k","","tui3-chhek8","","對摵","仲裁者入來和解，互相讓步和解。","","tuì-tshi̍k","","tui3-tshik8","","對摵","仲裁者入來和解，互相讓步和解。","","B0377",""
"65554","tùi chhián-ê chiūⁿ-soaⁿ","","tui3 chhian2-e5 chiunn7-soann","","對淺的上山","Tùi簡單ê著手。","做seng-lí開始m̄好大chhia拚。","tuì tshián-ê tsiūnn-suann","","tui3 tshian2-e5 tsiunn7-suann","","對淺的上山","Tuì簡單ê著手。","做seng-lí開始m̄好大chhia拚。","B0377",""
"65555","tùi-chhin","","tui3-chhin","","對親","結婚，婚約。","猶未~~。","tuì-tshin","","tui3-tshin","","對親","結婚，婚約。","猶未~~。","B0377",""
"65556","tùi-chhiong","","tui3-chhiong","","對衝","(1)地理方位相對反，運命ê八字相剋。","八字 ~~；夫妻~~；五鬼~~；南北~~。","tuì-tshiong","","tui3-tshiong","","對衝","(1)地理方位相對反，運命ê八字相剋。","八字 ~~；夫妻~~；五鬼~~；南北~~。","B0377",""
"65557","tùi-chhiú","","tui3-chhiu2","","對手","匹配ê對方，對敵。","~~是啥人？m̄是伊ê~~。","tuì-tshiú","","tui3-tshiu2","","對手","匹配ê對方，對敵。","~~是啥人？m̄是伊ê~~。","B0377",""
"65558","tùi-chhùi","","tui3-chhui3","","對嘴","面對面講話。","相~~講；~~就應；~~就罵。","tuì-tshuì","","tui3-tshui3","","對嘴","面對面講話。","相~~講；~~就應；~~就罵。","B0378",""
"65559","tùi-chí","","tui3-chi2","","對指","對決，對質。","叫來~~。","tuì-tsí","","tui3-tsi2","","對指","對決，對質。","叫來~~。","B0377",""
"65560","tùi-chiap","","tui3-chiap","","對接","直接。","~~kap伊講。","tuì-tsiap","","tui3-tsiap","","對接","直接。","~~kap伊講。","B0376",""
"65561","tùi-chiàu","","tui3-chiau3","","對照","(日)","","tuì-tsiàu","","tui3-tsiau3","","對照","(日)","","B0376",""
"65562","tùi-chîn","","tui3-chin5","","對繩","(1)和準繩，量寸尺。
(2)照規矩做。","(2)會~~；~~行路。","tuì-tsîn","","tui3-tsin5","","對繩","(1)和準繩，量寸尺。
(2)照規矩做。","(2)會~~；~~行路。","B0377",""
"65563","tùi-chîⁿ","","tui3-chinn5","","對錢","(1)核對錢項。
(2)叫第三者付錢。","(2)~~還伊。","tuì-tsînn","","tui3-tsinn5","","對錢","(1)核對錢項。
(2)叫第三者付錢。","(2)~~還伊。","B0377",""
"65564","tùi-chiò","","tui3-chio3","","對照","(1)相對。
(2)(日)對照。","(1)kap觀音山~~。","tuì-tsiò","","tui3-tsio3","","對照","(1)相對。
(2)(日)對照。","(1)kap觀音山~~。","B0377",""
"65565","tùi-chiò-chhiûⁿ","","tui3-chio3-chhiunn5","","對照牆","清國時代ê官衙門前ê牆壁。","","tuì-tsiò-tshiûnn","","tui3-tsio3-tshiunn5","","對照牆","清國時代ê官衙門前ê牆壁。","","B0377",""
"65566","tùi-chio̍h-chhiûⁿ","","tui3-chioh8-chhiunn5","","對石chhiûⁿ","用一畚箕篩粟去殼了ê一石米。","","tuì-tsio̍h-tshiûnn","","tui3-tsioh8-tshiunn5","","對石tshiûnn","用一畚箕篩粟去殼了ê一石米。","","B0377",""
"65567","tùi-chiu","","tui3-chiu","","對週","牛kiáⁿ生了滿一年。","二~~。","tuì-tsiu","","tui3-tsiu","","對週","牛kiánn生了滿一年。","二~~。","B0377",""
"65568","tùi-cho͘","","tui3-choo","","對租","＝[[對佃]]。","~~hō͘銀主phah。","tuì-tsoo","","tui3-tsoo","","對租","＝[[對佃]]。","~~hōo銀主phah。","B0376",""
"65569","tùi-e̍k","","tui3-ek8","","對譯","(日)","","tuì-i̍k","","tui3-ik8","","對譯","(日)","","B0374",""
"65570","tùi-gān","","tui3-gan7","","對岸","(日)對面岸。","","tuì-gān","","tui3-gan7","","對岸","(日)對面岸。","","B0375",""
"65571","tùi-gû tha̍k-keng","","tui3-gu5 thak8-keng","","對牛讀經","＝無作用。","","tuì-gû tha̍k-king","","tui3-gu5 thak8-king","","對牛讀經","＝無作用。","","B0375",""
"65572","tùi-gû tôaⁿ-khîm","","tui3-gu5 toann5-khim5","","對牛彈琴","＝無作用。","","tuì-gû tuânn-khîm","","tui3-gu5 tuann5-khim5","","對牛彈琴","＝無作用。","","B0375",""
"65573","tùi-gûn","tùi-gîn(漳)","tui3-gun5","tui3-gin5(漳)","對銀","對賬。","","tuì-gûn","tuì-gîn(漳)","tui3-gun5","tui3-gin5(漳)","對銀","對賬。","","B0375/B0375",""
"65574","tùi-hio̍h-liân","","tui3-hioh8-lian5","","對葉蓮","＝[荷蘭豆草]。","","tuì-hio̍h-liân","","tui3-hioh8-lian5","","對葉蓮","＝[荷蘭豆草]。","","B0379",""
"65575","tùi-hiòng","tùi-hiàng(漳)","tui3-hiong3","tui3-hiang3(漳)","對向","相向。","相~~；坐~~。","tuì-hiòng","tuì-hiàng(漳)","tui3-hiong3","tui3-hiang3(漳)","對向","相向。","相~~；坐~~。","B0379/B0379",""
"65576","tùi-hoán","","tui3-hoan2","","對反","顛倒péng。","tāi-chì~~。","tuì-huán","","tui3-huan2","","對反","顛倒píng。","tāi-tsì~~。","B0379",""
"65577","tùi-hōaⁿ","","tui3-hoann7","","對岸","(日)","","tuì-huānn","","tui3-huann7","","對岸","(日)","","B0379",""
"65578","tùi-hong kóng-ōe","","tui3-hong kong2-oe7","","對風講話","＝講無路用ê話。","","tuì-hong kóng-uē","","tui3-hong kong2-ue7","","對風講話","＝講無路用ê話。","","B0379",""
"65579","tùi-i","","tui3-i","","對伊","(1)配做夫妻。
(2)針對伊。","(1)我飼新婦仔是beh~~。
(2)~~講；~~bōe-tiâu；~~不住。","tuì-i","","tui3-i","","對伊","(1)配做夫妻。
(2)針對伊。","(1)我飼新婦仔是beh~~。
(2)~~講；~~buē-tiâu；~~不住。","B0374",""
"65580","tùi-kak","","tui3-kak","","對角","(日)相對ê角。","~~線。","tuì-kak","","tui3-kak","","對角","(日)相對ê角。","~~線。","B0374",""
"65581","tùi-káng","","tui3-kang2","","對講","相對講話，會談。","","tuì-káng","","tui3-kang2","","對講","相對講話，會談。","","B0375",""
"65582","tùi-kè","tùi-kòe(漳)/tùi-kò̤(泉)","tui3-ke3","tui3-koe3(漳)/tui3-kor3(泉)","對過","(1) 對照過。
(2) 債權債務等對沖來結賬。","","tuì-kè","tuì-kuè(漳)/tuì-kèr(泉)","tui3-ke3","tui3-kue3(漳)/tui3-ker3(泉)","對過","(1) 對照過。
(2) 債權債務等對沖來結賬。","","B0375/B0375/B0375",""
"65583","tùi-kè","","tui3-ke3","","對價","比較價數。","","tuì-kè","","tui3-ke3","","對價","比較價數。","","B0375",""
"65584","tùi-ke̍h","","tui3-keh8","","對逆","反對，反抗，敵對。","","tuì-ke̍h","","tui3-keh8","","對逆","反對，反抗，敵對。","","B0375",""
"65585","tùi-kéng","","tui3-keng2","","對景","偶然，tú好。","~~伊來；~~hō͘警察看tio̍h。","tuì-kíng","","tui3-king2","","對景","偶然，tú好。","~~伊來；~~hōo警察看tio̍h。","B0375",""
"65586","tùi-kha","","tui3-kha","","對腳","兩人搭配。","~~kiáu=兩人poa̍h-kiáu 。","tuì-kha","","tui3-kha","","對腳","兩人搭配。","~~kiáu=兩人pua̍h-kiáu 。","B0374",""
"65587","tùi-khàm-ha̍p","","tui3-kham3-hap8","","對蓋合","對照印章。","","tuì-khàm-ha̍p","","tui3-kham3-hap8","","對蓋合","對照印章。","","B0375",""
"65588","tùi-khê","","tui3-khe5","","對khê","摩擦；反目。","","tuì-khê","","tui3-khe5","","對khê","摩擦；反目。","","B0375",""
"65589","tùi-khim","","tui3-khim","","對襟","中央對鈕ê衫。","","tuì-khim","","tui3-khim","","對襟","中央對鈕ê衫。","","B0375",""
"65590","tùi-khòaⁿ","","tui3-khoann3","","對看","對照看bāi。","","tuì-khuànn","","tui3-khuann3","","對看","對照看bāi。","","B0375",""
"65591","tùi-khòng","","tui3-khong3","","對抗","抵抗，敵對。","kap伊~~。","tuì-khòng","","tui3-khong3","","對抗","抵抗，敵對。","kap伊~~。","B0375",""
"65592","tùi-khū","","tui3-khu7","","碓臼","舂臼，踏臼。","","tuì-khū","","tui3-khu7","","碓臼","舂臼，踏臼。","","B0375",""
"65593","tùi-kî","","tui3-ki5","","對期","期限，期日。","無~~。","tuì-kî","","tui3-ki5","","對期","期限，期日。","無~~。","B0375",""
"65594","tùi-kiâⁿ","","tui3-kiann5","","對行","象棋等ê互相行棋。","","tuì-kiânn","","tui3-kiann5","","對行","象棋等ê互相行棋。","","B0375",""
"65595","tùi-kng","","tui3-kng","","對扛","(1)兩人扛物件。
(2)雙方負擔費用。","(2)所費咱兩人~~。","tuì-kng","","tui3-kng","","對扛","(1)兩人扛物件。
(2)雙方負擔費用。","(2)所費咱兩人~~。","B0375",""
"65596","tùi-kó","","tui3-ko2","","對稿","對照原稿。","","tuì-kó","","tui3-ko2","","對稿","對照原稿。","","B0375",""
"65597","tùi-koàn","","tui3-koan3","","對卷","[做功德]ê時一種行事。","","tuì-kuàn","","tui3-kuan3","","對卷","[做功德]ê時一種行事。","","B0375",""
"65598","tùi-kóng","","tui3-kong2","","對講","對話，對談，會話。","","tuì-kóng","","tui3-kong2","","對講","對話，對談，會話。","","B0375",""
"65599","tùi-kù","","tui3-ku3","","對句","聯句。","","tuì-kù","","tui3-ku3","","對句","聯句。","","B0375",""
"65600","tùi-lâng","","tui3-lang5","","對人","(1)對待人。
(2)有禮貌。","(2)hit-ê囡仔不止~~。","tuì-lâng","","tui3-lang5","","對人","(1)對待人。
(2)有禮貌。","(2)hit-ê囡仔不止~~。","B0380",""
"65601","tùi--lâng","","tui3--lang5","","對人","＝[對親]。","","tuì--lâng","","tui3--lang5","","對人","＝[對親]。","","B0380",""
"65602","tùi-liân","","tui3-lian5","","對聯","對句ê聯。","","tuì-liân","","tui3-lian5","","對聯","對句ê聯。","","B0380",""
"65603","tùi-lō͘","","tui3-loo7","","對路","(1)面向。
(2)tùi陸路來。
(3)適時，適合。","(1)門口~~。
(2)~~ --ni̍h=陸行；~~運貨＝陸運。
(3)會~~；藥到~~，一帖就好。","tuì-lōo","","tui3-loo7","","對路","(1)面向。
(2)tuì陸路來。
(3)適時，適合。","(1)門口~~。
(2)~~ --ni̍h=陸行；~~運貨＝陸運。
(3)會~~；藥到~~，一帖就好。","B0380",""
"65604","tùi-lūi","","tui3-lui7","","對彙","收集對句ê冊，對句集。","","tuì-luī","","tui3-lui7","","對彙","收集對句ê冊，對句集。","","B0380",""
"65605","tùi-m̄-kè","tùi-m̄-kòe(漳)/tùi-m̄-kò̤(泉)","tui3-m7-ke3","tui3-m7-koe3(漳)/tui3-m7-kor3(泉)","對不過","(1) 無法度對抗。
(2) ＝[對不住]。","","tuì-m̄-kè","tuì-m̄-kuè(漳)/tuì-m̄-kèr(泉)","tui3-m7-ke3","tui3-m7-kue3(漳)/tui3-m7-ker3(泉)","對不過","(1) 無法度對抗。
(2) ＝[對不住]。","","B0380/B0380/B0380",""
"65606","tùi-mn̄g","tùi-mūi(漳)","tui3-mng7","tui3-mui7(漳)","對問","對質；對審。","","tuì-mn̄g","tuì-muī(漳)","tui3-mng7","tui3-mui7(漳)","對問","對質；對審。","","B0380/B0380",""
"65607","tùi-ngó͘-chhiong","","tui3-ngoo2-chhiong","","對午衝","正面衝突，互相反目。","翁仔bó͘~~~。","tuì-ngóo-tshiong","","tui3-ngoo2-tshiong","","對午衝","正面衝突，互相反目。","翁仔bóo~~~。","B0375",""
"65608","tùi-nî","","tui3-ni5","","對年","週年忌。","做~~。","tuì-nî","","tui3-ni5","","對年","週年忌。","做~~。","B0378",""
"65609","tùi-nî-hà","","tui3-ni5-ha3","","對年孝","滿一年ê喪事。","","tuì-nî-hà","","tui3-ni5-ha3","","對年孝","滿一年ê喪事。","","B0378",""
"65610","tùi-nî-kī","","tui3-ni5-ki7","","對年忌","滿一年ê忌。","","tuì-nî-kī","","tui3-ni5-ki7","","對年忌","滿一年ê忌。","","B0378",""
"65611","tùi-ōaⁿ","","tui3-oann7","","對換","交換。","","tuì-uānn","","tui3-uann7","","對換","交換。","","B0374",""
"65612","tùi-ōa","","tui3-oa7","","對話","(日)","","tuì-uā","","tui3-ua7","","對話","(日)","","B0374",""
"65613","tùi-o͘","","tui3-oo","","對烏","phah-tio̍h目標，命中。","","tuì-oo","","tui3-oo","","對烏","phah-tio̍h目標，命中。","","B0374",""
"65614","tùi-pài","","tui3-pai3","","對拜","互相行禮，互相禮儀。","","tuì-pài","","tui3-pai3","","對拜","互相行禮，互相禮儀。","","B0379",""
"65615","tùi-pān","","tui3-pan7","","對辨","(1) 照樣品；符合樣品。
(2) 適合。","(2) 無~~；會~~。","tuì-pān","","tui3-pan7","","對辨","(1) 照樣品；符合樣品。
(2) 適合。","(2) 無~~；會~~。","B0379",""
"65616","tùi-péng","","tui3-peng2","","對反","顛倒；逆向。","暝日~~。","tuì-píng","","tui3-ping2","","對反","顛倒；逆向。","暝日~~。","B0379",""
"65617","tùi-phah","","tui3-phah","","對打","(1) 互相phah。
(2) 衝突。","(2) 日子~~。","tuì-phah","","tui3-phah","","對打","(1) 互相phah。
(2) 衝突。","(2) 日子~~。","B0379",""
"65618","tùi-phek","","tui3-phek","","對並","決輸贏；決戰。","","tuì-phik","","tui3-phik","","對並","決輸贏；決戰。","","B0379",""
"65619","tùi-phō͘","","tui3-phoo7","","對簿","收集對句ê冊。","","tuì-phōo","","tui3-phoo7","","對簿","收集對句ê冊。","","B0380",""
"65620","tùi-pí","","tui3-pi2","","對比","the̍h來比較，互相比較。","","tuì-pí","","tui3-pi2","","對比","the̍h來比較，互相比較。","","B0379",""
"65621","tùi-poa̍h","","tui3-poah8","","對博","相對poa̍h-kiáu。","","tuì-pua̍h","","tui3-puah8","","對博","相對pua̍h-kiáu。","","B0379",""
"65622","tùi-pòaⁿ","","tui3-poann3","","對半","半pêng，50%。","~~thàn；~~分(pun)。","tuì-puànn","","tui3-puann3","","對半","半pîng，50%。","~~thàn；~~分(pun)。","B0379",""
"65623","tùi-pòaⁿ-phòa","","tui3-poann3-phoa3","","對半破","做米粉或餅ê時，淬米[糯米]kap普通米對半混合。","","tuì-puànn-phuà","","tui3-puann3-phua3","","對半破","做米粉或餅ê時，淬米[糯米]kap普通米對半混合。","","B0380",""
"65624","tùi-pôaⁿ","","tui3-poann5","","對盤","商場ê計算，算會和(sǹg ē hô)。","一個銀五斤才有~~；算了無~~。","tuì-puânn","","tui3-puann5","","對盤","商場ê計算，算會和(sǹg ē hô)。","一個銀五斤才有~~；算了無~~。","B0379/B0380",""
"65625","tùi-pun","","tui3-pun","","對分","等分。","","tuì-pun","","tui3-pun","","對分","等分。","","B0379",""
"65626","tùi-put-chū","","tui3-put-chu7","","對不住","對不起人。","","tuì-put-tsū","","tui3-put-tsu7","","對不住","對不起人。","","B0379",""
"65627","tùi-sî","","tui3-si5","","對時","一日二十四小時。","一~~；二~~。","tuì-sî","","tui3-si5","","對時","一日二十四小時。","一~~；二~~。","B0376",""
"65628","tùi-siàu","","tui3-siau3","","對賬","查對賬目。","","tuì-siàu","","tui3-siau3","","對賬","查對賬目。","","B0376",""
"65629","tùi-sím","","tui3-sim2","","對審","對訊，對質。","","tuì-sím","","tui3-sim2","","對審","對訊，對質。","","B0376",""
"65630","tùi-sin","","tui3-sin","","碓身","舂杵(chhú)ê柄。","","tuì-sin","","tui3-sin","","碓身","舂杵(tshú)ê柄。","","B0376",""
"65631","tùi-sìn","","tui3-sin3","","對訊","對審，對質。","","tuì-sìn","","tui3-sin3","","對訊","對審，對質。","","B0376",""
"65632","tùi-siòng","tùi-siàng(漳)","tui3-siong3","tui3-siang3(漳)","對相","相對看。","相(saⁿ)~~。","tuì-siòng","tuì-siàng(漳)","tui3-siong3","tui3-siang3(漳)","對相","相對看。","相(sann)~~。","B0376/B0376",""
"65633","tùi-tâm","","tui3-tam5","","對談","(文)對話。","","tuì-tâm","","tui3-tam5","","對談","(文)對話。","","B0376",""
"65634","tùi-tâng","","tui3-tang5","","對同","符合，真合(ha̍h)。","","tuì-tâng","","tui3-tang5","","對同","符合，真合(ha̍h)。","","B0376",""
"65635","tùi-tap","","tui3-tap","","對答","應答。","~~如流。","tuì-tap","","tui3-tap","","對答","應答。","~~如流。","B0376",""
"65636","tùi-te̍k","","tui3-tek8","","對敵","(1)敵人，對手。
(2)對抗，敵對。","(2)~~ ê黨；m̄是伊ê  ~~。","tuì-ti̍k","","tui3-tik8","","對敵","(1)敵人，對手。
(2)對抗，敵對。","(2)~~ ê黨；m̄是伊ê  ~~。","B0377",""
"65637","tùi-thāi","","tui3-thai7","","對待","(1)對立。
(2)採取報復ê態度。
(3)待遇。","(1)雙pêng~~。","tuì-thāi","","tui3-thai7","","對待","(1)對立。
(2)採取報復ê態度。
(3)待遇。","(1)雙pîng~~。","B0376",""
"65638","tùi-thâu","","tui3-thau5","","碓頭","舂杵ê頭。","","tuì-thâu","","tui3-thau5","","碓頭","舂杵ê頭。","","B0376",""
"65639","tùi-thâu","","tui3-thau5","","對頭","雙方，兩方，互相。","~~約；~~有靠勢；~~有主；~~ ê=對方；~~ 誤；~~講＝對話。","tuì-thâu","","tui3-thau5","","對頭","雙方，兩方，互相。","~~約；~~有靠勢；~~有主；~~ ê=對方；~~ 誤；~~講＝對話。","B0376",""
"65640","tùi-thâu-bí","","tui3-thau5-bi2","","對頭米","一石ê粟加工了產生五斗ê米，普通稻仔ê實。","今年ê粟有~~~無？","tuì-thâu-bí","","tui3-thau5-bi2","","對頭米","一石ê粟加工了產生五斗ê米，普通稻仔ê實。","今年ê粟有~~~無？","B0376",""
"65641","tùi-tiám","","tui3-tiam2","","對點","命中，適中，tio̍h點。","會~~；ta̍k-pái 講話真~~。","tuì-tiám","","tui3-tiam2","","對點","命中，適中，tio̍h點。","會~~；ta̍k-pái 講話真~~。","B0377",""
"65642","tùi-tiān","","tui3-tian7","","對佃","(1)用家己應得ê佃租，由佃農直接交付債權人來還債。
(2)賣渡土地ê時，買受人繼承原佃農。","(1)~~納利息。","tuì-tiān","","tui3-tian7","","對佃","(1)用家己應得ê佃租，由佃農直接交付債權人來還債。
(2)賣渡土地ê時，買受人繼承原佃農。","(1)~~納利息。","B0377",""
"65643","tùi-tiān-thai","","tui3-tian7-thai","","對佃胎","用[對佃]ê方法來[胎借]，這mā叫做[匯租]。","","tuì-tiān-thai","","tui3-tian7-thai","","對佃胎","用[對佃]ê方法來[胎借]，這mā叫做[匯租]。","","B0377",""
"65644","tùi-tiān-thai chioh-jī","","tui3-tian7-thai chioh-ji7","","對佃胎借字","[對佃胎]ê借用證。","","tuì-tiān-thai tsioh-jī","","tui3-tian7-thai tsioh-ji7","","對佃胎借字","[對佃胎]ê借用證。","","B0377",""
"65645","tùi-tiāu","","tui3-tiau7","","對調","互相對換場所。","守備兵~~。","tuì-tiāu","","tui3-tiau7","","對調","互相對換場所。","守備兵~~。","B0377",""
"65646","tùi-tīn","","tui3-tin7","","對陣","兩隊相對立。","相~~。","tuì-tīn","","tui3-tin7","","對陣","兩隊相對立。","相~~。","B0378",""
"65647","tùi-tiong","","tui3-tiong","","對中","中心，中央。","phah-tio̍h tú-tú~~。","tuì-tiong","","tui3-tiong","","對中","中心，中央。","phah-tio̍h tú-tú~~。","B0377",""
"65648","tùi-tiōng","","tui3-tiong7","","對重","(1)貴重，重要。
(2)珍重，慎重。","","tuì-tiōng","","tui3-tiong7","","對重","(1)貴重，重要。
(2)珍重，慎重。","","B0378",""
"65649","tùi-ti̍t","","tui3-tit8","","對直","直徑。","~~看；~~去。","tuì-ti̍t","","tui3-tit8","","對直","直徑。","~~看；~~去。","B0378",""
"65650","tùi-tn̂g","","tui3-tng5","","對段","對正中切斷。","切~~。","tuì-tn̂g","","tui3-tng5","","對段","對正中切斷。","切~~。","B0378",""
"65651","tùi-tó-ngá","","tui3-to2-nga2","","對何仔","(泉)Tùi tó位來。","","tuì-tó-ngá","","tui3-to2-nga2","","對何仔","(泉)Tuì tó位來。","","B0378",""
"65652","tùi-toaⁿ","","tui3-toann","","對單","對照明細單。","~~點物件。","tuì-tuann","","tui3-tuann","","對單","對照明細單。","~~點物件。","B0378",""
"65653","tùi-tok","","tui3-tok","","對啄","(1)相啄。
(2)兩人tàu-tīn做tāi-chì。","(2)lín兩人teh~~。","tuì-tok","","tui3-tok","","對啄","(1)相啄。
(2)兩人tàu-tīn做tāi-tsì。","(2)lín兩人teh~~。","B0378",""
"65654","tùi-to͘","","tui3-too","","對都","適中，準確。","講話不止~~；射箭chiâⁿ~~。","tuì-too","","tui3-too","","對都","適中，準確。","講話不止~~；射箭tsiânn~~。","B0378",""
"65655","tùi-tô͘","","tui3-too5","","對圖","對照地圖。","","tuì-tôo","","tui3-too5","","對圖","對照地圖。","","B0378",""
"65656","tùi-tô͘","","tui3-too5","","對途","合要點；合機宜。","會~~。","tuì-tôo","","tui3-too5","","對途","合要點；合機宜。","會~~。","B0378",""
"65657","tùi-tō͘","","tui3-too7","","對肚","＝[對都]。","","tuì-tōo","","tui3-too7","","對肚","＝[對都]。","","B0378",""
"65658","tùi-tu","","tui3-tu","","對抵","(1) 阻當，抵防。
(2) 互相對抗。","(2) 兩個teh~~。","tuì-tu","","tui3-tu","","對抵","(1) 阻當，抵防。
(2) 互相對抗。","(2) 兩個teh~~。","B0378",""
"65659","tùi-tú","tùi-tí(漳)","tui3-tu2","tui3-ti2(漳)","對抵","(1) 對抗。
(2) 債權債務互相抵。","(2) Tùi hit條賬~~。","tuì-tú","tuì-tí(漳)","tui3-tu2","tui3-ti2(漳)","對抵","(1) 對抗。
(2) 債權債務互相抵。","(2) Tuì hit條賬~~。","B0378/B0377",""
"65660","tùi-tû","tùi-tî(漳)","tui3-tu5","tui3-ti5(漳)","對除","減除。","~~外猶欠五kho͘。","tuì-tû","tuì-tî(漳)","tui3-tu5","tui3-ti5(漳)","對除","減除。","~~外猶欠五khoo。","B0378/B0377",""
"65661","tûi","","tui5","","搥","(1)用拳頭或槌等來一下一下phah。~ 胸；~ 衫；~ 腰骨。
(2)提出抗議，談判。","(2)我來去kap伊~；koh khah~也無法度。","tuî","","tui5","","搥","(1)用拳頭或槌等來一下一下phah。~ 胸；~ 衫；~ 腰骨。
(2)提出抗議，談判。","(2)我來去kap伊~；koh khah~也無法度。","B0373",""
"65662","tûi-gû","","tui5-gu5","","搥牛","搥破牛ê lān來kā伊去勢。","","tuî-gû","","tui5-gu5","","搥牛","搥破牛ê lān來kā伊去勢。","","B0375",""
"65663","tûi-heng","","tui5-heng","","搥胸","受氣、傷心ê時phah胸坎。","~~搭鈕＝氣憤ê表現動作。","tuî-hing","","tui5-hing","","搥胸","受氣、傷心ê時phah胸坎。","~~搭鈕＝氣憤ê表現動作。","B0379",""
"65664","tûi-kûn lia̍h-lêng","","tui5-kun5 liah8-leng5","","搥拳掠龍","按摩。","","tuî-kûn lia̍h-lîng","","tui5-kun5 liah8-ling5","","搥拳掠龍","按摩。","","B0375",""
"65665","tûi-o͘-tāu","","tui5-oo-tau7","","搥烏豆","提出抗議，談判。","kap伊~~~。","tuî-oo-tāu","","tui5-oo-tau7","","搥烏豆","提出抗議，談判。","kap伊~~~。","B0374",""
