hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo
火頭,hér-thâu,25,hér-thâu,her2thau5,her2thau5,herthau,herthau,ht,ht,True
火鼎,hué-tiánn,25,hóe-tiáⁿ,hue2tiann2,hoe2tiann2,huetiann,hoetiann,ht,ht,True
火鼎,hé-tiánn,25,hé-tiáⁿ,he2tiann2,he2tiann2,hetiann,hetiann,ht,ht,True
火鼎,hér-tiánn,25,hér-tiáⁿ,her2tiann2,her2tiann2,hertiann,hertiann,ht,ht,True
灰匙,he-sî,25,he-sî,he1si5,he1si5,hesi,hesi,hs,hs,True
灰匙,her-sî,25,her-sî,her1si5,her1si5,hersi,hersi,hs,hs,True
灰匙,hue-sî,25,hoe-sî,hue1si5,hoe1si5,huesi,hoesi,hs,hs,True
灰壙,he-khòng,25,he-khòng,he1khong3,he1khong3,hekhong,hekhong,hk,hk,True
灰壙,her-khǹg,25,her-khǹg,her1khng3,her1khng3,herkhng,herkhng,hk,hk,True
灰壙,hue-khòng,25,hoe-khòng,hue1khong3,hoe1khong3,huekhong,hoekhong,hk,hk,True
灰槌,he-thuî,25,he-thûi,he1thui5,he1thui5,hethui,hethui,ht,ht,True
灰槌,her-thuî,25,her-thûi,her1thui5,her1thui5,herthui,herthui,ht,ht,True
灰槌,hue-thuî,25,hoe-thûi,hue1thui5,hoe1thui5,huethui,hoethui,ht,ht,True
灰漆,he-tshat,25,he-chhat,he1tshat4,he1chhat4,hetshat,hechhat,ht,hc,True
灰漆,her-tshat,25,her-chhat,her1tshat4,her1chhat4,hertshat,herchhat,ht,hc,True
灰漆,hue-tshat,25,hoe-chhat,hue1tshat4,hoe1chhat4,huetshat,hoechhat,ht,hc,True
灰石,he-tsio̍h,25,he-chio̍h,he1tsioh8,he1chioh8,hetsioh,hechioh,ht,hc,True
灰石,her-tsio̍h,25,her-chio̍h,her1tsioh8,her1chioh8,hertsioh,herchioh,ht,hc,True
灰石,hue-tsio̍h,25,hoe-chio̍h,hue1tsioh8,hoe1chioh8,huetsioh,hoechioh,ht,hc,True
灰色,he-sik,25,he-sek,he1sik4,he1sek4,hesik,hesek,hs,hs,True
灰色,her-sik,25,her-sek,her1sik4,her1sek4,hersik,hersek,hs,hs,True
灰頭,he-thâu,25,he-thâu,he1thau5,he1thau5,hethau,hethau,ht,ht,True
灰頭,her-thâu,25,her-thâu,her1thau5,her1thau5,herthau,herthau,ht,ht,True
炎暑,iām-sír,25,iām-sír,iam7sir2,iam7sir2,iamsir,iamsir,is,is,True
無𫝛,bô-sâng,25,bô-sâng,bo5sang5,bo5sang5,bosang,bosang,bs,bs,True
牛蒡,gōo-bōo,25,gō͘-bō͘,goo7boo7,goo7boo7,gooboo,gooboo,gb,gb,True
牟尼,biô-nî,25,biô-nî,bio5ni5,bio5ni5,bioni,bioni,bn,bn,True
牧師,bo̍k-sir,25,bo̍k-sir,bok8sir1,bok8sir1,boksir,boksir,bs,bs,True
物配,mn̍gh-phèr,25,mn̍gh-phèr,mngh8pher3,mngh8pher3,mnghpher,mnghpher,mp,mp,True
猶未,iá-bēr,25,iá-bēr,ia2ber7,ia2ber7,iaber,iaber,ib,ib,True
理事,lí-sīr,25,lí-sīr,li2sir7,li2sir7,lisir,lisir,ls,ls,True
理會,lí-huē,25,lí-hōe,li2hue7,li2hoe7,lihue,lihoe,lh,lh,True
理會,lí-hē,25,lí-hē,li2he7,li2he7,lihe,lihe,lh,lh,True
理會,lí-hēr,25,lí-hēr,li2her7,li2her7,liher,liher,lh,lh,True
甘尾,kam-bué,25,kam-bóe,kam1bue2,kam1boe2,kambue,kamboe,kb,kb,True
甘尾,kam-bé,25,kam-bé,kam1be2,kam1be2,kambe,kambe,kb,kb,True
甘尾,kam-bér,25,kam-bér,kam1ber2,kam1ber2,kamber,kamber,kb,kb,True
生死,sing-sír,25,seng-sír,sing1sir2,seng1sir2,singsir,sengsir,ss,ss,True
生死,sing-sú,25,seng-sú,sing1su2,seng1su2,singsu,sengsu,ss,ss,True
當開,tng-khui,25,tng-khui,tng1khui1,tng1khui1,tngkhui,tngkhui,tk,tk,True
痟退,siáu-thè,25,siáu-thè,siau2the3,siau2the3,siauthe,siauthe,st,st,True
痟退,siáu-thèr,25,siáu-thèr,siau2ther3,siau2ther3,siauther,siauther,st,st,True
百合,iú-lih,25,iú-lih,iu2lih4,iu2lih4,iulih,iulih,il,il,True
皮包,phêr-pau,25,phêr-pau,pher5pau1,pher5pau1,pherpau,pherpau,pp,pp,True
皮帶,phêr-tuà,25,phêr-tòa,pher5tua3,pher5toa3,phertua,phertoa,pt,pt,True
皮箱,phêr-siunn,25,phêr-siuⁿ,pher5siunn1,pher5siunn1,phersiunn,phersiunn,ps,ps,True
皮膚,phêr-hu,25,phêr-hu,pher5hu1,pher5hu1,pherhu,pherhu,ph,ph,True
皮草,phê-tsháu,25,phê-chháu,phe5tshau2,phe5chhau2,phetshau,phechhau,pt,pc,True
皮草,phêr-tsháu,25,phêr-chháu,pher5tshau2,pher5chhau2,phertshau,pherchhau,pt,pc,True
皮衫,phê-sann,25,phê-saⁿ,phe5sann1,phe5sann1,phesann,phesann,ps,ps,True
皮衫,phêr-sann,25,phêr-saⁿ,pher5sann1,pher5sann1,phersann,phersann,ps,ps,True
皮鞋,phêr-erê,25,phêr-êre,pher5ere5,pher5ere5,pherere,pherere,pe,pe,True
皮鞋,phêr-uê,25,phêr-ôe,pher5ue5,pher5oe5,pherue,pheroe,pu,po,True
相士,siòng-sīr,25,siòng-sīr,siong3sir7,siong3sir7,siongsir,siongsir,ss,ss,True
相士,siòng-sū,25,siòng-sū,siong3su7,siong3su7,siongsu,siongsu,ss,ss,True
相士,siòng-sǐr,25,siòng-sǐr,siong3sir6,siong3sir6,siongsir,siongsir,ss,ss,True
相思,siu-si,25,siu-si,siu1si1,siu1si1,siusi,siusi,ss,ss,True
相推,sann-the,25,saⁿ-the,sann1the1,sann1the1,sannthe,sannthe,st,st,True
相推,sann-ther,25,saⁿ-ther,sann1ther1,sann1ther1,sannther,sannther,st,st,True
相諍,sann-tsìnn,25,saⁿ-chìⁿ,sann1tsinn3,sann1chinn3,sanntsinn,sannchinn,st,sc,True
相𫝛,sann-sâng,25,saⁿ-sâng,sann1sang5,sann1sang5,sannsang,sannsang,ss,ss,True
看板,kha̋ng-páng,25,khăng-páng,khang1pang2,khang9pang2,khangpang,khangpang,kp,kp,True
看過,khuànn-kèr,25,khòaⁿ-kèr,khuann3ker3,khoann3ker3,khuannker,khoannker,kk,kk,True
眼科,gán-khe,25,gán-khe,gan2khe1,gan2khe1,gankhe,gankhe,gk,gk,True
眼科,gán-kher,25,gán-kher,gan2kher1,gan2kher1,gankher,gankher,gk,gk,True
短欠,tuán-khiàm,25,toán-khiàm,tuan2khiam3,toan2khiam3,tuankhiam,toankhiam,tk,tk,True
短欠,té-khiàm,25,té-khiàm,te2khiam3,te2khiam3,tekhiam,tekhiam,tk,tk,True
短欠,tér-khiàm,25,tér-khiàm,ter2khiam3,ter2khiam3,terkhiam,terkhiam,tk,tk,True
短路,tér-lōo,25,tér-lō͘,ter2loo7,ter2loo7,terloo,terloo,tl,tl,True
硩墓,teh-bōo,25,teh-bō͘,teh4boo7,teh4boo7,tehboo,tehboo,tb,tb,True
硩火,teh-hé,25,teh-hé,teh4he2,teh4he2,tehhe,tehhe,th,th,True
硩火,teh-hér,25,teh-hér,teh4her2,teh4her2,tehher,tehher,th,th,True
碩士,si̍k-sīr,25,se̍k-sīr,sik8sir7,sek8sir7,siksir,seksir,ss,ss,True
碩士,si̍k-sǐr,25,se̍k-sǐr,sik8sir6,sek8sir6,siksir,seksir,ss,ss,True
確據,khak-kì,25,khak-kì,khak4ki3,khak4ki3,khakki,khakki,kk,kk,True
確據,khak-kìr,25,khak-kìr,khak4kir3,khak4kir3,khakkir,khakkir,kk,kk,True
確據,khak-kù,25,khak-kù,khak4ku3,khak4ku3,khakku,khakku,kk,kk,True
碼仔,bé-á,25,bé-á,be2a2,be2a2,bea,bea,ba,ba,True
碼子,bé-tsí,25,bé-chí,be2tsi2,be2chi2,betsi,bechi,bt,bc,True
磺火,hông-hér,25,hông-hér,hong5her2,hong5her2,hongher,hongher,hh,hh,True
福佬,hô-ló,25,hô-ló,ho5lo2,ho5lo2,holo,holo,hl,hl,True
禪師,siân-sir,25,siân-sir,sian5sir1,sian5sir1,siansir,siansir,ss,ss,True
私事,sir-sīr,25,sir-sīr,sir1sir7,sir1sir7,sirsir,sirsir,ss,ss,True
私利,sir-lī,25,sir-lī,sir1li7,sir1li7,sirli,sirli,sl,sl,True
私立,sir-li̍p,25,sir-li̍p,sir1lip8,sir1lip8,sirlip,sirlip,sl,sl,True
科學,khe-ha̍k,25,khe-ha̍k,khe1hak8,khe1hak8,khehak,khehak,kh,kh,True
科學,kher-ha̍k,25,kher-ha̍k,kher1hak8,kher1hak8,kherhak,kherhak,kh,kh,True
科技,kher-kī,25,kher-kī,kher1ki7,kher1ki7,kherki,kherki,kk,kk,True
科技,kher-kǐ,25,kher-kǐ,kher1ki6,kher1ki6,kherki,kherki,kk,kk,True
科目,khe-bo̍k,25,khe-bo̍k,khe1bok8,khe1bok8,khebok,khebok,kb,kb,True
科目,kher-bo̍k,25,kher-bo̍k,kher1bok8,kher1bok8,kherbok,kherbok,kb,kb,True
科舉,khe-kú,25,khe-kú,khe1ku2,khe1ku2,kheku,kheku,kk,kk,True
科舉,kher-kír,25,kher-kír,kher1kir2,kher1kir2,kherkir,kherkir,kk,kk,True
科舉,kho-kí,25,kho-kí,kho1ki2,kho1ki2,khoki,khoki,kk,kk,True
科舉,kho-kír,25,kho-kír,kho1kir2,kho1kir2,khokir,khokir,kk,kk,True
科舉,kho-kú,25,kho-kú,kho1ku2,kho1ku2,khoku,khoku,kk,kk,True
稅金,sèr-kim,25,sèr-kim,ser3kim1,ser3kim1,serkim,serkim,sk,sk,True
穢涗,èr-sèr,25,èr-sèr,er3ser3,er3ser3,erser,erser,es,es,True
穢著,è-tio̍h,25,è-tio̍h,e3tioh8,e3tioh8,etioh,etioh,et,et,True
穢著,èr-tio̍h,25,èr-tio̍h,er3tioh8,er3tioh8,ertioh,ertioh,et,et,True
空虛,khang-hir,25,khang-hir,khang1hir1,khang1hir1,khanghir,khanghir,kh,kh,True
空虛,khang-hu,25,khang-hu,khang1hu1,khang1hu1,khanghu,khanghu,kh,kh,True
空虛,khong-hi,25,khong-hi,khong1hi1,khong1hi1,khonghi,khonghi,kh,kh,True
空虛,khong-hir,25,khong-hir,khong1hir1,khong1hir1,khonghir,khonghir,kh,kh,True
空虛,khong-hu,25,khong-hu,khong1hu1,khong1hu1,khonghu,khonghu,kh,kh,True
章魚,thak-khooh,25,thak-kho͘h,thak4khooh4,thak4khooh4,thakkhooh,thakkhooh,tk,tk,True
箪笥,thàng-sù,25,thàng-sù,thang3su3,thang3su3,thangsu,thangsu,ts,ts,True
篆刻,thuàn-khik,25,thoàn-khek,thuan3khik4,thoan3khek4,thuankhik,thoankhek,tk,tk,True
篆字,thuàn-jī,25,thoàn-jī,thuan3ji7,thoan3ji7,thuanji,thoanji,tj,tj,True
篆字,thuàn-lī,25,thoàn-lī,thuan3li7,thoan3li7,thuanli,thoanli,tl,tl,True
細作,serè-tsoh,25,sère-choh,sere3tsoh4,sere3choh4,seretsoh,serechoh,st,sc,True
細作,suè-tsoh,25,sòe-choh,sue3tsoh4,soe3choh4,suetsoh,soechoh,st,sc,True
細作,sè-tsoh,25,sè-choh,se3tsoh4,se3choh4,setsoh,sechoh,st,sc,True
細本,serè-pún,25,sère-pún,sere3pun2,sere3pun2,serepun,serepun,sp,sp,True
細本,suè-pún,25,sòe-pún,sue3pun2,soe3pun2,suepun,soepun,sp,sp,True
細本,sè-pún,25,sè-pún,se3pun2,se3pun2,sepun,sepun,sp,sp,True
紳士,sin-sīr,25,sin-sīr,sin1sir7,sin1sir7,sinsir,sinsir,ss,ss,True
紳士,sin-sǐr,25,sin-sǐr,sin1sir6,sin1sir6,sinsir,sinsir,ss,ss,True
結尾,kiat-bé,25,kiat-bé,kiat4be2,kiat4be2,kiatbe,kiatbe,kb,kb,True
結尾,kiat-bér,25,kiat-bér,kiat4ber2,kiat4ber2,kiatber,kiatber,kb,kb,True
結構,kiat-kiò,25,kiat-kiò,kiat4kio3,kiat4kio3,kiatkio,kiatkio,kk,kk,True
綴會,tè-hē,25,tè-hē,te3he7,te3he7,tehe,tehe,th,th,True
綴會,tèr-hēr,25,tèr-hēr,ter3her7,ter3her7,terher,terher,th,th,True
綴路,tèr-lōo,25,tèr-lō͘,ter3loo7,ter3loo7,terloo,terloo,tl,tl,True
練炭,lia̋n-táng,25,liăn-táng,lian1tang2,lian9tang2,liantang,liantang,lt,lt,True
羊羹,iő-káng,25,iŏ-káng,io1kang2,io9kang2,iokang,iokang,ik,ik,True
義士,gī-sīr,25,gī-sīr,gi7sir7,gi7sir7,gisir,gisir,gs,gs,True
義士,gī-sū,25,gī-sū,gi7su7,gi7su7,gisu,gisu,gs,gs,True
義士,gī-sǐr,25,gī-sǐr,gi7sir6,gi7sir6,gisir,gisir,gs,gs,True
老師,ló-su,25,ló-su,lo2su1,lo2su1,losu,losu,ls,ls,True
老師,nóo-sir,25,nó͘-sir,noo2sir1,noo2sir1,noosir,noosir,ns,ns,True
考慮,khónn-līr,25,khóⁿ-līr,khonn2lir7,khonn2lir7,khonnlir,khonnlir,kl,kl,True
耳科,hī-khe,25,hī-khe,hi7khe1,hi7khe1,hikhe,hikhe,hk,hk,True
耳科,hī-kher,25,hī-kher,hi7kher1,hi7kher1,hikher,hikher,hk,hk,True
耳科,hǐ-kher,25,hǐ-kher,hi6kher1,hi6kher1,hikher,hikher,hk,hk,True
肉皮,bah-phêr,25,bah-phêr,bah4pher5,bah4pher5,bahpher,bahpher,bp,bp,True
脚絆,khiā-hang,25,khiā-hang,khia7hang1,khia7hang1,khiahang,khiahang,kh,kh,True
臨時,liâm-sî,25,liâm-sî,liam5si5,liam5si5,liamsi,liamsi,ls,ls,True
自信,tsīr-sìn,25,chīr-sìn,tsir7sin3,chir7sin3,tsirsin,chirsin,ts,cs,True
自己,tsīr-kí,25,chīr-kí,tsir7ki2,chir7ki2,tsirki,chirki,tk,ck,True
自新,tsīr-sin,25,chīr-sin,tsir7sin1,chir7sin1,tsirsin,chirsin,ts,cs,True
自然,tsīr-jiân,25,chīr-jiân,tsir7jian5,chir7jian5,tsirjian,chirjian,tj,cj,True
自然,tsīr-liân,25,chīr-liân,tsir7lian5,chir7lian5,tsirlian,chirlian,tl,cl,True
自私,tsīr-sir,25,chīr-sir,tsir7sir1,chir7sir1,tsirsir,chirsir,ts,cs,True
自習,tsīr-si̍p,25,chīr-si̍p,tsir7sip8,chir7sip8,tsirsip,chirsip,ts,cs,True
自習,tsū-si̍p,25,chū-si̍p,tsu7sip8,chu7sip8,tsusip,chusip,ts,cs,True
自身,tsīr-sin,25,chīr-sin,tsir7sin1,chir7sin1,tsirsin,chirsin,ts,cs,True
臺語,tâi-gír,25,tâi-gír,tai5gir2,tai5gir2,taigir,taigir,tg,tg,True
花子,hua-tsír,25,hoa-chír,hua1tsir2,hoa1chir2,huatsir,hoachir,ht,hc,True
花子,hue-tsí,25,hoe-chí,hue1tsi2,hoe1chi2,huetsi,hoechi,ht,hc,True
茶洗,tê-seré,25,tê-sére,te5sere2,te5sere2,tesere,tesere,ts,ts,True
茶洗,tê-sián,25,tê-sián,te5sian2,te5sian2,tesian,tesian,ts,ts,True
茶配,tê-phè,25,tê-phè,te5phe3,te5phe3,tephe,tephe,tp,tp,True
茶配,tê-phèr,25,tê-phèr,te5pher3,te5pher3,tepher,tepher,tp,tp,True
草字,tshó-jī,25,chhó-jī,tsho2ji7,chho2ji7,tshoji,chhoji,tj,cj,True
草字,tshó-lī,25,chhó-lī,tsho2li7,chho2li7,tsholi,chholi,tl,cl,True
草書,tshó-sir,25,chhó-sir,tsho2sir1,chho2sir1,tshosir,chhosir,ts,cs,True
荒廢,hng-huè,25,hng-hòe,hng1hue3,hng1hoe3,hnghue,hnghoe,hh,hh,True
荒廢,hong-huè,25,hong-hòe,hong1hue3,hong1hoe3,honghue,honghoe,hh,hh,True
菜配,tshài-phèr,25,chhài-phèr,tshai3pher3,chhai3pher3,tshaipher,chhaipher,tp,cp,True
落雪,lo̍h-serh,25,lo̍h-serh,loh8serh4,loh8serh4,lohserh,lohserh,ls,ls,True
葉書,ia̍p-sir,25,ia̍p-sir,iap8sir1,iap8sir1,iapsir,iapsir,is,is,True
葉書,ia̍p-su,25,ia̍p-su,iap8su1,iap8su1,iapsu,iapsu,is,is,True
葵扇,khe-sìnn,25,khe-sìⁿ,khe1sinn3,khe1sinn3,khesinn,khesinn,ks,ks,True
薩埵,sat-to,25,sat-to,sat4to1,sat4to1,satto,satto,st,st,True
薩埵,sat-tóo,25,sat-tó͘,sat4too2,sat4too2,sattoo,sattoo,st,st,True
虛傳,hi-thuân,25,hi-thoân,hi1thuan5,hi1thoan5,hithuan,hithoan,ht,ht,True
虛傳,hir-thuân,25,hir-thoân,hir1thuan5,hir1thoan5,hirthuan,hirthoan,ht,ht,True
虛傳,hu-thuân,25,hu-thoân,hu1thuan5,hu1thoan5,huthuan,huthoan,ht,ht,True
虛價,hi-kè,25,hi-kè,hi1ke3,hi1ke3,hike,hike,hk,hk,True
虛價,hir-kè,25,hir-kè,hir1ke3,hir1ke3,hirke,hirke,hk,hk,True
虛價,hu-kè,25,hu-kè,hu1ke3,hu1ke3,huke,huke,hk,hk,True
虛名,hi-bîng,25,hi-bêng,hi1bing5,hi1beng5,hibing,hibeng,hb,hb,True
虛名,hi-miâ,25,hi-miâ,hi1mia5,hi1mia5,himia,himia,hm,hm,True
虛名,hir-bîng,25,hir-bêng,hir1bing5,hir1beng5,hirbing,hirbeng,hb,hb,True
虛名,hir-miâ,25,hir-miâ,hir1mia5,hir1mia5,hirmia,hirmia,hm,hm,True
虛名,hu-bîng,25,hu-bêng,hu1bing5,hu1beng5,hubing,hubeng,hb,hb,True
虛名,hu-miâ,25,hu-miâ,hu1mia5,hu1mia5,humia,humia,hm,hm,True
虛實,hi-si̍t,25,hi-si̍t,hi1sit8,hi1sit8,hisit,hisit,hs,hs,True
虛實,hir-si̍t,25,hir-si̍t,hir1sit8,hir1sit8,hirsit,hirsit,hs,hs,True
虛實,hu-si̍t,25,hu-si̍t,hu1sit8,hu1sit8,husit,husit,hs,hs,True
虛底,hi-té,25,hi-té,hi1te2,hi1te2,hite,hite,ht,ht,True
虛底,hir-teré,25,hir-tére,hir1tere2,hir1tere2,hirtere,hirtere,ht,ht,True
虛底,hir-tué,25,hir-tóe,hir1tue2,hir1toe2,hirtue,hirtoe,ht,ht,True
虛底,hu-tué,25,hu-tóe,hu1tue2,hu1toe2,hutue,hutoe,ht,ht,True
虛度,hi-tōo,25,hi-tō͘,hi1too7,hi1too7,hitoo,hitoo,ht,ht,True
虛度,hir-tōo,25,hir-tō͘,hir1too7,hir1too7,hirtoo,hirtoo,ht,ht,True
虛度,hu-tōo,25,hu-tō͘,hu1too7,hu1too7,hutoo,hutoo,ht,ht,True
虛弱,hir-jio̍k,25,hir-jio̍k,hir1jiok8,hir1jiok8,hirjiok,hirjiok,hj,hj,True
虛弱,hir-lio̍k,25,hir-lio̍k,hir1liok8,hir1liok8,hirliok,hirliok,hl,hl,True
虛弱,hu-jio̍k,25,hu-jio̍k,hu1jiok8,hu1jiok8,hujiok,hujiok,hj,hj,True
虛弱,hu-lio̍k,25,hu-lio̍k,hu1liok8,hu1liok8,huliok,huliok,hl,hl,True
虛心,hi-sim,25,hi-sim,hi1sim1,hi1sim1,hisim,hisim,hs,hs,True
虛心,hir-sim,25,hir-sim,hir1sim1,hir1sim1,hirsim,hirsim,hs,hs,True
虛心,hu-sim,25,hu-sim,hu1sim1,hu1sim1,husim,husim,hs,hs,True
虛榮,hir-îng,25,hir-êng,hir1ing5,hir1eng5,hiring,hireng,hi,he,True
虛榮,hu-îng,25,hu-êng,hu1ing5,hu1eng5,huing,hueng,hi,he,True
虛浮,hi-hôo,25,hi-hô͘,hi1hoo5,hi1hoo5,hihoo,hihoo,hh,hh,True
虛浮,hir-hôo,25,hir-hô͘,hir1hoo5,hir1hoo5,hirhoo,hirhoo,hh,hh,True
虛浮,hu-hôo,25,hu-hô͘,hu1hoo5,hu1hoo5,huhoo,huhoo,hh,hh,True
虛火,hir-hér,25,hir-hér,hir1her2,hir1her2,hirher,hirher,hh,hh,True
虛火,hu-hé,25,hu-hé,hu1he2,hu1he2,huhe,huhe,hh,hh,True
虛無,hi-bû,25,hi-bû,hi1bu5,hi1bu5,hibu,hibu,hb,hb,True
虛無,hir-bû,25,hir-bû,hir1bu5,hir1bu5,hirbu,hirbu,hb,hb,True
虛無,hu-bû,25,hu-bû,hu1bu5,hu1bu5,hubu,hubu,hb,hb,True
虛熱,hi-jia̍t,25,hi-jia̍t,hi1jiat8,hi1jiat8,hijiat,hijiat,hj,hj,True
虛熱,hi-lia̍t,25,hi-lia̍t,hi1liat8,hi1liat8,hiliat,hiliat,hl,hl,True
虛熱,hir-jia̍t,25,hir-jia̍t,hir1jiat8,hir1jiat8,hirjiat,hirjiat,hj,hj,True
虛熱,hir-lia̍t,25,hir-lia̍t,hir1liat8,hir1liat8,hirliat,hirliat,hl,hl,True
虛熱,hu-jia̍t,25,hu-jia̍t,hu1jiat8,hu1jiat8,hujiat,hujiat,hj,hj,True
虛熱,hu-lia̍t,25,hu-lia̍t,hu1liat8,hu1liat8,huliat,huliat,hl,hl,True
虛空,hi-khong,25,hi-khong,hi1khong1,hi1khong1,hikhong,hikhong,hk,hk,True
虛空,hir-khong,25,hir-khong,hir1khong1,hir1khong1,hirkhong,hirkhong,hk,hk,True
虛空,hu-khong,25,hu-khong,hu1khong1,hu1khong1,hukhong,hukhong,hk,hk,True
虛級,hi-kip,25,hi-kip,hi1kip4,hi1kip4,hikip,hikip,hk,hk,True
虛級,hir-kip,25,hir-kip,hir1kip4,hir1kip4,hirkip,hirkip,hk,hk,True
虛級,hu-kip,25,hu-kip,hu1kip4,hu1kip4,hukip,hukip,hk,hk,True
虛聞,hi-bûn,25,hi-bûn,hi1bun5,hi1bun5,hibun,hibun,hb,hb,True
虛聞,hir-bûn,25,hir-bûn,hir1bun5,hir1bun5,hirbun,hirbun,hb,hb,True
虛聞,hu-bûn,25,hu-bûn,hu1bun5,hu1bun5,hubun,hubun,hb,hb,True
虛華,hir-hua,25,hir-hoa,hir1hua1,hir1hoa1,hirhua,hirhoa,hh,hh,True
虛華,hu-hua,25,hu-hoa,hu1hua1,hu1hoa1,huhua,huhoa,hh,hh,True
虛言,hi-gân,25,hi-gân,hi1gan5,hi1gan5,higan,higan,hg,hg,True
虛言,hir-giân,25,hir-giân,hir1gian5,hir1gian5,hirgian,hirgian,hg,hg,True
虛言,hu-giân,25,hu-giân,hu1gian5,hu1gian5,hugian,hugian,hg,hg,True
虛詞,hi-sû,25,hi-sû,hi1su5,hi1su5,hisu,hisu,hs,hs,True
虛詞,hir-sîr,25,hir-sîr,hir1sir5,hir1sir5,hirsir,hirsir,hs,hs,True
虛詞,hu-sû,25,hu-sû,hu1su5,hu1su5,husu,husu,hs,hs,True
虛費,hi-huì,25,hi-hùi,hi1hui3,hi1hui3,hihui,hihui,hh,hh,True
虛費,hir-huì,25,hir-hùi,hir1hui3,hir1hui3,hirhui,hirhui,hh,hh,True
虛費,hu-huì,25,hu-hùi,hu1hui3,hu1hui3,huhui,huhui,hh,hh,True
虛重,hi-tāng,25,hi-tāng,hi1tang7,hi1tang7,hitang,hitang,ht,ht,True
虛重,hir-tāng,25,hir-tāng,hir1tang7,hir1tang7,hirtang,hirtang,ht,ht,True
虛重,hir-tǎng,25,hir-tǎng,hir1tang6,hir1tang6,hirtang,hirtang,ht,ht,True
虛重,hu-tāng,25,hu-tāng,hu1tang7,hu1tang7,hutang,hutang,ht,ht,True
虛闊,hi-khuah,25,hi-khoah,hi1khuah4,hi1khoah4,hikhuah,hikhoah,hk,hk,True
虛闊,hir-khuah,25,hir-khoah,hir1khuah4,hir1khoah4,hirkhuah,hirkhoah,hk,hk,True
虛闊,hu-khuah,25,hu-khoah,hu1khuah4,hu1khoah4,hukhuah,hukhoah,hk,hk,True
蚵炱,ô-ter,25,ô-ter,o5ter1,o5ter1,oter,oter,ot,ot,True
蠻皮,bân-phêr,25,bân-phêr,ban5pher5,ban5pher5,banpher,banpher,bp,bp,True
行書,hâng-sir,25,hâng-sir,hang5sir1,hang5sir1,hangsir,hangsir,hs,hs,True
行書,hâng-su,25,hâng-su,hang5su1,hang5su1,hangsu,hangsu,hs,hs,True
行書,hîng-sir,25,hêng-sir,hing5sir1,heng5sir1,hingsir,hengsir,hs,hs,True
行書,hîng-su,25,hêng-su,hing5su1,heng5su1,hingsu,hengsu,hs,hs,True
術士,su̍t-sīr,25,su̍t-sīr,sut8sir7,sut8sir7,sutsir,sutsir,ss,ss,True
術士,su̍t-sū,25,su̍t-sū,sut8su7,sut8su7,sutsu,sutsu,ss,ss,True
術士,su̍t-sǐr,25,su̍t-sǐr,sut8sir6,sut8sir6,sutsir,sutsir,ss,ss,True
術語,su̍t-gí,25,su̍t-gí,sut8gi2,sut8gi2,sutgi,sutgi,sg,sg,True
術語,su̍t-gír,25,su̍t-gír,sut8gir2,sut8gir2,sutgir,sutgir,sg,sg,True
術語,su̍t-gú,25,su̍t-gú,sut8gu2,sut8gu2,sutgu,sutgu,sg,sg,True
街頭,kere-thâu,25,kere-thâu,kere1thau5,kere1thau5,kerethau,kerethau,kt,kt,True
衰退,sue-thèr,25,soe-thèr,sue1ther3,soe1ther3,suether,soether,st,st,True
規矩,kui-kír,25,kui-kír,kui1kir2,kui1kir2,kuikir,kuikir,kk,kk,True
解說,keré-serh,25,kére-serh,kere2serh4,kere2serh4,kereserh,kereserh,ks,ks,True
解說,kué-serh,25,kóe-serh,kue2serh4,koe2serh4,kueserh,koeserh,ks,ks,True
言詞,giân-sîr,25,giân-sîr,gian5sir5,gian5sir5,giansir,giansir,gs,gs,True
言詞,gân-sû,25,gân-sû,gan5su5,gan5su5,gansu,gansu,gs,gs,True
言語,giân-gír,25,giân-gír,gian5gir2,gian5gir2,giangir,giangir,gg,gg,True
言語,gân-gí,25,gân-gí,gan5gi2,gan5gi2,gangi,gangi,gg,gg,True
言辭,giân-sîr,25,giân-sîr,gian5sir5,gian5sir5,giansir,giansir,gs,gs,True
言辭,gân-sû,25,gân-sû,gan5su5,gan5su5,gansu,gansu,gs,gs,True
訓詞,hùn-sîr,25,hùn-sîr,hun3sir5,hun3sir5,hunsir,hunsir,hs,hs,True
訓詞,hùn-sû,25,hùn-sû,hun3su5,hun3su5,hunsu,hunsu,hs,hs,True
記事,kì-sīr,25,kì-sīr,ki3sir7,ki3sir7,kisir,kisir,ks,ks,True
許可,hír-khónn,25,hír-khóⁿ,hir2khonn2,hir2khonn2,hirkhonn,hirkhonn,hk,hk,True
話語,uē-gír,25,ōe-gír,ue7gir2,oe7gir2,uegir,oegir,ug,og,True
語文,gír-bûn,25,gír-bûn,gir2bun5,gir2bun5,girbun,girbun,gb,gb,True
語法,gír-huat,25,gír-hoat,gir2huat4,gir2hoat4,girhuat,girhoat,gh,gh,True
語詞,gír-sîr,25,gír-sîr,gir2sir5,gir2sir5,girsir,girsir,gs,gs,True
語詞,gú-sû,25,gú-sû,gu2su5,gu2su5,gusu,gusu,gs,gs,True
謙虛,khiam-hir,25,khiam-hir,khiam1hir1,khiam1hir1,khiamhir,khiamhir,kh,kh,True
