hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo
洍,sīr,50,sīr,sir7,sir7,sir,sir,,,True
洍,sū,50,sū,su7,su7,su,su,,,True
洍,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
洰,kīr,50,kīr,kir7,kir7,kir,kir,,,True
洰,kū,50,kū,ku7,ku7,ku,ku,,,True
洰,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
洳,jīr,50,jīr,jir7,jir7,jir,jir,,,True
洳,līr,50,līr,lir7,lir7,lir,lir,,,True
洳,lū,50,lū,lu7,lu7,lu,lu,,,True
洸,hōng,50,hōng,hong7,hong7,hong,hong,,,True
洸,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
浣,uǎn,50,oǎn,uan6,oan6,uan,oan,,,True
浩,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
涁,sèrm,50,sèrm,serm3,serm3,serm,serm,,,True
涁,sìm,50,sìm,sim3,sim3,sim,sim,,,True
涂,tîr,50,tîr,tir5,tir5,tir,tir,,,True
涂,tû,50,tû,tu5,tu5,tu,tu,,,True
涗,sèr,50,sèr,ser3,ser3,ser,ser,,,True
涘,sīr,50,sīr,sir7,sir7,sir,sir,,,True
涘,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
涬,hīng,50,hēng,hing7,heng7,hing,heng,,,True
涬,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
涭,siū,50,siū,siu7,siu7,siu,siu,,,True
涭,siǔ,50,siǔ,siu6,siu6,siu,siu,,,True
涺,kir,50,kir,kir1,kir1,kir,kir,,,True
淄,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
淊,hām,50,hām,ham7,ham7,ham,ham,,,True
淊,hǎm,50,hǎm,ham6,ham6,ham,ham,,,True
淏,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
淡,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
淡,tǎnn,50,tǎⁿ,tann6,tann6,tann,tann,,,True
淤,ir,50,ir,ir1,ir1,ir,ir,,,True
淭,kîr,50,kîr,kir5,kir5,kir,kir,,,True
淭,kû,50,kû,ku5,ku5,ku,ku,,,True
混,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
清,tshirinn,50,chhiriⁿ,tshirinn1,chhirinn1,tshirinn,chhirinn,,,True
渚,tsír,50,chír,tsir2,chir2,tsir,chir,,,True
渠,kîr,50,kîr,kir5,kir5,kir,kir,,,True
渦,e,50,e,e1,e1,e,e,,,True
渦,er,50,er,er1,er1,er,er,,,True
渾,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
湀,kuí,50,kúi,kui2,kui2,kui,kui,,,True
湀,kuī,50,kūi,kui7,kui7,kui,kui,,,True
湀,kuǐ,50,kǔi,kui6,kui6,kui,kui,,,True
湑,sir,50,sir,sir1,sir1,sir,sir,,,True
湑,sír,50,sír,sir2,sir2,sir,sir,,,True
湛,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
湳,lòm,50,lòm,lom3,lom3,lom,lom,,,True
溆,sīr,50,sīr,sir7,sir7,sir,sir,,,True
溆,sū,50,sū,su7,su7,su,su,,,True
溆,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
溮,sir,50,sir,sir1,sir1,sir,sir,,,True
溵,irn,50,irn,irn1,irn1,irn,irn,,,True
溵,un,50,un,un1,un1,un,un,,,True
溾,huē,50,hōe,hue7,hoe7,hue,hoe,,,True
溾,huě,50,hǒe,hue6,hoe6,hue,hoe,,,True
滁,tîr,50,tîr,tir5,tir5,tir,tir,,,True
滈,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
滉,hōng,50,hōng,hong7,hong7,hong,hong,,,True
滉,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
滋,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
滍,tī,50,tī,ti7,ti7,ti,ti,,,True
滍,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
滓,tsír,50,chír,tsir2,chir2,tsir,chir,,,True
滬,hiō,50,hiō,hio7,hio7,hio,hio,,,True
滬,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
滰,kiōng,50,kiōng,kiong7,kiong7,kiong,kiong,,,True
滰,kiǒng,50,kiǒng,kiong6,kiong6,kiong,kiong,,,True
滲,serm,50,serm,serm1,serm1,serm,serm,,,True
滷,lerē,50,lēre,lere7,lere7,lere,lere,,,True
滷,lerě,50,lěre,lere6,lere6,lere,lere,,,True
滷,luē,50,lōe,lue7,loe7,lue,loe,,,True
滷,luě,50,lǒe,lue6,loe6,lue,loe,,,True
滷,lōo,50,lō͘,loo7,loo7,loo,loo,,,True
滷,lǒo,50,lǒ͘,loo6,loo6,loo,loo,,,True
漁,gîr,50,gîr,gir5,gir5,gir,gir,,,True
漁,hîr,50,hîr,hir5,hir5,hir,hir,,,True
漬,tsirh,50,chirh,tsirh4,chirh4,tsirh,chirh,,,True
漬,tsuh,50,chuh,tsuh4,chuh4,tsuh,chuh,,,True
漬,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True
漵,sīr,50,sīr,sir7,sir7,sir,sir,,,True
漵,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
漸,tsiǎm,50,chiǎm,tsiam6,chiam6,tsiam,chiam,,,True
潒,tōng,50,tōng,tong7,tong7,tong,tong,,,True
潒,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
潡,tūn,50,tūn,tun7,tun7,tun,tun,,,True
潡,tǔn,50,tǔn,tun6,tun6,tun,tun,,,True
潬,siān,50,siān,sian7,sian7,sian,sian,,,True
潬,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True
潬,tān,50,tān,tan7,tan7,tan,tan,,,True
潬,tǎn,50,tǎn,tan6,tan6,tan,tan,,,True
澋,hīng,50,hēng,hing7,heng7,hing,heng,,,True
澋,hǐng,50,hěng,hing6,heng6,hing,heng,,,True
澌,sir,50,sir,sir1,sir1,sir,sir,,,True
澔,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
澥,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
澦,īr,50,īr,ir7,ir7,ir,ir,,,True
澦,ū,50,ū,u7,u7,u,u,,,True
澬,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
澬,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
澬,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
澸,tām,50,tām,tam7,tam7,tam,tam,,,True
澸,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
澹,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
澽,kìr,50,kìr,kir3,kir3,kir,kir,,,True
澽,kù,50,kù,ku3,ku3,ku,ku,,,True
澽,kīr,50,kīr,kir7,kir7,kir,kir,,,True
澽,kū,50,kū,ku7,ku7,ku,ku,,,True
濜,tsǐn,50,chǐn,tsin6,chin6,tsin,chin,,,True
濨,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
濨,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
濾,līr,50,līr,lir7,lir7,lir,lir,,,True
瀃,sìr,50,sìr,sir3,sir3,sir,sir,,,True
瀃,sù,50,sù,su3,su3,su,su,,,True
瀦,tir,50,tir,tir1,tir1,tir,tir,,,True
瀦,tu,50,tu,tu1,tu1,tu,tu,,,True
灝,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
灬,hué,50,hóe,hue2,hoe2,hue,hoe,,,True
灬,hé,50,hé,he2,he2,he,he,,,True
灬,hér,50,hér,her2,her2,her,her,,,True
灬,hónn,50,hóⁿ,honn2,honn2,honn,honn,,,True
灮,kng,50,kng,kng1,kng1,kng,kng,,,True
灮,kong,50,kong,kong1,kong1,kong,kong,,,True
灮,kuinn,50,kuiⁿ,kuinn1,kuinn1,kuinn,kuinn,,,True
灾,tsai,50,chai,tsai1,chai1,tsai,chai,,,True
灾,tse,50,che,tse1,che1,tse,che,,,True
灾,tser,50,cher,tser1,cher1,tser,cher,,,True
炘,herm,50,herm,herm1,herm1,herm,herm,,,True
炬,kīr,50,kīr,kir7,kir7,kir,kir,,,True
炬,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
烏,io,50,io,io1,io1,io,io,,,True
烘,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
烯,hi,50,hi,hi1,hi1,hi,hi,,,True
烴,kíng,50,kéng,king2,keng2,king,keng,,,True
焜,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
無,môo,50,mô͘,moo5,moo5,moo,moo,,,True
焣,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
焣,tsǔ,50,chǔ,tsu6,chu6,tsu,chu,,,True
焮,herm,50,herm,herm1,herm1,herm,herm,,,True
煑,tsír,50,chír,tsir2,chir2,tsir,chir,,,True
煑,tsú,50,chú,tsu2,chu2,tsu,chu,,,True
煾,irn,50,irn,irn1,irn1,irn,irn,,,True
熩,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
熩,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
燍,sir,50,sir,sir1,sir1,sir,sir,,,True
燍,su,50,su,su1,su1,su,su,,,True
燼,tsǐn,50,chǐn,tsin6,chin6,tsin,chin,,,True
爈,lîr,50,lîr,lir5,lir5,lir,lir,,,True
爈,lû,50,lû,lu5,lu5,lu,lu,,,True
爈,līr,50,līr,lir7,lir7,lir,lir,,,True
爈,lū,50,lū,lu7,lu7,lu,lu,,,True
爫,jiáu,50,jiáu,jiau2,jiau2,jiau,jiau,,,True
爫,liáu,50,liáu,liau2,liau2,liau,liau,,,True
爲,uî,50,ûi,ui5,ui5,ui,ui,,,True
爲,uī,50,ūi,ui7,ui7,ui,ui,,,True
父,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
爾,niǎ,50,niǎ,nia6,nia6,nia,nia,,,True
爾,nā,50,nā,na7,na7,na,na,,,True
爾,nǎ,50,nǎ,na6,na6,na,na,,,True
爿,pirînn,50,pîriⁿ,pirinn5,pirinn5,pirinn,pirinn,,,True
爿,puînn,50,pûiⁿ,puinn5,puinn5,puinn,puinn,,,True
爿,pâinn,50,pâiⁿ,painn5,painn5,painn,painn,,,True
爿,pân,50,pân,pan5,pan5,pan,pan,,,True
牝,pǐn,50,pǐn,pin6,pin6,pin,pin,,,True
牟,biô,50,biô,bio5,bio5,bio,bio,,,True
牭,sìr,50,sìr,sir3,sir3,sir,sir,,,True
牭,sù,50,sù,su3,su3,su,su,,,True
牸,lū,50,lū,lu7,lu7,lu,lu,,,True
牸,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
牸,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
犃,piō,50,piō,pio7,pio7,pio,pio,,,True
犃,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True
犛,bâu,50,bâu,bau5,bau5,bau,bau,,,True
犛,môo,50,mô͘,moo5,moo5,moo,moo,,,True
犭,khián,50,khián,khian2,khian2,khian,khian,,,True
犾,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
犾,gûn,50,gûn,gun5,gun5,gun,gun,,,True
狙,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
狙,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
狠,hírn,50,hírn,hirn2,hirn2,hirn,hirn,,,True
狣,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True
狣,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True
狳,îr,50,îr,ir5,ir5,ir,ir,,,True
狳,û,50,û,u5,u5,u,u,,,True
狴,pě,50,pě,pe6,pe6,pe,pe,,,True
狺,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
猌,gīrn,50,gīrn,girn7,girn7,girn,girn,,,True
猌,gūn,50,gūn,gun7,gun7,gun,gun,,,True
猛,mí,50,mí,mi2,mi2,mi,mi,,,True
猥,ué,50,óe,ue2,oe2,ue,oe,,,True
獅,sir,50,sir,sir1,sir1,sir,sir,,,True
獖,hūn,50,hūn,hun7,hun7,hun,hun,,,True
獖,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
獖,pūn,50,pūn,pun7,pun7,pun,pun,,,True
獖,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True
獬,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
玆,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
玆,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
玆,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
玆,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
玤,pǎng,50,pǎng,pang6,pang6,pang,pang,,,True
玼,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
玼,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
玼,tshír,50,chhír,tshir2,chhir2,tshir,chhir,,,True
玼,tshú,50,chhú,tshu2,chhu2,tshu,chhu,,,True
珁,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
珁,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
珢,gûn,50,gûn,gun5,gun5,gun,gun,,,True
珢,kirn,50,kirn,kirn1,kirn1,kirn,kirn,,,True
珢,kun,50,kun,kun1,kun1,kun,kun,,,True
珢,kìrn,50,kìrn,kirn3,kirn3,kirn,kirn,,,True
珢,kùn,50,kùn,kun3,kun3,kun,kun,,,True
琄,hiān,50,hiān,hian7,hian7,hian,hian,,,True
琄,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True
琚,kir,50,kir,kir1,kir1,kir,kir,,,True
琲,puě,50,pǒe,pue6,poe6,pue,poe,,,True
瑊,tserm,50,cherm,tserm1,cherm1,tserm,cherm,,,True
瑡,sir,50,sir,sir1,sir1,sir,sir,,,True
瑡,su,50,su,su1,su1,su,su,,,True
瑹,sir,50,sir,sir1,sir1,sir,sir,,,True
璖,kîr,50,kîr,kir5,kir5,kir,kir,,,True
璖,kû,50,kû,ku5,ku5,ku,ku,,,True
璗,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
璩,kîr,50,kîr,kir5,kir5,kir,kir,,,True
璩,kû,50,kû,ku5,ku5,ku,ku,,,True
璵,îr,50,îr,ir5,ir5,ir,ir,,,True
璾,tsē,50,chē,tse7,che7,tse,che,,,True
璾,tsě,50,chě,tse6,che6,tse,che,,,True
瓷,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
瓿,phió,50,phió,phio2,phio2,phio,phio,,,True
瓿,piō,50,piō,pio7,pio7,pio,pio,,,True
瓿,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True
甆,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
甆,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
甚,sǐm,50,sǐm,sim6,sim6,sim,sim,,,True
甭,bóng,50,bóng,bong2,bong2,bong,bong,,,True
甾,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
界,kerè,50,kère,kere3,kere3,kere,kere,,,True
畤,tī,50,tī,ti7,ti7,ti,ti,,,True
畤,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
畫,ere̍h,50,e̍reh,ereh8,ereh8,ereh,ereh,,,True
畫,ue̍h,50,oe̍h,ueh8,oeh8,ueh,oeh,,,True
畬,îr,50,îr,ir5,ir5,ir,ir,,,True
畬,û,50,û,u5,u5,u,u,,,True
畭,siâ,50,siâ,sia5,sia5,sia,sia,,,True
畭,îr,50,îr,ir5,ir5,ir,ir,,,True
畭,û,50,û,u5,u5,u,u,,,True
疋,sir,50,sir,sir1,sir1,sir,sir,,,True
疋,su,50,su,su1,su1,su,su,,,True
疎,sere,50,sere,sere1,sere1,sere,sere,,,True
疎,soo,50,so͘,soo1,soo1,soo,soo,,,True
疎,sue,50,soe,sue1,soe1,sue,soe,,,True
疏,sere,50,sere,sere1,sere1,sere,sere,,,True
疒,tshông,50,chhông,tshong5,chhong5,tshong,chhong,,,True
疵,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
疵,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
疽,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
疽,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
疽,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
痕,hîrn,50,hîrn,hirn5,hirn5,hirn,hirn,,,True
痥,thê,50,thê,the5,the5,the,the,,,True
痥,thêr,50,thêr,ther5,ther5,ther,ther,,,True
瘀,ir,50,ir,ir1,ir1,ir,ir,,,True
瘕,ká,50,ká,ka2,ka2,ka,ka,,,True
瘸,kher,50,kher,kher1,kher1,kher,kher,,,True
瘸,khêr,50,khêr,kher5,kher5,kher,kher,,,True
癒,lú,50,lú,lu2,lu2,lu,lu,,,True
癙,tshír,50,chhír,tshir2,chhir2,tshir,chhir,,,True
癶,puat,50,poat,puat4,poat4,puat,poat,,,True
皁,tsǒ,50,chǒ,tso6,cho6,tso,cho,,,True
皂,tsǒ,50,chǒ,tso6,cho6,tso,cho,,,True
的,gê,50,gê,ge5,ge5,ge,ge,,,True
皉,tshír,50,chhír,tshir2,chhir2,tshir,chhir,,,True
皉,tshú,50,chhú,tshu2,chhu2,tshu,chhu,,,True
皓,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
皔,hān,50,hān,han7,han7,han,han,,,True
皔,hǎn,50,hǎn,han6,han6,han,han,,,True
皜,hō,50,hō,ho7,ho7,ho,ho,,,True
皜,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
皝,hōng,50,hōng,hong7,hong7,hong,hong,,,True
皝,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
皞,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
皡,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
皩,hōng,50,hōng,hong7,hong7,hong,hong,,,True
皩,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
盡,tsǐn,50,chǐn,tsin6,chin6,tsin,chin,,,True
盧,liô,50,liô,lio5,lio5,lio,lio,,,True
盪,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
相,siǒng,50,siǒng,siong6,siong6,siong,siong,,,True
盺,herm,50,herm,herm1,herm1,herm,herm,,,True
盻,he,50,he,he1,he1,he,he,,,True
盻,her,50,her,her1,her1,her,her,,,True
眝,tīr,50,tīr,tir7,tir7,tir,tir,,,True
眝,tū,50,tū,tu7,tu7,tu,tu,,,True
眝,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True
眥,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True
眥,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
眥,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
眦,tshîr,50,chhîr,tshir5,chhir5,tshir,chhir,,,True
眦,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
眦,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
眹,tīn,50,tīn,tin7,tin7,tin,tin,,,True
眹,tǐn,50,tǐn,tin6,tin6,tin,tin,,,True
眼,nguí,50,ngúi,ngui2,ngui2,ngui,ngui,,,True
着,tio̍h,50,tio̍h,tioh8,tioh8,tioh,tioh,,,True
着,to̍h,50,to̍h,toh8,toh8,toh,toh,,,True
睅,hǎn,50,hǎn,han6,han6,han,han,,,True
睆,huān,50,hoān,huan7,hoan7,huan,hoan,,,True
睆,huǎn,50,hoǎn,huan6,hoan6,huan,hoan,,,True
睇,thirínn,50,thíriⁿ,thirinn2,thirinn2,thirinn,thirinn,,,True
睇,thuínn,50,thúiⁿ,thuinn2,thuinn2,thuinn,thuinn,,,True
睍,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True
睡,tsēr,50,chēr,tser7,cher7,tser,cher,,,True
睢,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
睺,hiô,50,hiô,hio5,hio5,hio,hio,,,True
瞊,tōng,50,tōng,tong7,tong7,tong,tong,,,True
瞊,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
瞋,tshin,50,chhin,tshin1,chhin1,tshin,chhin,,,True
矣,ī,50,ī,i7,i7,i,i,,,True
矣,ǐ,50,ǐ,i6,i6,i,i,,,True
矷,tsír,50,chír,tsir2,chir2,tsir,chir,,,True
矷,tsú,50,chú,tsu2,chu2,tsu,chu,,,True
矽,si̍k,50,se̍k,sik8,sek8,sik,sek,,,True
砄,khih,50,khih,khih4,khih4,khih,khih,,,True
砈,eh,50,eh,eh4,eh4,eh,eh,,,True
砈,ik,50,ek,ik4,ek4,ik,ek,,,True
砑,gē,50,gē,ge7,ge7,ge,ge,,,True
砠,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
砠,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
砷,sin,50,sin,sin1,sin1,sin,sin,,,True
硍,hǎn,50,hǎn,han6,han6,han,han,,,True
硏,gián,50,gián,gian2,gian2,gian,gian,,,True
硏,nguí,50,ngúi,ngui2,ngui2,ngui,ngui,,,True
硐,tǒng,50,tǒng,tong6,tong6,tong,tong,,,True
硒,se,50,se,se1,se1,se,se,,,True
硘,huî,50,hûi,hui5,hui5,hui,hui,,,True
硢,îr,50,îr,ir5,ir5,ir,ir,,,True
硢,û,50,û,u5,u5,u,u,,,True
硥,pāng,50,pāng,pang7,pang7,pang,pang,,,True
硥,pǎng,50,pǎng,pang6,pang6,pang,pang,,,True
硬,gǐng,50,gěng,ging6,geng6,ging,geng,,,True
硬,ngiā,50,ngiā,ngia7,ngia7,ngia,ngia,,,True
硬,ngiǎ,50,ngiǎ,ngia6,ngia6,ngia,ngia,,,True
碋,hō,50,hō,ho7,ho7,ho,ho,,,True
碋,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
碘,tián,50,tián,tian2,tian2,tian,tian,,,True
碲,tè,50,tè,te3,te3,te,te,,,True
碾,nuí,50,núi,nui2,nui2,nui,nui,,,True
磁,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
磰,siān,50,siān,sian7,sian7,sian,sian,,,True
磰,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True
磲,kîr,50,kîr,kir5,kir5,kir,kir,,,True
礜,īr,50,īr,ir7,ir7,ir,ir,,,True
礜,ū,50,ū,u7,u7,u,u,,,True
礻,sī,50,sī,si7,si7,si,si,,,True
祀,sīr,50,sīr,sir7,sir7,sir,sir,,,True
祀,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
祖,tsió,50,chió,tsio2,chio2,tsio,chio,,,True
祘,suàn,50,soàn,suan3,soan3,suan,soan,,,True
祚,tsòo,50,chò͘,tsoo3,choo3,tsoo,choo,,,True
祛,khir,50,khir,khir1,khir1,khir,khir,,,True
祛,khu,50,khu,khu1,khu1,khu,khu,,,True
祜,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
祠,sîr,50,sîr,sir5,sir5,sir,sir,,,True
祢,ní,50,ní,ni2,ni2,ni,ni,,,True
祣,lír,50,lír,lir2,lir2,lir,lir,,,True
祳,sǐn,50,sǐn,sin6,sin6,sin,sin,,,True
禌,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
禌,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
禍,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
禍,ēr,50,ēr,er7,er7,er,er,,,True
禍,ěr,50,ěr,er6,er6,er,er,,,True
禗,sir,50,sir,sir1,sir1,sir,sir,,,True
禗,su,50,su,su1,su1,su,su,,,True
禠,sir,50,sir,sir1,sir1,sir,sir,,,True
禦,gīr,50,gīr,gir7,gir7,gir,gir,,,True
禩,sīr,50,sīr,sir7,sir7,sir,sir,,,True
禩,sū,50,sū,su7,su7,su,su,,,True
禩,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
禫,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
私,sir,50,sir,sir1,sir1,sir,sir,,,True
科,kher,50,kher,kher1,kher1,kher,kher,,,True
秗,ìr,50,ìr,ir3,ir3,ir,ir,,,True
秗,ù,50,ù,u3,u3,u,u,,,True
秬,kīr,50,kīr,kir7,kir7,kir,kir,,,True
秬,kū,50,kū,ku7,ku7,ku,ku,,,True
秬,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
秲,sī,50,sī,si7,si7,si,si,,,True
秲,tī,50,tī,ti7,ti7,ti,ti,,,True
秲,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
秶,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
秶,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
稆,līr,50,līr,lir7,lir7,lir,lir,,,True
稆,lū,50,lū,lu7,lu7,lu,lu,,,True
稆,lǐr,50,lǐr,lir6,lir6,lir,lir,,,True
稈,kirínn,50,kíriⁿ,kirinn2,kirinn2,kirinn,kirinn,,,True
稚,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
稞,khe,50,khe,khe1,khe1,khe,khe,,,True
稞,kher,50,kher,kher1,kher1,kher,kher,,,True
稰,sir,50,sir,sir1,sir1,sir,sir,,,True
稰,su,50,su,su1,su1,su,su,,,True
稰,sír,50,sír,sir2,sir2,sir,sir,,,True
稰,sú,50,sú,su2,su2,su,su,,,True
稵,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
稵,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
稺,tī,50,tī,ti7,ti7,ti,ti,,,True
稺,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
稻,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True
穢,hè,50,hè,he3,he3,he,he,,,True
穢,hèr,50,hèr,her3,her3,her,her,,,True
穥,īr,50,īr,ir7,ir7,ir,ir,,,True
穥,ū,50,ū,u7,u7,u,u,,,True
穭,līr,50,līr,lir7,lir7,lir,lir,,,True
穭,lǐr,50,lǐr,lir6,lir6,lir,lir,,,True
穼,serm,50,serm,serm1,serm1,serm,serm,,,True
穼,sim,50,sim,sim1,sim1,sim,sim,,,True
窘,kūn,50,kūn,kun7,kun7,kun,kun,,,True
窘,kǔn,50,kǔn,kun6,kun6,kun,kun,,,True
窞,tām,50,tām,tam7,tam7,tam,tam,,,True
窞,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
窠,khe,50,khe,khe1,khe1,khe,khe,,,True
窠,kher,50,kher,kher1,kher1,kher,kher,,,True
窩,e,50,e,e1,e1,e,e,,,True
窩,er,50,er,er1,er1,er,er,,,True
窶,kū,50,kū,ku7,ku7,ku,ku,,,True
窶,kǔ,50,kǔ,ku6,ku6,ku,ku,,,True
竌,tshìr,50,chhìr,tshir3,chhir3,tshir,chhir,,,True
竌,tshù,50,chhù,tshu3,chhu3,tshu,chhu,,,True
站,tsǎm,50,chǎm,tsam6,cham6,tsam,cham,,,True
竚,tīr,50,tīr,tir7,tir7,tir,tir,,,True
竚,tū,50,tū,tu7,tu7,tu,tu,,,True
竚,tǐr,50,tǐr,tir6,tir6,tir,tir,,,True
竫,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True
笥,sìr,50,sìr,sir3,sir3,sir,sir,,,True
笨,pǔn,50,pǔn,pun6,pun6,pun,pun,,,True
第,terē,50,tēre,tere7,tere7,tere,tere,,,True
笵,huān,50,hoān,huan7,hoan7,huan,hoan,,,True
笵,huǎn,50,hoǎn,huan6,hoan6,huan,hoan,,,True
筅,tshirínn,50,chhíriⁿ,tshirinn2,chhirinn2,tshirinn,chhirinn,,,True
筅,tshuínn,50,chhúiⁿ,tshuinn2,chhuinn2,tshuinn,chhuinn,,,True
筎,jîr,50,jîr,jir5,jir5,jir,jir,,,True
筎,lîr,50,lîr,lir5,lir5,lir,lir,,,True
筎,lû,50,lû,lu5,lu5,lu,lu,,,True
