hanzi,tl,frequency,poj
讖,tshìm,50,chhìm
豁,heh,50,heh
豁,herh,50,herh
豎,sǔ,50,sǔ
豏,hām,50,hām
豏,hǎm,50,hǎm
象,siǒng,50,siǒng
豦,kîr,50,kîr
豦,kû,50,kû
豫,īr,50,īr
豸,thuǎ,50,thǒa
貄,sīr,50,sīr
貄,sū,50,sū
貄,sǐr,50,sǐr
貗,kū,50,kū
貗,kǔ,50,kǔ
負,hǔ,50,hǔ
貯,teré,50,tére
貯,thír,50,thír
貲,tsir,50,chir
貲,tsu,50,chu
貸,tè,50,tè
貸,tèr,50,tèr
貺,hirīnn,50,hīriⁿ
貺,huīnn,50,hūiⁿ
貺,hāinn,50,hāiⁿ
賁,hūn,50,hūn
賁,hǔn,50,hǔn
賄,hé,50,hé
賄,hér,50,hér
資,tsir,50,chir
賜,sìr,50,sìr
賧,tǎm,50,tǎm
賮,tsīn,50,chīn
賮,tsǐn,50,chǐn
購,kio,50,kio
購,koo,50,ko͘
賽,sèr,50,sèr
贉,tām,50,tām
贉,tǎm,50,tǎm
贐,tsǐn,50,chǐn
赼,tshir,50,chhir
赼,tshu,50,chhu
赾,kírn,50,kírn
赾,kún,50,kún
趀,tshir,50,chhir
趀,tshu,50,chhu
趄,tshir,50,chhir
趑,tshir,50,chhir
趑,tshu,50,chhu
趙,tiāu,50,tiāu
趙,tiǎu,50,tiǎu
趙,tiǒ,50,tiǒ
趦,tshir,50,chhir
趦,tshu,50,chhu
趩,tshi̍k,50,chhe̍k
跁,pǎ,50,pǎ
跆,tâi,50,tâi
跐,tshír,50,chhír
跓,tsǔ,50,chǔ
跙,tshir,50,chhir
跙,tshu,50,chhu
距,kīr,50,kīr
距,kǐr,50,kǐr
跟,kirn,50,kirn
路,liō,50,liō
跱,tī,50,tī
跱,tǐ,50,tǐ
跽,kǐ,50,kǐ
踝,huā,50,hōa
踝,huǎ,50,hǒa
踞,kìr,50,kìr
踶,tī,50,tī
踶,tǐ,50,tǐ
踹,suān,50,soān
踹,suǎn,50,soǎn
踽,kír,50,kír
躆,kìr,50,kìr
躆,kù,50,kù
躇,tîr,50,tîr
軀,sir,50,sir
軓,huǎn,50,hoǎn
軩,tāi,50,tāi
軩,tǎi,50,tǎi
軬,huān,50,hoān
軬,huǎn,50,hoǎn
軬,pūn,50,pūn
軬,pǔn,50,pǔn
輐,uǎn,50,oǎn
輜,tsir,50,chir
輠,huā,50,hōa
輠,huǎ,50,hǒa
輺,tsir,50,chir
輺,tsu,50,chu
輾,nuí,50,núi
輿,îr,50,îr
轝,îr,50,îr
轝,û,50,û
轞,hām,50,hām
轞,hǎm,50,hǎm
辝,sîr,50,sîr
辝,sû,50,sû
辞,sîr,50,sîr
辞,sû,50,sû
辠,tsuē,50,chōe
辠,tsuě,50,chǒe
辡,piān,50,piān
辡,piǎn,50,piǎn
辤,sîr,50,sîr
辤,sû,50,sû
辨,piǎn,50,piǎn
辭,sîr,50,sîr
辮,piǎn,50,piǎn
辮,pǐnn,50,pǐⁿ
辵,thiok,50,thiok
辶,thiok,50,thiok
辶,tshiok,50,chhiok
近,kǐrn,50,kǐrn
迨,tǎi,50,tǎi
逐,liok,50,liok
逗,tiō,50,tiō
逗,tāu,50,tāu
逗,tē,50,tē
逗,tēr,50,tēr
這,tsik,50,chek
造,tsǒ,50,chǒ
連,nuî,50,nûi
逺,hn̄g,50,hn̄g
逺,hňg,50,hňg
逺,uán,50,oán
道,tǒ,50,tǒ
道,tǒo,50,tǒ͘
遽,kìr,50,kìr
遽,kīr,50,kīr
遽,kū,50,kū
還,hirînn,50,hîriⁿ
還,huînn,50,hûiⁿ
還,tirînn,50,tîriⁿ
還,tuînn,50,tûiⁿ
還,tâinn,50,tâiⁿ
邔,kǐ,50,kǐ
邚,lîr,50,lîr
邚,lû,50,lû
邤,herm,50,herm
邤,him,50,him
郈,hiō,50,hiō
郈,hiǒ,50,hiǒ
郘,līr,50,līr
郘,lū,50,lū
郘,lǐr,50,lǐr
部,phǒ,50,phǒ
部,pǒo,50,pǒ͘
鄑,tsir,50,chir
鄑,tsu,50,chu
鄗,hǒ,50,hǒ
鄞,gîrn,50,gîrn
鄠,hǒo,50,hǒ͘
鄦,hír,50,hír
鄦,hú,50,hú
鄯,siān,50,siān
鄯,siǎn,50,siǎn
酎,tiǔ,50,tiǔ
酮,tông,50,tông
酮,tōng,50,tōng
酮,tǒng,50,tǒng
醈,tām,50,tām
醈,tǎm,50,tǎm
醑,sír,50,sír
醑,sú,50,sú
醧,ìr,50,ìr
醧,ù,50,ù
重,tiǒng,50,tiǒng
重,tn̄g,50,tn̄g
重,tňg,50,tňg
釒,kim,50,kim
釓,kat,50,kat
釓,kiû,50,kiû
釕,liáu,50,liáu
釙,phok,50,phok
針,tserm,50,cherm
釨,tsír,50,chír
釨,tsú,50,chú
釲,sīr,50,sīr
釲,sū,50,sū
釲,sǐr,50,sǐr
釵,there,50,there
釷,thió,50,thió
釷,thóo,50,thó͘
釹,lír,50,lír
釹,lú,50,lú
釿,gîrn,50,gîrn
釿,gûn,50,gûn
鈁,huáng,50,hoáng
鈃,hîng,50,hêng
鈍,tǔn,50,tǔn
鈎,kau,50,kau
鈥,hónn,50,hóⁿ
鈧,khòng,50,khòng
鈭,tshir,50,chhir
鈭,tshu,50,chhu
鈭,tsir,50,chir
鈭,tsu,50,chu
鈮,nî,50,nî
鈰,tshī,50,chhī
鈰,tshǐ,50,chhǐ
鈶,sīr,50,sīr
鈶,sǐr,50,sǐr
鈷,kió,50,kió
鈹,phî,50,phî
鈻,sīr,50,sīr
鈻,sū,50,sū
鈻,sǐr,50,sǐr
鈽,pio,50,pio
鈽,piò,50,piò
鈽,poo,50,po͘
鈽,pòo,50,pò͘
鈾,iû,50,iû
鉂,sír,50,sír
鉂,sú,50,sú
鉅,kīr,50,kīr
鉅,kǐr,50,kǐr
鉈,thann,50,thaⁿ
鉉,hiān,50,hiān
鉉,hiǎn,50,hiǎn
鉍,pit,50,pit
鉏,tîr,50,tîr
鉏,tû,50,tû
鉑,pi̍k,50,pe̍k
鉕,phó,50,phó
鉝,li̍p,50,li̍p
鉡,phuān,50,phoān
鉡,phuǎn,50,phoǎn
鉨,ní,50,ní
鉬,bo̍k,50,bo̍k
鉭,tàn,50,tàn
鉰,sir,50,sir
鉰,su,50,su
鉲,khah,50,khah
鉳,pak,50,pak
鉺,hī,50,hī
鉺,hǐ,50,hǐ
鉺,jī,50,jī
鉺,lī,50,lī
鉺,ní,50,ní
鉻,kik,50,kek
鉻,kok,50,kok
鉿,ha,50,ha
銒,hîng,50,hêng
銠,ló,50,ló
銠,nóo,50,nó͘
銣,jîr,50,jîr
銣,jû,50,jû
銣,lîr,50,lîr
銣,lû,50,lû
銦,in,50,in
銩,tiu,50,tiu
銫,sik,50,sek
銺,tsōng,50,chōng
銺,tsǒng,50,chǒng
銻,the,50,the
銾,hōng,50,hōng
銾,hǒng,50,hǒng
鋁,lǐr,50,lǐr
鋅,sin,50,sin
鋅,tsír,50,chír
鋎,uān,50,oān
鋎,uǎn,50,oǎn
鋖,sir,50,sir
鋖,su,50,su
鋙,gír,50,gír
鋞,hīng,50,hēng
鋞,hǐng,50,hěng
鋤,thîr,50,thîr
鋦,kio̍k,50,kio̍k
鋧,hiǎn,50,hiǎn
鋨,gô,50,gô
鋨,ngôo,50,ngô͘
鋰,lí,50,lí
鋱,thik,50,thek
錀,lûn,50,lûn
錒,a,50,a
錙,tsir,50,chir
錠,tiǎnn,50,tiǎⁿ
錠,tǐng,50,těng
錡,kī,50,kī
錡,kǐ,50,kǐ
錳,bíng,50,béng
錸,lâi,50,lâi
錼,lāi,50,lāi
錼,nāi,50,nāi
鍅,huat,50,hoat
鍆,bûn,50,bûn
鍗,terê,50,têre
鍗,tuê,50,tôe
鍥,kereh,50,kereh
鍩,lo̍k,50,lo̍k
鍶,sir,50,sir
鍶,su,50,su
鍺,tsiá,50,chiá
鍼,tsam,50,cham
鍼,tserm,50,cherm
鍿,tsir,50,chir
鍿,tsu,50,chu
鎊,pǒng,50,pǒng
鎘,keh,50,keh
鎝,thah,50,thah
鎡,tsir,50,chir
鎢,io,50,io
鎢,oo,50,o͘
鎬,hǒ,50,hǒ
鎵,ke,50,ke
鎶,ko,50,ko
鏣,sìr,50,sìr
鏣,sù,50,sù
鐁,sir,50,sir
鐁,su,50,su
鐌,siōng,50,siōng
鐌,siǒng,50,siǒng
鐑,keh,50,keh
鐑,kereh,50,kereh
鐑,khiat,50,khiat
鐑,kueh,50,koeh
鐒,lô,50,lô
鐒,lôo,50,lô͘
鐠,phió,50,phió
鐠,phóo,50,phó͘
鐨,huì,50,hùi
鐻,kìr,50,kìr
鐻,kù,50,kù
鐽,ta̍t,50,ta̍t
鑢,lerè,50,lère
鑢,luè,50,lòe
鑢,līr,50,līr
鑪,liô,50,liô
鑫,herm,50,herm
鑭,lân,50,lân
閑,irînn,50,îriⁿ
閑,uînn,50,ûiⁿ
閑,ân,50,ân
閑,îng,50,êng
閒,irînn,50,îriⁿ
閒,uînn,50,ûiⁿ
閒,ân,50,ân
間,kirinn,50,kiriⁿ
間,kuinn,50,kuiⁿ
閡,hǎi,50,hǎi
閭,lîr,50,lîr
關,kirinn,50,kiriⁿ
阜,hǔ,50,hǔ
阝,hǔ,50,hǔ
阤,tī,50,tī
阤,tǐ,50,tǐ
阹,khir,50,khir
阹,khu,50,khu
陁,tī,50,tī
陁,tǐ,50,tǐ
限,hǎn,50,hǎn
限,ǎn,50,ǎn
陛,pě,50,pě
陼,tsír,50,chír
階,kere,50,kere
階,kue,50,koe
隱,írn,50,írn
隶,tāi,50,tāi
隽,tsuān,50,choān
隽,tsuǎn,50,choǎn
隽,tsùn,50,chùn
雉,tǐ,50,tǐ
雋,tsuǎn,50,choǎn
雌,tshir,50,chhir
雎,tshir,50,chhir
雎,tshu,50,chhu
雓,îr,50,îr
雓,û,50,û
雥,tsa̍p,50,cha̍p
雨,hiō,50,hiō
霮,tām,50,tām
霮,tǎm,50,tǎm
靖,tsǐng,50,chěng
靚,tsǐng,50,chěng
靜,tsǐng,50,chěng
靜,tsǐnn,50,chǐⁿ
鞙,hiān,50,hiān
鞙,hiǎn,50,hiǎn
鞞,pí,50,pí
項,hǎng,50,hǎng
頉,î,50,î
頥,î,50,î
頾,tsir,50,chir
頾,tsu,50,chu
頿,tsir,50,chir
頿,tsu,50,chu
顄,ām,50,ām
顄,ǎm,50,ǎm
顥,hǒ,50,hǒ
颸,sir,50,sir
颸,tshir,50,chhir
颸,tshu,50,chhu
飍,hiu,50,hiu
飝,hui,50,hui
食,sīr,50,sīr
食,sū,50,sū
飠,si̍t,50,si̍t
飺,tsîr,50,chîr
飺,tsû,50,chû
飼,sīr,50,sīr
餈,tsîr,50,chîr
養,tsiūnn,50,chiūⁿ
養,tsiǔnn,50,chiǔⁿ
餘,îr,50,îr
餜,ké,50,ké
餜,kér,50,kér
餜,kóo,50,kó͘
饇,ìr,50,ìr
饇,ù,50,ù
饌,tsuǎn,50,choǎn
馫,hing,50,heng
馭,gīr,50,gīr
駎,tiū,50,tiū
駎,tiǔ,50,tiǔ
駏,kīr,50,kīr
駏,kǐr,50,kǐr
駘,tāi,50,tāi
駘,tǎi,50,tǎi
駛,sír,50,sír
駟,sìr,50,sìr
駭,hāi,50,hāi
駭,hǎi,50,hǎi
駴,hāi,50,hāi
駴,hǎi,50,hǎi
騦,sir,50,sir
騦,su,50,su
驉,hir,50,hir
驉,hu,50,hu
驔,tiām,50,tiām
驔,tiǎm,50,tiǎm
驘,lê,50,lê
驘,lêr,50,lêr
驫,piu,50,piu
骯,hōng,50,hōng
骯,hǒng,50,hǒng
骯,ong,50,ong
骴,tsìr,50,chìr
體,theré,50,thére
髧,tām,50,tām
髧,tǎm,50,tǎm
髭,tsir,50,chir
鬌,tóo,50,tó͘
鬌,tōo,50,tō͘
鬌,tǒo,50,tǒ͘
鬴,hū,50,hū
鬴,hǔ,50,hǔ
魖,hir,50,hir
魖,hu,50,hu
魚,gîr,50,gîr
魼,khir,50,khir
鮡,tiāu,50,tiāu
鮡,tiǎu,50,tiǎu
鮽,îr,50,îr
鮽,û,50,û
鯔,tsir,50,chir
鯗,siūnn,50,siūⁿ
鯗,siǔnn,50,siǔⁿ
鯦,kiū,50,kiū
鯦,kiǔ,50,kiǔ
鯶,hūn,50,hūn
鯶,hǔn,50,hǔn
鯺,tsir,50,chir
鯺,tsu,50,chu
鰝,hō,50,hō
鰝,hǒ,50,hǒ
鰤,sir,50,sir
鰤,su,50,su
鰦,tsir,50,chir
鰾,piǒ,50,piǒ
鱈,seh,50,seh
鱈,serh,50,serh
鱓,siān,50,siān
鱓,siǎn,50,siǎn
鱓,tshuānn,50,chhōaⁿ
鱓,tshuǎnn,50,chhǒaⁿ
鱔,tshuǎnn,50,chhǒaⁿ
鱝,hūn,50,hūn
鱝,hǔn,50,hǔn
鱭,tsē,50,chē
鱭,tsě,50,chě
鱮,sīr,50,sīr
鱮,sǐr,50,sǐr
鱱,lerē,50,lēre
鱱,luē,50,lōe
鱻,sian,50,sian
鳸,hōo,50,hō͘
鳸,hǒo,50,hǒ͘
鳾,sir,50,sir
鳾,su,50,su
鴒,nuī,50,nūi
鴘,piān,50,piān
鴘,piǎn,50,piǎn
鴙,tī,50,tī
鴙,tǐ,50,tǐ
鴜,tsir,50,chir
鴜,tsu,50,chu
鴜,tsîr,50,chîr
鴜,tsû,50,chû
鴡,tshir,50,chhir
鴡,tshu,50,chhu
鴽,jîr,50,jîr
鴽,lîr,50,lîr
鴽,lû,50,lû
鵨,sir,50,sir
鵨,su,50,su
鶅,tsir,50,chir
鶅,tsu,50,chu
鶋,kir,50,kir
鶳,sir,50,sir
鶳,su,50,su
鶿,tsîr,50,chîr
鷀,tsîr,50,chîr
鷄,kere,50,kere
鷄,kue,50,koe
鷠,gîr,50,gîr
鷠,gû,50,gû
鸒,îr,50,îr
鸒,û,50,û
麔,kiǔ,50,kiǔ
麮,khìr,50,khìr
麮,khù,50,khù
鼁,khìr,50,khìr
鼁,khù,50,khù
鼈,pih,50,pih
鼒,tsir,50,chir
鼒,tsu,50,chu
鼶,sir,50,sir
鼶,su,50,su
鼸,hiām,50,hiām
鼸,hiǎm,50,hiǎm
齊,tsir,50,chir
齊,tsu,50,chu
齍,tsir,50,chir
齎,tsir,50,chir
齎,tsu,50,chu
齗,gîrn,50,gîrn
齜,tsir,50,chir
齟,tsīr,50,chīr
齟,tsū,50,chū
齟,tsǐr,50,chǐr
齦,gîrn,50,gîrn
齦,khírn,50,khírn
齧,kherè,50,khère
齨,kiū,50,kiū
齨,kiǔ,50,kiǔ
齬,gír,50,gír
齹,tshir,50,chhir
齹,tshu,50,chhu
龍,nguî,50,ngûi
鿫,ò,50,ò
鿫,òo,50,ò͘
鿬,tiân,50,tiân
𠕇,tirīnn,50,tīriⁿ
𠕇,tuīnn,50,tūiⁿ
𠠝,li̍k,50,le̍k
𡻕,hèr,50,hèr
𢓜,koh,50,koh
𣍐,buē,50,bōe
𣍐,buě,50,bǒe
𣍐,bē,50,bē
𤏸,to̍h,50,to̍h
𤲍,khereh,50,khereh
𤺅,tserè,50,chère
𤺅,tsheh,50,chheh
𤺅,tshe̍h,50,chhe̍h
𤺅,tsuè,50,chòe
𤺅,tsè,50,chè
𤺅,tsèr,50,chèr
𥑮,kió,50,kió
𥳑,kán,50,kán
𧾷,tsiok,50,chiok
𧿿,tshír,50,chhír
𧿿,tshú,50,chhú
𨧀,tiō,50,tiō
𨧀,tōo,50,tō͘
𨧀,tǒo,50,tǒ͘
𨨏,pho,50,pho
𨭆,hik,50,hek
𨭎,hí,50,hí
𨿴,tsir,50,chir
𨿴,tsu,50,chu
𫝙,tshiò,50,chhiò
𫝛,sâng,50,sâng
𫝛,sāng,50,sāng
𫝞,bū,50,bū
𫞳,kàng,50,kàng
𫟊,sio̍h,50,sio̍h
𫟣,sōm,50,sōm
𫟣,sōng,50,sōng
𰹬,tsn̄g,50,chn̄g
𲓖,mài,50,mài
あげ,á-geh,25,á-geh
お田,oo-lián,25,o͘-lián
かな,khá-nah,25,khá-nah
がら,gá-lah,25,gá-lah
すし,sú-sih,25,sú-sih
たこ,thak-khooh,25,thak-kho͘h
たび,that-bí,25,that-bí
のり,nóo-lih,25,nó͘-lih
ふろ,hú-looh,25,hú-lo͘h
みそ,mí-soh,25,mí-soh
みそ,mí-sooh,25,mí-so͘h
やみ,iá-mih,25,iá-mih
ゆり,iú-lih,25,iú-lih
よび,ió-bih,25,ió-bih
ガス,gá-suh,25,gá-suh
キロ,khí-looh,25,khí-lo͘h
ハム,há-muh,25,há-muh
バス,bá-sirh,25,bá-sirh
バス,bá-suh,25,bá-suh
㤉潲,gêr-siâu,25,gêr-siâu
上人,siōng-jîn,25,siōng-jîn
上人,siōng-lîn,25,siōng-lîn
上尾,siōng-bér,25,siōng-bér
上師,siōng-sir,25,siōng-sir
上書,siōng-sir,25,siōng-sir
上書,siōng-su,25,siōng-su
上書,siǒng-sir,25,siǒng-sir
上書,tsiūnn-tsir,25,chiūⁿ-chir
上書,tsiūnn-tsu,25,chiūⁿ-chu
上書,tsiǔnn-tsir,25,chiǔⁿ-chir
上等,jió-toh,25,jió-toh
不如,put-jîr,25,put-jîr
不如,put-lîr,25,put-lîr
世事,sè-sīr,25,sè-sīr
乾燥,kha̋n-sóo,25,khăn-só͘
予備,ió-bih,25,ió-bih
事主,sīr-tsú,25,sīr-chú
事事,sīr-sīr,25,sīr-sīr
事理,sīr-lí,25,sīr-lí
事路,sīr-lōo,25,sīr-lō͘
事路,sū-lōo,25,sū-lō͘
人事,jîn-sīr,25,jîn-sīr
人事,lîn-sīr,25,lîn-sīr
人参,li̋n-jín,25,lĭn-jín
代書,tāi-sir,25,tāi-sir
代賠,tāi-puê,25,tāi-pôe
代賠,tāi-pê,25,tāi-pê
代賠,tāi-pêr,25,tāi-pêr
仮名,khá-nah,25,khá-nah
休憩,khiű-khé,25,khiŭ-khé
何如,hô-jîr,25,hô-jîr
何如,hô-jû,25,hô-jû
何如,hô-lîr,25,hô-lîr
何如,hô-lû,25,hô-lû
佛公,pu̍t-kong,25,pu̍t-kong
佛字,pu̍t-jī,25,pu̍t-jī
佛字,pu̍t-lī,25,pu̍t-lī
使用,sír-iōng,25,sír-iōng
俗語,sio̍k-gír,25,sio̍k-gír
信士,sìn-sīr,25,sìn-sīr
信士,sìn-sū,25,sìn-sū
信士,sìn-sǐr,25,sìn-sǐr
信據,sìn-kì,25,sìn-kì
信據,sìn-kìr,25,sìn-kìr
信據,sìn-kù,25,sìn-kù
修飾,siu-sik,25,siu-sek
傀儡,ka-lér,25,ka-lér
傷暑,siong-sír,25,siong-sír
傷暑,siong-sú,25,siong-sú
僻語,phiah-gí,25,phiah-gí
僻語,phiah-gír,25,phiah-gír
僻語,phiah-gú,25,phiah-gú
先生,sia̋n-sé,25,siăn-sé
先輩,sia̋n-pái,25,siăn-pái
光批,kng-phue,25,kng-phoe
光批,kuinn-phe,25,kuiⁿ-phe
內科,lāi-khe,25,lāi-khe
內科,lāi-kher,25,lāi-kher
內科,lǎi-kher,25,lǎi-kher
公子,kong-tsír,25,kong-chír
兵士,ping-sīr,25,peng-sīr
兵士,ping-sǐr,25,peng-sǐr
写真,sia-sín,25,sia-sín
分會,hun-hē,25,hun-hē
分會,hun-hēr,25,hun-hēr
刑事,hîng-sīr,25,hêng-sīr
列位,lia̍t-uī,25,lia̍t-ūi
刪除,san-tîr,25,san-tîr
剝皮,pak-phêr,25,pak-phêr
割據,kat-kì,25,kat-kì
割據,kat-kìr,25,kat-kìr
割據,kat-kù,25,kat-kù
勇士,ióng-sīr,25,ióng-sīr
勇士,ióng-sǐr,25,ióng-sǐr
勘定,kha̋n-jióo,25,khăn-jió͘
南無,lâm-bû,25,lâm-bû
南無,nâ-môo,25,nâ-mô͘
博士,phok-sīr,25,phok-sīr
博士,phok-sǐr,25,phok-sǐr
古史,kóo-sír,25,kó͘-sír
古史,kóo-sú,25,kó͘-sú
古墓,kóo-bōo,25,kó͘-bō͘
古書,kóo-sir,25,kó͘-sir
古書,kóo-su,25,kó͘-su
古書,kóo-tsir,25,kó͘-chir
古語,kóo-gí,25,kó͘-gí
古語,kóo-gír,25,kó͘-gír
古語,kóo-gú,25,kó͘-gú
句法,kù-huat,25,kù-hoat
可以,khónn-í,25,khóⁿ-í
可傷,khó-siong,25,khó-siong
可傷,khónn-siong,25,khóⁿ-siong
可取,khónn-tshú,25,khóⁿ-chhú
可惜,khónn-sioh,25,khóⁿ-sioh
可愛,khónn-ài,25,khóⁿ-ài
可憐,khó-lîn,25,khó-lîn
可憐,khónn-lîn,25,khóⁿ-lîn
可疑,khónn-gî,25,khóⁿ-gî
可見,khónn-kiàn,25,khóⁿ-kiàn
台詞,tâi-sîr,25,tâi-sîr
台語,tâi-gír,25,tâi-gír
史官,sír-kuann,25,sír-koaⁿ
史官,sú-kuann,25,sú-koaⁿ
史策,sír-tshik,25,sír-chhek
史策,sú-tshik,25,sú-chhek
史記,sír-kì,25,sír-kì
史記,sú-kì,25,sú-kì
司令,sir-līng,25,sir-lēng
司機,sir-ki,25,sir-ki
司法,sir-huat,25,sir-hoat
司空,sir-khong,25,sir-khong
司空,su-khong,25,su-khong
司長,sir-tiúnn,25,sir-tiúⁿ
司馬,sir-má,25,sir-má
名刺,mè-sì,25,mè-sì
名姓,miâ-sìnn,25,miâ-sìⁿ
味噌,mí-soh,25,mí-soh
味噌,mí-sooh,25,mí-so͘h
唯一,î-it,25,î-it
善事,siān-sīr,25,siān-sīr
善事,siǎn-sīr,25,siǎn-sīr
善書,siān-tsir,25,siān-chir
善書,siān-tsu,25,siān-chu
善書,siǎn-tsir,25,siǎn-chir
單據,tuann-kì,25,toaⁿ-kì
單據,tuann-kìr,25,toaⁿ-kìr
單據,tuann-kù,25,toaⁿ-kù
四季,sì-kuì,25,sì-kùi
四季,sìr-kuì,25,sìr-kùi
四常,sìr-siông,25,sìr-siông
四方,sìr-hong,25,sìr-hong
四時,sìr-sî,25,sìr-sî
四神,sìr-sîn,25,sìr-sîn
四肢,sìr-tsi,25,sìr-chi
四肢,sù-tsi,25,sù-chi
回批,huê-phe,25,hôe-phe
回批,hêr-phue,25,hêr-phoe
回答,hêr-tap,25,hêr-tap
回話,hê-uē,25,hê-ōe
回話,hêr-uē,25,hêr-ōe
回頭,hêr-thâu,25,hêr-thâu
固辭,kòo-sîr,25,kò͘-sîr
固辭,kòo-sû,25,kò͘-sû
國事,kok-sīr,25,kok-sīr
國史,kok-sír,25,kok-sír
國史,kok-sú,25,kok-sú
國師,kok-sir,25,kok-sir
國語,kok-gír,25,kok-gír
地動,kuē-tāng,25,kōe-tāng
地動,kē-tāng,25,kē-tāng
地氣,terē-khì,25,tēre-khì
地氣,tuē-khì,25,tōe-khì
地氣,tē-khì,25,tē-khì
地皮,terē-phêr,25,tēre-phêr
地皮,tuē-phêr,25,tōe-phêr
基隆,kere-lâng,25,kere-lâng
基隆,kue-lâng,25,koe-lâng
堅辭,kian-sîr,25,kian-sîr
堅辭,kian-sû,25,kian-sû
塗皮,thôo-phuê,25,thô͘-phôe
塗皮,thôo-phê,25,thô͘-phê
塗皮,thôo-phêr,25,thô͘-phêr
墓壙,bōo-khòng,25,bō͘-khòng
墓壙,bōo-khǹg,25,bō͘-khǹg
墓庵,bōo-am,25,bō͘-am
墓桌,bōng-toh,25,bōng-toh
墓桌,bōo-toh,25,bō͘-toh
墓粿,bōo-ké,25,bō͘-ké
墓粿,bōo-kér,25,bō͘-kér
士官,sīr-kuann,25,sīr-koaⁿ
士官,sǐr-kuann,25,sǐr-koaⁿ
士氣,sīr-khì,25,sīr-khì
士氣,sǐr-khì,25,sǐr-khì
外皮,guā-phê,25,gōa-phê
外皮,guā-phêr,25,gōa-phêr
外科,guā-khe,25,gōa-khe
外科,guā-kher,25,gōa-kher
大乘,tāi-sīng,25,tāi-sēng
大事,tuā-sīr,25,tōa-sīr
大事,tāi-sīr,25,tāi-sīr
大士,tāi-sīr,25,tāi-sīr
大士,tāi-sǐr,25,tāi-sǐr
大師,tāi-sir,25,tāi-sir
大暑,tāi-sír,25,tāi-sír
天官,thian-kuan,25,thian-koan
天師,thian-sir,25,thian-sir
天師,thian-su,25,thian-su
天干,thian-kan,25,thian-kan
太史,thài-sír,25,thài-sír
太史,thài-sú,25,thài-sú
太子,thài-tsír,25,thài-chír
太師,thài-sir,25,thài-sir
契據,kherè-kìr,25,khère-kìr
契據,khuè-kìr,25,khòe-kìr
契據,khuè-kù,25,khòe-kù
契據,khè-kì,25,khè-kì
套語,thò-gí,25,thò-gí
套語,thò-gír,25,thò-gír
套語,thò-gú,25,thò-gú
女士,lír-sīr,25,lír-sīr
女士,lír-sǐr,25,lír-sǐr
好處,hó-tshìr,25,hó-chhìr
如今,jîr-kim,25,jîr-kim
如今,lîr-kim,25,lîr-kim
如何,jîr-hô,25,jîr-hô
如何,lîr-hô,25,lîr-hô
如來,jîr-lâi,25,jîr-lâi
如來,lîr-lâi,25,lîr-lâi
如左,jîr-tsó,25,jîr-chó
如左,jû-tsó,25,jû-chó
如左,lîr-tsó,25,lîr-chó
如左,lû-tsó,25,lû-chó
如常,jîr-siông,25,jîr-siông
如常,jû-siông,25,jû-siông
如常,lîr-siông,25,lîr-siông
如常,lû-siông,25,lû-siông
如意,jîr-ì,25,jîr-ì
如意,lîr-ì,25,lîr-ì
如數,jîr-sòo,25,jîr-sò͘
如數,jû-sòo,25,jû-sò͘
如數,lîr-sòo,25,lîr-sò͘
如數,lû-sòo,25,lû-sò͘
如是,jîr-sī,25,jîr-sī
如是,jîr-sǐ,25,jîr-sǐ
如是,jû-sī,25,jû-sī
如是,lîr-sī,25,lîr-sī
如是,lîr-sǐ,25,lîr-sǐ
如是,lû-sī,25,lû-sī
如此,jîr-tshír,25,jîr-chhír
如此,lîr-tshír,25,lîr-chhír
如流,jîr-liû,25,jîr-liû
如流,jû-liû,25,jû-liû
如流,lîr-liû,25,lîr-liû
如流,lû-liû,25,lû-liû
如願,jîr-guān,25,jîr-goān
如願,lîr-guān,25,lîr-goān
如願,lû-guān,25,lû-goān
字句,lī-kù,25,lī-kù
字據,jī-kìr,25,jī-kìr
字據,jī-kù,25,jī-kù
字據,lī-kì,25,lī-kì
字據,lī-kìr,25,lī-kìr
字派,jī-phài,25,jī-phài
字派,lī-phài,25,lī-phài
孝墓,hàu-bōo,25,hàu-bō͘
學科,ha̍k-khe,25,ha̍k-khe
學科,ha̍k-kher,25,ha̍k-kher
寄語,kì-gí,25,kì-gí
寄語,kì-gír,25,kì-gír
寄語,kì-gú,25,kì-gú
實據,si̍t-kì,25,si̍t-kì
實據,si̍t-kìr,25,si̍t-kìr
實據,si̍t-kù,25,si̍t-kù
寧可,lîng-khónn,25,lêng-khóⁿ
寿司,sú-sih,25,sú-sih
小乘,sió-sīng,25,sió-sēng
小事,siáu-sīr,25,siáu-sīr
小事,siáu-sū,25,siáu-sū
小使,siáu-sír,25,siáu-sír
小妹,sió-bēr,25,sió-bēr
小暑,siáu-sír,25,siáu-sír
小碼,sió-bé,25,sió-bé
尾溜,bér-liu,25,bér-liu
尾牙,bér-gê,25,bér-gê
居士,kir-sīr,25,kir-sīr
居士,kir-sǐr,25,kir-sǐr
居士,ku-sū,25,ku-sū
工事,kang-sīr,25,kang-sīr
布袋,pòo-tēr,25,pò͘-tēr
師公,sir-kong,25,sir-kong
師公,su-kong,25,su-kong
師婆,sir-pô,25,sir-pô
師婆,su-pô,25,su-pô
師弟,sir-tē,25,sir-tē
師弟,sir-tě,25,sir-tě
師徒,sir-tôo,25,sir-tô͘
師承,sir-sîng,25,sir-sêng
