tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit
hā-kàng,下降,25,hā-kàng,ha7kang3,ha7kang3,hakang,hakang,hk,hk,True
hā-īnn,下院,25,hā-īⁿ,ha7inn7,ha7inn7,hainn,hainn,hi,hi,True
ē-tǹg,下頓,25,ē-tǹg,e7tng3,e7tng3,etng,etng,et,et,True
ē-hâi,下頦,25,ē-hâi,e7hai5,e7hai5,ehai,ehai,eh,eh,True
ē-thâu,下頭,25,ē-thâu,e7thau5,e7thau5,ethau,ethau,et,et,True
ē-kok,下顎,25,ē-kok,e7kok4,e7kok4,ekok,ekok,ek,ek,True
hē-guān,下願,25,hē-goān,he7guan7,he7goan7,heguan,hegoan,hg,hg,True
hā-má,下馬,25,hā-má,ha7ma2,ha7ma2,hama,hama,hm,hm,True
hē-iâm,下鹽,25,hē-iâm,he7iam5,he7iam5,heiam,heiam,hi,hi,True
ē-khí,下齒,25,ē-khí,e7khi2,e7khi2,ekhi,ekhi,ek,ek,True
put-it,不一,25,put-it,put4it4,put4it4,putit,putit,pi,pi,True
m̄-tsiūnn,不上,25,m̄-chiūⁿ,m7tsiunn7,m7chiunn7,mtsiunn,mchiunn,mt,mc,True
tun-tun,不不,25,tun-tun,tun1tun1,tun1tun1,tuntun,tuntun,tt,tt,True
put-kiú,不久,25,put-kiú,put4kiu2,put4kiu2,putkiu,putkiu,pk,pk,True
put-à,不亞,25,put-à,put4a3,put4a3,puta,puta,pa,pa,True
put-jîn,不仁,25,put-jîn,put4jin5,put4jin5,putjin,putjin,pj,pj,True
m̄-nā,不但,25,m̄-nā,m7na7,m7na7,mna,mna,mn,mn,True
put-tsū,不住,25,put-chū,put4tsu7,put4chu7,puttsu,putchu,pt,pc,True
m̄-sái,不使,25,m̄-sái,m7sai2,m7sai2,msai,msai,ms,ms,True
put-piān,不便,25,put-piān,put4pian7,put4pian7,putpian,putpian,pp,pp,True
put-sio̍k,不俗,25,put-sio̍k,put4siok8,put4siok8,putsiok,putsiok,ps,ps,True
m̄-ti̍h,不值,25,m̄-ti̍h,m7tih8,m7tih8,mtih,mtih,mt,mt,True
put-tsuân,不全,25,put-choân,put4tsuan5,put4choan5,puttsuan,putchoan,pt,pc,True
m̄-tshut,不出,25,m̄-chhut,m7tshut4,m7chhut4,mtshut,mchhut,mt,mc,True
put-tshut,不出,25,put-chhut,put4tshut4,put4chhut4,puttshut,putchhut,pt,pc,True
put-tò,不到,25,put-tò,put4to3,put4to3,putto,putto,pt,pt,True
put-hia̍p,不協,25,put-hia̍p,put4hiap8,put4hiap8,puthiap,puthiap,ph,ph,True
put-ki̍p,不及,25,put-ki̍p,put4kip8,put4kip8,putkip,putkip,pk,pk,True
m̄-thang,不可,25,m̄-thang,m7thang1,m7thang1,mthang,mthang,mt,mt,True
put-khó,不可,25,put-khó,put4kho2,put4kho2,putkho,putkho,pk,pk,True
put-ha̍p,不合,25,put-ha̍p,put4hap8,put4hap8,puthap,puthap,ph,ph,True
put-kiat,不吉,25,put-kiat,put4kiat4,put4kiat4,putkiat,putkiat,pk,pk,True
put-tông,不同,25,put-tông,put4tong5,put4tong5,puttong,puttong,pt,pt,True
put-hô,不和,25,put-hô,put4ho5,put4ho5,putho,putho,ph,ph,True
put-siān,不善,25,put-siān,put4sian7,put4sian7,putsian,putsian,ps,ps,True
m̄-teh,不在,25,m̄-teh,m7teh4,m7teh4,mteh,mteh,mt,mt,True
put-tsāi,不在,25,put-chāi,put4tsai7,put4chai7,puttsai,putchai,pt,pc,True
put-kham,不堪,25,put-kham,put4kham1,put4kham1,putkham,putkham,pk,pk,True
put-hông,不妨,25,put-hông,put4hong5,put4hong5,puthong,puthong,ph,ph,True
put-an,不安,25,put-an,put4an1,put4an1,putan,putan,pa,pa,True
put-tīng,不定,25,put-tēng,put4ting7,put4teng7,putting,putteng,pt,pt,True
put-gî,不宜,25,put-gî,put4gi5,put4gi5,putgi,putgi,pg,pg,True
put-iông,不容,25,put-iông,put4iong5,put4iong5,putiong,putiong,pi,pi,True
put-tuì,不對,25,put-tùi,put4tui3,put4tui3,puttui,puttui,pt,pt,True
put-siáu,不少,25,put-siáu,put4siau2,put4siau2,putsiau,putsiau,ps,ps,True
m̄-á,不尚,25,m̄-á,m7a2,m7a2,ma,ma,ma,ma,True
m̄-tsiū,不就,25,m̄-chiū,m7tsiu7,m7chiu7,mtsiu,mchiu,mt,mc,True
put-siông,不常,25,put-siông,put4siong5,put4siong5,putsiong,putsiong,ps,ps,True
put-pîng,不平,25,put-pêng,put4ping5,put4peng5,putping,putpeng,pp,pp,True
put-liâm,不廉,25,put-liâm,put4liam5,put4liam5,putliam,putliam,pl,pl,True
m̄-thih,不得,25,m̄-thih,m7thih4,m7thih4,mthih,mthih,mt,mt,True
m̄-tit,不得,25,m̄-tit,m7tit4,m7tit4,mtit,mtit,mt,mt,True
put-tik,不得,25,put-tek,put4tik4,put4tek4,puttik,puttek,pt,pt,True
put-tik,不德,25,put-tek,put4tik4,put4tek4,puttik,puttek,pt,pt,True
put-pit,不必,25,put-pit,put4pit4,put4pit4,putpit,putpit,pp,pp,True
put-jím,不忍,25,put-jím,put4jim2,put4jim2,putjim,putjim,pj,pj,True
put-tiong,不忠,25,put-tiong,put4tiong1,put4tiong1,puttiong,puttiong,pt,pt,True
put-phànn,不怕,25,put-phàⁿ,put4phann3,put4phann3,putphann,putphann,pp,pp,True
put-tsîng,不情,25,put-chêng,put4tsing5,put4cheng5,puttsing,putcheng,pt,pc,True
put-ì,不意,25,put-ì,put4i3,put4i3,puti,puti,pi,pi,True
put-tóng,不懂,25,put-tóng,put4tong2,put4tong2,puttong,puttong,pt,pt,True
m̄-ìn,不應,25,m̄-ìn,m7in3,m7in3,min,min,mi,mi,True
put-tiū,不懤,25,put-tiū,put4tiu7,put4tiu7,puttiu,puttiu,pt,pt,True
put-sîng,不成,25,put-sêng,put4sing5,put4seng5,putsing,putseng,ps,ps,True
put-tsâi,不才,25,put-châi,put4tsai5,put4chai5,puttsai,putchai,pt,pc,True
put-tánn,不打,25,put-táⁿ,put4tann2,put4tann2,puttann,puttann,pt,pt,True
m̄-kú,不拘,25,m̄-kú,m7ku2,m7ku2,mku,mku,mk,mk,True
put-khu,不拘,25,put-khu,put4khu1,put4khu1,putkhu,putkhu,pk,pk,True
m̄-tshap,不插,25,m̄-chhap,m7tshap4,m7chhap4,mtshap,mchhap,mt,mc,True
put-kìng,不敬,25,put-kèng,put4king3,put4keng3,putking,putkeng,pk,pk,True
put-hu,不敷,25,put-hu,put4hu1,put4hu1,puthu,puthu,ph,ph,True
put-liāu,不料,25,put-liāu,put4liau7,put4liau7,putliau,putliau,pl,pl,True
put-tn̄g,不斷,25,put-tn̄g,put4tng7,put4tng7,puttng,puttng,pt,pt,True
put-ji̍t,不日,25,put-ji̍t,put4jit8,put4jit8,putjit,putjit,pj,pj,True
put-bîng,不明,25,put-bêng,put4bing5,put4beng5,putbing,putbeng,pb,pb,True
put-i̍k,不易,25,put-e̍k,put4ik8,put4ek8,putik,putek,pi,pe,True
put-sī,不是,25,put-sī,put4si7,put4si7,putsi,putsi,ps,ps,True
m̄-koh,不更,25,m̄-koh,m7koh4,m7koh4,mkoh,mkoh,mk,mk,True
m̄-bat,不曾,25,m̄-bat,m7bat4,m7bat4,mbat,mbat,mb,mb,True
put-ho̍k,不服,25,put-ho̍k,put4hok8,put4hok8,puthok,puthok,ph,ph,True
put-hiú,不朽,25,put-hiú,put4hiu2,put4hiu2,puthiu,puthiu,ph,ph,True
m̄-tsí,不止,25,m̄-chí,m7tsi2,m7chi2,mtsi,mchi,mt,mc,True
put-tsìng,不正,25,put-chèng,put4tsing3,put4cheng3,puttsing,putcheng,pt,pc,True
put-sú,不死,25,put-sú,put4su2,put4su2,putsu,putsu,ps,ps,True
put-tī,不治,25,put-tī,put4ti7,put4ti7,putti,putti,pt,pt,True
put-huat,不法,25,put-hoat,put4huat4,put4hoat4,puthuat,puthoat,ph,ph,True
put-tshián,不淺,25,put-chhián,put4tshian2,put4chhian2,puttshian,putchhian,pt,pc,True
put-tshik,不測,25,put-chhek,put4tshik4,put4chhek4,puttshik,putchhek,pt,pc,True
put-buán,不滿,25,put-boán,put4buan2,put4boan2,putbuan,putboan,pb,pb,True
put-kiat,不潔,25,put-kiat,put4kiat4,put4kiat4,putkiat,putkiat,pk,pk,True
m̄-bô,不無,25,m̄-bô,m7bo5,m7bo5,mbo,mbo,mb,mb,True
put-jiân,不然,25,put-jiân,put4jian5,put4jian5,putjian,putjian,pj,pj,True
m̄-īng,不用,25,m̄-ēng,m7ing7,m7eng7,ming,meng,mi,me,True
put-iōng,不用,25,put-iōng,put4iong7,put4iong7,putiong,putiong,pi,pi,True
m̄-uì,不畏,25,m̄-ùi,m7ui3,m7ui3,mui,mui,mu,mu,True
put-tsīn,不盡,25,put-chīn,put4tsin7,put4chin7,puttsin,putchin,pt,pc,True
put-bo̍k,不目,25,put-bo̍k,put4bok8,put4bok8,putbok,putbok,pb,pb,True
put-ti̍t,不直,25,put-ti̍t,put4tit8,put4tit8,puttit,puttit,pt,pt,True
m̄-tsin,不真,25,m̄-chin,m7tsin1,m7chin1,mtsin,mchin,mt,mc,True
put-ti,不知,25,put-ti,put4ti1,put4ti1,putti,putti,pt,pt,True
put-siông,不祥,25,put-siông,put4siong5,put4siong5,putsiong,putsiong,ps,ps,True
put-î,不移,25,put-î,put4i5,put4i5,puti,puti,pi,pi,True
put-tshìng,不稱,25,put-chhèng,put4tshing3,put4chheng3,puttshing,putchheng,pt,pc,True
m̄-ún,不穩,25,m̄-ún,m7un2,m7un2,mun,mun,mu,mu,True
put-tuan,不端,25,put-toan,put4tuan1,put4toan1,puttuan,puttoan,pt,pt,True
put-hû,不符,25,put-hû,put4hu5,put4hu5,puthu,puthu,ph,ph,True
put-tē,不第,25,put-tē,put4te7,put4te7,putte,putte,pt,pt,True
put-tíng,不等,25,put-téng,put4ting2,put4teng2,putting,putteng,pt,pt,True
put-kiat,不結,25,put-kiat,put4kiat4,put4kiat4,putkiat,putkiat,pk,pk,True
put-gī,不義,25,put-gī,put4gi7,put4gi7,putgi,putgi,pg,pg,True
put-ló,不老,25,put-ló,put4lo2,put4lo2,putlo,putlo,pl,pl,True
put-thû,不耡,25,put-thû,put4thu5,put4thu5,putthu,putthu,pt,pt,True
m̄-thiann,不聽,25,m̄-thiaⁿ,m7thiann1,m7thiann1,mthiann,mthiann,mt,mt,True
put-siàu,不肖,25,put-siàu,put4siau3,put4siau3,putsiau,putsiau,ps,ps,True
put-khíng,不肯,25,put-khéng,put4khing2,put4kheng2,putkhing,putkheng,pk,pk,True
put-lîng,不能,25,put-lêng,put4ling5,put4leng5,putling,putleng,pl,pl,True
put-tì,不致,25,put-tì,put4ti3,put4ti3,putti,putti,pt,pt,True
put-liông,不良,25,put-liông,put4liong5,put4liong5,putliong,putliong,pl,pl,True
m̄-tio̍h,不著,25,m̄-tio̍h,m7tioh8,m7tioh8,mtioh,mtioh,mt,mt,True
put-tio̍k,不著,25,put-tio̍k,put4tiok8,put4tiok8,puttiok,puttiok,pt,pt,True
put-gû,不虞,25,put-gû,put4gu5,put4gu5,putgu,putgu,pg,pg,True
put-iàu,不要,25,put-iàu,put4iau3,put4iau3,putiau,putiau,pi,pi,True
m̄-kìnn,不見,25,m̄-kìⁿ,m7kinn3,m7kinn3,mkinn,mkinn,mk,mk,True
put-kiàn,不見,25,put-kiàn,put4kian3,put4kian3,putkian,putkian,pk,pk,True
put-kak,不覺,25,put-kak,put4kak4,put4kak4,putkak,putkak,pk,pk,True
put-kái,不解,25,put-kái,put4kai2,put4kai2,putkai,putkai,pk,pk,True
put-kai,不該,25,put-kai,put4kai1,put4kai1,putkai,putkai,pk,pk,True
put-am,不諳,25,put-am,put4am1,put4am1,putam,putam,pa,pa,True
put-sik,不識,25,put-sek,put4sik4,put4sek4,putsik,putsek,ps,ps,True
put-piàn,不變,25,put-piàn,put4pian3,put4pian3,putpian,putpian,pp,pp,True
put-hiân,不賢,25,put-hiân,put4hian5,put4hian5,puthian,puthian,ph,ph,True
put-ua̍t,不越,25,put-oa̍t,put4uat8,put4oat8,putuat,putoat,pu,po,True
put-tsiok,不足,25,put-chiok,put4tsiok4,put4chiok4,puttsiok,putchiok,pt,pc,True
put-thong,不通,25,put-thong,put4thong1,put4thong1,putthong,putthong,pt,pt,True
put-gū,不遇,25,put-gū,put4gu7,put4gu7,putgu,putgu,pg,pg,True
m̄-to,不都,25,m̄-to,m7to1,m7to1,mto,mto,mt,mt,True
put-ún,不隱,25,put-ún,put4un2,put4un2,putun,putun,pu,pu,True
put-ngá,不雅,25,put-ngá,put4nga2,put4nga2,putnga,putnga,pn,pn,True
put-lī,不離,25,put-lī,put4li7,put4li7,putli,putli,pl,pl,True
put-sūn,不順,25,put-sūn,put4sun7,put4sun7,putsun,putsun,ps,ps,True
put-guān,不願,25,put-goān,put4guan7,put4goan7,putguan,putgoan,pg,pg,True
put-tsê,不齊,25,put-chê,put4tse5,put4che5,puttse,putche,pt,pc,True
kài-ping,丐兵,25,kài-peng,kai3ping1,kai3peng1,kaiping,kaipeng,kp,kp,True
kài-siú,丐首,25,kài-siú,kai3siu2,kai3siu2,kaisiu,kaisiu,ks,ks,True
thiú-á,丑仔,25,thiú-á,thiu2a2,thiu2a2,thiua,thiua,ta,ta,True
thiú-sî,丑時,25,thiú-sî,thiu2si5,thiu2si5,thiusi,thiusi,ts,ts,True
thiú-ge̍h,丑月,25,thiú-ge̍h,thiu2geh8,thiu2geh8,thiugeh,thiugeh,tg,tg,True
thiú-bī,丑未,25,thiú-bī,thiu2bi7,thiu2bi7,thiubi,thiubi,tb,tb,True
thiú-tsiànn,丑正,25,thiú-chiàⁿ,thiu2tsiann3,thiu2chiann3,thiutsiann,thiuchiann,tt,tc,True
thiú-kioh,丑腳,25,thiú-kioh,thiu2kioh4,thiu2kioh4,thiukioh,thiukioh,tk,tk,True
tshiánn-īng,且用,25,chhiáⁿ-ēng,tshiann2ing7,chhiann2eng7,tshianning,chhianneng,ti,ce,True
tshiánn-bān,且緩,25,chhiáⁿ-bān,tshiann2ban7,chhiann2ban7,tshiannban,chhiannban,tb,cb,True
tshiánn-khǹg,且藏,25,chhiáⁿ-khǹg,tshiann2khng3,chhiann2khng3,tshiannkhng,chhiannkhng,tk,ck,True
sè-siōng,世上,25,sè-siōng,se3siong7,se3siong7,sesiong,sesiong,ss,ss,True
sè-sè,世世,25,sè-sè,se3se3,se3se3,sese,sese,ss,ss,True
sè-kau,世交,25,sè-kau,se3kau1,se3kau1,sekau,sekau,sk,sk,True
sè-jîn,世人,25,sè-jîn,se3jin5,se3jin5,sejin,sejin,sj,sj,True
sè-hing,世兄,25,sè-heng,se3hing1,se3heng1,sehing,seheng,sh,sh,True
sè-bū,世務,25,sè-bū,se3bu7,se3bu7,sebu,sebu,sb,sb,True
sè-tsú,世子,25,sè-chú,se3tsu2,se3chu2,setsu,sechu,st,sc,True
sè-ka,世家,25,sè-ka,se3ka1,se3ka1,seka,seka,sk,sk,True
sè-thài,世態,25,sè-thài,se3thai3,se3thai3,sethai,sethai,st,st,True
sè-kòo,世故,25,sè-kò͘,se3koo3,se3koo3,sekoo,sekoo,sk,sk,True
sè-kíng,世景,25,sè-kéng,se3king2,se3keng2,seking,sekeng,sk,sk,True
sè-lo̍k,世祿,25,sè-lo̍k,se3lok8,se3lok8,selok,selok,sl,sl,True
sè-hē,世系,25,sè-hē,se3he7,se3he7,sehe,sehe,sh,sh,True
sè-sîn,世臣,25,sè-sîn,se3sin5,se3sin5,sesin,sesin,ss,ss,True
sè-si̍p,世襲,25,sè-si̍p,se3sip8,se3sip8,sesip,sesip,ss,ss,True
sè-phîng,世評,25,sè-phêng,se3phing5,se3pheng5,sephing,sepheng,sp,sp,True
sè-gī,世誼,25,sè-gī,se3gi7,se3gi7,segi,segi,sg,sg,True
sè-piàn,世變,25,sè-piàn,se3pian3,se3pian3,sepian,sepian,sp,sp,True
sè-lōo,世路,25,sè-lō͘,se3loo7,se3loo7,seloo,seloo,sl,sl,True
sè-i,世醫,25,sè-i,se3i1,se3i1,sei,sei,si,si,True
khiu-phiô,丘萍,25,khiu-phiô,khiu1phio5,khiu1phio5,khiuphio,khiuphio,kp,kp,True
khiu-lîng,丘陵,25,khiu-lêng,khiu1ling5,khiu1leng5,khiuling,khiuleng,kl,kl,True
piánn-ngóo,丙午,25,piáⁿ-ngó͘,piann2ngoo2,piann2ngoo2,piannngoo,piannngoo,pn,pn,True
piánn-tsú,丙子,25,piáⁿ-chú,piann2tsu2,piann2chu2,pianntsu,piannchu,pt,pc,True
piánn-în,丙寅,25,piáⁿ-în,piann2in5,piann2in5,piannin,piannin,pi,pi,True
piánn-sut,丙戌,25,piáⁿ-sut,piann2sut4,piann2sut4,piannsut,piannsut,ps,ps,True
piánn-sin,丙申,25,piáⁿ-sin,piann2sin1,piann2sin1,piannsin,piannsin,ps,ps,True
piánn-tsoo,丙組,25,piáⁿ-cho͘,piann2tsoo1,piann2choo1,pianntsoo,piannchoo,pt,pc,True
piánn-sîn,丙辰,25,piáⁿ-sîn,piann2sin5,piann2sin5,piannsin,piannsin,ps,ps,True
tiu-hē,丟下,25,tiu-hē,tiu1he7,tiu1he7,tiuhe,tiuhe,th,th,True
tiu-tsuí,丟水,25,tiu-chúi,tiu1tsui2,tiu1chui2,tiutsui,tiuchui,tt,tc,True
pìng-tshiánn,並且,25,pèng-chhiáⁿ,ping3tshiann2,peng3chhiann2,pingtshiann,pengchhiann,pt,pc,True
phik-phik,並並,25,phek-phek,phik4phik4,phek4phek4,phikphik,phekphek,pp,pp,True
phīng-phīng,並並,25,phēng-phēng,phing7phing7,pheng7pheng7,phingphing,phengpheng,pp,pp,True
phīng-uá,並倚,25,phēng-óa,phing7ua2,pheng7oa2,phingua,phengoa,pu,po,True
phīng-la̍t,並力,25,phēng-la̍t,phing7lat8,pheng7lat8,phinglat,phenglat,pl,pl,True
phik-khuànn,並看,25,phek-khòaⁿ,phik4khuann3,phek4khoann3,phikkhuann,phekkhoann,pk,pk,True
phīng-khuànn,並看,25,phēng-khòaⁿ,phing7khuann3,pheng7khoann3,phingkhuann,phengkhoann,pk,pk,True
phīng-suí,並美,25,phēng-súi,phing7sui2,pheng7sui2,phingsui,phengsui,ps,ps,True
tiong-pó,中保,25,tiong-pó,tiong1po2,tiong1po2,tiongpo,tiongpo,tp,tp,True
tiong-tsik,中則,25,tiong-chek,tiong1tsik4,tiong1chek4,tiongtsik,tiongchek,tt,tc,True
tiong-ngóo,中午,25,tiong-ngó͘,tiong1ngoo2,tiong1ngoo2,tiongngoo,tiongngoo,tn,tn,True
tiong-sàu,中哨,25,tiong-sàu,tiong1sau3,tiong1sau3,tiongsau,tiongsau,ts,ts,True
tiong-hn̂g,中園,25,tiong-hn̂g,tiong1hng5,tiong1hng5,tionghng,tionghng,th,th,True
tiong-thóo,中土,25,tiong-thó͘,tiong1thoo2,tiong1thoo2,tiongthoo,tiongthoo,tt,tt,True
tiong-tn̂g,中堂,25,tiong-tn̂g,tiong1tng5,tiong1tng5,tiongtng,tiongtng,tt,tt,True
tiong-kian,中堅,25,tiong-kian,tiong1kian1,tiong1kian1,tiongkian,tiongkian,tk,tk,True
tiong-siū,中壽,25,tiong-siū,tiong1siu7,tiong1siu7,tiongsiu,tiongsiu,ts,ts,True
tiong-guē,中外,25,tiong-gōe,tiong1gue7,tiong1goe7,tionggue,tionggoe,tg,tg,True
tiong-tuā,中大,25,tiong-tōa,tiong1tua7,tiong1toa7,tiongtua,tiongtoa,tt,tt,True
tiong-siau,中宵,25,tiong-siau,tiong1siau1,tiong1siau1,tiongsiau,tiongsiau,ts,ts,True
tiong-tsiòng,中將,25,tiong-chiòng,tiong1tsiong3,tiong1chiong3,tiongtsiong,tiongchiong,tt,tc,True
tiong-uì,中尉,25,tiong-ùi,tiong1ui3,tiong1ui3,tiongui,tiongui,tu,tu,True
tiong-tsun,中尊,25,tiong-chun,tiong1tsun1,tiong1chun1,tiongtsun,tiongchun,tt,tc,True
tiong-kiā,中崎,25,tiong-kiā,tiong1kia7,tiong1kia7,tiongkia,tiongkia,tk,tk,True
tiong-ga̍k,中嶽,25,tiong-ga̍k,tiong1gak8,tiong1gak8,tionggak,tionggak,tg,tg,True
tiong-liân,中年,25,tiong-liân,tiong1lian5,tiong1lian5,tionglian,tionglian,tl,tl,True
tiong-hú,中府,25,tiong-hú,tiong1hu2,tiong1hu2,tionghu,tionghu,th,th,True
tiong-iông,中庸,25,tiong-iông,tiong1iong5,tiong1iong5,tiongiong,tiongiong,ti,ti,True
tiong-thiann,中廳,25,tiong-thiaⁿ,tiong1thiann1,tiong1thiann1,tiongthiann,tiongthiann,tt,tt,True
tìng-ì,中意,25,tèng-ì,ting3i3,teng3i3,tingi,tengi,ti,ti,True
tiong-pé,中把,25,tiong-pé,tiong1pe2,tiong1pe2,tiongpe,tiongpe,tp,tp,True
tiong-pan,中斑,25,tiong-pan,tiong1pan1,tiong1pan1,tiongpan,tiongpan,tp,tp,True
tiong-sûn,中旬,25,tiong-sûn,tiong1sun5,tiong1sun5,tiongsun,tiongsun,ts,ts,True
tiòng-sú,中暑,25,tiòng-sú,tiong3su2,tiong3su2,tiongsu,tiongsu,ts,ts,True
tiong-su,中書,25,tiong-su,tiong1su1,tiong1su1,tiongsu,tiongsu,ts,ts,True
tiong-huē,中會,25,tiong-hōe,tiong1hue7,tiong1hoe7,tionghue,tionghoe,th,th,True
tiong-iū,中柚,25,tiong-iū,tiong1iu7,tiong1iu7,tiongiu,tiongiu,ti,ti,True
tiong-kun,中根,25,tiong-kun,tiong1kun1,tiong1kun1,tiongkun,tiongkun,tk,tk,True
tiong-uî,中桅,25,tiong-ûi,tiong1ui5,tiong1ui5,tiongui,tiongui,tu,tu,True
tiong-àn,中案,25,tiong-àn,tiong1an3,tiong1an3,tiongan,tiongan,ta,ta,True
tiong-kīng,中梗,25,tiong-kēng,tiong1king7,tiong1keng7,tiongking,tiongkeng,tk,tk,True
tiong-înn,中楹,25,tiong-îⁿ,tiong1inn5,tiong1inn5,tionginn,tionginn,ti,ti,True
tiong-niû,中樑,25,tiong-niû,tiong1niu5,tiong1niu5,tiongniu,tiongniu,tn,tn,True
tiong-tuânn,中檀,25,tiong-tôaⁿ,tiong1tuann5,tiong1toann5,tiongtuann,tiongtoann,tt,tt,True
tiong-nuâ,中欄,25,tiong-nôa,tiong1nua5,tiong1noa5,tiongnua,tiongnoa,tn,tn,True
tiong-tsí,中止,25,tiong-chí,tiong1tsi2,tiong1chi2,tiongtsi,tiongchi,tt,tc,True
tiong-tsìng,中正,25,tiong-chèng,tiong1tsing3,tiong1cheng3,tiongtsing,tiongcheng,tt,tc,True
tiong-siong,中殤,25,tiong-siong,tiong1siong1,tiong1siong1,tiongsiong,tiongsiong,ts,ts,True
tiong-tn̂g,中段,25,tiong-tn̂g,tiong1tng5,tiong1tng5,tiongtng,tiongtng,tt,tt,True
tiong-tiān,中殿,25,tiong-tiān,tiong1tian7,tiong1tian7,tiongtian,tiongtian,tt,tt,True
tiòng-to̍k,中毒,25,tiòng-to̍k,tiong3tok8,tiong3tok8,tiongtok,tiongtok,tt,tt,True
tiong-khuì,中氣,25,tiong-khùi,tiong1khui3,tiong1khui3,tiongkhui,tiongkhui,tk,tk,True
tiòng-khì,中氣,25,tiòng-khì,tiong3khi3,tiong3khi3,tiongkhi,tiongkhi,tk,tk,True
tiong-liû,中流,25,tiong-liû,tiong1liu5,tiong1liu5,tiongliu,tiongliu,tl,tl,True
tiong-iān,中浣,25,tiong-iān,tiong1ian7,tiong1ian7,tiongian,tiongian,ti,ti,True
tiong-uān,中浣,25,tiong-oān,tiong1uan7,tiong1oan7,tionguan,tiongoan,tu,to,True
tiong-káng,中港,25,tiong-káng,tiong1kang2,tiong1kang2,tiongkang,tiongkang,tk,tk,True
tiong-iânn,中營,25,tiong-iâⁿ,tiong1iann5,tiong1iann5,tiongiann,tiongiann,ti,ti,True
tiong-pán,中版,25,tiong-pán,tiong1pan2,tiong1pan2,tiongpan,tiongpan,tp,tp,True
tiong-sán,中產,25,tiong-sán,tiong1san2,tiong1san2,tiongsan,tiongsan,ts,ts,True
tiòng-iōng,中用,25,tiòng-iōng,tiong3iong7,tiong3iong7,tiongiong,tiongiong,ti,ti,True
tiong-tshân,中田,25,tiong-chhân,tiong1tshan5,tiong1chhan5,tiongtshan,tiongchhan,tt,tc,True
tiong-pe̍h,中白,25,tiong-pe̍h,tiong1peh8,tiong1peh8,tiongpeh,tiongpeh,tp,tp,True
tiong-gíng,中眼,25,tiong-géng,tiong1ging2,tiong1geng2,tiongging,tionggeng,tg,tg,True
tiong-uánn,中碗,25,tiong-óaⁿ,tiong1uann2,tiong1oann2,tionguann,tiongoann,tu,to,True
tiong-ti̍h,中碟,25,tiong-ti̍h,tiong1tih8,tiong1tih8,tiongtih,tiongtih,tt,tt,True
tiong-phiò,中票,25,tiong-phiò,tiong1phio3,tiong1phio3,tiongphio,tiongphio,tp,tp,True
tiong-tsām,中站,25,tiong-chām,tiong1tsam7,tiong1cham7,tiongtsam,tiongcham,tt,tc,True
tiong-pūn,中笨,25,tiong-pūn,tiong1pun7,tiong1pun7,tiongpun,tiongpun,tp,tp,True
tiong-tíng,中等,25,tiong-téng,tiong1ting2,tiong1teng2,tiongting,tiongteng,tt,tt,True
tiong-tâng,中筒,25,tiong-tâng,tiong1tang5,tiong1tang5,tiongtang,tiongtang,tt,tt,True
tiòng-tsìnn,中箭,25,tiòng-chìⁿ,tiong3tsinn3,tiong3chinn3,tiongtsinn,tiongchinn,tt,tc,True
tiong-tsat,中節,25,tiong-chat,tiong1tsat4,tiong1chat4,tiongtsat,tiongchat,tt,tc,True
tiong-phang,中縫,25,tiong-phang,tiong1phang1,tiong1phang1,tiongphang,tiongphang,tp,tp,True
tìng-thiann,中聽,25,tèng-thiaⁿ,ting3thiann1,teng3thiann1,tingthiann,tengthiann,tt,tt,True
tiòng-khíng,中肯,25,tiòng-khéng,tiong3khing2,tiong3kheng2,tiongkhing,tiongkheng,tk,tk,True
tiong-tsit,中脊,25,tiong-chit,tiong1tsit4,tiong1chit4,tiongtsit,tiongchit,tt,tc,True
tiong-hing,中興,25,tiong-heng,tiong1hing1,tiong1heng1,tionghing,tiongheng,th,th,True
tiong-lo̍h,中落,25,tiong-lo̍h,tiong1loh8,tiong1loh8,tiongloh,tiongloh,tl,tl,True
tiong-hō,中號,25,tiong-hō,tiong1ho7,tiong1ho7,tiongho,tiongho,th,th,True
tiong-hîng,中行,25,tiong-hêng,tiong1hing5,tiong1heng5,tionghing,tiongheng,th,th,True
tiòng-kè,中計,25,tiòng-kè,tiong3ke3,tiong3ke3,tiongke,tiongke,tk,tk,True
tiong-kun,中軍,25,tiong-kun,tiong1kun1,tiong1kun1,tiongkun,tiongkun,tk,tk,True
tiong-tôo,中途,25,tiong-tô͘,tiong1too5,tiong1too5,tiongtoo,tiongtoo,tt,tt,True
tiòng-suán,中選,25,tiòng-soán,tiong3suan2,tiong3soan2,tiongsuan,tiongsoan,ts,ts,True
tiong-kim,中金,25,tiong-kim,tiong1kim1,tiong1kim1,tiongkim,tiongkim,tk,tk,True
tiong-pua̍t,中鈸,25,tiong-poa̍t,tiong1puat8,tiong1poat8,tiongpuat,tiongpoat,tp,tp,True
tiong-gûn,中銀,25,tiong-gûn,tiong1gun5,tiong1gun5,tionggun,tionggun,tg,tg,True
tiong-tsînn,中錢,25,tiong-chîⁿ,tiong1tsinn5,tiong1chinn5,tiongtsinn,tiongchinn,tt,tc,True
