tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,sitbut,is_variant
bé-tê-kim,馬蹄金,16,bé-tê-kim,be2te5kim1,be2te5kim1,ㆠㆤˋㄉㆤˊㄍㄧㆬ,,betekim,betekim,ㆠㆤㄉㆤㄍㄧㆬ,,btk,btk,ㆠㄉㄍ,,True,False
bé-uann-tîn,馬鞍藤,16,bé-oaⁿ-tîn,be2uann1tin5,be2oann1tin5,ㆠㆤˋㄨㆩㄉㄧㄣˊ,,beuanntin,beoanntin,ㆠㆤㄨㆩㄉㄧㄣ,,but,bot,ㆠㄨㄉ,,True,False
bé-pinn-tsháu,馬鞭草,16,bé-piⁿ-chháu,be2pinn1tshau2,be2pinn1chhau2,ㆠㆤˋㄅㆪㄘㄠˋ,,bepinntshau,bepinnchhau,ㆠㆤㄅㆪㄘㄠ,,bpt,bpc,ㆠㄅㄘ,,True,False
bé-khí-tāu,馬齒豆,16,bé-khí-tāu,be2khi2tau7,be2khi2tau7,ㆠㆤˋㄎㄧˋㄉㄠ˫,,bekhitau,bekhitau,ㆠㆤㄎㄧㄉㄠ,,bkt,bkt,ㆠㄎㄉ,,True,False
kut-tshuì-pòo,骨碎補,16,kut-chhùi-pò͘,kut4tshui3poo3,kut4chhui3poo3,ㄍㄨㆵㄘㄨㄧ˪ㄅㆦ˪,,kuttshuipoo,kutchhuipoo,ㄍㄨㆵㄘㄨㄧㄅㆦ,,ktp,kcp,ㄍㄘㄅ,,True,False
kuâinn-tshiûnn-iū,高墻柚,16,koâiⁿ-chhiûⁿ-iū,kuainn5tshiunn5iu7,koainn5chhiunn5iu7,ㄍㄨㆮˊㄑㄧㆫˊㄧㄨ˫,,kuainntshiunniu,koainnchhiunniu,ㄍㄨㆮㄑㄧㆫㄧㄨ,,kti,kci,ㄍㄑㄧ,,True,True
kuí-liú-kun,鬼柳根,16,kúi-liú-kun,kui2liu2kun1,kui2liu2kun1,ㄍㄨㄧˋㄌㄧㄨˋㄍㄨㄣ,,kuiliukun,kuiliukun,ㄍㄨㄧㄌㄧㄨㄍㄨㄣ,,klk,klk,ㄍㄌㄍ,,True,False
hî-tsho-tsháu,魚臊草,16,hî-chho-chháu,hi5tsho1tshau2,hi5chho1chhau2,ㄏㄧˊㄘㄛㄘㄠˋ,,hitshotshau,hichhochhau,ㄏㄧㄘㄛㄘㄠ,,htt,hcc,ㄏㄘㄘ,,True,False
hî-tsiam-tsháu,魚針草,16,hî-chiam-chháu,hi5tsiam1tshau2,hi5chiam1chhau2,ㄏㄧˊㄐㄧㆰㄘㄠˋ,,hitsiamtshau,hichiamchhau,ㄏㄧㄐㄧㆰㄘㄠ,,htt,hcc,ㄏㄐㄘ,,True,False
hî-liu-tsháu,魚鰌草,16,hî-liu-chháu,hi5liu1tshau2,hi5liu1chhau2,ㄏㄧˊㄌㄧㄨㄘㄠˋ,,hiliutshau,hiliuchhau,ㄏㄧㄌㄧㄨㄘㄠ,,hlt,hlc,ㄏㄌㄘ,,True,False
lóo-huà-tshiū,魯化樹,16,ló͘-hòa-chhiū,loo2hua3tshiu7,loo2hoa3chhiu7,ㄌㆦˋㄏㄨㄚ˪ㄑㄧㄨ˫,,loohuatshiu,loohoachhiu,ㄌㆦㄏㄨㄚㄑㄧㄨ,,lht,lhc,ㄌㄏㄑ,,True,True
tsit-á-tánn,鯽仔膽,16,chit-á-táⁿ,tsit4a2tann2,chit4a2tann2,ㄐㄧㆵㄚˋㄉㆩˋ,,tsitatann,chitatann,ㄐㄧㆵㄚㄉㆩ,,tat,cat,ㄐㄚㄉ,,True,False
tsit-hî-tánn,鯽魚膽,16,chit-hî-táⁿ,tsit4hi5tann2,chit4hi5tann2,ㄐㄧㆵㄏㄧˊㄉㆩˋ,,tsithitann,chithitann,ㄐㄧㆵㄏㄧㄉㆩ,,tht,cht,ㄐㄏㄉ,,True,False
hau-khak-tshì,鱟壳刺,16,hau-khak-chhì,hau1khak4tshi3,hau1khak4chhi3,ㄏㄠㄎㄚㆻㄑㄧ˪,,haukhaktshi,haukhakchhi,ㄏㄠㄎㄚㆻㄑㄧ,,hkt,hkc,ㄏㄎㄑ,,True,False
hāu-khak-tshì,鱟壳刺,16,hāu-khak-chhì,hau7khak4tshi3,hau7khak4chhi3,ㄏㄠ˫ㄎㄚㆻㄑㄧ˪,,haukhaktshi,haukhakchhi,ㄏㄠㄎㄚㆻㄑㄧ,,hkt,hkc,ㄏㄎㄑ,,True,False
hāu-khak-tîn,鱟壳藤,16,hāu-khak-tîn,hau7khak4tin5,hau7khak4tin5,ㄏㄠ˫ㄎㄚㆻㄉㄧㄣˊ,,haukhaktin,haukhaktin,ㄏㄠㄎㄚㆻㄉㄧㄣ,,hkt,hkt,ㄏㄎㄉ,,True,False
tsiáu-á-hue,鳥仔花,16,chiáu-á-hoe,tsiau2a2hue1,chiau2a2hoe1,ㄐㄧㄠˋㄚˋㄏㄨㆤ,,tsiauahue,chiauahoe,ㄐㄧㄠㄚㄏㄨㆤ,,tah,cah,ㄐㄚㄏ,,True,False
tsiáu-á-tāu,鳥仔豆,16,chiáu-á-tāu,tsiau2a2tau7,chiau2a2tau7,ㄐㄧㄠˋㄚˋㄉㄠ˫,,tsiauatau,chiauatau,ㄐㄧㄠㄚㄉㄠ,,tat,cat,ㄐㄚㄉ,,True,False
tsiáu-sái-tshîng,鳥屎榕,16,chiáu-sái-chhêng,tsiau2sai2tshing5,chiau2sai2chheng5,ㄐㄧㄠˋㄙㄞˋㄑㄧㄥˊ,,tsiausaitshing,chiausaichheng,ㄐㄧㄠㄙㄞㄑㄧㄥ,,tst,csc,ㄐㄙㄑ,,True,False
tsiáu-kiān-hue,鳥腱花,16,chiáu-kiān-hoe,tsiau2kian7hue1,chiau2kian7hoe1,ㄐㄧㄠˋㄍㄧㄢ˫ㄏㄨㆤ,,tsiaukianhue,chiaukianhoe,ㄐㄧㄠㄍㄧㄢㄏㄨㆤ,,tkh,ckh,ㄐㄍㄏ,,True,False
tsiáu-ta̍h-tshì,鳥踏刺,16,chiáu-ta̍h-chhì,tsiau2tah8tshi3,chiau2tah8chhi3,ㄐㄧㄠˋㄉㄚㆷ̇ㄑㄧ˪,,tsiautahtshi,chiautahchhi,ㄐㄧㄠㄉㄚㆷㄑㄧ,,ttt,ctc,ㄐㄉㄑ,,True,False
hōng-bé-tik,鳳尾竹,16,hōng-bé-tek,hong7be2tik4,hong7be2tek4,ㄏㆲ˫ㆠㆤˋㄉㄧㆻ,,hongbetik,hongbetek,ㄏㆲㆠㆤㄉㄧㆻ,,hbt,hbt,ㄏㆠㄉ,,True,False
hōng-bé-pit,鳳尾筆,16,hōng-bé-pit,hong7be2pit4,hong7be2pit4,ㄏㆲ˫ㆠㆤˋㄅㄧㆵ,,hongbepit,hongbepit,ㄏㆲㆠㆤㄅㄧㆵ,,hbp,hbp,ㄏㆠㄅ,,True,False
hōng-bé-tsháu,鳳尾草,16,hōng-bé-chháu,hong7be2tshau2,hong7be2chhau2,ㄏㆲ˫ㆠㆤˋㄘㄠˋ,,hongbetshau,hongbechhau,ㄏㆲㆠㆤㄘㄠ,,hbt,hbc,ㄏㆠㄘ,,True,False
hōng-bé-hông,鳳尾黃,16,hōng-bé-hông,hong7be2hong5,hong7be2hong5,ㄏㆲ˫ㆠㆤˋㄏㆲˊ,,hongbehong,hongbehong,ㄏㆲㆠㆤㄏㆲ,,hbh,hbh,ㄏㆠㄏ,,True,False
ah-tshuì-hông,鴨嘴黃,16,ah-chhùi-hông,ah4tshui3hong5,ah4chhui3hong5,ㄚㆷㄘㄨㄧ˪ㄏㆲˊ,,ahtshuihong,ahchhuihong,ㄚㆷㄘㄨㄧㄏㆲ,,ath,ach,ㄚㄘㄏ,,True,True
ap-bú-tshiū,鴨母樹,16,ap-bú-chhiū,ap4bu2tshiu7,ap4bu2chhiu7,ㄚㆴㆠㄨˋㄑㄧㄨ˫,,apbutshiu,apbuchhiu,ㄚㆴㆠㄨㄑㄧㄨ,,abt,abc,ㄚㆠㄑ,,True,True
ah-bú-tsu,鴨母珠,16,ah-bú-chu,ah4bu2tsu1,ah4bu2chu1,ㄚㆷㆠㄨˋㄗㄨ,,ahbutsu,ahbuchu,ㄚㆷㆠㄨㄗㄨ,,abt,abc,ㄚㆠㄗ,,True,True
ah-bú-tsháu,鴨母草,16,ah-bú-chháu,ah4bu2tshau2,ah4bu2chhau2,ㄚㆷㆠㄨˋㄘㄠˋ,,ahbutshau,ahbuchhau,ㄚㆷㆠㄨㄘㄠ,,abt,abc,ㄚㆠㄘ,,True,True
ah-kiān-tîn,鴨腱藤,16,ah-kiān-tîn,ah4kian7tin5,ah4kian7tin5,ㄚㆷㄍㄧㄢ˫ㄉㄧㄣˊ,,ahkiantin,ahkiantin,ㄚㆷㄍㄧㄢㄉㄧㄣ,,akt,akt,ㄚㄍㄉ,,True,False
ah-kha-pê,鴨腳筢,16,ah-kha-pê,ah4kha1pe5,ah4kha1pe5,ㄚㆷㄎㄚㄅㆤˊ,,ahkhape,ahkhape,ㄚㆷㄎㄚㄅㆤ,,akp,akp,ㄚㄎㄅ,,True,True
ah-kha-sué,鴨腳黍,16,ah-kha-sóe,ah4kha1sue2,ah4kha1soe2,ㄚㆷㄎㄚㄙㄨㆤˋ,,ahkhasue,ahkhasoe,ㄚㆷㄎㄚㄙㄨㆤ,,aks,aks,ㄚㄎㄙ,,True,True
ah-tsi̍h-tsháu,鴨舌草,16,ah-chi̍h-chháu,ah4tsih8tshau2,ah4chih8chhau2,ㄚㆷㄐㄧㆷ̇ㄘㄠˋ,,ahtsihtshau,ahchihchhau,ㄚㆷㄐㄧㆷㄘㄠ,,att,acc,ㄚㄐㄘ,,True,False
ah-chi̍h-hông,鴨舌黃,16,ah-chi̍h-hông,ah4chih8hong5,ah4chih8hong5,,,ahchihhong,ahchihhong,,,ach,ach,,,True,False
ah-tsih-hông,鴨舌黃,16,ah-chih-hông,ah4tsih4hong5,ah4chih4hong5,ㄚㆷㄐㄧㆷㄏㆲˊ,,ahtsihhong,ahchihhong,ㄚㆷㄐㄧㆷㄏㆲ,,ath,ach,ㄚㄐㄏ,,True,False
ah-tsi̍h-hông,鴨舌黃,16,ah-chi̍h-hông,ah4tsih8hong5,ah4chih8hong5,ㄚㆷㄐㄧㆷ̇ㄏㆲˊ,,ahtsihhong,ahchihhong,ㄚㆷㄐㄧㆷㄏㆲ,,ath,ach,ㄚㄐㄏ,,True,False
ah-tuê-tsháu,鴨蹄草,16,ah-tôe-chháu,ah4tue5tshau2,ah4toe5chhau2,ㄚㆷㄉㄨㆤˊㄘㄠˋ,,ahtuetshau,ahtoechhau,ㄚㆷㄉㄨㆤㄘㄠ,,att,atc,ㄚㄉㄘ,,True,False
ap-mâ-kua̍t,鴨麻瓜,16,ap-mâ-koa̍t,ap4ma5kuat8,ap4ma5koat8,ㄚㆴㄇㄚˊㄍㄨㄚㆵ̇,,apmakuat,apmakoat,ㄚㆴㄇㄚㄍㄨㄚㆵ,,amk,amk,ㄚㄇㄍ,,True,False
giâ-á-tsháu,鵞仔草,16,giâ-á-chháu,gia5a2tshau2,gia5a2chhau2,ㆣㄧㄚˊㄚˋㄘㄠˋ,,giaatshau,giaachhau,ㆣㄧㄚㄚㄘㄠ,,gat,gac,ㆣㄚㄘ,,True,False
giâ-á-tshài,鵞仔菜,16,giâ-á-chhài,gia5a2tshai3,gia5a2chhai3,ㆣㄧㄚˊㄚˋㄘㄞ˪,,giaatshai,giaachhai,ㆣㄧㄚㄚㄘㄞ,,gat,gac,ㆣㄚㄘ,,True,False
keh-tsiáu-hue,鵲鳥花,16,keh-chiáu-hoe,keh4tsiau2hue1,keh4chiau2hoe1,ㄍㆤㆷㄐㄧㄠˋㄏㄨㆤ,,kehtsiauhue,kehchiauhoe,ㄍㆤㆷㄐㄧㄠㄏㄨㆤ,,kth,kch,ㄍㄐㄏ,,True,False
ing-jiáu-thô,鶯爪桃,16,eng-jiáu-thô,ing1jiau2tho5,eng1jiau2tho5,ㄧㄥㆢㄧㄠˋㄊㄛˊ,,ingjiautho,engjiautho,ㄧㄥㆢㄧㄠㄊㄛ,,ijt,ejt,ㄧㆢㄊ,,True,False
kue-kè-hue,鷄冠花,16,koe-kè-hoe,kue1ke3hue1,koe1ke3hoe1,ㄍㄨㆤㄍㆤ˪ㄏㄨㆤ,,kuekehue,koekehoe,ㄍㄨㆤㄍㆤㄏㄨㆤ,,kkh,kkh,ㄍㄍㄏ,,True,False
kue-sái-tîn,鷄屎藤,16,koe-sái-tîn,kue1sai2tin5,koe1sai2tin5,ㄍㄨㆤㄙㄞˋㄉㄧㄣˊ,,kuesaitin,koesaitin,ㄍㄨㆤㄙㄞㄉㄧㄣ,,kst,kst,ㄍㄙㄉ,,True,False
kue-bú-tsú,鷄母子,16,koe-bú-chú,kue1bu2tsu2,koe1bu2chu2,ㄍㄨㆤㆠㄨˋㄗㄨˋ,,kuebutsu,koebuchu,ㄍㄨㆤㆠㄨㄗㄨ,,kbt,kbc,ㄍㆠㄗ,,True,True
kue-bú-tsu,鷄母珠,16,koe-bú-chu,kue1bu2tsu1,koe1bu2chu1,ㄍㄨㆤㆠㄨˋㄗㄨ,,kuebutsu,koebuchu,ㄍㄨㆤㆠㄨㄗㄨ,,kbt,kbc,ㄍㆠㄗ,,True,True
kue-jiáu-lân,鷄爪蘭,16,koe-jiáu-lân,kue1jiau2lan5,koe1jiau2lan5,ㄍㄨㆤㆢㄧㄠˋㄌㄢˊ,,kuejiaulan,koejiaulan,ㄍㄨㆤㆢㄧㄠㄌㄢ,,kjl,kjl,ㄍㆢㄌ,,True,False
kue-kha-tsháu,鷄脚草,16,koe-kha-chháu,kue1kha1tshau2,koe1kha1chhau2,ㄍㄨㆤㄎㄚㄘㄠˋ,,kuekhatshau,koekhachhau,ㄍㄨㆤㄎㄚㄘㄠ,,kkt,kkc,ㄍㄎㄘ,,True,False
kue-kha-lân,鷄脚蘭,16,koe-kha-lân,kue1kha1lan5,koe1kha1lan5,ㄍㄨㆤㄎㄚㄌㄢˊ,,kuekhalan,koekhalan,ㄍㄨㆤㄎㄚㄌㄢ,,kkl,kkl,ㄍㄎㄌ,,True,False
kue-tn̂g-tsháu,鷄腸草,16,koe-tn̂g-chháu,kue1tng5tshau2,koe1tng5chhau2,ㄍㄨㆤㄉㆭˊㄘㄠˋ,,kuetngtshau,koetngchhau,ㄍㄨㆤㄉㆭㄘㄠ,,ktt,ktc,ㄍㄉㄘ,,True,False
kue-tsih-hông,鷄舌黃,16,koe-chih-hông,kue1tsih4hong5,koe1chih4hong5,ㄍㄨㆤㄐㄧㆷㄏㆲˊ,,kuetsihhong,koechihhong,ㄍㄨㆤㄐㄧㆷㄏㆲ,,kth,kch,ㄍㄐㄏ,,True,False
kue-tsi̍h-hông,鷄舌黃,16,koe-chi̍h-hông,kue1tsih8hong5,koe1chih8hong5,ㄍㄨㆤㄐㄧㆷ̇ㄏㆲˊ,,kuetsihhong,koechihhong,ㄍㄨㆤㄐㄧㆷㄏㆲ,,kth,kch,ㄍㄐㄏ,,True,False
kue-phang-tîn,鷄香藤,16,koe-phang-tîn,kue1phang1tin5,koe1phang1tin5,ㄍㄨㆤㄆㄤㄉㄧㄣˊ,,kuephangtin,koephangtin,ㄍㄨㆤㄆㄤㄉㄧㄣ,,kpt,kpt,ㄍㄆㄉ,,True,True
kue-kut-hông,鷄骨癀,16,koe-kut-hông,kue1kut4hong5,koe1kut4hong5,ㄍㄨㆤㄍㄨㆵㄏㆲˊ,,kuekuthong,koekuthong,ㄍㄨㆤㄍㄨㆵㄏㆲ,,kkh,kkh,ㄍㄍㄏ,,True,False
kue-kak-kong,鷄鵤公,16,koe-kak-kong,kue1kak4kong1,koe1kak4kong1,ㄍㄨㆤㄍㄚㆻㄍㆲ,,kuekakkong,koekakkong,ㄍㄨㆤㄍㄚㆻㄍㆲ,,kkk,kkk,ㄍㄍㄍ,,True,False
ing-hio̍h-tshì,鷹葉刺,16,eng-hio̍h-chhì,ing1hioh8tshi3,eng1hioh8chhi3,ㄧㄥㄏㄧㄛㆷ̇ㄑㄧ˪,,inghiohtshi,enghiohchhi,ㄧㄥㄏㄧㄛㆷㄑㄧ,,iht,ehc,ㄧㄏㄑ,,True,False
iâm-tang-hue,鹽東花,16,iâm-tang-hoe,iam5tang1hue1,iam5tang1hoe1,ㄧㆰˊㄉㄤㄏㄨㆤ,,iamtanghue,iamtanghoe,ㄧㆰㄉㄤㄏㄨㆤ,,ith,ith,ㄧㄉㄏ,,True,False
iâm-sng-á,鹽桑仔,16,iâm-sng-á,iam5sng1a2,iam5sng1a2,ㄧㆰˊㄙㆭㄚˋ,,iamsnga,iamsnga,ㄧㆰㄙㆭㄚ,,isa,isa,ㄧㄙㄚ,,True,False
iâm-sng-tsháu,鹽酸草,16,iâm-sng-chháu,iam5sng1tshau2,iam5sng1chhau2,ㄧㆰˊㄙㆭㄘㄠˋ,,iamsngtshau,iamsngchhau,ㄧㆰㄙㆭㄘㄠ,,ist,isc,ㄧㄙㄘ,,True,False
lo̍k-á-tshiū,鹿仔樹,16,lo̍k-á-chhiū,lok8a2tshiu7,lok8a2chhiu7,ㄌㆦㆻ̇ㄚˋㄑㄧㄨ˫,,lokatshiu,lokachhiu,ㄌㆦㆻㄚㄑㄧㄨ,,lat,lac,ㄌㄚㄑ,,True,False
lo̍k-á-tshài,鹿仔菜,16,lo̍k-á-chhài,lok8a2tshai3,lok8a2chhai3,ㄌㆦㆻ̇ㄚˋㄘㄞ˪,,lokatshai,lokachhai,ㄌㆦㆻㄚㄘㄞ,,lat,lac,ㄌㄚㄘ,,True,False
lo̍k-jiông-tshàu,鹿茸草,16,lo̍k-jiông-chhàu,lok8jiong5tshau3,lok8jiong5chhau3,ㄌㆦㆻ̇ㆢㄧㆲˊㄘㄠ˪,,lokjiongtshau,lokjiongchhau,ㄌㆦㆻㆢㄧㆲㄘㄠ,,ljt,ljc,ㄌㆢㄘ,,True,False
beh-suī-hong,麥穗黃,16,beh-sūi-hong,beh4sui7hong1,beh4sui7hong1,ㆠㆤㆷㄙㄨㄧ˫ㄏㆲ,,behsuihong,behsuihong,ㆠㆤㆷㄙㄨㄧㄏㆲ,,bsh,bsh,ㆠㄙㄏ,,True,False
bi̍k-bûn-tong,麥門冬,16,be̍k-bûn-tong,bik8bun5tong1,bek8bun5tong1,ㆠㄧㆻ̇ㆠㄨㄣˊㄉㆲ,,bikbuntong,bekbuntong,ㆠㄧㆻㆠㄨㄣㄉㆲ,,bbt,bbt,ㆠㆠㄉ,,True,False
n̂g-sim-á,黃心仔,16,n̂g-sim-á,ng5sim1a2,ng5sim1a2,ㆭˊㄒㄧㆬㄚˋ,,ngsima,ngsima,ㆭㄒㄧㆬㄚ,,nsa,nsa,ㆭㄒㄚ,,True,False
n̂g-tsuí-kiô,黃水茄,16,n̂g-chúi-kiô,ng5tsui2kio5,ng5chui2kio5,ㆭˊㄗㄨㄧˋㄍㄧㄛˊ,,ngtsuikio,ngchuikio,ㆭㄗㄨㄧㄍㄧㄛ,,ntk,nck,ㆭㄗㄍ,,True,False
n̂g-ba̍k-tsí,黃目子,16,n̂g-ba̍k-chí,ng5bak8tsi2,ng5bak8chi2,ㆭˊㆠㄚㆻ̇ㄐㄧˋ,,ngbaktsi,ngbakchi,ㆭㆠㄚㆻㄐㄧ,,nbt,nbc,ㆭㆠㄐ,,True,False
n̂g-bah-tshiū,黃肉樹,16,n̂g-bah-chhiū,ng5bah4tshiu7,ng5bah4chhiu7,ㆭˊㆠㄚㆷㄑㄧㄨ˫,,ngbahtshiu,ngbahchhiu,ㆭㆠㄚㆷㄑㄧㄨ,,nbt,nbc,ㆭㆠㄑ,,True,False
n̂g-ôo-ia̍p,黃蝴蝶,16,n̂g-ô͘-ia̍p,ng5oo5iap8,ng5oo5iap8,ㆭˊㆦˊㄧㄚㆴ̇,,ngooiap,ngooiap,ㆭㆦㄧㄚㆴ,,noi,noi,ㆭㆦㄧ,,True,False
n̂g-kim-kuì,黃金桂,16,n̂g-kim-kùi,ng5kim1kui3,ng5kim1kui3,ㆭˊㄍㄧㆬㄍㄨㄧ˪,,ngkimkui,ngkimkui,ㆭㄍㄧㆬㄍㄨㄧ,,nkk,nkk,ㆭㄍㄍ,,True,False
oo-ba̍k-á,黑目仔,16,o͘-ba̍k-á,oo1bak8a2,oo1bak8a2,ㆦㆠㄚㆻ̇ㄚˋ,,oobaka,oobaka,ㆦㆠㄚㆻㄚ,,oba,oba,ㆦㆠㄚ,,True,False
pih-á-tsháu,鼈仔草,16,pih-á-chháu,pih4a2tshau2,pih4a2chhau2,ㄅㄧㆷㄚˋㄘㄠˋ,,pihatshau,pihachhau,ㄅㄧㆷㄚㄘㄠ,,pat,pac,ㄅㄚㄘ,,True,True
tiann-tshuè-tîn,鼎刷藤,16,tiaⁿ-chhòe-tîn,tiann1tshue3tin5,tiann1chhoe3tin5,ㄉㄧㆩㄘㄨㆤ˪ㄉㄧㄣˊ,,tianntshuetin,tiannchhoetin,ㄉㄧㆩㄘㄨㆤㄉㄧㄣ,,ttt,tct,ㄉㄘㄉ,,True,False
tiann-tshe-tîn,鼎炊藤,16,tiaⁿ-chhe-tîn,tiann1tshe1tin5,tiann1chhe1tin5,ㄉㄧㆩㄘㆤㄉㄧㄣˊ,,tianntshetin,tiannchhetin,ㄉㄧㆩㄘㆤㄉㄧㄣ,,ttt,tct,ㄉㄘㄉ,,True,False
tshú-bé-hông,鼠尾紅,16,chhú-bé-hông,tshu2be2hong5,chhu2be2hong5,ㄘㄨˋㆠㆤˋㄏㆲˊ,,tshubehong,chhubehong,ㄘㄨㆠㆤㄏㆲ,,tbh,cbh,ㄘㆠㄏ,,True,False
tsháu-bé-hông,鼠尾黃,16,chháu-bé-hông,tshau2be2hong5,chhau2be2hong5,ㄘㄠˋㆠㆤˋㄏㆲˊ,,tshaubehong,chhaubehong,ㄘㄠㆠㆤㄏㆲ,,tbh,cbh,ㄘㆠㄏ,,True,False
tshú-bé-hông,鼠尾黃,16,chhú-bé-hông,tshu2be2hong5,chhu2be2hong5,ㄘㄨˋㆠㆤˋㄏㆲˊ,,tshubehong,chhubehong,ㄘㄨㆠㆤㄏㆲ,,tbh,cbh,ㄘㆠㄏ,,True,False
tshú-kun-hông,鼠筋黃,16,chhú-kun-hông,tshu2kun1hong5,chhu2kun1hong5,ㄘㄨˋㄍㄨㄣㄏㆲˊ,,tshukunhong,chhukunhong,ㄘㄨㄍㄨㄣㄏㆲ,,tkh,ckh,ㄘㄍㄏ,,True,False
tshú-khak-tsháu,鼠麴草,16,chhú-khak-chháu,tshu2khak4tshau2,chhu2khak4chhau2,ㄘㄨˋㄎㄚㆻㄘㄠˋ,,tshukhaktshau,chhukhakchhau,ㄘㄨㄎㄚㆻㄘㄠ,,tkt,ckc,ㄘㄎㄘ,,True,False
lîng-thòo-tsu,龍吐珠,16,lêng-thò͘-chu,ling5thoo3tsu1,leng5thoo3chu1,ㄌㄧㄥˊㄊㆦ˪ㄗㄨ,,lingthootsu,lengthoochu,ㄌㄧㄥㄊㆦㄗㄨ,,ltt,ltc,ㄌㄊㄗ,,True,False
lîng-tsi̍h-hông,龍舌黃,16,lêng-chi̍h-hông,ling5tsih8hong5,leng5chih8hong5,ㄌㄧㄥˊㄐㄧㆷ̇ㄏㆲˊ,,lingtsihhong,lengchihhong,ㄌㄧㄥㄐㄧㆷㄏㆲ,,lth,lch,ㄌㄐㄏ,,True,False
lîng-tsûn-hue,龍船花,16,lêng-chûn-hoe,ling5tsun5hue1,leng5chun5hoe1,ㄌㄧㄥˊㄗㄨㄣˊㄏㄨㆤ,,lingtsunhue,lengchunhoe,ㄌㄧㄥㄗㄨㄣㄏㄨㆤ,,lth,lch,ㄌㄗㄏ,,True,False
lîng-tshiu-tîn,龍鬚藤,16,lêng-chhiu-tîn,ling5tshiu1tin5,leng5chhiu1tin5,ㄌㄧㄥˊㄑㄧㄨㄉㄧㄣˊ,,lingtshiutin,lengchhiutin,ㄌㄧㄥㄑㄧㄨㄉㄧㄣ,,ltt,lct,ㄌㄑㄉ,,True,False
lîng-lân-tsháu,龍麟草,16,lêng-lân-chháu,ling5lan5tshau2,leng5lan5chhau2,ㄌㄧㄥˊㄌㄢˊㄘㄠˋ,,linglantshau,lenglanchhau,ㄌㄧㄥㄌㄢㄘㄠ,,llt,llc,ㄌㄌㄘ,,True,False
tsu̍t-bí-tsháu,𥟇米草,16,chu̍t-bí-chháu,tsut8bi2tshau2,chut8bi2chhau2,ㄗㄨㆵ̇ㆠㄧˋㄘㄠˋ,,tsutbitshau,chutbichhau,ㄗㄨㆵㆠㄧㄘㄠ,,tbt,cbc,ㄗㆠㄘ,,True,False
tāi-hî-lân,𩻸魚鱗,16,tāi-hî-lân,tai7hi5lan5,tai7hi5lan5,ㄉㄞ˫ㄏㄧˊㄌㄢˊ,,taihilan,taihilan,ㄉㄞㄏㄧㄌㄢ,,thl,thl,ㄉㄏㄌ,,True,False
sann-hīnn-á-tsháu,三硯仔草,12,saⁿ-hīⁿ-á-chháu,sann1hinn7a2tshau2,sann1hinn7a2chhau2,ㄙㆩㄏㆪ˫ㄚˋㄘㄠˋ,,sannhinnatshau,sannhinnachhau,ㄙㆩㄏㆪㄚㄘㄠ,,shat,shac,ㄙㄏㄚㄘ,,True,False
sann-kha-bé-á,三脚馬仔,12,saⁿ-kha-bé-á,sann1kha1be2a2,sann1kha1be2a2,ㄙㆩㄎㄚㆠㆤˋㄚˋ,,sannkhabea,sannkhabea,ㄙㆩㄎㄚㆠㆤㄚ,,skba,skba,ㄙㄎㆠㄚ,,True,False
sann-kak-iâm-sng,三角鹽酸,12,saⁿ-kak-iâm-sng,sann1kak4iam5sng1,sann1kak4iam5sng1,ㄙㆩㄍㄚㆻㄧㆰˊㄙㆭ,,sannkakiamsng,sannkakiamsng,ㄙㆩㄍㄚㆻㄧㆰㄙㆭ,,skis,skis,ㄙㄍㄧㄙ,,True,False
sann-kha-pih-tsháu,三角鼈草,12,saⁿ-kha-pih-chháu,sann1kha1pih4tshau2,sann1kha1pih4chhau2,ㄙㆩㄎㄚㄅㄧㆷㄘㄠˋ,,sannkhapihtshau,sannkhapihchhau,ㄙㆩㄎㄚㄅㄧㆷㄘㄠ,,skpt,skpc,ㄙㄎㄅㄘ,,True,True
káu-lê-á-hue,九螺仔花,12,káu-lê-á-hoe,kau2le5a2hue1,kau2le5a2hoe1,ㄍㄠˋㄌㆤˊㄚˋㄏㄨㆤ,,kauleahue,kauleahoe,ㄍㄠㄌㆤㄚㄏㄨㆤ,,klah,klah,ㄍㄌㄚㄏ,,True,True
gōo-tsiúnn-lâm-á,五掌楠仔,12,gō͘-chiúⁿ-lâm-á,goo7tsiunn2lam5a2,goo7chiunn2lam5a2,ㆣㆦ˫ㄐㄧㆫˋㄌㆰˊㄚˋ,,gootsiunnlama,goochiunnlama,ㆣㆦㄐㄧㆫㄌㆰㄚ,,gtla,gcla,ㆣㄐㄌㄚ,,True,False
góo-jiáu-hún-tîn,五爪粉藤,12,gó͘-jiáu-hún-tîn,goo2jiau2hun2tin5,goo2jiau2hun2tin5,ㆣㆦˋㆢㄧㄠˋㄏㄨㄣˋㄉㄧㄣˊ,,goojiauhuntin,goojiauhuntin,ㆣㆦㆢㄧㄠㄏㄨㄣㄉㄧㄣ,,gjht,gjht,ㆣㆢㄏㄉ,,True,False
