hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kungge
石榴皮,tsio̍h-liû-phuê,16,chio̍h-liû-phôe,tsioh8liu5phue5,chioh8liu5phoe5,tsiohliuphue,chiohliuphoe,tlp,clp,True
石灰粉,tsio̍h-hue-hún,16,chio̍h-hoe-hún,tsioh8huehun2,chioh8hoehun2,tsiohhuehun,chiohhoehun,thh,chh,True
石磨仔,tsio̍h-bō-á,16,chio̍h-bō-á,tsioh8bo7a2,chioh8bo7a2,tsiohboa,chiohboa,tba,cba,True
石膏模,tsio̍h-ko-bôo,16,chio̍h-ko-bô͘,tsioh8koboo5,chioh8koboo5,tsiohkoboo,chiohkoboo,tkb,ckb,True
石膏碗,tsio̍h-ko-uánn,16,chio̍h-ko-óaⁿ,tsioh8kouann2,chioh8kooann2,tsiohkouann,chiohkooann,tku,cko,True
石舂臼,tsio̍h-tsing-khū,16,chio̍h-cheng-khū,tsioh8tsingkhu7,chioh8chengkhu7,tsiohtsingkhu,chiohchengkhu,ttk,cck,True
砂輪機,sua-lûn-ki,16,soa-lûn-ki,sualun5ki,soalun5ki,sualunki,soalunki,slk,slk,True
破竹仔,phuà-tik-á,16,phòa-tek-á,phua3tika2,phoa3teka2,phuatika,phoateka,pta,pta,True
破篾仔,phuà-bi̍h-á,16,phòa-bi̍h-á,phua3bih8a2,phoa3bih8a2,phuabiha,phoabiha,pba,pba,True
磅璇石,pōng-suān-tsio̍h,16,pōng-soān-chio̍h,pong7suan7tsioh8,pong7soan7chioh8,pongsuantsioh,pongsoanchioh,pst,psc,True
穀亭畚,kok-tīng-pùn,16,kok-tēng-pùn,kokting7pun3,kokteng7pun3,koktingpun,koktengpun,ktp,ktp,True
空殼管,khang-khak-kóng,16,khang-khak-kóng,khangkhakkong2,khangkhakkong2,khangkhakkong,khangkhakkong,kkk,kkk,True
立德粉,li̍p-tik-hún,16,li̍p-tek-hún,lip8tikhun2,lip8tekhun2,liptikhun,liptekhun,lth,lth,True
竹仔箸,tik-á-tī,16,tek-á-tī,tika2ti7,teka2ti7,tikati,tekati,tat,tat,True
竹夫人,tik-hu-jîn,16,tek-hu-jîn,tikhujin5,tekhujin5,tikhujin,tekhujin,thj,thj,True
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tikbih8a2,tekbih8a2,tikbiha,tekbiha,tba,tba,True
竹鋏仔,tik-giap-á,16,tek-giap-á,tikgiapa2,tekgiapa2,tikgiapa,tekgiapa,tga,tga,True
竹𥴊仔,tik-kám-á,16,tek-kám-á,tikkam2a2,tekkam2a2,tikkama,tekkama,tka,tka,True
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2,sunpina,sunpina,spa,spa,True
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phooa2,lang2phooa2,langphooa,langphooa,lpa,lpa,True
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh,bi2li5chhioh,bilitshioh,bilichhioh,blt,blc,True
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2,hunsuannkong,hunsoannkong,hsk,hsk,True
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheha2,thng5kheha2,thngkheha,thngkheha,tka,tka,True
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8,angpotsioh,angpochioh,apt,apc,True
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2katua3,choa2katoa3,tsuakatua,choakatoa,tkt,ckt,True
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting,choa2lian2teng,tsualianting,choalianteng,tlt,clt,True
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3,tsualianting,choalianteng,tlt,clt,True
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2,phangpoolun,phangpoolun,ppl,ppl,True
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kimtai5,phang2kimtai5,phangkimtai,phangkimtai,pkt,pkt,True
索仔捲,soh-á-kńg,16,soh-á-kńg,soha2kng2,soha2kng2,sohakng,sohakng,sak,sak,True
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sike5,chi2seke5,tsisike,chiseke,tse,cse,True
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiatling5kha,kiatleng5kha,kiatlingkha,kiatlengkha,klk,klk,True
絲仔線,si-á-suànn,16,si-á-sòaⁿ,sia2suann3,sia2soann3,siasuann,siasoann,sas,sas,True
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah,bang7a2kah,bangakah,bangakah,bak,bak,True
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki,lian7thoo5ki,lianthooki,lianthooki,ltk,ltk,True
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3,paktshukua,pakchhukoa,ptk,pck,True
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting,pak8choa2teng,paktsuating,pakchoateng,ptt,pct,True
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3,liautangsuann,liautangsoann,lts,lts,True
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3huetshia,siu3hoechhia,siuhuetshia,siuhoechhia,sht,shc,True
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3,siupootiam,siupootiam,spt,spt,True
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5,iunnathau,iunnathau,iat,iat,True
美工刀,bí-kang-to,16,bí-kang-to,bi2kangto,bi2kangto,bikangto,bikangto,bkt,bkt,True
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng,nai7hoe2chng,naihuetsng,naihoechng,nht,nhc,True
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,iantsithang5,ianchithang5,iantsithang,ianchithang,itt,ict,True
腰帶花,io-tuà-hue,16,io-tòa-hoe,iotua3hue,iotoa3hoe,iotuahue,iotoahoe,ith,ith,True
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah,kian3chi2bah,kiantsibah,kianchibah,ktb,kcb,True
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5,ngootshambi,ngoochhambi,ntb,ncb,True
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau,chu7tong7khau,tsutongkhau,chutongkhau,ttk,ctk,True
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam,tai5oan5sam,taiuansam,taioansam,tus,tos,True
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsingkua2,chengkua2,tsingkua,chengkua,tka,cka,True
花匙仔,hue-sî-á,16,hoe-sî-á,huesi5a2,hoesi5a2,huesia,hoesia,hsa,hsa,True
花枱仔,hue-tâi-á,16,hoe-tâi-á,huetai5a2,hoetai5a2,huetaia,hoetaia,hta,hta,True
花盆仔,hue-phûn-á,16,hoe-phûn-á,huephun5a2,hoephun5a2,huephuna,hoephuna,hpa,hpa,True
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,huelui2bun5,hoelui2bun5,hueluibun,hoeluibun,hlb,hlb,True
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,huetsiau2too2,hoechiau2too2,huetsiautoo,hoechiautoo,htt,hct,True
茶杯仔,tê-pue-á,16,tê-poe-á,te5puea2,te5poea2,tepuea,tepoea,tpa,tpa,True
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2,tethiapa,tethiapa,tta,tta,True
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2,telanga,telanga,tla,tla,True
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3,tebiang,tebiang,tba,tba,True
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2,tekuana,tekoana,tka,tka,True
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8,tshoahah,chhoahah,tah,cah,True
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue,chho2a2hoe,tshoahue,chhoahoe,tah,cah,True
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2,tshaitua,chhaitua,tta,cta,True
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsiophun5,lian5chiophun5,liantsiophun,lianchiophun,ltp,lcp,True
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshangkong2phinn7,chhangkong2phinn7,tshangkongphinn,chhangkongphinn,tkp,ckp,True
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7,pohahia,pohahia,pah,pah,True
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thaie5,poh8thaie5,pohthaie,pohthaie,pte,pte,True
薰竹仔,hun-tik-á,16,hun-tek-á,huntika2,hunteka2,huntika,hunteka,hta,hta,True
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8,napotsioh,napochioh,npt,npc,True
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann,hoo2ia5sann,hooiasann,hooiasann,his,his,True
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khakue7,nng7khakoe7,nngkhakue,nngkhakoe,nku,nko,True
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,titubun5,titubun5,titubun,titubun,ttb,ttb,True
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5,heapuann,heapoann,hap,hap,True
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshihoo2thang,chhihoo2thang,tshihoothang,chhihoothang,tht,cht,True
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshuhoo2tuan7,chhuhoo2toan7,tshuhootuan,chhuhootoan,tht,cht,True
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshuhoo2tsho2,chhuhoo2chho2,tshuhootsho,chhuhoochho,tht,chc,True
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshiliong5thau5,chhiliong5thau5,tshiliongthau,chhiliongthau,tlt,clt,True
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3,leaphinn,leaphinn,lap,lap,True
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sanntsihloo7,sannchihloo7,sanntsihloo,sannchihloo,stl,scl,True
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3,phuahsiusuann,phoahsiusoann,pss,pss,True
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsngtshui3tshiu,chngchhui3chhiu,tsngtshuitshiu,chngchhuichhiu,ttt,ccc,True
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siatke3too5,siatke3too5,siatketoo,siatketoo,skt,skt,True
設計稿,siat-kè-kó,16,siat-kè-kó,siatke3ko2,siatke3ko2,siatkeko,siatkeko,skk,skk,True
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kimtsioh8,chhi3kimchioh8,tshikimtsioh,chhikimchioh,tkt,ckc,True
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng,tau7iu5kng,tauiukng,tauiukng,tik,tik,True
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,tikhalam5,tikhalam5,tikhalam,tikhalam,tkl,tkl,True
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tahlai7li2,tahlai7li2,tahlaili,tahlaili,tll,tll,True
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau,chhat8a2khau,tshatakhau,chhatakhau,tak,cak,True
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tikpue3,khi2tekpoe3,khitikpue,khitekpoe,ktp,ktp,True
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,khatah8a2,khatah8a2,khataha,khataha,kta,kta,True
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,khatah8hong,khatah8hong,khatahhong,khatahhong,kth,kth,True
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshiaa2suann3,chhiaa2soann3,tshiaasuann,chhiaasoann,tas,cas,True
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshiakhangkhue3,chhiakhangkhoe3,tshiakhangkhue,chhiakhangkhoe,tkk,ckk,True
車輪仔,tshia-lián-á,16,chhia-lián-á,tshialian2a2,chhialian2a2,tshialiana,chhialiana,tla,cla,True
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu,lian3leng5chhiu,lianlingtshiu,lianlengchhiu,llt,llc,True
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5,thuehueloo,thoehoeloo,thl,thl,True
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat,thau3beng5chhat,thaubingtshat,thaubengchhat,tbt,tbc,True
釐仔甲,li-á-khah,16,li-á-khah,lia2khah,lia2khah,liakhah,liakhah,lak,lak,True
金剛砂,kim-kong-sua,16,kim-kong-soa,kimkongsua,kimkongsoa,kimkongsua,kimkongsoa,kks,kks,True
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kimkong3thui5,kimkong3thui5,kimkongthui,kimkongthui,kkt,kkt,True
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kimpai5boo5,kimpai5boo5,kimpaiboo,kimpaiboo,kpb,kpb,True
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kimpoh8a2,kimpoh8a2,kimpoha,kimpoha,kpa,kpa,True
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kimtsinn5hun5,kimchinn5hun5,kimtsinnhun,kimchinnhun,kth,kch,True
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5,tingathui,tengathui,tat,tat,True
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam,liu2a2tiam,liuatiam,liuatiam,lat,lat,True
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3,ianjike,ianjike,ijk,ijk,True
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5panga2,ian5panga2,ianpanga,ianpanga,ipa,ipa,True
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pita2,ian5pita2,ianpita,ianpita,ipa,ipa,True
鉸刀花,ka-to-hue,16,ka-to-hoe,katohue,katohoe,katohue,katohoe,kth,kth,True
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2,ginpoha,ginpoha,gpa,gpa,True
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2,tangbina,tangbina,tba,tba,True
鋏玻璃,giap-po-lê,16,giap-po-lê,giappole5,giappole5,giappole,giappole,gpl,gpl,True
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2,tsinntea,chinntea,tta,cta,True
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3,liantuaki,liantoaki,ltk,ltk,True
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunna2,kiann3siunna2,kiannsiunna,kiannsiunna,ksa,ksa,True
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2,liamlika,liamleka,lla,lla,True
鐵仔支,thih-á-ki,16,thih-á-ki,thiha2ki,thiha2ki,thihaki,thihaki,tak,tak,True
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thiha2pang7,thiha2pang7,thihapang,thihapang,tap,tap,True
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thihtangtshenn,thihtangchhenn,thihtangtshenn,thihtangchhenn,ttt,ttc,True
鐵剪仔,thih-tsián-á,16,thih-chián-á,thihtsian2a2,thihchian2a2,thihtsiana,thihchiana,tta,tca,True
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thihthui5a2,thihthui5a2,thihthuia,thihthuia,tta,tta,True
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang,le7kio5pang,lekiopang,lekiopang,lkp,lkp,True
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5,tshakatai,chhakatai,tat,cat,True
閘榫,tsa̍h--sún,16,cha̍h--sún,tsah8sun2,chah8sun2,tsahsun,chahsun,ts,cs,True
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiaukhikto,tiaukhekto,tiaukhikto,tiaukhekto,tkt,tkt,True
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiaukhikki,tiaukhekki,tiaukhikki,tiaukhekki,tkk,tkk,True
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,kenng7bin7,kenng7bin7,kenngbin,kenngbin,knb,knb,True
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,kesai2hun5,kesai2hun5,kesaihun,kesaihun,ksh,ksh,True
離心機,li-sim-ki,16,li-sim-ki,lisimki,lisimki,lisimki,lisimki,lsk,lsk,True
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting,tian7thoo5teng,tianthooting,tianthooteng,ttt,ttt,True
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5,tianjiatloo,tianjiatloo,tjl,tjl,True
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hongku,tian7hongku,tianhongku,tianhongku,thk,thk,True
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenntau2tsioh8,chhenntau2chioh8,tshenntautsioh,chhenntauchioh,ttt,ctc,True
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2,epueha,epoeha,epa,epa,True
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2,suntshiuthe,sunchhiuthe,stt,sct,True
風車花,hong-tshia-hue,16,hong-chhia-hoe,hongtshiahue,hongchhiahoe,hongtshiahue,hongchhiahoe,hth,hch,True
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenntshat,chiah8chhennchhat,tsiahtshenntshat,chiahchhennchhat,ttt,ccc,True
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2,pngtshiama,pngchhiama,pta,pca,True
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5,hiapuann,hiapoann,hap,hap,True
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2,hilanga,hilanga,hla,hla,True
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah,hi5lan5kah,hilankah,hilankah,hlk,hlk,True
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5,hilanbun,hilanbun,hlb,hlb,True
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5,taihitshui,taihichhui,tht,thc,True
鯊魚刀,sua-hî-to,16,soa-hî-to,suahi5to,soahi5to,suahito,soahito,sht,sht,True
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2,iamtanga,iamtanga,ita,ita,True
麥芽膏,be̍h-gê-ko,16,be̍h-gê-ko,beh8ge5ko,beh8ge5ko,behgeko,behgeko,bgk,bgk,True
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2,ngthoote,ngthoote,ntt,ntt,True
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2,ngthoohun,ngthoohun,nth,nth,True
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2,ngtauhun,ngtauhun,nth,nth,True
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim,liam5bi2kim,liambikim,liambikim,lbk,lbk,True
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oobak8ue7,oobak8oe7,oobakue,oobakoe,obu,obo,True
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting,koo2a2teng,kooating,kooateng,kat,kat,True
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2,liongitshiu,liongichhiu,lit,lic,True
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8,lingginghioh,lenggenghioh,lgh,lgh,True
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,kukahbun5,kukahbun5,kukahbun,kukahbun,kkb,kkb,True
𥴊壺仔,kám-ôo-á,16,kám-ô͘-á,kam2oo5a2,kam2oo5a2,kamooa,kamooa,koa,koa,True
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5,tsobate,chobate,tbe,cbe,True
冰種的,ping-tsíng--ê,12,peng-chéng--ê,pingtsing2e5,pengcheng2e5,pingtsinge,pengchenge,pte,pce,True
戮空的,lak-khang--ê,12,lak-khang--ê,lakkhange5,lakkhange5,lakkhange,lakkhange,lke,lke,True
點火的,tiám-hué--ê,12,tiám-hóe--ê,tiam2hue2e5,tiam2hoe2e5,tiamhuee,tiamhoee,the,the,True
