tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit,is_variant
kuann-pâi,官牌,25,koaⁿ-pâi,kuann1pai5,koann1pai5,kuannpai,koannpai,kp,kp,True,False
kuann-mi̍h,官物,25,koaⁿ-mi̍h,kuann1mih8,koann1mih8,kuannmih,koannmih,km,km,True,False
kuann-tshân,官田,25,koaⁿ-chhân,kuann1tshan5,koann1chhan5,kuanntshan,koannchhan,kt,kc,True,False
kuann-kài,官界,25,koaⁿ-kài,kuann1kai3,koann1kai3,kuannkai,koannkai,kk,kk,True,False
kuann-tsoo,官租,25,koaⁿ-cho͘,kuann1tsoo1,koann1choo1,kuanntsoo,koannchoo,kt,kc,True,False
kuann-sè,官稅,25,koaⁿ-sè,kuann1se3,koann1se3,kuannse,koannse,ks,ks,True,False
kuann-li̍p,官立,25,koaⁿ-li̍p,kuann1lip8,koann1lip8,kuannlip,koannlip,kl,kl,True,False
kuan-tsiong,官章,25,koan-chiong,kuan1tsiong1,koan1chiong1,kuantsiong,koanchiong,kt,kc,True,False
kuann-hû,官符,25,koaⁿ-hû,kuann1hu5,koann1hu5,kuannhu,koannhu,kh,kh,True,False
kuann-tshê,官箠,25,koaⁿ-chhê,kuann1tshe5,koann1chhe5,kuanntshe,koannchhe,kt,kc,True,False
kuan-tsim,官箴,25,koan-chim,kuan1tsim1,koan1chim1,kuantsim,koanchim,kt,kc,True,False
kuann-tsim,官箴,25,koaⁿ-chim,kuann1tsim1,koann1chim1,kuanntsim,koannchim,kt,kc,True,False
kuann-tshik,官粟,25,koaⁿ-chhek,kuann1tshik4,koann1chhek4,kuanntshik,koannchhek,kt,kc,True,False
kuann-niû,官糧,25,koaⁿ-niû,kuann1niu5,koann1niu5,kuannniu,koannniu,kn,kn,True,False
kuan-se,官紗,25,koan-se,kuan1se1,koan1se1,kuanse,koanse,ks,ks,True,False
kuann-kip,官級,25,koaⁿ-kip,kuann1kip4,koann1kip4,kuannkip,koannkip,kk,kk,True,False
kuann-sin,官紳,25,koaⁿ-sin,kuann1sin1,koann1sin1,kuannsin,koannsin,ks,ks,True,False
kuann-tsit,官職,25,koaⁿ-chit,kuann1tsit4,koann1chit4,kuanntsit,koannchit,kt,kc,True,False
kuann-sià,官舍,25,koaⁿ-sià,kuann1sia3,koann1sia3,kuannsia,koannsia,ks,ks,True,False
kuann-phòo,官舖,25,koaⁿ-phò͘,kuann1phoo3,koann1phoo3,kuannphoo,koannphoo,kp,kp,True,False
kuann-tsûn,官船,25,koaⁿ-chûn,kuann1tsun5,koann1chun5,kuanntsun,koannchun,kt,kc,True,False
kuann-tsng,官莊,25,koaⁿ-chng,kuann1tsng1,koann1chng1,kuanntsng,koannchng,kt,kc,True,False
kuann-hun,官薰,25,koaⁿ-hun,kuann1hun1,koann1hun1,kuannhun,koannhun,kh,kh,True,False
kuann-lân,官蘭,25,koaⁿ-lân,kuann1lan5,koann1lan5,kuannlan,koannlan,kl,kl,True,False
kuann-gê,官衙,25,koaⁿ-gê,kuann1ge5,koann1ge5,kuannge,koannge,kg,kg,True,False
kuann-i,官衣,25,koaⁿ-i,kuann1i1,koann1i1,kuanni,koanni,ki,ki,True,False
kuann-kui,官規,25,koaⁿ-kui,kuann1kui1,koann1kui1,kuannkui,koannkui,kk,kk,True,False
kuann-siat,官設,25,koaⁿ-siat,kuann1siat4,koann1siat4,kuannsiat,koannsiat,ks,ks,True,False
kuann-uē,官話,25,koaⁿ-ōe,kuann1ue7,koann1oe7,kuannue,koannoe,ku,ko,True,False
kuann-khò,官課,25,koaⁿ-khò,kuann1kho3,koann1kho3,kuannkho,koannkho,kk,kk,True,False
kuann-huì,官費,25,koaⁿ-hùi,kuann1hui3,koann1hui3,kuannhui,koannhui,kh,kh,True,False
kuann-lōo,官路,25,koaⁿ-lō͘,kuann1loo7,koann1loo7,kuannloo,koannloo,kl,kl,True,False
kuann-sin,官身,25,koaⁿ-sin,kuann1sin1,koann1sin1,kuannsin,koannsin,ks,ks,True,False
kuann-suán,官選,25,koaⁿ-soán,kuann1suan2,koann1soan2,kuannsuan,koannsoan,ks,ks,True,False
kuann-tí,官邸,25,koaⁿ-tí,kuann1ti2,koann1ti2,kuannti,koannti,kt,kt,True,False
kuann-i,官醫,25,koaⁿ-i,kuann1i1,koann1i1,kuanni,koanni,ki,ki,True,False
kuann-kim,官金,25,koaⁿ-kim,kuann1kim1,koann1kim1,kuannkim,koannkim,kk,kk,True,False
kuann-hâm,官銜,25,koaⁿ-hâm,kuann1ham5,koann1ham5,kuannham,koannham,kh,kh,True,False
kuann-tsînn,官錢,25,koaⁿ-chîⁿ,kuann1tsinn5,koann1chinn5,kuanntsinn,koannchinn,kt,kc,True,False
kuann-tiúnn,官長,25,koaⁿ-tiúⁿ,kuann1tiunn2,koann1tiunn2,kuanntiunn,koanntiunn,kt,kt,True,False
kuann-tshuàng,官闖,25,koaⁿ-chhoàng,kuann1tshuang3,koann1chhoang3,kuanntshuang,koannchhoang,kt,kc,True,False
kuann-kai,官階,25,koaⁿ-kai,kuann1kai1,koann1kai1,kuannkai,koannkai,kk,kk,True,False
kuann-im,官音,25,koaⁿ-im,kuann1im1,koann1im1,kuannim,koannim,ki,ki,True,False
kuann-thâu,官頭,25,koaⁿ-thâu,kuann1thau5,koann1thau5,kuannthau,koannthau,kt,kt,True,False
kuann-pn̄g,官飯,25,koaⁿ-pn̄g,kuann1png7,koann1png7,kuannpng,koannpng,kp,kp,True,False
kuann-bé,官馬,25,koaⁿ-bé,kuann1be2,koann1be2,kuannbe,koannbe,kb,kb,True,False
kuann-thé,官體,25,koaⁿ-thé,kuann1the2,koann1the2,kuannthe,koannthe,kt,kt,True,False
kuann-iâm,官鹽,25,koaⁿ-iâm,kuann1iam5,koann1iam5,kuanniam,koanniam,ki,ki,True,False
tiānn-pa̍k,定pa̍k,25,tiāⁿ-pa̍k,tiann7pak8,tiann7pak8,tiannpak,tiannpak,tp,tp,True,False
tīng-lē,定例,25,tēng-lē,ting7le7,teng7le7,tingle,tengle,tl,tl,True,False
tiānn-tsuè,定做,25,tiāⁿ-chòe,tiann7tsue3,tiann7choe3,tianntsue,tiannchoe,tt,tc,True,False
tīng-tsuè,定做,25,tēng-chòe,ting7tsue3,teng7choe3,tingtsue,tengchoe,tt,tc,True,False
tīng-kè,定價,25,tēng-kè,ting7ke3,teng7ke3,tingke,tengke,tk,tk,True,False
tiānn-tshiah,定刺,25,tiāⁿ-chhiah,tiann7tshiah4,tiann7chhiah4,tianntshiah,tiannchhiah,tt,tc,True,False
tīng-hiòng,定向,25,tēng-hiòng,ting7hiong3,teng7hiong3,tinghiong,tenghiong,th,th,True,False
tīng-tua̍t,定奪,25,tēng-toa̍t,ting7tuat8,teng7toat8,tingtuat,tengtoat,tt,tt,True,False
tīng-hun,定婚,25,tēng-hun,ting7hun1,teng7hun1,tinghun,tenghun,th,th,True,True
tiānn-tiānn,定定,25,tiāⁿ-tiāⁿ,tiann7tiann7,tiann7tiann7,tianntiann,tianntiann,tt,tt,True,False
tīng-tīng,定定,25,tēng-tēng,ting7ting7,teng7teng7,tingting,tengteng,tt,tt,True,False
tīng-pînn,定平,25,tēng-pîⁿ,ting7pinn5,teng7pinn5,tingpinn,tengpinn,tp,tp,True,False
tīng-sìng,定性,25,tēng-sèng,ting7sing3,teng7seng3,tingsing,tengseng,ts,ts,True,False
tīng-ì,定意,25,tēng-ì,ting7i3,teng7i3,tingi,tengi,ti,ti,True,False
tiānn-hì,定戲,25,tiāⁿ-hì,tiann7hi3,tiann7hi3,tiannhi,tiannhi,th,th,True,False
tīng-sòo,定數,25,tēng-sò͘,ting7soo3,teng7soo3,tingsoo,tengsoo,ts,ts,True,False
tīng-ji̍t,定日,25,tēng-ji̍t,ting7jit8,teng7jit8,tingjit,tengjit,tj,tj,True,False
tīng-sī,定是,25,tēng-sī,ting7si7,teng7si7,tingsi,tengsi,ts,ts,True,False
tīng-sî,定時,25,tēng-sî,ting7si5,teng7si5,tingsi,tengsi,ts,ts,True,False
tīng-kî,定期,25,tēng-kî,ting7ki5,teng7ki5,tingki,tengki,tk,tk,True,False
tīng-àn,定案,25,tēng-àn,ting7an3,teng7an3,tingan,tengan,ta,ta,True,False
tīng-sńg,定榫,25,tēng-sńg,ting7sng2,teng7sng2,tingsng,tengsng,ts,ts,True,False
tīng-khuán,定款,25,tēng-khoán,ting7khuan2,teng7khoan2,tingkhuan,tengkhoan,tk,tk,True,False
tīng-huat,定法,25,tēng-hoat,ting7huat4,teng7hoat4,tinghuat,tenghoat,th,th,True,False
tīng-tsún,定準,25,tēng-chún,ting7tsun2,teng7chun2,tingtsun,tengchun,tt,tc,True,False
tīng-lí,定理,25,tēng-lí,ting7li2,teng7li2,tingli,tengli,tl,tl,True,False
tīng-tòng,定當,25,tēng-tòng,ting7tong3,teng7tong3,tingtong,tengtong,tt,tt,True,False
tīng-sîn,定神,25,tēng-sîn,ting7sin5,teng7sin5,tingsin,tengsin,ts,ts,True,False
tīng-tsuē,定罪,25,tēng-chōe,ting7tsue7,teng7choe7,tingtsue,tengchoe,tt,tc,True,False
tīng-gī,定義,25,tēng-gī,ting7gi7,teng7gi7,tinggi,tenggi,tg,tg,True,False
tīng-phìng,定聘,25,tēng-phèng,ting7phing3,teng7pheng3,tingphing,tengpheng,tp,tp,True,False
tiānn-tio̍h,定著,25,tiāⁿ-tio̍h,tiann7tioh8,tiann7tioh8,tianntioh,tianntioh,tt,tt,True,False
tīng-tio̍k,定著,25,tēng-tio̍k,ting7tiok8,teng7tiok8,tingtiok,tengtiok,tt,tt,True,False
tīng-kiàn,定見,25,tēng-kiàn,ting7kian3,teng7kian3,tingkian,tengkian,tk,tk,True,False
tīng-kui,定規,25,tēng-kui,ting7kui1,teng7kui1,tingkui,tengkui,tk,tk,True,False
tīng-tshin,定親,25,tēng-chhin,ting7tshin1,teng7chhin1,tingtshin,tengchhin,tt,tc,True,False
tīng-lūn,定論,25,tēng-lūn,ting7lun7,teng7lun7,tinglun,tenglun,tl,tl,True,False
tīng-gī,定議,25,tēng-gī,ting7gi7,teng7gi7,tinggi,tenggi,tg,tg,True,False
tīng-liōng,定量,25,tēng-liōng,ting7liong7,teng7liong7,tingliong,tengliong,tl,tl,True,False
tiānn-kim,定金,25,tiāⁿ-kim,tiann7kim1,tiann7kim1,tiannkim,tiannkim,tk,tk,True,False
tiānn-gûn,定銀,25,tiāⁿ-gûn,tiann7gun5,tiann7gun5,tianngun,tianngun,tg,tg,True,False
tiānn-tsînn,定錢,25,tiāⁿ-chîⁿ,tiann7tsinn5,tiann7chinn5,tianntsinn,tiannchinn,tt,tc,True,False
tīng-hān,定限,25,tēng-hān,ting7han7,teng7han7,tinghan,tenghan,th,th,True,False
tiānn-thâu,定頭,25,tiāⁿ-thâu,tiann7thau5,tiann7thau5,tiannthau,tiannthau,tt,tt,True,False
tīng-gia̍h,定額,25,tēng-gia̍h,ting7giah8,teng7giah8,tinggiah,tenggiah,tg,tg,True,False
uán-jiân,宛然,25,oán-jiân,uan2jian5,oan2jian5,uanjian,oanjian,uj,oj,True,False
gî-jîn,宜人,25,gî-jîn,gi5jin5,gi5jin5,gijin,gijin,gj,gj,True,False
gî-ngôo,宜梧,25,gî-ngô͘,gi5ngoo5,gi5ngoo5,gingoo,gingoo,gn,gn,True,False
gî-pân,宜瓶,25,gî-pân,gi5pan5,gi5pan5,gipan,gipan,gp,gp,True,False
gî-lâm,宜男,25,gî-lâm,gi5lam5,gi5lam5,gilam,gilam,gl,gl,True,False
gî-lân,宜蘭,25,gî-lân,gi5lan5,gi5lan5,gilan,gilan,gl,gl,True,False
kheh-buê,客buê,25,kheh-bôe,kheh4bue5,kheh4boe5,khehbue,khehboe,kb,kb,True,False
kheh-lâng,客人,25,kheh-lâng,kheh4lang5,kheh4lang5,khehlang,khehlang,kl,kl,True,False
kheh-uī,客位,25,kheh-ūi,kheh4ui7,kheh4ui7,khehui,khehui,ku,ku,True,False
khik-uī,客位,25,khek-ūi,khik4ui7,khek4ui7,khikui,khekui,ku,ku,True,False
kheh-hiann,客兄,25,kheh-hiaⁿ,kheh4hiann1,kheh4hiann1,khehhiann,khehhiann,kh,kh,True,False
khik-tong,客冬,25,khek-tong,khik4tong1,khek4tong1,khiktong,khektong,kt,kt,True,False
khik-uân,客員,25,khek-oân,khik4uan5,khek4oan5,khikuan,khekoan,ku,ko,True,False
kheh-siong,客商,25,kheh-siong,kheh4siong1,kheh4siong1,khehsiong,khehsiong,ks,ks,True,False
kheh-thò,客套,25,kheh-thò,kheh4tho3,kheh4tho3,khehtho,khehtho,kt,kt,True,False
khik-thò,客套,25,khek-thò,khik4tho3,khek4tho3,khiktho,khektho,kt,kt,True,False
kheh-pô,客婆,25,kheh-pô,kheh4po5,kheh4po5,khehpo,khehpo,kp,kp,True,False
khik-an,客安,25,khek-an,khik4an1,khek4an1,khikan,khekan,ka,ka,True,False
kheh-kuann,客官,25,kheh-koaⁿ,kheh4kuann1,kheh4koann1,khehkuann,khehkoann,kk,kk,True,False
kheh-gū,客寓,25,kheh-gū,kheh4gu7,kheh4gu7,khehgu,khehgu,kg,kg,True,False
khik-liân,客年,25,khek-liân,khik4lian5,khek4lian5,khiklian,kheklian,kl,kl,True,False
kheh-tiàm,客店,25,kheh-tiàm,kheh4tiam3,kheh4tiam3,khehtiam,khehtiam,kt,kt,True,False
kheh-thiann,客廳,25,kheh-thiaⁿ,kheh4thiann1,kheh4thiann1,khehthiann,khehthiann,kt,kt,True,False
kheh-tsîng,客情,25,kheh-chêng,kheh4tsing5,kheh4cheng5,khehtsing,khehcheng,kt,kc,True,False
khik-gua̍t,客月,25,khek-goa̍t,khik4guat8,khek4goat8,khikguat,khekgoat,kg,kg,True,False
kheh-tsàn,客棧,25,kheh-chàn,kheh4tsan3,kheh4chan3,khehtsan,khehchan,kt,kc,True,False
khik-suè,客歲,25,khek-sòe,khik4sue3,khek4soe3,khiksue,kheksoe,ks,ks,True,False
kheh-khì,客氣,25,kheh-khì,kheh4khi3,kheh4khi3,khehkhi,khehkhi,kk,kk,True,False
kheh-kuàn,客眷,25,kheh-koàn,kheh4kuan3,kheh4koan3,khehkuan,khehkoan,kk,kk,True,False
khik-sià,客舍,25,khek-sià,khik4sia3,khek4sia3,khiksia,kheksia,ks,ks,True,False
kheh-tsûn,客船,25,kheh-chûn,kheh4tsun5,kheh4chun5,khehtsun,khehchun,kt,kc,True,False
kheh-hâng,客行,25,kheh-hâng,kheh4hang5,kheh4hang5,khehhang,khehhang,kh,kh,True,False
kheh-kuan,客觀,25,kheh-koan,kheh4kuan1,kheh4koan1,khehkuan,khehkoan,kk,kk,True,False
kheh-uē,客話,25,kheh-ōe,kheh4ue7,kheh4oe7,khehue,khehoe,ku,ko,True,False
khik-lōo,客路,25,khek-lō͘,khik4loo7,khek4loo7,khikloo,khekloo,kl,kl,True,False
kheh-tshia,客車,25,kheh-chhia,kheh4tshia1,kheh4chhia1,khehtshia,khehchhia,kt,kc,True,False
khik-tôo,客途,25,khek-tô͘,khik4too5,khek4too5,khiktoo,khektoo,kt,kt,True,False
khik-tí,客邸,25,khek-tí,khik4ti2,khek4ti2,khikti,khekti,kt,kt,True,False
kheh-mn̂g,客門,25,kheh-mn̂g,kheh4mng5,kheh4mng5,khehmng,khehmng,km,km,True,False
kheh-thâu,客頭,25,kheh-thâu,kheh4thau5,kheh4thau5,khehthau,khehthau,kt,kt,True,False
kheh-kuán,客館,25,kheh-koán,kheh4kuan2,kheh4koan2,khehkuan,khehkoan,kk,kk,True,False
kheh-tsiáu,客鳥,25,kheh-chiáu,kheh4tsiau2,kheh4chiau2,khehtsiau,khehchiau,kt,kc,True,False
suan-u,宣于,25,soan-u,suan1u1,soan1u1,suanu,soanu,su,su,True,False
suan-thuân,宣傳,25,soan-thoân,suan1thuan5,soan1thoan5,suanthuan,soanthoan,st,st,True,False
suan-kò,宣告,25,soan-kò,suan1ko3,soan1ko3,suanko,soanko,sk,sk,True,False
suan-pòo,宣布,25,soan-pò͘,suan1poo3,soan1poo3,suanpoo,soanpoo,sp,sp,True,False
suan-tik,宣德,25,soan-tek,suan1tik4,soan1tek4,suantik,soantek,st,st,True,False
suan-tsiàn,宣戰,25,soan-chiàn,suan1tsian3,soan1chian3,suantsian,soanchian,st,sc,True,False
suan-lôo,宣爐,25,soan-lô͘,suan1loo5,soan1loo5,suanloo,soanloo,sl,sl,True,False
