tl,hanzi,frequency,poj
thn̂g-āu-sû,傳後嗣,16,thn̂g-āu-sû
thuân-kàu-khu,傳教區,16,thoân-kàu-khu
thuân-kàu-uân,傳教員,16,thoân-kàu-oân
thuân-káu-sū,傳教士,16,thoân-káu-sū
thuân-jiám-pēnn,傳染病,16,thoân-jiám-pēⁿ
thuân-tsin-ki,傳真機,16,thoân-chin-ki
thuân-hok-im,傳福音,16,thoân-hok-im
thuân-uē-tâng,傳話筒,16,thoân-ōe-tâng
thuân-tō-su,傳道師,16,thoân-tō-su
thuân-ta̍t-sik,傳達室,16,thoân-ta̍t-sek
thn̂g-hiunn-hué,傳香火,16,thn̂g-hiuⁿ-hóe
thn̂g-hiunn-ian,傳香煙,16,thn̂g-hiuⁿ-ian
tsè-bū-jîn,債務人,16,chè-bū-jîn
tsè-khuân-jîn,債權人,16,chè-khoân-jîn
siong-hāi-tsuē,傷害罪,16,siong-hāi-chōe
siong-kám-tsîng,傷感情,16,siong-kám-chêng
siunn-bān-ā,傷慢矣,16,siuⁿ-bān-ā
siong-pún-tsînn,傷本錢,16,siong-pún-chîⁿ
siunn-bô-khuán,傷無款,16,siuⁿ-bô-khoán
siong-náu-kin,傷腦筋,16,siong-náu-kin
siunn-kuè-hūn,傷過份,16,siuⁿ-kòe-hūn
siunn-kuè-thâu,傷過頭,16,siuⁿ-kòe-thâu
siūnn-kuè-thàu,傷過頭,16,siūⁿ-kòe-thàu
siong-tiōng-pēnn,傷重病,16,siong-tiōng-pēⁿ
khing-siau-suè,傾銷稅,16,kheng-siau-sòe
kīn-tshù-î,僅次於,16,kīn-chhù-î
siâng-tsi̍t-uī,像一位,16,siâng-chi̍t-ūi
siâng-tsi̍t-lōo,像一路,16,siâng-chi̍t-lō͘
siāng-khiā-lāi,像徛內,16,siāng-khiā-lāi
siâng-pâng-thâu,像房頭,16,siâng-pâng-thâu
siâng-tiâu-sim,像條心,16,siâng-tiâu-sim
siâng-khuì-lōo,像氣路,16,siâng-khùi-lō͘
siâng-tōng-mn̂g,像洞門,16,siâng-tōng-mn̂g
siâng-siā-lí,像社里,16,siâng-siā-lí
siâng-tsóo-kong,像祖公,16,siâng-chó͘-kong
siâng-hiunn-lí,像鄉里,16,siâng-hiuⁿ-lí
kiâu-uí-huē,僑委會,16,kiâu-úi-hōe
phak-hī-khang,僕耳腔,16,phak-hī-khang
hiau--lâng,僥人,16,hiau--lâng
hiau-hīng-sí,僥倖死,16,hiau-hēng-sí
hiau-hīng-tsînn,僥倖錢,16,hiau-hēng-chîⁿ
hiau-láng-té,僥籠底,16,hiau-láng-té
kè-ta̍t-khuán,價值款,16,kè-ta̍t-khoán
kè-ta̍t-kuan,價值觀,16,kè-ta̍t-koan
ik-peh-á,億伯仔,16,ek-peh-á
khiām-sí-sí,儉死死,16,khiām-sí-sí
gām-á-hî,儑仔魚,16,gām-á-hî
gām-áu-á,儑拗仔,16,gām-áu-á
tsuē-mí-muá,儕彌滿,16,chōe-mí-móa
iu-thâm-hue,優曇花,16,iu-thâm-hoe
iu-khuat-tiám,優缺點,16,iu-khoat-tiám
iu-ua̍t-sìng,優越性,16,iu-oa̍t-sèng
ín--lâng,允人,16,ín--lâng
ín-sit-thâu,允穡頭,16,ín-sit-thâu
ín-thâu-lōo,允頭路,16,ín-thâu-lō͘
guân-siau-tseh,元宵節,16,goân-siau-cheh
hiann-só-lâng,兄嫂人,16,hiaⁿ-só-lâng
hiann-tî-á,兄弟仔,16,hiaⁿ-tî-á
hiann-tī-á,兄弟仔,16,hiaⁿ-tī-á
tshiong-lo̍h-kong,充落公,16,chhiong-lo̍h-kong
tshiong-lo̍h-kuann,充落官,16,chhiong-lo̍h-koaⁿ
hiong-kài-kài,兇蓋蓋,16,hiong-kài-kài
hiong-pà-pà,兇霸霸,16,hiong-pà-pà
hiong-kuí-kuí,兇鬼鬼,16,hiong-kúi-kúi
sian-ka-tiānn,先交定,16,sian-ka-tiāⁿ
sing-tshiàng-bîng,先唱明,16,seng-chhiàng-bêng
sian-thian-sìng,先天性,16,sian-thian-sèng
sing-bîng-phín,先明品,16,seng-bêng-phín
sian-senn-kong,先生公,16,sian-seⁿ-kong
sian-senn-niû,先生娘,16,sian-seⁿ-niû
sian-senn-má,先生媽,16,sian-seⁿ-má
sin-senn-má,先生媽,16,sin-seⁿ-má
sian-senn-lé,先生禮,16,sian-seⁿ-lé
sian-hîng-tsiá,先行者,16,sian-hêng-chiá
sing-thok-thâu,先託頭,16,seng-thok-thâu
sing-kóng-bîng,先講明,16,seng-kóng-bêng
kng-khu̍t-khu̍t,光khu̍t-khu̍t,16,kng-khu̍t-khu̍t
kng-huà-ha̍k,光化學,16,kng-hòa-ha̍k
kong-ho̍k-tsiat,光復節,16,kong-ho̍k-chiat
kong-kíng-kiànn,光景鏡,16,kong-kéng-kiàⁿ
kong-kùn-thuî,光棍槌,16,kong-kùn-thûi
kng-tam-tam,光湛湛,16,kng-tam-tam
kng-liu-liu,光溜溜,16,kng-liu-liu
kng-iānn-iānn,光炎炎,16,kng-iāⁿ-iāⁿ
kng-iām-iām,光焰焰,16,kng-iām-iām
kng-iānn-iānn,光焱焱,16,kng-iāⁿ-iāⁿ
kng-sih-sih,光熠熠,16,kng-sih-sih
kng-sih-sih,光熾熾,16,kng-sih-sih
kng-nà-nà,光爁爁,16,kng-nà-nà
kng-nā-nā,光爁爁,16,kng-nā-nā
kng-kō-kō,光膏膏,16,kng-kō-kō
kng-khí-lâi,光起來,16,kng-khí-lâi
kng-sinnh-sinnh,光閃閃,16,kng-siⁿh-siⁿh
kng-siám-siám,光閃閃,16,kng-siám-siám
kng-thâu-suann,光頭山,16,kng-thâu-soaⁿ
bián-lí-kuán,免你管,16,bián-lí-koán
bián-luā-kú,免偌久,16,bián-lōa-kú
bián-siàu-siūnn,免數想,16,bián-siàu-siūⁿ
bián-iōng-kàu,免用到,16,bián-iōng-kàu
bián-i̍k-li̍k,免疫力,16,bián-e̍k-le̍k
bián-tsik-kuân,免責權,16,bián-chek-koân
jî-tông-tsiat,兒童節,16,jî-tông-chiat
thòo-á-bué,兔仔尾,16,thò͘-á-bóe
thòo-á-phuê,兔仔皮,16,thò͘-á-phôe
thóo-á-khang,兔仔空,16,thó͘-á-khang
thòo-á-tsháu,兔仔草,16,thò͘-á-chháu
thòo-á-tshài,兔仔菜,16,thò͘-á-chhài
thòo-bué-tsháu,兔尾草,16,thò͘-bóe-chháu
thòo-hīnn-tsháu,兔耳草,16,thò͘-hīⁿ-chháu
tau--tiâu,兜tiâu,16,tau--tiâu
tau-kòo-kheh,兜顧客,16,tau-kò͘-kheh
ji̍p-tiûnn-kǹg,入場券,16,ji̍p-tiûⁿ-kǹg
ji̍p-ke-kah,入家甲,16,ji̍p-ke-kah
ji̍p-hōo-kháu,入戶口,16,ji̍p-hō͘-kháu
ji̍p-sin-tshù,入新厝,16,ji̍p-sin-chhù
li̍p-mn̂g-hóo,入毛虎,16,li̍p-mn̂g-hó͘
li̍p-kún-tsuí,入滾水,16,li̍p-kún-chúi
ji̍p-lê-tiān,入螺鈿,16,ji̍p-lê-tiān
lāi-tshut-hueh,內出血,16,lāi-chhut-hoeh
lāi-hun-pì,內分泌,16,lāi-hun-pì
lāi-tsāi-ê,內在的,16,lāi-chāi-ê
lāi-guā-kong,內外攻,16,lāi-gōa-kong
lāi-suann-lâng,內山人,16,lāi-soaⁿ-lâng
lāi-suann-sông,內山傖,16,lāi-soaⁿ-sông
lāi-suann-kheh,內山客,16,lāi-soaⁿ-kheh
lāi-suann-kâu,內山猴,16,lāi-soaⁿ-kâu
lāi-té-sann,內底衫,16,lāi-té-saⁿ
lāi-tsìng-pōo,內政部,16,lāi-chèng-pō͘
lāi-ôo-khu,內湖區,16,lāi-ô͘-khu
lāi-lî-á,內籬仔,16,lāi-lî-á
lāi-bông-kóo,內蒙古,16,lāi-bông-kó͘
lāi-hâng-lâng,內行人,16,lāi-hâng-lâng
lāi-hâng-ê,內行個,16,lāi-hâng-ê
lāi-sann-khòo,內衫褲,16,lāi-saⁿ-khò͘
lāi-kah-á,內裌仔,16,lāi-kah-á
lāi-iá-tshiú,內野手,16,lāi-iá-chhiú
lāi-koh-tsè,內閣制,16,lāi-koh-chè
lāi-bīn-king,內面間,16,lāi-bīn-keng
lāi-niá-sann,內領衫,16,lāi-niá-saⁿ
tsuân-kok-sìng,全國性,16,choân-kok-sèng
tsuân-luî-tánn,全壘打,16,choân-lûi-táⁿ
tsuân-thian-hā,全天下,16,choân-thian-hā
tsuân-sim-sîn,全心神,16,choân-sim-sîn
tsn̂g-siânn-pán,全成板,16,chn̂g-siâⁿ-pán
tsuân-sin-khu,全身軀,16,choân-sin-khu
lióng-tú-sióng,兩tú償,16,lióng-tú-sióng
lióng-kau-kânn,兩交含,16,lióng-kau-kâⁿ
nn̄g-ê-tshiú,兩個手,16,nn̄g-ê-chhiú
liáng-sim-guān,兩心願,16,liáng-sim-goān
lióng-tú-sióng,兩抵償,16,lióng-tú-sióng
nn̄g-phiat-tshiu,兩撇鬚,16,nn̄g-phiat-chhiu
nn̄g-hong-bīn,兩方面,16,nn̄g-hong-bīn
nn̄g-iūnn-sim,兩樣心,16,nn̄g-iūⁿ-sim
nn̄g-pōo-puànn,兩步半,16,nn̄g-pō͘-pòaⁿ
lióng-kha-kiânn,兩腳行,16,lióng-kha-kiâⁿ
lióng-kha-khiâ,兩腳騎,16,lióng-kha-khiâ
nn̄g-tîng-tshin,兩重親,16,nn̄g-têng-chhin
nn̄g-phòo-lōo,兩鋪路,16,nn̄g-phò͘-lō͘
lióng-thâu-kânn,兩頭含,16,lióng-thâu-kâⁿ
pat-ngóo-tsiat,八五折,16,pat-ngó͘-chiat
peh-lâng-kng,八人扛,16,peh-lâng-kng
pat-sian-pîn,八仙屏,16,pat-sian-pîn
pat-sian-toh,八仙桌,16,pat-sian-toh
pat-sian-tshái,八仙綵,16,pat-sian-chhái
pat-sian-hue,八仙花,16,pat-sian-hoe
peh-kòo-gue̍h,八個月,16,peh-kò͘-goe̍h
pat-kuà-suann,八卦山,16,pat-kòa-soaⁿ
pat-kuà-tsháu,八卦草,16,pat-kòa-chháu
pat-kuà-lōo,八卦路,16,pat-kòa-lō͘
peh-jī-miā,八字命,16,peh-jī-miā
peh-jī-thiap,八字帖,16,peh-jī-thiap
peh-lī-thiap,八字帖,16,peh-lī-thiap
pat-jī-pōo,八字步,16,pat-jī-pō͘
pat-lī-pōo,八字步,16,pat-lī-pō͘
pat-jī-bâi,八字眉,16,pat-jī-bâi
pat-jī-kha,八字腳,16,pat-jī-kha
pat-lī-kha,八字腳,16,pat-lī-kha
peh-jī-tāng,八字重,16,peh-jī-tāng
pat-jī-tshiu,八字鬚,16,pat-jī-chhiu
pat-pó-tshiū,八寶樹,16,pat-pó-chhiū
pat-pó-muâi,八寶糜,16,pat-pó-moâi
pat-pó-sann,八寶衫,16,pat-pó-saⁿ
pat-tsiáng-khe,八掌溪,16,pat-chiáng-khe
pat-táu-tsí,八斗子,16,pat-táu-chí
peh--gue̍h,八月,16,peh--goe̍h
peh-gue̍h-ji̍t,八月日,16,peh-goe̍h-ji̍t
peh-gue̍h-tseh,八月節,16,peh-goe̍h-cheh
pat-pí-á,八比仔,16,pat-pí-á
peh-bān-á,八萬仔,16,peh-bān-á
peh-kak-liân,八角蓮,16,peh-kak-liân
peh-kak-hiunn,八角香,16,peh-kak-hiuⁿ
peh-kak-ing,八角鷹,16,peh-kak-eng
pat-thong-kuan,八通關,16,pat-thong-koan
kong-sū-pau,公事包,16,kong-sū-pau
kong-hiu-ji̍t,公休日,16,kong-hiu-ji̍t
kong-pòo-lân,公佈欄,16,kong-pò͘-lân
kong-sìn-li̍k,公信力,16,kong-sìn-le̍k
kong-bū-uân,公務員,16,kong-bū-oân
kong-si-tsè,公司債,16,kong-si-chè
kong-si-huat,公司法,16,kong-si-hoat
kong-kò-lân,公告欄,16,kong-kò-lân
kong-pô-kham,公婆龕,16,kong-pô-kham
kong-má-pâi,公媽牌,16,kong-má-pâi
kong-má-kham,公媽龕,16,kong-má-kham
kong-tsú-iâ,公子爺,16,kong-chú-iâ
kong-sun-á,公孫仔,16,kong-sun-á
kong-sun-tshiū,公孫樹,16,kong-sun-chhiū
kong-an-kio̍k,公安局,16,kong-an-kio̍k
kong-ke-tann,公家擔,16,kong-ke-taⁿ
kong-ke-iōng,公家用,16,kong-ke-iōng
kong-tik-sim,公德心,16,kong-tek-sim
kong-āinn-pô,公揹婆,16,kong-āiⁿ-pô
kong-bûn-su,公文書,16,kong-bûn-su
kong-àn-toh,公案桌,16,kong-àn-toh
kang-bó-thò,公母套,16,kang-bó-thò
kong-lōo-kio̍k,公路局,16,kong-lō͘-kio̍k
kong-tshia-tshù,公車處,16,kong-chhia-chhù
kong-tō-lâng,公道人,16,kong-tō-lâng
kong-tō-peh,公道伯,16,kong-tō-peh
kong-khai-sìn,公開信,16,kong-khai-sìn
kong-khai-sài,公開賽,16,kong-khai-sài
lio̍k-lio̍k-hún,六六粉,16,lio̍k-lio̍k-hún
lio̍k-ha̍p-tshái,六合彩,16,lio̍k-ha̍p-chhái
la̍k-tāi-tsiu,六大洲,16,la̍k-tāi-chiu
la̍k-tsáinn-ê,六指的,16,la̍k-cháiⁿ-ê
la̍k-liām-á,六捻仔,16,la̍k-liām-á
la̍k--gue̍h,六月,16,la̍k--goe̍h
la̍k-gue̍h-tang,六月冬,16,la̍k-goe̍h-tang
la̍k-gue̍h-seh,六月雪,16,la̍k-goe̍h-seh
lio̍k-sîn-tsháu,六神草,16,lio̍k-sîn-chháu
la̍k-kak-ing,六角英,16,la̍k-kak-eng
la̍k-kak-tsháu,六角草,16,la̍k-kak-chháu
la̍k-tiám-puànn,六點半,16,la̍k-tiám-pòaⁿ
kāng-tsi̍t-ke,共一家,16,kāng-chi̍t-ke
kāng-tsi̍t-iūnn,共一樣,16,kāng-chi̍t-iūⁿ
kā-lâng-tiau,共人刁,16,kā-lâng-tiau
kāng-tshù-lāi,共厝內,16,kāng-chhù-lāi
kāng-tshù-khiā,共厝徛,16,kāng-chhù-khiā
kāng-kháu-tsàu,共口灶,16,kāng-kháu-chàu
kiōng-hô-kok,共和國,16,kiōng-hô-kok
kiōng-hô-tóng,共和黨,16,kiōng-hô-tóng
kāng-sènn-á,共姓仔,16,kāng-sèⁿ-á
kāng-jī-ûn,共字勻,16,kāng-jī-ûn
kāng-jī-sènn,共字姓,16,kāng-jī-sèⁿ
kāng-jī-siá,共字寫,16,kāng-jī-siá
kāng-pâng-thâu,共房頭,16,kāng-pâng-thâu
kāng-tiâu-tsuí,共條水,16,kāng-tiâu-chúi
kiōng-sán-tóng,共產黨,16,kiōng-sán-tóng
kāng-tsìng-thâu,共症頭,16,kāng-chèng-thâu
kāng-tsóo-sian,共祖先,16,kāng-chó͘-sian
kāng-tsíng-thn̂g,共種傳,16,kāng-chéng-thn̂g
kāng-láng-thn̂g,共籠傳,16,kāng-láng-thn̂g
kāng-siann-sàu,共聲嗽,16,kāng-siaⁿ-sàu
kāng-pak-lāi,共腹內,16,kāng-pak-lāi
ping-á-liâu,兵仔寮,16,peng-á-liâu
ping-á-sià,兵仔舍,16,peng-á-sià
ping-kang-tshiúnn,兵工廠,16,peng-kang-chhiúⁿ
ping-kha-á,兵腳仔,16,peng-kha-á
tián-ga̍k-kuann,典獄官,16,tián-ga̍k-koaⁿ
tián-ga̍k-tiúnn,典獄長,16,tián-ga̍k-tiúⁿ
kiam-tè-tsò,兼塊做,16,kiam-tè-chò
phànn-tan-tshiū,冇丹樹,16,phàⁿ-tan-chhiū
phànn-kóng-muâ,冇管麻,16,phàⁿ-kóng-môa
phànn-bí-á,冇米仔,16,phàⁿ-bí-á
phànn-tshik-á,冇粟仔,16,phàⁿ-chhek-á
phànn-thâu-á,冇頭仔,16,phàⁿ-thâu-á
phànn-thâu-liân,冇頭鰱,16,phàⁿ-thâu-liân
phànn-kut-siau,冇骨消,16,phàⁿ-kut-siau
tsheh-pau-tuà,冊包帶,16,chheh-pau-tòa
tsheh-phāinn-á,冊揹仔,16,chheh-phāiⁿ-á
tsheh-lok-á,冊橐仔,16,chheh-lok-á
tsheh-thiap-á,冊疊仔,16,chheh-thiap-á
tsheh-ku-á,冊龜仔,16,chheh-ku-á
tsài-tshut-sì,再出世,16,chài-chhut-sì
tsài--tsiá,再者,16,chài--chiá
líng-tsi̍t-khuì,冗一氣,16,léng-chi̍t-khùi
līng-tsi̍t-khuì,冗一氣,16,lēng-chi̍t-khùi
līng-hòo-hòo,冗霍霍,16,lēng-hò͘-hò͘
kuàn-a-kun,冠亞軍,16,koàn-a-kun
kuan-kueh-kong,冠郭公,16,koan-koeh-kong
kuàn-siú-si,冠首詩,16,koàn-siú-si
thióng-á-tē,冢仔地,16,thióng-á-tē
thióng-á-poo,冢仔埔,16,thióng-á-po͘
thióng-á-suann,冢仔山,16,thióng-á-soaⁿ
uan-bē-suah,冤bē煞,16,oan-bē-soah
uan-siû-lâng,冤仇人,16,oan-siû-lâng
uan-ke-tsú,冤家主,16,oan-ke-chú
uan-ke-lâng,冤家人,16,oan-ke-lâng
uan-óng-lōo,冤枉路,16,oan-óng-lō͘
uan-siû-lâng,冤讎人,16,oan-siû-lâng
tang-bué-thinn,冬尾天,16,tang-bóe-thiⁿ
tang-kue-liāu,冬瓜料,16,tang-koe-liāu
tang-hio̍h-tshiū,冬葉樹,16,tang-hio̍h-chhiū
ping-á-tsuí,冰仔水,16,peng-á-chúi
ping-kî-lîm,冰淇淋,16,peng-kî-lîm
líng-ki-ki,冷ki-ki,16,léng-ki-ki
líng-líng-á,冷冷仔,16,léng-léng-á
líng-tshìn-tshìn,冷凊凊,16,léng-chhìn-chhìn
líng-tòng-tse,冷凍劑,16,léng-tòng-che
líng-tòng-ki,冷凍機,16,léng-tòng-ki
líng-ki-ki,冷吱吱,16,léng-ki-ki
líng-sngh-sngh,冷嗖嗖,16,léng-sngh-sngh
líng-sih-sih,冷嘶嘶,16,léng-sih-sih
líng-kám-tsìng,冷感症,16,léng-kám-chèng
líng-ki-ki,冷支支,16,léng-ki-ki
líng-sim-sim,冷森森,16,léng-sim-sim
líng-khì-ki,冷氣機,16,léng-khì-ki
líng-tshing-tshing,冷清清,16,léng-chheng-chheng
líng-sih-sih,冷皙皙,16,léng-sih-sih
líng-mn̂g-huè,冷門貨,16,léng-mn̂g-hòe
líng-sng-sng,冷霜霜,16,léng-sng-sng
líng-pn̄g-thuân,冷飯團,16,léng-pn̄g-thoân
líng-pn̄g-tîn,冷飯藤,16,léng-pn̄g-tîn
tsún-khó-tsìng,准考證,16,chún-khó-chèng
tshìn-piann-piann,凊乓乓,16,chhìn-piaⁿ-piaⁿ
tshìn-teh-teh,凊塊塊,16,chhìn-teh-teh
tshìn-tshái-siūnn,凊彩想,16,chhìn-chhái-siūⁿ
tshìn-tshái-sî,凊彩時,16,chhìn-chhái-sî
tshìn-tshái-kóng,凊彩講,16,chhìn-chhái-kóng
tshìn-ki-ki,凊支支,16,chhìn-ki-ki
tshìn-mooh-nah,凊瘼吶,16,chhìn-mo͘h-nah
tshìn-mooh-nah,凊膜凹,16,chhìn-mo͘h-nah
tshìn-tshái-tshái,凊采采,16,chhìn-chhái-chhái
tshìn-pn̄g-tîn,凊飯藤,16,chhìn-pn̄g-tîn
ta-khok-khok,凋涸涸,16,ta-khok-khok
ta-kho̍k-kho̍k,凋涸涸,16,ta-kho̍k-kho̍k
ta-sò-jia̍t,凋燥熱,16,ta-sò-jia̍t
ta-sò-sò,凋燥燥,16,ta-sò-sò
ta-mooh-mooh,凋瘼瘼,16,ta-mo͘h-mo͘h
ta-póo-póo,凋脯脯,16,ta-pó͘-pó͘
lîng-siau-hue,凌霄花,16,lêng-siau-hoe
tàng-sng-á,凍霜仔,16,tàng-sng-á
tàng-sng-thinn,凍霜天,16,tàng-sng-thiⁿ
tàng-sng-kheh,凍霜客,16,tàng-sng-kheh
lím-lím-á,凜凜仔,16,lím-lím-á
gîng-tsuí-tsio̍h,凝水石,16,gêng-chúi-chio̍h
gîng-tsū-li̍k,凝聚力,16,gêng-chū-le̍k
kí-toh-á,几桌仔,16,kí-toh-á
huān-tú-sì,凡tú勢,16,hoān-tú-sì
huân-nā-sī,凡若是,16,hoân-nā-sī
hong-hiám-tsìng,凶險症,16,hong-hiám-chèng
thóo-ba̍k-luî,凸目雷,16,thó͘-ba̍k-lûi
phòng-bīn-kiànn,凸面鏡,16,phòng-bīn-kiàⁿ
thap-ba̍k-koo,凹目鮕,16,thap-ba̍k-ko͘
naih-lo̍h-khì,凹落去,16,naih-lo̍h-khì
thap-lo̍h-khì,凹落去,16,thap-lo̍h-khì
thap-thâu-tshia,凹頭推,16,thap-thâu-chhia
thap-thâu-tsai,凹頭栽,16,thap-thâu-chai
naih-phīnn-á,凹鼻仔,16,naih-phīⁿ-á
tshut-put-sán,出不產,16,chhut-put-sán
tshut-put-tsīn,出不盡,16,chhut-put-chīn
tshut-sì-miā,出世命,16,chhut-sì-miā
tshut-tsú-ì,出主意,16,chhut-chú-ì
tshut-lâng-tsiân,出人前,16,chhut-lâng-chiân
tshut-tāi-tsì,出代誌,16,chhut-tāi-chì
tshut-ji̍p-kháu,出入口,16,chhut-ji̍p-kháu
tshut-ji̍p-kíng,出入境,16,chhut-ji̍p-kéng
tshut-kháu-siong,出口商,16,chhut-kháu-siong
tshut-miâ-lâng,出名人,16,chhut-miâ-lâng
tshut-tsāi-lâng,出在人,16,chhut-chāi-lâng
tshut-tsāi-i,出在伊,16,chhut-chāi-i
tshut-tsāi-lí,出在你,16,chhut-chāi-lí
tshut-tsāi-guá,出在我,16,chhut-chāi-góa
tshut-guā-lâng,出外人,16,chhut-gōa-lâng
tshut-guā-kíng,出外景,16,chhut-gōa-kéng
tshut-guā-iûnn,出外洋,16,chhut-gōa-iûⁿ
tshut-tuā-la̍t,出大力,16,chhut-tōa-la̍t
tshut-ke-lâng,出家人,16,chhut-ke-lâng
tshut-pênn-tsē,出平儕,16,chhut-pêⁿ-chē
tshut-tsuí-tsu,出水珠,16,chhut-chúi-chu
tshut-hué-tshenn,出火星,16,chhut-hóe-chheⁿ
tshut-pán-siong,出版商,16,chhut-pán-siong
tshut-pán-gia̍p,出版業,16,chhut-pán-gia̍p
tshut-pán-siā,出版社,16,chhut-pán-siā
tshut-muâ-á,出痲仔,16,chhut-môa-á
tshut-huat-tiám,出發點,16,chhut-hoat-tiám
tshut-hông-kháu,出磺口,16,chhut-hông-kháu
tshut-khang-thâu,出空頭,16,chhut-khang-thâu
tshut-tshiò-uē,出笑話,16,chhut-chhiò-ōe
tshut-la̍p-uân,出納員,16,chhut-la̍p-oân
tshut-kha-tshiú,出腳手,16,chhut-kha-chhiú
tshut-kè-tì,出計智,16,chhut-kè-tì
tshut-siúnn-keh,出賞格,16,chhut-siúⁿ-keh
tshut-sin-miā,出身命,16,chhut-sin-miā
tshut-mn̂g-lâng,出門人,16,chhut-mn̂g-lâng
tshut-thâu-thinn,出頭天,16,chhut-thâu-thiⁿ
tshut-hong-thâu,出風頭,16,chhut-hong-thâu
to-á-kiánn,刀仔囝,16,to-á-kiáⁿ
to-á-tsìnn,刀仔箭,16,to-á-chìⁿ
to-siong-tsháu,刀傷草,16,to-siong-chháu
to-póo-tshiú,刀斧手,16,to-pó͘-chhiú
to-lōo-tshim,刀路深,16,to-lō͘-chhim
tiau--lâng,刁人,16,tiau--lâng
tiau-kóo-tóng,刁古董,16,tiau-kó͘-tóng
tiau-ì-kòo,刁意故,16,tiau-ì-kò͘
thiau-kòo-ì,刁故意,16,thiau-kò͘-ì
tiau-kòo-ì,刁故意,16,tiau-kò͘-ì
pun-ke-hué,分傢伙,16,pun-ke-hóe
hun-kong-kiànn,分光鏡,16,hun-kong-kiàⁿ
hun-kong-si,分公司,16,hun-kong-si
pun-kong-piánn,分公餅,16,pun-kong-piáⁿ
hun-hun-á,分分仔,16,hun-hun-á
hun-tshe-ki,分叉枝,16,hun-chhe-ki
pun-tshe-lâu,分叉流,16,pun-chhe-lâu
hun-tshe-lōo,分叉路,16,hun-chhe-lō͘
pun-tshe-lōo,分叉路,16,pun-chhe-lō͘
pun-ke-hué,分家伙,16,pun-ke-hóe
hun-sik-ka,分析家,16,hun-sek-ka
pun-tshe-lâu,分汊流,16,pun-chhe-lâu
hun-pì-bu̍t,分泌物,16,hun-pì-bu̍t
pun-âng-lī,分紅利,16,pun-âng-lī
pun-tsâi-sán,分財產,16,pun-châi-sán
pun-tō-tshuì,分道嘴,16,pun-tō-chhùi
pun-khui-khiā,分開khiā,16,pun-khui-khiā
hun-khui-tuà,分開帶,16,hun-khui-tòa
pun-khui-tsia̍h,分開食,16,pun-khui-chia̍h
kò-huâinn-lâu,划橫流,16,kò-hoâiⁿ-lâu
kò-tsûn-ê,划船的,16,kò-chûn-ê
tshoo-ha̍k-tsiá,初學者,16,chho͘-ha̍k-chiá
phuànn-kuat-su,判決書,16,phòaⁿ-koat-su
pa̍t-uī-bô,別位無,16,pa̍t-ūi-bô
pa̍t-tsng-thâu,別庄頭,16,pa̍t-chng-thâu
pa̍t-sóo-tsāi,別所在,16,pa̍t-só͘-chāi
pa̍t-ê-lâng,別的人,16,pa̍t-ê-lâng
lī-siāng-lī,利上利,16,lī-siāng-lī
lāi-á-tsînn,利仔錢,16,lāi-á-chîⁿ
lāi-kiàm-kiàm,利劍劍,16,lāi-kiàm-kiàm
lī-jiō-tse,利尿劑,16,lī-jiō-che
lī-pí-a,利比亞,16,lī-pí-a
lī-ik-lâng,利益人,16,lī-ek-lâng
lāi-ká-lāi,利絞利,16,lāi-ká-lāi
tò-ka-tshut,到家齣,16,tò-ka-chhut
kàu-sóo-tsāi,到所在,16,kàu-só͘-chāi
tò-tshiú-phang,到手芳,16,tò-chhiú-phang
kàu-ki̍k-kak,到極角,16,kàu-ke̍k-kak
kàu-sik-tsuí,到熟水,16,kàu-sek-chúi
kàu-tsīn-pōng,到盡磅,16,kàu-chīn-pōng
kàu-kè-tsháu,到繼草,16,kàu-kè-chháu
kàu-lo̍h-bué,到落尾,16,kàu-lo̍h-bóe
kàu-lōo-bué,到路尾,16,kàu-lō͘-bóe
kàu-thàu-té,到透底,16,kàu-thàu-té
tsè-tōo-huà,制度化,16,chè-tō͘-hòa
tsè-khong-kuân,制空權,16,chè-khong-koân
tshì-giâ-giâ,刺giâ-giâ,16,chhì-giâ-giâ
tshì-ngóo-ka,刺五加,16,chhì-ngó͘-ka
tshiah-lâng-ba̍k,刺人目,16,chhiah-lâng-ba̍k
tshì-á-poo,刺仔埔,16,chhì-á-po͘
tshì-á-tsí,刺仔子,16,chhì-á-chí
tshì-á-sim,刺仔心,16,chhì-á-sim
tshì-á-hue,刺仔花,16,chhì-á-hoe
tshì-tōo-bi̍t,刺杜密,16,chhì-tō͘-bi̍t
tshì-kam-á,刺柑仔,16,chhì-kam-á
tshì-moo-thâng,刺毛蟲,16,chhì-mo͘-thâng
tshì-kang-bóo,刺江某,16,chhì-kang-bó͘
tshì-kik-sìng,刺激性,16,chhì-kek-sèng
tshì-kiû-á,刺球仔,16,chhì-kiû-á
tshì-kiû-hue,刺球花,16,chhì-kiû-hoe
tshiah-phuê-ê,刺皮鞋,16,chhiah-phôe-ê
tshiah-phòng-se,刺膨紗,16,chhiah-phòng-se
tshiah-hueh-to,刺血刀,16,chhiah-hoeh-to
tshiah-ê-ê,刺鞋的,16,chhiah-ê-ê
khik-ìn-á,刻印仔,16,khek-ìn-á
thì-kng-kng,剃光光,16,thì-kng-kng
thì-kng-thâu,剃光頭,16,thì-kng-thâu
thì-tshuì-tshiu,剃嘴鬚,16,thì-chhùi-chhiu
